1978,   387.0, ,    60.5, ,   189.7, ,   140.9, ,    89.3, ,   158.5, ,    85.5, ,    43.2, ,   115.2, ,   140.0, ,    87.7, ,   134.8, ,  1632.2, ,   699.0, ,   419.9, ,   287.3, ,   342.8, ,
1979,   183.2, ,    68.6, ,   214.4, ,    41.2, ,    83.1, ,    63.0, ,   108.4, ,   115.4, ,   143.5, ,   195.0, ,   117.1, ,   163.8, ,  1496.6, ,   386.5, ,   338.7, ,   286.7, ,   455.6, ,
1980,   204.2, ,   133.7, ,   104.5, ,    94.3, ,   107.0, ,   218.2, ,   145.7, ,   151.6, ,   152.1, ,   142.9, ,   231.2, ,   159.2, ,  1844.6, ,   501.7, ,   305.8, ,   515.5, ,   526.2, ,
1981,   170.4, ,   119.8, ,   149.9, ,   120.4, ,   223.2, ,   126.7, ,   162.6, ,   127.6, ,   217.3, ,   207.9, ,   195.0, ,   185.5, ,  2006.3, ,   449.4, ,   493.5, ,   416.9, ,   620.2, ,
1982,   260.9, ,   157.7, ,   103.5, ,   141.5, ,    71.6, ,   141.8, ,   113.8, ,    77.7, ,   111.1, ,    73.8, ,   127.3, ,   148.7, ,  1529.4, ,   604.1, ,   316.6, ,   333.3, ,   312.2, ,
1983,   403.8, ,   156.5, ,   217.7, ,   138.7, ,   116.7, ,    78.0, ,   196.4, ,   214.5, ,   139.2, ,    58.3, ,   156.7, ,   198.7, ,  2075.1, ,   709.0, ,   473.1, ,   488.9, ,   354.1, ,
1984,   263.9, ,   186.6, ,   163.8, ,   111.4, ,   159.8, ,   164.1, ,    83.5, ,   201.8, ,   191.8, ,    76.5, ,    74.8, ,   186.9, ,  1865.0, ,   649.2, ,   435.0, ,   449.4, ,   343.1, ,
1985,   153.3, ,   130.2, ,   162.3, ,    66.6, ,   141.4, ,   256.0, ,   172.5, ,   107.5, ,    67.7, ,    59.4, ,   101.3, ,   245.0, ,  1663.2, ,   470.4, ,   370.4, ,   535.9, ,   228.5, ,
1986,   286.3, ,   196.3, ,   142.8, ,   186.3, ,    41.1, ,   153.3, ,    87.8, ,    86.2, ,   139.4, ,   115.4, ,   169.7, ,    95.5, ,  1700.1, ,   727.6, ,   370.3, ,   327.3, ,   424.4, ,
1987,   196.0, ,   143.9, ,    75.1, ,   151.9, ,    96.9, ,    88.5, ,    43.5, ,    72.2, ,    96.6, ,   244.2, ,   195.6, ,   166.6, ,  1571.1, ,   435.4, ,   323.9, ,   204.3, ,   536.3, ,
1988,   114.1, ,   298.6, ,   183.7, ,    93.1, ,    69.0, ,   230.2, ,   108.3, ,    80.7, ,   114.5, ,   122.3, ,   226.4, ,   115.5, ,  1756.3, ,   579.3, ,   345.8, ,   419.2, ,   463.1, ,
1989,   264.2, ,   170.8, ,   185.2, ,    77.4, ,    99.2, ,    66.1, ,   123.1, ,   109.1, ,   144.8, ,   137.5, ,   202.7, ,    98.3, ,  1678.4, ,   550.5, ,   361.8, ,   298.4, ,   484.9, ,
1990,   138.9, ,   207.9, ,   114.6, ,   226.4, ,   138.1, ,   126.4, ,    66.8, ,    81.4, ,   128.2, ,   238.2, ,   168.4, ,   216.8, ,  1852.1, ,   445.1, ,   479.1, ,   274.6, ,   534.8, ,
1991,   189.6, ,   211.4, ,   200.7, ,    67.8, ,   112.2, ,    41.1, ,    59.1, ,   100.6, ,   144.9, ,   141.5, ,   173.6, ,   158.2, ,  1600.6, ,   617.8, ,   380.8, ,   200.8, ,   459.9, ,
1992,   128.0, ,   207.2, ,   338.8, ,    94.7, ,   107.7, ,   147.5, ,   114.0, ,   102.3, ,   104.3, ,   209.0, ,    96.5, ,   223.8, ,  1873.7, ,   493.4, ,   541.2, ,   363.8, ,   409.7, ,
1993,   109.3, ,   284.4, ,   236.6, ,   158.7, ,   128.4, ,   117.3, ,   172.7, ,    76.8, ,    99.8, ,   202.8, ,   208.1, ,   384.7, ,  2179.5, ,   617.5, ,   523.8, ,   366.8, ,   510.6, ,
1994,   285.1, ,   180.5, ,   255.0, ,    91.5, ,   195.3, ,   127.8, ,    94.5, ,    86.3, ,   124.8, ,    83.1, ,   204.2, ,   136.8, ,  1865.0, ,   850.3, ,   541.8, ,   308.7, ,   412.1, ,
1995,   329.5, ,   207.1, ,   116.9, ,    82.0, ,    23.5, ,   101.6, ,   164.6, ,   103.5, ,   190.0, ,   127.0, ,   220.3, ,   158.1, ,  1824.0, ,   673.5, ,   222.4, ,   369.7, ,   537.2, ,
1996,   155.4, ,   249.9, ,   103.0, ,   102.1, ,   112.4, ,    70.8, ,   253.9, ,    69.0, ,   173.4, ,    79.3, ,   138.2, ,   214.7, ,  1722.0, ,   563.4, ,   317.5, ,   393.7, ,   390.9, ,
1997,   299.0, ,   136.6, ,   230.5, ,   130.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   650.2, , -9999.9,M, -9999.9,M, -9999.9,M,
1998,    95.4, ,    81.3, ,   162.7, ,   261.9, ,    87.0, ,    92.1, ,    93.4, ,    97.2, ,   195.6, ,   109.6, ,   145.0, ,   159.6, ,  1580.6, , -9999.9,M,   511.6, ,   282.7, ,   450.1, ,
1999,   240.0, ,   282.7, ,   143.2, ,   162.9, ,   102.1, ,    93.9, ,   102.6, ,   124.2, ,   109.9, ,   203.2, ,   164.5, ,   144.3, ,  1873.6, ,   682.3, ,   408.2, ,   320.7, ,   477.6, ,
2000,   346.3, ,   121.7, ,   142.0, ,   118.2, ,    93.9, ,    84.2, ,   244.5, ,   180.2, ,    91.5, ,   274.7, ,   154.1, ,   225.6, ,  2076.8, ,   612.4, ,   354.0, ,   508.9, ,   520.3, ,
2001,    83.0, ,   280.4, ,    85.3, ,    83.9, ,   106.5, ,    83.1, ,   173.9, ,    80.6, ,   210.8, ,   102.1, ,   147.0, ,   113.5, ,  1550.1, ,   588.9, ,   275.7, ,   337.6, ,   459.9, ,
2002,   189.1, ,   229.1, ,   148.9, ,   103.5, ,    87.8, ,    95.1, ,    67.3, ,   122.6, ,   126.1, ,    84.7, ,   219.2, ,   138.2, ,  1611.6, ,   531.7, ,   340.2, ,   285.0, ,   430.0, ,
2003,   153.1, ,   222.7, , -9999.9,M,    72.5, ,   125.7, ,    76.5, ,   108.9, ,    53.6, ,    83.7, ,   452.3, ,   172.0, ,   168.2, , -9999.9,M,   514.1, , -9999.9,M,   239.0, ,   708.1, ,
2004,   230.1, ,   129.3, ,   114.1, ,    48.0, ,    72.9, ,   109.8, ,    50.4, ,   121.3, ,   153.4, ,   108.8, , -9999.9,M,   193.3, , -9999.9,M,   527.6, ,   234.9, ,   281.5, , -9999.9,M,
2005,   120.7, ,   106.5, ,    95.0, ,    74.1, ,    90.8, ,    55.6, ,   100.4, ,    73.6, ,   119.6, ,   157.7, ,   175.7, ,   225.8, ,  1395.4, ,   420.4, ,   259.9, ,   229.6, ,   453.0, ,
2006,   219.3, ,    91.9, ,    11.9, ,   139.9, ,    76.6, ,    93.0, ,   106.0, ,   145.3, ,   154.7, ,   184.3, ,    94.5, ,   121.4, ,  1439.0, ,   537.0, ,   228.4, ,   344.4, ,   433.6, ,
2007,   129.8, ,    71.3, ,   141.5, ,    45.7, ,    83.2, ,    51.0, ,   175.4, ,   129.4, ,   164.1, ,    68.1, ,   198.2, ,   246.1, ,  1503.9, ,   322.6, ,   270.4, ,   355.8, ,   430.4, ,
2008,   165.5, ,   167.4, ,   184.5, ,    42.2, ,    96.3, ,    76.0, ,    78.3, ,   182.7, ,   153.9, ,   107.0, ,   138.2, ,   149.8, ,  1541.7, ,   578.9, ,   323.0, ,   337.0, ,   399.1, ,
2009,    70.4, ,   125.5, ,    78.9, ,   134.5, ,   110.1, ,   129.5, , -9999.9,M, -9999.9,M, -9999.9,M,   118.5, ,   222.5, ,   208.3, , -9999.9,M,   345.8, ,   323.5, , -9999.9,M, -9999.9,M,
2010,   112.5, ,    65.4, ,    16.3, ,    12.6, ,   142.5, ,   158.6, , -9999.9,M,    16.8, ,   279.5, ,   212.4, ,    49.6, , -9999.9,M, -9999.9,M,   386.2, ,   171.4, , -9999.9,M,   541.5, ,
