1905,    26.5, ,     6.2, ,     0.0, ,    11.8, ,    16.8, ,    22.1, ,    16.7, ,    40.8, ,    39.9, ,    25.5, ,     9.4, ,    10.6, ,   226.0, ,    55.9, ,    28.6, ,    79.5, ,    74.7, ,
1906,    22.0, ,     7.0, ,     2.8, ,     2.6, ,    46.9, ,    38.3, ,     8.0, ,     0.0, ,    15.8, ,    32.1, ,    68.1, ,    61.0, ,   304.6, ,    39.5, ,    52.3, ,    46.2, ,   116.0, ,
1907,    31.9, ,    16.4, ,     7.3, ,     7.2, ,     3.4, ,    31.6, ,    31.5, ,    52.1, ,    51.4, ,     5.5, ,    17.4, ,     7.0, ,   262.6, ,   109.3, ,    17.9, ,   115.1, ,    74.3, ,
1908,    12.2, ,    29.3, ,     9.8, ,     8.0, ,    26.6, ,    25.3, ,    14.1, ,    37.4, ,     4.7, ,    17.1, ,     4.0, ,    24.9, ,   213.5, ,    48.5, ,    44.4, ,    76.8, ,    25.8, ,
1909,    26.4, ,    28.9, ,     2.7, ,     9.0, ,    20.4, ,    28.4, ,    57.1, ,    18.3, ,    31.3, ,    13.9, ,    25.4, ,    11.1, ,   272.9, ,    80.3, ,    32.0, ,   103.8, ,    70.6, ,
1910,     6.7, ,    26.5, ,     6.8, ,     3.3, ,    17.0, ,    31.4, ,    11.5, ,    41.3, ,    11.7, ,    19.5, ,    19.8, ,    26.2, ,   221.9, ,    44.3, ,    27.1, ,    84.3, ,    51.1, ,
1911,    16.9, ,     6.9, ,     3.3, ,     5.8, ,    31.3, ,     6.7, ,    20.6, ,    26.5, ,    23.5, ,     1.3, ,    74.5, ,    48.1, ,   265.5, ,    50.0, ,    40.4, ,    53.8, ,    99.3, ,
1912,    36.6, ,    16.9, ,     0.0, ,    35.4, ,     9.1, ,    37.0, ,    87.9, ,    54.8, ,    21.9, ,    18.0, ,    22.6, ,    17.5, ,   357.6, ,   101.6, ,    44.5, ,   179.7, ,    62.5, ,
1913,    44.7, ,    29.5, ,     5.1, ,     6.5, ,    16.6, ,    66.6, ,    26.4, ,    21.3, ,    12.5, ,    27.8, ,    20.5, ,     8.1, ,   285.6, ,    91.7, ,    28.2, ,   114.3, ,    60.8, ,
1914,    48.8, ,    65.2, ,     8.0, ,    10.3, ,    34.3, ,    16.1, ,    14.3, ,    10.2, ,    29.5, ,    21.4, ,    29.7, ,    17.2, ,   304.8, ,   122.1, ,    52.6, ,    40.5, ,    80.5, ,
1915,    28.9, ,     0.3, ,    12.7, ,     5.9, ,    60.0, ,    64.6, ,    31.0, ,    33.3, ,    17.7, ,    22.4, ,    12.1, ,    47.4, ,   336.3, ,    46.4, ,    78.6, ,   128.9, ,    52.2, ,
1916,    20.9, ,    43.3, ,    14.5, ,    16.4, ,    17.7, ,    70.7, ,    21.8, ,    11.7, ,    11.4, ,     2.9, ,    17.5, ,    33.2, ,   282.0, ,   111.6, ,    48.7, ,   104.2, ,    31.7, ,
1917,    26.7, ,    17.8, ,     6.3, ,    22.3, ,    42.3, ,    65.0, ,     3.6, ,    31.1, ,     8.0, ,    11.6, ,     3.9, ,    82.3, ,   320.9, ,    77.7, ,    70.9, ,    99.7, ,    23.5, ,
1918,    55.2, ,    14.0, ,     7.3, ,     2.9, ,    30.5, ,     9.6, ,    32.2, ,    80.6, ,     9.5, ,    17.5, ,    17.5, ,    27.3, ,   304.0, ,   151.5, ,    40.7, ,   122.3, ,    44.4, ,
1919,     9.8, ,    29.2, ,    34.1, ,    13.0, ,    18.0, ,    18.4, ,    33.0, ,     6.6, ,    15.3, ,    34.1, ,    55.7, ,    17.4, ,   284.6, ,    66.3, ,    65.1, ,    58.0, ,   105.1, ,
1920,    25.5, ,     5.1, ,     6.4, ,    17.3, ,     4.1, ,    17.6, ,    10.7, ,    30.1, ,    16.4, ,    29.2, ,    21.6, ,    25.3, ,   209.2, ,    48.1, ,    27.8, ,    58.4, ,    67.2, ,
1921,    21.0, ,     6.8, ,    15.7, ,    10.9, ,    25.2, ,    18.2, ,     8.4, ,    22.3, ,    13.8, ,     3.9, ,    52.8, ,    13.9, ,   212.9, ,    53.1, ,    51.8, ,    48.9, ,    70.6, ,
1922,    19.8, ,    21.3, ,    12.8, ,    21.5, ,     6.3, ,     3.9, ,    15.5, ,    35.1, ,    18.0, ,    32.0, ,     7.1, ,    36.4, ,   229.8, ,    55.0, ,    40.6, ,    54.6, ,    57.1, ,
1923,    10.4, ,    14.8, ,     4.9, ,    14.2, ,    40.2, ,    79.2, ,    19.2, ,    28.6, ,    18.1, ,    17.6, ,    15.6, ,    36.1, ,   298.8, ,    61.5, ,    59.3, ,   127.0, ,    51.2, ,
1924,    49.9, ,     9.3, ,     6.1, ,    10.4, ,    17.8, ,    56.8, ,    32.7, ,    24.3, ,    22.8, ,    10.0, ,    20.5, ,   124.0, ,   384.5, ,    95.4, ,    34.2, ,   113.7, ,    53.3, ,
1925,    55.5, ,    26.4, ,    12.9, ,    16.4, ,    19.9, ,    28.3, ,    11.7, ,    40.6, ,    27.7, ,    17.4, ,     5.6, ,    45.9, ,   308.2, ,   206.0, ,    49.1, ,    80.7, ,    50.6, ,
1926,    56.2, ,     4.5, ,     6.5, ,    11.6, ,    26.7, ,    25.4, ,     5.9, ,    46.2, ,    21.3, ,    22.7, ,    19.5, ,    46.8, ,   293.4, ,   106.7, ,    44.9, ,    77.5, ,    63.5, ,
1927,    46.2, ,    23.4, ,     4.7, ,     3.0, ,    34.1, ,    76.3, ,    28.2, ,    43.6, ,    38.8, ,    39.5, ,    62.3, ,   103.7, ,   503.7, ,   116.3, ,    41.8, ,   148.1, ,   140.6, ,
1928,    37.1, ,     2.7, ,     8.0, ,     8.1, ,     8.9, ,    42.5, ,    31.3, ,    13.7, ,     9.6, ,     5.5, ,     8.9, ,    10.9, ,   187.2, ,   143.5, ,    25.0, ,    87.5, ,    24.0, ,
1929,    53.6, ,     3.4, ,    30.1, ,    20.9, ,    20.7, ,    29.1, ,    17.1, ,     9.9, ,    20.5, ,    19.7, ,    25.9, ,    28.3, ,   279.2, ,    67.9, ,    71.7, ,    56.2, ,    66.0, ,
1930,     7.3, ,    21.3, ,    10.9, ,    19.2, ,    17.6, ,    21.5, ,    14.2, ,    16.4, ,    13.8, ,    28.8, ,    24.5, ,    11.4, ,   206.9, ,    56.9, ,    47.7, ,    52.1, ,    67.1, ,
1931,     9.3, ,    13.7, ,    25.0, ,     6.5, ,    17.5, ,    33.2, ,    12.3, ,    18.2, ,    22.0, ,    14.2, ,    26.8, ,    34.8, ,   233.6, ,    34.5, ,    49.1, ,    63.7, ,    63.0, ,
1932,     5.7, ,     6.6, ,    23.4, ,    16.9, ,    15.8, ,     8.8, ,    18.7, ,    17.5, ,    16.5, ,    25.6, ,    40.4, ,    12.1, ,   208.1, ,    47.1, ,    56.2, ,    45.0, ,    82.5, ,
1933,    10.9, ,    19.0, ,    12.2, ,     6.2, ,    28.0, ,    28.1, ,    12.4, ,     7.5, ,    23.7, ,    66.2, ,    13.8, ,    46.8, ,   274.8, ,    42.0, ,    46.4, ,    48.0, ,   103.7, ,
1934,    14.1, ,     2.6, ,    29.4, ,     4.1, ,    12.9, ,    19.2, ,    24.7, ,     8.5, ,    30.2, ,     9.8, ,    14.2, ,    31.3, ,   200.9, ,    63.5, ,    46.4, ,    52.3, ,    54.2, ,
1935,    41.7, ,     5.3, ,    16.4, ,     1.0, ,    16.8, ,    34.6, ,    36.8, ,    36.9, ,     6.5, ,    27.9, ,     7.1, ,    14.2, ,   245.4, ,    78.4, ,    34.2, ,   108.3, ,    41.6, ,
1936,    51.1, ,    46.6, ,     9.1, ,    17.8, ,    33.2, ,    50.1, ,     6.0, ,    37.0, ,    32.2, ,     6.5, ,    11.5, ,    19.7, ,   320.7, ,   112.0, ,    60.0, ,    93.0, ,    50.3, ,
1937,   108.4, ,    75.8, ,    16.7, ,    22.8, ,    15.4, ,    18.7, ,    20.7, ,    24.5, ,     6.3, ,    12.8, ,    53.5, ,    33.0, ,   408.6, ,   203.8, ,    54.8, ,    63.9, ,    72.6, ,
1938,    14.8, ,    40.7, ,     4.5, ,     4.4, ,     9.6, ,    12.1, ,    14.6, ,    73.9, ,    36.4, ,    14.8, ,    19.8, ,    66.2, ,   311.8, ,    88.6, ,    18.6, ,   100.5, ,    71.0, ,
1939,    55.3, ,     5.7, ,     7.1, ,     6.5, ,    23.2, ,    80.9, ,    17.4, ,     0.6, ,    22.6, ,    25.4, ,    13.9, ,    20.2, ,   278.8, ,   127.2, ,    36.8, ,    98.8, ,    61.9, ,
1940,    18.3, ,    15.2, ,    20.4, ,    17.5, ,    46.9, ,    10.6, ,    24.3, ,     5.4, ,     6.0, ,    15.9, ,    21.6, ,    12.1, ,   214.1, ,    53.7, ,    84.8, ,    40.3, ,    43.4, ,
1941,    15.0, ,    10.7, ,     9.1, ,    15.6, ,    34.1, ,    96.0, ,    47.4, ,    50.5, ,    57.7, ,    22.9, ,     6.0, ,    12.5, ,   377.3, ,    37.8, ,    58.8, ,   193.9, ,    86.5, ,
1942,     5.3, ,     6.0, , -9999.9,M,    23.5, , -9999.9,M,    34.1, ,    35.2, ,    23.5, ,     7.5, ,    14.6, ,    42.3, ,    35.1, , -9999.9,M,    23.8, , -9999.9,M,    92.8, ,    64.4, ,
1943,    27.6, ,    13.8, ,    12.4, ,     8.4, ,    36.6, ,    36.5, ,     8.6, ,    25.2, ,     1.9, ,    43.5, ,     3.2, ,    20.3, ,   238.1, ,    76.5, ,    57.4, ,    70.4, ,    48.6, ,
1944,    16.3, ,    26.8, ,     8.1, ,    11.5, ,    19.0, ,    47.2, ,     6.5, ,    42.9, ,    39.0, ,     2.2, ,    21.0, ,    35.9, ,   276.4, ,    63.3, ,    38.6, ,    96.6, ,    62.2, ,
1945,    23.8, ,    15.3, ,     4.3, ,    15.8, ,     8.6, ,    39.1, ,    24.0, ,    13.5, ,    16.2, ,    60.8, ,    55.2, ,    15.8, ,   292.4, ,    74.9, ,    28.7, ,    76.6, ,   132.2, ,
1946,    26.8, ,    20.9, ,     5.8, ,     7.1, ,    22.4, ,    83.1, ,     2.3, ,    20.4, ,    14.7, ,    16.0, ,    11.6, ,     6.0, ,   237.1, ,    63.5, ,    35.4, ,   105.7, ,    42.3, ,
1947,    25.5, ,    16.4, ,    13.5, ,     8.8, ,    24.5, ,    82.9, ,    25.7, ,    26.6, ,    20.0, ,    20.2, ,    33.0, ,    22.2, ,   319.3, ,    47.9, ,    46.7, ,   135.2, ,    73.2, ,
1948,    10.0, ,    26.9, ,     2.6, ,    46.4, ,    16.0, ,    17.2, ,    72.9, ,    79.5, ,    20.9, ,    10.3, ,    31.1, ,    23.0, ,   356.8, ,    59.2, ,    65.0, ,   169.6, ,    62.3, ,
1949,    29.2, ,    22.7, ,    10.5, ,    17.4, ,    10.6, ,    26.9, ,    23.0, ,     4.1, ,     8.5, ,    17.6, ,     2.6, ,    65.1, ,   238.3, ,    74.9, ,    38.4, ,    54.0, ,    28.8, ,
1950,    27.5, ,    11.4, ,    17.3, ,    29.1, ,    16.6, ,     9.3, ,    35.5, ,    15.8, ,     0.3, ,    28.9, ,    26.2, ,    53.2, ,   271.2, ,   104.0, ,    63.0, ,    60.6, ,    55.4, ,
1951,    47.7, ,    50.3, ,    16.4, ,     0.9, ,    17.3, ,    18.2, ,    20.9, ,    18.3, ,    25.8, ,    45.1, ,    18.4, ,    49.9, ,   329.3, ,   151.2, ,    34.6, ,    57.4, ,    89.4, ,
1952,    32.3, ,    25.9, ,    12.5, ,     5.0, ,     4.2, ,    50.6, ,    26.8, ,    12.4, ,     5.2, ,     6.7, ,     0.0, ,    13.5, ,   195.1, ,   108.0, ,    21.7, ,    89.8, ,    11.9, ,
1953,    31.2, ,    28.3, ,     4.7, ,    11.2, ,    16.7, ,    86.0, ,     9.7, ,    19.0, ,    13.1, ,     9.3, ,    13.1, ,    32.3, ,   274.5, ,    73.0, ,    32.7, ,   114.7, ,    35.4, ,
1954,    34.9, ,     7.4, ,    14.7, ,    13.3, ,    23.0, ,    38.6, ,    51.2, ,    47.4, ,    46.9, ,     2.9, ,     8.1, ,     8.4, ,   296.7, ,    74.6, ,    51.0, ,   137.1, ,    57.9, ,
1955,    21.8, ,    16.2, ,     7.6, ,     8.7, ,    25.1, ,    43.4, ,    40.1, ,     2.2, ,     5.0, ,     9.8, ,    41.5, ,    53.4, ,   274.9, ,    46.5, ,    41.4, ,    85.7, ,    56.3, ,
1956,    31.7, ,    12.6, ,    10.9, ,    13.0, ,    11.7, ,    67.8, ,     8.6, ,    40.8, ,    16.0, ,    22.8, ,    10.4, ,    33.0, ,   279.3, ,    97.7, ,    35.6, ,   117.3, ,    49.1, ,
1957,    48.3, ,    21.1, ,     7.9, ,     9.9, ,    22.9, ,    62.2, ,    43.4, ,    33.8, ,     4.2, ,    17.0, ,    20.5, ,     6.3, ,   297.4, ,   102.4, ,    40.7, ,   139.3, ,    41.7, ,
1958,    31.4, ,    24.7, ,    21.1, ,    13.9, ,     4.3, ,    31.7, ,    14.7, ,     9.4, ,    21.2, ,    19.6, ,    25.9, ,    21.7, ,   239.6, ,    62.4, ,    39.3, ,    55.8, ,    66.8, ,
1959,    32.7, ,    25.3, ,     9.6, ,     3.1, ,    40.1, ,    33.4, ,    16.4, ,    43.9, ,    62.7, ,    29.0, ,    46.6, ,     8.9, ,   351.8, ,    79.7, ,    52.8, ,    93.7, ,   138.4, ,
1960,    42.2, ,    10.1, ,     6.8, ,     6.3, ,    17.3, ,    11.1, ,     3.6, ,    28.8, ,     9.6, ,    16.6, ,    19.6, ,    23.0, ,   195.1, ,    61.1, ,    30.5, ,    43.6, ,    45.8, ,
1961,    22.0, ,    16.9, ,    11.8, ,    17.9, ,    28.4, ,    18.4, ,    30.6, ,    26.3, ,    30.9, ,    11.1, ,    26.3, ,    50.8, ,   291.2, ,    61.8, ,    58.0, ,    75.3, ,    68.2, ,
1962,    50.7, ,     9.9, ,     4.7, ,    11.9, ,    44.3, ,    10.1, ,    47.6, ,    52.2, ,    32.7, ,    30.0, ,    16.4, ,     9.2, ,   319.9, ,   111.4, ,    61.0, ,   109.9, ,    79.1, ,
1963,    25.1, ,     3.5, ,     6.1, ,    23.7, ,     6.0, ,    28.8, ,    47.4, ,    27.2, ,    29.1, ,    17.2, ,    14.1, ,    42.1, ,   270.3, ,    37.9, ,    35.7, ,   103.4, ,    60.4, ,
1964,    38.7, ,     8.5, ,     6.3, ,    10.5, ,    19.1, ,    58.7, ,    35.9, ,    32.6, ,    55.6, ,     2.9, ,    29.6, ,    50.5, ,   348.9, ,    89.3, ,    36.0, ,   127.2, ,    88.1, ,
1965,    39.1, ,    25.4, ,     2.4, ,     7.9, ,     7.3, ,    12.5, ,    15.7, ,    82.0, ,    23.1, ,     5.6, ,    22.8, ,    45.9, ,   289.7, ,   115.1, ,    17.6, ,   110.2, ,    51.5, ,
1966,    40.7, ,    10.8, ,     3.1, ,    15.5, ,    26.4, ,    29.9, ,    74.5, ,    20.8, ,    12.8, ,    20.2, ,    49.6, ,    34.9, ,   339.3, ,    97.4, ,    45.0, ,   125.2, ,    82.7, ,
1967,    42.9, ,    24.9, ,    19.1, ,    10.7, ,    16.9, ,     3.9, ,    14.7, ,     9.1, ,     6.0, ,    58.0, ,    13.5, ,    54.5, ,   274.2, ,   102.8, ,    46.8, ,    27.7, ,    77.5, ,
1968,    23.0, ,     8.0, ,    16.4, ,     8.2, ,    47.2, ,    20.9, ,    10.2, ,    36.6, ,    30.8, ,    22.8, ,    25.9, ,    46.8, ,   296.6, ,    85.4, ,    71.8, ,    67.7, ,    79.4, ,
1969,    47.0, ,    11.5, ,    18.3, ,    45.3, ,    16.9, ,    55.3, ,    57.5, ,    20.5, ,    46.0, ,    24.6, ,    21.6, ,    44.0, ,   408.5, ,   105.3, ,    80.4, ,   133.3, ,    92.2, ,
1970,    32.6, ,     3.9, ,    13.2, ,    12.9, ,     9.9, ,    28.1, ,     3.5, ,    21.9, ,    18.9, ,    18.3, ,    42.1, ,    32.8, ,   238.1, ,    80.5, ,    36.0, ,    53.5, ,    79.3, ,
1971,    50.6, ,    24.6, ,    15.5, ,     5.1, ,    26.6, ,    41.7, ,    18.0, ,    15.3, ,    18.2, ,     8.6, ,    25.1, ,   113.2, ,   362.6, ,   108.0, ,    47.2, ,    75.0, ,    51.9, ,
1972,    50.1, ,    14.4, ,    27.1, ,    10.5, ,    17.5, ,    40.1, ,    21.3, ,    22.0, ,    20.3, ,    15.4, ,     9.0, ,    29.1, ,   276.5, ,   177.7, ,    55.1, ,    83.3, ,    44.6, ,
1973,     8.9, ,    21.3, ,     9.0, ,     4.2, ,    11.7, ,    23.7, ,     3.6, ,     5.0, ,    30.8, ,    26.9, ,    50.4, ,    21.5, ,   217.2, ,    59.2, ,    24.9, ,    32.4, ,   108.2, ,
1974,    27.8, ,    18.6, ,    21.2, ,    22.3, ,    24.9, ,     8.1, ,    28.3, ,    17.4, ,     7.1, ,     9.7, ,    34.9, ,    53.2, ,   273.6, ,    67.9, ,    68.4, ,    53.8, ,    51.8, ,
1975,    65.4, ,    45.7, ,    18.7, ,    11.5, ,    22.7, ,    32.4, ,    17.0, ,    27.3, ,     9.1, ,    13.5, ,    34.1, ,    41.7, ,   339.2, ,   164.3, ,    53.0, ,    76.7, ,    56.8, ,
1976,    23.4, ,    12.1, ,    14.5, ,     4.8, ,    23.8, ,    36.3, ,    35.0, ,   127.8, ,    10.1, ,    21.9, ,    11.5, ,    28.4, ,   349.4, ,    77.1, ,    43.1, ,   199.1, ,    43.4, ,
1977,    22.5, ,     7.3, ,    15.1, ,    17.8, ,    26.5, ,    19.5, ,    27.1, ,    37.7, ,    29.3, ,    10.4, ,    57.0, ,    72.7, ,   342.9, ,    58.2, ,    59.4, ,    84.3, ,    96.7, ,
1978,    48.3, ,    14.8, ,     8.3, ,    40.7, ,    24.1, ,    24.7, ,    14.0, ,    24.0, ,    38.5, ,    16.8, ,    26.6, ,    15.5, ,   296.4, ,   135.8, ,    73.0, ,    62.8, ,    81.9, ,
1979,    30.5, ,    12.5, ,     8.9, ,    16.3, ,    14.8, ,     7.7, ,    12.6, ,    15.7, ,    33.6, ,    12.6, ,     6.8, ,    22.1, ,   194.1, ,    58.5, ,    40.0, ,    36.0, ,    53.0, ,
1980,     8.9, ,    30.2, ,    14.6, ,     8.4, ,    48.3, ,    74.1, ,    22.0, ,    46.9, ,    44.9, ,    15.0, ,    25.5, ,    45.9, ,   384.7, ,    61.2, ,    71.3, ,   143.0, ,    85.4, ,
1981,     8.9, ,    23.8, ,    14.8, ,    12.4, ,    41.5, ,    44.8, ,    53.6, ,    26.3, ,    44.4, ,    19.9, ,    19.0, ,    43.3, ,   352.8, ,    78.7, ,    68.7, ,   124.7, ,    83.3, ,
1982,    74.0, ,    14.2, ,    16.5, ,     5.9, ,    17.7, ,    37.9, ,    51.3, ,    27.1, ,    53.8, ,    13.6, ,    17.6, ,    17.2, ,   346.9, ,   131.5, ,    40.1, ,   116.4, ,    85.0, ,
1983,    31.0, ,    16.9, ,    18.0, ,    72.4, ,    15.2, ,    29.3, ,    32.1, ,    11.5, ,    50.7, ,    10.9, ,    29.4, ,    29.9, ,   347.3, ,    65.1, ,   105.7, ,    72.9, ,    91.0, ,
1984,    25.4, ,     8.6, ,    20.0, ,    23.8, ,    29.8, ,    34.4, ,    16.9, ,    28.5, ,    28.2, ,    13.6, ,    34.3, ,    46.1, ,   309.6, ,    63.9, ,    73.5, ,    79.8, ,    76.1, ,
1985,     8.9, ,    41.2, ,     6.7, ,    19.1, ,    29.0, ,    36.8, ,    15.3, ,    33.2, ,    89.9, ,    32.3, ,    14.1, ,    20.6, ,   347.1, ,    96.3, ,    54.8, ,    85.3, ,   136.3, ,
1986,    32.1, ,    35.3, ,     6.5, ,    14.8, ,    22.5, ,    56.8, ,    60.6, ,    15.6, ,    33.7, ,     4.7, ,    35.4, ,    18.4, ,   336.4, ,    88.0, ,    43.8, ,   133.0, ,    73.8, ,
1987,    13.0, ,    13.8, ,     7.8, ,    28.8, ,    10.1, ,    13.0, ,    24.4, ,    17.4, ,    12.9, ,     7.3, ,    18.3, ,    27.6, ,   194.3, ,    45.1, ,    46.6, ,    54.8, ,    38.5, ,
1988,     8.2, ,    17.2, ,    11.7, ,    20.9, ,    21.1, ,    33.9, ,    26.4, ,    44.2, ,    62.7, ,    23.8, ,    10.3, ,    28.1, ,   308.5, ,    53.1, ,    53.7, ,   104.4, ,    96.9, ,
1989,    16.3, ,     8.4, ,    13.3, ,    12.0, ,    52.4, ,    40.1, ,    45.4, ,    77.6, ,    15.0, ,    18.1, ,    28.9, ,    31.2, ,   358.7, ,    52.8, ,    77.7, ,   163.1, ,    62.0, ,
1990,    20.9, ,    14.6, ,     1.5, ,    17.4, ,    59.8, ,    61.7, ,    72.1, ,    50.0, ,     0.6, ,    10.4, ,    25.5, ,    51.5, ,   385.9, ,    66.6, ,    78.7, ,   183.8, ,    36.5, ,
1991,    29.9, ,    12.0, ,    15.6, ,     4.9, ,    40.6, ,    51.8, ,    24.6, ,    39.9, ,     7.3, ,    15.3, ,    26.9, ,     7.1, ,   275.8, ,    93.4, ,    61.0, ,   116.3, ,    49.6, ,
1992,    16.0, ,     8.4, ,    19.5, ,    15.9, ,    24.5, ,    51.0, ,    49.4, ,     7.2, ,    53.3, ,    17.9, ,    64.9, ,    52.8, ,   380.8, ,    31.6, ,    59.9, ,   107.6, ,   136.1, ,
1993,    33.6, ,     3.0, ,     2.2, ,    13.9, ,    25.0, ,    50.6, ,    62.2, ,    17.0, ,    10.6, ,    15.9, ,    11.3, ,    35.3, ,   280.6, ,    89.4, ,    41.1, ,   129.8, ,    37.8, ,
1994,    17.1, ,    26.3, ,     9.1, ,    40.1, ,    22.5, ,    35.7, ,    10.7, ,    61.1, ,    13.6, ,    45.2, ,    32.8, ,    17.6, ,   331.8, ,    78.6, ,    71.7, ,   107.5, ,    91.6, ,
1995,    35.5, ,    12.4, ,    19.8, ,    15.3, ,     8.8, ,    56.1, ,    26.7, ,    78.9, ,    22.2, ,    27.2, ,    57.8, ,    46.7, ,   407.2, ,    65.5, ,    43.9, ,   161.6, ,   107.1, ,
1996,    24.9, ,    19.5, ,    12.7, ,     9.5, ,    56.3, ,    38.3, ,    17.6, ,    11.3, ,    69.5, ,    39.3, ,    75.6, ,    58.1, ,   432.7, ,    91.1, ,    78.6, ,    67.2, ,   184.4, ,
1997,    22.7, ,    19.5, ,    21.9, ,    30.7, ,    47.1, ,    50.6, ,    61.0, ,    18.7, ,    38.8, ,    29.6, ,    24.0, ,    23.3, ,   388.0, ,   100.2, ,    99.7, ,   130.4, ,    92.5, ,
1998,    26.4, ,    13.0, ,    29.5, ,     7.4, ,    16.2, ,    38.1, ,    31.0, ,    16.0, ,    19.9, ,    38.6, ,    31.2, ,    25.1, ,   292.5, ,    62.7, ,    53.1, ,    85.2, ,    89.8, ,
1999,    38.0, ,    15.5, ,    17.9, ,     9.3, ,    11.6, ,    77.7, ,    52.0, ,     6.9, ,    13.9, ,    20.5, ,    13.8, ,    23.0, ,   300.2, ,    78.6, ,    38.8, ,   136.6, ,    48.2, ,
2000,    30.7, ,    13.5, ,    21.6, ,     8.2, ,    37.2, ,    30.2, ,    37.1, ,    26.9, ,    32.2, ,    26.2, ,    11.3, ,    34.1, ,   309.1, ,    67.2, ,    67.0, ,    94.2, ,    69.6, ,
2001,    16.8, ,     9.4, ,    18.8, ,     7.1, ,     9.7, ,    53.8, ,    77.0, ,     2.7, ,     8.8, ,    24.7, ,    14.5, ,    36.7, ,   280.0, ,    60.3, ,    35.6, ,   133.4, ,    48.0, ,
2002,    22.4, ,    11.8, ,    22.3, ,     9.1, ,    49.8, ,    23.8, ,    20.4, ,    16.2, ,    15.4, ,     7.7, ,    11.3, ,    42.3, ,   252.4, ,    70.9, ,    81.2, ,    60.4, ,    34.4, ,
2003,    20.4, ,     4.3, ,    20.8, ,    46.6, ,    30.4, ,    40.9, ,     2.9, ,     2.9, ,    18.2, ,    17.2, ,    26.9, ,     5.9, ,   237.3, ,    67.0, ,    97.8, ,    46.7, ,    62.3, ,
2004,    34.8, ,    15.4, ,    12.0, ,    13.6, ,    55.6, ,    26.5, ,    42.2, ,    58.6, ,    42.2, ,    33.1, ,    40.7, ,    32.6, ,   407.2, ,    56.1, ,    81.1, ,   127.3, ,   116.0, ,
