1924,    54.5, ,    19.6, ,    10.7, ,    18.0, ,    18.4, ,    58.8, ,    32.3, ,    39.4, ,    26.3, ,    25.1, ,    34.9, ,    68.5, ,   406.6, ,   110.9, ,    47.1, ,   130.5, ,    86.3, ,
1925,    69.0, ,    31.9, ,    19.3, ,    14.9, ,    22.0, ,    39.5, ,    10.2, ,    31.7, ,    23.8, ,    46.6, ,    10.3, ,    95.1, ,   414.2, ,   169.4, ,    56.2, ,    81.3, ,    80.7, ,
1926,    57.4, ,    33.9, ,    10.3, ,    26.2, ,    30.9, ,    26.2, ,     5.6, ,    34.8, ,    54.5, ,    40.8, ,    65.2, ,    66.1, ,   451.9, ,   186.4, ,    67.4, ,    66.5, ,   160.5, ,
1927,    22.9, ,    16.7, ,    12.6, ,    11.2, ,    44.4, ,    63.3, ,    84.2, ,    67.1, ,    32.1, ,    54.4, ,    55.7, ,    91.4, ,   556.2, ,   105.7, ,    68.2, ,   214.7, ,   142.3, ,
1928,    32.7, ,     9.7, ,    40.4, ,    19.5, ,    14.1, ,    34.6, ,    59.3, ,    14.2, ,    14.0, ,    26.6, ,    21.5, ,    23.8, ,   310.5, ,   133.8, ,    74.0, ,   108.1, ,    62.2, ,
1929,    39.6, ,    10.5, ,    40.3, ,    34.7, ,    37.2, ,    71.4, ,    38.4, ,    12.4, ,    40.1, ,    15.7, ,    23.7, ,    40.9, ,   404.8, ,    73.8, ,   112.2, ,   122.2, ,    79.5, ,
1930,    30.3, ,    36.4, ,    10.5, ,    26.0, ,    36.3, ,    24.4, ,    24.1, ,    17.4, ,    15.0, ,    42.5, ,    19.4, ,    16.5, ,   298.7, ,   107.6, ,    72.8, ,    65.9, ,    76.9, ,
1931,    40.0, ,    25.1, ,    42.0, ,    15.0, ,    40.9, ,    52.1, ,    18.9, ,    35.0, ,    46.4, ,    37.9, ,    52.5, ,    63.2, ,   469.1, ,    81.6, ,    97.9, ,   106.0, ,   136.9, ,
1932,    42.0, ,    53.7, ,    53.3, ,    36.0, ,    16.6, ,    22.0, ,    35.6, ,    33.2, ,    34.3, ,    60.6, ,    86.0, ,    19.1, ,   492.3, ,   158.9, ,   105.8, ,    90.7, ,   181.0, ,
1933,    21.1, ,    56.8, ,    50.5, ,     4.1, ,    47.2, ,    78.1, ,    15.7, ,    22.0, ,    53.1, ,    67.1, ,    25.7, ,    54.4, ,   495.8, ,    97.0, ,   101.9, ,   115.8, ,   145.9, ,
1934,    36.9, ,     0.8, ,    10.6, ,    91.3, ,   236.1, ,    58.1, ,    37.1, ,    20.8, ,    20.6, ,    39.3, ,    70.7, ,    93.4, ,   715.6, ,    92.0, ,   338.0, ,   116.0, ,   130.6, ,
1935,    69.6, ,     8.2, ,    13.3, ,    11.2, ,    31.2, ,    48.1, ,    57.1, ,    58.5, ,    30.9, ,    21.0, ,    39.4, ,    29.3, ,   417.6, ,   171.1, ,    55.7, ,   163.6, ,    91.3, ,
1936,    38.3, ,    30.5, ,     4.2, ,    19.1, ,    38.7, ,    53.3, ,    11.9, ,    78.2, ,    40.6, ,    21.1, ,    22.1, ,    41.2, ,   399.2, ,    98.0, ,    62.1, ,   143.4, ,    83.8, ,
1937,    60.6, ,    56.6, ,    28.0, ,    37.7, ,    20.1, ,    51.9, ,    19.5, ,    23.9, ,    32.4, ,     9.3, ,    55.6, ,    28.4, ,   424.3, ,   158.5, ,    85.8, ,    95.4, ,    97.4, ,
1938,    34.3, ,    30.6, ,    13.6, ,     4.1, ,    15.6, ,    24.3, ,    30.6, ,    75.5, ,    32.2, ,    45.6, ,    43.4, ,    84.9, ,   434.7, ,    93.3, ,    33.4, ,   130.4, ,   121.2, ,
1939,    37.9, ,     9.4, ,     8.3, ,     5.0, ,    19.5, ,    87.0, ,    20.7, ,     0.0, ,    14.7, ,    63.0, ,    27.3, ,    31.0, ,   323.7, ,   132.1, ,    32.8, ,   107.7, ,   105.0, ,
1940,    23.0, ,    29.8, ,    52.0, ,    17.3, ,    37.1, ,    15.6, ,    57.5, ,     5.5, ,     6.2, ,    24.1, ,    31.8, ,    25.5, ,   325.5, ,    83.8, ,   106.4, ,    78.6, ,    62.1, ,
1941,     9.6, ,    15.6, ,    16.3, ,    18.5, ,    36.3, ,    86.7, ,    21.8, ,    52.5, ,   120.9, , -9999.9,M,     6.5, ,    27.3, , -9999.9,M,    50.6, ,    71.0, ,   161.1, , -9999.9,M,
1942, -9999.9,M, -9999.9,M,     1.2, ,    40.1, ,    86.2, ,    38.6, ,    61.9, ,    20.6, ,     3.9, ,    25.0, ,    28.3, ,    62.9, , -9999.9,M, -9999.9,M,   127.5, ,   121.0, ,    57.1, ,
1943,    38.6, ,     9.7, ,     7.7, ,     3.6, ,    54.2, ,   113.3, ,    18.5, ,    49.0, ,     9.1, ,    57.8, ,     8.9, ,    50.3, ,   420.8, ,   111.3, ,    65.6, ,   180.8, ,    75.8, ,
1944,    16.2, ,    21.8, ,     3.5, ,    27.4, ,    38.1, ,    52.6, ,     0.0, ,    56.6, ,    53.6, ,    33.0, ,    59.2, ,    19.6, ,   381.4, ,    88.3, ,    68.9, ,   109.2, ,   145.7, ,
1945,    60.1, ,     8.8, ,    19.6, ,    24.9, ,    12.1, ,    29.4, ,    35.9, ,    21.4, ,    30.7, ,    60.3, ,    48.8, ,    53.7, ,   405.6, ,    88.5, ,    56.5, ,    86.7, ,   139.8, ,
1946,    58.0, ,    39.3, ,    18.2, ,    25.7, ,    11.3, ,    79.2, ,     7.6, ,    30.1, ,    10.4, ,    71.1, ,    39.2, ,    53.8, ,   444.2, ,   151.0, ,    55.2, ,   117.0, ,   120.7, ,
1947,    25.6, ,    49.2, ,    22.3, ,    33.4, ,    30.2, ,   104.7, ,    47.3, ,    32.1, ,    26.1, ,    87.0, ,    35.9, ,    40.8, ,   534.5, ,   128.6, ,    85.9, ,   184.0, ,   149.0, ,
1948,     5.8, ,    30.3, ,    17.6, ,    76.1, ,    49.3, ,    17.3, ,    78.2, ,   118.2, ,    37.8, ,    24.6, ,    57.2, ,    28.0, ,   540.3, ,    76.8, ,   143.0, ,   213.7, ,   119.6, ,
1949,    12.8, ,    44.3, ,    20.1, ,    52.3, ,     7.9, ,    59.6, ,    27.2, ,    44.6, ,    10.9, ,    47.8, ,    29.8, ,    55.9, ,   413.3, ,    85.0, ,    80.3, ,   131.5, ,    88.5, ,
1950,    38.5, ,    23.3, ,    23.8, ,    25.7, ,    16.2, ,    42.5, ,    36.1, ,    24.1, ,    10.2, ,    70.8, ,    30.2, ,    42.8, ,   384.3, ,   117.8, ,    65.7, ,   102.8, ,   111.2, ,
1951,    93.4, ,    33.5, ,    42.9, ,    15.6, ,    31.7, ,    17.0, ,    22.1, ,     9.7, ,    70.3, ,    81.7, ,    45.1, ,    64.5, ,   527.3, ,   169.7, ,    90.2, ,    48.7, ,   197.0, ,
1952,    44.4, ,    28.5, ,    31.3, ,     9.1, ,     8.1, ,    76.0, ,    39.5, ,    34.6, ,     5.6, ,    22.3, ,     5.2, ,    25.6, ,   330.1, ,   137.4, ,    48.5, ,   150.0, ,    33.1, ,
1953,    45.8, ,    53.2, ,    16.8, ,    31.5, ,    29.4, ,   114.6, ,    23.5, ,    48.6, ,    31.4, ,    22.3, ,    45.0, ,    36.3, ,   498.4, ,   124.6, ,    77.7, ,   186.7, ,    98.7, ,
1954,    24.7, ,    22.3, ,    25.5, ,    28.4, ,    28.0, ,    72.1, ,    56.1, ,    61.8, ,    48.5, ,    10.9, ,    63.0, ,    39.9, ,   481.1, ,    83.3, ,    82.0, ,   189.9, ,   122.3, ,
1955,    23.8, ,     9.4, ,    14.5, ,     1.5, ,    54.1, ,    70.0, ,    63.0, ,    13.5, ,    21.5, ,    32.9, , -9999.9,M, -9999.9,M, -9999.9,M,    73.1, ,    70.0, ,   146.5, , -9999.9,M,
1956, -9999.9,M, -9999.9,M, -9999.9,M,     3.0, ,    31.8, , -9999.9,M,    10.3, ,    60.1, ,    36.1, ,    18.7, ,    12.4, ,    57.2, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    67.2, ,
1957,    41.8, ,    16.4, , -9999.9,M,    11.6, ,    50.4, ,    50.5, ,   119.8, ,    43.0, ,    11.9, ,    17.9, ,    33.0, ,    26.5, , -9999.9,M,   115.3, , -9999.9,M,   213.4, ,    62.9, ,
1958,    70.3, ,    27.4, ,    23.1, ,    39.5, ,     0.9, ,    80.9, ,     5.7, ,    14.2, ,    29.6, , -9999.9,M,    15.1, ,    46.8, , -9999.9,M,   124.3, ,    63.5, ,   100.8, , -9999.9,M,
1959,    65.8, ,    26.5, ,    30.7, ,     4.8, ,    60.7, ,    80.9, ,    14.8, ,    86.8, ,   117.4, ,    59.4, ,    69.0, ,    12.1, ,   628.8, ,   139.1, ,    96.2, ,   182.4, ,   245.8, ,
1960,    47.3, ,    13.0, ,    12.5, ,    10.5, ,    28.6, ,    31.9, ,     3.6, ,    59.2, ,    30.0, ,    21.7, ,    26.2, ,    42.6, ,   327.2, ,    72.4, ,    51.7, ,    94.6, ,    77.9, ,
1961,    18.5, ,    29.2, ,    16.4, ,    17.6, ,    35.7, ,    60.3, ,    31.3, ,    18.3, ,    34.2, ,    34.3, ,    37.1, ,    46.7, ,   379.4, ,    90.2, ,    69.7, ,   109.8, ,   105.5, ,
1962,    59.2, ,     4.2, ,    10.1, ,    24.5, ,    58.4, ,    56.5, ,    58.7, ,    33.9, ,    34.8, ,    34.1, ,    31.4, ,    38.0, ,   443.8, ,   110.2, ,    93.0, ,   149.1, ,   100.3, ,
1963,    35.3, ,    32.0, ,    23.4, ,    57.3, ,    15.6, ,    79.7, ,    59.8, ,    55.9, ,    39.3, ,    18.2, ,    42.5, ,    42.1, ,   501.1, ,   105.4, ,    96.3, ,   195.4, ,   100.0, ,
1964,    37.0, ,    20.7, ,    26.5, ,    32.2, ,    34.9, ,    68.7, ,    45.3, ,    47.1, ,    81.1, ,    10.7, ,    42.1, ,    54.4, ,   500.6, ,    99.8, ,    93.5, ,   161.1, ,   134.0, ,
1965,    65.0, ,    58.5, ,     5.1, ,    17.6, ,    27.6, ,    10.9, ,    49.6, ,    78.8, ,     9.3, ,    35.7, ,    31.4, ,    33.6, ,   423.1, ,   177.8, ,    50.3, ,   139.3, ,    76.4, ,
1966,    61.0, ,    17.1, ,    10.0, ,    34.2, ,    39.0, ,    41.7, ,   100.5, ,    26.0, ,    16.8, ,    32.1, ,    41.1, ,    33.7, ,   453.4, ,   111.8, ,    83.2, ,   168.2, ,    90.1, ,
1967,    60.6, ,    16.9, ,    28.8, ,    21.1, ,    46.0, ,     6.0, ,    27.8, ,     8.8, ,    17.9, , -9999.9,M,    29.3, ,    55.1, , -9999.9,M,   111.2, ,    95.9, ,    42.6, , -9999.9,M,
1968,    31.9, ,    23.6, ,    38.3, ,    15.8, ,    35.4, ,    35.5, ,    29.3, ,    98.0, ,    45.5, ,    44.0, ,    37.7, ,    88.8, ,   523.9, ,   110.6, ,    89.4, ,   162.8, ,   127.3, ,
1969,    56.3, ,    11.6, ,     7.9, ,    56.5, ,    29.0, ,    81.3, ,    97.2, ,    38.4, ,    86.0, ,    44.7, ,    40.9, ,    59.9, ,   609.7, ,   156.7, ,    93.4, ,   216.9, ,   171.6, ,
1970,    48.4, ,     7.5, ,    18.4, ,     1.3, ,    22.2, ,    36.0, ,    13.5, ,    31.5, ,    35.8, ,    28.4, ,    57.3, ,    42.1, ,   342.3, ,   115.8, ,    41.8, ,    80.9, ,   121.5, ,
1971,   128.2, ,    33.4, ,    28.9, ,    14.3, ,    41.7, ,   101.3, ,    33.4, ,    10.8, ,    39.3, ,    22.2, ,    33.7, ,   122.4, ,   609.9, ,   203.8, ,    85.0, ,   145.6, ,    95.2, ,
1972,    60.8, ,    26.7, ,    42.0, ,    13.9, ,    38.3, ,    64.7, ,    48.5, ,    44.2, ,    40.7, ,    29.7, ,    21.6, ,    28.7, ,   459.8, ,   209.9, ,    94.1, ,   157.4, ,    92.0, ,
1973,    13.9, ,    22.8, ,    24.5, ,    14.9, ,    33.2, ,    34.9, ,    31.8, ,    14.5, ,    28.3, ,    44.1, ,    47.8, ,    43.6, ,   354.0, ,    65.4, ,    72.6, ,    81.1, ,   120.1, ,
1974,    55.1, ,    40.4, ,    42.0, ,    34.5, ,    42.9, ,     9.0, ,    57.5, ,    19.4, ,    20.2, ,    11.6, ,    48.6, ,    57.5, ,   438.7, ,   139.1, ,   119.4, ,    85.9, ,    80.4, ,
1975,    64.1, ,    57.0, ,    19.7, ,    14.3, ,    32.4, ,    68.1, ,    35.0, ,    38.9, ,    17.6, ,    70.6, ,    59.3, ,    41.5, ,   518.5, ,   178.6, ,    66.4, ,   142.1, ,   147.5, ,
1976,    56.5, ,    27.1, ,    12.0, ,    20.5, ,    33.6, ,    49.4, ,    39.9, ,   188.3, ,    18.7, ,    69.7, ,    15.3, ,    28.4, ,   559.4, ,   125.0, ,    66.0, ,   277.6, ,   103.8, ,
1977,    22.8, ,    49.0, ,    20.6, ,    15.6, ,    48.3, ,    15.1, ,    55.0, ,    34.0, ,    38.4, ,    22.7, ,    68.1, ,    50.8, ,   440.3, ,   100.2, ,    84.5, ,   104.0, ,   129.2, ,
1978,    22.3, ,    24.0, ,    28.5, ,    47.7, ,    42.9, ,    41.8, ,    32.9, ,    73.2, ,    65.5, ,    25.8, ,    31.3, ,    32.3, ,   468.1, ,    97.1, ,   119.0, ,   147.8, ,   122.7, ,
1979,    31.1, ,    27.6, ,    16.7, ,    45.9, ,    40.6, ,    26.6, ,    24.6, ,    18.7, ,    46.6, ,    32.6, ,     6.0, ,    33.1, ,   350.2, ,    91.0, ,   103.2, ,    69.8, ,    85.3, ,
1980,     6.9, ,    42.5, ,    34.5, ,    11.8, ,    50.0, ,   116.8, ,    68.4, ,    66.1, ,    48.4, ,    11.9, ,    47.9, ,    74.8, ,   579.9, ,    82.5, ,    96.3, ,   251.3, ,   108.1, ,
1981,     6.4, ,    23.3, ,    23.7, ,    23.9, ,    49.8, ,    69.3, ,    82.9, ,    26.1, ,    50.5, ,    75.5, ,    33.0, ,    41.2, ,   505.4, ,   104.5, ,    97.4, ,   178.3, ,   158.9, ,
1982,    89.5, ,    36.8, ,    25.6, ,    21.4, ,    44.6, ,    81.4, ,   145.7, ,    74.9, ,    57.4, ,    37.1, ,    27.9, ,    13.4, ,   655.8, ,   167.5, ,    91.7, ,   302.0, ,   122.4, ,
1983,    23.2, ,    26.7, ,    40.1, ,    41.4, ,    19.9, ,    64.4, ,    40.2, ,    28.0, ,    42.9, ,    29.8, ,    75.0, ,    33.6, ,   465.3, ,    63.3, ,   101.4, ,   132.6, ,   147.7, ,
1984,    52.0, ,    13.1, ,    35.3, ,    21.4, ,    47.8, ,    58.3, ,    32.9, ,    35.6, ,    53.2, ,    39.3, ,    53.6, ,    64.3, ,   506.9, ,    98.7, ,   104.6, ,   126.9, ,   146.0, ,
1985,    12.9, ,    33.3, ,    15.4, ,    31.1, ,    21.0, ,    67.8, ,    18.8, ,    46.9, ,    56.2, ,    83.0, ,    18.6, ,    28.2, ,   433.1, ,   110.5, ,    67.4, ,   133.5, ,   157.8, ,
1986,    43.3, ,    32.2, ,    20.4, ,    31.8, ,    32.2, ,    22.8, ,   102.1, ,    16.7, ,    80.5, ,    12.3, ,    55.3, ,    25.9, ,   475.6, ,   103.7, ,    84.4, ,   141.7, ,   148.2, ,
1987,    25.1, ,    15.7, ,    17.2, ,    48.8, ,    22.4, ,    22.3, ,    47.3, ,    18.7, ,     7.8, ,    11.7, ,    55.8, ,    47.4, ,   340.3, ,    66.7, ,    88.4, ,    88.3, ,    75.4, ,
1988,    16.2, ,    46.0, ,    26.0, ,    56.1, ,    28.2, ,    66.0, ,    54.1, ,    56.5, ,    51.1, ,    34.0, ,    33.6, ,    62.1, ,   529.9, ,   109.6, ,   110.3, ,   176.5, ,   118.7, ,
1989,    29.0, ,    11.3, ,    36.7, ,    27.2, ,    64.3, ,    46.5, ,    61.9, ,   118.8, ,    15.1, ,    50.5, ,    56.0, ,    46.2, ,   563.5, ,   102.4, ,   128.2, ,   227.2, ,   121.7, ,
1990,    45.5, ,    16.5, ,     7.2, ,    39.8, ,    90.8, ,    97.6, ,    56.5, ,    38.5, ,    11.8, ,    42.2, ,    57.6, ,    67.3, ,   571.4, ,   108.2, ,   137.8, ,   192.6, ,   111.7, ,
1991,    23.6, ,    34.0, ,    10.9, ,    21.7, ,    43.5, ,    70.6, ,    42.3, ,    98.8, ,     4.8, ,    19.8, ,    62.3, ,    19.4, ,   451.7, ,   124.8, ,    76.1, ,   211.7, ,    86.9, ,
1992,    55.2, ,    21.2, ,    13.8, ,    37.3, ,    49.4, ,    39.8, ,    51.2, ,    29.4, ,    27.4, ,    32.7, ,    81.5, ,    74.9, ,   513.8, ,    95.8, ,   100.4, ,   120.5, ,   141.7, ,
1993,    37.1, ,     6.1, ,    14.9, ,    35.5, ,    36.9, ,    48.5, ,    98.9, ,    53.7, ,     1.8, ,    27.1, ,    13.6, ,    56.2, ,   430.3, ,   118.1, ,    87.3, ,   201.1, ,    42.5, ,
1994,    47.5, ,    42.4, ,    12.0, , -9999.9,M,    30.3, ,    70.7, ,    30.1, ,    44.4, ,    25.2, ,    38.2, ,    45.2, ,    24.0, , -9999.9,M,   146.0, , -9999.9,M,   145.2, ,   108.6, ,
1995,    51.4, ,    25.5, ,    56.3, ,    26.5, ,    24.2, ,    54.2, ,    39.9, ,   114.1, ,    23.3, ,    60.5, ,   108.3, ,    34.0, ,   618.0, ,   100.8, ,   107.0, ,   208.2, ,   192.1, ,
1996,    45.4, ,    30.0, ,    26.3, ,    37.8, ,    91.6, ,    44.2, ,    19.4, ,    34.7, ,    71.0, ,    49.0, ,    79.6, ,    64.1, ,   593.2, ,   109.4, ,   155.7, ,    98.3, ,   199.7, ,
1997,    37.7, ,    20.4, ,    27.0, ,    35.1, ,    40.2, ,    77.4, ,    95.8, ,    23.3, ,    73.3, ,    44.7, ,    34.0, ,    35.9, ,   544.8, ,   122.2, ,   102.4, ,   196.4, ,   151.9, ,
1998,    38.8, ,    21.1, ,    58.7, ,    37.8, ,    36.4, ,    39.3, ,    46.0, ,    15.4, ,    11.0, ,    55.7, ,    71.1, ,    67.4, ,   498.6, ,    95.8, ,   132.9, ,   100.7, ,   137.8, ,
1999,    78.5, ,    26.5, ,    25.8, ,    19.0, ,   108.7, ,   100.6, ,    75.9, ,    35.0, ,    35.4, ,    42.3, ,    44.4, ,    47.7, ,   640.0, ,   172.4, ,   153.5, ,   211.6, ,   122.2, ,
2000,    47.1, ,    12.7, ,    29.4, ,    34.2, ,    45.4, ,    46.8, ,    72.6, ,    37.3, ,    30.9, ,    51.2, ,    12.1, ,    55.8, ,   475.6, ,   107.6, ,   109.1, ,   156.7, ,    94.3, ,
2001,    13.1, ,    17.8, ,    64.3, ,    13.8, ,    39.8, ,    62.1, ,    83.8, ,    16.5, ,    20.9, ,    57.9, ,    29.8, ,    59.0, ,   479.0, ,    86.7, ,   118.0, ,   162.4, ,   108.7, ,
2002,    50.4, ,    28.8, ,    20.1, ,    25.0, ,    74.4, ,    40.5, ,    26.5, ,    27.8, ,    28.2, ,    12.3, ,    36.6, ,    42.0, ,   412.5, ,   138.2, ,   119.4, ,    94.9, ,    77.1, ,
2003,    44.3, ,     5.7, ,    32.5, ,    51.9, ,    48.4, ,    39.5, ,     5.0, ,     3.9, ,    14.4, ,    62.3, ,    44.1, ,    24.2, ,   376.2, ,    91.9, ,   132.7, ,    48.4, ,   120.8, ,
2004,    51.6, ,    17.3, ,    22.3, ,    30.9, ,    67.2, ,    35.7, ,    30.8, ,    95.8, ,    65.5, ,    43.2, ,    59.5, ,    48.9, ,   568.7, ,    93.1, ,   120.3, ,   162.3, ,   168.3, ,
2005,    59.6, ,     9.8, ,    13.4, ,    13.8, ,    65.7, ,    88.2, ,    41.9, ,    50.9, ,    61.4, ,    78.0, ,    52.3, ,    23.6, ,   558.5, ,   118.3, ,    92.9, ,   181.0, ,   191.6, ,
2006,    50.6, ,    13.0, ,    15.4, ,    15.1, ,    45.6, ,    43.6, ,    32.7, ,    13.3, ,    53.1, ,    20.3, ,   106.3, ,    36.1, ,   444.9, ,    87.1, ,    76.0, ,    89.5, ,   179.7, ,
2007,    42.9, ,    30.7, ,    22.5, ,    25.3, ,    14.6, ,    58.3, ,    25.6, ,    46.3, ,    36.0, ,    50.3, ,    26.2, ,    72.5, ,   451.1, ,   109.6, ,    62.3, ,   130.3, ,   112.5, ,
2008,    37.4, ,    23.8, ,    10.1, ,    25.2, ,    13.8, ,    53.4, ,    17.2, ,    35.4, ,    16.3, ,    48.4, ,    37.3, ,    85.3, ,   403.7, ,   133.7, ,    49.2, ,   106.1, ,   101.9, ,
2009,    26.3, ,    37.2, ,    13.5, ,     9.0, ,    46.3, ,    40.5, ,    52.2, ,     5.1, ,    50.9, ,    77.1, ,    35.9, ,    23.1, ,   417.0, ,   148.8, ,    68.7, ,    97.7, ,   163.9, ,
2010,    11.1, ,    28.5, ,    24.8, ,    16.2, ,    49.4, ,    54.3, ,    23.6, ,    39.7, ,    65.9, ,    23.6, ,    41.9, ,    22.9, ,   401.7, ,    62.7, ,    90.4, ,   117.5, ,   131.3, ,
