1971,   160.2, ,    56.5, ,   260.9, ,    87.2, ,    92.0, ,   129.1, ,    38.8, ,   119.6, ,    76.4, ,    55.2, ,   124.8, ,   140.5, ,  1341.3, ,   400.4, ,   440.2, ,   287.5, ,   256.4, ,
1972,    58.0, ,    63.5, ,    94.2, ,   136.2, ,    57.3, ,    89.7, ,    55.8, ,   102.1, ,   162.4, ,    43.0, ,    76.7, ,    50.1, ,   989.0, ,   262.1, ,   287.7, ,   247.5, ,   282.1, ,
1973,   103.4, ,   174.3, ,   106.5, ,    29.5, ,    54.0, ,    68.1, ,   128.6, ,    52.6, ,    46.4, ,    27.9, ,   133.0, ,    82.6, ,  1006.9, ,   327.9, ,   190.0, ,   249.3, ,   207.3, ,
1974,    76.1, ,   186.7, ,   202.5, ,   190.4, ,   130.1, ,    79.1, ,    72.8, ,    91.9, ,    45.6, ,    96.7, ,   131.3, ,   114.8, ,  1418.2, ,   345.5, ,   523.0, ,   243.8, ,   273.7, ,
1975,    46.8, ,    29.0, ,   250.1, ,   134.5, ,    55.0, ,    66.1, ,    47.9, ,    57.7, ,    84.3, ,   126.5, ,   127.0, ,   189.2, ,  1214.2, ,   190.6, ,   439.6, ,   171.8, ,   337.8, ,
1976,   107.7, ,    26.4, ,    95.8, ,   195.5, ,    28.3, ,    36.3, ,    52.6, ,   122.4, ,   154.9, ,    92.1, ,    98.2, ,   180.0, ,  1190.3, ,   323.3, ,   319.5, ,   211.3, ,   345.3, ,
1977,   198.3, ,   126.7, ,    84.7, ,   134.3, ,   154.5, ,    62.1, ,   100.4, ,   118.8, ,   228.9, ,    92.7, ,    68.4, ,   126.2, ,  1495.9, ,   504.9, ,   373.5, ,   281.3, ,   390.0, ,
1978,   178.4, ,   174.4, ,   115.3, ,   241.1, ,    99.3, ,   125.3, ,    57.1, ,   111.4, ,    87.7, ,   107.1, ,    54.4, ,   174.4, ,  1525.9, ,   479.0, ,   455.7, ,   293.8, ,   249.2, ,
1979,    83.4, ,   182.5, ,    75.6, ,    77.1, ,    82.2, ,   107.7, ,   148.6, ,   133.5, ,   126.7, ,   116.5, ,   104.1, ,    89.4, ,  1327.6, ,   440.3, ,   235.0, ,   389.8, ,   347.4, ,
1980,   119.1, ,   130.2, ,    50.1, ,    65.7, ,    81.2, ,   192.0, ,    71.9, ,    46.5, ,   107.6, ,   142.6, ,   166.3, ,   153.1, ,  1326.3, ,   338.7, ,   197.0, ,   310.4, ,   416.5, ,
1981,   147.5, ,    19.0, ,    84.8, ,   178.2, ,    86.0, ,   101.4, ,   154.9, ,    85.8, ,   114.3, ,   116.1, ,   131.3, ,   148.7, ,  1368.0, ,   319.6, ,   349.1, ,   342.1, ,   361.7, ,
1982,   104.1, ,    93.0, ,   133.0, ,   148.4, ,   112.5, ,    64.3, ,    87.4, ,    99.1, ,    62.3, ,    52.4, ,    87.2, ,   150.4, ,  1194.1, ,   345.7, ,   393.9, ,   250.9, ,   202.0, ,
1983,    77.0, ,    48.6, ,   341.4, ,    45.5, ,    66.1, ,    73.0, ,    88.4, ,   100.3, ,    89.1, ,    95.6, ,   168.8, ,   123.8, ,  1317.7, ,   276.0, ,   453.0, ,   261.7, ,   353.5, ,
1984,   114.7, ,   329.7, ,   204.2, ,    85.7, ,    91.0, ,   137.4, ,    92.1, ,    36.2, ,    70.8, ,    48.5, ,   154.8, ,   128.0, ,  1493.3, ,   568.3, ,   381.0, ,   265.7, ,   274.2, ,
1985,   312.5, ,   108.7, ,   124.9, ,    94.5, ,   106.7, ,   109.4, ,   151.1, ,    67.6, ,   140.1, ,   102.2, ,    53.2, ,    93.9, ,  1464.8, ,   549.1, ,   326.1, ,   328.2, ,   295.5, ,
1986,   149.4, ,   112.1, ,    66.2, ,    46.5, ,    55.6, ,   115.9, ,   125.1, ,    62.9, ,    57.4, ,    82.1, ,   101.6, ,    65.5, ,  1040.3, ,   355.4, ,   168.3, ,   303.9, ,   241.1, ,
1987,    70.0, ,   191.0, ,   101.6, ,    14.4, ,    35.1, ,   121.4, ,    86.7, ,    77.8, ,    82.9, ,   136.9, ,    77.6, ,   156.6, ,  1152.2, ,   326.5, ,   151.2, ,   286.0, ,   297.4, ,
1988,    69.8, ,    92.8, ,   149.2, ,    50.3, ,    70.3, ,   193.3, ,   100.8, ,    63.5, ,    75.7, ,    46.6, ,   168.9, ,    68.1, ,  1149.4, ,   319.2, ,   269.8, ,   357.6, ,   291.3, ,
1989,    75.4, ,    29.3, ,    49.1, ,   129.7, ,    57.0, ,   107.3, ,   124.0, ,   109.8, ,   121.8, ,    76.5, ,   140.0, ,   233.2, ,  1252.9, ,   172.7, ,   235.8, ,   341.1, ,   338.2, ,
1990,   106.5, ,    49.6, ,    33.1, ,    49.4, ,    71.2, ,    67.5, ,    47.0, ,   123.1, ,    93.2, ,   102.6, ,   217.0, ,   123.2, ,  1083.4, ,   389.3, ,   153.7, ,   237.6, ,   412.9, ,
1991,    90.8, ,    98.6, ,    72.7, ,    97.4, ,    61.0, ,   176.3, ,   107.9, ,   131.3, ,    98.1, ,    72.5, ,    74.7, ,    77.2, ,  1158.6, ,   312.6, ,   231.2, ,   415.5, ,   245.3, ,
1992,    73.4, ,    95.4, ,   170.3, ,   118.6, ,    59.6, ,    77.4, ,   132.2, ,   191.4, ,    63.8, ,   107.0, ,    26.6, ,    87.2, ,  1203.0, ,   245.9, ,   348.5, ,   401.1, ,   197.4, ,
1993,    16.6, ,    98.2, ,   107.1, ,    94.0, ,   114.0, ,    71.7, ,   142.3, ,   120.2, ,    92.8, ,   130.8, ,    48.9, ,    51.7, ,  1088.5, ,   202.1, ,   315.0, ,   334.2, ,   272.6, ,
1994,   158.6, ,    65.2, ,    69.7, ,   111.2, ,    90.1, ,    81.3, ,    73.8, ,   182.1, ,    78.7, ,   195.2, ,   191.9, ,   158.4, ,  1456.3, ,   275.5, ,   271.1, ,   337.3, ,   465.8, ,
1995,    73.6, ,   110.6, ,   175.2, ,   121.2, ,    43.6, ,   146.6, ,   124.2, ,    88.8, ,   104.3, ,    88.9, ,    79.0, ,   174.6, ,  1330.6, ,   342.6, ,   340.0, ,   359.6, ,   272.2, ,
1996,   149.3, ,   107.7, ,   128.3, ,    53.1, ,    61.8, ,    99.0, ,   118.4, ,    81.4, ,   104.0, ,   112.1, ,    90.7, ,   128.5, ,  1234.2, ,   431.6, ,   243.2, ,   298.8, ,   306.7, ,
1997,   147.7, ,    30.4, ,   144.9, ,   202.3, ,    88.0, ,    53.4, ,   133.0, ,    94.7, ,    85.2, ,   101.0, ,   124.8, ,   153.9, ,  1359.2, ,   306.6, ,   435.2, ,   281.1, ,   311.0, ,
1998,   130.2, ,   133.6, ,    88.5, ,   112.7, ,   115.7, ,   107.0, ,   105.1, ,   119.7, ,   149.3, ,   122.2, ,   144.3, ,   132.1, ,  1460.4, ,   417.6, ,   316.9, ,   331.8, ,   415.8, ,
1999,   153.7, ,   116.5, ,   127.7, ,   142.6, ,    44.3, ,    96.5, ,   185.2, ,   121.9, ,    98.6, ,   100.8, ,    93.4, ,    49.7, ,  1330.9, ,   402.3, ,   314.6, ,   403.6, ,   292.8, ,
2000,   142.4, ,    84.1, ,    86.8, ,    83.1, ,   134.7, ,   101.6, ,   131.0, ,    55.7, ,    55.8, ,    92.6, ,    73.6, ,   124.1, ,  1165.4, ,   276.1, ,   304.6, ,   288.3, ,   222.0, ,
2001,    44.9, ,   199.2, ,   125.0, ,   117.3, ,    21.0, ,   123.2, ,    84.6, ,   112.5, ,    96.3, ,    87.6, ,   122.8, ,   171.8, ,  1306.3, ,   368.3, ,   263.3, ,   320.3, ,   306.7, ,
2002,    39.6, ,   103.5, ,    69.8, ,   128.5, ,    90.8, ,    56.2, ,    50.6, ,   104.0, ,   128.0, ,   197.9, ,    77.7, ,   127.9, ,  1174.5, ,   314.8, ,   289.1, ,   210.8, ,   403.6, ,
2003,   102.2, ,   176.4, ,    86.0, ,    74.6, ,    19.0, ,   108.4, ,   165.6, ,   130.2, ,    35.5, ,   148.2, ,    83.2, ,    63.9, ,  1193.1, ,   406.6, ,   179.6, ,   404.1, ,   266.9, ,
2004,   181.7, ,   240.5, ,    65.8, ,   141.9, ,    81.9, ,   148.4, ,    83.6, ,    70.7, ,    44.4, ,   133.0, ,    58.8, ,   104.2, ,  1354.8, ,   486.0, ,   289.5, ,   302.7, ,   236.2, ,
2005,   104.8, ,    95.4, ,   145.5, ,    64.9, ,    55.9, ,    80.1, ,   159.2, ,    99.5, ,    87.2, ,   114.7, ,    72.7, ,   158.3, ,  1238.1, ,   304.4, ,   266.3, ,   338.7, ,   274.6, ,
2006,   173.8, ,   107.1, ,   148.2, ,    51.9, ,    82.1, ,   103.4, ,   120.8, ,    83.1, ,    73.0, ,   145.3, ,    77.5, ,    47.9, ,  1214.1, ,   439.2, ,   282.2, ,   307.3, ,   295.8, ,
2007,   135.0, ,   175.3, ,   202.6, ,    46.4, ,    95.2, ,    57.8, ,    66.7, ,   107.4, ,   114.7, ,   143.8, ,   142.7, ,    85.0, ,  1372.6, ,   358.2, ,   344.1, ,   231.9, ,   401.2, ,
2008,    51.5, ,    81.6, ,   137.6, ,    82.8, ,    75.2, ,   112.7, ,    63.4, ,   109.7, ,   233.5, ,    54.5, ,    96.0, ,   130.6, ,  1229.2, ,   218.2, ,   295.7, ,   285.8, ,   384.0, ,
2009,   166.5, ,   128.9, ,   115.3, ,   129.8, ,    56.0, ,    46.6, ,    61.1, ,   106.9, ,   146.9, ,   113.6, ,    98.5, ,   164.3, ,  1334.4, ,   426.0, ,   301.1, ,   214.6, ,   359.1, ,
2010,   176.4, ,   291.6, ,    42.0, ,    79.7, ,   250.2, ,   168.6, ,   106.9, ,    71.4, ,    59.7, ,   216.6, ,    78.7, ,   144.5, ,  1686.4, ,   632.2, ,   371.9, ,   346.9, ,   355.0, ,
2011,   221.6, ,    85.0, ,   184.9, ,    81.2, ,    51.2, ,    86.5, ,   174.0, ,    90.6, ,    93.1, ,    86.3, ,    61.3, ,    60.2, ,  1276.0, ,   451.1, ,   317.3, ,   351.2, ,   240.8, ,
