1967,     5.6, ,     4.6, ,    23.3, ,    15.7, ,    13.6, ,    48.0, ,    57.0, ,    35.8, ,    54.5, ,    55.0, ,    49.4, ,    48.1, ,   410.7, ,    18.6, ,    52.7, ,   140.8, ,   158.9, ,
1968,    24.1, ,    29.3, ,    34.3, ,    24.1, ,    11.7, ,    11.6, ,    45.1, ,    30.8, ,    98.2, ,    52.0, ,    10.6, ,     7.3, ,   379.1, ,   101.5, ,    70.1, ,    87.5, ,   160.8, ,
1969,    13.5, ,    13.9, ,     8.9, ,    28.1, ,     8.0, ,     8.2, ,    59.1, ,    11.1, ,    18.1, ,    19.0, ,    90.8, ,    24.3, ,   302.9, ,    34.8, ,    45.0, ,    78.4, ,   127.9, ,
1970,    17.6, ,    11.2, ,    22.9, ,     5.6, ,     9.8, ,    42.0, ,    96.3, ,    44.3, ,    76.0, ,    49.4, ,    22.2, ,     8.2, ,   405.4, ,    53.0, ,    38.3, ,   182.6, ,   147.6, ,
1971,    16.2, ,    18.0, ,     6.4, ,    20.8, ,    14.1, ,    26.3, ,    49.0, ,    50.8, ,    41.4, ,    56.1, ,    28.0, ,     5.6, ,   332.8, ,    42.4, ,    41.4, ,   126.1, ,   125.5, ,
1972,     8.3, ,     7.1, ,    14.4, ,    30.4, ,    32.8, ,    13.9, ,    17.7, ,    43.4, ,    43.1, ,    21.4, ,    36.4, ,     3.8, ,   272.5, ,    20.9, ,    77.5, ,    75.0, ,   100.9, ,
1973,    17.3, ,     8.8, ,    28.2, ,    19.9, ,    18.1, ,    15.5, ,     2.9, ,    65.0, ,    85.9, ,    42.0, ,    10.8, ,    13.0, ,   327.4, ,    29.9, ,    66.3, ,    83.4, ,   138.7, ,
1974,    29.3, ,     8.5, ,     7.4, ,    14.4, ,     7.8, ,    27.4, ,    55.7, ,    23.5, ,    38.8, ,    82.6, ,    46.7, ,    31.3, ,   373.3, ,    50.7, ,    29.5, ,   106.6, ,   168.1, ,
1975,    15.7, ,     6.2, ,     6.3, ,     5.0, ,    28.7, ,    28.9, ,    74.8, ,    74.5, ,    47.0, ,   113.7, ,    15.8, ,    14.5, ,   431.1, ,    53.1, ,    40.0, ,   178.2, ,   176.5, ,
1976,    14.3, ,     8.6, ,     9.3, ,    26.3, ,    41.0, ,    31.5, ,    25.6, ,    18.7, ,    62.1, ,    31.0, ,    25.7, ,    24.9, ,   319.0, ,    37.4, ,    76.6, ,    75.8, ,   118.8, ,
1977,    33.9, ,     5.9, ,    22.4, ,    55.3, ,    33.0, ,    26.4, ,    29.1, ,    46.4, ,    41.8, ,    75.7, ,    82.3, ,    22.4, ,   474.6, ,    64.7, ,   110.6, ,   102.0, ,   199.8, ,
1978,    18.7, ,    19.3, ,    12.5, ,    30.3, ,    12.4, ,    52.4, ,    77.3, ,    23.4, ,    10.9, ,    62.3, ,    26.1, ,    11.3, ,   357.0, ,    60.4, ,    55.2, ,   153.0, ,    99.4, ,
1979,    11.4, ,     6.5, ,    11.0, ,    15.4, ,    46.3, ,    63.8, ,    32.4, ,    48.4, ,    23.4, , -9999.9,M, -9999.9,M,    12.7, , -9999.9,M,    29.2, ,    72.7, ,   144.7, , -9999.9,M,
1980,     6.2, ,     6.9, ,    21.7, ,    34.1, ,    19.2, ,    12.9, ,    59.4, ,    81.2, ,    29.8, ,    18.1, ,    32.3, ,    16.6, ,   338.5, ,    25.8, ,    75.0, ,   153.5, ,    80.2, ,
1981,     7.1, ,    25.1, ,    20.9, ,    14.6, ,    15.3, ,    40.4, ,    46.1, ,    13.6, ,    28.7, ,    61.0, ,    36.6, ,    12.6, ,   322.0, ,    48.9, ,    50.8, ,   100.1, ,   126.2, ,
1982,     3.7, ,    13.0, ,    15.2, ,    10.8, ,    23.3, ,    26.2, ,    46.8, ,    47.5, ,    84.4, ,    76.1, ,    22.6, ,    25.6, ,   395.4, ,    29.4, ,    49.4, ,   120.6, ,   183.1, ,
1983,    22.6, ,    11.4, ,    16.6, ,    16.5, ,    20.8, ,    14.4, ,    10.5, ,    79.8, ,    65.7, ,    73.3, ,    10.0, ,    14.3, ,   356.0, ,    59.7, ,    53.9, ,   104.7, ,   149.1, ,
1984,    14.5, ,    30.1, ,    16.6, ,    41.9, ,     6.5, ,    19.5, ,    42.4, ,    69.9, ,    38.8, ,    33.3, ,    20.2, ,     6.4, ,   340.0, ,    59.0, ,    65.0, ,   131.7, ,    92.2, ,
1985,    12.3, ,    17.4, ,    31.0, ,    25.6, ,    18.5, ,     9.7, ,    96.1, ,    95.1, ,    79.4, ,    40.1, ,    21.7, ,    15.6, ,   462.6, ,    36.1, ,    75.1, ,   200.9, ,   141.3, ,
1986,    18.2, ,    14.3, ,    10.4, ,    26.6, ,    37.2, ,    55.6, ,     9.0, ,    95.2, ,    46.5, ,    56.1, ,    38.2, ,    32.7, ,   440.0, ,    48.2, ,    74.1, ,   159.8, ,   140.8, ,
1987,    26.9, ,    21.4, ,    47.1, ,    50.4, ,    13.0, ,    36.2, ,    49.1, ,    70.5, ,    33.9, ,    35.9, ,    69.4, ,    51.4, ,   505.1, ,    81.0, ,   110.5, ,   155.8, ,   139.1, ,
1988,     6.7, ,     8.3, ,    31.8, ,    39.9, ,    54.7, ,    49.7, ,    41.7, ,    47.0, ,    55.5, ,    76.8, ,    44.8, ,    37.1, ,   493.9, ,    66.5, ,   126.4, ,   138.4, ,   177.1, ,
1989,    19.0, ,    10.8, ,     6.9, ,    31.5, ,    38.3, ,    24.9, ,    62.1, ,    25.8, ,    42.5, ,    31.4, ,    34.5, ,     8.2, ,   335.9, ,    66.9, ,    76.7, ,   112.8, ,   108.4, ,
1990,    19.6, ,    20.6, ,    58.9, ,    17.1, ,    19.6, ,    16.4, ,    81.6, ,    44.7, ,    36.9, ,    28.8, ,    35.9, ,    22.0, ,   402.0, ,    48.4, ,    95.6, ,   142.7, ,   101.6, ,
1991,     6.8, ,     7.8, ,    26.6, ,    38.1, ,    17.6, ,    26.9, ,    30.5, ,    40.4, ,    52.8, ,    31.4, ,    26.4, ,    21.2, ,   326.3, ,    36.5, ,    82.3, ,    97.7, ,   110.6, ,
1992,    16.1, ,    13.9, ,    21.4, ,    20.3, ,    45.4, ,    12.4, ,    12.6, ,    57.6, ,    96.4, ,    47.4, ,    36.5, ,    20.4, ,   400.4, ,    51.1, ,    87.1, ,    82.6, ,   180.4, ,
1993,    26.1, ,    16.9, ,    24.3, ,    11.7, ,    28.8, ,    21.5, ,    72.8, ,    43.0, ,    20.8, ,    26.1, ,    25.4, ,    28.5, ,   346.2, ,    63.4, ,    64.8, ,   137.4, ,    72.4, ,
1994,     4.5, ,     5.5, ,    19.3, ,    13.2, ,     6.5, ,    13.9, ,    83.0, ,    44.5, ,    65.0, ,    27.4, ,    23.6, ,    24.7, ,   331.1, ,    38.5, ,    39.1, ,   141.4, ,   116.0, ,
1995,    12.2, ,     4.6, ,    22.4, ,    10.0, ,     5.2, ,     9.8, ,    20.7, ,    61.3, ,    30.3, ,    46.2, ,    12.9, ,    22.1, ,   257.7, ,    41.4, ,    37.6, ,    91.8, ,    89.5, ,
1996,    11.4, ,    14.6, ,     9.0, ,    27.4, ,     7.3, ,    25.4, ,    48.0, ,    84.4, ,    91.4, ,    43.7, ,    21.2, ,    10.0, ,   393.8, ,    48.0, ,    43.7, ,   157.8, ,   156.3, ,
1997,     5.2, ,    18.1, ,    10.4, ,     9.0, ,    23.4, ,    44.6, ,    21.3, ,    22.8, ,    22.2, ,   113.0, ,    17.9, ,    42.4, ,   350.2, ,    33.3, ,    42.8, ,    88.7, ,   153.1, ,
1998,     5.9, ,    35.6, ,     8.5, ,    12.4, ,    26.7, ,    48.7, ,    56.5, ,    49.2, ,    84.0, ,    14.8, ,    31.9, ,    23.5, ,   397.9, ,    83.9, ,    47.7, ,   154.5, ,   130.6, ,
1999,    14.9, ,    24.6, ,    21.5, ,    17.5, ,    37.6, ,    66.8, ,    80.2, ,    53.4, ,    53.3, ,    59.0, ,    62.6, ,    30.7, ,   522.4, ,    63.1, ,    76.7, ,   200.5, ,   174.9, ,
2000,    11.5, ,    19.6, ,    30.7, ,    20.3, ,    23.0, ,     3.6, ,    30.3, ,    40.0, ,    63.9, ,    32.4, ,    26.8, ,    14.1, ,   316.1, ,    61.8, ,    74.0, ,    73.9, ,   123.0, ,
2001,    22.7, ,     8.7, ,    29.9, ,     6.5, ,    36.8, ,    25.5, ,    25.9, ,    82.1, ,    20.1, ,    58.4, ,    33.6, ,    27.1, ,   377.4, ,    45.5, ,    73.2, ,   133.5, ,   112.2, ,
2002,    17.4, ,    16.9, ,    11.6, ,    21.4, ,    14.8, ,    28.0, ,    71.5, ,    95.2, ,    47.2, ,    22.7, ,    17.2, ,    15.8, ,   379.6, ,    61.5, ,    47.7, ,   194.7, ,    87.1, ,
2003,    16.4, ,    20.1, ,    22.2, ,    11.1, ,    32.3, ,    20.6, ,    44.4, ,    22.3, ,    49.4, ,    13.1, ,    52.9, ,    28.3, ,   333.2, ,    52.3, ,    65.6, ,    87.3, ,   115.5, ,
2004,     7.1, ,    11.2, ,    19.0, ,     3.1, ,    18.3, ,    25.7, ,    12.9, ,    25.5, ,    73.8, ,    27.3, ,    23.5, ,     7.6, ,   255.0, ,    46.5, ,    40.4, ,    64.1, ,   124.7, ,
2005,    16.3, ,    12.1, ,    32.3, ,    48.7, ,    32.7, ,    15.0, ,    66.0, ,    55.9, ,   104.8, ,    38.9, ,    28.5, ,    19.3, ,   470.4, ,    36.0, ,   113.6, ,   136.9, ,   172.2, ,
2006,    16.1, ,    12.8, ,     5.0, ,    94.5, ,    20.2, ,    16.8, ,    47.4, ,    13.2, ,    19.6, ,    49.5, ,    32.9, ,    39.7, ,   367.8, ,    48.2, ,   119.7, ,    77.4, ,   102.1, ,
2007,    11.1, ,     9.4, ,    14.2, ,    31.2, ,    29.9, ,    27.8, ,    22.3, ,    67.5, ,    44.3, ,    40.0, ,     9.2, ,    12.8, ,   319.6, ,    60.2, ,    75.3, ,   117.6, ,    93.5, ,
2008,    15.4, ,     6.8, ,    17.7, ,    26.9, ,    20.5, ,    61.8, ,    31.2, ,   104.1, ,    45.7, ,    33.5, ,    22.5, ,     7.9, ,   394.0, ,    34.9, ,    65.1, ,   197.2, ,   101.6, ,
2009,    12.7, ,     6.6, ,    13.1, ,    19.8, ,     9.1, ,     6.0, ,    16.4, ,    93.1, ,    82.1, ,    30.9, ,    45.4, ,    12.8, ,   348.0, ,    27.1, ,    42.1, ,   115.5, ,   158.4, ,
2010,    24.6, ,    10.9, ,    24.1, ,    18.1, ,    20.1, ,     9.6, ,    58.4, , -9999.9,M, -9999.9,M,    49.6, ,    38.5, ,    27.7, , -9999.9,M,    48.3, ,    62.4, , -9999.9,M, -9999.9,M,
2011,     8.8, ,     9.8, ,     7.8, ,    18.8, ,     1.6, ,    31.1, ,    14.1, ,    29.1, ,    53.6, ,    35.2, ,    43.3, ,    18.7, ,   272.1, ,    46.3, ,    28.3, ,    74.4, ,   132.2, ,
