2202400,HAY RIVER                ,NT  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
2202400,HAY RIVER                ,NT  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1909, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    16.3, ,    15.2, ,    47.2, ,   115.6, ,    18.4, ,    29.3, ,    11.2, ,    11.2, , -9999.9,M, -9999.9,M, -9999.9,M,   178.0, ,    59.0, ,
1910,     2.2, ,     3.4, ,    11.3, ,    10.4, ,     0.8, ,   114.8, ,    69.3, ,    56.5, ,    71.3, ,    47.4, ,     4.5, ,     6.8, ,   398.8, ,    16.9, ,    22.6, ,   240.6, ,   123.2, ,
1911,     9.1, ,    12.5, ,    23.9, ,    11.3, ,    34.9, ,    14.5, ,    22.8, ,    39.9, ,    16.9, ,    16.6, ,    16.3, ,     3.9, ,   222.7, ,    28.4, ,    70.1, ,    77.2, ,    49.8, ,
1912,     5.9, ,    32.2, ,    17.2, ,    22.7, ,    15.8, ,    81.0, ,    21.7, ,    61.1, ,     6.5, ,    21.8, ,    17.6, ,    24.2, ,   327.9, ,    42.0, ,    55.8, ,   163.9, ,    45.9, ,
1913,    13.1, ,     4.4, ,    14.7, ,    21.7, ,    15.3, ,    21.0, ,    34.7, ,    51.0, ,    87.6, ,    29.3, ,    43.7, ,    18.3, ,   354.7, ,    41.7, ,    51.7, ,   106.6, ,   160.6, ,
1914,     7.8, ,     7.8, ,     1.8, ,    17.2, ,    44.8, ,    18.9, ,    99.5, ,    60.3, ,    74.5, ,    31.9, ,     9.1, ,     5.8, ,   379.4, ,    34.0, ,    63.8, ,   178.7, ,   115.6, ,
1915,    16.3, ,    11.5, ,     5.2, ,    23.4, ,    25.1, ,    34.9, ,     7.9, ,    11.5, ,    35.0, ,    38.6, ,    16.3, ,    14.2, ,   239.9, ,    33.5, ,    53.7, ,    54.3, ,    89.9, ,
1916,     6.3, ,    16.3, ,    10.9, ,     2.5, ,     9.2, ,     9.2, ,    31.0, ,    33.5, ,    29.3, ,    19.2, ,    12.4, ,     9.9, ,   189.5, ,    36.8, ,    22.6, ,    73.6, ,    60.9, ,
1917,    12.4, ,    12.0, ,    19.1, ,     3.0, ,    18.9, ,    15.8, ,    73.7, ,    30.9, ,    38.4, ,    45.4, ,    18.5, ,     0.5, ,   288.3, ,    34.3, ,    40.9, ,   120.3, ,   102.2, ,
1918,    23.6, ,    11.0, ,    17.6, ,    21.7, ,     4.7, ,    35.6, ,    31.5, ,    70.7, ,     8.8, ,    37.1, ,    13.0, ,    12.5, ,   287.8, ,    35.1, ,    44.0, ,   137.8, ,    59.0, ,
