1893,    41.4, ,     7.7, ,     0.9, ,    17.6, ,    84.8, ,    89.3, ,   116.6, ,    15.6, ,    28.1, ,     3.5, ,    10.4, ,    91.3, ,   507.2, ,    73.6, ,   103.4, ,   221.5, ,    42.0, ,
1894,    17.3, ,     0.6, ,    20.2, ,     4.1, ,    79.0, ,    98.2, ,    38.5, ,    56.0, ,    50.7, ,    52.8, ,    30.5, ,     4.0, ,   452.2, ,   109.2, ,   103.4, ,   192.8, ,   134.0, ,
1895,    24.4, ,    26.6, ,     8.9, ,    41.6, ,    23.6, ,    67.1, ,    53.7, ,    54.9, ,    55.2, ,     2.1, ,    28.5, ,    33.5, ,   420.1, ,    54.9, ,    74.2, ,   175.6, ,    85.8, ,
1896,    12.9, ,    19.4, ,    35.5, ,    33.4, ,    55.1, ,    72.9, ,    56.4, ,    56.6, ,     7.2, ,     5.6, ,    73.9, ,     6.2, ,   435.2, ,    65.9, ,   124.0, ,   185.9, ,    86.7, ,
1897,     3.6, ,     9.5, ,     9.3, ,    13.2, ,    11.0, ,   113.2, ,   115.6, ,    34.9, ,    28.8, ,     8.3, ,    32.0, ,    29.0, ,   408.3, ,    19.3, ,    33.5, ,   263.6, ,    69.1, ,
1898,     5.1, ,    32.6, ,    25.0, ,     3.2, ,     7.1, ,    77.5, ,    55.8, ,    25.6, ,    22.0, ,    35.8, ,    15.7, ,     9.3, ,   314.8, ,    66.7, ,    35.4, ,   158.9, ,    73.5, ,
1899,    31.7, ,     7.2, ,    10.0, ,    49.0, ,    62.4, ,    80.3, ,    66.0, ,   175.0, ,    38.9, ,    39.5, ,     1.8, ,    23.5, ,   585.4, ,    48.1, ,   121.5, ,   321.3, ,    80.2, ,
1900,    28.8, ,    62.9, ,    93.4, ,    71.3, ,    74.4, ,   103.4, ,   107.6, ,   115.0, ,    85.8, ,    33.7, ,     5.1, ,    35.5, ,   816.9, ,   115.2, ,   239.0, ,   326.0, ,   124.6, ,
1901,    12.9, ,    42.6, ,    19.6, ,    32.3, ,    57.3, ,    84.2, ,   298.1, ,    19.9, ,   119.5, ,    13.1, ,    31.5, ,    30.4, ,   761.4, ,    91.0, ,   109.2, ,   402.2, ,   164.1, ,
1902,    11.9, ,    23.7, ,     6.8, ,    19.9, ,   207.1, ,    55.8, ,   101.7, ,    48.6, ,    37.9, ,     8.9, ,    23.8, ,    30.1, ,   576.2, ,    65.9, ,   233.9, ,   206.1, ,    70.6, ,
1903,    27.8, ,     8.1, ,    28.2, ,    34.6, ,    35.0, ,   132.6, ,    95.0, ,   117.8, ,    33.2, ,    35.0, ,    25.0, ,    17.8, ,   590.1, ,    66.0, ,    97.8, ,   345.3, ,    93.2, ,
1904,    55.5, ,    56.7, ,    52.0, ,     9.0, ,    22.3, ,   119.6, ,    76.0, ,    44.5, ,    58.4, ,    30.8, ,     5.2, ,    31.4, ,   561.4, ,   130.0, ,    83.3, ,   240.1, ,    94.4, ,
1905,    14.7, ,     2.3, ,    13.9, ,     1.0, ,    44.2, ,   118.9, ,   104.8, ,    42.2, ,    46.1, ,    19.7, ,    24.4, ,     2.6, ,   434.9, ,    48.4, ,    59.1, ,   265.9, ,    90.3, ,
1906,     6.0, ,     6.8, , -9999.9,M,    13.1, ,    41.8, ,   110.8, ,    98.2, ,    23.4, ,    17.3, ,    50.8, ,   102.5, ,    57.4, , -9999.9,M,    15.5, , -9999.9,M,   232.3, ,   170.6, ,
1907,    32.5, ,     7.6, ,    15.0, ,    14.1, ,    53.9, ,    85.3, ,    77.1, ,   127.3, ,    37.6, ,     6.3, ,     3.4, ,    41.4, ,   501.5, ,    97.5, ,    83.0, ,   289.7, ,    47.3, ,
1908,     9.1, ,    16.8, ,    33.3, ,    16.6, ,    71.0, ,   148.0, ,    64.5, ,    49.1, ,    16.4, ,    42.1, ,    27.9, ,    10.1, ,   504.9, ,    67.3, ,   120.9, ,   261.6, ,    86.5, ,
1909,    14.4, ,    14.4, ,     9.3, ,    28.0, ,    80.8, ,    52.3, ,    90.2, ,    26.5, ,     3.5, ,    10.6, ,    35.4, ,    18.0, ,   383.4, ,    39.0, ,   118.1, ,   169.0, ,    49.5, ,
1910,     5.1, ,    13.9, ,    22.8, ,    11.4, ,    34.0, ,    76.2, ,    64.0, ,    79.0, ,    56.5, ,    16.9, ,    19.7, ,    26.9, ,   426.3, ,    37.0, ,    68.2, ,   219.2, ,    93.1, ,
1911,    34.3, ,     9.1, ,    14.7, ,    13.8, ,    55.0, ,   105.5, ,   159.4, ,   123.5, ,    24.8, ,    14.8, ,    15.3, ,     7.8, ,   577.8, ,    70.3, ,    83.5, ,   388.3, ,    54.8, ,
1912,    33.7, ,     6.6, ,    12.1, ,    49.4, ,    65.4, ,    82.9, ,   130.3, ,   120.2, ,    32.4, ,    23.1, ,    12.0, ,     3.8, ,   571.9, ,    48.1, ,   126.9, ,   333.4, ,    67.6, ,
1913,    71.4, ,    18.9, ,    16.7, ,    29.6, ,    24.8, ,   101.4, ,   118.4, ,   131.0, ,    15.8, ,    16.0, ,     3.3, ,     5.4, ,   552.6, ,    94.0, ,    71.0, ,   350.8, ,    35.1, ,
1914,    30.1, ,    32.1, ,    11.8, ,    11.6, ,    52.1, ,   230.1, ,    89.9, ,    70.3, ,    81.5, ,    30.2, ,    26.2, ,    44.0, ,   710.1, ,    67.6, ,    75.6, ,   390.3, ,   137.9, ,
1915,    30.4, ,     1.0, ,     3.1, ,    26.4, ,    36.8, ,   148.9, ,   115.3, ,    86.9, ,    29.0, ,     8.8, ,    18.4, ,    15.9, ,   520.8, ,    75.4, ,    66.3, ,   351.1, ,    56.2, ,
1916,    31.0, ,    25.3, ,    23.6, ,    33.4, ,    51.8, ,    72.4, ,    91.5, ,   101.5, ,    79.1, ,    12.2, ,    21.5, ,    49.6, ,   593.0, ,    72.3, ,   108.9, ,   265.4, ,   112.8, ,
1917,    54.9, ,    34.6, ,     4.3, ,    32.7, ,    28.1, ,    48.5, ,    87.6, ,    78.1, ,    14.6, ,    21.6, ,    14.3, ,    26.2, ,   445.4, ,   139.0, ,    65.1, ,   214.2, ,    50.4, ,
1918,    42.9, ,    10.5, ,    27.3, ,    27.8, ,    49.8, ,    91.8, ,    75.2, ,    85.4, ,    39.9, ,     7.2, ,    10.6, ,    47.4, ,   515.6, ,    79.6, ,   104.9, ,   252.4, ,    57.6, ,
1919,    31.6, ,    15.9, ,    17.0, ,    22.7, ,    79.7, ,    27.4, ,    68.3, ,    29.7, ,    40.3, ,    66.6, ,    54.3, ,    24.2, ,   477.6, ,    94.8, ,   119.4, ,   125.4, ,   161.2, ,
1920,    58.5, ,     8.9, ,    38.2, ,    27.0, ,    69.0, ,   123.3, ,    64.4, ,    54.6, ,    37.1, ,    23.7, ,     5.8, ,     7.9, ,   518.5, ,    91.6, ,   134.2, ,   242.4, ,    66.6, ,
1921,    22.9, ,    39.6, ,    47.7, ,    11.7, ,    36.4, ,    85.1, ,   100.4, ,    44.5, ,    19.8, ,     3.7, ,    19.2, ,     5.1, ,   436.1, ,    70.5, ,    95.8, ,   230.0, ,    42.7, ,
1922,    21.7, ,    24.6, ,    17.1, ,    42.7, ,    37.0, ,    31.8, ,    48.9, ,    95.4, ,    22.3, ,    26.4, ,     7.2, ,    18.9, ,   394.3, ,    51.5, ,    96.9, ,   176.1, ,    56.0, ,
1923,    29.7, ,    22.3, ,    48.2, ,    10.8, ,    48.3, ,   111.2, ,    90.2, ,    73.3, ,    28.9, ,    10.3, ,     5.7, ,    13.2, ,   492.0, ,    70.9, ,   107.2, ,   274.6, ,    45.0, ,
1924,    41.9, ,    14.2, ,    41.2, ,    19.1, ,    41.6, ,    60.2, ,   117.5, ,    80.7, ,    14.9, ,    34.4, ,    20.4, ,    46.7, ,   532.8, ,    69.4, ,   101.9, ,   258.4, ,    69.7, ,
1925,    28.6, ,    48.4, ,    19.1, ,    69.8, ,    30.7, ,    67.9, ,    48.4, ,    72.1, ,    28.4, ,    36.6, ,    23.2, ,    20.7, ,   493.9, ,   123.6, ,   119.7, ,   188.4, ,    88.2, ,
1926,    18.9, ,     9.5, ,    26.0, ,    11.2, ,    98.6, ,    89.0, ,    59.8, ,   131.7, ,    79.1, ,    17.0, ,    29.4, ,    42.4, ,   612.8, ,    49.1, ,   135.9, ,   280.5, ,   125.6, ,
1927,    16.8, ,    25.4, ,    13.5, ,    18.2, ,    58.9, ,    86.0, ,   116.3, ,    23.1, ,    60.5, ,     9.3, ,    44.9, ,    27.9, ,   500.8, ,    84.6, ,    90.7, ,   225.4, ,   114.6, ,
1928,    11.0, ,     5.7, , -9999.9,M,    27.7, ,    59.7, ,    61.8, ,   134.4, ,    49.9, ,    21.1, ,     9.4, ,     1.0, ,    14.4, , -9999.9,M,    44.6, , -9999.9,M,   246.1, ,    31.6, ,
1929,    30.3, ,    30.8, ,    23.4, ,    45.2, ,    19.9, ,    42.4, ,   103.8, ,    63.7, ,    10.6, ,     5.9, ,    31.3, ,    28.5, ,   435.7, ,    75.6, ,    88.5, ,   209.9, ,    47.8, ,
1930,    16.7, ,     4.6, ,     7.2, ,    19.2, ,    51.8, ,    74.0, ,    52.3, ,    42.1, ,    36.4, ,    22.0, ,    26.3, ,     9.3, ,   361.9, ,    49.8, ,    78.2, ,   168.4, ,    84.7, ,
1931,     0.2, ,     1.8, ,    36.8, ,    13.5, ,    50.9, ,   161.9, ,    84.8, ,   114.1, ,    18.8, ,    28.3, ,    21.0, ,    31.4, ,   563.7, ,    11.3, ,   101.3, ,   360.9, ,    68.1, ,
1932,    16.1, ,    23.2, ,    25.8, ,    57.6, ,    47.0, ,    58.3, ,    91.2, ,    16.4, ,    28.0, ,    17.1, ,    44.1, ,    17.8, ,   442.8, ,    70.7, ,   130.4, ,   166.0, ,    89.3, ,
1933,    12.5, ,    23.5, ,    49.9, ,    22.5, ,    56.7, ,    92.6, ,   102.9, ,    40.2, ,    52.6, ,    52.3, ,    34.4, ,    81.7, ,   621.8, ,    53.8, ,   129.2, ,   235.7, ,   139.3, ,
1934,    19.7, ,    16.4, ,    25.6, ,    41.3, ,    77.8, ,   114.8, ,    81.6, ,    49.1, ,    69.2, ,     6.8, ,    14.3, ,    23.5, ,   540.1, ,   117.8, ,   144.7, ,   245.5, ,    90.3, ,
1935,    71.2, ,     5.2, ,    31.7, ,    71.1, ,    82.2, ,   105.6, ,    43.3, ,    88.2, ,    20.6, ,    54.9, ,    66.8, ,    48.9, ,   689.7, ,    99.9, ,   185.0, ,   237.1, ,   142.3, ,
1936,    51.5, ,    16.9, ,     9.2, ,    28.9, ,    89.7, ,    55.3, ,    56.2, ,    50.5, ,    28.5, ,    36.1, ,    29.4, ,    21.7, ,   474.0, ,   117.3, ,   127.9, ,   162.0, ,    94.0, ,
1937,    27.5, ,     6.9, ,    11.2, ,    21.2, ,    47.3, ,    27.3, ,   224.4, ,    44.9, ,    53.5, ,    20.4, ,    30.4, ,    29.2, ,   544.3, ,    56.2, ,    79.7, ,   296.5, ,   104.4, ,
1938,    16.0, ,    13.7, ,     6.7, ,    15.8, ,    35.0, ,    76.3, ,    91.5, ,   108.3, ,     3.6, ,    25.1, ,    42.5, ,    38.9, ,   473.3, ,    58.9, ,    57.4, ,   276.2, ,    71.1, ,
1939,    26.2, ,    66.6, ,    23.9, ,    23.5, ,   144.0, ,    44.3, ,    38.7, ,     2.8, ,    51.6, ,    51.6, ,    15.6, ,    15.0, ,   503.8, ,   131.7, ,   191.4, ,    85.7, ,   118.8, ,
1940,    28.9, ,    18.2, ,    79.9, ,    74.2, ,    68.2, ,    71.7, ,    84.3, ,    30.8, ,     5.7, ,    54.2, ,    46.2, ,    16.3, ,   578.6, ,    62.1, ,   222.3, ,   186.8, ,   106.1, ,
1941,    16.0, ,    13.2, ,     9.6, ,     6.0, ,    24.5, ,   142.1, ,    48.7, ,    93.7, ,    30.6, ,    35.5, ,    22.4, ,    14.4, ,   456.5, ,    45.5, ,    40.0, ,   284.5, ,    88.5, ,
1942,     7.2, ,    16.8, ,    10.5, ,    42.9, ,    48.6, ,   183.9, ,    97.6, ,    63.1, ,    43.5, ,    18.6, ,    89.8, ,    42.6, ,   664.9, ,    38.3, ,   102.0, ,   344.6, ,   151.8, ,
1943,    23.5, ,    21.4, ,    39.0, ,    19.1, ,    51.9, ,   138.4, ,    73.3, ,   108.6, ,    14.0, ,    42.1, ,     9.9, ,    15.5, ,   556.7, ,    87.5, ,   109.9, ,   320.3, ,    66.0, ,
1944,    12.7, ,    45.8, ,    41.2, ,    21.5, ,    95.2, ,   136.1, ,    84.9, ,    36.1, ,    37.7, ,     8.7, ,    22.9, ,    14.1, ,   556.9, ,    73.9, ,   157.9, ,   257.2, ,    69.3, ,
1945,    54.8, ,    14.7, ,     7.7, ,    28.7, ,    12.0, ,    43.7, ,    92.3, ,    60.3, ,    27.6, ,    42.9, ,    22.0, ,    26.4, ,   432.9, ,    83.5, ,    48.4, ,   196.2, ,    92.4, ,
1946,    42.1, ,    27.2, ,     7.3, ,    23.2, ,    25.3, ,   117.1, ,    78.6, ,   104.6, ,    42.7, ,     8.7, ,    25.5, ,    36.4, ,   538.6, ,    95.7, ,    55.7, ,   300.3, ,    77.0, ,
1947,    39.0, ,    39.7, ,    16.3, ,    51.1, ,    33.4, ,    76.2, ,    69.9, ,    68.5, ,    85.9, ,    31.5, ,    24.9, ,    38.7, ,   575.1, ,   115.1, ,   100.8, ,   214.7, ,   142.3, ,
1948,    31.7, ,    56.1, ,    17.9, ,    83.7, ,    48.8, ,    41.9, ,    74.2, ,    40.3, ,    30.7, ,     7.4, ,    17.5, ,    18.6, ,   468.8, ,   126.5, ,   150.4, ,   156.3, ,    55.6, ,
1949,    30.8, ,    22.9, ,    14.0, ,     8.1, ,    41.2, ,    16.2, ,   135.8, ,    56.5, ,    18.1, ,    12.3, ,    18.1, ,    37.9, ,   411.9, ,    72.3, ,    63.3, ,   208.6, ,    48.5, ,
1950,    36.2, ,    11.7, ,     8.0, ,    30.0, ,    23.9, ,    40.0, ,    77.6, ,    80.9, ,    27.6, ,     9.8, ,    25.8, ,    13.4, ,   385.1, ,    85.8, ,    62.0, ,   198.5, ,    63.3, ,
1951,    29.9, ,    43.0, ,    43.2, ,    41.4, ,    82.7, ,    58.8, ,   121.1, ,    48.7, ,    25.3, ,    25.3, ,    30.3, ,    37.8, ,   587.4, ,    86.3, ,   167.2, ,   228.6, ,    80.9, ,
1952,    51.6, ,    20.2, ,    18.0, ,     4.0, ,    46.3, ,   130.7, ,    99.3, ,    51.4, ,    37.7, ,     8.8, ,     7.5, ,     5.4, ,   481.1, ,   109.6, ,    68.3, ,   281.4, ,    54.1, ,
1953,    58.3, ,    12.2, ,    51.6, ,    35.4, ,    52.7, ,   119.1, ,   203.8, ,   125.0, ,    13.8, ,    11.2, ,    14.3, ,    29.8, ,   727.0, ,    75.8, ,   139.7, ,   447.9, ,    39.2, ,
1954,    17.9, ,    12.3, ,    33.1, ,    30.9, ,    89.9, ,    84.0, ,   108.2, ,   152.3, ,    14.5, ,    12.1, ,     9.5, ,     6.1, ,   570.7, ,    60.0, ,   153.9, ,   344.5, ,    36.0, ,
1955,    16.3, ,    21.9, ,    31.7, ,   101.6, ,    18.1, ,    40.1, ,   139.3, ,    24.7, ,    94.7, ,    29.8, ,    17.4, ,    55.8, ,   591.4, ,    44.3, ,   151.4, ,   204.1, ,   141.9, ,
1956,    34.1, ,    37.1, ,    37.7, ,    21.1, ,    11.2, ,   142.5, ,    76.8, ,   113.2, ,    42.5, ,    17.4, ,    15.3, ,    39.2, ,   588.0, ,   127.1, ,    70.0, ,   332.4, ,    75.2, ,
1957,    19.4, ,    23.0, ,    22.2, ,    23.9, ,    17.1, ,    35.5, ,    40.0, ,   100.8, ,    24.3, ,    37.6, ,    38.0, ,    22.3, ,   404.0, ,    81.6, ,    63.2, ,   176.3, ,    99.9, ,
1958,    27.2, ,    28.5, ,    16.1, ,    14.7, ,    31.3, ,    65.5, ,    67.4, ,    79.9, ,   114.7, ,     8.8, ,    21.2, ,    32.4, ,   507.7, ,    78.0, ,    62.1, ,   212.8, ,   144.7, ,
1959,    28.7, ,    11.0, ,     9.8, ,    12.2, ,    47.3, ,    77.7, ,    74.5, ,   107.9, ,    57.2, ,    49.3, ,    17.0, ,    31.7, ,   524.2, ,    72.1, ,    69.2, ,   260.2, ,   123.5, ,
1960,    10.6, ,    28.2, ,    14.3, ,     7.1, ,    67.8, ,    80.6, ,    89.8, ,   103.6, ,    67.1, ,    49.7, ,    28.0, ,    34.2, ,   580.9, ,    70.4, ,    89.1, ,   274.0, ,   144.8, ,
1961,    10.5, ,    25.0, ,    11.2, ,    26.0, ,    27.0, ,    64.8, ,   143.6, ,     8.7, ,    31.4, ,    33.2, ,    22.3, ,    37.9, ,   441.7, ,    69.7, ,    64.2, ,   217.2, ,    86.9, ,
1962,    36.6, ,    51.7, ,    40.3, ,    30.5, ,    47.3, ,   108.2, ,   148.8, ,    75.8, ,    51.6, ,    17.3, ,    15.3, ,    26.3, ,   649.6, ,   126.2, ,   118.2, ,   332.7, ,    84.1, ,
1963,    57.9, ,    37.8, ,    21.2, ,    39.9, ,    44.6, ,    39.1, ,   122.5, ,    47.3, ,    46.3, ,     9.5, ,    26.2, ,    24.1, ,   516.1, ,   122.0, ,   105.6, ,   208.8, ,    81.9, ,
1964,    36.0, ,    20.6, ,    17.2, ,    18.7, ,    64.3, ,    35.3, ,   108.0, ,    64.1, ,    90.0, ,     7.8, ,    50.9, ,    31.5, ,   544.4, ,    80.6, ,   100.2, ,   207.3, ,   148.7, ,
1965,    74.1, ,    45.0, ,    18.6, ,    22.8, ,    73.9, ,   174.2, ,    87.4, ,    79.9, ,    47.6, ,     3.9, ,    31.2, ,    29.1, ,   687.7, ,   150.6, ,   115.2, ,   341.6, ,    82.7, ,
1966,    53.3, ,    27.1, ,    13.8, ,    26.2, ,    43.5, ,    55.4, ,    68.4, ,   141.5, ,    23.6, ,    11.1, ,    27.9, ,    14.4, ,   506.3, ,   109.6, ,    83.5, ,   265.3, ,    62.6, ,
1967,    25.6, ,    35.2, ,    41.7, ,    19.5, ,    26.6, ,    68.5, ,    53.0, ,    53.2, ,     3.0, ,    38.6, ,    32.9, ,    36.4, ,   434.2, ,    75.2, ,    87.8, ,   174.6, ,    74.5, ,
1968,    32.2, ,     9.9, ,    16.4, ,    32.6, ,    15.6, ,    49.2, ,    75.5, ,    97.8, ,    44.7, ,    14.7, ,     7.0, ,    44.4, ,   439.9, ,    78.5, ,    64.5, ,   222.5, ,    66.4, ,
1969,    42.8, ,    29.4, ,    17.4, ,    21.9, ,    36.6, ,    29.6, ,    99.4, ,    92.0, ,   104.6, ,    33.8, ,    26.8, ,    25.2, ,   559.6, ,   116.7, ,    75.9, ,   221.0, ,   165.3, ,
1970,    24.9, ,    24.2, ,    39.7, ,    11.8, ,    28.5, ,    94.9, ,   136.9, ,    29.1, ,    33.3, ,    58.3, ,    37.4, ,    24.3, ,   543.3, ,    74.3, ,    80.0, ,   260.9, ,   129.0, ,
1971,    78.1, ,     5.7, ,    36.2, ,     3.9, ,    16.1, ,    83.0, ,   134.7, ,    12.9, ,    48.3, ,    10.5, ,    31.4, ,    52.0, ,   512.9, ,   108.1, ,    56.3, ,   230.6, ,    90.3, ,
1972,    32.8, ,    45.2, ,    40.2, ,    45.9, ,    55.3, ,   115.8, ,    96.7, ,   101.1, ,    55.6, ,    15.6, ,    41.5, ,    26.1, ,   671.9, ,   130.0, ,   141.4, ,   313.7, ,   112.7, ,
1973,    19.5, ,    17.7, ,    14.6, ,    59.5, ,    40.9, ,   154.0, ,    93.8, ,   116.5, ,    37.4, ,    35.7, ,    44.8, ,    41.9, ,   676.4, ,    63.3, ,   115.0, ,   364.4, ,   117.9, ,
1974,    70.6, ,    33.2, ,    59.7, ,    19.2, ,    46.1, ,   121.8, ,    93.8, ,    54.0, ,    35.1, ,     7.9, ,     5.2, ,    24.9, ,   571.7, ,   145.8, ,   125.0, ,   269.6, ,    48.3, ,
1975,    18.7, ,    20.4, ,    22.9, ,    37.2, ,    58.6, ,   108.7, ,    72.2, ,   104.2, ,    13.8, ,    28.2, ,    12.5, ,    37.0, ,   534.6, ,    64.1, ,   118.8, ,   285.2, ,    54.5, ,
1976,    18.3, ,    28.9, ,    22.7, ,    14.8, ,    32.9, ,    96.4, ,    79.3, ,   115.9, ,    45.1, ,    13.6, ,    10.1, ,    47.0, ,   524.9, ,    84.2, ,    70.4, ,   291.5, ,    68.9, ,
1977,    26.2, ,     5.1, ,    10.4, ,    21.5, ,   139.9, ,    16.3, ,    96.6, ,    92.3, ,    42.8, ,     3.4, ,    13.9, ,    30.8, ,   499.0, ,    78.2, ,   171.9, ,   205.1, ,    60.1, ,
1978,    36.1, ,    13.8, ,     8.9, ,    22.0, ,    69.3, ,    44.3, ,    68.7, ,   117.5, ,   148.4, ,    19.9, ,    51.2, ,    11.1, ,   611.3, ,    80.6, ,   100.2, ,   230.6, ,   219.5, ,
1979,     8.8, ,    39.1, ,    13.1, ,    40.1, ,    39.6, ,    76.4, ,   115.8, ,    44.0, ,    53.4, ,    15.7, ,    13.3, ,    36.1, ,   495.5, ,    59.1, ,    92.8, ,   236.2, ,    82.4, ,
1980,    36.2, ,    28.1, ,    30.0, ,     7.3, ,    46.1, ,   137.3, ,    74.4, ,   202.7, ,    59.6, ,    15.6, ,     4.3, ,    58.8, ,   700.5, ,   100.3, ,    83.4, ,   414.5, ,    79.5, ,
1981,     8.1, ,    12.5, ,    15.2, ,    13.7, ,    51.1, ,    46.2, ,   164.2, ,    12.3, ,    37.6, ,    34.1, ,     6.8, ,    21.3, ,   423.0, ,    79.4, ,    80.0, ,   222.6, ,    78.5, ,
1982,    82.6, ,    24.1, ,    46.0, ,    20.5, ,    31.4, ,    28.1, ,   211.6, ,    47.3, ,    38.5, ,    43.1, ,    13.8, ,     6.6, ,   593.6, ,   128.0, ,    97.9, ,   287.0, ,    95.4, ,
1983,     7.7, ,    24.9, ,    27.4, ,    21.7, ,    13.6, ,   157.1, ,   110.1, ,    14.7, ,    40.7, ,    16.4, ,    20.5, ,    16.6, ,   471.4, ,    39.1, ,    62.7, ,   281.9, ,    77.6, ,
1984,    34.2, ,     6.7, ,    17.7, ,     8.1, ,    61.0, ,    70.0, ,    51.6, ,    35.1, ,   122.8, ,    53.7, ,    20.2, ,    29.5, ,   510.6, ,    57.5, ,    86.8, ,   156.7, ,   196.7, ,
1985,    16.3, ,    17.3, ,     7.0, ,    55.9, ,    25.6, ,    69.8, ,    34.4, ,    95.7, ,    60.8, ,    22.2, ,    14.9, ,    31.8, ,   451.7, ,    63.1, ,    88.5, ,   199.9, ,    97.9, ,
1986,    14.9, ,    10.3, ,    30.3, ,    45.2, ,    62.4, ,    58.7, ,   151.4, ,    22.0, ,    89.8, ,    24.4, ,    30.0, ,     8.8, ,   548.1, ,    57.0, ,   137.8, ,   232.1, ,   144.2, ,
1987,     6.3, ,    10.8, ,    30.7, ,    14.9, ,    87.1, ,    71.7, ,   125.9, ,   101.9, ,    51.1, ,     8.7, ,     6.8, ,    13.6, ,   529.5, ,    25.9, ,   132.7, ,   299.5, ,    66.6, ,
1988,     9.1, ,    31.6, ,    11.1, ,    23.5, ,    19.3, ,   126.7, ,   138.2, ,   107.6, ,    71.4, ,     4.4, ,    12.5, ,    18.9, ,   574.3, ,    54.3, ,    53.9, ,   372.4, ,    88.3, ,
1989,    57.6, ,    10.0, ,     9.4, ,    19.6, ,    72.4, ,    84.9, ,   111.1, ,    86.4, ,    29.2, ,    29.4, ,    41.4, ,    22.9, ,   574.4, ,    86.6, ,   101.4, ,   282.4, ,   100.0, ,
1990,    20.3, ,    19.8, ,    21.5, ,    64.4, ,    58.4, ,    69.0, ,   155.1, ,    67.7, ,     6.1, ,    29.0, ,    33.0, ,    32.4, ,   576.8, ,    63.0, ,   144.3, ,   291.8, ,    68.2, ,
1991,    15.4, ,    31.4, ,    18.5, ,    62.0, ,    96.6, ,   109.0, ,    22.3, ,    81.2, ,    19.7, ,    81.3, ,    14.0, ,    17.4, ,   568.9, ,    79.2, ,   177.2, ,   212.5, ,   115.0, ,
1992,    25.7, ,    36.6, ,     7.0, ,    43.5, ,    47.6, ,    27.4, ,    84.5, ,    26.6, ,    52.0, ,    17.2, ,    24.5, ,    31.0, ,   423.6, ,    79.7, ,    98.1, ,   138.4, ,    93.7, ,
