1931,    41.7, ,    44.4, ,    56.1, ,    66.2, ,    75.9, ,    60.2, ,    81.3, , -9999.9,M,   161.6, ,   101.3, ,   128.5, ,    31.5, , -9999.9,M,   147.2, ,   198.3, , -9999.9,M,   391.4, ,
1932,    91.8, ,    99.5, ,    49.5, ,    55.3, ,    44.1, ,    36.4, ,    57.9, ,    97.9, ,    52.4, ,   221.9, ,    84.8, ,    85.4, ,   976.9, ,   222.8, ,   148.9, ,   192.2, ,   359.1, ,
1933,   104.5, ,    64.6, ,    79.2, ,    75.8, ,    82.7, ,    63.7, ,    87.8, ,    17.8, ,    57.2, ,   164.2, ,   124.5, ,    93.4, ,  1015.3, ,   254.5, ,   237.7, ,   169.4, ,   345.8, ,
1934,    58.4, ,    39.9, ,    52.7, ,    68.3, ,    39.7, ,    75.3, ,    42.7, ,    43.9, ,   188.9, ,    50.2, ,   136.1, ,    59.2, ,   855.3, ,   191.7, ,   160.7, ,   161.9, ,   375.1, ,
1935,    47.6, ,    12.8, ,    78.9, ,    27.9, ,    14.3, ,   121.4, ,   162.9, ,    38.0, ,    82.8, ,    77.0, ,    99.8, ,    52.2, ,   815.5, ,   119.7, ,   121.1, ,   322.2, ,   259.6, ,
1936,    73.2, ,    45.5, ,    97.8, ,    52.8, ,    75.3, ,    57.4, ,    51.5, ,    71.9, ,    80.1, ,   126.4, ,    51.0, ,   108.9, ,   891.7, ,   170.9, ,   226.0, ,   180.7, ,   257.5, ,
1937,   104.4, ,    84.8, ,    16.6, ,    79.8, ,    24.6, ,    44.6, ,   119.4, ,    87.7, ,   195.7, ,    81.3, ,    73.1, ,   216.7, ,  1128.9, ,   298.1, ,   120.9, ,   251.8, ,   350.2, ,
1938,    82.7, ,   245.1, ,   111.4, ,    69.8, ,    51.9, ,    88.0, , -9999.9,M,   120.8, ,    78.7, ,    42.3, ,   108.8, ,    66.9, , -9999.9,M,   544.4, ,   233.0, , -9999.9,M,   229.9, ,
1939,    70.0, ,   225.3, ,    44.3, ,    61.3, ,    94.8, ,   102.2, ,    35.2, ,   103.2, ,    56.7, ,   109.7, ,    31.1, ,    48.8, ,   982.6, ,   362.3, ,   200.4, ,   240.6, ,   197.5, ,
1940,    62.7, ,    26.8, ,    28.6, ,    47.8, ,   133.8, ,   116.4, ,    77.5, ,   102.6, ,    69.3, ,    29.0, ,    99.4, ,    40.5, ,   834.2, ,   138.2, ,   210.2, ,   296.5, ,   197.6, ,
1941,    62.8, ,    57.1, ,    22.2, ,    73.9, ,    81.8, ,    59.4, ,   136.3, ,    44.9, ,   125.2, ,   112.6, ,   103.9, ,    66.6, ,   946.7, ,   160.4, ,   178.0, ,   240.6, ,   341.7, ,
1942,    52.9, ,    18.2, ,   113.8, ,    53.9, ,    82.9, ,    74.2, ,    15.9, ,    56.5, ,   112.2, ,    68.5, ,    68.5, ,   114.4, ,   831.9, ,   137.6, ,   250.6, ,   146.6, ,   249.2, ,
1943,    52.8, ,    64.8, ,   117.0, ,    43.2, ,    91.4, ,   163.4, ,    72.0, ,   139.8, ,    76.6, ,    30.4, ,    86.9, ,    29.4, ,   967.7, ,   232.1, ,   251.6, ,   375.2, ,   193.9, ,
1944,    28.7, ,    49.6, ,   100.4, ,    30.1, ,    59.6, ,    75.5, ,    64.8, ,    54.8, ,   132.6, ,    58.4, ,    52.3, ,    65.2, ,   771.9, ,   107.6, ,   190.0, ,   195.1, ,   243.3, ,
1945,    31.6, ,    77.8, ,    49.7, ,    78.3, ,   150.5, ,    39.1, ,    70.2, ,   118.7, ,   148.5, ,   109.9, ,    96.5, ,    33.8, ,  1004.6, ,   174.6, ,   278.4, ,   227.9, ,   355.0, ,
1946,    82.6, ,    90.4, ,    45.5, ,    56.1, ,   104.1, ,    37.5, ,    54.8, ,   109.9, ,    66.7, ,    53.7, ,   130.1, ,    65.9, ,   897.2, ,   206.8, ,   205.8, ,   202.2, ,   250.5, ,
1947,    52.9, ,    23.0, ,    82.1, ,   102.6, ,    95.6, ,   104.2, ,    74.0, ,    77.5, ,   155.4, ,    14.1, ,    65.0, ,    78.2, ,   924.6, ,   141.8, ,   280.3, ,   255.7, ,   234.4, ,
1948,    80.7, ,    25.9, ,    78.7, ,    92.5, ,    50.4, ,    60.9, ,    75.8, ,    59.0, ,    23.6, ,    86.2, ,   174.4, ,    67.9, ,   876.0, ,   184.8, ,   221.7, ,   195.6, ,   284.3, ,
1949,   101.9, ,    93.9, ,    91.7, ,    33.8, ,    74.0, ,   115.0, ,    28.5, ,    38.8, ,    81.1, ,    38.8, ,    80.8, ,    53.0, ,   831.0, ,   263.7, ,   199.4, ,   182.2, ,   200.6, ,
1950,   159.6, ,   104.0, ,    92.4, ,    86.8, ,    40.3, ,    38.7, ,    71.5, ,   114.4, ,    16.6, ,    51.8, ,   121.9, ,    94.3, ,   992.3, ,   316.5, ,   219.6, ,   224.6, ,   190.3, ,
1951,   101.7, ,   142.9, ,   133.9, ,   108.9, ,    37.5, ,   110.2, ,    98.3, ,    50.5, ,   102.6, ,   205.5, ,    63.3, ,    64.1, ,  1219.3, ,   338.9, ,   280.4, ,   259.0, ,   371.3, ,
1952,    63.6, ,    30.4, ,    48.6, ,   115.8, ,    58.7, ,    55.4, ,    80.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   158.1, ,   223.1, , -9999.9,M, -9999.9,M,
1953, -9999.9,M,    51.9, ,   120.1, ,    80.8, ,    50.9, ,    61.1, ,   106.6, , -9999.9,M,   105.7, ,    24.6, ,    56.1, ,   125.2, , -9999.9,M, -9999.9,M,   251.7, , -9999.9,M,   186.4, ,
1954,    94.1, ,    99.2, ,    80.7, ,   126.4, ,   135.3, ,   114.9, ,    74.0, ,    60.0, ,   156.0, ,   160.5, ,    87.2, ,   116.0, ,  1304.4, ,   318.5, ,   342.4, ,   249.0, ,   403.7, ,
1955,    54.3, ,   103.1, ,    69.7, ,    41.5, ,    42.8, ,    33.6, ,    81.1, ,   137.9, ,    43.0, ,   136.9, ,    87.4, ,    91.9, ,   923.0, ,   273.4, ,   154.0, ,   252.6, ,   267.2, ,
1956,    30.1, ,    34.0, ,    37.1, ,    48.0, ,    81.4, ,    41.8, ,   121.3, ,    74.8, ,   146.3, ,    33.6, ,    88.5, ,    92.2, ,   829.2, ,   156.1, ,   166.5, ,   237.9, ,   268.5, ,
1957,    53.9, ,    49.6, ,    30.8, ,    69.1, ,    88.3, ,   161.0, ,    70.9, ,    22.0, ,   132.1, ,    84.7, ,   116.7, ,    98.7, ,   977.6, ,   195.7, ,   188.2, ,   253.8, ,   333.5, ,
1958,    63.7, ,    50.7, ,    34.9, ,    28.2, ,    39.0, ,    64.1, ,    91.0, ,    39.5, ,    92.2, ,    96.8, ,    93.1, ,    92.4, ,   785.5, ,   213.1, ,   102.0, ,   194.5, ,   282.1, ,
1959,    66.8, ,    54.9, ,    69.5, ,   102.9, ,    70.3, ,   101.7, ,    60.2, ,   145.9, ,   132.5, ,   144.0, ,    96.0, ,    78.1, ,  1123.0, ,   214.0, ,   242.8, ,   307.8, ,   372.6, ,
1960,    56.2, ,    82.7, ,    43.2, ,    97.2, ,   136.5, ,   164.9, ,   205.7, ,    37.8, ,    86.9, ,    59.5, ,    81.7, ,    42.6, ,  1094.9, ,   217.0, ,   276.9, ,   408.4, ,   228.1, ,
1961,    27.3, ,    21.3, ,    60.3, ,    92.6, ,    44.1, ,   200.7, ,   129.7, ,    65.2, ,   183.4, ,    42.0, ,    55.7, ,    61.9, ,   984.3, ,    91.2, ,   197.0, ,   395.6, ,   281.2, ,
1962,   117.7, ,    74.9, ,    34.5, ,    46.3, ,    85.0, ,    57.6, ,    35.1, ,    61.3, ,    64.4, ,    74.8, ,    17.1, ,    97.4, ,   766.2, ,   254.5, ,   165.8, ,   154.1, ,   156.3, ,
1963,    51.3, ,    56.2, ,   142.0, ,    57.3, ,    58.6, ,    53.9, ,    30.6, ,   136.9, ,    47.7, ,     9.9, ,    89.2, ,    57.3, ,   790.9, ,   204.9, ,   257.9, ,   221.4, ,   146.8, ,
1964,    95.1, ,    38.0, ,    60.1, ,    61.5, ,    62.2, ,    69.5, ,    57.4, ,    68.4, ,   128.6, ,    58.3, ,    68.9, ,   108.7, ,   876.9, ,   190.4, ,   183.9, ,   195.2, ,   255.8, ,
1965,    84.3, ,   105.5, ,    31.3, ,    41.6, ,    55.4, ,    54.9, ,    81.4, ,   127.2, ,   170.9, ,    71.6, ,   121.7, ,    88.3, ,  1034.2, ,   298.6, ,   128.3, ,   263.5, ,   364.2, ,
1966,    52.1, ,    29.2, ,    64.2, ,    43.4, ,    42.7, ,    52.3, ,    36.7, ,   111.8, ,    76.6, ,    88.7, ,   194.1, ,    80.9, ,   872.7, ,   169.7, ,   150.3, ,   200.7, ,   359.4, ,
1967,   117.7, ,    82.7, ,    54.8, ,    96.0, ,    85.5, ,   106.2, ,    61.6, ,   122.1, ,    89.2, ,    81.9, ,   132.6, ,    90.6, ,  1121.0, ,   281.3, ,   236.3, ,   289.9, ,   303.8, ,
1968,    44.6, ,    60.7, ,    33.8, ,    82.6, ,    59.5, ,   139.1, ,   106.0, ,    72.5, ,   114.3, ,    46.1, ,    79.0, ,   106.6, ,   944.6, ,   195.9, ,   175.8, ,   317.6, ,   239.4, ,
1969,    87.0, ,    36.4, ,    43.4, ,    87.2, ,    53.3, ,   115.6, ,   108.4, ,    57.4, ,    60.7, ,   159.0, ,   149.1, ,    70.7, ,  1028.2, ,   230.0, ,   183.8, ,   281.4, ,   368.9, ,
1970,    53.4, ,    45.6, ,    51.8, ,    56.7, ,   142.5, ,   102.9, ,   155.9, ,    49.5, ,   251.0, ,    73.5, ,    79.4, ,    72.4, ,  1134.8, ,   169.7, ,   251.1, ,   308.3, ,   404.0, ,
1971,    97.0, ,   112.7, ,    60.9, ,    40.1, ,    80.3, ,    45.4, ,   102.7, ,    60.8, ,    74.3, ,    68.7, ,    84.0, ,   105.3, ,   932.2, ,   282.1, ,   181.3, ,   208.9, ,   227.0, ,
1972,    93.2, ,   104.3, ,    82.9, ,    74.8, ,    51.5, ,   119.7, ,    85.7, ,   206.8, ,   110.7, ,    44.0, ,    43.3, ,   129.3, ,  1146.0, ,   302.7, ,   209.2, ,   412.2, ,   198.0, ,
1973,    64.7, ,    41.2, ,    91.7, ,    52.8, ,   122.9, ,    93.5, ,   107.0, ,   109.3, ,    32.7, ,    99.9, ,    75.5, ,    71.7, ,   962.7, ,   235.2, ,   267.3, ,   309.8, ,   208.0, ,
1974,   101.1, ,    95.0, ,    41.3, ,    80.6, ,    94.4, ,    93.6, ,    85.6, ,    70.9, ,   112.6, ,   117.7, ,    62.9, ,    98.6, ,  1054.4, ,   267.8, ,   216.3, ,   250.1, ,   293.2, ,
1975,   164.8, ,    75.3, ,    92.4, ,    37.3, ,    78.0, ,    60.4, ,    40.1, ,    26.1, ,    83.8, ,    93.9, ,   130.6, ,    63.9, ,   946.5, ,   338.7, ,   207.6, ,   126.6, ,   308.3, ,
1976,    76.0, ,   116.1, ,   119.8, ,    24.9, ,    99.9, ,    49.4, ,    54.6, ,    81.6, ,   168.5, ,    64.1, ,    62.6, ,    78.0, ,   995.6, ,   255.9, ,   244.6, ,   185.7, ,   295.2, ,
1977,    59.8, ,    94.5, ,   108.3, ,    58.2, ,    25.2, ,    81.2, ,   165.6, ,   112.0, ,   148.4, ,    63.3, ,   111.6, ,   110.0, ,  1138.2, ,   232.4, ,   191.8, ,   358.8, ,   323.3, ,
1978,   106.4, ,    23.2, ,    57.0, ,    56.2, ,    74.1, ,    76.6, ,    97.1, ,   163.2, ,   167.0, ,    75.3, ,    72.5, ,   136.5, ,  1105.2, ,   239.7, ,   187.3, ,   336.9, ,   314.8, ,
1979,    95.0, ,    53.1, ,   127.3, ,   187.9, ,    54.1, ,    83.3, ,    85.1, ,   102.7, ,    57.7, ,   106.2, ,   115.9, ,    86.7, ,  1154.8, ,   284.6, ,   369.3, ,   271.0, ,   279.7, ,
1980,   119.3, ,    37.3, ,    96.5, ,   126.8, ,    67.0, ,    69.2, ,    72.0, ,   105.7, ,   154.4, ,    68.8, ,    91.7, ,   101.4, ,  1109.8, ,   243.2, ,   290.3, ,   246.8, ,   314.8, ,
1981,    30.0, ,   147.6, ,    67.1, ,   138.9, ,    60.9, ,   118.5, ,    33.4, ,    73.4, ,   184.2, ,   126.8, ,    47.6, ,    76.0, ,  1104.3, ,   279.0, ,   266.9, ,   225.2, ,   358.6, ,
1982,   148.9, ,    51.3, ,    75.6, ,    81.2, ,    31.0, ,    68.8, ,    35.6, ,    68.8, ,   140.0, ,   103.2, ,   100.7, ,   117.4, ,  1022.6, ,   276.2, ,   187.8, ,   173.1, ,   343.9, ,
1983,    86.6, ,    49.2, ,   110.2, ,    86.5, ,   145.0, ,    41.9, ,    43.8, ,   115.0, ,   102.9, ,   107.7, ,    80.4, ,   125.4, ,  1094.8, ,   253.2, ,   341.8, ,   200.7, ,   291.0, ,
1984,    69.0, ,    75.8, ,    35.3, ,    56.7, ,   106.9, ,   184.9, ,    65.8, ,   148.8, ,   102.8, ,    77.8, ,    99.5, ,   113.6, ,  1137.0, ,   270.1, ,   198.9, ,   399.6, ,   280.2, ,
1985,    78.1, ,   147.2, ,   119.5, ,   100.9, ,    57.0, ,    45.6, ,   154.2, ,    66.8, ,    73.7, ,    71.0, ,   103.6, ,   133.7, ,  1151.4, ,   338.9, ,   277.4, ,   266.6, ,   248.3, ,
1986,    56.1, ,    23.1, ,   127.0, ,    34.3, ,    80.9, ,    97.9, ,    90.8, ,    56.1, ,    96.2, ,    81.4, ,    59.4, ,    95.8, ,   899.0, ,   212.9, ,   242.2, ,   244.8, ,   237.1, ,
1987,    51.4, ,    65.1, ,    56.1, ,    54.3, ,    74.5, ,    62.0, ,    48.4, ,    46.8, ,    98.5, ,    74.8, ,    97.5, ,   101.9, ,   831.3, ,   212.3, ,   184.9, ,   157.2, ,   270.8, ,
1988,   102.0, ,   115.3, ,   114.3, ,    86.0, ,    94.8, ,    39.4, ,    31.8, ,   194.5, ,    96.4, ,   131.0, ,   136.4, ,    97.3, ,  1239.3, ,   319.3, ,   295.1, ,   265.7, ,   363.8, ,
1989,   120.7, ,    28.2, ,    98.1, ,    67.3, ,    76.3, ,   166.8, ,    59.2, ,    86.7, ,    28.5, ,    73.9, ,   143.9, ,    74.7, ,  1024.2, ,   246.2, ,   241.6, ,   312.6, ,   246.2, ,
1990,   112.4, ,    53.9, ,    35.2, ,    59.3, ,   148.8, ,   152.6, ,    40.5, ,    42.0, ,    77.1, ,   151.6, ,   135.0, ,    76.3, ,  1084.8, ,   241.1, ,   243.3, ,   235.2, ,   363.7, ,
1991,    76.5, ,    47.2, ,   132.6, ,    79.0, ,    77.4, ,    24.8, ,   114.0, ,    47.5, ,   123.3, ,   166.2, ,    68.0, ,    93.7, ,  1050.2, ,   200.0, ,   289.1, ,   186.3, ,   357.5, ,
1992,    84.7, ,    77.3, ,   114.8, ,    50.5, ,    47.9, ,    94.2, ,    89.2, ,   122.5, ,   119.8, ,    71.1, ,   107.2, ,   107.5, ,  1086.7, ,   255.7, ,   213.2, ,   305.8, ,   298.1, ,
1993,    71.9, ,    21.2, ,    28.2, ,    96.1, ,   132.8, ,    44.4, ,    58.9, ,    77.0, ,    83.7, ,   102.5, ,    84.1, ,    66.3, ,   867.2, ,   200.6, ,   257.1, ,   180.3, ,   270.4, ,
1994,    75.2, ,    55.6, ,    47.8, ,    40.1, ,   107.5, ,   116.0, ,   150.7, ,   143.2, ,    68.0, ,    75.5, ,    82.8, ,    50.0, ,  1012.5, ,   197.1, ,   195.4, ,   410.0, ,   226.3, ,
1995,    94.9, ,    42.9, ,    65.5, ,   112.9, ,   138.7, ,    42.3, ,   106.4, ,    75.6, ,    65.8, ,    99.8, ,   133.8, ,    75.3, ,  1053.8, ,   187.8, ,   317.1, ,   224.2, ,   299.4, ,
1996,   109.8, ,   103.3, ,    41.6, ,   142.9, ,    38.8, ,    59.9, ,    95.0, ,    60.2, ,   163.1, ,    81.7, ,    60.2, ,   137.6, ,  1094.0, ,   288.4, ,   223.3, ,   215.0, ,   305.0, ,
1997,   153.5, ,    98.5, ,    53.0, ,    59.2, ,    76.0, ,    65.0, ,   113.3, ,   174.0, ,   108.4, ,    64.5, ,    60.2, ,    44.6, ,  1070.2, ,   389.6, ,   188.2, ,   352.3, ,   233.1, ,
1998,    88.0, ,    30.9, ,   162.2, ,    60.7, ,    82.6, ,    83.6, ,    33.0, ,    54.6, ,   146.9, ,    66.9, ,    92.6, ,    75.5, ,   977.6, ,   163.6, ,   305.5, ,   171.2, ,   306.4, ,
1999,   123.8, ,    69.0, ,    16.6, ,    25.6, ,    81.8, ,   127.0, ,   111.2, ,   102.1, ,   135.0, ,    74.3, ,    81.2, ,   109.5, ,  1057.0, ,   268.4, ,   124.0, ,   340.2, ,   290.5, ,
2000,   107.9, ,    71.4, ,    48.1, ,    29.0, ,    69.7, ,    70.8, ,    65.0, ,    78.1, ,    83.8, ,    56.1, ,   143.9, ,   100.8, ,   924.6, ,   288.8, ,   146.8, ,   213.8, ,   283.8, ,
2001,    96.3, ,   100.2, ,    54.2, ,    84.9, ,   151.3, ,    79.0, ,    38.7, ,    83.9, ,   201.2, ,   182.9, ,   123.7, ,    62.4, ,  1258.8, ,   297.4, ,   290.4, ,   201.7, ,   507.8, ,
2002,    50.4, ,   160.8, ,   123.0, ,    72.8, ,    99.3, ,   129.7, ,    60.8, ,    37.0, ,   117.6, ,    90.4, ,    75.5, ,    63.2, ,  1080.5, ,   273.6, ,   295.0, ,   227.5, ,   283.5, ,
2003,    56.5, ,    74.5, ,    91.6, ,    71.7, ,   113.9, ,   114.3, ,   110.3, ,    85.7, ,   142.0, ,    85.1, ,   132.1, ,    95.1, ,  1172.6, ,   194.2, ,   277.2, ,   310.2, ,   359.2, ,
2004,    84.8, ,    56.0, ,    84.8, ,    65.7, ,   131.7, ,    71.5, ,   149.4, ,    59.1, ,    49.2, ,   127.8, ,    69.2, ,   128.5, ,  1077.9, ,   235.8, ,   282.2, ,   280.1, ,   246.3, ,
2005,    89.4, ,    34.4, ,    46.0, ,    65.0, ,    27.8, ,    30.4, ,    63.7, ,    70.8, ,   104.3, ,    62.8, ,   129.2, ,    67.5, ,   791.3, ,   252.4, ,   138.8, ,   164.9, ,   296.3, ,
2006,   123.5, ,   133.3, ,    58.0, ,    65.9, ,   117.4, ,    66.5, ,    71.4, ,    79.9, ,   106.8, ,   103.3, ,    83.1, ,    93.9, ,  1103.0, ,   324.4, ,   241.3, ,   217.9, ,   293.1, ,
2007,    54.4, ,    26.3, ,    67.7, ,    66.8, ,    48.7, ,    99.2, ,   129.7, ,    81.2, ,    40.9, ,    91.7, ,    67.4, ,    98.3, ,   872.3, ,   174.6, ,   183.2, ,   310.0, ,   200.0, ,
2008,   120.1, ,    78.7, ,    54.0, ,    64.3, ,    99.1, ,    77.6, ,   110.3, ,   142.1, ,    94.4, , -9999.9,M,    88.6, ,   217.4, , -9999.9,M,   297.1, ,   217.3, ,   330.0, , -9999.9,M,
2009,    79.7, ,   112.1, ,    74.9, ,   141.6, ,    94.0, ,    71.6, ,   122.9, ,   100.4, ,    68.3, ,   157.2, ,    44.7, ,    96.3, ,  1163.8, ,   409.3, ,   310.6, ,   294.9, ,   270.1, ,
2010,    44.2, ,    39.4, ,     2.2, ,    59.5, ,    34.6, ,    92.2, ,    28.4, ,   115.8, ,   155.8, ,    54.0, ,    67.1, ,    87.8, ,   781.0, ,   179.9, ,    96.3, ,   236.4, ,   276.9, ,
