1962,    87.6, ,     7.1, ,    18.1, ,    25.0, ,    13.0, ,    66.0, ,    60.5, ,    65.4, , -9999.9,M, -9999.9,M,    38.4, ,    57.4, , -9999.9,M,   158.8, ,    56.1, ,   191.9, , -9999.9,M,
1963,    28.1, ,    68.1, ,    38.8, ,    43.3, ,    17.0, ,    29.8, ,    79.7, ,    71.6, ,    49.9, ,    47.5, ,    63.6, ,    63.5, ,   601.1, ,   153.7, ,    99.1, ,   181.1, ,   161.0, ,
1964,    44.2, ,    22.4, ,    42.0, ,    35.7, ,    39.0, ,    70.6, ,    95.5, ,    71.8, ,    31.2, ,    49.2, ,    61.4, ,    36.0, ,   599.1, ,   130.2, ,   116.7, ,   237.9, ,   141.8, ,
1965,    72.7, ,    43.1, ,     3.0, ,    33.1, ,    25.6, ,    47.4, ,    46.4, ,    53.0, ,    42.6, ,    89.4, ,    61.3, ,    60.7, ,   578.4, ,   151.9, ,    61.7, ,   146.8, ,   193.3, ,
1966,    99.8, ,    27.6, ,    32.0, ,    20.6, ,    29.6, ,    57.1, ,    33.8, ,    72.6, ,    27.1, ,    64.6, ,    57.2, ,    77.0, ,   598.9, ,   188.1, ,    82.2, ,   163.5, ,   148.9, ,
1967,    60.6, ,    38.6, ,    49.8, ,     5.6, ,    24.1, ,    39.2, ,    33.9, ,    14.1, ,    67.5, ,    82.0, ,    36.0, ,    73.5, ,   524.8, ,   176.1, ,    79.5, ,    87.2, ,   185.5, ,
1968,    81.8, ,    31.4, ,    53.3, ,    27.1, ,    26.2, ,    76.5, ,    42.0, ,    33.7, ,    60.9, ,    78.3, ,    46.0, ,    44.0, ,   601.3, ,   186.7, ,   106.6, ,   152.3, ,   185.1, ,
1969,    31.6, ,    42.5, ,    11.0, ,    46.0, ,    37.3, ,    38.4, ,    21.7, ,    56.4, ,    91.1, ,    27.5, ,    73.7, ,    48.2, ,   525.4, ,   118.1, ,    94.4, ,   116.5, ,   192.3, ,
1970,    40.0, ,    17.4, ,    36.4, ,    28.0, ,    37.9, ,    37.3, ,    40.1, ,    44.0, ,    51.7, ,    26.4, ,    30.2, ,    50.1, ,   439.4, ,   105.5, ,   102.3, ,   121.3, ,   108.3, ,
1971,    77.4, ,    28.6, ,    42.9, ,    17.1, ,    20.2, ,   132.4, ,    58.5, ,    74.7, ,    53.4, ,    47.9, ,    84.4, ,    53.0, ,   690.5, ,   156.1, ,    80.2, ,   265.7, ,   185.7, ,
1972,    49.5, ,    70.6, ,    52.9, ,    47.1, ,    18.7, ,    67.5, ,   114.6, ,    28.1, ,    42.5, ,    37.7, ,    79.5, ,    86.6, ,   695.4, ,   173.1, ,   118.7, ,   210.2, ,   159.7, ,
1973,    49.8, ,    38.9, ,    26.4, ,    15.1, ,    20.1, ,    56.2, ,    22.3, ,    16.8, ,    55.2, ,    45.7, ,    67.9, ,    61.9, ,   476.1, ,   175.2, ,    61.6, ,    95.3, ,   168.8, ,
1974,    76.7, ,    34.8, ,    62.6, ,    24.3, ,    50.7, ,    18.8, ,    63.8, ,    20.5, ,    65.3, ,    39.4, ,    31.2, ,    66.5, ,   554.5, ,   173.4, ,   137.6, ,   103.1, ,   135.8, ,
1975,    47.7, ,    41.4, ,    36.5, ,    15.1, ,    23.3, ,    27.9, ,    46.3, ,    41.7, ,     7.0, ,    39.5, ,   119.6, ,    55.4, ,   501.4, ,   155.6, ,    74.9, ,   115.8, ,   166.1, ,
1976,    75.6, ,    42.7, ,    29.2, ,    34.4, ,    40.7, ,    80.8, ,    81.2, ,    85.7, ,    27.2, ,    34.0, ,    44.8, ,    59.4, ,   635.7, ,   173.6, ,   104.3, ,   247.7, ,   106.0, ,
1977,    21.1, ,    32.7, ,    31.4, ,     7.6, ,    82.7, ,    55.2, ,   115.7, ,    59.4, ,    40.6, ,    54.3, ,    60.2, ,    41.1, ,   601.9, ,   113.2, ,   121.7, ,   230.3, ,   155.1, ,
1978,    18.8, ,    16.1, ,    28.3, ,    11.4, ,    33.6, ,    45.4, ,    20.1, ,    67.3, ,    68.2, ,    44.6, ,    61.4, ,    35.5, ,   450.6, ,    75.9, ,    73.3, ,   132.8, ,   174.2, ,
1979,    29.5, ,    70.9, ,    10.8, ,    10.0, ,    45.8, , -9999.9,M,    73.7, ,    44.6, ,    75.4, ,    18.4, ,     1.5, ,    48.8, , -9999.9,M,   135.9, ,    66.5, , -9999.9,M,    95.3, ,
1980,    52.9, ,    18.8, ,    22.5, ,    10.6, ,    38.2, ,    98.9, ,    70.2, ,    52.4, ,    62.7, ,    44.9, ,    55.8, ,    92.6, ,   620.4, ,   120.5, ,    71.3, ,   221.4, ,   163.4, ,
1981,    31.5, ,    18.7, ,    12.3, ,    67.3, ,    79.3, ,    52.1, ,    18.8, ,    28.4, ,    62.1, ,    51.8, ,    53.0, ,    37.0, ,   512.4, ,   142.9, ,   158.9, ,    99.3, ,   166.9, ,
1982,    85.7, ,    59.0, ,    12.5, ,     3.7, ,    44.7, ,    45.5, ,   127.9, ,    82.9, ,    26.7, ,    39.9, ,    30.8, ,    42.4, ,   601.8, ,   181.8, ,    60.9, ,   256.2, ,    97.4, ,
1983,    30.2, ,    11.4, ,    14.9, ,    17.4, ,    34.9, ,   113.6, ,   106.1, ,    39.0, ,    48.1, ,    36.5, ,    38.9, ,    15.9, ,   506.9, ,    84.0, ,    67.1, ,   258.7, ,   123.5, ,
1984,    31.9, ,    25.8, ,    23.6, ,    20.0, ,    99.7, ,    59.7, ,    35.9, ,    67.2, ,    73.9, ,    72.3, ,    34.8, ,    39.7, ,   584.3, ,    73.6, ,   143.3, ,   162.8, ,   180.9, ,
1985,    28.4, ,    35.3, ,    17.1, ,    30.9, ,    30.6, ,    86.9, ,    23.2, ,    43.7, ,    70.2, ,    63.1, ,    28.1, ,    16.4, ,   474.0, ,   103.4, ,    78.6, ,   153.9, ,   161.4, ,
1986,    58.5, ,    18.9, ,    32.3, ,    32.7, ,    76.7, ,    62.6, ,   107.4, ,    15.0, ,    80.7, ,    63.1, ,    53.0, ,    33.0, ,   634.0, ,    93.8, ,   141.7, ,   185.1, ,   196.8, ,
1987,    61.9, ,    41.1, ,    40.1, ,    40.5, ,    55.9, ,    70.7, ,   103.8, ,    63.5, ,    56.6, ,    48.7, ,    67.5, ,    41.5, ,   691.7, ,   136.0, ,   136.5, ,   237.9, ,   172.8, ,
1988,    69.6, ,    17.1, ,    26.7, ,    53.3, ,    98.2, ,    67.3, ,    52.5, ,    47.7, ,    54.3, ,    48.5, ,    47.1, ,    48.7, ,   631.0, ,   128.2, ,   178.2, ,   167.4, ,   149.9, ,
1989,    41.3, ,    11.2, ,    40.8, ,    31.5, ,    35.1, ,    81.6, ,    41.3, ,    76.1, ,    25.0, ,    48.7, ,    58.4, ,    71.1, ,   562.0, ,   101.2, ,   107.4, ,   199.0, ,   132.1, ,
1990,    47.4, ,    36.4, ,    40.8, ,    10.8, ,   113.3, ,    83.2, ,    14.4, ,    50.3, ,     8.5, ,    78.9, ,    67.6, ,    70.2, ,   621.9, ,   154.9, ,   164.9, ,   147.8, ,   155.1, ,
1991,    22.8, ,    45.8, ,     5.4, ,     8.0, ,    24.3, ,    57.6, ,    36.5, ,    87.2, ,    30.9, ,    58.9, ,   101.1, ,    98.3, ,   576.8, ,   138.8, ,    37.6, ,   181.3, ,   191.0, ,
1992,    71.6, ,    48.5, ,    12.1, ,    29.3, ,    32.0, ,    19.3, ,    22.7, ,     7.7, ,   109.3, ,    70.5, ,    33.9, ,    36.4, ,   493.2, ,   218.4, ,    73.3, ,    49.7, ,   213.7, ,
1993,    19.5, ,     8.7, ,    26.9, ,    36.5, ,    36.9, ,   110.6, ,   112.3, ,    63.6, ,    14.2, ,    22.5, ,    40.3, ,    47.8, ,   539.7, ,    64.6, ,   100.3, ,   286.4, ,    77.0, ,
1994,    88.5, ,    54.0, ,    21.4, ,    23.7, ,    18.1, ,    60.1, ,    48.8, ,    69.4, ,    70.5, ,    47.3, ,    53.2, ,    53.3, ,   608.3, ,   190.2, ,    63.3, ,   178.3, ,   170.9, ,
1995,    28.1, ,    41.9, ,    22.8, ,    22.8, ,    13.4, ,    90.5, ,    85.0, ,    68.8, ,    12.0, ,    50.3, ,   107.6, ,    51.7, ,   594.8, ,   123.2, ,    58.9, ,   244.3, ,   169.9, ,
1996,    49.0, ,    22.9, ,    31.3, ,    59.1, ,    41.9, ,    71.9, ,    69.4, ,    53.1, ,    90.4, ,    55.3, ,    70.7, ,    61.4, ,   676.4, ,   123.6, ,   132.3, ,   194.5, ,   216.3, ,
1997,    58.8, ,    19.9, ,    41.9, ,    18.7, ,    57.6, ,   109.3, ,    66.8, ,    37.0, ,    72.7, ,    84.6, ,    26.7, ,    39.2, ,   633.3, ,   140.2, ,   118.2, ,   213.0, ,   184.1, ,
1998,    43.2, ,    25.1, ,    20.6, ,    32.5, ,    46.1, ,    41.6, ,    56.7, ,    53.1, ,    51.0, ,    68.8, ,    35.6, ,    76.5, ,   550.9, ,   107.5, ,    99.3, ,   151.4, ,   155.5, ,
1999,    54.4, ,    70.2, ,    16.5, ,    32.5, ,    41.7, ,    60.9, ,    34.7, ,    54.1, ,    23.0, ,    27.5, ,    57.5, ,    52.4, ,   525.5, ,   201.2, ,    90.7, ,   149.8, ,   108.0, ,
2000,    37.1, ,    19.9, ,    31.0, ,    15.2, ,    47.3, ,    34.0, ,    76.6, ,    48.9, ,    58.1, ,    61.8, ,    25.5, ,    52.6, ,   508.1, ,   109.4, ,    93.5, ,   159.5, ,   145.4, ,
2001,    31.0, ,    16.6, ,    40.1, ,    23.7, ,    68.1, ,   138.3, ,    37.9, ,    46.6, ,    36.0, ,    71.3, ,    67.4, ,    43.0, ,   620.1, ,   100.3, ,   131.9, ,   222.8, ,   174.8, ,
2002,    37.2, ,    43.5, ,    27.9, ,    26.9, ,    57.5, ,    71.5, ,    41.5, ,    17.9, ,    62.2, ,    14.4, ,    45.6, ,    28.1, ,   474.3, ,   123.6, ,   112.3, ,   130.9, ,   122.3, ,
2003,    92.9, ,    14.4, ,    42.5, ,    18.0, ,    32.9, ,    99.7, ,    50.5, ,    37.6, ,    55.7, ,    76.0, ,    44.4, ,    42.4, ,   606.9, ,   135.4, ,    93.3, ,   187.7, ,   176.1, ,
2004,    57.6, ,    16.4, ,    61.7, ,    12.3, ,    38.3, ,   100.9, ,    98.1, ,    90.3, ,    45.2, ,    54.2, ,    47.5, ,    35.5, ,   658.0, ,   116.4, ,   112.3, ,   289.3, ,   146.9, ,
2005,    37.4, ,    16.0, ,    63.8, ,    33.9, ,    42.9, ,    46.6, ,    97.4, ,    39.5, ,    33.4, ,    40.0, ,    28.6, ,    30.9, ,   510.4, ,    88.8, ,   140.7, ,   183.5, ,   102.0, ,
2006,    51.2, ,    36.2, ,    52.8, ,    10.5, ,    56.8, ,    20.8, ,    39.7, ,    12.4, ,    18.9, ,    35.9, ,    94.6, ,    68.1, ,   498.0, ,   118.3, ,   120.1, ,    73.0, ,   149.5, ,
2007,    46.4, ,    41.5, ,    41.8, ,    17.5, ,    14.3, ,    70.4, ,    62.9, ,   101.5, ,    32.7, ,    55.6, ,    62.6, ,    60.4, ,   607.6, ,   156.0, ,    73.7, ,   234.9, ,   150.9, ,
2008,    58.2, ,    68.3, ,    38.0, ,    15.6, ,    41.6, ,    43.3, ,    36.3, ,    62.3, ,    10.2, ,    37.4, ,    88.8, ,    42.9, ,   543.0, ,   187.0, ,    95.3, ,   141.9, ,   136.4, ,
2009,    45.3, ,     8.6, ,    34.8, ,    20.1, ,    70.7, ,    30.5, ,    32.7, ,    24.4, ,    76.8, ,    70.0, ,    59.3, ,    23.4, ,   496.6, ,    96.8, ,   125.6, ,    87.6, ,   206.1, ,
2010,    43.8, ,    13.3, ,     6.2, ,    23.9, ,    36.0, ,    29.7, ,    34.6, ,    22.7, ,    39.3, ,    62.0, ,    31.2, ,    66.1, ,   408.8, ,    80.5, ,    66.2, ,    87.0, ,   132.4, ,
2011,    65.4, ,    36.0, ,    40.7, ,    16.2, ,    59.9, ,    85.3, ,    81.7, ,    43.5, ,    59.4, ,    47.5, ,    89.5, ,    35.7, ,   661.0, ,   167.6, ,   116.8, ,   210.5, ,   196.4, ,
