1946,   342.8, ,   189.0, ,   196.1, ,    44.8, ,     5.8, ,   146.5, ,    61.4, ,    28.1, ,    90.7, ,   129.1, ,   141.5, ,   221.2, ,  1596.9, ,   886.9, ,   246.7, ,   236.0, ,   361.3, ,
1947,   227.8, ,   195.3, ,   138.5, ,    34.9, ,    41.4, ,    87.1, ,    43.0, ,     8.4, ,    79.8, ,   324.7, ,   121.9, ,   361.4, ,  1664.1, ,   644.3, ,   214.8, ,   138.4, ,   526.4, ,
1948,   157.3, ,   284.8, ,   105.1, ,    93.6, ,   129.9, ,    43.4, ,    72.0, ,   126.7, ,   122.6, ,   126.6, ,   491.4, ,   296.2, ,  2049.8, ,   803.5, ,   328.6, ,   242.2, ,   740.7, ,
1949,    28.1, ,   224.4, ,    99.6, ,    86.4, ,    29.5, ,    44.5, ,    64.7, ,   107.4, ,    56.8, ,    83.1, ,   303.0, ,   242.7, ,  1370.2, ,   548.7, ,   215.5, ,   216.7, ,   442.8, ,
1950,   157.3, ,   278.7, ,   214.8, ,   146.0, ,    57.8, ,    27.6, ,    37.1, ,    37.9, ,    22.4, ,   279.0, ,   273.7, ,   310.2, ,  1842.6, ,   678.6, ,   418.6, ,   102.6, ,   575.2, ,
1951,   232.3, ,   146.0, ,   130.4, ,    19.6, ,    62.4, ,     6.5, ,    48.0, ,     6.4, ,    66.8, ,   261.3, ,   353.7, ,   233.9, ,  1567.3, ,   688.5, ,   212.4, ,    60.9, ,   681.8, ,
1952,   338.7, ,   200.4, ,   136.7, ,   126.5, ,    80.3, ,    66.7, ,    23.5, ,    19.2, ,    41.7, ,    23.6, ,   208.4, ,   496.3, ,  1762.1, ,   773.1, ,   343.6, ,   109.4, ,   273.7, ,
1953,   300.6, , -9999.9,M,   163.4, , -9999.9,M, -9999.9,M,    86.4, ,    32.1, ,   109.7, ,   110.8, ,   132.4, ,   425.7, ,   244.5, , -9999.9,M, -9999.9,M, -9999.9,M,   228.3, ,   668.9, ,
1954,   252.6, ,   239.1, ,    70.8, ,    69.0, ,    66.9, ,    79.4, ,    48.5, ,    79.9, ,    79.0, ,   147.5, ,   364.2, , -9999.9,M, -9999.9,M,   736.2, ,   206.8, ,   207.8, ,   590.7, ,
1955,   222.9, ,    67.6, ,   143.8, ,    89.2, ,    49.8, ,    55.4, ,    97.6, ,    14.3, ,    65.0, ,   204.6, ,   351.5, ,   255.9, ,  1617.5, , -9999.9,M,   282.8, ,   167.3, ,   621.0, ,
1956,   432.7, ,   200.1, ,   225.5, ,    23.0, ,    21.9, ,   108.0, ,     9.3, ,    49.7, ,   150.5, ,   215.1, ,   140.3, ,   313.8, ,  1889.8, ,   888.7, ,   270.3, ,   167.0, ,   505.9, ,
1957,    81.7, ,   142.0, ,   261.6, , -9999.9,M,    48.3, ,    90.7, ,    69.7, ,   129.1, ,    58.1, ,   104.9, ,   100.6, ,   433.5, , -9999.9,M,   537.5, , -9999.9,M,   289.6, ,   263.5, ,
1958,   400.9, ,   346.9, ,   107.2, ,   120.1, ,    43.9, ,    48.6, ,     0.0, ,    55.0, ,   125.1, ,   206.0, ,   207.3, ,   307.8, ,  1968.8, ,  1181.2, ,   271.3, ,   103.5, ,   538.4, ,
1959,   303.6, ,   162.8, ,   242.0, ,    46.8, ,    47.6, ,   106.3, ,    32.5, ,    26.8, ,   142.9, ,   206.2, ,   165.0, ,   196.1, ,  1678.8, ,   774.2, ,   336.5, ,   165.7, ,   514.1, ,
1960,   310.7, ,   210.3, ,   110.2, ,   134.6, ,   140.4, ,    19.2, ,    11.5, ,   114.9, ,    60.5, ,   241.3, ,   242.2, ,   154.2, ,  1750.1, ,   717.1, ,   385.2, ,   145.6, ,   544.1, ,
1961,   294.5, ,   361.0, ,   247.1, ,   142.2, ,    73.0, ,    27.7, ,    59.6, ,    37.0, ,    68.2, ,   190.5, ,   219.2, ,   272.2, ,  1992.2, ,   809.6, ,   462.2, ,   124.4, ,   477.9, ,
1962,   150.0, ,    70.5, ,   130.0, ,    81.9, ,    34.0, ,    88.7, ,    32.5, ,   162.1, ,    53.5, ,   209.0, ,   382.6, ,   314.0, ,  1708.7, ,   492.7, ,   245.9, ,   283.3, ,   645.1, ,
1963, -9999.9,M,   227.2, ,   182.7, ,   114.1, ,    64.9, ,    67.2, ,    96.7, ,    48.3, ,    46.9, ,   277.3, , -9999.9,M,   303.4, , -9999.9,M, -9999.9,M,   361.7, ,   212.1, , -9999.9,M,
1964,   324.0, ,   148.1, ,   159.7, ,    55.6, ,    48.8, ,    57.2, ,   139.4, ,    52.1, ,   101.7, ,    72.7, ,   160.2, ,   185.4, ,  1504.9, ,   775.5, ,   264.1, ,   248.8, ,   334.5, ,
1965,   206.8, ,   184.9, ,    76.0, ,    90.3, ,    45.3, ,     3.2, ,    16.3, ,    92.1, ,    11.1, ,   282.2, ,   292.9, ,   319.6, ,  1620.8, ,   577.2, ,   211.6, ,   111.6, ,   586.2, ,
1966,   263.8, ,    86.5, ,   240.1, ,    12.1, ,    48.7, ,    85.0, ,    49.1, ,    48.6, ,    48.9, ,   158.4, ,   295.2, ,   407.7, ,  1744.0, ,   669.9, ,   300.9, ,   182.7, ,   502.5, ,
1967,   268.8, ,   163.4, ,   263.1, ,    88.9, ,    48.7, ,    12.1, ,    41.6, ,    18.2, ,    73.5, ,   350.6, ,   132.6, ,   367.0, ,  1828.6, ,   839.9, ,   400.8, ,    71.9, ,   556.7, ,
1968,   332.4, ,   160.3, ,   211.5, ,    64.6, ,   113.4, ,    78.8, ,    62.3, ,   100.9, ,    79.8, ,   330.9, ,   268.9, ,   415.1, ,  2218.8, ,   859.7, ,   389.4, ,   241.9, ,   679.6, ,
1969,   175.7, ,   242.2, ,   131.4, ,   144.9, ,    17.4, ,    34.3, ,    29.7, ,    92.3, ,   179.0, ,   205.8, ,   288.9, ,   387.9, ,  1929.4, ,   833.0, ,   293.7, ,   156.3, ,   673.6, ,
1970,   157.3, ,   102.3, ,   101.8, ,    71.6, ,    72.7, ,    33.9, ,    65.9, ,    15.3, ,    80.3, ,   154.4, ,   181.0, ,   401.5, ,  1438.1, ,   647.5, ,   246.1, ,   115.1, ,   415.7, ,
1971,   224.7, ,   158.0, ,   254.4, ,    81.5, ,    58.7, ,   109.1, ,    18.6, ,    44.2, ,    87.5, ,   238.9, ,   382.8, ,   153.9, ,  1812.3, ,   784.2, ,   394.6, ,   171.9, ,   709.2, ,
1972,    58.8, ,   179.0, ,   186.7, ,   122.6, ,    24.7, ,    98.8, ,    46.7, ,    30.0, ,   158.2, ,    59.3, ,   234.0, ,   254.3, ,  1452.9, ,   391.7, ,   333.9, ,   175.5, ,   451.5, ,
1973,   299.6, ,    80.3, ,   120.2, ,    21.5, ,    74.4, ,   101.0, ,    53.3, ,    23.0, ,    76.3, ,   277.2, ,   216.2, ,   324.2, ,  1667.2, ,   634.1, ,   216.1, ,   177.4, ,   569.7, ,
1974,   252.4, ,   273.7, ,   265.5, ,    77.1, ,    94.1, ,    27.6, ,   131.0, ,     3.9, ,    52.7, ,    62.7, ,   268.2, ,   378.4, ,  1887.3, ,   850.3, ,   436.7, ,   162.5, ,   383.6, ,
1975,   237.0, ,   197.0, ,   176.0, ,    53.6, ,   111.6, ,    65.3, ,    22.1, ,   169.9, ,     8.0, ,   386.1, ,   451.7, ,   212.8, ,  2091.0, ,   812.4, ,   341.2, ,   257.3, ,   845.8, ,
1976,   202.7, ,   159.3, ,   162.7, ,    78.9, ,    86.9, ,    43.9, ,    44.0, ,    83.1, ,    29.3, ,   128.4, ,    67.2, ,   160.9, ,  1247.3, ,   574.8, ,   328.5, ,   171.0, ,   224.8, ,
1977,   125.6, ,   100.8, ,   176.5, ,    49.8, ,   106.8, ,    27.4, ,    53.4, ,    46.4, ,   113.4, ,   247.4, ,   268.3, ,   176.4, ,  1492.0, ,   387.3, ,   333.1, ,   127.2, ,   629.0, ,
1978,   192.9, ,   121.9, ,   183.9, ,   146.0, ,    59.0, ,    26.8, ,     1.5, ,   125.0, ,   128.6, ,    94.4, ,   155.8, ,   224.1, ,  1459.9, ,   491.2, ,   388.9, ,   153.4, ,   378.8, ,
1979,    77.5, ,   284.9, ,    66.3, ,   100.3, ,    66.7, ,    54.6, ,    45.4, ,    70.7, ,   184.3, ,   165.2, ,    98.8, ,   355.4, ,  1570.0, ,   586.5, ,   233.3, ,   170.7, ,   448.3, ,
1980,    92.6, ,   163.8, ,   166.0, ,    92.5, ,    58.1, ,   107.7, ,    71.3, ,    71.4, ,   110.6, ,   157.1, ,   269.3, ,   283.7, ,  1644.2, ,   611.8, ,   316.6, ,   250.5, ,   537.0, ,
1981,   147.7, ,   153.5, ,    91.7, ,   105.0, ,   138.6, ,   109.0, ,    33.9, ,    72.3, ,   149.9, ,   188.0, ,   214.4, ,   299.1, ,  1703.2, ,   584.9, ,   335.4, ,   215.2, ,   552.3, ,
1982,   251.6, ,   196.4, ,    66.0, ,   108.6, ,     7.5, ,    19.8, ,    94.6, ,    53.0, ,    50.2, ,   329.6, ,   198.5, ,   325.9, ,  1701.8, ,   747.1, ,   182.2, ,   167.4, ,   578.3, ,
1983,   319.8, ,   352.7, ,   256.3, ,    72.5, ,    33.3, ,    87.5, ,    71.2, ,    38.3, ,    70.9, ,   127.4, ,   452.4, ,   143.2, ,  2025.3, ,   998.4, ,   362.1, ,   196.9, ,   650.6, ,
1984,   231.3, ,   242.5, ,   130.8, ,   173.7, ,   147.8, ,    56.0, ,    25.7, ,    70.6, ,    61.3, ,   265.7, ,   281.1, ,   134.9, ,  1821.3, ,   616.9, ,   452.3, ,   152.3, ,   608.0, ,
1985,    47.1, ,   170.6, ,   233.0, ,   107.0, , -9999.9,M,    34.7, ,     0.0, ,    23.1, ,    78.3, ,   234.1, ,    75.3, ,    85.1, , -9999.9,M,   352.5, , -9999.9,M,    57.8, ,   387.7, ,
1986,   348.3, ,   126.3, ,   149.8, ,   111.4, ,   112.4, ,    76.7, ,    49.7, ,     6.8, ,    52.6, ,    51.6, ,   306.0, ,   313.6, ,  1705.1, ,   559.6, ,   373.5, ,   133.2, ,   410.2, ,
1987,   345.9, ,   136.5, ,   166.3, ,    96.2, ,    77.9, ,    34.5, ,    69.6, ,    15.4, ,    28.2, ,    40.0, ,   175.1, ,   316.6, ,  1502.0, ,   796.0, ,   340.3, ,   119.5, ,   243.3, ,
1988,   236.0, ,   142.7, ,   203.7, ,    83.5, ,    82.5, ,    64.8, ,    42.9, ,    38.1, ,    84.3, ,   182.6, ,   372.8, ,   273.1, ,  1807.0, ,   695.2, ,   369.7, ,   145.8, ,   639.7, ,
1989,   153.8, ,   124.5, ,   142.4, ,   109.3, ,    64.6, ,    72.6, ,    87.1, ,    79.1, ,    27.9, ,   164.8, ,   201.8, ,   159.4, ,  1387.3, ,   551.4, ,   316.3, ,   238.8, ,   394.5, ,
1990,   249.4, ,   143.8, ,   117.8, ,   105.8, ,   100.2, ,   126.2, ,    15.9, ,    49.6, ,    11.0, ,   263.7, ,   357.4, ,   278.1, ,  1819.0, ,   552.6, ,   323.9, ,   191.8, ,   632.1, ,
1991,   161.0, ,   203.3, ,   109.0, ,   109.8, ,    38.0, ,    57.5, ,    56.2, ,    94.5, ,     7.4, ,    74.0, ,   336.4, ,   197.1, ,  1444.3, ,   642.4, ,   256.7, ,   208.3, ,   417.8, ,
1992,   467.1, ,   190.7, ,    34.8, ,   125.6, ,    32.9, ,    79.9, ,     8.1, ,    50.1, ,    58.2, ,   190.8, ,   239.9, ,   206.3, ,  1684.5, ,   855.0, ,   193.3, ,   138.1, ,   489.0, ,
1993,   183.8, ,     9.8, ,   142.3, ,   189.3, ,   181.2, ,    98.1, ,    62.9, ,    71.8, ,     2.1, ,    77.9, ,   111.2, ,   324.0, ,  1454.5, ,   399.9, ,   512.8, ,   232.8, ,   191.3, ,
1994,   186.3, ,   190.4, ,   113.2, ,   112.4, ,    33.2, ,   100.6, ,    11.7, ,   113.6, ,    42.1, ,   231.9, ,   279.9, ,   299.0, ,  1714.3, ,   700.7, ,   258.9, ,   225.8, ,   553.9, ,
1995,   288.4, ,   121.2, ,   221.6, ,    89.8, ,    49.3, ,    68.3, ,    91.3, ,    99.0, ,    27.7, ,   269.4, ,   432.8, ,   271.5, ,  2030.5, ,   708.6, ,   360.7, ,   258.7, ,   730.0, ,
1996,   193.2, ,   153.4, ,    84.7, ,   176.8, ,    74.3, ,    29.9, ,    41.3, ,    69.4, ,   120.0, ,   201.4, ,   211.4, , -9999.9,M, -9999.9,M,   618.1, ,   335.8, ,   140.7, ,   532.7, ,
1997,   173.5, ,   106.8, ,   201.8, ,    96.7, ,    93.2, ,   111.1, ,    57.4, ,    62.5, ,   238.1, ,   347.6, ,   196.7, ,   273.8, ,  1959.3, , -9999.9,M,   391.8, ,   230.9, ,   782.4, ,
1998,   373.9, ,   296.8, ,   124.0, ,    23.3, ,    64.9, ,    72.7, ,    60.9, ,    18.6, ,     9.4, ,   206.5, ,   417.8, ,   311.0, ,  1980.0, ,   944.6, ,   212.3, ,   152.2, ,   633.7, ,
1999,   346.6, ,   460.9, ,   201.7, ,    49.7, ,    96.7, ,    75.5, ,    24.9, ,    76.6, ,    56.9, ,   160.4, ,   314.3, ,   276.6, ,  2140.8, ,  1118.4, ,   348.1, ,   177.0, ,   531.7, ,
2000,   136.5, ,   129.0, ,   166.6, ,    53.2, ,    89.2, ,    49.9, ,    31.6, ,    29.7, ,    41.7, ,   169.6, ,   127.2, ,   179.3, ,  1203.4, ,   542.1, ,   308.9, ,   111.2, ,   338.5, ,
2001,   103.0, ,   103.6, ,   111.5, ,   114.3, ,    59.3, ,    58.3, ,    24.1, ,    82.7, ,    46.3, ,   226.6, ,   330.2, ,   307.0, ,  1566.9, ,   385.9, ,   285.1, ,   165.1, ,   603.1, ,
2002,   214.8, ,   108.2, ,   104.4, ,   115.6, ,    43.8, ,    73.7, ,    48.8, ,    11.0, ,    52.3, ,    51.5, ,   252.9, ,   310.3, ,  1387.2, ,   630.0, ,   263.8, ,   133.4, ,   356.6, ,
2003,   259.8, ,    48.9, ,   243.1, ,   161.6, ,    56.2, ,    24.0, ,    16.5, ,     7.4, ,    46.9, ,   273.1, ,   112.1, ,   323.3, ,  1572.9, ,   619.0, ,   460.8, ,    47.9, ,   432.1, ,
2004,   171.4, ,   121.9, ,   164.1, ,    30.5, ,    48.4, ,    26.2, ,     8.7, ,    67.6, ,   131.3, ,   179.3, ,   314.8, ,   249.2, ,  1513.4, ,   616.6, ,   243.0, ,   102.5, ,   625.4, ,
2005,   159.2, ,    47.8, ,   139.1, ,   156.0, ,   125.1, ,    71.6, ,    73.0, ,    37.2, ,    56.8, ,   276.1, ,   168.9, ,   251.3, ,  1562.0, ,   456.3, ,   420.2, ,   181.8, ,   501.8, ,
2006,   487.3, ,   145.0, ,   255.9, ,    64.0, ,    29.5, ,    17.4, ,    32.9, ,     5.4, ,    57.0, ,    89.5, ,   395.9, ,   313.6, ,  1893.4, ,   883.6, ,   349.4, ,    55.7, ,   542.4, ,
2007,   246.9, ,   227.0, ,   155.9, ,   111.4, ,    35.7, ,    89.2, ,    53.7, ,    54.6, ,   171.5, ,   226.2, ,   293.5, ,   374.6, ,  2040.3, ,   787.5, ,   303.0, ,   197.5, ,   691.3, ,
2008,   259.6, ,   121.1, ,   101.0, ,    53.2, ,    84.5, ,    41.2, ,    42.1, ,    57.6, ,    34.9, ,   171.7, ,   244.2, ,   207.9, ,  1419.0, ,   755.3, ,   238.7, ,   140.9, ,   450.8, ,
2009,   200.3, ,   109.8, ,   114.2, ,    34.1, ,    93.5, ,    37.2, ,    54.5, ,    21.1, ,    76.9, ,   234.6, ,   478.6, ,   103.3, ,  1558.0, ,   518.0, ,   241.8, ,   112.8, ,   790.1, ,
2010,   323.8, ,   191.8, ,   149.7, ,   120.7, ,    92.1, ,    46.8, ,     0.7, ,    35.3, ,   122.6, ,   188.0, ,   263.8, ,   545.2, ,  2080.3, ,   618.8, ,   362.5, ,    82.8, ,   574.3, ,
