1968,    68.5, ,   124.3, ,    31.2, ,    75.0, ,    70.8, ,    72.1, ,    69.1, ,   167.5, ,    84.7, ,    77.3, ,    97.4, ,   165.5, ,  1103.4, ,   316.9, ,   177.0, ,   308.8, ,   259.4, ,
1969,   112.2, ,    34.1, ,    55.9, ,    94.4, ,   112.4, ,    98.4, ,   174.3, ,    43.5, ,    79.5, ,   113.8, ,   108.0, ,    72.9, ,  1099.4, ,   311.8, ,   262.7, ,   316.2, ,   301.3, ,
1970,   104.4, ,    32.3, ,    72.0, ,    79.2, ,    48.7, ,    51.3, ,   201.4, ,    85.4, ,   163.5, ,   119.3, ,    51.3, ,   117.3, ,  1126.1, ,   209.6, ,   199.9, ,   338.1, ,   334.1, ,
1971,   149.8, ,   120.7, ,    68.3, ,    49.4, ,    47.1, ,    60.1, ,    72.3, ,    91.5, ,    90.4, ,    32.7, ,   107.5, ,   138.5, ,  1028.4, ,   387.8, ,   164.8, ,   223.9, ,   230.7, ,
1972,   187.9, ,    95.4, ,    95.9, ,    42.0, ,    71.1, ,    91.8, ,    94.8, ,   113.4, ,   130.4, ,    89.9, ,    82.3, ,   170.2, ,  1265.1, ,   421.8, ,   209.0, ,   300.0, ,   302.6, ,
1973,   111.9, ,    56.7, ,   115.5, ,    54.0, ,   128.9, ,    90.8, ,   143.2, ,    75.5, ,    90.0, ,   115.4, ,   122.5, ,   142.5, ,  1246.7, ,   338.8, ,   298.3, ,   309.4, ,   327.9, ,
1974,   134.7, ,    92.3, ,    95.2, ,    96.7, ,    88.7, ,   100.3, ,    37.0, ,    84.6, ,   105.3, ,    93.4, ,   109.3, ,    75.1, ,  1112.7, ,   369.5, ,   280.6, ,   222.0, ,   308.0, ,
1975,   125.8, ,   112.8, ,    74.4, ,    65.0, ,    40.5, ,    60.3, ,    78.6, ,    86.7, ,   114.4, ,    37.8, ,   122.7, ,   132.7, ,  1051.8, ,   313.7, ,   179.9, ,   225.6, ,   274.9, ,
1976,   105.0, ,   110.8, ,   160.5, ,    17.6, ,   100.6, ,   111.8, ,    60.8, ,    36.6, ,    95.1, ,   101.7, ,   137.2, ,   146.8, ,  1184.7, ,   348.5, ,   278.8, ,   209.3, ,   334.0, ,
1977,   253.0, ,    92.4, ,    71.6, ,    61.7, ,    23.4, ,    41.9, ,   140.9, ,   125.5, ,   108.6, ,   100.9, ,   176.0, ,   171.6, ,  1367.5, ,   492.1, ,   156.7, ,   308.3, ,   385.6, ,
1978,   139.9, ,    56.7, ,    55.1, ,    40.3, ,    64.4, ,    80.5, ,    39.0, ,    54.8, ,   163.9, ,    62.0, ,    78.8, ,   142.3, ,   977.7, ,   368.3, ,   159.9, ,   174.2, ,   304.7, ,
1979,   166.0, ,    67.3, ,    80.3, ,   120.5, ,    72.5, ,    86.5, ,    16.2, ,   161.3, ,    36.4, , -9999.9,M, -9999.9,M,   133.3, , -9999.9,M,   375.6, ,   273.3, ,   264.0, , -9999.9,M,
1980,   104.7, ,    56.4, ,    99.1, ,    88.0, ,    82.9, ,   112.0, ,   211.9, ,    45.5, ,   113.3, ,    95.8, ,    93.9, ,   251.1, ,  1354.7, ,   294.4, ,   270.0, ,   369.4, ,   303.0, ,
1981,    68.0, ,   170.7, ,    46.5, ,    79.8, ,    69.3, ,   131.9, ,    30.8, ,   133.9, ,   118.9, ,    95.9, ,    87.8, ,   116.3, ,  1149.7, ,   489.8, ,   195.6, ,   296.6, ,   302.5, ,
1982,   209.3, ,    83.5, ,   103.9, ,    59.3, ,    50.1, ,   118.0, ,    47.6, ,    85.8, ,    98.8, ,    89.8, ,   121.5, ,   119.5, ,  1187.2, ,   409.0, ,   213.3, ,   251.5, ,   310.1, ,
1983,   102.1, ,    49.2, ,   103.4, ,    97.2, ,   180.8, ,    50.4, ,    49.6, ,    35.4, ,   133.2, ,   114.3, ,   129.8, ,   214.3, ,  1259.7, ,   270.9, ,   381.4, ,   135.4, ,   377.3, ,
1984,   123.9, ,    75.0, ,    76.8, ,    71.9, ,    97.7, ,    47.9, ,    82.2, ,   150.8, ,   136.9, ,    63.8, ,   119.7, ,   151.6, ,  1198.3, ,   413.2, ,   246.4, ,   280.9, ,   320.4, ,
1985,   235.6, ,   181.0, ,   107.3, ,   118.4, ,    80.2, ,    48.5, ,    80.5, ,   141.4, ,   150.2, ,   147.5, ,   179.4, ,   209.5, ,  1679.4, ,   568.2, ,   305.9, ,   270.4, ,   477.1, ,
1986,   100.1, ,    78.7, ,    95.5, ,    67.4, ,    89.6, ,    92.4, ,    92.2, ,    37.6, ,   203.2, ,    97.3, ,    37.1, ,    93.2, ,  1084.4, ,   388.2, ,   252.5, ,   222.2, ,   337.6, ,
1987,    87.2, ,    30.3, ,    55.7, ,    42.7, ,    54.3, ,    88.7, ,    50.0, ,   131.1, ,   155.2, ,   110.5, ,   138.9, ,    99.1, ,  1043.6, ,   210.7, ,   152.7, ,   269.8, ,   404.6, ,
1988,   121.6, ,   171.9, ,    49.7, ,    98.6, ,    48.9, ,    69.1, ,    65.8, ,   162.5, ,    91.2, ,   167.4, ,   129.9, ,   201.4, ,  1378.1, ,   392.7, ,   197.3, ,   297.4, ,   388.5, ,
1989,   113.3, ,   113.4, ,   123.2, ,    34.8, ,    68.8, ,    82.4, ,     0.6, ,    33.6, ,    66.2, ,    77.3, ,   250.5, ,   251.6, ,  1215.8, ,   428.1, ,   226.8, ,   116.6, ,   394.1, ,
1990,   106.3, ,    96.8, ,    70.9, ,    80.2, ,    92.4, ,    91.6, ,   104.0, ,    43.4, ,    95.6, ,   166.6, ,   160.9, ,   145.4, ,  1254.2, ,   454.7, ,   243.6, ,   239.0, ,   423.1, ,
1991,   118.9, ,    88.8, ,   111.1, ,   105.9, ,   110.8, ,     7.7, ,   124.8, ,    24.0, ,   115.5, ,   133.0, ,   108.3, ,   125.1, ,  1173.8, ,   353.1, ,   327.7, ,   156.5, ,   356.8, ,
1992,   103.9, ,    88.5, ,    52.1, ,   102.3, ,    40.5, ,    65.6, ,    73.3, ,    83.7, ,    94.6, ,    58.3, ,   170.7, ,   101.2, ,  1034.6, ,   317.4, ,   194.9, ,   222.6, ,   323.6, ,
1993,   158.4, ,    84.1, ,    50.7, ,    90.8, ,    78.0, ,   126.1, ,    49.4, ,    54.9, ,   129.9, ,   109.8, ,    77.9, ,   111.6, ,  1121.8, ,   343.8, ,   219.5, ,   230.4, ,   317.6, ,
1994,   168.8, ,    58.4, ,    74.9, ,    63.1, ,   104.3, ,    89.9, ,    88.4, ,   112.8, ,    79.7, ,    80.0, ,   123.8, ,    35.4, ,  1079.5, ,   338.9, ,   242.3, ,   291.1, ,   283.5, ,
1995,   138.6, ,    93.4, ,    50.7, ,    95.3, ,    97.4, ,    46.0, ,    67.6, ,   110.4, ,   103.5, ,   123.6, ,   201.6, ,   151.9, ,  1280.1, ,   267.4, ,   243.4, ,   224.0, ,   428.7, ,
1996,   126.3, ,   110.7, ,    62.3, ,   100.6, ,    53.3, ,    85.3, ,    97.5, ,    68.8, ,   100.0, ,    91.1, ,   172.6, ,   141.3, ,  1209.8, ,   388.9, ,   216.2, ,   251.6, ,   363.7, ,
1997,   237.0, ,   173.1, ,   101.8, ,    63.8, ,    85.2, ,    57.1, ,   106.0, ,   135.6, ,    77.4, ,   117.4, ,    80.1, ,    40.3, ,  1274.8, ,   551.4, ,   250.8, ,   298.6, ,   275.0, ,
1998,   149.2, ,    22.1, ,   152.9, ,    43.4, ,    53.7, ,    40.6, ,    22.7, ,    76.8, ,    86.0, ,    59.9, ,   103.1, ,    86.5, ,   896.7, ,   211.6, ,   249.9, ,   140.1, ,   249.0, ,
1999,   205.5, ,    69.3, ,    25.0, ,    48.0, ,    60.7, ,    64.5, ,    72.4, ,   125.4, ,   116.4, ,   107.2, ,   119.3, ,   124.4, ,  1138.1, ,   361.3, ,   133.6, ,   262.3, ,   342.9, ,
2000,    91.6, ,    71.6, ,    63.8, ,    91.3, ,   146.1, ,   119.1, ,    51.9, ,   116.2, ,    77.4, ,    47.9, ,   141.7, ,   192.2, ,  1211.0, ,   287.7, ,   301.2, ,   287.2, ,   267.1, ,
2001,    72.3, ,   126.5, ,    64.4, ,    34.4, ,   117.7, ,    62.8, ,    35.2, ,    85.2, ,   159.7, ,   159.0, ,    75.1, ,   155.9, ,  1148.2, ,   391.0, ,   216.5, ,   183.2, ,   393.8, ,
2002,    59.1, ,    80.2, ,   105.7, ,   114.1, ,    98.4, ,    83.1, ,    36.0, ,    58.4, ,    64.5, ,   102.8, ,    85.7, ,    66.1, ,   954.0, ,   295.2, ,   318.2, ,   177.5, ,   253.0, ,
2003,   130.4, ,    95.2, ,    80.5, ,    83.0, ,   105.5, ,    98.8, ,   102.2, ,    56.4, ,   144.6, ,   137.8, ,   165.3, ,    78.2, ,  1277.9, ,   291.7, ,   269.1, ,   257.4, ,   447.7, ,
2004,   172.9, ,    52.8, ,    97.4, ,    58.8, ,   193.4, ,    75.7, ,    59.5, ,    69.6, ,    14.5, ,   100.6, ,    85.5, ,   191.3, ,  1171.9, ,   303.8, ,   349.6, ,   204.9, ,   200.5, ,
2005,   138.6, ,    59.7, ,    52.4, ,    87.5, ,    19.6, ,    65.6, ,    74.5, ,    73.5, ,    87.6, ,    92.1, ,   216.4, ,   165.6, ,  1133.0, ,   389.7, ,   159.4, ,   213.6, ,   396.0, ,
2006,   109.4, ,   158.2, ,    71.2, ,    87.7, ,    77.1, ,    24.9, ,    83.9, ,    55.7, ,    85.7, ,   177.1, ,    92.9, ,   108.4, ,  1132.3, ,   433.2, ,   236.0, ,   164.5, ,   355.7, ,
2007,    94.1, ,   161.5, ,    80.6, ,    77.6, ,    55.2, ,    67.3, ,    74.1, ,    39.5, ,    90.6, ,   103.2, ,    95.9, ,   139.2, ,  1078.7, ,   364.0, ,   213.4, ,   180.9, ,   289.7, ,
2008,   159.0, ,   111.0, ,    84.0, ,    49.2, ,   142.5, ,   101.1, ,   121.1, ,    48.6, ,   101.6, ,    62.5, ,   164.6, ,   208.4, ,  1353.7, ,   409.2, ,   275.8, ,   270.8, ,   328.6, ,
2009,    94.4, ,    83.4, ,    61.9, ,   130.5, ,    64.2, ,   122.9, ,    64.0, ,    57.6, ,    50.7, ,   130.5, ,    37.2, ,   113.9, ,  1011.2, ,   386.3, ,   256.6, ,   244.5, ,   218.3, ,
2010,    84.2, ,    39.5, ,     9.8, ,    43.7, ,    77.1, ,   169.8, ,    55.7, ,    81.6, , -9999.9,M,    47.4, ,    80.9, ,    97.7, , -9999.9,M,   237.6, ,   130.6, ,   307.1, , -9999.9,M,
