1932,    18.0, ,    30.1, ,    22.5, ,    23.7, ,    12.6, ,    15.4, ,    94.1, ,    22.9, ,    30.2, ,    40.1, ,    62.9, ,    11.5, ,   384.0, ,    71.1, ,    58.8, ,   132.5, ,   133.2, ,
1933,    34.1, ,    22.6, ,    45.9, ,     5.4, ,    40.5, ,    70.7, ,    26.7, ,     7.0, ,    46.4, ,    30.8, ,    74.4, ,    43.5, ,   448.1, ,    68.2, ,    91.8, ,   104.4, ,   151.6, ,
1934,    33.5, ,    11.5, ,    30.3, ,     4.0, ,    33.0, ,    13.3, ,    71.6, ,    34.3, ,    72.7, ,    51.6, ,    48.2, ,    12.9, ,   416.9, ,    88.4, ,    67.3, ,   119.3, ,   172.5, ,
1935,    45.6, ,    20.3, ,    23.6, ,     4.7, ,     7.5, ,   104.4, ,    40.8, ,    25.7, ,    28.0, ,    44.0, ,    36.3, ,    39.6, ,   420.5, ,    78.8, ,    35.8, ,   171.0, ,   108.3, ,
1936,    60.3, ,    21.0, ,    31.0, ,    31.9, ,    40.5, ,    60.2, ,    58.5, ,    44.8, ,    47.4, ,    37.8, ,    15.8, ,    21.8, ,   471.0, ,   120.8, ,   103.4, ,   163.5, ,   101.1, ,
1937,    27.5, ,    15.9, ,     8.3, ,    34.2, ,    37.6, ,    56.4, ,    36.0, ,    66.3, ,    52.3, ,    37.2, ,    22.6, ,    18.3, ,   412.5, ,    65.1, ,    80.1, ,   158.7, ,   112.1, ,
1938,    27.3, ,    35.3, ,    11.6, ,     9.3, ,     6.4, ,    38.4, ,    38.9, ,    19.2, ,    31.8, ,    48.9, ,    26.9, ,    21.8, ,   315.9, ,    80.9, ,    27.3, ,    96.6, ,   107.6, ,
1939,    59.3, ,    49.4, ,    16.7, ,    33.9, ,    87.6, ,    31.2, ,    31.1, ,     7.7, ,    30.2, ,    62.6, ,   107.6, ,    51.6, ,   568.9, ,   130.5, ,   138.3, ,    69.9, ,   200.4, ,
1940,    50.4, ,    22.4, ,    21.3, ,    32.2, ,    21.8, ,    29.6, ,    80.7, ,    39.6, ,     3.8, ,    42.2, ,    26.2, ,    29.4, ,   399.6, ,   124.4, ,    75.3, ,   149.9, ,    72.2, ,
1941,    25.1, ,    28.7, ,    12.7, ,     5.1, ,    41.1, ,    62.7, ,    15.5, ,    38.6, ,    81.4, ,    35.2, ,    22.0, ,    47.7, ,   415.6, ,    83.1, ,    58.9, ,   116.7, ,   138.6, ,
1942,    18.4, ,     7.1, ,    11.0, ,    13.5, ,    61.7, ,    67.3, ,    68.3, ,    18.0, ,    34.4, ,    29.0, ,    48.0, ,    60.7, ,   437.6, ,    73.3, ,    86.2, ,   153.6, ,   111.5, ,
1943,    18.5, ,    40.6, ,    22.7, ,    12.5, ,    27.1, ,    44.1, ,    52.3, ,    49.8, ,    35.8, ,    20.4, ,    13.3, ,    13.0, ,   350.0, ,   119.8, ,    62.3, ,   146.2, ,    69.5, ,
1944,    20.7, ,    37.0, ,    25.1, ,    22.4, ,    21.1, ,    40.9, ,    35.3, ,    30.8, ,    66.0, ,    20.8, ,    34.6, ,    32.1, ,   386.7, ,    70.6, ,    68.6, ,   107.0, ,   121.3, ,
1945,    52.7, ,     9.6, ,    15.7, ,    19.3, ,    43.0, ,    62.9, ,    19.0, ,     4.6, ,    42.3, ,    47.5, ,    75.5, ,    45.4, ,   437.4, ,    94.4, ,    78.0, ,    86.4, ,   165.2, ,
1946,    54.7, ,    31.0, ,    20.7, ,    11.8, ,     5.4, ,    60.7, ,    55.6, ,    10.4, ,    32.3, ,    39.8, ,    28.3, ,    38.5, ,   389.2, ,   131.1, ,    37.9, ,   126.7, ,   100.4, ,
1947,    41.4, ,    38.0, ,     8.9, ,    17.9, ,    31.7, ,    74.5, ,    64.6, ,    29.0, ,    39.8, ,    63.8, ,    31.3, ,    52.4, ,   493.5, ,   118.0, ,    58.5, ,   168.1, ,   135.0, ,
1948,    40.7, ,    50.1, ,    19.9, ,    19.3, ,    35.7, ,     3.6, ,    95.4, ,    84.2, ,    43.6, ,    18.6, ,    58.3, ,    33.4, ,   502.6, ,   143.2, ,    74.8, ,   183.2, ,   120.5, ,
1949,    50.5, ,    44.0, ,    18.1, ,    18.7, ,    51.5, ,    28.7, ,    47.2, ,    60.7, ,    28.3, ,    50.2, ,    38.0, ,    74.0, ,   509.9, ,   127.8, ,    88.2, ,   136.7, ,   116.6, ,
1950,    13.1, ,    51.7, ,    19.1, ,    38.7, ,    19.7, ,    11.4, ,    54.6, ,    85.5, ,    14.8, ,    57.1, ,    71.7, ,    62.4, ,   499.8, ,   138.8, ,    77.5, ,   151.5, ,   143.6, ,
1951,    17.8, ,    50.3, ,    27.0, ,     7.9, ,    37.9, ,     3.9, ,    40.5, ,    18.6, ,    24.1, ,    43.2, ,    53.7, ,    29.0, ,   354.1, ,   130.5, ,    72.9, ,    62.9, ,   121.1, ,
1952,    72.9, ,    45.4, ,    32.6, ,    19.8, ,     4.3, ,    64.0, ,    21.8, ,    32.2, ,    46.2, ,    10.9, ,    29.6, ,    21.3, ,   401.0, ,   147.3, ,    56.7, ,   118.0, ,    86.7, ,
1953,    79.2, ,    14.5, ,    13.2, ,    59.1, ,    53.1, ,    87.0, ,    88.1, ,    22.6, ,    84.9, ,    51.1, ,    28.2, ,    37.3, ,   618.4, ,   115.0, ,   125.4, ,   197.7, ,   164.3, ,
1954,    32.0, ,    42.4, ,    13.2, ,     9.4, ,    39.4, ,    58.9, ,    72.7, ,    75.4, ,    94.6, ,    32.6, ,    57.2, ,    48.5, ,   576.2, ,   111.7, ,    62.0, ,   206.9, ,   184.3, ,
1955,    24.0, ,    44.2, ,    28.3, ,    11.4, ,    27.0, ,    18.5, ,   104.2, ,    25.0, ,    18.0, ,    46.3, ,    56.7, ,    56.2, ,   459.9, ,   116.6, ,    66.7, ,   147.7, ,   121.1, ,
1956,    50.2, ,    50.0, ,    34.4, ,     8.6, ,     1.9, ,    72.5, ,    40.6, ,    39.6, ,    28.5, ,    20.7, ,    28.2, ,    74.9, ,   450.2, ,   156.5, ,    44.9, ,   152.7, ,    77.4, ,
1957,    25.0, ,    28.0, ,    36.0, ,    30.6, ,    38.8, ,    63.9, ,   108.6, ,   123.8, ,    24.2, ,    40.1, ,    68.7, ,    62.2, ,   650.0, ,   128.0, ,   105.5, ,   296.3, ,   132.9, ,
1958,    38.7, ,    42.7, ,    38.9, ,    24.4, ,    14.3, ,    47.8, ,    14.0, ,    67.8, ,    84.3, ,    16.3, ,    32.0, ,    82.2, ,   503.6, ,   143.6, ,    77.6, ,   129.7, ,   132.7, ,
1959,    69.7, ,    32.6, ,    22.5, ,    46.0, ,    49.7, ,   100.0, ,    80.3, ,   101.6, ,    86.4, ,    85.3, ,    66.0, ,    30.3, ,   770.2, ,   184.5, ,   118.2, ,   281.9, ,   237.7, ,
1960,    27.7, ,    50.1, ,    30.4, ,    30.8, ,   111.1, ,    38.0, ,    18.3, ,    97.0, ,    21.5, ,    62.4, ,    29.1, ,    34.3, ,   550.8, ,   108.1, ,   172.3, ,   153.3, ,   113.1, ,
1961,    30.4, ,    39.7, ,    24.4, ,    20.2, ,    43.8, ,    54.4, ,    32.4, ,    20.8, ,    64.7, ,    45.1, ,    41.4, ,    46.6, ,   463.9, ,   104.4, ,    88.4, ,   107.6, ,   151.2, ,
1962,    45.6, ,     5.7, ,    13.8, ,    19.6, ,    27.0, ,    58.8, ,     7.0, ,    71.2, ,    38.8, ,    76.4, ,    32.6, ,    65.1, ,   461.7, ,    97.9, ,    60.5, ,   136.9, ,   147.9, ,
1963,    16.3, ,    34.4, ,    38.6, ,    31.1, ,    12.4, ,    34.1, ,    53.4, ,    51.3, ,    71.5, ,    20.3, ,    39.8, ,    35.0, ,   438.1, ,   115.8, ,    82.1, ,   138.8, ,   131.6, ,
1964,    37.3, ,    20.0, ,    60.6, ,    14.8, ,    38.3, ,   116.2, ,    91.7, ,    50.1, ,    90.0, ,    48.4, ,    46.1, ,    32.2, ,   645.7, ,    92.3, ,   113.8, ,   258.0, ,   184.5, ,
1965,    63.0, ,    25.7, ,     5.0, ,    30.3, ,    43.6, ,     5.4, ,    36.2, ,    29.5, ,    23.7, ,    59.2, ,    16.2, ,    25.4, ,   363.4, ,   120.8, ,    79.0, ,    71.1, ,    99.2, ,
1966,    94.0, ,    18.8, ,    26.7, ,    21.1, ,    28.9, ,    51.0, ,    28.6, ,    92.1, ,    35.1, ,    29.5, ,    46.5, ,    60.7, ,   533.0, ,   138.3, ,    76.6, ,   171.8, ,   111.1, ,
1967,    43.2, ,    20.1, ,    32.7, ,    16.1, ,    40.7, ,    13.6, ,    40.2, ,    16.1, ,    45.0, ,    64.9, ,    45.9, ,    67.4, ,   445.9, ,   124.0, ,    89.5, ,    70.0, ,   155.8, ,
1968,    52.8, ,    24.3, ,    27.8, ,    30.5, ,    46.8, ,    71.6, ,    65.0, ,    68.3, ,    63.7, ,    71.3, ,    30.0, ,    33.8, ,   586.0, ,   144.5, ,   105.1, ,   204.9, ,   165.0, ,
1969,    29.4, ,     7.4, ,    25.5, ,    42.3, ,    22.1, ,    37.7, ,    24.6, ,    76.0, ,   100.9, ,    51.0, ,    55.1, ,    54.3, ,   526.1, ,    70.6, ,    89.9, ,   138.3, ,   207.0, ,
1970,    35.4, ,    22.8, ,    26.4, ,    12.5, ,    38.8, ,    17.2, ,    97.2, ,    18.0, ,    77.0, ,    18.2, ,    56.9, ,    47.5, ,   467.8, ,   112.4, ,    77.7, ,   132.4, ,   152.1, ,
1971,    57.7, ,    33.3, ,    42.8, ,    10.1, ,    23.5, ,    70.4, ,    66.9, ,    76.6, ,    39.1, ,    44.6, ,    57.0, ,    82.6, ,   604.7, ,   138.6, ,    76.4, ,   213.9, ,   140.7, ,
1972,    53.0, ,    66.6, ,    60.5, ,    17.3, ,     3.6, ,   107.2, ,    70.5, ,    35.9, ,    60.2, ,    41.9, ,    43.6, ,    85.8, ,   646.1, ,   202.3, ,    81.4, ,   213.6, ,   145.7, ,
1973,    30.3, ,    21.4, ,    22.8, ,     5.6, ,    43.9, ,    40.0, ,    18.3, ,    16.8, ,    67.6, ,    40.7, ,    79.5, ,    57.4, ,   444.3, ,   137.4, ,    72.3, ,    75.2, ,   187.8, ,
1974,   102.2, ,    40.9, ,    40.8, ,    52.4, ,    24.7, ,    13.1, ,    51.6, ,     8.4, ,    51.5, ,    43.7, ,    43.6, ,    50.9, ,   523.8, ,   200.5, ,   117.9, ,    73.1, ,   138.8, ,
1975,    53.5, ,    10.0, ,    36.2, ,    21.4, ,    20.2, ,    39.8, ,    48.4, ,   107.5, ,    18.0, ,    48.9, ,    77.6, ,    72.4, ,   553.9, ,   114.4, ,    77.8, ,   195.7, ,   144.5, ,
1976,    91.1, ,    30.2, ,    28.7, ,    13.2, ,    59.0, ,    57.7, ,    57.8, ,    70.1, ,    27.7, ,    23.4, ,    22.2, ,    65.3, ,   546.3, ,   193.7, ,   100.9, ,   185.5, ,    73.3, ,
1977,    51.6, ,    31.0, ,    41.8, ,    11.6, ,    92.2, ,    24.0, ,    92.6, ,    43.8, ,    58.8, ,    43.1, ,    26.5, ,    45.7, ,   562.7, ,   147.8, ,   145.6, ,   160.4, ,   128.3, ,
1978,    29.6, ,    14.1, ,    23.1, ,     8.8, ,    22.9, ,    39.5, ,    40.4, ,   105.7, ,    27.6, ,    25.2, ,    53.7, ,    39.6, ,   430.2, ,    89.3, ,    54.7, ,   185.6, ,   106.5, ,
1979,    31.1, ,    55.6, ,    11.2, ,    13.8, ,    49.1, ,    34.1, ,    42.6, ,     7.8, ,    40.4, ,    31.4, ,     1.7, ,    51.2, ,   369.8, ,   126.3, ,    74.1, ,    84.5, ,    73.4, ,
1980,    26.6, ,    23.1, ,    19.6, ,     6.8, ,    42.4, ,    52.4, ,    41.9, ,    48.3, ,    44.9, ,    24.8, ,    38.4, ,   106.2, ,   475.6, ,   100.9, ,    68.9, ,   142.6, ,   108.2, ,
1981,    13.9, ,    18.8, ,    10.3, ,    45.1, ,    54.6, ,    58.1, ,    18.8, ,    13.9, ,    42.0, ,    34.7, ,    43.1, ,    23.3, ,   376.6, ,   138.9, ,   110.0, ,    90.8, ,   119.8, ,
1982,   123.7, ,    77.9, ,    11.3, ,    12.9, ,    26.6, ,    18.4, ,   100.0, ,    76.5, ,    40.2, ,    45.7, ,    35.0, ,    40.7, ,   609.0, ,   225.0, ,    50.8, ,   194.9, ,   120.9, ,
1983,    41.5, ,    21.4, ,    13.1, ,     6.0, ,    13.0, ,    83.7, ,   127.4, ,    25.4, ,    28.4, ,    23.4, ,    36.3, ,    19.6, ,   439.1, ,   103.6, ,    32.1, ,   236.6, ,    88.1, ,
1984,    31.3, ,    19.6, ,    25.4, ,    13.2, ,    82.1, ,    70.1, ,    26.8, ,    66.0, ,    49.2, ,    54.0, ,    40.7, ,    29.9, ,   508.2, ,    70.5, ,   120.7, ,   162.9, ,   143.8, ,
1985,    30.8, ,    29.4, ,    18.4, ,    18.5, ,    19.0, ,    25.9, ,    19.3, ,    39.9, ,    64.2, ,    62.8, ,    19.7, ,    12.5, ,   360.4, ,    90.0, ,    56.0, ,    85.1, ,   146.7, ,
1986,    47.5, ,    30.4, ,    31.3, ,    25.9, ,    36.7, ,    55.7, ,    47.7, ,    14.8, ,    83.5, ,    27.2, ,    68.1, ,    19.2, ,   488.0, ,    90.4, ,    93.8, ,   118.2, ,   178.8, ,
1987,    24.3, ,    19.2, ,    37.6, ,    33.2, ,    23.4, ,    44.9, ,    26.5, ,    54.6, ,    16.6, ,    37.5, ,    60.7, ,    37.1, ,   415.8, ,    62.7, ,    94.2, ,   126.1, ,   114.8, ,
1988,    69.8, ,    36.3, ,    15.6, ,    37.6, ,    73.9, ,    37.9, ,    32.9, ,    59.4, ,    25.1, ,    37.2, ,    40.3, ,    63.4, ,   529.4, ,   143.2, ,   127.2, ,   130.2, ,   102.6, ,
1989,    44.5, ,    11.6, ,    29.6, ,    15.2, ,    31.9, ,    19.3, ,    37.5, ,    50.5, ,    10.2, ,    32.8, ,    47.3, ,    76.6, ,   407.1, ,   119.5, ,    76.7, ,   107.3, ,    90.4, ,
1990,    53.1, ,    38.0, ,    40.2, ,    24.1, ,    57.0, ,    82.5, ,    45.8, ,    26.8, ,    19.8, ,    68.5, ,    46.4, ,    58.8, ,   561.0, ,   167.7, ,   121.3, ,   155.0, ,   134.8, ,
1991,    26.9, ,    22.0, ,     6.1, ,    39.8, ,    29.4, ,    65.3, ,    61.3, ,    32.0, ,    19.1, ,    59.7, ,    72.3, ,    58.2, ,   492.2, ,   107.7, ,    75.4, ,   158.6, ,   151.1, ,
1992,    49.6, ,    44.7, ,     5.5, ,    18.8, ,    35.3, ,    22.6, ,    19.5, ,     8.6, ,    78.0, ,    54.2, ,    37.0, ,    59.1, ,   432.9, ,   152.5, ,    59.6, ,    50.8, ,   169.1, ,
1993,    20.1, ,     6.7, ,    11.5, ,    40.2, ,    50.7, ,   147.0, ,    51.4, ,    60.3, ,    12.9, ,    18.6, ,    40.8, ,    39.3, ,   499.5, ,    85.8, ,   102.4, ,   258.7, ,    72.4, ,
1994,   100.0, ,    75.6, ,    13.6, ,    18.4, ,    24.7, ,    49.8, ,    20.9, ,    36.8, ,    70.6, ,    43.3, ,    50.6, ,    33.0, ,   537.1, ,   214.8, ,    56.7, ,   107.5, ,   164.4, ,
1995,    27.8, ,    34.7, ,    40.6, ,    19.9, ,     6.6, ,    24.9, ,    73.2, ,    85.8, ,     8.6, ,    56.9, ,    65.8, ,    55.6, ,   500.4, ,    95.6, ,    67.1, ,   183.8, ,   131.3, ,
1996,    39.1, ,    25.8, ,    28.5, ,    59.7, ,    47.5, ,    50.8, ,    68.9, ,    52.7, ,    57.9, ,    58.7, ,    91.3, ,    36.9, ,   617.9, ,   120.5, ,   135.7, ,   172.4, ,   207.9, ,
1997,    66.8, ,    27.6, ,    47.8, ,    22.8, ,    47.7, ,    40.3, ,    28.8, ,    53.3, ,    48.0, ,    68.4, ,    23.7, ,    41.6, ,   516.9, ,   131.3, ,   118.3, ,   122.5, ,   140.0, ,
1998,    29.4, ,    33.8, ,    30.1, ,    23.9, ,    17.1, ,    48.5, ,    39.8, ,    74.1, ,    21.6, ,    98.3, ,    25.4, ,    67.9, ,   509.9, ,   104.9, ,    71.2, ,   162.3, ,   145.3, ,
1999,    48.6, ,    44.6, ,    14.6, ,    25.8, ,    62.7, ,    57.7, ,    54.9, ,    68.3, ,    59.4, ,    21.2, ,    42.9, ,    39.1, ,   539.8, ,   161.1, ,   103.1, ,   180.8, ,   123.5, ,
2000,    47.9, ,    13.3, ,    41.2, ,    19.1, ,    36.3, ,    63.3, ,    98.9, ,    49.0, ,    30.2, ,    71.2, ,    19.9, ,    33.3, ,   523.5, ,   100.2, ,    96.6, ,   211.1, ,   121.3, ,
2001,    26.6, ,    19.1, ,    20.3, ,    15.9, ,    58.9, ,    45.3, ,    47.4, ,    56.4, ,    31.0, ,    47.2, ,    54.3, ,    42.9, ,   465.4, ,    79.0, ,    95.2, ,   149.1, ,   132.5, ,
2002,    28.7, ,    24.2, ,    26.4, ,    67.1, ,    59.0, ,    54.6, ,    26.9, ,    31.0, ,    72.0, ,    17.0, ,    45.0, ,    19.5, ,   471.6, ,    95.9, ,   152.6, ,   112.6, ,   134.0, ,
2003,    71.1, ,    23.8, ,    40.1, ,    13.5, ,    30.4, ,    40.8, ,    40.7, ,    68.7, ,    57.6, ,    79.7, ,    22.2, ,    14.6, ,   503.2, ,   114.4, ,    84.0, ,   150.2, ,   159.5, ,
2004,    67.6, ,    20.4, ,    32.3, ,     7.3, ,    44.7, ,    78.0, ,    78.9, ,    63.6, ,    62.2, ,    58.8, ,    38.1, ,    43.2, ,   594.9, ,   102.6, ,    84.2, ,   220.5, ,   159.1, ,
