1987,    19.6, ,    23.8, ,    25.7, ,    16.5, ,    21.5, ,    40.5, ,    59.1, ,    49.1, ,    44.5, ,    42.4, ,    17.0, ,    21.3, ,   381.0, ,    62.3, ,    63.7, ,   148.7, ,   103.9, ,
1988,    24.0, ,    21.2, ,    20.6, ,    29.5, ,    33.6, ,    87.3, ,   102.9, ,    67.2, ,    63.4, ,    47.3, ,    64.7, ,    20.1, ,   581.8, ,    66.5, ,    83.6, ,   257.5, ,   175.4, ,
1989,    14.2, ,    10.8, ,    16.1, ,    18.4, ,    51.8, ,    68.5, ,    78.5, ,    26.1, ,    66.0, ,    25.2, ,    46.9, ,    13.2, ,   435.6, ,    45.0, ,    86.3, ,   173.1, ,   138.0, ,
1990,    37.7, ,     5.7, ,     9.8, ,    24.4, ,    26.5, ,   155.7, ,    72.0, ,    71.3, ,    35.2, ,    61.2, ,    44.9, ,    14.6, ,   559.2, ,    56.6, ,    60.8, ,   299.1, ,   141.4, ,
1991,    17.8, ,     8.2, ,    11.0, ,    23.2, ,    40.2, ,    88.6, ,   108.3, ,    75.6, ,    63.6, ,    44.2, ,    31.5, ,    28.3, ,   540.5, ,    40.5, ,    74.4, ,   272.5, ,   139.4, ,
1992,    17.0, ,    23.1, ,    27.7, ,    21.1, ,    29.8, ,    89.7, ,    54.0, ,    81.3, ,   108.4, ,    17.9, ,    25.8, ,     6.4, ,   502.2, ,    68.5, ,    78.7, ,   224.9, ,   152.1, ,
1993,    17.1, ,    19.0, ,    20.3, ,    26.6, ,    22.4, ,    38.9, ,   142.3, ,    86.2, ,    31.1, ,    38.3, ,    50.5, ,    17.3, ,   510.1, ,    42.4, ,    69.3, ,   267.4, ,   120.0, ,
1994,    14.3, ,    31.3, ,    49.0, ,    34.0, ,    41.1, ,    45.3, ,    59.3, ,    17.8, ,    29.5, ,    46.9, ,    27.9, ,    27.3, ,   423.7, ,    62.8, ,   124.2, ,   122.4, ,   104.3, ,
1995,    26.4, ,    20.7, ,    24.6, ,    19.3, ,    33.7, ,    65.8, ,    94.8, ,   133.6, ,    52.4, ,    47.1, ,    40.5, ,    27.5, ,   586.2, ,    74.3, ,    77.6, ,   294.1, ,   140.0, ,
1996,    14.1, ,    25.9, ,    42.5, ,     3.1, ,     8.7, ,    65.0, ,    90.8, ,    43.4, ,    70.5, ,    28.1, ,    25.1, ,    21.9, ,   439.0, ,    67.6, ,    54.2, ,   199.1, ,   123.7, ,
1997,    34.2, ,    11.8, ,    15.8, ,    13.2, ,    30.7, ,    77.6, ,   114.4, ,   108.5, ,   147.8, ,    32.6, ,    24.1, ,    14.5, ,   625.3, ,    67.9, ,    59.7, ,   300.5, ,   204.5, ,
1998,    17.1, ,    22.5, ,     2.8, ,    19.4, ,    19.1, ,    47.3, ,   135.6, ,    41.5, ,    77.8, ,    23.5, ,    33.1, ,    15.9, ,   455.4, ,    54.0, ,    41.3, ,   224.4, ,   134.3, ,
1999,    16.4, ,    30.6, ,    23.3, ,    23.9, ,    43.3, ,    61.5, ,   116.6, ,    69.0, ,    27.8, ,    58.0, ,    50.4, ,    41.5, ,   562.4, ,    62.9, ,    90.5, ,   247.2, ,   136.3, ,
2000,    17.7, ,     4.3, ,     9.7, ,    30.9, ,    83.0, ,    37.9, ,    67.7, ,   100.3, ,    79.6, ,    35.3, ,    15.2, ,    25.1, ,   506.6, ,    63.5, ,   123.6, ,   205.8, ,   130.1, ,
2001,    28.5, ,    13.6, ,    30.8, ,     8.3, ,    48.3, ,    60.8, ,   102.2, ,    92.8, ,    94.1, ,    28.7, ,    20.7, ,    12.0, ,   540.7, ,    67.2, ,    87.4, ,   255.7, ,   143.5, ,
2002,    11.6, ,    13.9, ,    15.3, ,    48.9, ,    14.6, ,   103.4, ,   187.5, ,    62.0, ,    50.1, ,    31.3, ,    24.0, ,    17.9, ,   580.5, ,    37.5, ,    78.8, ,   352.9, ,   105.3, ,
2003,    15.3, ,     8.7, ,    15.7, ,    27.0, ,    37.7, ,   120.4, ,    75.5, ,    75.1, ,    91.8, ,    77.3, ,    13.4, ,    15.7, ,   573.5, ,    41.9, ,    80.5, ,   271.0, ,   182.4, ,
2004,    36.8, ,    24.5, ,    20.5, ,     5.4, ,    56.6, ,    59.3, ,    31.7, ,    53.6, ,    61.9, ,    30.7, ,    22.5, ,    44.1, ,   447.7, ,    77.0, ,    82.5, ,   144.6, ,   115.2, ,
2005,    61.0, ,    16.1, ,    22.8, ,    22.9, ,    32.0, ,    42.2, ,   150.5, ,   103.0, ,    56.2, ,    45.0, ,    32.0, ,    22.1, ,   605.9, ,   121.2, ,    77.7, ,   295.7, ,   133.3, ,
2006,    31.6, , -9999.9,M,     5.1, ,     4.8, ,    65.5, ,    46.6, ,   104.8, ,    72.1, ,    21.8, ,    15.4, ,    56.6, ,     6.4, , -9999.9,M, -9999.9,M,    75.4, ,   223.5, ,    93.8, ,
2007,    26.3, ,    22.3, ,    64.3, ,    12.3, ,    37.7, ,    22.5, ,    94.2, ,    84.4, ,    83.7, ,    60.3, ,    26.4, , -9999.9,M, -9999.9,M,    55.0, ,   114.4, ,   201.1, ,   170.4, ,
2008, -9999.9,M, -9999.9,M,    39.0, ,    75.0, ,    10.7, ,    43.3, ,    87.9, ,    73.6, ,    46.2, ,    17.9, ,    51.1, ,    23.7, , -9999.9,M, -9999.9,M,   124.7, ,   204.8, ,   115.2, ,
2009,    16.3, ,    29.6, ,    53.4, ,    32.3, ,    15.5, ,    98.9, ,    52.2, ,    73.9, ,    48.2, ,    29.2, ,    24.1, ,    17.9, ,   491.6, ,    69.6, ,   101.3, ,   225.0, ,   101.6, ,
2010,    20.7, ,     4.9, ,    19.2, ,    31.1, ,    31.5, ,    14.4, ,    48.5, ,   117.3, ,    50.8, ,    23.7, ,    16.5, ,    21.7, ,   400.3, ,    43.5, ,    81.9, ,   180.2, ,    90.9, ,
