1977,    48.2, ,    72.3, ,    56.9, ,    53.0, ,    54.8, ,    80.9, ,    90.3, ,    75.2, ,    91.5, ,    89.9, ,   170.6, ,   110.0, ,   993.7, ,   257.8, ,   164.7, ,   246.4, ,   352.0, ,
1978,    76.8, ,    27.4, ,   105.6, ,    57.0, ,    86.2, ,    32.7, ,    62.2, ,    81.8, ,   189.0, ,   115.8, ,   102.4, ,   153.8, ,  1090.6, ,   214.2, ,   248.8, ,   176.7, ,   407.1, ,
1979,    59.8, ,   229.5, ,    23.7, ,    39.7, ,    65.8, ,    45.1, ,    44.7, ,    17.4, ,    98.2, ,   125.6, ,    25.9, ,   227.9, ,  1003.4, ,   443.1, ,   129.2, ,   107.3, ,   249.7, ,
1980,   132.0, ,    77.9, ,    55.7, ,    52.8, ,    54.0, ,   101.1, ,    95.8, ,   115.2, ,   110.1, ,    71.8, ,   183.5, ,   234.2, ,  1284.2, ,   437.8, ,   162.5, ,   312.1, ,   365.5, ,
1981,    35.5, ,   164.2, ,    39.4, ,   144.8, ,    37.2, ,    95.2, ,   112.8, ,    63.7, ,    82.4, ,   183.4, ,   148.6, ,   210.1, ,  1317.2, ,   433.9, ,   221.4, ,   271.7, ,   414.3, ,
1982,   199.9, ,   122.3, ,    54.2, ,    29.6, ,    37.2, ,    51.4, ,   144.6, ,    96.1, ,    87.2, ,   136.2, ,    63.4, ,   132.5, ,  1154.6, ,   532.3, ,   121.0, ,   292.1, ,   286.8, ,
1983,   131.2, ,    70.0, ,    44.0, ,    21.7, ,    24.9, ,    86.2, ,   140.4, ,    40.4, ,   120.5, ,   133.0, ,   177.1, ,    75.2, ,  1064.4, ,   333.7, ,    90.5, ,   266.9, ,   430.6, ,
1984,   165.3, ,   122.6, ,    69.8, ,    26.3, ,   128.1, ,    94.5, ,    30.4, ,    69.4, ,    88.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   363.1, ,   224.1, ,   194.3, , -9999.9,M,
1985, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    56.0, , -9999.9,M,     7.0, ,    64.1, ,    92.2, ,   215.7, ,    56.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   363.8, ,
1986,   193.9, ,    72.7, , -9999.9,M,    46.9, ,    90.5, ,    77.2, ,   145.2, ,    15.9, ,    66.8, , -9999.9,M,   211.4, ,   113.9, , -9999.9,M, -9999.9,M, -9999.9,M,   238.4, , -9999.9,M,
1987,   147.3, ,    66.0, ,   172.7, ,   127.1, ,   115.8, ,    78.4, ,   101.1, ,    65.2, ,    20.5, ,    38.9, ,   147.6, ,   120.7, ,  1201.3, ,   327.3, ,   415.5, ,   244.8, ,   207.1, ,
1988,   142.7, ,   130.8, ,   111.1, ,   122.4, ,    51.7, ,    80.3, ,    85.1, ,    89.3, ,    82.7, ,    88.5, ,   213.2, ,   126.9, ,  1324.7, ,   394.2, ,   285.2, ,   254.6, ,   384.4, ,
1989,   156.6, ,    28.5, ,   151.5, ,    55.0, ,    47.0, ,    83.4, ,    88.7, ,   156.0, ,    24.7, ,   143.6, ,   264.2, ,    83.1, ,  1282.3, ,   312.0, ,   253.5, ,   328.1, ,   432.6, ,
1990,   170.5, ,   167.9, ,    81.1, ,    34.3, ,    46.0, ,    55.8, ,    67.9, ,    97.5, ,     6.3, ,   221.9, ,   298.7, ,   191.3, ,  1439.1, ,   421.5, ,   161.4, ,   221.2, ,   526.9, ,
1991,    89.9, ,   171.5, ,    50.8, ,    86.4, ,    61.1, ,    43.4, ,   110.6, ,   128.1, ,    25.9, ,    66.2, ,   217.5, ,   176.7, ,  1228.1, ,   452.6, ,   198.3, ,   282.1, ,   309.6, ,
1992,   298.6, ,    59.5, ,    25.3, ,   120.6, ,    69.0, ,    25.5, ,    82.0, ,    50.8, ,   126.6, ,   145.3, ,   100.0, ,   115.4, ,  1218.5, ,   534.8, ,   214.9, ,   158.2, ,   371.8, ,
1993,    94.2, ,     7.7, ,   109.5, ,    62.2, ,    70.4, ,    98.7, ,   107.5, ,   119.6, ,    11.6, ,    89.7, ,   169.7, ,   118.2, ,  1058.8, ,   217.3, ,   242.1, ,   325.7, ,   270.9, ,
1994,   123.0, ,   164.3, ,    85.8, ,    67.1, ,    43.7, ,    70.7, ,    34.5, ,    90.9, ,    59.3, ,   119.5, ,   306.6, ,   185.1, ,  1350.5, ,   405.5, ,   196.6, ,   196.1, ,   485.4, ,
1995,   100.7, ,    81.0, ,   103.2, ,    52.7, ,    24.3, ,    31.2, ,   137.0, ,   174.8, ,    46.2, ,   239.3, ,   287.0, ,   160.2, ,  1437.8, ,   366.9, ,   180.3, ,   343.0, ,   572.5, ,
1996,   117.4, ,   101.2, ,    56.3, ,   137.2, ,   113.2, ,    70.8, ,    48.8, ,    67.1, ,    84.6, ,   193.4, ,   120.7, ,   193.3, ,  1304.0, ,   378.9, ,   306.7, ,   186.7, ,   398.7, ,
1997,   222.7, ,   110.3, ,   196.2, ,    80.8, ,    65.3, ,    85.6, ,   173.0, ,    87.2, ,   178.7, ,   248.4, ,   166.5, ,   203.5, ,  1818.3, ,   526.3, ,   342.4, ,   345.8, ,   593.6, ,
1998,   162.1, ,    86.3, ,   111.1, ,    53.1, ,    29.0, ,    60.5, ,    78.9, ,    29.5, ,    38.9, ,   116.8, ,   241.1, ,   239.0, ,  1246.3, ,   451.9, ,   193.2, ,   168.9, ,   396.8, ,
1999,   256.5, ,   257.3, ,   126.3, ,   107.4, ,    90.5, ,   111.9, ,   120.5, ,   105.5, ,    74.2, ,   138.4, ,   298.7, ,   175.6, ,  1862.9, ,   752.9, ,   324.1, ,   337.9, ,   511.3, ,
2000,   154.3, ,    72.2, ,   134.2, ,    65.5, ,    87.3, ,    55.1, ,    95.8, ,    57.7, ,    65.5, ,    99.7, ,    81.8, ,   128.2, ,  1097.4, ,   402.1, ,   287.0, ,   208.6, ,   247.1, ,
2001,   112.8, ,    59.1, ,   109.9, ,    95.0, ,   113.5, ,    86.0, ,   150.0, ,    85.4, ,    60.4, ,   188.4, ,   219.4, ,   231.6, ,  1511.6, ,   300.2, ,   318.3, ,   321.5, ,   468.2, ,
2002,   152.1, ,   148.5, ,   114.6, ,   111.6, ,   122.8, ,    76.2, ,    50.0, ,    57.9, ,    71.9, ,    29.9, ,   168.1, ,   162.1, ,  1265.8, ,   532.3, ,   349.0, ,   184.1, ,   270.0, ,
2003,   176.7, ,    47.8, ,   242.3, ,   165.2, ,    55.3, ,    85.8, ,    18.6, ,    21.5, ,    73.4, ,   237.0, ,   183.5, ,   146.9, ,  1454.0, ,   386.6, ,   462.8, ,   125.8, ,   494.0, ,
2004,   143.6, ,    66.7, ,   147.8, ,    39.4, ,    59.4, ,    52.3, , -9999.9,M,   123.0, ,   118.0, , -9999.9,M,   166.0, ,   143.6, , -9999.9,M,   357.1, ,   246.6, , -9999.9,M, -9999.9,M,
2005,   202.6, ,    47.4, ,    75.2, ,    54.5, ,    43.8, ,   112.4, ,   171.7, ,    83.1, ,   101.5, ,   185.8, ,   151.1, ,   134.2, ,  1363.3, ,   393.6, ,   173.5, ,   367.2, ,   438.4, ,
2006,   242.3, ,    75.0, ,    50.6, ,   105.3, ,    67.5, ,    75.0, ,    51.2, ,    81.3, ,    26.0, ,    52.6, ,   271.6, ,   229.1, ,  1327.6, ,   451.5, ,   223.4, ,   207.5, ,   350.2, ,
2007,   240.6, ,    71.4, ,   260.6, ,   105.2, ,    26.1, ,    77.5, ,    47.6, ,    94.5, ,    96.8, ,   197.4, ,   173.9, ,   211.0, ,  1602.5, ,   541.1, ,   391.9, ,   219.5, ,   468.1, ,
2008, -9999.9,M,   117.1, ,    63.3, ,    45.4, ,    51.8, ,    45.1, ,    95.3, ,   124.3, ,    43.1, ,   103.2, ,   140.8, ,   142.0, , -9999.9,M, -9999.9,M,   160.6, ,   264.6, ,   287.0, ,
2009,   158.1, ,    36.2, ,   163.9, ,    67.4, ,    57.9, ,    64.0, ,    22.9, ,    45.6, ,    83.6, ,   129.2, ,   234.4, , -9999.9,M, -9999.9,M,   336.3, ,   289.2, ,   132.6, ,   447.1, ,
2010, -9999.9,M,    13.7, ,    51.4, ,    39.2, ,    31.2, ,    58.7, ,    68.2, ,    69.3, ,   122.8, ,    61.3, ,   127.1, ,    99.2, , -9999.9,M, -9999.9,M,   121.7, ,   196.2, ,   311.2, ,
