8401700,GANDER                   ,NL  ,station not joined, Monthly total of daily adjusted precipitation, mm, Updated to December 2011
8401700,GANDER                   ,NL  ,station pas jointe, Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1937, -9999.9,M,   112.4, ,   181.5, ,    71.9, ,    88.1, ,    65.4, ,    44.8, ,    78.9, ,    82.0, ,    85.3, ,   126.1, ,   217.5, , -9999.9,M, -9999.9,M,   341.5, ,   189.1, ,   293.4, ,
1938,    67.3, ,   134.8, ,    74.9, ,   102.4, ,    90.5, ,   132.0, ,    82.5, ,    72.9, ,    83.2, ,   157.3, ,   220.5, ,   246.8, ,  1465.0, ,   419.5, ,   267.8, ,   287.4, ,   460.9, ,
1939,   118.7, ,    95.8, ,   137.6, ,   137.2, ,    90.5, ,    72.6, ,    98.1, ,   124.7, ,   109.1, ,   136.2, ,    69.6, ,   132.1, ,  1322.1, ,   461.3, ,   365.3, ,   295.3, ,   314.9, ,
1940,   201.9, ,   130.5, ,    84.9, ,    77.0, ,    86.3, ,   100.8, ,    68.7, ,    48.6, ,    92.7, ,   181.8, ,   112.5, ,   103.4, ,  1289.2, ,   464.6, ,   248.2, ,   218.1, ,   387.0, ,
1941,    75.1, ,    95.5, ,    67.7, ,    39.8, ,   109.7, ,    76.0, ,   177.7, ,   133.9, ,   139.2, ,   121.5, ,   148.1, ,   100.2, ,  1284.4, ,   274.1, ,   217.2, ,   387.5, ,   408.8, ,
1942,   162.6, ,   248.8, ,    51.0, ,    57.3, ,    49.9, ,    77.3, ,   186.2, ,    78.8, ,    64.9, ,    84.3, ,   117.3, ,    67.8, ,  1246.2, ,   511.6, ,   158.2, ,   342.4, ,   266.5, ,
1943,    71.6, ,   112.7, ,   136.4, ,    80.2, ,    57.4, ,    47.4, ,    76.1, ,   104.6, ,   137.8, ,   129.3, ,   127.2, ,    71.0, ,  1151.6, ,   252.0, ,   273.9, ,   228.1, ,   394.4, ,
1944,    86.4, ,   108.3, ,    70.0, ,    71.4, ,    24.5, ,   154.6, ,    61.8, ,    91.7, ,    90.2, ,   170.3, ,   196.6, ,   129.3, ,  1255.3, ,   265.7, ,   165.9, ,   308.1, ,   457.2, ,
1945,   121.6, ,    65.4, ,    82.0, ,   103.3, ,    83.0, ,    75.0, ,    87.5, ,    96.3, ,    74.6, ,    80.6, ,    99.9, ,   150.1, ,  1119.3, ,   316.3, ,   268.3, ,   258.8, ,   255.1, ,
1946,    79.3, ,   134.3, ,    54.0, ,    78.2, ,    44.4, ,    47.3, ,    99.2, ,   118.1, ,    57.7, ,    81.9, ,   149.0, ,   185.4, ,  1128.8, ,   363.7, ,   176.5, ,   264.6, ,   288.6, ,
1947,    65.3, ,   121.3, ,   123.5, ,    36.3, ,    87.5, ,    75.6, ,    87.0, ,    48.1, ,    99.5, ,    96.3, ,   106.5, ,   116.7, ,  1063.6, ,   371.9, ,   247.3, ,   210.7, ,   302.4, ,
1948,    65.4, ,    56.8, ,    48.5, ,    94.7, ,    74.8, ,   105.8, ,   140.0, ,   156.3, ,   171.8, ,   103.8, ,    91.6, ,    84.8, ,  1194.2, ,   238.9, ,   218.0, ,   402.0, ,   367.2, ,
1949,    60.0, ,    99.8, ,   184.9, ,   103.6, ,   125.3, ,    43.1, ,    96.8, ,   179.0, ,   190.7, ,    58.0, ,   162.5, ,   111.1, ,  1414.7, ,   244.6, ,   413.8, ,   318.9, ,   411.1, ,
1950,    60.7, ,   111.7, ,    63.4, ,   155.1, ,    78.1, ,    54.7, ,    91.5, ,    65.5, ,    34.3, ,   153.0, ,    53.7, ,    89.9, ,  1011.6, ,   283.4, ,   296.5, ,   211.7, ,   241.0, ,
1951,    70.3, ,    79.8, ,   111.4, ,   178.7, ,    79.8, ,    47.2, ,    69.2, ,   199.8, ,    69.9, ,    87.1, ,   165.8, ,   110.0, ,  1269.1, ,   240.1, ,   369.9, ,   316.2, ,   322.8, ,
1952,    99.1, ,   185.8, ,    94.2, ,    58.8, ,    56.0, ,   112.0, ,    94.4, ,    94.7, ,    91.8, ,    62.3, ,   190.4, ,    66.9, ,  1206.6, ,   395.0, ,   209.0, ,   301.1, ,   344.6, ,
1953,    61.8, ,    91.3, ,   114.6, ,   107.5, ,    67.8, ,   116.8, ,    61.3, ,   166.2, ,    62.5, ,   149.9, ,    67.6, ,   110.9, ,  1178.2, ,   219.9, ,   289.9, ,   344.3, ,   280.0, ,
1954,   145.4, ,   115.9, ,   125.8, ,    40.2, ,   116.7, ,   118.3, ,   122.4, ,    91.6, ,    25.4, ,   156.9, ,   125.4, ,   139.6, ,  1323.6, ,   372.3, ,   282.8, ,   332.3, ,   307.7, ,
1955,   252.7, ,   102.8, ,   133.4, ,    73.8, ,    78.8, ,    85.6, ,    73.1, ,   108.1, ,    66.1, ,   190.8, ,   159.6, ,   193.9, ,  1518.7, ,   495.1, ,   286.1, ,   266.8, ,   416.5, ,
1956,   138.9, ,   142.6, ,   139.5, ,   142.5, ,    57.1, ,   129.8, ,    83.6, ,    57.8, ,    46.1, ,    48.5, ,   149.7, ,   121.0, ,  1257.2, ,   475.4, ,   339.1, ,   271.3, ,   244.3, ,
1957,   162.9, ,   172.0, ,   145.1, ,    71.0, ,    59.4, ,    47.7, ,    72.3, ,   115.7, ,   199.0, ,   123.3, ,    92.6, ,   178.7, ,  1439.7, ,   455.9, ,   275.4, ,   235.8, ,   415.0, ,
1958,   103.4, ,   150.0, ,   103.9, ,   103.6, ,    62.0, ,    83.6, ,    97.5, ,   124.1, ,   146.8, ,    85.3, ,   140.3, ,   119.4, ,  1319.9, ,   432.1, ,   269.5, ,   305.2, ,   372.4, ,
1959,   210.3, ,    94.9, ,   118.2, ,    82.2, ,    36.4, ,    89.4, ,    33.8, ,   120.8, ,    55.0, ,   102.4, ,   135.4, ,    93.6, ,  1172.3, ,   424.6, ,   236.8, ,   244.0, ,   292.7, ,
1960,   190.9, ,   150.4, ,   258.0, ,   111.8, ,    87.0, ,   124.1, ,    35.8, ,    47.4, ,    60.0, ,   113.5, ,    98.5, ,   122.7, ,  1400.1, ,   434.9, ,   456.8, ,   207.4, ,   272.0, ,
1961,   138.9, ,   127.3, ,   192.6, ,    99.8, ,    59.6, ,    52.0, ,    27.1, ,    58.3, ,    69.7, ,    92.0, ,   101.6, ,   144.5, ,  1163.4, ,   388.9, ,   352.0, ,   137.4, ,   263.2, ,
1962,   134.0, ,   364.9, ,   307.4, ,   158.1, ,    40.4, ,    77.1, ,   128.0, ,    73.4, ,    96.8, ,   157.3, ,   155.6, ,   255.0, ,  1948.3, ,   643.5, ,   506.0, ,   278.5, ,   409.8, ,
1963,   190.1, ,   154.5, ,    96.8, ,   212.3, ,    55.4, ,    94.5, ,    68.6, ,   149.2, ,   127.7, ,    78.9, ,   109.0, ,   138.5, ,  1475.5, ,   599.6, ,   364.5, ,   312.3, ,   315.6, ,
1964,   182.6, ,   156.3, ,   127.4, ,   148.0, ,    50.0, ,    95.3, ,    70.9, ,   125.4, ,   130.4, ,   142.9, ,   197.3, ,   180.8, ,  1607.4, ,   477.5, ,   325.4, ,   291.6, ,   470.6, ,
1965,   222.3, ,   240.9, ,   258.2, ,   171.9, ,   104.2, ,    79.9, ,    90.0, ,    53.3, ,    62.3, ,    72.0, ,   122.6, ,   174.0, ,  1651.5, ,   644.0, ,   534.3, ,   223.2, ,   256.8, ,
1966,   310.0, ,   129.2, ,   109.6, ,   187.9, ,    64.1, ,   118.7, ,    67.0, ,   147.2, ,    75.9, ,    89.2, ,    33.2, ,   183.9, ,  1516.1, ,   613.3, ,   361.6, ,   333.0, ,   198.3, ,
1967,    99.4, ,   169.5, ,   140.7, ,   157.0, ,    78.6, ,    35.2, ,    39.4, ,    94.8, ,   102.6, ,    98.6, ,   111.4, ,   102.8, ,  1230.2, ,   452.9, ,   376.3, ,   169.5, ,   312.7, ,
1968,   117.6, ,   125.2, ,   166.6, ,    51.8, ,   155.9, ,   162.2, ,    75.2, ,   173.3, ,    48.6, ,   111.5, ,   158.2, ,   101.3, ,  1447.6, ,   345.7, ,   374.3, ,   410.7, ,   318.3, ,
1969,   170.0, ,    94.0, ,   192.0, ,    85.8, ,   140.7, ,    68.5, ,    57.9, ,    90.0, ,   110.7, ,   110.9, ,   129.3, ,   156.1, ,  1406.0, ,   365.3, ,   418.6, ,   216.5, ,   350.9, ,
1970,   105.4, ,   152.4, ,   110.4, ,   203.3, ,    75.4, ,    73.8, ,   106.3, ,   142.4, ,    75.5, ,    89.7, ,   141.6, ,   208.5, ,  1484.8, ,   413.9, ,   389.2, ,   322.6, ,   306.8, ,
1971,   146.6, ,    57.0, ,   131.4, ,    82.0, ,    32.1, ,    66.1, ,    88.1, ,    87.5, ,    62.8, ,    69.7, ,   202.0, ,   144.0, ,  1169.1, ,   412.1, ,   245.4, ,   241.6, ,   334.5, ,
1972,    61.7, ,    72.1, ,   141.0, ,   175.8, ,   156.3, ,   107.3, ,    50.6, ,    70.5, ,    58.1, ,   150.1, ,   121.5, ,   180.5, ,  1345.5, ,   277.9, ,   473.0, ,   228.4, ,   329.8, ,
1973,    99.2, ,   171.3, ,   158.2, ,    50.4, ,   108.2, ,   158.4, ,    66.7, ,   173.4, ,    89.5, ,   151.7, ,   105.6, ,    69.1, ,  1401.8, ,   451.1, ,   316.8, ,   398.6, ,   346.7, ,
1974,   102.3, ,   113.5, ,   256.4, ,   138.0, ,    93.5, ,   126.1, ,    57.6, ,    60.4, ,    77.6, ,   168.7, ,    82.1, ,   220.1, ,  1496.3, ,   284.9, ,   487.9, ,   244.0, ,   328.4, ,
1975,   159.4, ,   107.5, ,   135.9, ,   130.7, ,    65.8, ,    32.1, ,    69.1, ,    78.9, ,    98.3, ,   206.9, ,   173.8, ,   175.4, ,  1433.7, ,   487.0, ,   332.3, ,   180.1, ,   478.9, ,
1976,   244.5, ,   138.1, ,   100.9, ,    91.7, ,    46.2, ,   104.2, ,    78.2, ,    24.5, ,   110.4, ,   203.7, ,    92.6, ,   139.0, ,  1373.9, ,   558.0, ,   238.7, ,   206.9, ,   406.7, ,
1977,   156.6, ,   145.1, ,    75.6, ,   103.0, ,   126.0, ,    52.3, ,   105.5, ,    86.8, ,   123.6, ,   135.6, ,    48.5, ,   225.6, ,  1384.1, ,   440.7, ,   304.6, ,   244.5, ,   307.7, ,
1978,   170.0, ,    79.0, ,   139.6, ,   134.2, ,    45.7, ,    63.0, ,    74.6, ,    60.5, ,   112.6, ,    87.4, ,   138.3, ,   160.7, ,  1265.6, ,   474.5, ,   319.5, ,   198.1, ,   338.3, ,
1979,   221.4, ,   151.5, ,   150.0, ,   128.1, ,   119.1, ,    35.5, ,    88.5, ,   109.9, ,   111.9, ,   137.3, ,   113.3, ,   127.5, ,  1494.2, ,   533.6, ,   397.2, ,   234.0, ,   362.6, ,
1980,   141.7, ,   168.7, ,   133.9, ,    74.3, ,   158.4, ,   134.3, ,   138.7, ,   194.3, ,   107.1, ,    73.2, ,   227.9, ,   115.3, ,  1667.7, ,   437.9, ,   366.6, ,   467.3, ,   408.2, ,
1981,   180.3, ,    50.5, ,   233.0, ,    65.2, ,   132.1, ,    86.9, ,    63.6, ,   105.5, ,   129.2, ,   216.6, ,   143.6, ,   168.1, ,  1574.7, ,   346.1, ,   430.3, ,   256.1, ,   489.4, ,
1982,   195.2, ,   226.5, ,    85.1, ,    98.2, ,   108.4, ,    82.2, ,    86.9, ,    41.7, ,   109.9, ,   142.1, ,   123.6, ,   198.6, ,  1498.5, ,   589.8, ,   291.7, ,   210.8, ,   375.7, ,
1983,   197.5, ,   237.6, ,   161.1, ,    50.7, ,    84.0, ,    51.1, ,   144.5, ,   162.0, ,    71.8, ,    47.6, ,   153.7, ,   120.8, ,  1482.3, ,   633.7, ,   295.8, ,   357.5, ,   273.1, ,
1984,   233.8, ,   161.9, ,   205.9, ,    99.7, ,    98.7, ,   123.1, ,    68.3, ,   188.8, ,   119.8, ,    67.3, ,    93.0, ,   103.2, ,  1563.4, ,   516.5, ,   404.2, ,   380.2, ,   280.1, ,
1985,   158.3, ,   137.7, ,    76.2, ,   115.4, ,    46.7, ,   129.9, ,   113.4, ,   115.4, ,    80.6, ,    85.7, ,    86.7, ,   137.7, ,  1283.6, ,   399.1, ,   238.3, ,   358.7, ,   253.0, ,
1986,    94.4, ,   182.9, ,   134.0, ,   142.3, ,    54.8, ,   103.1, ,   118.7, ,    66.7, ,   145.6, ,   129.9, ,   205.1, ,   107.3, ,  1484.7, ,   415.0, ,   331.1, ,   288.5, ,   480.6, ,
1987,   255.1, ,   191.6, ,   115.4, ,   113.9, ,    96.7, ,    64.9, ,    13.6, ,    56.5, ,    72.9, ,    87.0, ,   106.6, ,   185.8, ,  1359.9, ,   554.0, ,   326.0, ,   135.0, ,   266.4, ,
1988,   104.5, ,   236.1, ,   290.1, ,   141.3, ,    90.9, ,   179.3, ,    54.1, ,   124.5, ,    93.2, ,    69.1, ,   222.9, ,   182.2, ,  1788.1, ,   526.3, ,   522.4, ,   357.8, ,   385.2, ,
1989,   217.6, ,   114.0, ,   154.4, ,    57.6, ,    38.4, ,    57.8, ,    71.8, ,   131.3, ,   139.4, ,    74.5, ,   133.1, ,   192.8, ,  1382.6, ,   513.7, ,   250.4, ,   260.9, ,   347.0, ,
1990,   127.8, ,   148.8, ,   105.1, ,   159.7, ,   209.2, ,    87.8, ,   106.6, ,    38.3, ,    87.3, ,   156.9, ,   128.9, ,   120.2, ,  1476.7, ,   469.4, ,   474.0, ,   232.8, ,   373.0, ,
1991,   204.8, ,   180.0, ,   114.8, ,   101.9, ,   157.2, ,    91.4, ,    65.7, ,   125.0, ,   132.8, ,   100.6, ,   137.4, ,    92.1, ,  1503.6, ,   505.0, ,   373.9, ,   282.1, ,   370.7, ,
1992,    87.8, ,   227.6, ,   139.8, ,   147.3, ,    87.7, ,   178.1, ,   108.3, ,   126.8, ,   105.3, ,   175.7, ,    73.3, ,   138.5, ,  1596.3, ,   407.5, ,   374.9, ,   413.3, ,   354.3, ,
1993,    94.2, ,   170.8, ,   259.7, ,   103.9, ,    95.8, ,    70.2, ,   110.2, ,   135.5, ,   126.4, ,    97.0, ,    93.2, ,   282.9, ,  1640.0, ,   403.5, ,   459.4, ,   316.0, ,   316.6, ,
1994,   133.9, ,   188.7, ,   218.4, ,    88.8, ,   116.6, ,   126.6, ,   133.6, ,    55.1, ,   111.7, ,   145.3, ,   115.7, ,   188.2, ,  1622.4, ,   605.5, ,   423.9, ,   315.2, ,   372.6, ,
1995,   321.9, ,   113.3, ,   206.7, ,   123.3, ,    42.5, ,    96.0, ,   144.1, ,   112.4, ,   137.6, ,   107.2, ,   135.2, ,   268.4, ,  1808.5, ,   623.4, ,   372.4, ,   352.5, ,   380.0, ,
1996,   116.5, ,   111.2, ,    66.3, ,    91.2, ,   113.4, ,   118.6, ,   147.1, ,    62.9, ,   194.6, ,    78.3, ,   132.0, ,   128.1, ,  1360.1, ,   496.1, ,   270.8, ,   328.6, ,   404.9, ,
