1920,    69.2, ,    43.0, ,    47.2, ,    40.5, ,    82.2, ,    41.1, ,    46.0, ,    82.8, ,   183.1, ,    39.7, ,    21.3, ,    69.5, ,   765.6, ,   124.8, ,   169.9, ,   169.9, ,   244.1, ,
1921,    40.4, ,    61.6, ,    33.7, ,    46.1, ,    48.4, ,    87.3, ,   215.5, ,    90.0, ,   110.6, ,    13.2, ,    23.8, ,    24.8, ,   795.5, ,   171.5, ,   128.3, ,   392.8, ,   147.6, ,
1922,    15.9, ,    48.8, ,    52.2, ,    29.4, ,   115.3, ,    97.3, ,   170.4, ,    48.8, ,    99.5, ,    47.3, ,    78.2, ,    77.0, ,   880.1, ,    89.6, ,   196.9, ,   316.4, ,   225.0, ,
1923,    44.4, ,    43.3, ,    85.8, ,    65.2, ,    12.4, ,    73.2, ,   216.8, ,    35.3, ,    64.0, ,    28.9, ,    27.7, ,     7.8, ,   704.7, ,   164.7, ,   163.4, ,   325.3, ,   120.5, ,
1924,    25.0, ,    14.5, ,    12.8, ,   123.4, ,    49.9, ,    27.7, ,   113.3, ,    21.7, ,    48.5, ,    37.4, ,    65.6, ,    44.4, ,   584.2, ,    47.3, ,   186.1, ,   162.7, ,   151.5, ,
1925,    77.1, ,    39.9, ,    40.1, ,    54.3, ,    32.5, ,   148.5, ,    52.4, ,    75.6, ,   103.5, ,    49.9, ,    29.2, ,    46.2, ,   749.4, ,   161.4, ,   127.0, ,   276.6, ,   182.6, ,
1926,    38.5, ,    52.6, ,    33.0, ,     9.7, ,    61.0, ,   107.9, ,   115.0, ,   111.4, ,   103.8, ,   115.6, ,    95.1, ,    32.9, ,   876.5, ,   137.3, ,   103.7, ,   334.3, ,   314.5, ,
1927,    14.5, ,    45.8, ,    43.2, ,    59.9, ,   179.4, ,    59.8, ,   108.6, ,    83.9, ,    33.0, ,    74.4, ,    39.6, ,    16.3, ,   758.5, ,    93.2, ,   282.6, ,   252.3, ,   147.1, ,
1928,    26.5, ,    11.0, ,    52.3, ,    39.7, ,    25.6, ,   166.5, ,   198.2, ,    52.5, ,    48.3, ,     2.1, ,    35.8, ,    27.8, ,   686.5, ,    53.9, ,   117.6, ,   417.2, ,    86.3, ,
1929,    28.0, ,    21.5, ,    85.3, ,    58.5, ,    31.9, ,    42.8, ,    69.5, ,    19.0, ,    56.1, ,    32.7, ,    59.2, ,    70.6, ,   575.1, ,    77.3, ,   175.6, ,   131.4, ,   148.0, ,
1930,    14.0, ,    60.8, ,    31.1, ,     9.5, ,   136.0, ,    64.8, ,    80.2, ,    47.1, ,    43.5, ,    50.9, ,    99.4, ,    33.5, ,   670.6, ,   145.4, ,   176.6, ,   192.0, ,   193.7, ,
1931,    25.2, ,     6.3, ,    58.1, ,    11.7, ,   107.3, ,    91.6, ,    64.8, ,    36.3, ,    72.5, ,    37.8, ,    74.3, ,    37.4, ,   623.6, ,    65.0, ,   177.2, ,   192.8, ,   184.7, ,
1932,    56.9, ,    53.8, ,    59.9, ,    40.8, ,    18.8, ,    48.3, ,    65.9, ,    56.2, ,    43.7, ,    89.5, ,   138.0, ,    32.6, ,   704.4, ,   148.2, ,   119.5, ,   170.4, ,   271.2, ,
1933,    99.5, ,    32.3, ,    51.1, ,    16.9, ,    94.4, ,    60.7, ,    13.4, ,    48.4, ,    68.5, ,    40.2, ,    82.2, ,    64.6, ,   672.1, ,   164.4, ,   162.3, ,   122.4, ,   190.9, ,
1934,    71.0, ,    32.2, ,    44.4, ,    66.6, ,    20.5, ,   108.2, ,    44.8, ,    43.7, ,    62.3, ,    84.4, ,    43.9, ,    48.3, ,   670.4, ,   167.7, ,   131.6, ,   196.8, ,   190.7, ,
1935,    75.3, ,    12.5, ,    61.8, ,    18.1, ,    29.9, ,    70.5, ,   111.5, ,   133.8, ,    69.8, ,    39.1, ,    46.3, ,    19.2, ,   687.7, ,   136.1, ,   109.8, ,   315.7, ,   155.2, ,
1936,    39.8, ,    47.6, ,    64.7, ,    15.5, ,    18.4, ,    57.9, ,    80.4, ,    50.6, ,    66.6, ,    31.8, ,    35.8, ,    63.1, ,   572.1, ,   106.7, ,    98.5, ,   188.9, ,   134.2, ,
1937,    56.7, ,    46.1, ,    14.3, ,    92.1, ,    70.3, ,    79.2, ,   112.3, ,   135.7, ,    58.5, ,    25.5, ,    21.4, ,    37.3, ,   749.3, ,   165.8, ,   176.7, ,   327.2, ,   105.4, ,
1938,    38.5, ,    46.2, ,    41.3, ,    45.6, ,   104.3, ,    76.6, ,   134.7, ,    55.8, ,    28.9, ,    17.6, ,    54.6, ,    47.4, ,   691.4, ,   122.0, ,   191.1, ,   267.1, ,   101.1, ,
1939,    29.4, ,    72.9, ,    18.0, ,    29.0, ,    62.6, ,   102.2, ,    77.2, ,   171.7, ,    84.5, ,    52.1, ,    11.6, ,    34.0, ,   745.2, ,   149.7, ,   109.6, ,   351.1, ,   148.2, ,
1940,    32.6, ,    26.0, ,    16.2, ,    52.9, ,    43.9, ,    89.5, ,    57.6, ,    18.7, ,    17.4, ,   107.4, ,    93.2, ,    38.9, ,   594.3, ,    92.7, ,   113.0, ,   165.7, ,   218.1, ,
1941,    67.8, ,    35.5, ,    57.5, ,    29.1, ,   105.9, ,   122.3, ,   129.8, ,    61.0, ,   300.0, ,    31.2, ,    33.5, ,    25.8, ,   999.5, ,   142.3, ,   192.6, ,   313.2, ,   364.6, ,
1942,    21.2, ,    32.3, ,    38.1, ,    50.2, ,    57.3, ,    84.3, ,    44.5, ,   140.7, ,    75.5, ,    24.9, ,    35.1, ,    41.9, ,   646.0, ,    79.3, ,   145.6, ,   269.5, ,   135.6, ,
1943,    49.5, ,    64.2, ,    46.0, ,    42.5, ,    90.8, ,   147.7, ,   131.2, ,    86.1, ,    57.7, ,    31.4, ,    40.0, ,    34.2, ,   821.5, ,   155.6, ,   179.4, ,   365.0, ,   129.1, ,
1944,    25.3, ,    37.3, ,   149.1, ,     3.9, ,    66.3, ,   167.6, ,    95.4, ,   164.6, ,   102.9, ,     8.2, ,    96.6, ,    44.0, ,   961.2, ,    96.9, ,   219.2, ,   427.6, ,   207.7, ,
1945,    29.2, ,    56.5, ,    35.6, ,    91.6, ,    27.5, ,    73.6, ,    80.3, ,   117.0, ,   111.6, ,    47.2, ,    71.0, ,    32.4, ,   773.4, ,   129.7, ,   154.6, ,   270.8, ,   229.9, ,
1946,    24.8, ,    40.8, ,    18.7, ,    30.2, ,    56.0, ,    73.1, ,    94.5, ,    73.2, ,    87.0, ,    70.9, ,    56.3, ,    27.0, ,   652.5, ,    98.0, ,   104.9, ,   240.8, ,   214.2, ,
1947,    37.6, ,    29.6, ,    17.1, ,    38.1, ,    82.5, ,   175.0, ,    39.0, ,   107.5, ,   104.7, ,    55.2, ,    43.8, ,    58.3, ,   788.2, ,    94.2, ,   137.7, ,   321.4, ,   203.7, ,
1948,    21.9, ,    13.0, ,    20.1, ,    45.8, ,    37.1, ,    80.8, ,   237.0, ,    59.1, ,    16.9, ,    17.1, ,    42.7, ,    69.0, ,   660.5, ,    93.2, ,   103.0, ,   376.9, ,    76.8, ,
1949,    74.9, ,    45.4, ,    50.3, ,    20.7, ,    35.5, ,    57.8, ,    77.8, ,    82.1, ,    55.9, ,    73.7, ,    58.2, ,    55.6, ,   688.0, ,   189.2, ,   106.6, ,   217.7, ,   187.9, ,
1950,    71.2, ,    34.4, ,    38.6, ,    62.4, ,    74.8, ,    57.0, ,    95.4, ,    55.9, ,    70.7, ,    50.8, ,    55.1, ,    39.3, ,   705.5, ,   161.2, ,   175.8, ,   208.3, ,   176.6, ,
1951,    21.1, ,    27.4, ,    66.4, ,    57.0, ,    34.8, ,    51.5, ,    30.8, ,    88.8, ,    97.1, ,    33.6, ,    24.7, ,    69.4, ,   602.5, ,    87.8, ,   158.2, ,   171.0, ,   155.4, ,
1952,    20.4, ,    23.7, ,    25.0, ,    10.6, ,    32.4, ,    52.5, ,   115.4, ,    37.8, ,    34.8, ,    36.1, ,    42.9, ,    27.7, ,   459.4, ,   113.5, ,    68.0, ,   205.7, ,   113.8, ,
1953,    50.9, ,    34.7, ,    48.0, ,    44.1, ,    87.0, ,    72.5, ,   168.4, ,    46.9, ,    60.0, ,    18.7, ,    34.1, ,    36.8, ,   702.1, ,   113.3, ,   179.1, ,   287.7, ,   112.9, ,
1954,    66.5, ,    34.2, ,    22.0, ,    94.9, ,    65.2, ,    54.6, ,    41.2, ,    69.5, ,    49.3, ,    36.4, ,    54.1, ,    11.2, ,   599.1, ,   137.6, ,   182.0, ,   165.3, ,   139.8, ,
1955,    61.8, ,    58.9, ,    39.8, ,    13.8, ,    36.9, ,   103.4, ,    86.0, ,    83.8, ,    60.5, ,    64.5, ,    99.6, ,    60.2, ,   769.2, ,   131.9, ,    90.5, ,   273.2, ,   224.6, ,
1956,    50.7, ,    34.8, ,    46.0, ,    27.6, ,    84.7, ,    86.9, ,   121.9, ,    50.9, ,    37.5, ,    57.3, ,    59.1, ,    53.7, ,   711.0, ,   145.7, ,   158.2, ,   259.7, ,   153.9, ,
1957,    21.7, ,    33.3, ,    30.2, ,   107.8, ,    46.6, ,    80.7, ,    47.0, ,    59.0, ,    63.7, ,    31.9, ,    48.3, ,    26.6, ,   596.6, ,   108.7, ,   184.5, ,   186.7, ,   143.8, ,
1958,    24.3, ,    16.9, ,    14.4, ,    37.8, ,    44.7, ,    64.5, ,   171.0, ,    31.5, ,    39.0, ,    27.3, ,    99.2, ,    51.6, ,   622.1, ,    67.7, ,    96.9, ,   267.0, ,   165.4, ,
1959,    10.7, ,    21.5, ,    20.2, ,    35.4, ,    72.3, ,    69.0, ,   143.7, ,   122.7, ,    95.5, ,    47.9, ,    36.5, ,    42.6, ,   717.9, ,    83.7, ,   127.9, ,   335.5, ,   179.9, ,
1960,    26.4, ,    32.9, ,    43.2, ,    93.2, ,    59.0, ,    80.0, ,    58.0, ,   182.1, ,    41.4, ,    44.3, ,    62.7, ,    41.3, ,   764.4, ,   101.8, ,   195.4, ,   320.0, ,   148.4, ,
1961,    19.6, ,    56.6, ,    15.2, ,    74.9, ,    17.5, ,    24.2, ,    58.7, ,    44.0, ,    87.5, ,    26.8, ,    53.1, ,    56.8, ,   534.9, ,   117.4, ,   107.6, ,   127.0, ,   167.4, ,
1962,    53.1, ,    93.3, ,    82.9, ,    39.8, ,    88.0, ,    61.7, ,   232.2, ,   165.6, ,    30.0, ,    32.2, ,    79.8, ,    43.7, ,  1002.2, ,   203.2, ,   210.7, ,   459.5, ,   141.9, ,
1963,    24.3, ,    59.0, ,    27.5, ,    98.4, ,    90.4, ,    85.4, ,   102.6, ,    55.5, ,    23.0, ,    17.2, ,    36.6, ,    54.1, ,   674.2, ,   127.0, ,   216.4, ,   243.5, ,    76.8, ,
1964,    63.4, ,    30.8, ,    75.3, ,    70.0, ,    61.8, ,   139.6, ,   115.7, ,   127.7, ,   162.0, ,    51.7, ,    61.8, ,    66.7, ,  1026.5, ,   148.3, ,   207.1, ,   383.1, ,   275.5, ,
1965,    23.2, ,    55.2, ,    47.8, ,    58.7, ,    90.2, ,   172.0, ,   116.5, ,    54.1, ,   123.9, ,    64.3, ,   113.7, ,    63.5, ,   983.1, ,   145.1, ,   196.7, ,   342.7, ,   301.9, ,
1966,    25.0, ,    22.5, ,    75.7, ,    61.4, ,    46.2, ,    92.3, ,    80.0, ,    67.4, ,    41.0, ,    39.4, ,    41.3, ,    50.2, ,   642.4, ,   111.0, ,   183.3, ,   239.7, ,   121.7, ,
1967,    44.5, ,    14.6, ,    31.5, ,    46.5, ,    43.9, ,    92.9, ,   104.3, ,   105.9, ,    12.4, ,    47.2, ,    38.7, ,    51.3, ,   633.8, ,   109.3, ,   121.9, ,   303.1, ,    98.3, ,
1968,    38.4, ,    19.9, ,    56.7, ,    36.4, ,    81.5, ,   141.3, ,    88.7, ,    90.3, ,    85.0, ,    53.3, ,    14.5, ,    30.6, ,   736.5, ,   109.6, ,   174.6, ,   320.3, ,   152.8, ,
1969,   108.8, ,    20.5, ,    11.3, ,    22.3, ,    70.5, ,   124.4, ,   123.4, ,   131.2, ,   103.4, ,    64.9, ,    52.5, ,    59.1, ,   892.2, ,   159.9, ,   104.0, ,   379.0, ,   220.8, ,
1970,    49.2, ,    32.2, ,    50.1, ,    81.9, ,   141.3, ,   132.2, ,   183.9, ,   118.3, ,   151.8, ,   105.6, ,    35.5, ,    54.1, ,  1136.2, ,   140.5, ,   273.3, ,   434.4, ,   292.9, ,
1971,    21.7, ,    18.4, ,    48.6, ,    60.8, ,    52.7, ,   122.4, ,    94.3, ,    58.2, ,    90.8, ,   112.0, ,    79.9, ,    36.2, ,   796.1, ,    94.2, ,   162.1, ,   274.9, ,   282.8, ,
1972,    50.3, ,    29.6, ,    51.2, ,    12.1, ,    38.1, ,    69.8, ,    70.6, ,   119.8, ,   116.7, ,    42.5, ,    43.3, ,    46.1, ,   690.0, ,   116.0, ,   101.4, ,   260.2, ,   202.4, ,
1973,    11.1, ,    28.9, ,    20.2, ,    29.6, ,    40.9, ,    96.9, ,   111.3, ,    97.5, ,   191.2, ,    51.4, ,    49.7, ,    27.7, ,   756.5, ,    86.2, ,    90.7, ,   305.8, ,   292.3, ,
1974,    54.0, ,    25.3, ,    39.3, ,    88.3, ,    95.2, ,    52.3, ,    34.2, ,   245.9, ,    55.4, ,    29.9, ,    32.0, ,    20.3, ,   772.1, ,   107.0, ,   222.8, ,   332.4, ,   117.3, ,
1975,    81.3, ,    32.4, ,    41.5, ,    27.1, ,    45.0, ,   137.4, ,    62.9, ,    70.3, ,    63.8, ,    50.0, ,    20.8, ,    30.1, ,   662.3, ,   133.9, ,   113.5, ,   270.6, ,   134.5, ,
1976,    57.8, ,    26.4, ,    37.6, ,    39.0, ,    16.8, ,   122.7, ,    24.8, ,    67.8, ,    14.8, ,    10.9, ,    18.4, ,    24.7, ,   461.8, ,   114.3, ,    93.4, ,   215.3, ,    44.1, ,
1977,    32.6, ,    30.2, ,    27.1, ,    19.9, ,   134.2, ,   147.8, ,   126.0, ,   101.7, ,   115.0, ,    30.3, ,   124.9, ,    37.7, ,   927.2, ,    87.5, ,   181.2, ,   375.4, ,   270.1, ,
1978,    28.2, ,    13.8, ,    30.4, ,    29.8, ,    83.8, ,    47.6, ,   113.7, ,    41.2, ,    76.8, ,    27.3, ,    51.2, ,    36.2, ,   579.9, ,    79.7, ,   144.0, ,   202.5, ,   155.3, ,
1979,    15.3, ,    37.8, ,    70.5, ,    61.3, ,    85.0, ,    68.6, ,    64.3, ,    68.8, ,    39.2, , -9999.9,M, -9999.9,M,    31.7, , -9999.9,M,    89.2, ,   216.8, ,   201.7, , -9999.9,M,
1980,    38.3, ,    24.9, ,    33.3, ,     8.8, ,    25.6, ,    60.3, ,    79.3, ,   154.4, ,   108.3, ,    53.1, ,    23.2, ,    27.5, ,   637.0, ,    94.8, ,    67.6, ,   294.0, ,   184.7, ,
1981,    21.2, ,     6.5, ,    22.9, ,    19.5, ,    10.6, ,   178.5, ,    93.5, ,    55.5, ,   163.6, ,    74.7, ,    35.1, ,    28.0, ,   709.3, ,    55.2, ,    52.9, ,   327.5, ,   273.3, ,
1982,    36.0, ,    20.5, ,    52.8, ,    47.3, ,    53.8, ,    60.7, ,   149.9, ,    64.2, ,    98.0, ,    91.3, ,    34.1, ,    26.7, ,   735.4, ,    84.5, ,   153.9, ,   274.8, ,   223.4, ,
1983,    41.4, ,    23.1, ,    48.6, ,    25.6, ,    53.3, ,    83.5, ,    67.6, ,    43.4, ,    56.3, ,    35.0, ,    79.5, ,    30.2, ,   587.5, ,    91.3, ,   127.5, ,   194.5, ,   170.8, ,
1984,    29.2, ,    34.9, ,    15.6, ,    32.6, ,    42.9, ,   164.3, ,    47.7, ,    26.0, ,    50.7, ,   182.3, ,    47.1, ,    62.4, ,   735.6, ,    94.3, ,    91.1, ,   238.0, ,   280.1, ,
1985,    40.4, ,    32.8, ,    12.0, ,    41.0, ,    82.3, ,    87.8, ,    32.4, ,   145.4, ,    70.4, ,    46.5, ,    76.8, ,    37.3, ,   705.1, ,   135.6, ,   135.3, ,   265.5, ,   193.7, ,
1986,    31.2, ,    37.7, ,    29.4, ,    98.1, ,    26.8, ,    83.6, ,   109.1, ,    68.3, ,   105.6, ,    20.7, ,    75.3, ,    22.9, ,   708.6, ,   106.2, ,   154.3, ,   261.0, ,   201.6, ,
1987,    26.1, ,    31.5, ,    43.5, ,     0.9, ,    74.6, ,    63.7, ,   106.0, ,    86.8, ,    27.6, ,    40.0, ,    31.8, ,    24.4, ,   556.8, ,    80.5, ,   119.0, ,   256.5, ,    99.3, ,
1988,    36.4, ,    24.3, ,    80.6, ,     5.8, ,    29.5, ,    72.5, ,   165.5, ,    29.2, ,    48.6, ,    60.4, ,    47.1, ,    44.8, ,   644.5, ,    85.0, ,   115.9, ,   267.1, ,   156.0, ,
1989,    58.7, ,    15.3, ,    55.2, ,    25.4, ,    95.4, ,   260.4, ,    55.8, ,   140.1, ,    17.6, ,    42.3, ,    34.2, ,    32.4, ,   832.9, ,   118.8, ,   176.0, ,   456.4, ,    94.1, ,
1990,    51.3, ,    24.3, ,    44.7, ,    41.0, ,    36.4, ,   147.9, ,    68.2, ,    25.9, ,    53.5, ,    20.7, ,    32.4, ,    36.6, ,   582.8, ,   107.9, ,   122.2, ,   241.9, ,   106.6, ,
1991,    34.1, ,    29.0, ,    37.8, ,    67.7, ,    91.4, ,    98.5, ,   121.0, ,    22.8, ,   150.1, ,    69.6, ,    74.5, ,    40.5, ,   837.1, ,    99.8, ,   196.9, ,   242.3, ,   294.2, ,
1992,    25.2, ,    37.5, ,    19.2, ,    74.4, ,    88.7, ,   122.7, ,   170.2, ,   137.7, ,   118.3, ,    15.7, ,    55.0, ,    66.3, ,   930.9, ,   103.2, ,   182.3, ,   430.5, ,   189.1, ,
1993,    24.9, ,     7.8, ,    16.6, ,    39.5, ,    53.7, ,    92.3, ,   267.6, ,   121.8, ,    55.9, ,    67.0, ,    26.1, ,    25.5, ,   798.9, ,    99.0, ,   109.9, ,   481.7, ,   149.0, ,
1994,    21.7, ,     9.7, ,    20.8, ,    29.5, ,    58.8, ,    78.8, ,   153.7, ,    70.5, ,    79.7, ,    70.8, ,    69.8, ,    36.4, ,   700.1, ,    56.9, ,   109.1, ,   302.9, ,   220.2, ,
1995,    55.0, ,    21.4, ,    23.3, ,    25.2, ,   100.4, ,   102.4, ,    95.8, ,   116.1, ,    31.0, ,    63.6, ,    59.3, ,    47.7, ,   741.2, ,   112.9, ,   148.9, ,   314.2, ,   153.9, ,
1996,    29.3, ,    36.7, ,    34.0, ,    35.1, ,    74.6, ,    93.6, ,   174.7, ,   179.3, ,   120.9, ,    69.5, ,   128.2, ,    72.7, ,  1048.7, ,   113.7, ,   143.7, ,   447.6, ,   318.6, ,
1997,    25.9, ,    18.9, ,    36.7, ,    51.5, ,    74.5, ,    83.2, ,   128.1, ,    45.0, ,   133.1, ,   135.1, ,    43.7, ,    17.4, ,   793.2, ,   117.5, ,   162.6, ,   256.3, ,   311.9, ,
1998,    39.3, ,    37.7, ,    11.1, ,    31.9, ,   165.3, ,    93.6, ,    53.7, ,    54.9, ,    76.2, ,   102.5, ,    47.2, ,    17.3, ,   730.7, ,    94.4, ,   208.2, ,   202.2, ,   225.9, ,
1999,    41.4, ,    33.8, ,    30.3, ,    60.9, ,   157.0, ,   240.8, ,    73.7, ,    45.1, ,   200.3, ,    59.0, ,    17.1, ,    42.2, ,  1001.6, ,    92.5, ,   248.3, ,   359.5, ,   276.4, ,
2000,    37.2, ,    43.6, ,    38.1, ,    25.1, ,    86.8, ,   265.7, ,    98.6, ,   194.7, ,    56.5, ,    68.9, ,   103.5, ,    48.9, ,  1067.7, ,   123.0, ,   150.0, ,   559.0, ,   228.9, ,
2001,    31.9, ,    29.7, ,    21.0, ,    93.1, ,   130.6, ,   131.9, ,   111.5, ,    25.3, ,    42.8, ,   102.7, ,    32.0, ,    37.0, ,   789.7, ,   110.6, ,   244.7, ,   268.8, ,   177.5, ,
2002,    40.3, ,    11.9, ,    32.5, ,    75.2, ,    69.5, ,   182.6, ,    48.8, ,    91.6, ,    96.3, ,    50.6, ,    37.5, ,    25.3, ,   762.1, ,    89.3, ,   177.3, ,   322.9, ,   184.4, ,
2003,    28.2, ,    24.9, ,    27.4, ,    26.9, ,    72.5, ,    83.8, ,    83.0, ,   120.8, ,   213.3, ,    50.6, ,    24.4, ,    46.8, ,   802.7, ,    78.4, ,   126.9, ,   287.6, ,   288.3, ,
2004,    84.2, ,    27.4, ,    73.4, ,    18.8, ,   186.1, ,    65.1, ,    62.2, ,   198.1, ,   143.1, ,    90.8, ,    28.9, ,    75.7, ,  1053.7, ,   158.5, ,   278.3, ,   325.3, ,   262.8, ,
2005,    56.8, ,    22.3, ,    32.2, ,    49.1, ,    91.8, ,   159.7, ,    99.5, ,    98.6, ,    72.1, ,    47.9, ,    74.4, ,    41.6, ,   846.0, ,   154.8, ,   173.1, ,   357.9, ,   194.4, ,
2006,    43.4, ,    14.2, ,    36.5, ,    17.9, ,    46.3, ,    72.3, ,    41.4, ,    84.9, ,    55.5, ,    70.4, ,    28.9, ,    31.0, ,   542.6, ,    99.2, ,   100.8, ,   198.6, ,   154.8, ,
2007,    22.0, ,    52.6, ,    73.1, ,    34.1, ,   215.2, ,   180.1, ,    90.8, ,    77.8, ,    57.1, ,   140.2, ,    60.0, ,    53.7, ,  1056.8, ,   105.5, ,   322.4, ,   348.7, ,   257.4, ,
2008,    14.5, ,    34.8, ,    33.4, ,    68.3, ,    48.5, ,   151.2, ,   137.7, ,    38.5, ,   123.8, ,    72.9, ,    74.6, ,    51.3, ,   849.7, ,   103.1, ,   150.3, ,   327.4, ,   271.4, ,
2009,    49.2, ,    56.0, ,    53.4, ,    43.4, ,   110.8, ,   108.4, ,    93.8, ,   153.8, ,    76.4, ,    82.4, ,    42.0, ,    38.2, ,   907.8, ,   156.4, ,   207.6, ,   356.0, ,   200.8, ,
