5031111,GRAND RAPIDS HYDRO       ,MB  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
5031111,GRAND RAPIDS HYDRO       ,MB  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1962,    16.8, ,     4.7, ,    13.8, ,    48.8, ,    36.7, ,    34.1, ,    33.2, ,   130.8, ,    66.6, ,    24.7, ,    32.5, ,    22.8, ,   465.8, , -9999.9,M,    99.3, ,   198.2, ,   123.8, ,
1963,    32.5, ,    11.6, ,    14.5, ,    16.2, ,    31.5, ,    74.0, ,    30.7, ,   104.1, ,    58.5, ,     6.2, ,    21.5, ,     6.4, ,   407.6, ,    66.9, ,    62.3, ,   208.7, ,    86.2, ,
1964,    18.9, ,    10.7, ,    32.2, ,    26.7, ,    72.4, ,    17.4, ,    48.8, ,   139.0, ,    73.4, ,    37.6, ,    46.1, ,    23.8, ,   547.0, ,    36.0, ,   131.3, ,   205.2, ,   157.1, ,
1965,    10.6, ,    54.6, ,    11.8, ,    12.0, ,   111.1, ,    46.9, ,    85.7, ,    54.8, ,   106.4, ,     6.3, , -9999.9,M, -9999.9,M, -9999.9,M,    89.0, ,   134.9, ,   187.4, , -9999.9,M,
1966, -9999.9,M,    11.3, ,    32.7, ,    46.2, ,    30.7, ,    85.0, ,   197.0, ,   103.5, ,    18.0, ,    46.0, ,    50.5, ,    39.3, , -9999.9,M, -9999.9,M,   109.6, ,   385.5, ,   114.5, ,
1967,    31.8, ,    15.2, ,    36.5, ,    28.8, ,    22.6, ,    62.1, ,    52.3, ,    26.8, ,    49.7, ,    75.2, ,    31.5, ,    16.6, ,   449.1, ,    86.3, ,    87.9, ,   141.2, ,   156.4, ,
1968,    21.7, ,     4.1, , -9999.9,M,    23.4, ,    59.7, ,    55.8, ,    96.4, ,    59.0, ,    68.3, ,    38.6, ,    35.5, ,    40.1, , -9999.9,M,    42.4, , -9999.9,M,   211.2, ,   142.5, ,
1969,    15.8, ,    20.0, ,     9.0, ,     1.8, ,    50.1, ,    37.8, ,    53.9, ,   129.4, ,    88.1, ,    40.9, ,    10.2, ,    11.0, ,   468.1, ,    76.0, ,    61.0, ,   221.1, ,   139.2, ,
1970,    18.5, ,     9.1, ,     7.3, ,    33.1, ,    35.5, ,    56.2, ,    83.2, ,    23.7, ,    64.2, ,    90.6, ,    49.5, ,    26.8, ,   497.8, ,    38.6, ,    75.9, ,   163.0, ,   204.3, ,
1971,    13.3, ,     5.0, ,    23.9, ,    29.2, ,    12.0, ,    45.9, ,    53.6, ,    27.7, ,   113.4, ,    77.9, ,    11.5, ,    26.6, ,   440.0, ,    45.0, ,    65.1, ,   127.2, ,   202.9, ,
1972,    16.2, ,    28.5, ,    14.9, ,    13.8, ,    32.2, ,    86.6, ,    40.0, ,    49.9, ,    53.9, ,     9.9, ,    24.4, ,    19.8, ,   390.3, ,    71.3, ,    61.0, ,   176.5, ,    88.3, ,
1973,     7.0, ,    11.2, ,    40.9, ,    42.5, ,    24.0, ,   202.6, ,    66.2, ,   104.9, ,   100.4, ,    80.7, ,    35.7, ,    12.2, ,   728.3, ,    38.0, ,   107.4, ,   373.7, ,   216.8, ,
1974,    32.4, ,    15.3, ,    40.1, ,     4.1, ,    68.6, ,    55.9, ,    34.4, ,    93.7, ,    83.0, ,    24.3, ,    28.0, ,    10.2, ,   490.1, ,    59.9, ,   112.8, ,   184.0, ,   135.2, ,
1975,    31.5, ,    10.6, ,    12.3, ,    21.1, ,    73.4, ,    97.2, ,    73.3, ,    95.0, ,    59.0, ,    34.0, , -9999.9,M,    12.1, , -9999.9,M,    52.3, ,   106.9, ,   265.5, , -9999.9,M,
1976,    16.2, ,     6.2, ,     7.5, ,    27.7, ,     7.8, ,   149.6, ,    68.9, ,    16.6, ,    30.8, ,    37.5, ,     7.4, ,    27.2, ,   403.5, ,    34.5, ,    43.0, ,   235.1, ,    75.7, ,
1977,     5.2, ,     9.0, ,    24.0, , -9999.9,M,    74.1, ,   116.7, ,   132.1, ,   107.0, ,    43.9, ,    28.8, , -9999.9,M, -9999.9,M, -9999.9,M,    41.3, , -9999.9,M,   355.8, , -9999.9,M,
1978,     8.6, ,     9.1, ,    23.3, ,    22.5, ,     1.8, ,     9.1, ,   147.4, ,    34.6, , -9999.9,M, -9999.9,M,    12.8, ,    10.6, , -9999.9,M, -9999.9,M,    47.7, ,   191.1, , -9999.9,M,
1979,    11.6, ,    13.8, ,    27.4, ,    28.4, ,    56.9, ,    59.1, , -9999.9,M,    39.0, ,    46.6, ,    59.8, ,    29.0, ,    20.8, , -9999.9,M,    36.0, ,   112.7, , -9999.9,M,   135.5, ,
1980,    23.7, ,    16.1, ,    24.5, ,     2.1, ,    40.7, ,    64.0, ,    39.6, ,   122.2, ,    60.5, ,    19.5, ,    26.3, ,    26.6, ,   465.7, ,    60.5, ,    67.3, ,   225.7, ,   106.4, ,
1981,     5.5, ,    15.2, ,    23.2, ,    58.6, ,     9.7, ,   126.5, ,    74.8, ,    15.3, ,    63.8, ,    51.5, ,     3.6, ,    38.7, ,   486.3, ,    47.3, ,    91.6, ,   216.5, ,   118.9, ,
1982,    12.3, ,    13.4, ,    19.0, ,    22.8, ,    64.6, ,    45.4, , -9999.9,M,   109.4, ,    75.9, ,    74.3, ,    12.1, ,    39.1, , -9999.9,M,    64.4, ,   106.4, , -9999.9,M,   162.3, ,
1983,    15.3, ,    26.6, ,    59.1, ,    20.5, ,    83.0, ,    43.1, ,    81.0, ,    60.6, ,    77.8, ,    16.7, ,    68.2, ,    15.4, ,   567.3, ,    81.0, ,   162.6, ,   184.7, ,   162.7, ,
1984,    29.3, ,     6.5, ,    18.6, ,    79.4, ,    45.9, ,   119.8, ,    59.1, ,    34.7, ,   126.8, ,    98.5, ,    46.9, ,     7.7, ,   673.4, ,    51.3, ,   143.9, ,   213.7, ,   272.2, ,
1985,    33.5, ,    28.2, ,     4.7, ,    15.7, ,    34.6, ,   110.0, ,    53.0, ,   119.3, ,    62.8, ,    19.2, ,    32.4, ,    22.5, ,   535.8, ,    69.4, ,    54.9, ,   282.2, ,   114.4, ,
1986,     9.4, ,     9.2, ,    38.5, ,    29.8, ,    29.5, ,    54.8, ,   114.0, ,    67.4, ,    52.0, ,    28.5, ,    20.1, ,    22.8, ,   476.0, ,    41.1, ,    97.8, ,   236.2, ,   100.6, ,
1987,     4.3, ,    24.3, ,    22.4, ,     9.3, ,    50.6, ,   117.6, ,   187.1, ,    56.1, ,    31.4, ,    34.5, ,    17.6, ,     9.9, ,   565.2, ,    51.4, ,    82.3, ,   360.8, ,    83.5, ,
1988,    14.3, ,     6.9, ,    46.2, ,    22.8, ,   109.4, ,    16.8, ,    66.8, ,   105.2, ,    66.6, ,     4.5, ,    35.0, ,    34.5, ,   528.9, ,    31.0, ,   178.4, ,   188.8, ,   106.1, ,
1989,    12.9, ,    18.5, ,    10.7, ,    10.9, ,    22.7, ,    76.2, ,    19.0, ,   141.4, ,    75.1, ,    65.0, ,    37.8, ,    10.6, ,   500.7, ,    65.9, ,    44.3, ,   236.6, ,   177.9, ,
1990,    43.1, ,    18.8, ,    58.0, ,    37.6, ,    16.7, ,    93.3, ,    36.7, ,    35.1, ,    36.4, ,    30.4, ,    51.7, ,    11.5, ,   469.2, ,    72.5, ,   112.2, ,   165.1, ,   118.5, ,
1991,    21.1, ,     2.4, ,     8.6, ,    43.1, ,    47.2, ,    74.9, ,    49.3, ,    21.0, ,    70.3, ,    32.3, ,     9.1, ,     9.2, ,   388.4, ,    34.9, ,    98.9, ,   145.2, ,   111.6, ,
1992,    24.9, ,    14.3, ,    13.6, ,    52.6, ,    74.7, ,    91.3, ,    92.4, ,    23.5, ,    87.5, ,    33.8, ,    10.0, ,    17.9, ,   536.5, ,    48.5, ,   140.9, ,   207.1, ,   131.3, ,
1993,     4.7, ,     6.5, ,     9.7, ,    36.4, ,    35.9, ,   113.4, ,   156.1, ,   128.2, ,    25.1, ,    44.5, ,    17.1, ,    21.4, ,   599.0, ,    29.1, ,    81.9, ,   397.7, ,    86.7, ,
1994,     8.7, ,    15.0, ,    14.8, ,    20.3, ,    39.0, ,   105.4, ,   132.7, ,    20.5, ,    36.5, ,    16.8, ,    33.2, ,    30.1, ,   473.1, ,    45.1, ,    74.2, ,   258.7, ,    86.5, ,
1995,    25.7, ,    12.3, ,    45.2, ,    19.4, ,     9.6, ,    10.0, ,    40.5, ,   140.4, ,    23.6, ,    12.8, ,    22.1, ,    25.2, ,   386.9, ,    68.1, ,    74.2, ,   190.9, ,    58.6, ,
1996,    12.1, ,    19.6, ,    14.8, ,    38.5, ,    54.5, ,    38.6, ,    36.0, ,    36.0, ,    30.5, ,    46.6, , -9999.9,M,    30.1, , -9999.9,M,    56.9, ,   107.9, ,   110.6, , -9999.9,M,
1997,    34.9, ,    11.0, ,    27.5, ,    27.2, ,    26.6, ,    88.5, ,    53.1, ,    52.1, ,    85.4, ,    88.6, ,    15.0, ,    10.8, ,   520.8, ,    76.0, ,    81.4, ,   193.7, ,   189.0, ,
1998,    37.9, ,    26.3, ,    11.8, ,     2.4, ,    58.2, ,   109.2, ,    72.1, ,    32.3, ,    52.9, ,    78.4, ,    25.5, ,    21.6, ,   528.4, ,    75.0, ,    72.3, ,   213.6, ,   156.7, ,
1999,    11.2, ,    16.3, ,    18.9, ,    18.1, ,    96.6, ,    64.9, ,    84.6, ,    47.4, ,    48.9, ,    46.6, ,     8.0, ,    30.4, ,   491.9, ,    49.1, ,   133.6, ,   196.9, ,   103.5, ,
2000,    18.6, ,     7.5, ,    16.8, ,    14.5, ,    89.0, ,    79.5, ,    63.4, ,    76.9, ,    73.1, ,    16.4, ,    49.2, ,    18.5, ,   523.3, ,    56.5, ,   120.3, ,   219.8, ,   138.7, ,
2001,    12.1, ,    11.3, ,    15.7, ,    25.8, ,    64.6, ,    96.8, ,    93.1, ,    41.1, ,    46.2, ,    31.0, ,    34.1, ,    23.6, ,   495.3, ,    41.9, ,   106.1, ,   230.9, ,   111.3, ,
2002,    11.6, ,     3.9, ,    15.0, ,    69.9, ,     6.5, ,    62.9, ,    61.7, ,   147.1, ,    37.5, ,    22.2, ,     3.5, ,    50.6, ,   492.4, ,    39.0, ,    91.3, ,   271.7, ,    63.3, ,
2003,    11.2, ,    11.6, ,     9.9, ,     3.5, ,    11.5, ,    82.2, ,    64.8, ,    59.9, ,   127.8, ,    23.9, ,    29.9, ,    12.2, ,   448.4, ,    73.4, ,    25.0, ,   206.9, ,   181.6, ,
2004,    26.3, ,    14.8, ,    42.3, ,    23.1, ,    63.3, ,    91.0, ,   112.7, ,    82.4, ,    74.0, ,    82.3, ,    17.6, ,    51.5, ,   681.4, ,    53.4, ,   128.7, ,   286.1, ,   174.0, ,
2005,    30.4, ,    18.4, ,    30.2, ,    16.7, ,   190.0, ,    82.4, ,    53.1, ,    97.3, ,   101.5, ,    25.4, ,    28.7, ,    53.7, ,   727.8, ,   100.2, ,   237.0, ,   232.8, ,   155.5, ,
2006,    35.3, ,     9.9, ,    10.2, ,    20.2, ,    83.5, ,    55.3, ,    37.3, ,    74.5, ,     5.1, ,    50.7, ,    57.1, ,    15.1, ,   454.1, ,    98.9, ,   113.8, ,   167.1, ,   112.9, ,
2007,    15.4, ,    23.3, ,    20.3, ,    18.2, ,    66.8, ,   116.9, ,    47.4, ,    43.1, ,    85.9, ,    36.0, ,    48.8, ,    16.0, ,   538.1, ,    53.8, ,   105.3, ,   207.4, ,   170.6, ,
2008,    12.1, ,    13.3, ,    32.9, ,     0.0, ,     0.1, ,   100.7, ,   140.5, ,    45.1, ,    32.3, ,    45.4, ,    26.2, ,    10.4, ,   459.0, ,    41.4, ,    33.0, ,   286.3, ,   103.9, ,
2009,    26.1, ,    22.2, ,    39.1, ,    20.5, ,    33.6, ,    74.6, ,    98.5, ,    78.2, ,     9.6, , -9999.9,M,     4.3, ,    11.1, , -9999.9,M,    58.7, ,    93.2, ,   251.3, , -9999.9,M,
2010,    18.7, ,    10.8, ,     7.8, ,    71.0, ,    66.8, ,   155.1, ,   120.9, ,   243.6, ,    62.2, ,    38.4, ,    54.2, ,    12.3, ,   861.8, ,    40.6, ,   145.5, ,   519.7, ,   154.8, ,
2011,    37.1, ,    29.4, ,    22.8, ,    61.5, ,    80.4, ,   121.8, ,   146.9, ,   152.3, ,    43.4, ,    72.7, ,    93.7, ,    16.3, ,   878.4, ,    78.8, ,   164.8, ,   421.0, ,   209.8, ,
