1922,     6.1, ,    18.2, ,    39.6, ,    54.6, ,    96.9, ,    88.5, ,    31.9, ,    43.2, ,    15.8, ,    14.5, ,    35.0, ,    12.2, ,   456.5, ,    27.4, ,   191.1, ,   163.6, ,    65.3, ,
1923,     6.0, ,    36.6, ,     9.1, ,    12.7, ,    81.4, ,   130.8, ,    76.1, ,    40.0, ,    57.6, ,    10.3, ,    63.3, ,    15.2, ,   539.2, ,    54.8, ,   103.2, ,   246.9, ,   131.2, ,
1924,    27.4, , -9999.9,M, -9999.9,M,    25.0, ,     3.9, ,    70.0, ,    37.8, ,    52.0, ,    23.8, ,    66.5, ,    42.4, ,    24.6, , -9999.9,M, -9999.9,M, -9999.9,M,   159.8, ,   132.6, ,
1925,     1.6, ,    15.4, ,    27.4, ,    26.8, ,    13.1, ,   109.8, ,    53.2, ,    12.1, ,   108.7, ,    34.9, ,    22.1, ,    33.8, ,   458.9, ,    41.5, ,    67.3, ,   175.2, ,   165.8, ,
1926,    13.8, , -9999.9,M,    10.8, ,     7.1, ,    65.7, ,   118.6, ,    60.7, ,    64.5, ,    85.1, ,    19.0, ,    53.3, ,    15.1, , -9999.9,M, -9999.9,M,    83.6, ,   243.8, ,   157.3, ,
1927,    21.4, ,     6.1, ,    33.5, ,    12.4, ,    89.1, ,    37.7, ,    66.0, ,    26.1, ,    95.7, ,    42.4, ,    76.3, , -9999.9,M, -9999.9,M,    42.6, ,   135.0, ,   129.8, ,   214.4, ,
1928,     9.1, , -9999.9,M,    19.9, ,    40.2, ,    11.3, ,   139.8, ,    55.4, ,    29.3, ,     1.8, ,    14.3, ,     2.3, , -9999.9,M, -9999.9,M, -9999.9,M,    71.5, ,   224.5, ,    18.4, ,
1929,    45.6, ,    24.5, ,    30.9, ,    24.2, ,    88.8, ,    30.0, ,     5.1, ,    18.9, ,    35.2, ,    40.7, ,    14.5, ,    49.0, ,   407.4, , -9999.9,M,   143.9, ,    54.0, ,    90.4, ,
1930,    30.2, ,    47.9, ,    18.0, ,    23.7, ,    49.3, ,    89.7, ,    67.1, , -9999.9,M,    22.6, ,    36.1, ,    18.2, ,     0.1, , -9999.9,M,   127.2, ,    91.0, , -9999.9,M,    77.0, ,
1931,     6.0, ,     6.2, ,    29.8, , -9999.9,M,     7.0, ,    54.4, ,    62.3, ,    93.6, ,    86.4, ,     7.6, ,     9.4, ,    26.5, , -9999.9,M,    12.3, , -9999.9,M,   210.2, ,   103.5, ,
1932,    41.0, ,    12.6, ,    45.7, ,    30.8, , -9999.9,M,   119.9, ,   120.1, ,    70.0, ,     8.6, ,    35.8, ,    18.4, ,     9.1, , -9999.9,M,    80.1, , -9999.9,M,   309.9, ,    62.7, ,
1933,    33.5, ,    12.1, ,     4.6, ,    39.0, ,   130.3, ,    91.5, ,    32.4, ,    60.3, ,    34.7, ,    31.2, ,    13.0, ,    51.7, ,   534.3, ,    54.7, ,   173.9, ,   184.2, ,    78.9, ,
1934,    10.5, ,     9.9, ,    16.8, ,     1.0, ,    13.2, ,    65.0, ,    23.0, ,    67.1, ,    26.4, ,     4.0, ,     3.4, ,    19.8, ,   260.1, ,    72.1, ,    31.0, ,   155.2, ,    33.8, ,
1935,    39.7, ,     1.6, ,    64.0, ,    50.7, ,    59.2, ,    85.9, ,   137.4, ,    36.8, ,     4.6, ,    29.7, ,    30.9, ,     6.3, ,   546.8, ,    61.1, ,   173.8, ,   260.2, ,    65.2, ,
1936,    42.2, ,    21.2, ,    55.2, ,    10.2, ,    56.4, ,    22.1, ,    44.7, ,    18.4, ,    31.2, ,     9.8, ,     4.6, ,    35.0, ,   350.9, ,    69.8, ,   121.8, ,    85.1, ,    45.5, ,
1937,    10.8, ,     1.9, ,     6.4, ,    18.9, ,    13.0, ,    15.1, ,    70.1, ,    25.6, ,    59.4, ,    38.0, ,    24.2, ,    22.8, ,   306.3, ,    47.7, ,    38.4, ,   110.9, ,   121.6, ,
1938,    28.9, ,    30.5, ,    34.0, ,    11.0, ,    66.3, ,    41.1, ,   105.5, ,    25.3, ,    15.1, ,    29.4, ,    11.7, ,    13.7, ,   412.6, ,    82.2, ,   111.4, ,   171.9, ,    56.2, ,
1939,    21.4, ,    38.0, ,    22.2, ,     9.0, ,    16.9, ,   185.3, ,    24.9, ,    29.3, ,    18.9, ,     1.9, ,     3.6, ,    15.3, ,   386.7, ,    73.1, ,    48.1, ,   239.5, ,    24.3, ,
1940,     2.8, ,    24.7, ,    14.8, ,    12.6, ,    63.9, ,    67.0, ,    87.5, ,    43.9, ,    63.5, ,    58.5, ,    29.1, ,    13.7, ,   481.9, ,    42.9, ,    91.3, ,   198.3, ,   151.2, ,
1941,    15.6, ,    12.2, ,    17.3, ,    48.2, ,    52.0, ,    77.7, ,    53.8, ,   140.0, ,    14.9, ,     7.6, ,    60.7, ,    14.5, ,   514.5, ,    41.5, ,   117.5, ,   271.6, ,    83.2, ,
1942,     9.4, ,    21.8, ,    15.8, ,    52.0, ,    22.6, ,   121.0, ,    52.4, ,    87.2, ,    48.9, ,     8.2, ,    16.5, ,    31.1, ,   486.8, ,    45.6, ,    90.4, ,   260.6, ,    73.5, ,
1943,    33.9, ,    15.1, ,    50.1, ,     2.4, ,    39.1, ,    67.4, ,    55.4, ,    20.1, ,    13.7, ,    25.3, ,     7.8, ,     1.6, ,   332.0, ,    80.1, ,    91.7, ,   142.9, ,    46.8, ,
1944,     6.0, ,    40.6, ,    27.1, ,    33.4, ,   102.2, ,   161.3, ,    39.5, ,    72.3, ,    10.4, ,     2.6, ,    10.1, ,     5.2, ,   510.8, ,    48.2, ,   162.8, ,   273.0, ,    23.2, ,
1945,    19.7, ,    26.2, ,    19.8, ,    18.3, ,    10.4, ,    78.6, ,    91.4, ,    28.0, ,    52.7, ,    35.8, ,    21.3, ,     8.8, ,   411.3, ,    51.2, ,    48.5, ,   198.1, ,   109.9, ,
1946,    19.9, ,    24.1, ,    11.0, ,     9.1, ,    22.8, ,    94.1, ,   174.4, ,    43.9, ,    58.3, ,    33.0, ,    41.0, ,    13.5, ,   545.1, ,    52.9, ,    42.8, ,   312.4, ,   132.3, ,
1947,    30.7, ,    29.6, ,     9.7, ,    14.4, ,    24.0, ,   107.5, ,    26.4, ,    80.2, ,    50.0, ,     8.7, ,    51.2, ,    34.6, ,   467.1, ,    73.8, ,    48.1, ,   214.2, ,   109.9, ,
1948,    24.5, ,    46.8, ,     7.5, ,    51.0, ,    13.4, ,    51.9, ,    59.6, ,    52.9, ,     6.2, ,     3.8, ,    28.7, ,    55.4, ,   401.7, ,   105.8, ,    71.9, ,   164.4, ,    38.7, ,
1949,     2.7, ,    11.4, ,    16.1, ,     5.1, ,    40.0, ,    43.6, ,    78.5, ,    36.8, ,    11.7, ,    17.6, ,     6.0, ,    26.1, ,   295.5, ,    69.5, ,    61.2, ,   158.9, ,    35.3, ,
1950,    43.9, ,    15.8, ,    29.2, ,    16.7, ,    38.6, ,    85.3, ,   100.0, ,    33.5, ,    35.2, ,    17.7, , -9999.9,M,    21.2, , -9999.9,M,    85.8, ,    84.4, ,   218.8, , -9999.9,M,
1951,    43.8, ,    45.8, ,    30.8, ,    53.4, ,     4.5, ,    83.4, ,     7.2, ,   104.4, ,    72.2, ,    43.9, ,     0.1, ,    21.2, ,   510.8, ,   110.9, ,    88.8, ,   195.0, ,   116.2, ,
1952,     5.3, ,     0.7, , -9999.9,M,     7.7, ,    49.8, ,   116.6, , -9999.9,M,    59.8, ,    23.2, ,     1.4, , -9999.9,M,     2.6, , -9999.9,M,    27.2, , -9999.9,M, -9999.9,M, -9999.9,M,
1953, -9999.9,M,    12.5, ,    33.5, ,    33.1, ,   129.4, ,   227.6, ,    47.1, ,    44.1, ,    20.1, ,    37.6, ,     7.1, ,    28.9, , -9999.9,M, -9999.9,M,   196.0, ,   318.9, ,    64.8, ,
1954,    24.0, ,    10.0, ,    13.7, ,    51.8, ,    71.0, ,   126.3, ,    37.2, ,    66.7, ,   111.0, ,    16.8, ,    13.2, ,     3.6, ,   545.4, ,    62.8, ,   136.6, ,   230.2, ,   141.1, ,
1955, -9999.9,M,    21.5, ,    59.3, ,    54.5, ,    60.9, ,    46.7, ,    74.8, ,    31.9, ,    45.7, ,    13.9, ,    43.3, ,    18.0, , -9999.9,M, -9999.9,M,   174.6, ,   153.5, ,   102.8, ,
1956,    43.9, ,    20.1, ,    29.0, ,    27.8, ,    60.8, ,    80.3, ,   100.4, ,    13.5, ,    18.9, ,    26.1, ,     9.7, ,    36.3, ,   466.9, ,    82.0, ,   117.5, ,   194.2, ,    54.8, ,
1957,    14.6, ,     4.0, ,    24.3, ,    37.5, ,    20.9, ,    50.2, ,    77.5, ,    37.0, ,    18.0, ,    41.1, ,    22.0, ,     4.7, ,   351.8, ,    54.9, ,    82.7, ,   164.7, ,    81.2, ,
1958,    14.2, ,    39.4, ,     9.3, ,    23.2, ,     8.5, ,    15.5, ,    29.6, ,    26.3, ,    23.4, ,     2.0, ,    38.6, ,    15.3, ,   245.3, ,    58.2, ,    41.0, ,    71.4, ,    64.0, ,
1959,     9.1, ,    16.6, ,    14.5, ,    22.0, ,    23.0, ,    87.9, ,    24.9, ,    27.6, ,   108.7, ,    57.3, ,    42.4, ,    42.0, ,   475.9, ,    41.0, ,    59.4, ,   140.4, ,   208.4, ,
1960,     4.7, ,    10.9, ,     4.7, ,    21.5, ,    41.4, ,    91.2, ,    31.7, ,    43.6, ,     1.6, ,     1.5, ,    31.3, ,    18.2, ,   302.3, ,    57.5, ,    67.6, ,   166.5, ,    34.4, ,
1961,    11.5, ,    21.3, ,     6.4, ,    35.6, ,    52.6, ,    42.6, ,    37.0, ,     0.3, ,    80.3, ,    26.3, ,     6.6, ,    15.8, ,   336.2, ,    51.0, ,    94.6, ,    79.9, ,   113.1, ,
1962,    20.7, ,    17.5, ,    18.5, ,     9.7, ,    73.6, ,   105.7, ,    86.7, ,    86.4, ,    13.8, ,    22.5, ,    17.4, ,    19.7, ,   492.2, ,    54.0, ,   101.8, ,   278.8, ,    53.7, ,
1963,    10.8, ,    14.4, ,     9.8, ,    56.7, ,    49.2, ,   118.5, ,   185.1, ,    60.1, ,    50.9, ,     5.3, ,     2.8, ,    31.8, ,   595.4, ,    44.9, ,   115.7, ,   363.7, ,    59.0, ,
1964,     7.0, ,    11.0, ,    31.4, ,    10.8, ,    59.4, ,    83.7, ,    90.1, ,    34.5, ,    34.2, ,     0.1, ,    12.7, ,    41.8, ,   416.8, ,    49.8, ,   101.6, ,   208.3, ,    47.1, ,
1965,    26.4, ,     8.6, ,    13.0, ,    21.2, ,   164.2, ,    78.8, ,    26.3, ,    46.6, ,   102.6, ,     0.1, ,    32.6, ,    20.1, ,   540.4, ,    76.7, ,   198.4, ,   151.6, ,   135.3, ,
1966,    21.0, ,     9.8, ,     3.9, ,    41.0, ,    14.0, ,    41.3, ,    18.6, ,    77.4, ,     5.8, ,    14.4, ,    18.7, ,     4.0, ,   269.9, ,    51.0, ,    58.9, ,   137.3, ,    38.9, ,
1967,    35.9, ,    20.7, ,    45.5, ,    40.1, ,     8.6, ,    36.4, ,    35.1, ,    33.2, ,    45.5, ,    45.9, ,    20.3, ,    12.4, ,   379.7, ,    60.6, ,    94.2, ,   104.7, ,   111.8, ,
1968,    21.1, ,     5.7, ,     1.1, ,     1.7, ,    41.8, ,    46.2, ,    59.2, ,   152.5, ,    43.8, ,    11.8, ,    14.9, ,    23.9, ,   423.7, ,    39.2, ,    44.6, ,   257.9, ,    70.5, ,
1969,    60.3, ,    25.9, ,    16.2, ,    37.6, ,    26.4, ,    48.2, ,    83.3, ,    15.6, ,    33.8, ,    41.2, ,     4.6, ,    21.5, ,   414.4, ,   110.1, ,    80.2, ,   147.1, ,    79.5, ,
1970,    42.6, ,    15.4, ,    24.6, ,   116.1, ,    96.3, ,    44.8, ,   116.4, ,    28.0, ,    68.2, ,    71.0, ,    24.1, ,    19.8, ,   667.2, ,    79.4, ,   237.0, ,   189.1, ,   163.3, ,
1971,    23.3, ,    12.4, ,    27.2, ,    34.2, ,    10.9, ,   147.8, ,    48.6, ,    13.1, ,     6.0, ,    61.2, ,    14.5, ,    16.5, ,   415.6, ,    55.5, ,    72.3, ,   209.4, ,    81.7, ,
1972,    17.9, ,    41.1, ,    16.0, ,    19.5, ,    96.8, ,    52.2, ,    31.5, ,    60.5, ,    28.1, ,    15.3, ,    21.9, ,    16.1, ,   416.9, ,    75.6, ,   132.3, ,   144.2, ,    65.3, ,
1973,     3.0, ,    15.7, ,    15.3, ,    55.4, ,    49.5, ,    76.9, ,    31.5, ,    23.3, ,    98.5, ,     7.8, ,    24.7, ,    29.2, ,   430.7, ,    34.8, ,   120.2, ,   131.7, ,   130.9, ,
1974,    35.3, ,    33.7, ,    27.1, ,    34.3, ,    79.4, ,    27.3, ,   116.9, ,    98.4, ,    20.4, ,    45.1, ,     5.1, ,    26.3, ,   549.1, ,    98.2, ,   140.8, ,   242.6, ,    70.6, ,
1975,    12.4, ,    18.3, ,    63.3, ,    97.4, ,    26.8, ,    91.2, ,    14.1, ,   150.2, ,    70.5, ,    14.9, ,    29.0, ,    42.9, ,   631.1, ,    57.0, ,   187.6, ,   255.5, ,   114.4, ,
1976,    30.8, ,    50.4, ,    59.9, ,    35.1, ,    59.3, ,   186.4, ,    26.6, ,    39.6, ,     9.6, ,     4.1, ,     7.2, ,    18.6, ,   527.6, ,   124.1, ,   154.4, ,   252.6, ,    20.9, ,
1977,     9.6, ,     1.8, ,     9.9, ,    12.8, ,   107.9, ,    57.8, ,    87.5, ,    29.1, ,    98.3, ,    33.0, ,    27.5, ,    12.1, ,   487.3, ,    30.0, ,   130.6, ,   174.5, ,   158.7, ,
1978,     3.2, ,    12.3, ,     5.0, ,    39.9, ,    90.3, ,    95.0, ,   100.8, ,    22.5, ,   158.7, ,     8.1, ,    28.9, ,    20.6, ,   585.3, ,    27.7, ,   135.2, ,   218.3, ,   195.7, ,
1979,     4.1, ,    17.8, ,     5.0, ,    84.2, ,    93.3, ,    34.5, ,    44.2, ,    25.0, ,    46.8, ,    26.2, ,     5.6, ,    10.5, ,   397.3, ,    42.5, ,   182.5, ,   103.6, ,    78.7, ,
1980,    24.4, ,    11.3, ,    14.6, ,    25.5, ,     4.3, ,    19.5, ,    46.7, ,    92.9, ,    44.5, ,     8.7, ,    16.5, ,    17.8, ,   326.8, ,    46.3, ,    44.4, ,   159.1, ,    69.8, ,
1981,    14.8, ,     2.7, ,    25.7, ,    17.6, ,    16.2, ,   114.0, ,    61.9, ,    50.5, ,    34.4, ,    51.2, ,    30.0, ,    16.9, ,   435.8, ,    35.2, ,    59.5, ,   226.4, ,   115.5, ,
1982, -9999.9,M,    24.7, ,    40.8, ,     0.0, ,    84.9, ,    28.5, ,   105.8, ,    28.7, , -9999.9,M,    37.0, ,     2.4, , -9999.9,M, -9999.9,M, -9999.9,M,   125.7, ,   163.0, , -9999.9,M,
1983,    17.8, ,     9.2, ,    36.5, ,     7.5, ,    53.3, ,    63.5, ,    82.5, ,    18.6, ,    59.6, ,    12.3, ,    15.3, ,    11.2, ,   387.3, , -9999.9,M,    97.2, ,   164.6, ,    87.2, ,
1984,    15.0, ,     0.0, ,    10.5, ,     7.4, ,    26.0, ,    61.7, ,    36.3, ,    11.7, ,    67.1, ,    53.7, ,     7.5, ,    18.3, ,   315.2, ,    26.3, ,    43.8, ,   109.7, ,   128.3, ,
1985,    16.7, ,    19.3, ,     7.5, ,    48.8, ,    64.5, ,    43.3, ,    14.1, ,   120.2, ,    96.0, ,    39.1, ,    20.3, ,     8.2, ,   498.0, ,    54.3, ,   120.8, ,   177.5, ,   155.3, ,
1986,     0.0, ,     0.0, ,    13.7, ,    31.6, ,   113.8, ,    84.7, ,   119.3, ,     5.4, ,    72.8, ,    15.7, ,     3.1, ,     1.4, ,   461.5, ,     8.2, ,   159.2, ,   209.4, ,    91.5, ,
1987,     9.1, ,    24.1, ,    46.8, ,    11.0, ,    46.4, ,    41.9, ,   127.6, ,    20.5, ,    61.9, ,     9.2, ,     0.4, ,     6.0, ,   404.8, ,    34.6, ,   104.1, ,   190.0, ,    71.5, ,
1988,    16.8, ,    16.2, ,     3.9, ,    28.9, ,    40.9, ,    20.9, ,    53.5, ,    28.4, ,    49.3, ,     7.6, ,    15.4, ,    39.4, ,   321.3, ,    39.0, ,    73.8, ,   102.9, ,    72.2, ,
1989,    51.0, ,     7.7, ,     7.6, ,     0.1, ,    35.2, ,    57.7, , -9999.9,M, -9999.9,M, -9999.9,M,    62.9, ,    15.5, ,    36.6, , -9999.9,M,    98.1, ,    42.9, , -9999.9,M, -9999.9,M,
1990, -9999.9,M,     4.6, ,    20.3, ,     3.9, ,    33.9, ,    72.2, ,   181.3, ,    39.2, ,     7.7, ,     4.4, ,     8.5, ,    31.2, , -9999.9,M, -9999.9,M,    58.1, ,   292.8, ,    20.6, ,
1991,    22.6, ,    30.2, ,    45.0, ,    64.1, ,   107.8, ,   112.1, ,    89.2, ,    92.6, ,    42.9, ,    10.0, ,     8.6, ,    24.4, ,   649.5, ,    84.1, ,   216.9, ,   293.9, ,    61.5, ,
1992,    17.4, ,    13.3, ,    14.4, ,    44.2, ,    58.4, ,    32.6, ,    54.6, ,    49.7, ,    20.4, , -9999.9,M,    12.4, ,    14.8, , -9999.9,M,    55.0, ,   117.0, ,   136.8, , -9999.9,M,
1993,    10.8, ,     7.5, ,    66.4, ,    17.5, ,    35.9, ,    86.6, ,   150.4, ,    21.7, ,    55.6, ,    13.5, ,    26.7, ,    28.3, ,   521.1, ,    33.2, ,   119.8, ,   258.7, ,    95.9, ,
1994,    73.9, ,    35.1, ,     2.4, ,    18.2, ,    29.6, ,   124.8, ,    46.9, ,    30.2, ,    17.9, ,    32.6, ,     9.6, ,    13.3, ,   434.4, ,   137.3, ,    50.2, ,   201.8, ,    60.0, ,
1995,    33.4, ,     5.8, ,    66.7, ,    34.2, ,    57.4, ,   151.9, ,    50.1, ,    95.5, ,    88.6, ,    49.9, ,    30.7, ,    17.9, ,   682.2, ,    52.6, ,   158.3, ,   297.5, ,   169.2, ,
1996,    17.4, ,    17.4, ,    14.6, ,    39.0, ,    46.6, ,    75.2, ,    75.4, ,    35.3, ,    55.0, ,    21.4, ,    63.4, ,    41.6, ,   502.2, ,    52.7, ,   100.1, ,   185.9, ,   139.8, ,
1997,    26.8, ,     8.3, ,    48.3, ,    13.1, ,    13.3, ,    37.6, ,    33.3, ,    66.0, ,    11.6, ,    20.4, ,     5.6, ,     0.7, ,   285.0, ,    76.6, ,    74.8, ,   136.9, ,    37.6, ,
1998,    22.0, ,    53.7, ,    26.5, ,    13.9, ,    46.6, ,   126.7, ,    40.4, ,    24.3, ,    50.9, ,    84.6, ,    42.3, ,    40.7, ,   572.5, ,    76.4, ,    86.9, ,   191.4, ,   177.8, ,
1999,    70.4, ,    28.5, ,    32.2, ,    33.3, ,   103.7, ,   152.4, ,    65.3, ,    41.9, ,    20.3, ,     8.8, ,     0.0, ,    13.9, ,   570.8, ,   139.6, ,   169.2, ,   259.6, ,    29.1, ,
2000,    26.4, ,    12.0, ,    10.1, ,    59.4, ,    91.5, ,    89.7, ,    70.6, ,    54.0, ,    36.0, ,    25.3, ,    58.1, ,    40.2, ,   573.3, ,    52.3, ,   161.0, ,   214.3, ,   119.4, ,
2001,    12.5, ,    11.7, ,    23.2, ,    21.4, ,    30.4, ,   106.3, ,    95.5, ,     0.1, ,     8.7, ,    19.1, ,    14.8, ,    12.3, ,   356.2, ,    64.5, ,    75.0, ,   202.0, ,    42.6, ,
2002,    26.0, ,    15.9, ,    37.8, ,    31.4, ,    37.7, ,   148.7, ,    39.1, ,    75.6, ,    24.2, ,    23.6, ,    11.2, ,    33.5, ,   504.4, ,    54.2, ,   106.8, ,   263.4, ,    58.9, ,
2003,    26.8, ,    28.4, ,    17.6, ,    80.7, ,    55.8, ,    35.0, ,    22.5, ,    15.7, ,    21.7, ,    30.9, ,    19.6, ,    51.7, ,   406.5, ,    88.7, ,   154.1, ,    73.2, ,    72.2, ,
2004,    52.8, ,    18.4, ,    25.9, ,    10.6, ,   131.1, ,    60.3, ,    46.0, ,    85.5, ,    10.8, ,    17.5, ,     8.0, ,    65.0, ,   531.8, ,   122.9, ,   167.5, ,   191.8, ,    36.2, ,
2005,    22.4, ,     7.5, ,    42.5, ,     8.2, ,    81.3, ,   129.0, ,    62.0, ,    90.7, ,     4.3, ,     3.6, ,    27.5, ,    18.5, ,   497.6, ,    95.0, ,   132.0, ,   281.8, ,    35.4, ,
2006,     9.1, ,    26.3, ,     9.1, ,    76.7, ,    46.3, ,    91.1, ,    22.1, ,    22.7, ,    32.9, ,    24.6, ,    37.0, ,    23.1, ,   421.0, ,    53.9, ,   132.1, ,   135.9, ,    94.5, ,
2007,    13.8, ,    54.1, ,    21.0, ,    24.1, ,    93.6, ,    77.5, ,    26.9, ,    33.8, ,    17.1, ,    42.3, ,    26.7, , -9999.9,M, -9999.9,M,    91.0, ,   138.7, ,   138.2, ,    86.0, ,
2008, -9999.9,M, -9999.9,M,    28.8, ,    14.2, ,    14.3, ,    83.1, , -9999.9,M,    49.9, ,    41.9, ,    47.6, ,    19.3, ,    40.0, , -9999.9,M, -9999.9,M,    57.3, , -9999.9,M,   108.8, ,
2009,    87.1, ,    39.6, ,    22.9, ,    53.5, ,    17.5, ,    53.3, ,    80.3, ,   105.9, ,    41.8, ,    53.0, ,    10.8, ,    42.2, ,   607.9, ,   166.8, ,    93.8, ,   239.6, ,   105.6, ,
2010,    59.2, ,     4.0, ,     0.7, ,    42.1, ,   134.2, ,    78.3, ,    67.1, ,    93.1, ,    55.3, ,    14.7, ,    47.1, ,    18.3, ,   614.1, ,   105.5, ,   177.0, ,   238.5, ,   117.0, ,
2011,    42.2, ,    22.1, ,    22.8, ,    39.0, ,   155.7, ,   207.7, ,    20.3, ,   123.5, ,    22.6, ,    40.4, ,    22.1, ,     8.3, ,   726.7, ,    82.6, ,   217.5, ,   351.5, ,    85.1, ,
