1964,    73.6, ,    43.5, ,    46.4, ,    53.3, ,    57.4, ,   185.9, ,    97.7, ,   114.4, ,   115.9, ,    84.8, ,    47.3, ,    61.7, ,   982.0, ,   174.0, ,   157.1, ,   398.0, ,   248.0, ,
1965,    37.2, ,    67.2, ,    14.3, ,    23.0, ,    95.8, ,    67.8, ,    46.7, ,    75.3, ,   111.5, ,    47.5, ,   121.8, ,    96.2, ,   804.2, ,   166.0, ,   133.1, ,   189.8, ,   280.8, ,
1966,    58.7, ,    13.5, ,    73.2, ,    45.8, ,    33.6, ,    62.0, ,   103.1, ,   165.7, ,    54.5, ,   137.0, ,    93.6, ,    62.9, ,   903.6, ,   168.4, ,   152.6, ,   330.7, ,   285.2, ,
1967,    60.1, ,    23.7, ,    62.7, ,    87.3, ,    30.4, ,    81.9, ,    79.4, ,   106.8, ,    34.4, ,   104.5, ,    34.7, ,    33.0, ,   738.8, ,   146.7, ,   180.4, ,   268.1, ,   173.6, ,
1968,    35.7, ,    21.9, ,    76.3, ,    96.7, ,    42.0, ,   117.4, ,   146.5, ,    45.7, ,    44.3, ,   106.6, ,    39.5, ,    87.6, ,   860.2, ,    90.6, ,   215.0, ,   309.6, ,   190.4, ,
1969,    96.8, ,    30.9, ,    23.3, ,    43.7, ,   121.7, ,    85.3, ,    60.1, ,   117.0, ,    89.4, ,    51.4, ,    80.0, ,    51.4, ,   851.0, ,   215.3, ,   188.7, ,   262.4, ,   220.8, ,
1970,    57.0, ,    53.8, ,    30.0, ,    49.4, ,   103.9, ,    95.8, ,   100.1, ,   125.5, ,   163.2, ,   124.3, ,    90.0, ,    72.4, ,  1065.3, ,   162.3, ,   183.3, ,   321.4, ,   377.4, ,
1971,    38.2, ,    78.5, ,    37.8, ,    34.8, ,   115.2, ,    53.7, ,    71.0, ,    63.4, ,   121.9, ,    93.4, ,    81.1, ,    75.4, ,   864.4, ,   189.1, ,   187.8, ,   188.1, ,   296.4, ,
1972,    99.0, ,    48.3, ,   100.0, ,    13.0, ,    41.6, ,    28.9, ,   154.0, ,    65.1, ,   112.0, ,    77.5, ,    75.0, ,    55.7, ,   870.2, ,   222.7, ,   154.7, ,   248.0, ,   264.5, ,
1973,    45.1, ,    50.0, ,    50.9, ,    49.4, ,    52.9, ,   131.9, ,    73.4, ,    74.8, ,   115.5, ,    40.4, ,   137.5, ,    55.7, ,   877.4, ,   150.8, ,   153.2, ,   280.2, ,   293.4, ,
1974,    75.2, ,    24.3, ,    66.0, ,    82.8, ,    77.0, ,    91.5, ,   136.7, ,    72.3, ,    85.6, ,    97.5, ,   107.9, ,    38.9, ,   955.7, ,   155.1, ,   225.8, ,   300.5, ,   291.0, ,
1975,    82.3, ,    48.8, ,    34.5, ,    11.9, ,    60.4, ,   144.3, ,    90.2, ,    71.3, ,    52.7, ,   131.3, ,   104.5, ,    25.9, ,   858.0, ,   169.9, ,   106.8, ,   305.7, ,   288.5, ,
1976,    83.6, ,    78.2, ,   100.8, ,    62.6, ,    16.1, ,   136.5, ,   109.8, ,    27.0, ,    83.0, ,    60.3, ,    44.4, ,    66.2, ,   868.5, ,   187.7, ,   179.5, ,   273.3, ,   187.7, ,
1977,    37.0, ,    79.0, ,    59.4, ,    61.6, ,    35.8, ,   190.8, ,    56.9, ,   140.9, ,    99.3, ,    34.9, ,    61.7, ,    56.5, ,   913.8, ,   182.2, ,   156.7, ,   388.6, ,   196.0, ,
1978,    28.4, ,    21.2, ,    46.8, ,    27.7, ,    94.2, ,    94.2, ,   104.0, ,    84.0, ,    90.0, ,    32.9, ,    49.8, ,    48.6, ,   721.9, ,   106.1, ,   168.7, ,   282.2, ,   172.8, ,
1979,    18.0, ,    49.2, ,   123.5, ,    26.4, ,    86.5, ,    81.8, ,    35.3, ,    71.0, ,    47.2, ,    86.3, ,    70.9, ,    72.6, ,   768.6, ,   115.8, ,   236.4, ,   188.1, ,   204.4, ,
1980,    72.8, ,    17.8, ,    61.7, ,    36.5, ,    43.6, ,    36.7, ,    74.3, ,    89.1, ,   101.5, ,   109.5, ,    42.6, ,    38.9, ,   725.0, ,   163.2, ,   141.7, ,   200.1, ,   253.6, ,
1981,    31.4, ,    65.5, ,    34.4, ,    21.1, ,    71.9, ,   106.8, ,    29.9, ,    56.6, ,    64.4, ,    59.7, ,    52.0, ,    64.7, ,   658.5, ,   135.8, ,   127.5, ,   193.3, ,   176.2, ,
1982,    47.6, ,    27.6, ,    37.4, ,    58.1, ,    86.0, ,    78.6, ,   107.0, ,    62.5, ,   110.2, ,    92.2, ,    83.0, ,    57.3, ,   847.5, ,   139.8, ,   181.5, ,   248.1, ,   285.5, ,
1983,    59.4, ,    58.5, ,    46.1, ,    65.6, ,    47.0, ,    68.5, ,   139.7, ,    47.0, ,   150.8, ,   114.1, ,    89.2, ,    43.6, ,   929.5, ,   175.2, ,   158.7, ,   255.3, ,   354.0, ,
1984,    67.4, ,    49.4, ,    50.3, ,    41.9, ,    63.8, ,   148.1, ,   117.0, ,    97.8, ,    74.7, ,    56.6, ,    82.1, ,   133.2, ,   982.2, ,   160.3, ,   156.0, ,   362.8, ,   213.4, ,
1985,    51.9, ,    52.5, ,    30.6, ,    39.5, ,    87.3, ,    71.0, ,   136.3, ,   146.6, ,   196.5, ,    59.0, ,   151.7, ,    36.9, ,  1059.6, ,   237.5, ,   157.3, ,   353.9, ,   407.2, ,
1986,    35.3, ,    53.7, ,    31.3, ,    38.2, ,    36.5, ,   144.9, ,    69.5, ,    97.4, ,   101.4, ,    73.4, ,    74.4, ,    60.2, ,   816.2, ,   125.8, ,   106.0, ,   311.8, ,   249.3, ,
1987,    23.7, ,    27.2, ,    32.3, ,    16.8, ,    37.2, ,    51.0, ,    99.4, ,    79.3, ,    72.4, ,    79.3, ,    51.9, ,    63.4, ,   633.9, ,   111.1, ,    86.3, ,   229.7, ,   203.7, ,
1988,    47.5, ,    39.0, ,    82.9, ,    34.6, ,    54.2, ,   129.6, ,   143.7, ,   165.5, ,   121.6, ,    86.8, ,    84.8, ,    48.5, ,  1038.6, ,   149.9, ,   171.6, ,   438.8, ,   293.1, ,
1989,    67.4, ,    31.2, ,    34.2, ,    33.8, ,    78.4, ,    66.0, ,    57.2, ,    56.2, ,    73.6, ,    49.3, ,    69.8, ,    58.1, ,   675.1, ,   147.1, ,   146.3, ,   179.4, ,   192.7, ,
1990,    65.3, ,    27.1, ,    29.4, ,    49.8, ,    39.4, ,   143.8, ,    69.5, ,    95.7, ,    69.1, ,    89.8, ,    64.5, ,    57.5, ,   800.9, ,   150.6, ,   118.6, ,   309.0, ,   223.4, ,
1991,    46.1, ,    15.1, ,    41.5, ,    60.3, ,    76.5, ,    45.4, ,    61.5, ,    49.4, ,    76.4, ,    99.3, ,   114.6, ,    44.1, ,   730.3, ,   118.8, ,   178.3, ,   156.3, ,   290.2, ,
1992,    48.9, ,    37.6, ,    33.5, ,    63.7, ,   108.0, ,    55.8, ,   134.5, ,   143.6, ,   195.9, ,    35.6, ,    90.2, ,    95.8, ,  1043.2, ,   130.6, ,   205.2, ,   333.9, ,   321.8, ,
1993,    27.8, ,    12.2, ,    19.9, ,    66.3, ,   104.1, ,    57.1, ,   142.5, ,    82.6, ,   143.2, ,    65.6, ,    23.5, ,    30.2, ,   775.1, ,   135.9, ,   190.4, ,   282.2, ,   232.2, ,
1994,    27.3, ,    12.0, ,    20.2, ,    86.4, ,    68.8, ,   113.1, ,   180.3, ,   136.8, ,    79.0, ,    42.0, ,    59.8, ,    38.6, ,   864.4, ,    69.6, ,   175.4, ,   430.3, ,   180.7, ,
1995,    40.5, ,    63.7, ,    34.2, ,    30.9, ,    96.6, ,    88.7, ,    99.3, ,    36.9, ,   147.7, ,   169.1, ,    61.0, ,    44.5, ,   913.1, ,   142.8, ,   161.7, ,   225.0, ,   377.7, ,
1996,   137.0, ,    51.9, ,    21.6, ,    60.1, ,    66.4, ,   106.1, ,   142.4, ,    81.4, ,   107.6, ,   146.6, ,    70.0, ,    53.1, ,  1044.2, ,   233.4, ,   148.1, ,   329.9, ,   324.2, ,
1997,    79.8, ,    24.9, ,    74.9, ,    49.7, ,    47.0, ,    97.9, ,    93.8, ,    60.6, ,    64.3, ,    90.7, ,    63.9, ,    32.6, ,   780.0, ,   157.7, ,   171.6, ,   252.3, ,   218.9, ,
1998,    40.3, ,    12.1, ,    47.1, ,    35.2, ,    51.4, ,    34.4, ,   147.8, ,    58.5, ,    82.6, ,   149.1, ,    57.3, ,    27.4, ,   743.0, ,    84.9, ,   133.7, ,   240.7, ,   288.9, ,
1999,    25.3, ,    41.4, ,    31.4, ,    32.5, ,    98.1, ,   106.0, ,   157.1, ,    50.3, ,   125.6, ,   108.8, ,    49.1, ,    34.2, ,   859.9, ,    94.1, ,   162.1, ,   313.4, ,   283.4, ,
2000,    53.3, ,    20.8, ,    31.8, ,    72.9, ,   129.3, ,   122.5, ,   127.4, ,   143.5, ,    59.9, ,    40.6, ,    38.1, ,    42.3, ,   882.6, ,   108.4, ,   234.1, ,   393.4, ,   138.6, ,
2001,    60.1, ,    65.4, ,    36.6, ,   118.8, ,    49.0, ,    83.6, ,   113.6, ,   127.9, ,    88.4, ,   125.2, ,    82.0, ,    64.6, ,  1015.3, ,   167.8, ,   204.4, ,   325.0, ,   295.7, ,
2002,    52.0, ,    39.0, ,    39.3, ,    44.8, ,    92.1, ,   100.7, ,    89.5, ,    76.4, ,    68.2, ,   114.8, ,    61.4, ,    58.1, ,   836.3, ,   155.6, ,   176.2, ,   266.6, ,   244.4, ,
2003,    29.6, ,    18.8, ,    36.0, ,    56.4, ,    42.8, ,    47.0, ,   143.5, ,   168.3, ,   115.4, ,    60.5, ,    65.3, ,    53.4, ,   837.0, ,   106.5, ,   135.2, ,   358.8, ,   241.2, ,
2004,    60.4, ,    46.4, ,    70.2, ,    26.5, ,   101.5, ,    74.9, ,   101.1, ,   122.0, ,   133.3, ,   146.5, ,    45.0, ,    61.6, ,   989.6, ,   160.2, ,   198.2, ,   298.0, ,   324.9, ,
2005,    51.7, ,    32.1, ,    27.4, ,    52.5, ,    98.9, ,    54.6, ,    49.5, ,    53.0, ,    68.2, ,   131.7, ,   134.0, ,    59.0, ,   812.6, ,   145.4, ,   178.8, ,   157.1, ,   334.0, ,
2006,    47.5, ,    29.7, ,    78.3, ,    36.0, ,    98.0, ,    26.0, ,    54.9, ,    57.8, ,    93.9, ,    85.2, ,    45.6, ,    50.4, ,   703.3, ,   136.3, ,   212.2, ,   138.7, ,   224.7, ,
2007,    39.7, ,    36.6, ,    40.7, ,    55.0, ,   138.3, ,   108.4, ,   203.6, ,    96.5, ,   193.0, ,   116.3, ,    76.6, ,   114.0, ,  1218.7, ,   126.7, ,   234.1, ,   408.4, ,   385.9, ,
2008,    47.7, ,    38.4, ,    35.3, ,    61.0, ,   103.2, ,   205.1, ,   139.2, ,    46.8, ,   126.5, ,    74.6, ,    65.2, ,    53.4, ,   996.5, ,   200.1, ,   199.5, ,   391.2, ,   266.3, ,
2009,    37.0, ,    31.5, ,    60.6, ,    77.2, ,    59.3, ,    61.9, ,    60.0, ,   103.8, ,    34.6, ,    52.3, ,    55.6, ,    47.0, ,   680.8, ,   122.0, ,   197.1, ,   225.7, ,   142.5, ,
2010,    23.1, ,    16.2, ,    20.0, ,    20.7, ,    33.2, ,    98.8, , -9999.9,M,    42.8, ,   170.4, ,    51.4, ,    92.1, ,    31.4, , -9999.9,M,    86.3, ,    74.0, , -9999.9,M,   313.9, ,
