1911,    50.5, ,    90.1, ,    70.6, ,    42.0, ,    76.2, ,    99.0, ,    76.1, ,    40.3, ,    80.9, ,    58.3, ,    85.9, ,    80.6, ,   850.6, ,   193.6, ,   188.8, ,   215.5, ,   225.1, ,
1912,    83.5, ,    97.8, ,    46.0, ,    77.3, ,   140.8, ,    37.7, ,   105.5, ,   133.7, ,   109.7, ,    67.9, ,   144.0, ,    64.5, ,  1108.5, ,   262.0, ,   264.0, ,   276.9, ,   321.6, ,
1913,   135.4, ,    75.8, ,   137.8, ,    54.3, ,    64.9, ,    23.8, ,    62.6, ,    85.2, ,    72.5, ,   110.7, ,    73.8, ,    71.6, ,   968.5, ,   275.7, ,   257.0, ,   171.6, ,   257.1, ,
1914,   115.6, ,    35.4, ,    42.2, ,    70.3, ,     8.9, ,    60.2, ,    39.2, ,    65.1, ,    57.2, ,    51.3, ,   104.1, ,    76.2, ,   725.6, ,   222.6, ,   121.3, ,   164.5, ,   212.6, ,
1915,    96.7, ,    69.6, ,    20.6, ,    28.7, ,    52.3, ,    79.2, ,    58.9, ,   191.1, ,    79.4, ,    36.8, ,    34.8, ,   135.0, ,   883.0, ,   242.5, ,   101.5, ,   329.3, ,   150.9, ,
1916,   126.9, ,   138.0, ,    86.6, ,    80.1, ,   186.7, ,   115.8, ,    42.1, ,    48.6, ,    87.2, ,    80.4, ,    61.8, ,    78.2, ,  1132.5, ,   399.9, ,   353.4, ,   206.5, ,   229.4, ,
1917,   131.9, ,    64.5, ,   121.8, ,    69.6, ,    50.8, ,    72.1, ,    80.1, ,    93.2, ,    34.4, ,   141.5, ,    45.1, ,    95.1, ,  1000.2, ,   274.6, ,   242.2, ,   245.5, ,   221.0, ,
1918,   102.2, ,   101.1, ,    63.0, ,    40.6, ,    50.2, ,    85.5, ,    93.1, ,    80.3, ,   153.4, ,   139.9, ,    72.0, ,   101.7, ,  1082.8, ,   298.4, ,   153.8, ,   258.8, ,   365.2, ,
1919,    80.6, ,    51.8, ,   136.1, ,    92.5, ,   103.5, ,    64.0, ,    43.9, ,    40.4, ,    70.6, ,   133.6, ,    78.7, ,    35.3, ,   931.1, ,   234.1, ,   332.2, ,   148.4, ,   282.9, ,
1920,    97.4, ,    71.4, ,    71.9, ,   115.7, ,    11.1, ,    89.0, ,    99.3, ,    76.7, ,   111.2, ,    77.3, ,    73.8, ,   120.1, ,  1015.0, ,   204.1, ,   198.7, ,   265.0, ,   262.3, ,
1921,    58.2, ,    51.6, ,   130.6, ,    64.8, ,    74.3, ,   102.4, ,    67.9, ,    73.3, ,    47.8, ,   124.4, ,    97.3, ,    81.7, ,   974.2, ,   229.9, ,   269.7, ,   243.5, ,   269.5, ,
1922,    54.6, ,    78.6, ,    60.9, ,   111.5, ,    51.4, ,   142.1, ,    54.8, ,    61.4, ,    46.7, ,    96.7, ,    54.0, ,    59.0, ,   871.7, ,   214.8, ,   223.9, ,   258.2, ,   197.4, ,
1923,   116.1, ,    76.8, ,    93.6, ,    73.5, ,    69.0, ,   131.9, ,    95.4, ,    83.7, ,    51.9, ,    97.2, ,    87.6, ,    89.9, ,  1066.5, ,   251.9, ,   236.1, ,   311.0, ,   236.7, ,
1924,   169.9, ,    89.5, ,    29.9, ,   115.9, ,   108.1, ,    68.9, ,   106.8, ,    95.2, ,   126.2, ,     7.4, ,    47.5, ,    48.8, ,  1014.2, ,   349.3, ,   253.9, ,   271.0, ,   181.1, ,
1925,    97.1, ,   100.9, ,   103.5, ,    26.1, ,    72.3, ,   102.8, ,   114.3, ,    28.9, ,   165.2, ,    70.6, ,    97.1, ,    84.6, ,  1063.5, ,   246.8, ,   201.9, ,   246.0, ,   333.0, ,
1926,    74.5, ,    76.9, ,   133.6, ,    74.3, ,    41.3, ,    95.7, ,   127.2, ,    55.2, ,    81.1, ,    81.9, ,   133.1, ,    99.1, ,  1074.0, ,   236.0, ,   249.2, ,   278.0, ,   296.2, ,
1927,    74.2, ,   143.7, ,    55.8, ,    24.3, ,   137.6, ,   118.9, ,   129.4, ,    67.7, ,    46.2, ,    53.5, ,   213.7, ,    92.2, ,  1157.0, ,   317.0, ,   217.6, ,   316.0, ,   313.4, ,
1928,   121.6, ,    47.1, ,    79.1, ,    71.2, ,    79.9, ,   174.8, ,   131.4, ,   110.7, ,   119.7, ,   159.0, ,    63.8, ,    59.6, ,  1218.0, ,   261.0, ,   230.3, ,   416.8, ,   342.5, ,
1929,   129.3, ,    37.6, ,    89.6, ,   104.5, ,    98.3, ,    72.3, ,    88.4, ,    88.3, ,    53.8, ,    53.0, ,    78.0, ,   105.0, ,   998.2, ,   226.6, ,   292.4, ,   249.0, ,   184.8, ,
1930,    86.3, ,    26.1, ,    54.9, ,    45.7, ,    72.1, ,   113.8, ,   120.4, ,    32.4, ,    67.5, ,    33.0, ,    57.3, ,    65.1, ,   774.5, ,   217.4, ,   172.6, ,   266.6, ,   157.8, ,
1931,    72.6, ,    38.0, ,    46.5, ,    72.0, ,    68.4, ,    70.4, ,    40.4, ,    13.3, ,   107.1, ,    48.9, ,    61.0, ,    69.2, ,   707.9, ,   175.7, ,   186.9, ,   124.1, ,   217.0, ,
1932,    99.9, ,    80.5, ,    77.7, ,    77.8, ,    27.1, ,    75.5, ,    81.7, ,   138.1, ,    86.5, ,   107.9, ,    74.5, ,    73.6, ,  1000.9, ,   249.7, ,   182.6, ,   295.3, ,   269.0, ,
1933,    41.5, ,    45.3, ,   100.4, ,    78.5, ,    96.1, ,    68.9, ,    64.6, ,   103.8, ,    42.5, ,    54.9, ,   105.4, ,   189.8, ,   991.6, ,   160.4, ,   274.9, ,   237.3, ,   202.8, ,
1934,    95.7, ,    53.9, ,   109.6, ,   103.1, ,    38.1, ,    86.9, ,    79.2, ,    43.5, ,   102.8, ,    48.0, ,    88.2, ,    99.6, ,   948.7, ,   339.4, ,   250.9, ,   209.7, ,   239.0, ,
1935,    94.3, ,    69.4, ,    50.3, ,    56.7, ,    36.8, ,   161.9, ,    90.2, ,    34.1, ,    81.6, ,    25.9, ,    70.8, ,    73.9, ,   845.9, ,   263.3, ,   143.8, ,   286.2, ,   178.4, ,
1936,    74.3, ,    66.6, ,   137.4, ,   114.3, ,    66.3, ,    55.7, ,   116.2, ,    81.3, ,   115.5, ,   140.9, ,    50.3, ,    74.7, ,  1093.5, ,   214.7, ,   318.1, ,   253.2, ,   306.7, ,
1937,    87.7, ,    71.8, ,    49.2, ,    73.9, ,    62.1, ,    99.7, ,   109.7, ,    95.8, ,    96.6, ,   115.4, ,   106.5, ,    86.9, ,  1055.3, ,   234.3, ,   185.1, ,   305.1, ,   318.6, ,
1938,    60.1, ,    66.8, ,   103.7, ,    90.1, ,    79.8, ,    66.6, ,   142.3, ,   101.5, ,   106.4, ,    13.6, ,    48.9, ,    69.3, ,   949.0, ,   213.8, ,   273.6, ,   310.4, ,   168.8, ,
1939,    89.7, ,   135.3, ,    69.5, ,    72.6, ,    62.6, ,    98.9, ,   170.2, ,    88.3, ,    79.6, ,    83.5, ,    21.8, ,    95.2, ,  1067.3, ,   294.3, ,   204.7, ,   357.4, ,   184.9, ,
1940,    43.5, ,    56.4, ,    98.9, ,    73.1, ,   116.8, ,    71.1, ,    77.0, ,    37.8, ,    33.0, ,    46.5, ,   114.5, ,   129.7, ,   898.5, ,   195.1, ,   288.8, ,   186.0, ,   194.0, ,
1941,    75.1, ,    66.8, ,    43.0, ,    22.7, ,    68.5, ,    34.4, ,    76.8, ,    72.4, ,    35.6, ,   152.8, ,    90.1, ,   122.0, ,   860.1, ,   271.6, ,   134.2, ,   183.5, ,   278.5, ,
1942,    66.5, ,    55.8, ,    78.7, ,    44.2, ,    78.4, ,    56.1, ,    63.8, ,    78.3, ,   176.4, ,    65.1, ,    74.3, ,   151.4, ,   989.2, ,   244.4, ,   201.3, ,   198.2, ,   315.8, ,
1943,    61.9, ,    85.0, ,   124.7, ,    73.2, ,   125.3, ,   154.4, ,    60.7, ,   243.0, ,    48.6, ,   118.2, ,    56.7, ,    55.0, ,  1206.8, ,   298.3, ,   323.3, ,   458.1, ,   223.5, ,
1944,    40.8, ,    46.8, ,    65.5, ,    81.6, ,    34.7, ,    63.7, ,    66.5, ,    29.1, ,   102.3, ,    33.9, ,    78.1, ,   121.0, ,   764.1, ,   142.6, ,   181.7, ,   159.4, ,   214.4, ,
1945,    46.2, ,    87.3, ,    84.8, ,   112.1, ,   147.1, ,    81.7, ,    80.1, ,   133.1, ,   161.5, ,    84.8, ,    82.9, ,    43.4, ,  1145.0, ,   254.5, ,   344.0, ,   294.9, ,   329.2, ,
1946,   112.8, ,    51.2, ,    40.1, ,    83.4, ,    80.3, ,   130.2, ,    77.9, ,   116.5, ,    88.7, ,   130.8, ,   101.4, ,   139.1, ,  1152.4, ,   207.4, ,   203.8, ,   324.5, ,   320.9, ,
1947,   115.2, ,    61.4, ,   162.7, ,   106.6, ,   147.9, ,   112.1, ,   140.1, ,    34.6, ,   127.2, ,    17.3, ,    68.2, ,    63.5, ,  1156.7, ,   315.7, ,   417.2, ,   286.7, ,   212.7, ,
1948,    43.1, ,    59.1, ,   122.8, ,    58.3, ,    78.0, ,    71.5, ,    81.3, ,    76.3, ,    35.2, ,    77.2, ,   128.3, ,   105.1, ,   936.1, ,   165.6, ,   259.1, ,   229.2, ,   240.7, ,
1949,    87.4, ,    62.8, ,    66.4, ,    84.5, ,    53.1, ,    65.7, ,    75.0, ,   105.0, ,    97.7, ,    43.3, ,   106.5, ,   122.2, ,   969.6, ,   255.3, ,   203.9, ,   245.8, ,   247.5, ,
1950,   113.9, ,    95.9, ,    81.0, ,    59.8, ,    73.7, ,    65.3, ,   155.1, ,   109.0, ,    38.7, ,    56.2, ,   117.0, ,    90.8, ,  1056.5, ,   332.0, ,   214.5, ,   329.4, ,   212.0, ,
1951,   121.8, ,    72.4, ,   122.4, , -9999.9,M,    56.1, ,    97.2, ,    62.8, ,    82.1, ,    87.3, ,    52.6, ,   100.4, ,   109.7, , -9999.9,M,   284.9, , -9999.9,M,   242.1, ,   240.3, ,
1952,    79.3, ,    62.9, ,    90.2, ,    50.1, ,   141.5, ,    96.7, ,   118.3, ,   143.1, ,    61.2, ,    41.3, ,    56.9, ,    94.6, ,  1036.0, ,   251.8, ,   281.8, ,   358.1, ,   159.4, ,
1953,    80.4, ,    20.5, ,   112.5, ,    64.1, ,    55.8, ,    73.2, ,    53.1, ,    74.0, ,   118.0, ,    38.7, ,    34.1, ,   112.7, ,   837.2, ,   195.5, ,   232.5, ,   200.3, ,   190.8, ,
1954,    92.3, ,    78.9, ,    57.6, ,   110.1, ,    80.9, ,   100.2, ,    45.2, ,   110.7, ,   134.0, ,    67.0, ,   112.9, ,   131.5, ,  1121.3, ,   283.9, ,   248.5, ,   256.2, ,   313.9, ,
1955,    48.4, ,    61.3, ,   111.5, ,    42.4, ,    55.1, ,    47.1, ,    47.1, ,    89.1, ,    60.1, ,   182.2, ,    31.0, ,    27.7, ,   803.0, ,   241.1, ,   209.0, ,   183.3, ,   273.4, ,
1956,    32.9, ,    77.3, ,    52.9, ,   120.5, ,   107.1, ,    83.0, ,    95.8, ,   158.3, ,    24.2, ,    38.7, ,    66.2, ,    54.6, ,   911.4, ,   137.8, ,   280.6, ,   337.0, ,   129.1, ,
1957,    85.2, ,    56.0, ,    11.0, ,    85.1, ,    49.7, ,   154.2, ,    42.9, ,    12.5, ,   123.4, ,    73.7, ,    99.7, ,    87.3, ,   880.7, ,   195.8, ,   145.7, ,   209.6, ,   296.8, ,
1958,    61.3, ,   107.0, ,    58.2, ,    51.3, ,    39.0, ,    71.5, ,   164.8, ,    98.7, ,   113.7, ,    60.8, ,    72.9, ,    61.1, ,   960.3, ,   255.6, ,   148.5, ,   335.0, ,   247.4, ,
1959,    96.8, ,    85.4, ,    37.9, ,    35.8, ,    31.5, ,    43.2, ,    95.3, ,   114.1, ,   111.3, ,    97.6, ,    74.7, ,   106.4, ,   930.0, ,   243.3, ,   105.2, ,   252.6, ,   283.6, ,
1960,    56.2, ,   192.4, ,    39.5, ,    75.1, ,   114.7, ,    63.3, ,    55.7, ,    41.2, ,    53.0, ,    70.2, ,    53.1, ,    74.5, ,   888.9, ,   355.0, ,   229.3, ,   160.2, ,   176.3, ,
1961,    23.9, ,    62.4, ,    50.0, ,    95.5, ,    65.9, ,    94.3, ,   108.8, ,    83.9, ,    35.1, ,    41.1, ,    65.2, ,    67.5, ,   793.5, ,   160.7, ,   211.4, ,   286.9, ,   141.4, ,
1962,    72.3, ,    81.3, ,    52.7, ,    90.9, ,    47.6, ,    82.8, ,   118.9, ,    90.2, ,    90.6, ,   126.8, ,    62.5, ,    68.0, ,   984.7, ,   221.2, ,   191.2, ,   292.0, ,   279.9, ,
1963,    36.8, ,    62.5, ,    62.8, ,    68.7, ,    74.3, ,    41.8, ,    86.6, ,    95.0, ,   129.6, ,    19.4, ,   164.5, ,    41.5, ,   883.5, ,   167.3, ,   205.8, ,   223.4, ,   313.4, ,
1964,    84.3, ,    35.9, ,    43.1, ,    58.9, ,    60.3, ,    50.5, ,   126.9, ,    76.6, ,    56.2, ,    30.4, ,    82.3, ,    88.0, ,   793.7, ,   161.7, ,   162.4, ,   254.1, ,   168.9, ,
1965,    67.5, ,    86.2, ,    25.6, ,    67.7, ,    33.5, ,    23.7, ,    63.1, ,   149.4, ,    98.3, ,   116.6, ,   104.1, ,    75.9, ,   911.7, ,   241.7, ,   126.9, ,   236.2, ,   319.0, ,
1966,    90.5, ,    50.6, ,    59.8, ,    29.4, ,    65.8, ,    59.8, ,    56.7, ,    84.5, ,    60.9, ,    39.4, ,   127.9, ,   147.5, ,   872.8, ,   216.9, ,   155.1, ,   201.0, ,   228.2, ,
1967,    87.3, ,    65.7, ,    35.0, ,    70.6, ,    59.4, ,   142.7, ,    82.8, ,    85.3, ,   124.6, ,   106.4, ,   118.6, ,    56.9, ,  1035.4, ,   300.5, ,   165.0, ,   310.9, ,   349.6, ,
1968,   115.0, ,    40.8, ,    96.0, ,    42.8, ,    57.9, ,   131.7, ,    85.4, ,    64.8, ,    97.3, ,    62.1, ,    85.8, ,    89.2, ,   968.8, ,   212.7, ,   196.8, ,   281.9, ,   245.2, ,
1969,    79.8, ,    32.5, ,    42.6, ,   125.3, ,    95.6, ,    83.9, ,   105.3, ,    71.1, ,    32.0, ,    47.9, ,   123.5, ,    95.5, ,   935.1, ,   201.5, ,   263.6, ,   260.3, ,   203.4, ,
1970,    40.8, ,   119.9, ,    56.2, ,    73.3, ,    69.6, ,    26.9, ,   114.3, ,    52.9, ,   112.2, ,    87.0, ,   100.9, ,   141.8, ,   995.7, ,   256.2, ,   199.1, ,   194.1, ,   300.1, ,
1971,    85.6, ,   183.7, ,    76.9, ,    48.1, ,    43.4, ,   106.3, ,   128.7, ,   135.7, ,    62.9, ,    54.5, ,    76.0, ,   103.9, ,  1105.7, ,   411.0, ,   168.4, ,   370.7, ,   193.4, ,
1972,    82.5, ,   165.6, ,    86.6, ,    51.4, ,    61.6, ,   146.3, ,   190.2, ,   160.0, ,    81.3, ,   100.1, ,   102.0, ,   164.0, ,  1391.6, ,   352.0, ,   199.6, ,   496.5, ,   283.4, ,
1973,    62.2, ,    59.8, ,   106.0, ,    88.3, ,   108.7, ,   144.8, ,    60.3, ,   129.0, ,    65.7, ,    86.1, ,    60.2, ,   184.8, ,  1155.9, ,   286.0, ,   303.1, ,   334.1, ,   211.9, ,
1974,    68.2, ,    51.4, ,   158.1, ,    63.1, ,   141.5, ,    42.6, ,    76.6, ,    48.4, ,    47.7, ,    44.2, ,   107.0, ,   116.8, ,   965.8, ,   304.5, ,   362.8, ,   167.6, ,   199.0, ,
1975,    88.3, ,    66.0, ,    83.5, ,    47.5, ,    46.1, ,    70.0, ,   112.2, ,    29.0, ,   138.8, ,    79.1, ,    93.2, ,   111.8, ,   965.5, ,   271.0, ,   177.0, ,   211.2, ,   311.2, ,
1976,    82.5, ,   122.5, ,   112.7, ,    46.5, ,   118.0, ,   129.6, ,    80.1, ,    85.3, ,   119.0, ,    87.9, ,    44.3, ,    57.9, ,  1086.2, ,   316.8, ,   277.2, ,   295.0, ,   251.1, ,
1977,    77.6, ,    60.3, ,    75.0, ,    78.5, ,    80.8, ,    94.1, ,   102.5, ,    81.5, ,   112.3, ,    90.0, ,   106.9, ,   139.9, ,  1099.4, ,   195.7, ,   234.2, ,   278.1, ,   309.3, ,
1978,   169.4, ,     6.9, ,    87.0, ,    77.2, ,    56.8, ,    89.4, ,    46.3, ,   100.7, ,    45.6, ,    58.8, ,    68.6, ,   136.9, ,   943.4, ,   316.2, ,   220.9, ,   236.3, ,   173.0, ,
1979,   123.8, ,    27.1, ,    36.5, ,    90.5, ,   105.3, ,   102.0, ,    51.5, ,   108.0, ,    90.9, ,   101.2, ,   110.6, ,    93.7, ,  1041.1, ,   287.7, ,   232.3, ,   261.5, ,   302.8, ,
1980,    51.2, ,    45.8, ,    89.6, ,    93.7, ,    55.3, ,    64.8, ,   145.1, ,    48.1, ,    85.3, ,   105.0, ,    55.0, ,   103.6, ,   942.5, ,   190.6, ,   238.7, ,   258.0, ,   245.3, ,
1981,    52.1, ,    89.1, ,    42.6, ,    60.3, ,   148.6, ,   154.0, ,    74.4, ,   122.9, ,   142.3, ,   124.5, ,    59.4, ,    42.1, ,  1112.3, ,   244.8, ,   251.5, ,   351.3, ,   326.2, ,
1982,    82.9, ,    40.4, ,    76.4, ,    60.1, ,    53.0, ,    85.7, ,    62.3, ,    85.9, ,   112.0, ,    39.7, ,   124.4, ,    96.5, ,   919.3, ,   165.5, ,   189.6, ,   233.8, ,   276.1, ,
1983,    73.8, ,    60.4, ,    57.5, ,    84.9, ,   142.1, ,    82.9, ,    83.5, ,    24.8, ,    54.5, ,   143.9, ,   124.9, ,   156.2, ,  1089.4, ,   230.7, ,   284.4, ,   191.2, ,   323.3, ,
1984,    41.0, ,    97.3, ,    34.1, ,   117.5, ,   119.6, ,    60.8, ,    62.5, ,   201.7, ,    18.4, ,    66.6, ,    78.5, ,   131.0, ,  1029.0, ,   294.6, ,   271.2, ,   325.0, ,   163.5, ,
1985,    69.7, ,    60.9, ,    89.7, ,    58.3, ,    70.1, ,    97.2, ,    71.2, ,    49.8, ,    73.4, ,    85.2, ,    68.3, ,    65.4, ,   859.1, ,   261.6, ,   218.1, ,   218.1, ,   227.0, ,
1986,    63.5, ,    36.2, ,    62.7, ,    36.6, ,   192.0, ,   105.3, ,   125.3, ,   119.5, ,   174.0, ,    67.2, ,    50.9, ,    93.3, ,  1126.5, ,   165.1, ,   291.4, ,   350.0, ,   292.1, ,
1987,    55.5, ,    38.4, ,    67.7, ,    70.9, ,    83.2, ,    94.9, ,    61.9, ,    40.0, ,   137.1, ,    65.7, ,   112.1, ,    74.7, ,   902.1, ,   187.2, ,   221.8, ,   196.8, ,   314.9, ,
1988,    47.1, ,    88.0, ,    30.4, ,    99.0, ,    27.5, ,   109.5, ,    54.3, ,   177.0, ,    51.2, ,   112.4, ,    81.3, ,    43.2, ,   920.8, ,   209.8, ,   156.9, ,   340.8, ,   244.8, ,
1989,    63.9, ,    37.4, ,    74.6, ,    21.6, ,    95.9, ,   109.5, ,    61.6, ,    55.1, ,    96.3, ,   100.5, ,   136.4, ,    66.8, ,   919.5, ,   144.5, ,   192.1, ,   226.2, ,   333.2, ,
1990,    88.0, ,    69.5, ,    34.1, ,    84.0, ,    57.5, ,    40.2, ,   139.3, ,   120.8, ,    99.9, ,   107.0, ,    81.4, ,   150.9, ,  1072.5, ,   224.3, ,   175.6, ,   300.3, ,   288.2, ,
1991,    76.8, ,    54.7, ,    74.1, ,   136.3, ,    83.4, ,    22.3, ,    51.3, ,    86.5, ,    84.4, ,   113.7, ,    46.2, ,    79.9, ,   909.5, ,   282.3, ,   293.8, ,   160.0, ,   244.3, ,
1992,   100.1, ,   123.3, ,   100.6, ,    46.2, ,    66.3, ,    55.3, ,   160.0, ,   109.7, ,    72.2, ,    48.8, ,   101.3, ,    51.5, ,  1035.2, ,   303.3, ,   213.1, ,   324.9, ,   222.3, ,
1993,   137.5, ,    78.9, ,    81.0, ,   142.0, ,    91.9, ,    96.9, ,    67.0, ,    47.5, ,   100.4, ,   114.5, ,    97.0, ,    65.1, ,  1119.7, ,   267.9, ,   314.9, ,   211.4, ,   311.9, ,
1994,   104.0, ,    60.7, ,    76.4, ,    88.3, ,    85.1, ,   138.5, ,   102.7, ,   126.0, ,    62.7, ,    24.9, ,    95.5, ,    59.1, ,  1024.0, ,   229.8, ,   249.8, ,   367.1, ,   183.1, ,
1995,   122.2, ,    30.1, ,    29.7, ,    54.8, ,    86.6, ,    98.0, ,   139.5, ,    94.9, ,    49.3, ,   194.3, ,   151.3, ,    88.8, ,  1139.6, ,   211.5, ,   171.1, ,   332.4, ,   394.9, ,
1996,    83.3, ,    72.7, ,    25.9, ,   101.1, ,    55.7, ,    93.3, ,   154.5, ,    89.7, ,   128.9, ,    91.6, ,    68.9, ,   116.4, ,  1081.9, ,   244.8, ,   182.7, ,   337.5, ,   289.4, ,
1997,   126.4, ,   117.4, ,   103.7, ,    52.9, ,    72.6, ,    51.4, ,    58.8, ,    59.6, ,    99.1, ,    49.3, ,    86.8, ,    35.6, ,   913.7, ,   360.1, ,   229.2, ,   169.8, ,   235.3, ,
1998,   135.6, ,    25.8, ,   146.0, ,    44.3, ,    37.1, ,   144.4, ,    63.7, ,    61.2, ,    88.3, ,    62.6, ,    53.0, ,    71.5, ,   933.5, ,   197.0, ,   227.3, ,   269.3, ,   203.9, ,
1999,   118.3, ,    44.1, ,   102.0, ,    21.8, ,    41.5, ,    51.6, ,   127.9, ,    37.4, ,   141.2, ,    66.3, ,    81.5, ,    79.6, ,   913.2, ,   233.9, ,   165.3, ,   216.9, ,   289.1, ,
