1964,   110.1, ,    42.6, , -9999.9,M,    83.4, , -9999.9,M, -9999.9,M,    67.1, ,    43.3, ,    34.7, ,    31.2, ,    74.4, ,   116.5, , -9999.9,M,   213.5, , -9999.9,M, -9999.9,M,   140.2, ,
1965,    86.1, ,    84.5, ,    28.1, ,    70.8, ,    25.3, ,     9.1, ,    51.8, ,   204.6, ,   104.8, ,    93.0, ,    84.6, ,    51.8, ,   894.5, ,   287.1, ,   124.2, ,   265.5, ,   282.4, ,
1966,   191.3, ,    60.5, ,    49.3, ,    16.6, ,    41.5, ,    95.4, ,    74.4, ,    90.7, ,    86.6, ,    24.4, ,   123.2, ,   189.3, ,  1043.3, ,   303.7, ,   107.4, ,   260.5, ,   234.2, ,
1967,    89.9, ,    87.1, ,    25.6, ,   104.3, ,    69.2, ,    94.4, ,    82.3, ,    47.6, ,    92.6, ,    69.2, ,   103.4, ,    81.2, ,   946.8, ,   366.3, ,   199.2, ,   224.2, ,   265.2, ,
1968,    83.0, ,    80.2, ,   129.2, ,    57.5, ,    87.8, ,    92.7, ,    77.3, ,   104.6, ,    85.2, ,    77.6, ,   129.3, ,   167.3, ,  1171.9, ,   244.4, ,   274.6, ,   274.6, ,   292.1, ,
1969,    97.0, ,    45.7, ,    56.7, ,    90.9, ,    95.6, ,   144.9, ,    91.0, ,   132.6, ,    53.3, ,    80.3, ,    93.7, ,   158.4, ,  1140.2, ,   310.1, ,   243.2, ,   368.5, ,   227.4, ,
1970,    43.9, ,   118.4, ,    71.9, ,    79.7, ,   103.8, ,    70.9, ,    89.6, ,    99.9, ,    98.3, ,    62.6, ,   108.2, ,   206.8, ,  1154.2, ,   320.8, ,   255.5, ,   260.3, ,   269.2, ,
1971,    84.5, ,   186.0, ,   121.1, ,    66.5, ,    74.0, ,    62.2, ,    86.9, ,    88.9, ,    82.5, ,    39.2, ,    71.7, ,   100.4, ,  1063.7, ,   477.3, ,   261.7, ,   237.9, ,   193.3, ,
1972,    85.5, ,   156.5, ,    78.8, ,    32.8, ,    79.3, ,   125.4, ,   165.6, ,   115.2, ,    95.8, ,   112.4, ,   132.7, ,   182.1, ,  1361.8, ,   342.3, ,   190.9, ,   406.1, ,   340.9, ,
1973,    81.7, ,    70.0, ,    95.9, ,   107.7, ,   164.0, ,   124.8, ,    40.6, ,    91.4, ,   189.9, ,    67.2, ,    86.0, ,   215.0, ,  1334.3, ,   333.8, ,   367.7, ,   256.8, ,   343.1, ,
1974,    75.3, ,    30.4, ,   137.4, ,   130.9, ,   134.8, ,    73.6, ,   106.3, ,    31.1, ,    62.2, ,    50.9, ,   106.3, ,   114.4, ,  1053.5, ,   320.7, ,   403.1, ,   210.9, ,   219.4, ,
1975,    52.9, ,    67.6, ,    78.8, ,    89.3, ,    57.8, ,    69.0, ,    58.8, ,    27.9, ,   160.9, ,   135.1, ,   144.2, ,    82.6, ,  1024.9, ,   234.9, ,   225.9, ,   155.8, ,   440.1, ,
1976,   153.5, ,   127.5, ,   131.3, ,    55.1, ,   121.7, ,    95.0, ,    61.7, ,   105.3, ,    74.0, ,   119.0, ,    45.9, ,    65.6, ,  1155.6, ,   363.6, ,   308.2, ,   262.0, ,   238.9, ,
1977,   183.8, ,    76.2, ,   110.8, ,    66.1, ,    34.3, ,    87.0, ,   126.5, ,   160.3, ,   132.4, ,   120.5, ,   129.6, ,   153.0, ,  1380.4, ,   325.5, ,   211.2, ,   373.8, ,   382.4, ,
1978,   233.1, ,    53.4, ,    82.8, ,    81.7, ,    78.6, ,    67.6, ,    51.5, ,   111.1, ,    47.5, ,    78.8, ,    73.2, ,    91.5, ,  1050.7, ,   439.5, ,   243.0, ,   230.2, ,   199.4, ,
1979,    73.2, ,    40.2, ,    70.8, ,   105.0, ,    64.6, ,    53.3, ,    63.6, ,   140.9, ,   192.0, ,    85.7, ,    72.6, ,    81.8, ,  1043.8, ,   204.9, ,   240.5, ,   257.8, ,   350.4, ,
1980,    28.0, ,    30.4, ,    63.6, ,   119.8, ,    44.9, ,    53.0, ,   109.5, ,   140.0, ,   120.3, ,    88.0, ,    82.0, ,   119.4, ,   998.8, ,   140.1, ,   228.3, ,   302.5, ,   290.3, ,
1981,    54.2, ,    93.0, ,    32.3, ,    77.6, ,   123.1, ,   108.1, ,    79.9, ,   127.1, ,   159.4, ,   136.3, ,    98.1, ,    76.0, ,  1165.3, ,   266.6, ,   233.1, ,   315.2, ,   393.8, ,
1982,   120.2, ,    44.9, ,    86.9, ,    30.2, ,    69.2, ,    92.9, ,    71.4, ,   122.0, ,   136.8, ,    40.6, ,   122.0, ,   104.4, ,  1041.5, ,   241.1, ,   186.4, ,   286.3, ,   299.4, ,
1983,    78.0, ,    47.4, ,    49.8, ,   128.4, ,   100.7, ,    73.1, ,    79.2, ,    82.5, ,    52.6, ,   106.8, ,   115.6, ,   153.5, ,  1067.5, ,   229.8, ,   278.8, ,   234.8, ,   275.0, ,
1984,    42.8, ,    79.3, ,    34.1, ,   104.2, ,   104.5, ,    40.1, ,    51.0, ,   111.6, ,    28.7, ,    40.1, ,    65.8, ,    81.8, ,   784.0, ,   275.7, ,   242.8, ,   202.6, ,   134.6, ,
1985,    73.5, ,    88.4, ,   101.8, ,    73.9, ,    72.9, ,   150.2, ,    96.2, ,    79.5, ,   126.8, ,    78.3, ,    72.3, ,   104.6, ,  1118.5, ,   243.7, ,   248.7, ,   325.8, ,   277.5, ,
1986,    86.2, ,    60.9, ,    70.1, ,    42.8, ,    76.5, ,   124.0, ,   182.0, ,   134.3, ,   146.0, ,    90.3, ,   100.2, ,    77.9, ,  1191.2, ,   251.7, ,   189.4, ,   440.2, ,   336.5, ,
1987,    94.1, ,    33.7, ,    39.8, ,    49.2, ,    63.9, ,   115.9, ,   131.9, ,   109.5, ,    95.5, ,    78.0, ,   112.3, ,    63.3, ,   987.2, ,   205.8, ,   152.9, ,   357.3, ,   285.8, ,
1988,    28.6, ,   131.5, ,    29.1, ,    90.9, ,    47.3, ,   101.4, ,    55.8, ,   121.2, ,    75.9, ,   117.4, ,   113.4, ,    58.0, ,   970.4, ,   223.4, ,   167.3, ,   278.4, ,   306.6, ,
1989,    53.1, ,    44.0, ,    91.1, ,    38.7, ,    87.5, ,    78.1, ,    73.8, ,    92.5, ,   114.6, ,   128.3, ,   127.3, ,    42.5, ,   971.6, ,   155.1, ,   217.4, ,   244.5, ,   370.3, ,
1990,   112.2, ,   121.9, ,    50.8, ,   132.0, ,    93.9, ,   133.9, ,   117.7, ,   103.8, ,    71.5, ,   110.6, ,    70.7, ,   167.4, ,  1286.5, ,   276.6, ,   276.8, ,   355.4, ,   252.8, ,
1991,   102.8, ,    53.7, ,    92.3, ,   139.6, ,    85.6, ,    21.5, ,    50.1, ,   126.4, ,    76.3, ,    82.8, ,    50.3, ,    93.3, ,   974.5, ,   323.8, ,   317.5, ,   198.0, ,   209.3, ,
1992,    97.6, ,   129.6, ,   106.3, ,    62.0, ,    78.0, ,    75.9, ,   121.0, ,    66.9, ,    96.9, ,    54.6, ,   116.3, ,    39.8, ,  1044.8, ,   320.4, ,   246.4, ,   263.7, ,   267.8, ,
1993,   143.2, ,    96.4, ,   104.0, ,   182.2, ,    81.0, ,   117.5, ,    85.5, ,   100.0, ,   106.5, ,   106.9, ,   108.7, ,    98.9, ,  1330.8, ,   279.3, ,   367.3, ,   303.0, ,   322.1, ,
1994,   158.4, ,    87.6, ,    83.7, ,   151.6, ,   111.5, ,   144.0, ,    48.9, ,    84.8, ,    73.8, ,    31.5, ,    83.5, ,    75.5, ,  1134.7, ,   344.8, ,   346.8, ,   277.7, ,   188.7, ,
1995,   117.8, ,    64.7, ,    44.1, ,    51.9, ,    76.9, ,    51.0, ,   136.0, ,    97.8, ,    53.3, ,   208.5, ,   123.9, ,    91.3, ,  1117.2, ,   258.1, ,   172.9, ,   284.8, ,   385.6, ,
1996,    78.4, ,    89.1, ,    33.1, ,   142.3, ,   102.9, ,   104.8, ,   192.5, ,    52.6, ,   158.5, ,    92.0, ,    82.0, ,    98.9, ,  1227.1, ,   258.8, ,   278.3, ,   349.9, ,   332.4, ,
1997,   107.0, ,    87.7, ,   109.2, ,    67.3, ,    66.9, ,    44.6, ,   105.2, ,    87.2, ,    89.3, ,    33.2, ,   135.2, ,    67.1, ,   999.9, ,   293.6, ,   243.5, ,   236.9, ,   257.7, ,
1998,   196.6, ,    50.8, ,   106.3, ,    35.5, ,    76.5, ,   188.9, ,   110.3, ,    65.8, ,    93.0, ,    51.2, ,    68.5, ,    74.6, ,  1118.0, ,   314.5, ,   218.4, ,   364.9, ,   212.7, ,
1999,   182.9, ,    36.3, ,   101.0, ,    20.1, ,    59.1, ,    75.7, ,   130.5, ,    37.5, ,   168.4, ,    86.3, ,    70.5, ,    94.9, ,  1063.1, ,   293.9, ,   180.2, ,   243.7, ,   325.1, ,
2000,    96.2, ,   104.9, ,    98.0, ,   176.1, ,   176.8, ,   105.7, ,   109.5, ,    98.6, ,   138.9, ,    35.4, ,   102.6, ,   109.8, ,  1352.4, ,   296.0, ,   450.8, ,   313.7, ,   276.9, ,
2001,    59.5, ,    70.9, ,   113.3, ,    17.1, ,    78.3, ,    71.6, ,    57.2, ,    76.4, ,    84.1, ,   109.5, ,    90.6, ,    83.4, ,   911.9, ,   240.3, ,   208.8, ,   205.2, ,   284.1, ,
2002,    69.9, ,    56.9, ,    95.8, ,   110.1, ,   125.0, ,   191.2, ,    82.7, ,    23.6, ,   103.9, ,    81.9, ,   124.0, ,    31.8, ,  1096.9, ,   210.2, ,   330.9, ,   297.5, ,   309.8, ,
2003,    41.1, ,    63.2, ,   114.1, ,    65.8, ,   166.8, ,    93.9, ,   129.7, ,    89.7, ,    73.9, ,   200.8, ,   138.1, ,   136.8, ,  1313.8, ,   136.1, ,   346.7, ,   313.3, ,   412.8, ,
2004,    45.1, ,    62.7, ,    71.7, ,    93.9, ,    80.8, ,    64.4, ,   119.7, ,   123.7, ,    80.4, ,    42.1, ,    99.6, ,   147.2, ,  1031.2, ,   244.6, ,   246.4, ,   307.8, ,   222.1, ,
2005,    75.9, ,    49.1, ,    47.1, ,   135.3, ,    28.3, ,   143.7, ,    76.0, ,   147.1, ,   146.9, ,   227.5, ,   110.8, ,    84.0, ,  1271.9, ,   272.1, ,   210.8, ,   366.9, ,   485.3, ,
2006,   138.4, ,    97.4, ,    24.4, ,    71.2, ,   130.3, ,   112.3, ,   174.2, ,    42.1, ,    99.1, ,   151.3, ,   112.4, ,   103.8, ,  1256.8, ,   319.9, ,   225.8, ,   328.6, ,   362.8, ,
2007,    80.4, ,    16.9, ,    70.7, ,   119.8, ,    62.3, ,    54.0, ,   123.9, ,    54.2, ,    61.9, ,   126.7, ,    66.4, ,   162.6, ,  1000.0, ,   201.1, ,   252.9, ,   232.2, ,   255.0, ,
2008,   106.1, ,   114.1, ,    99.9, ,    68.2, ,    82.5, ,    92.5, ,    88.5, ,   112.0, ,    69.4, ,   120.5, ,    86.9, ,   155.3, ,  1195.8, ,   382.7, ,   250.5, ,   293.0, ,   276.8, ,
2009,   111.1, ,    30.4, ,    25.3, ,    94.2, ,   108.9, ,    55.0, ,   114.6, ,    86.0, ,    63.5, ,   102.4, ,    41.9, ,   124.9, ,   958.2, ,   296.8, ,   228.4, ,   255.7, ,   207.8, ,
2010,    72.5, ,    51.3, ,    37.5, ,    58.3, ,    48.0, ,   160.2, ,    61.1, ,   137.8, ,   204.6, ,   135.3, ,    81.0, ,    68.0, ,  1115.6, ,   248.7, ,   143.8, ,   359.1, ,   421.0, ,
2011,    56.5, ,    96.6, ,    70.6, ,   163.6, ,   152.5, ,    41.6, ,    74.3, ,   112.9, ,    88.8, ,    84.0, ,    65.3, ,    76.1, ,  1082.8, ,   221.1, ,   386.7, ,   228.8, ,   238.2, ,
