1981,    17.1, ,    26.6, ,    38.0, ,    41.3, ,    59.5, ,    64.2, ,    13.2, ,    53.0, ,    64.8, ,    76.4, ,    51.3, ,    33.0, ,   538.5, ,   160.7, ,   138.8, ,   130.4, ,   192.5, ,
1982,   133.3, ,    49.5, ,     9.8, ,    15.1, ,    27.1, ,    29.3, ,    57.5, ,    24.0, ,    48.2, ,    58.7, ,    30.7, ,    31.2, ,   514.4, ,   215.8, ,    52.1, ,   110.8, ,   137.6, ,
1983,    63.1, ,    22.1, ,    13.5, ,    16.5, ,    39.4, ,    87.8, ,    87.2, ,    39.3, ,    44.7, ,    44.7, ,    48.6, ,    22.1, ,   529.1, ,   116.4, ,    69.5, ,   214.3, ,   137.9, ,
1984,    51.9, ,    41.1, ,    23.9, ,    18.5, ,    72.3, ,    21.9, ,    34.9, ,    75.6, ,    76.0, ,    78.1, ,    50.8, ,    55.4, ,   600.3, ,   115.2, ,   114.6, ,   132.3, ,   204.9, ,
1985,    21.3, ,    55.6, ,    31.1, ,    28.9, ,    40.2, ,    84.7, ,    30.9, ,    36.6, ,    86.8, ,    81.4, ,    26.4, ,    10.2, ,   534.2, ,   132.3, ,   100.2, ,   152.2, ,   194.6, ,
1986,    47.0, ,    30.5, ,    34.5, ,    23.3, ,    44.1, ,    91.5, ,    20.8, ,    20.8, ,    67.9, ,    60.8, ,    81.9, ,    28.4, ,   551.5, ,    87.8, ,   101.9, ,   133.1, ,   210.6, ,
1987,    46.7, ,    23.0, ,    29.9, ,    11.6, ,    25.0, ,    27.4, ,    81.1, ,    46.6, ,    74.7, ,    65.0, ,    66.9, ,    34.6, ,   532.7, ,    98.1, ,    66.6, ,   155.1, ,   206.7, ,
1988,    54.1, ,    40.1, ,    11.7, ,    16.3, ,    73.2, ,    78.9, ,    41.1, ,    46.0, ,    87.4, ,    50.9, ,    46.8, ,    52.8, ,   599.3, ,   128.8, ,   101.1, ,   166.0, ,   185.1, ,
1989,    92.7, ,     5.4, ,    21.6, ,    31.1, ,    14.0, ,    14.5, ,    55.5, ,    48.8, ,    36.0, ,    36.7, ,   122.2, ,   105.1, ,   583.7, ,   150.9, ,    66.8, ,   118.8, ,   194.9, ,
1990,    95.0, ,    36.8, ,    34.5, ,    15.8, ,    43.5, ,    79.4, ,    31.8, ,    33.4, ,     9.0, ,    82.4, ,    72.6, ,    83.1, ,   617.4, ,   236.9, ,    93.8, ,   144.6, ,   164.1, ,
1991,    22.8, ,    32.0, ,    21.1, ,    18.0, ,    20.2, ,    32.3, ,    36.7, ,    41.1, ,    17.0, ,   194.1, ,    85.5, ,   110.4, ,   631.2, ,   137.9, ,    59.3, ,   110.1, ,   296.6, ,
1992,    52.2, ,    59.5, ,     9.0, ,    27.1, ,    21.3, ,    24.9, ,     9.6, ,    25.9, ,   127.6, ,    77.6, ,    54.3, ,    93.8, ,   582.8, ,   222.0, ,    57.4, ,    60.4, ,   259.5, ,
1993,    24.4, ,    11.3, ,    14.1, ,    69.8, ,    78.2, ,   132.6, ,    85.1, ,    41.8, ,    19.6, ,    30.3, ,   103.1, ,    42.2, ,   652.6, ,   129.5, ,   162.1, ,   259.6, ,   153.0, ,
1994,   102.0, ,    43.7, ,    22.8, ,    58.2, ,    32.8, ,    61.7, ,    31.7, ,    70.7, ,    63.7, ,    45.9, ,    52.2, ,    40.7, ,   626.0, ,   187.9, ,   113.8, ,   164.1, ,   161.8, ,
1995,    21.3, ,    27.8, ,    23.6, ,    21.4, ,    11.9, ,    74.7, ,    48.1, ,    50.2, ,     8.7, ,    42.9, ,    66.3, ,    66.8, ,   463.7, ,    89.7, ,    56.9, ,   173.1, ,   117.8, ,
1996,   104.5, ,    21.8, ,    15.2, ,    44.5, ,    46.6, ,    34.1, ,    69.4, ,    33.5, ,    37.9, ,    76.2, ,   132.6, ,    59.3, ,   675.3, ,   193.1, ,   106.2, ,   137.0, ,   246.6, ,
1997,    69.8, ,    19.1, ,    30.0, ,    31.9, ,    31.6, ,    96.1, ,   104.0, ,    50.7, ,    59.0, ,    71.0, ,    34.9, ,    53.9, ,   652.1, ,   148.1, ,    93.6, ,   250.9, ,   164.9, ,
1998,    37.5, ,    17.7, ,    15.9, ,    12.6, ,    26.4, ,    26.0, ,    44.3, ,    48.3, ,    19.0, ,    77.5, ,    18.5, ,    98.6, ,   442.4, ,   109.2, ,    54.9, ,   118.6, ,   115.1, ,
1999,    40.2, ,    31.0, ,    14.6, ,    23.7, ,    69.3, ,    57.4, ,    56.3, ,   103.4, ,    48.9, ,    37.9, ,    36.2, ,    44.0, ,   563.0, ,   169.8, ,   107.6, ,   217.2, ,   123.0, ,
2000,    41.1, ,    14.9, ,    19.5, ,    21.5, ,    32.9, ,    42.9, ,    54.6, ,    32.1, ,    51.2, ,    88.2, ,    21.2, ,    53.7, ,   473.9, ,   100.0, ,    73.9, ,   129.7, ,   160.6, ,
2001,    41.5, ,    15.5, ,    23.7, ,     9.2, ,    59.8, ,    92.3, ,    31.0, ,    64.4, ,    61.1, ,    53.3, ,    84.8, ,    44.6, ,   581.2, ,   110.7, ,    92.8, ,   187.7, ,   199.2, ,
2002,    50.2, ,    26.2, ,    48.8, ,    45.0, ,    66.0, ,    53.8, ,    25.7, ,     7.6, ,   104.4, ,    36.1, ,    89.7, ,    20.9, ,   574.3, ,   120.9, ,   159.8, ,    87.0, ,   230.2, ,
2003,    53.6, ,    18.7, ,    53.1, ,    28.8, ,    23.3, ,    73.2, ,    59.0, ,    44.4, ,    57.8, ,    96.0, ,    25.6, ,    30.3, ,   563.8, ,    93.1, ,   105.3, ,   176.6, ,   179.4, ,
2004,    64.5, ,    11.4, ,    32.3, ,    27.1, ,    18.9, ,    77.4, ,    43.0, ,    68.4, ,    97.9, ,    59.6, ,   101.9, ,    54.9, ,   657.5, ,   106.2, ,    78.3, ,   188.9, ,   259.4, ,
2005,    49.1, ,    41.0, ,    39.2, ,    36.6, ,    25.8, ,    53.7, ,    84.3, ,    67.2, ,    35.7, ,    38.6, ,    38.0, ,    43.9, ,   553.0, ,   145.0, ,   101.5, ,   205.2, ,   112.3, ,
2006,    41.6, ,    11.0, ,    19.4, ,     7.9, ,    45.3, ,    52.8, ,    46.6, ,    20.5, ,    55.6, ,    95.9, ,    54.2, ,    51.6, ,   502.4, ,    96.5, ,    72.6, ,   119.9, ,   205.7, ,
2007,    68.3, ,    41.6, ,    30.4, ,    28.9, ,    47.5, ,    85.8, ,    66.0, ,    84.8, ,    32.8, ,    86.4, ,    45.6, ,    48.4, ,   666.5, ,   161.5, ,   106.8, ,   236.6, ,   164.7, ,
2008,    34.8, ,    43.4, ,    24.7, ,     5.5, ,    29.9, ,    36.6, ,    42.9, ,    77.7, ,    52.3, ,    53.7, ,   100.8, ,    65.8, ,   568.1, ,   126.6, ,    60.1, ,   157.2, ,   206.9, ,
2009,    48.5, ,    27.0, ,    21.9, ,    42.9, ,    54.7, ,    37.9, ,    29.3, ,    15.0, ,    76.0, ,    80.7, ,    61.0, ,    23.6, ,   518.4, ,   141.2, ,   119.5, ,    82.2, ,   217.6, ,
2010,    43.5, ,    11.1, ,    19.6, ,    32.6, ,    59.8, ,    49.3, ,    11.5, ,    27.4, ,    71.5, ,    68.4, ,    31.5, ,    47.0, ,   473.0, ,    78.2, ,   111.9, ,    88.2, ,   171.4, ,
2011,    75.5, ,    41.6, ,    24.5, ,    41.8, ,    73.6, ,    24.0, ,    85.1, ,    48.9, ,    70.8, ,    27.7, ,    84.8, ,    62.1, ,   660.3, ,   164.1, ,   139.8, ,   158.0, ,   183.2, ,
