1077500,SMITHERS                 ,BC  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
1077500,SMITHERS                 ,BC  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1922, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,     2.9, ,    12.8, ,    60.6, ,    19.8, ,    49.5, ,    34.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   129.9, ,
1923,    27.5, ,    15.0, ,    20.1, ,     8.5, ,    22.2, ,    68.3, ,    53.4, ,    54.7, ,    11.5, ,    37.3, ,    40.2, ,    46.6, ,   405.5, ,    77.1, ,    50.8, ,   176.4, ,    89.1, ,
1924,    34.4, ,    47.9, ,     7.4, ,    23.5, ,     8.3, ,    36.4, ,    61.5, ,    55.8, ,    40.6, ,    35.4, ,    28.4, ,    64.2, ,   443.7, ,   128.9, ,    39.2, ,   153.7, ,   104.3, ,
1925,    31.8, ,    44.2, ,    38.6, ,     8.3, ,     7.3, ,    38.6, ,    40.8, ,    65.1, ,    42.7, ,    37.5, ,    70.3, ,    65.0, ,   490.0, ,   140.1, ,    54.1, ,   144.5, ,   150.5, ,
1926,    28.5, ,    22.6, ,     7.1, ,    21.8, ,    50.0, ,    56.7, ,    64.7, ,    50.9, ,    14.7, ,    41.3, ,    34.6, ,    59.4, ,   452.2, ,   116.1, ,    78.8, ,   172.3, ,    90.6, ,
1927,    19.0, ,    35.0, ,    35.9, ,    31.9, ,    53.8, ,    60.1, ,    16.5, ,    14.2, ,    21.0, ,    47.5, ,    40.9, ,    71.2, ,   446.8, ,   113.3, ,   121.6, ,    90.8, ,   109.4, ,
1928,    59.9, ,    11.8, ,    34.7, ,     5.4, ,    42.1, ,     6.0, ,   150.2, ,    13.9, ,    29.2, ,    21.3, ,    22.8, ,    26.6, ,   423.9, ,   142.9, ,    82.2, ,   170.0, ,    73.3, ,
1929,    29.4, ,     3.4, ,    38.1, ,    23.2, ,    19.9, ,    40.5, ,   109.9, ,    32.4, , -9999.9,M,    26.9, ,    53.4, ,    33.2, , -9999.9,M,    59.4, ,    81.2, ,   182.8, , -9999.9,M,
1930,     7.9, ,    27.3, ,     3.4, ,    21.5, ,    27.6, ,    26.0, ,    15.3, ,     4.5, ,    73.7, ,    48.9, ,    13.1, ,    26.3, ,   295.4, ,    68.4, ,    52.4, ,    45.8, ,   135.7, ,
1931,    23.2, ,     8.8, ,    23.1, ,     4.9, ,    14.8, ,    75.8, ,    29.4, ,    30.9, ,    20.4, ,    14.9, ,    14.4, ,    31.0, ,   291.6, ,    58.3, ,    42.9, ,   136.1, ,    49.6, ,
1932,    30.0, ,    35.0, ,    17.8, ,    26.6, ,     6.5, ,    11.7, ,    43.7, ,    25.2, ,    25.8, ,    34.2, ,    49.0, ,    31.8, ,   337.1, ,    96.0, ,    50.8, ,    80.6, ,   108.9, ,
1933,    32.7, ,     9.7, ,    14.7, ,    11.9, ,    12.7, ,    11.0, ,    13.2, ,     2.6, ,    33.5, ,    51.3, ,    37.5, ,    54.2, ,   285.1, ,    74.2, ,    39.4, ,    26.8, ,   122.3, ,
1934,    50.8, ,     7.9, ,    19.0, ,     5.7, ,     9.0, ,    41.4, ,    69.4, ,    22.3, ,    49.9, ,    82.1, ,    48.0, ,    19.8, ,   425.3, ,   112.9, ,    33.7, ,   133.1, ,   180.1, ,
1935,    37.0, ,    18.0, ,    29.8, ,    16.6, ,     8.6, ,    51.0, ,    12.6, ,    10.7, ,     9.8, ,    48.5, ,    17.2, ,    27.9, ,   287.7, ,    74.8, ,    55.0, ,    74.4, ,    75.5, ,
1936,    34.7, ,    32.0, ,    16.1, ,    14.8, ,    36.2, ,    90.2, ,    70.5, ,    48.3, ,    59.4, ,    39.0, ,    35.5, ,    42.1, ,   518.9, ,    94.6, ,    67.1, ,   209.0, ,   133.9, ,
1937,    24.7, ,    31.6, ,    19.6, ,    23.8, ,    19.7, ,    61.1, ,    30.4, ,    57.1, ,    19.8, ,    13.3, ,    35.9, ,    41.5, ,   378.4, ,    98.4, ,    63.1, ,   148.5, ,    69.0, ,
1938,    22.0, ,    20.0, ,    28.9, ,     3.2, ,     1.7, ,    10.7, ,    13.5, ,    21.7, ,    46.4, ,    45.3, ,    32.3, ,    43.9, ,   289.5, ,    83.5, ,    33.8, ,    45.9, ,   123.9, ,
1939,    15.0, ,    22.1, ,    13.7, ,    14.8, ,    70.0, ,    40.4, ,   106.9, ,     8.7, ,    32.3, ,    60.3, ,    44.0, ,    62.7, ,   490.7, ,    81.0, ,    98.4, ,   156.0, ,   136.6, ,
1940,    42.2, ,    14.4, ,    13.5, ,    20.1, ,     6.4, ,    23.5, ,    67.5, ,    63.3, ,     9.4, ,    42.4, ,    25.2, ,    43.5, ,   371.5, ,   119.3, ,    40.0, ,   154.3, ,    77.1, ,
1941,    39.3, ,    10.4, ,    13.3, ,    13.7, ,    40.3, ,    59.6, ,    36.1, ,    31.5, ,    79.6, ,    52.2, ,    56.8, ,    53.8, ,   486.6, ,    93.3, ,    67.2, ,   127.2, ,   188.6, ,
1942,    18.8, ,     8.1, ,     6.9, ,    28.5, ,    65.3, ,    51.1, ,    54.2, ,    33.3, ,    29.0, ,    52.4, ,    45.0, ,    40.4, ,   432.9, ,    80.7, ,   100.7, ,   138.6, ,   126.3, ,
1943,    28.7, ,    18.2, ,    12.5, ,    52.6, ,    37.8, ,    78.1, ,    64.0, ,    47.0, ,    18.8, ,    34.4, ,    14.3, ,    15.5, ,   421.8, ,    87.3, ,   102.8, ,   189.1, ,    67.5, ,
1944,    29.3, ,    36.8, ,    31.9, ,    39.2, ,    35.9, ,    31.1, ,    60.0, ,    26.8, ,   108.6, ,    34.6, ,    29.7, ,    27.5, ,   491.5, ,    81.7, ,   107.0, ,   117.9, ,   172.9, ,
1945,    37.0, ,    24.3, ,    26.7, ,    17.0, ,    29.1, ,    39.2, ,    76.4, ,    17.2, ,    26.7, ,    53.4, ,    80.3, ,    30.9, ,   458.3, ,    88.8, ,    72.9, ,   132.8, ,   160.3, ,
1946,    59.7, ,    10.0, ,    25.1, ,    30.3, ,    10.1, ,   122.4, ,    87.2, ,     6.9, ,    53.8, ,    34.2, ,    34.5, ,    68.0, ,   542.2, ,   100.6, ,    65.5, ,   216.5, ,   122.4, ,
1947,   181.7, ,    38.2, ,    19.1, ,    49.5, ,    35.4, ,   101.7, ,    69.2, ,    45.9, ,    47.4, ,    91.7, ,    33.4, ,    63.3, ,   776.7, ,   288.0, ,   104.0, ,   216.9, ,   172.5, ,
1948,    31.8, ,    15.9, ,     6.0, ,    12.5, ,   129.9, ,    11.3, ,    84.9, ,    50.9, ,    50.8, ,    29.1, ,    35.5, ,    37.1, ,   495.7, ,   111.0, ,   148.4, ,   147.2, ,   115.4, ,
1949,    48.7, ,    30.3, ,    10.7, ,    37.9, ,    27.0, ,    20.5, ,    49.3, ,    37.0, ,    40.5, ,    78.6, ,    57.0, ,    53.1, ,   490.7, ,   116.1, ,    75.6, ,   106.8, ,   176.1, ,
1950,    15.0, ,    31.5, ,    13.4, ,    23.9, ,    27.6, ,    19.9, ,    23.3, ,    54.7, ,    11.7, ,    34.0, ,    70.3, ,    38.0, ,   363.2, ,    99.6, ,    64.8, ,    97.9, ,   116.0, ,
1951,    15.5, ,    28.1, ,    31.4, ,     8.5, ,    64.5, ,    17.9, ,    56.5, ,    46.9, ,    28.3, ,   134.0, ,    52.5, ,    28.4, ,   512.4, ,    81.7, ,   104.3, ,   121.3, ,   214.8, ,
1952,    67.6, ,    23.9, ,    41.9, ,    38.7, ,     4.1, ,    72.1, ,    42.9, ,    32.4, ,    65.7, ,    26.5, ,    52.3, ,    71.1, ,   539.5, ,   119.9, ,    84.8, ,   147.5, ,   144.6, ,
1953,    51.8, ,    17.3, ,    15.7, ,    52.8, ,    32.0, ,    83.6, ,    88.2, ,    36.6, ,    51.3, ,    82.4, ,    70.7, ,    60.1, ,   642.4, ,   140.2, ,   100.5, ,   208.4, ,   204.3, ,
1954,    29.4, ,    51.9, ,    15.5, ,    10.5, ,    59.1, ,    45.1, ,    62.1, ,    54.1, ,    47.6, ,    48.5, ,    77.1, ,    40.9, ,   541.7, ,   141.4, ,    85.0, ,   161.3, ,   173.2, ,
1955,    43.1, ,    21.3, ,    40.4, ,    10.3, ,    14.5, ,    32.3, ,    79.1, ,    25.9, ,    35.5, ,    58.7, ,    57.3, ,    46.5, ,   465.1, ,   105.3, ,    65.3, ,   137.4, ,   151.6, ,
1956,    57.1, ,    45.2, ,    27.7, ,    11.8, ,     2.8, ,    48.6, ,    21.6, ,    32.9, ,    49.0, ,    80.1, ,    87.9, ,   169.7, ,   634.5, ,   148.9, ,    42.3, ,   103.2, ,   217.0, ,
1957,    21.5, ,    24.2, ,    24.5, ,    14.5, ,    64.0, ,    78.4, ,    59.7, ,   100.8, ,    32.8, ,    54.5, ,   112.9, ,    87.7, ,   675.6, ,   215.5, ,   103.0, ,   239.0, ,   200.2, ,
1958,    42.6, ,    51.1, ,    53.1, ,    16.2, ,     6.3, ,    42.8, ,    11.9, ,    44.5, ,   122.2, ,    40.7, ,    26.7, ,    69.4, ,   527.4, ,   181.3, ,    75.7, ,    99.2, ,   189.6, ,
1959,    74.3, ,    52.4, ,    26.0, ,    22.3, ,    48.1, ,    80.0, ,    34.6, ,    46.4, ,    64.2, ,    69.3, ,   105.4, ,    87.0, ,   710.0, ,   196.1, ,    96.3, ,   161.1, ,   238.9, ,
1960,    23.5, ,    22.3, ,    45.3, ,    27.6, ,    49.7, ,    39.9, ,    22.5, ,    74.8, ,    19.9, ,   113.9, ,    50.0, ,    46.9, ,   536.4, ,   132.8, ,   122.6, ,   137.2, ,   183.8, ,
1961,    52.2, ,    45.6, ,    20.6, ,    14.0, ,    77.9, ,    61.2, ,    40.7, ,    30.6, ,    71.7, ,   105.0, ,    70.2, ,    60.6, ,   650.4, ,   144.7, ,   112.5, ,   132.6, ,   247.0, ,
1962,   132.4, ,     8.6, ,     8.9, ,    23.7, ,    26.4, ,    48.6, ,    37.6, ,    63.4, ,    22.7, ,    79.5, ,    91.5, ,    63.6, ,   606.9, ,   201.5, ,    59.0, ,   149.6, ,   193.7, ,
1963,    27.0, ,    45.5, ,    17.4, ,    24.9, ,    10.8, ,    45.2, ,    82.0, ,    28.2, ,    56.1, ,    32.5, ,    88.1, ,    59.4, ,   516.9, ,   136.1, ,    53.1, ,   155.4, ,   176.6, ,
1964,    45.1, ,    40.3, ,    51.6, ,    22.6, ,    34.4, ,    77.2, ,   125.2, ,    52.0, ,    69.6, ,    56.9, ,    50.7, ,    40.0, ,   665.6, ,   144.8, ,   108.6, ,   254.4, ,   177.3, ,
1965,    96.5, ,    34.6, ,    10.0, ,    42.5, ,    32.0, ,    24.0, ,    43.1, ,    32.0, ,    56.6, ,   109.6, ,    35.9, ,    49.0, ,   565.7, ,   171.1, ,    84.6, ,    99.1, ,   202.1, ,
1966,   130.1, ,    32.3, ,    37.5, ,    14.2, ,    15.7, ,    33.5, ,    46.0, ,    99.7, ,    48.7, ,   119.2, ,    53.6, ,    59.2, ,   689.7, ,   211.3, ,    67.5, ,   179.2, ,   221.5, ,
1967,    51.8, ,    58.5, ,    24.3, ,    10.5, ,    45.2, ,     9.0, ,    45.4, ,    12.3, ,    50.4, ,    78.0, ,    30.5, ,    87.0, ,   502.8, ,   169.4, ,    80.0, ,    66.7, ,   158.9, ,
1968,   110.6, ,    38.8, ,    29.5, ,    38.3, ,    38.3, ,    30.3, ,    52.6, ,    72.9, ,    80.6, ,    72.6, ,    38.9, ,    37.8, ,   641.3, ,   236.3, ,   106.1, ,   155.8, ,   192.2, ,
1969,    25.4, ,    34.5, ,    27.0, ,    39.0, ,    10.3, ,    27.2, ,    20.0, ,    75.3, ,    90.2, ,    49.7, ,    68.5, ,    33.6, ,   500.6, ,    97.6, ,    76.3, ,   122.6, ,   208.3, ,
1970,    34.9, ,    13.3, ,    24.3, ,    14.0, ,    42.5, ,    12.4, ,    85.3, ,    23.0, ,    56.1, ,    28.8, ,    38.2, ,    29.2, ,   402.2, ,    81.9, ,    80.9, ,   120.8, ,   123.1, ,
1971,   115.6, ,    25.5, ,    19.8, ,    25.8, ,    22.5, ,    71.6, ,    38.2, ,    87.5, ,    44.2, ,    49.6, ,    65.2, ,    69.1, ,   634.6, ,   170.4, ,    68.1, ,   197.3, ,   159.0, ,
1972,    72.6, ,    74.5, ,    69.9, ,    28.2, ,     8.9, ,    80.5, ,    75.9, ,    26.2, ,    67.3, ,    78.6, ,   100.6, ,    94.9, ,   778.2, ,   216.3, ,   107.0, ,   182.6, ,   246.5, ,
1973,    92.5, ,    24.9, ,    17.4, ,     9.2, ,    33.2, ,    50.9, ,    26.7, ,    25.3, ,    76.5, ,    64.6, ,    36.1, ,    49.2, ,   506.5, ,   212.3, ,    59.7, ,   102.9, ,   177.3, ,
1974,   111.9, ,    36.7, ,    42.1, ,    19.1, ,    38.6, ,    42.0, ,    55.1, ,     3.8, ,    59.9, ,    96.0, ,    30.2, ,    70.0, ,   605.3, ,   197.7, ,    99.7, ,   100.9, ,   186.1, ,
1975,    60.6, ,    29.5, ,    21.9, ,    16.8, ,    45.5, ,    32.6, ,    25.6, ,    72.2, ,    34.2, ,    66.6, ,   105.0, ,    83.1, ,   593.5, ,   160.1, ,    84.2, ,   130.3, ,   205.8, ,
1976,    92.6, ,    32.8, ,    39.4, ,     7.6, ,    56.2, ,    67.2, ,    70.4, ,    48.3, ,    34.9, ,    70.6, ,    33.7, ,    71.8, ,   625.6, ,   208.5, ,   103.3, ,   185.9, ,   139.3, ,
1977,    51.2, ,    29.0, ,    35.3, ,    26.4, ,    36.7, ,    34.9, ,    70.5, ,    51.1, ,    68.5, ,    52.4, ,    61.3, ,    58.2, ,   575.6, ,   152.1, ,    98.4, ,   156.5, ,   182.2, ,
1978,    19.0, ,    28.2, ,    16.0, ,    29.7, ,    29.7, ,    27.2, ,    22.1, ,    99.8, ,    53.6, ,    83.6, ,    90.3, ,    40.3, ,   539.4, ,   105.5, ,    75.4, ,   149.0, ,   227.5, ,
1979,    52.5, ,    55.4, ,    18.4, ,    17.3, ,    61.6, ,    27.5, ,    50.1, ,    35.4, ,    61.9, , -9999.9,M, -9999.9,M,    55.4, , -9999.9,M,   148.1, ,    97.3, ,   113.0, , -9999.9,M,
1980,    49.6, ,    31.7, ,    19.7, ,    30.9, ,    39.9, ,    21.9, ,    47.3, ,    37.6, ,    67.8, ,    46.6, ,    80.9, ,   117.0, ,   590.8, ,   136.7, ,    90.5, ,   106.7, ,   195.3, ,
