6100971,BROCKVILLE               ,ON  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
6100971,BROCKVILLE               ,ON  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1915, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   125.5, ,   187.7, ,    53.1, ,    42.1, ,    35.7, ,    57.0, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   130.9, ,
1916,   128.2, ,    91.5, ,    45.1, ,    66.1, ,   126.8, ,   122.3, ,    36.5, ,    30.5, ,    42.8, ,    64.8, ,    53.0, ,    76.2, ,   883.8, ,   276.7, ,   238.0, ,   189.3, ,   160.6, ,
1917,    59.0, ,    42.4, ,    75.0, ,    18.9, ,    22.7, ,    87.9, ,    39.4, ,    78.2, ,    38.9, ,   156.4, ,    30.6, ,    54.1, ,   703.4, ,   177.6, ,   116.6, ,   205.4, ,   225.9, ,
1918,    71.8, ,    42.3, ,     9.5, ,    48.2, ,    62.4, ,    45.0, ,    99.4, ,    53.9, ,   152.6, ,   152.1, ,    63.6, ,    73.2, ,   873.9, ,   168.2, ,   120.1, ,   198.2, ,   368.2, ,
1919,    21.0, ,    14.6, ,   107.0, ,    91.2, ,   142.6, ,   100.8, ,    66.3, ,    59.8, ,    84.3, ,    89.8, ,    35.4, ,    22.9, ,   835.7, ,   108.8, ,   340.8, ,   226.9, ,   209.5, ,
1920,    28.7, ,    51.0, ,    24.4, ,    62.5, ,    11.6, ,    53.2, ,    59.8, ,    46.3, ,    79.8, ,    56.4, ,    38.8, ,   108.3, ,   620.8, ,   102.7, ,    98.5, ,   159.3, ,   175.0, ,
1921,    13.3, ,    14.0, ,    93.8, ,    74.9, ,    29.1, ,    44.7, ,    56.6, ,    63.7, ,    76.8, ,    94.6, ,    59.5, ,    34.0, ,   655.0, ,   135.6, ,   197.9, ,   165.0, ,   230.9, ,
1922,    22.3, ,    69.2, ,    51.2, ,   106.4, ,    51.6, ,   136.0, ,   123.1, ,    29.9, ,    23.6, ,    56.4, ,    12.3, ,    38.6, ,   720.6, ,   125.5, ,   209.2, ,   289.0, ,    92.3, ,
1923,    83.9, ,    22.3, ,    63.4, ,    42.4, ,    62.4, ,   111.4, ,    29.4, ,    68.8, ,    45.1, ,   132.4, ,    81.4, ,    60.4, ,   803.3, ,   144.8, ,   168.2, ,   209.5, ,   258.9, ,
1924,   102.5, ,    51.1, , -9999.9,M,    78.8, ,    94.6, ,    52.1, ,    90.8, ,    52.9, ,   126.5, ,    15.9, ,    32.6, ,    69.1, , -9999.9,M,   213.9, , -9999.9,M,   195.8, ,   175.1, ,
