1952,    22.4, ,     3.1, ,    14.4, ,     8.9, ,    56.8, ,    56.5, ,    29.3, ,    50.0, ,    22.1, ,     4.7, ,    17.3, ,     5.7, ,   291.0, ,    42.8, ,    80.0, ,   135.8, ,    44.1, ,
1953,    32.7, ,     7.2, ,    35.3, ,    52.5, ,    38.9, ,    75.6, ,    49.7, ,    29.7, ,    26.8, ,     1.9, ,     3.9, ,    13.2, ,   367.3, ,    45.5, ,   126.7, ,   154.9, ,    32.6, ,
1954,    39.2, ,     6.1, ,    11.3, ,    33.4, ,    49.8, ,    57.4, ,    47.5, ,   106.2, ,    73.1, ,     5.4, ,    28.4, ,     5.0, ,   462.8, ,    58.5, ,    94.5, ,   211.1, ,   106.9, ,
1955,     9.1, ,     6.0, ,    18.6, ,    49.8, ,    31.1, ,    96.6, ,    87.3, ,    26.2, ,    30.4, ,     9.4, ,    13.5, ,    69.9, ,   448.0, ,    20.1, ,    99.5, ,   210.1, ,    53.4, ,
1956,    17.3, ,    12.0, ,    40.8, ,     8.6, ,     4.0, ,   160.1, ,    59.9, ,    24.1, ,    28.9, ,     8.7, ,     3.2, ,    22.8, ,   390.5, ,    99.2, ,    53.4, ,   244.2, ,    40.8, ,
1957,     6.7, ,     9.3, ,    18.0, ,    11.0, ,     8.4, ,    34.0, ,    34.8, ,    37.1, ,     5.0, ,    31.2, ,    19.3, ,     9.8, ,   224.6, ,    38.7, ,    37.4, ,   106.0, ,    55.5, ,
1958,     8.2, ,    23.9, ,    19.3, ,    13.3, ,    11.1, ,    53.5, ,    67.2, ,    11.2, ,    63.9, ,     0.1, ,    42.3, ,    20.2, ,   334.2, ,    42.0, ,    43.6, ,   131.9, ,   106.3, ,
1959,    18.2, ,    12.8, ,     7.7, ,    11.0, ,    17.5, ,    61.3, ,    25.4, ,    41.8, ,    41.3, ,    41.9, ,    15.2, ,     7.8, ,   301.9, ,    51.2, ,    36.2, ,   128.5, ,    98.4, ,
1960,    18.2, ,     3.8, ,    15.1, ,    26.0, ,    35.2, ,    31.0, ,    41.3, ,    69.6, ,     4.5, ,    10.3, ,     8.6, ,    36.5, ,   300.3, ,    29.8, ,    76.3, ,   141.9, ,    23.5, ,
1961,     9.3, ,    35.8, ,     3.1, ,    56.4, ,    27.8, ,    55.8, ,    22.0, ,     2.8, ,     5.9, ,    42.5, ,     6.2, ,    46.5, ,   314.1, ,    81.6, ,    87.3, ,    80.6, ,    54.6, ,
1962,    16.3, ,    44.8, ,    26.8, ,    11.4, ,    22.7, ,    60.1, ,    98.8, ,    37.2, ,    45.1, ,     5.6, ,     5.9, ,    11.3, ,   386.0, ,   107.5, ,    60.9, ,   196.1, ,    56.6, ,
1963,    13.2, ,    27.8, ,    13.2, ,    20.8, ,    31.6, ,   105.3, ,    38.6, ,    18.5, ,    36.2, ,     0.6, ,    17.8, ,    16.8, ,   340.5, ,    52.3, ,    65.6, ,   162.4, ,    54.6, ,
1964,    14.0, ,    30.2, ,     8.9, ,    39.0, ,    51.4, ,    19.3, ,    32.0, ,   104.0, ,    94.6, ,    17.9, ,     4.9, ,    93.5, ,   509.6, ,    61.0, ,    99.3, ,   155.3, ,   117.4, ,
1965,    36.7, ,    33.6, ,    15.5, ,    24.2, ,    32.5, ,   116.6, ,    33.0, ,    35.2, ,    46.5, ,     0.0, ,    19.4, ,    14.6, ,   407.8, ,   163.7, ,    72.2, ,   184.8, ,    66.0, ,
1966,    47.2, ,     6.6, ,    14.6, ,    19.7, ,     3.8, ,   119.1, ,    55.3, ,    40.6, ,    14.2, ,    11.1, ,    28.0, ,    16.8, ,   377.0, ,    68.4, ,    38.1, ,   215.0, ,    53.3, ,
1967,    19.1, ,    18.0, ,    54.5, ,    29.2, ,    16.2, ,    30.5, ,    16.6, ,    40.9, ,    25.0, ,    15.6, ,    39.1, ,    21.4, ,   326.0, ,    53.9, ,    99.8, ,    88.1, ,    79.7, ,
1968,    19.8, ,     7.4, ,    22.1, ,     5.9, ,    48.8, ,    23.4, ,    67.7, ,    77.5, ,    74.7, ,    37.1, ,     3.0, ,    20.4, ,   407.8, ,    48.6, ,    76.8, ,   168.6, ,   114.8, ,
1969,    59.5, ,    15.6, ,    15.9, ,    31.8, ,    39.4, ,    20.3, ,    57.9, ,    32.1, ,    48.1, ,    63.1, ,    15.7, , -9999.9,M, -9999.9,M,    95.5, ,    87.0, ,   110.2, ,   126.9, ,
1970,    26.7, ,    15.0, ,    26.9, ,    19.8, ,    20.7, ,   135.5, ,    51.3, ,     9.0, ,    28.9, ,    33.4, ,    31.8, ,    24.0, ,   422.9, , -9999.9,M,    67.5, ,   195.7, ,    94.0, ,
1971,    42.5, ,    14.2, ,    26.3, ,    27.1, ,    12.4, ,    48.4, ,    84.3, ,    44.4, ,    13.8, ,    11.6, ,    12.6, ,    28.1, ,   365.6, ,    80.7, ,    65.8, ,   177.2, ,    37.9, ,
1972,    21.3, ,    41.3, ,    11.7, ,     6.7, ,    31.9, ,    53.7, ,    77.7, ,    16.5, ,    47.3, ,     6.9, ,    18.7, ,    25.9, ,   359.4, ,    90.6, ,    50.2, ,   147.9, ,    72.9, ,
1973,    18.6, ,    24.5, ,    24.0, ,    57.6, ,    22.6, ,    99.0, ,    26.7, ,    49.4, ,     6.4, ,     8.3, ,    30.0, ,    62.3, ,   429.3, ,    68.9, ,   104.3, ,   175.1, ,    44.6, ,
1974,    62.5, ,    18.8, ,    65.3, ,    18.8, ,   124.3, ,    54.2, ,    63.5, ,    86.4, ,    11.1, ,    12.2, ,    13.4, ,    13.3, ,   544.0, ,   143.6, ,   208.4, ,   204.1, ,    36.7, ,
1975,    19.0, ,    28.9, ,    37.0, ,    54.2, ,    60.4, ,    65.0, ,    42.7, ,    36.5, ,    13.2, ,    23.6, ,    12.2, ,    30.9, ,   423.8, ,    61.2, ,   151.6, ,   144.3, ,    49.0, ,
1976,    19.9, ,    34.4, ,    30.1, ,    23.5, ,    21.7, ,   112.9, ,   103.3, ,    39.0, ,     7.1, ,     4.3, ,     2.9, ,    22.7, ,   421.9, ,    85.2, ,    75.3, ,   255.2, ,    14.3, ,
1977,    11.3, ,     0.7, ,    10.0, ,     5.2, ,   121.7, ,    21.7, ,    46.3, ,    34.3, ,    27.1, ,     1.9, ,    19.2, ,    44.3, ,   343.6, ,    34.7, ,   136.9, ,   102.3, ,    48.2, ,
1978,    17.1, ,    17.6, ,     7.1, ,    64.4, ,    46.6, ,    26.7, ,    41.8, ,    25.3, ,    21.6, ,    11.2, ,    32.8, ,    14.8, ,   327.1, ,    79.0, ,   118.2, ,    93.8, ,    65.7, ,
1979,     6.9, ,    24.4, ,    12.1, ,    33.4, ,    37.6, ,    47.1, ,    74.1, ,    45.9, ,     2.9, ,    25.4, ,     5.8, ,    19.3, ,   334.9, ,    46.1, ,    83.1, ,   167.1, ,    34.1, ,
1980,    29.6, ,    18.2, ,    16.1, ,    10.9, ,     8.3, ,    67.6, ,    50.5, ,    45.8, ,    19.7, ,    20.3, ,    15.0, ,    30.3, ,   332.4, ,    67.1, ,    35.3, ,   163.9, ,    55.1, ,
1981,    24.2, ,     4.2, ,    10.7, ,    35.8, ,    37.1, ,    50.2, ,    86.6, ,    21.8, ,    19.9, ,    20.2, ,     6.7, ,    13.4, ,   330.7, ,    58.7, ,    83.6, ,   158.6, ,    46.7, ,
1982,    30.7, ,    10.7, ,    42.4, ,    18.1, ,    70.6, ,    26.6, ,    89.8, ,    34.4, ,    47.0, ,    10.8, ,    21.0, ,    19.6, ,   421.7, ,    54.8, ,   131.1, ,   150.8, ,    78.8, ,
1983,    14.9, ,    17.9, ,    31.3, ,    49.4, ,     9.1, ,    34.8, ,   158.7, ,    37.6, ,    52.3, ,    10.2, ,    33.4, ,    23.7, ,   473.4, ,    52.4, ,    89.8, ,   231.1, ,    95.9, ,
1984,    17.9, ,     4.2, ,    21.7, ,    18.5, ,    30.0, ,   101.9, ,    31.0, , -9999.9,M,    74.0, ,    41.5, ,    21.7, ,    38.0, , -9999.9,M,    45.9, ,    70.2, , -9999.9,M,   137.2, ,
1985,    13.0, ,    17.4, ,    10.9, ,    53.8, ,    54.3, ,    15.3, ,    21.1, ,    39.0, ,    24.5, ,    15.9, ,    17.3, ,    37.3, ,   319.8, ,    68.4, ,   118.9, ,    75.4, ,    57.7, ,
1986,    11.0, ,    23.0, ,    31.7, ,    10.9, ,    67.8, ,    45.5, ,    74.8, ,    25.6, ,    59.5, ,    18.3, ,    20.4, ,    11.9, ,   400.3, ,    71.4, ,   110.5, ,   145.8, ,    98.2, ,
1987,     5.4, ,    13.9, ,    35.8, ,    21.9, ,    13.3, ,    39.2, ,    63.2, ,    54.5, ,    10.5, ,    11.6, ,    11.6, ,    18.3, ,   299.5, ,    31.2, ,    71.0, ,   156.9, ,    33.8, ,
1988,    17.2, ,    23.1, ,    23.0, ,    18.1, ,    27.7, ,    70.7, ,    70.2, ,    97.1, ,    39.7, ,    11.2, ,    17.2, ,    35.0, ,   450.2, ,    58.6, ,    68.7, ,   238.1, ,    68.1, ,
1989,    25.4, ,    12.1, ,    16.3, ,    18.4, ,    63.4, ,    57.1, ,    41.6, ,    62.7, ,    32.1, ,    13.2, ,    29.2, ,    21.8, ,   393.3, ,    72.5, ,    98.1, ,   161.4, ,    74.6, ,
1990,    22.7, ,     6.5, ,    22.9, ,    29.3, ,    27.9, ,    74.7, ,    51.2, ,    10.9, ,     2.1, ,    15.5, ,    22.1, ,    64.6, ,   350.3, ,    50.9, ,    80.1, ,   136.8, ,    39.7, ,
1991,     9.2, ,    14.8, ,    10.6, ,    33.1, ,    75.0, ,   107.7, ,   126.9, ,    21.9, ,     6.7, ,    50.8, ,     9.3, ,    10.8, ,   476.6, ,    88.5, ,   118.7, ,   256.4, ,    66.7, ,
1992,    28.2, ,    17.8, ,    19.8, ,    15.4, ,    70.7, ,    25.4, ,    56.3, ,    51.8, ,    40.2, ,    13.6, ,    36.3, ,    21.0, ,   396.4, ,    56.8, ,   105.8, ,   133.5, ,    90.1, ,
1993,     2.8, ,     7.5, ,    29.8, ,    39.1, ,    19.6, ,    92.0, ,   137.2, ,    86.1, ,    17.2, ,    10.2, ,    40.5, ,    13.3, ,   495.4, ,    31.3, ,    88.5, ,   315.3, ,    68.0, ,
1994,    46.3, ,    30.5, ,     1.8, ,     7.3, ,    71.5, ,    51.8, ,    32.0, ,    47.7, ,     3.0, ,    42.6, ,     8.8, ,    11.3, ,   354.5, ,    90.1, ,    80.6, ,   131.4, ,    54.4, ,
1995,    17.3, ,     5.2, ,    31.4, ,    18.2, ,    27.3, ,    68.1, ,    35.4, ,    72.0, ,     4.8, ,    17.3, ,    48.7, ,    32.9, ,   378.6, ,    33.8, ,    76.9, ,   175.5, ,    70.8, ,
1996,    17.4, ,     6.3, ,    14.8, ,    41.4, ,    84.9, ,    88.5, ,    72.1, ,    15.6, ,    65.2, ,    13.8, ,    36.4, ,    33.6, ,   490.1, ,    56.6, ,   141.2, ,   176.2, ,   115.3, ,
1997,    16.3, ,     4.6, ,    26.0, ,    41.4, ,    45.4, ,    84.4, ,    63.0, ,    40.2, ,    47.3, ,    23.8, ,     3.7, ,     3.9, ,   400.1, ,    54.5, ,   112.9, ,   187.7, ,    74.7, ,
1998,    31.4, ,    12.6, ,    10.3, ,    17.3, ,    30.7, ,   129.8, ,    49.3, ,    29.8, ,    22.1, ,    11.6, ,    23.6, ,    25.1, ,   393.6, ,    47.9, ,    58.3, ,   208.9, ,    57.3, ,
1999,    39.2, ,     6.4, ,    52.6, ,    54.1, ,    93.5, ,    79.9, ,    94.7, ,    29.2, ,     2.7, ,     6.8, ,     6.1, ,    27.0, ,   492.2, ,    70.7, ,   200.1, ,   203.8, ,    15.7, ,
2000,    46.3, ,    12.1, ,    24.8, ,    25.8, ,    15.6, ,    47.4, ,    28.6, ,    51.6, ,    54.0, ,     6.0, ,    14.9, ,    27.1, ,   354.0, ,    85.4, ,    66.1, ,   127.5, ,    74.9, ,
2001,     6.7, ,    13.2, ,     4.3, ,     8.9, ,    14.9, ,    28.7, ,    44.3, ,     1.7, ,    11.9, ,    15.3, ,    15.0, ,     8.5, ,   173.4, ,    47.0, ,    28.1, ,    74.7, ,    42.2, ,
2002,    11.0, ,     9.0, ,    21.7, ,    22.5, ,    12.4, ,    70.9, ,    94.8, ,    62.8, ,    70.3, ,    24.8, ,    10.5, ,    14.4, ,   425.1, ,    28.5, ,    56.6, ,   228.5, ,   105.6, ,
2003,    32.3, ,    24.7, ,    10.6, ,    63.9, ,    22.3, ,    69.5, ,    13.7, ,    19.0, ,    19.8, ,     7.9, ,     6.7, ,     6.9, ,   297.2, ,    71.4, ,    96.8, ,   102.1, ,    34.4, ,
2004,    33.4, ,     9.4, ,    12.3, ,     7.5, ,    39.0, ,    74.1, ,   123.8, ,    60.4, ,    12.9, ,    34.4, ,     2.0, ,    33.2, ,   442.3, ,    49.7, ,    58.7, ,   258.3, ,    49.3, ,
2005,    27.1, ,    14.0, ,    29.2, ,    32.5, ,    26.9, ,   138.7, ,    35.7, ,    57.3, ,   117.0, ,    13.9, ,    32.1, ,    15.0, ,   539.3, ,    74.3, ,    88.6, ,   231.7, ,   163.0, ,
2006,    18.3, ,    12.9, ,    33.3, ,    42.8, ,    64.7, ,    68.5, ,    23.8, ,    58.1, ,    57.0, ,    17.2, ,    24.6, ,    13.5, ,   434.7, ,    46.2, ,   140.7, ,   150.4, ,    98.8, ,
2007,    14.1, ,    28.3, ,    12.2, ,    19.8, ,    65.9, ,    88.2, ,    28.6, ,    53.2, ,    19.2, ,     9.3, ,    17.8, ,    23.9, ,   380.6, ,    55.9, ,    97.9, ,   170.0, ,    46.3, ,
2008,    44.6, ,    37.3, ,    14.0, ,    57.4, ,    36.8, ,    73.9, ,    78.3, ,    42.7, ,     4.3, ,    17.3, ,     6.0, ,    37.3, ,   449.9, ,   105.9, ,   108.2, ,   195.0, ,    27.6, ,
2009,    19.7, ,    19.7, ,    12.2, ,     9.3, ,     7.1, ,    45.5, ,    80.1, ,    29.0, ,    14.8, ,    20.8, ,     4.7, ,    28.2, ,   291.1, ,    76.6, ,    28.6, ,   154.6, ,    40.4, ,
2010,    11.2, ,     8.5, ,     3.7, ,    68.8, ,    73.3, ,   117.8, ,    83.6, ,   104.9, ,    33.6, ,     4.5, ,    27.7, ,    13.0, ,   550.3, ,    47.8, ,   145.7, ,   306.3, ,    65.8, ,
