1933,    77.6, ,    78.8, ,   135.1, ,   107.4, ,   141.5, ,   110.6, ,   135.0, ,   197.1, ,    64.0, ,    84.1, ,   116.0, ,   122.8, ,  1370.0, ,   245.7, ,   384.1, ,   442.7, ,   264.0, ,
1934,   101.5, ,    55.0, ,    57.9, ,    96.9, ,    42.6, ,   163.7, ,    38.5, ,   102.5, ,   105.7, ,    46.1, ,   110.7, ,   117.2, ,  1038.4, ,   279.3, ,   197.4, ,   304.8, ,   262.5, ,
1935,   123.0, ,    72.0, ,    29.2, ,   117.8, ,    43.0, ,   126.2, ,   177.2, ,   158.7, ,   130.8, ,    68.8, ,    91.1, ,    43.9, ,  1182.0, ,   312.3, ,   190.1, ,   462.1, ,   290.8, ,
1936,   163.4, ,    87.9, ,    83.7, ,   131.9, ,   135.4, ,    65.6, ,   105.2, ,   111.6, ,    97.8, ,   162.4, ,   120.3, ,   100.8, ,  1366.0, ,   295.3, ,   350.9, ,   282.4, ,   380.5, ,
1937,    82.5, ,   101.1, ,    64.5, ,    66.8, ,    87.1, ,   106.9, ,    89.1, ,    79.3, ,    57.2, ,   162.7, ,    98.7, ,    94.4, ,  1090.3, ,   284.4, ,   218.4, ,   275.3, ,   318.6, ,
1938,   104.5, ,   104.3, ,    76.8, ,    84.2, ,    78.9, , -9999.9,M,    89.4, ,   281.2, ,   124.9, ,    22.3, ,    62.5, ,   200.8, , -9999.9,M,   303.3, ,   239.9, , -9999.9,M,   209.7, ,
1939,    75.2, ,   268.8, ,    89.0, ,    91.4, ,    69.3, ,   116.9, ,   140.1, ,   101.4, ,   103.0, ,    89.8, ,    32.4, ,   102.7, ,  1279.8, ,   544.7, ,   249.6, ,   358.3, ,   225.2, ,
1940,   105.8, ,    36.6, ,   124.7, ,    98.9, ,    86.9, ,   188.1, ,    68.7, ,    36.3, ,    99.8, ,    55.9, ,   131.1, ,   119.3, ,  1152.0, ,   245.1, ,   310.5, ,   293.1, ,   286.7, ,
1941,    59.2, ,    21.4, ,    55.2, ,    36.8, ,    42.8, ,    80.3, ,   103.7, ,    62.1, ,    57.1, ,   160.2, ,   122.1, ,   102.5, ,   903.5, ,   200.0, ,   134.8, ,   246.1, ,   339.5, ,
1942,    84.7, ,   103.4, ,   104.3, ,    74.0, ,    75.9, ,   136.4, ,   100.6, ,    49.1, ,   127.5, ,   103.7, ,   106.1, ,   110.9, ,  1176.6, ,   290.5, ,   254.2, ,   286.1, ,   337.4, ,
1943,    58.9, ,   103.8, ,   116.5, ,    90.2, ,    91.5, ,   185.6, ,    79.7, ,   180.1, ,    48.1, ,   122.0, ,    97.7, ,    56.6, ,  1230.7, ,   273.6, ,   298.2, ,   445.4, ,   267.8, ,
1944,    76.6, ,    76.8, ,    88.0, ,    63.0, ,    58.1, ,    78.0, ,   110.7, ,    97.0, ,   127.8, ,    58.3, ,    94.7, ,   128.9, ,  1058.0, ,   210.0, ,   209.1, ,   285.8, ,   280.8, ,
1945,   109.0, ,    62.0, ,    89.4, ,   109.5, ,   194.2, ,    64.9, ,   144.6, ,    83.8, ,   161.1, ,   119.9, ,    96.5, ,    95.4, ,  1330.1, ,   299.9, ,   393.1, ,   293.2, ,   377.4, ,
1946,   135.1, ,   118.2, ,    37.0, ,    88.9, ,   104.0, ,    25.9, ,    28.2, ,   158.0, ,   144.2, ,    75.9, ,    95.9, ,   190.2, ,  1201.4, ,   348.6, ,   230.0, ,   212.0, ,   316.0, ,
1947,   125.8, ,   134.1, ,   101.1, ,    91.5, ,   126.2, ,    99.3, ,   198.8, ,    32.1, ,   139.8, ,    30.3, ,    89.1, ,    45.4, ,  1213.5, ,   450.1, ,   318.9, ,   330.2, ,   259.1, ,
1948,    75.8, ,    72.2, ,   121.2, ,    95.0, ,    68.0, ,    52.4, ,    78.8, ,    85.8, ,    24.2, ,    82.1, ,   135.2, ,    77.9, ,   968.7, ,   193.4, ,   284.2, ,   217.1, ,   241.5, ,
1949,   108.3, ,    44.9, ,    84.5, ,    52.4, ,    45.4, ,    43.8, ,    46.1, ,    65.9, ,    84.8, ,    44.0, ,   140.5, ,    92.8, ,   853.5, ,   231.1, ,   182.3, ,   155.9, ,   269.3, ,
1950,   172.7, ,   139.6, ,    88.1, ,    57.8, ,    49.3, ,    95.3, ,    51.0, , -9999.9,M,    37.2, ,    55.2, ,   139.2, ,   135.3, , -9999.9,M,   405.1, ,   195.2, , -9999.9,M,   231.6, ,
1951,   190.5, ,    77.4, ,   146.8, ,   100.2, ,    23.3, ,    84.6, ,    89.9, ,    88.5, ,    67.2, ,    61.3, ,   167.4, ,   174.9, ,  1271.9, ,   403.2, ,   270.3, ,   262.9, ,   295.9, ,
1952,   137.5, ,    97.5, ,   104.2, ,    73.5, ,    79.0, ,    90.9, ,    72.6, ,    78.3, ,    59.6, ,   128.4, ,    47.2, ,   147.6, ,  1116.3, ,   409.9, ,   256.8, ,   241.8, ,   235.2, ,
1953,   107.8, ,    42.4, ,    93.1, ,    68.8, ,    73.8, ,    47.2, ,    57.4, ,    39.1, ,    86.5, ,    41.0, ,    49.7, ,   127.5, ,   834.2, ,   297.7, ,   235.6, ,   143.7, ,   177.2, ,
1954,   120.4, ,   149.8, ,    76.7, ,    93.7, ,   120.8, ,   118.3, ,    95.3, ,    89.3, ,   144.2, ,   102.2, ,    74.3, ,   183.3, ,  1368.3, ,   397.7, ,   291.2, ,   302.9, ,   320.7, ,
1955,    61.1, ,    76.3, ,   174.6, ,    68.0, ,    73.3, ,    22.8, ,    38.1, ,   211.2, ,    57.0, ,   101.3, ,    52.0, ,    66.7, ,  1002.4, ,   320.8, ,   315.9, ,   272.1, ,   210.3, ,
1956,    45.3, ,    67.7, , -9999.9,M,    75.8, ,    88.4, ,    90.9, ,    85.7, ,    52.9, ,    96.2, ,    31.6, ,    68.8, ,    66.1, , -9999.9,M,   179.7, , -9999.9,M,   229.5, ,   196.7, ,
1957,    80.1, ,    92.6, ,    39.5, ,    58.6, ,    60.5, ,   195.4, ,    84.8, ,    37.1, ,    96.9, ,    58.1, ,   100.4, ,   188.0, ,  1091.9, ,   238.8, ,   158.6, ,   317.3, ,   255.3, ,
1958,    90.3, ,   125.5, ,   104.4, ,    67.2, ,    73.9, ,   109.5, ,    96.5, ,   120.8, ,   150.3, ,    74.0, ,    75.8, ,    74.1, ,  1162.3, ,   403.8, ,   245.5, ,   326.8, ,   300.1, ,
1959,    95.3, ,    21.0, ,    38.1, ,    48.9, ,    26.8, ,    95.3, ,    86.2, ,   106.8, ,    68.4, ,    91.4, ,    95.0, ,    54.1, ,   827.3, ,   190.3, ,   113.8, ,   288.4, ,   254.8, ,
1960,    81.6, ,   218.5, ,    70.4, ,    78.4, ,    83.2, ,   224.5, ,    68.3, ,    30.1, ,    66.2, ,    99.6, ,    86.6, ,    73.8, ,  1181.4, ,   354.2, ,   232.1, ,   323.0, ,   252.5, ,
1961, -9999.9,M,    56.9, ,    66.6, ,   142.1, ,    64.5, ,    79.4, ,    58.3, ,   122.2, ,    44.3, ,    68.9, ,    74.8, ,   102.0, , -9999.9,M, -9999.9,M,   273.1, ,   259.9, ,   188.0, ,
1962,    97.2, ,   107.6, ,    94.0, ,   121.9, ,    71.5, ,   112.2, ,   109.6, ,    61.2, ,   107.4, ,   137.7, ,    37.2, ,   110.5, ,  1167.7, ,   306.7, ,   287.4, ,   283.0, ,   282.2, ,
1963,    42.0, ,    62.8, ,    65.8, ,    89.6, ,    69.0, ,    56.7, ,    83.3, ,   211.2, ,   162.0, ,    28.5, ,   163.0, ,    59.0, ,  1092.9, ,   215.3, ,   224.4, ,   351.2, ,   353.5, ,
1964,   139.9, ,    82.5, ,   105.3, ,    61.7, ,    67.1, ,    44.3, ,    77.8, ,    88.6, ,    40.3, ,    55.7, ,   108.5, ,   118.9, ,   990.7, ,   281.5, ,   234.1, ,   210.7, ,   204.5, ,
1965,    76.6, ,   106.1, ,    25.8, ,    56.6, ,    70.6, ,    48.8, ,    72.6, ,   191.9, ,   110.3, ,   175.7, ,   116.2, ,    95.6, ,  1146.7, ,   301.6, ,   153.0, ,   313.3, ,   402.2, ,
1966,   133.7, ,    28.4, ,    94.6, ,    20.2, ,    49.1, ,   103.1, ,    67.9, ,   149.0, ,    98.6, ,    53.9, ,   142.1, ,   148.7, ,  1089.1, ,   257.6, ,   163.8, ,   320.0, ,   294.5, ,
1967,    91.1, ,    77.7, ,     6.5, ,    62.3, ,    82.9, ,   121.1, ,   103.5, ,   126.5, ,    63.9, ,   114.2, ,    97.4, ,    98.8, ,  1046.0, ,   317.5, ,   151.7, ,   351.1, ,   275.5, ,
1968,    68.5, ,    46.4, ,   122.8, ,    53.2, ,    83.2, ,    69.7, ,    80.0, ,    56.9, ,    42.4, ,    82.7, ,   115.4, ,   111.5, ,   932.6, ,   213.7, ,   259.2, ,   206.6, ,   240.5, ,
1969,    94.1, ,    32.0, ,    45.4, ,    62.0, ,   108.5, ,    89.5, ,   103.5, ,    91.2, ,    73.2, ,    61.9, ,   115.4, ,   117.8, ,   994.4, ,   237.6, ,   215.8, ,   284.2, ,   250.5, ,
1970,    19.3, ,    62.4, ,    36.2, ,    69.1, ,    89.3, ,    32.8, ,    37.9, ,    66.9, ,   147.7, ,    90.6, ,    61.1, ,    78.0, ,   791.2, ,   199.4, ,   194.6, ,   137.6, ,   299.4, ,
1971,    89.4, ,   103.0, ,   104.2, ,    33.9, ,   103.5, ,    58.7, ,   102.9, ,   165.9, ,    72.3, ,    60.0, ,    77.7, ,    98.0, ,  1069.4, ,   270.4, ,   241.6, ,   327.4, ,   210.0, ,
1972,    56.7, ,   103.1, ,    70.8, ,    44.3, ,    91.7, ,   167.4, ,   118.7, ,   152.7, ,    59.1, ,   114.6, ,   103.4, ,   154.3, ,  1236.9, ,   257.9, ,   206.8, ,   438.9, ,   277.1, ,
1973,    46.2, ,    87.6, ,    70.6, ,    86.6, ,   152.6, ,    54.1, ,    79.6, ,   117.9, ,   135.4, ,    87.6, ,    50.4, ,   139.9, ,  1108.5, ,   288.1, ,   309.8, ,   251.7, ,   273.4, ,
1974,    54.7, ,    54.2, ,   114.1, ,    76.9, ,   164.0, ,   129.2, ,   104.0, ,    34.7, ,   102.6, ,    63.7, ,    59.9, ,    53.2, ,  1011.1, ,   248.8, ,   355.0, ,   267.9, ,   226.2, ,
1975,    67.9, ,    20.6, ,    79.6, ,    60.3, ,    79.0, ,    84.4, ,   128.3, ,    21.2, , -9999.9,M, -9999.9,M,   111.7, ,    80.7, , -9999.9,M,   141.6, ,   218.9, ,   233.9, , -9999.9,M,
1976,   125.5, ,    92.5, ,    40.1, ,    47.5, ,    98.6, ,    67.8, ,   124.8, ,   125.5, ,    86.8, ,   112.0, ,    48.9, , -9999.9,M, -9999.9,M,   298.7, ,   186.2, ,   318.2, ,   247.7, ,
1977,    51.8, ,    89.7, ,    75.2, ,    43.3, ,    32.0, ,   112.1, ,    88.4, ,    60.3, ,   114.7, ,   100.1, ,    82.4, ,   128.5, ,   978.4, , -9999.9,M,   150.4, ,   260.7, ,   297.2, ,
1978,   212.9, ,    52.5, ,   126.1, ,    85.8, ,    35.5, ,    77.9, ,    41.5, ,   129.7, ,    52.4, ,    88.7, ,    97.0, ,   131.0, ,  1131.0, ,   393.9, ,   247.4, ,   249.1, ,   238.1, ,
1979,   154.7, ,    42.1, ,    67.2, ,    79.3, ,   102.2, ,    38.0, ,   117.7, ,   170.2, ,   182.8, ,    79.4, ,    60.2, ,    61.8, ,  1155.4, ,   327.7, ,   248.7, ,   325.9, ,   322.3, ,
1980,    45.7, ,    29.8, ,    57.2, ,   120.8, ,    49.0, ,    51.6, ,   147.6, ,   106.6, ,   140.3, ,    89.2, ,    44.8, ,    88.7, ,   971.3, ,   137.3, ,   227.0, ,   305.9, ,   274.3, ,
1981,    23.9, ,    77.6, ,    52.9, ,    73.4, ,    85.2, ,   173.1, ,   108.8, ,   152.5, ,   115.7, ,   109.8, ,    83.2, ,   103.4, ,  1159.4, ,   190.1, ,   211.5, ,   434.4, ,   308.7, ,
1982,    51.4, ,    21.8, ,    90.0, ,    53.3, ,    32.4, ,   116.8, ,    47.1, ,   121.7, ,   115.2, ,    59.1, ,    81.6, ,    40.9, ,   831.6, ,   176.7, ,   175.7, ,   285.7, ,   256.0, ,
1983,    46.1, ,    76.2, ,    70.7, ,   132.8, ,   228.8, ,    41.2, , -9999.9,M, -9999.9,M, -9999.9,M,    80.6, ,   192.0, ,   138.7, , -9999.9,M,   163.1, ,   432.3, , -9999.9,M, -9999.9,M,
1984,    48.2, ,    68.0, ,    36.5, ,    73.2, ,    77.1, ,    56.3, ,   114.7, ,    91.1, ,    32.4, ,    46.1, ,    76.4, ,    88.3, ,   808.4, ,   254.8, ,   186.8, ,   262.2, ,   154.9, ,
1985,    44.1, ,    62.2, ,    81.2, ,    49.9, ,    25.1, ,   107.0, ,   167.0, ,    44.3, ,   152.1, ,    81.5, ,    71.8, ,   101.5, ,   987.6, ,   194.6, ,   156.2, ,   318.2, ,   305.4, ,
1986,   139.7, ,    20.4, ,    84.0, ,    54.0, ,   112.4, ,   107.8, ,   107.2, ,   141.3, ,   161.9, ,    66.4, ,    94.5, ,    74.0, ,  1163.5, ,   261.6, ,   250.4, ,   356.3, ,   322.8, ,
1987,    72.5, ,    28.3, ,    59.5, ,    39.2, ,   153.6, ,   145.9, ,    71.9, ,    53.5, ,    89.5, ,    81.6, ,   111.5, ,    62.7, ,   969.6, ,   174.8, ,   252.2, ,   271.2, ,   282.7, ,
1988,    42.3, ,    99.7, ,    23.9, ,    83.2, ,    36.9, ,    72.2, ,    65.5, ,   114.1, ,    48.4, ,   109.3, ,   131.1, ,    51.8, ,   878.4, ,   204.7, ,   144.1, ,   251.8, ,   288.8, ,
1989,    72.9, ,    40.0, ,    64.6, ,    67.1, ,   122.0, ,    91.8, ,    39.6, ,   120.8, , -9999.9,M, -9999.9,M, -9999.9,M,    51.5, , -9999.9,M,   164.8, ,   253.7, ,   252.2, , -9999.9,M,
1990,    78.1, ,    31.2, ,    40.4, ,    82.5, ,    60.2, ,   126.7, , -9999.9,M,   103.0, ,    95.8, ,   137.6, ,    81.2, ,   114.9, , -9999.9,M,   160.8, ,   183.1, , -9999.9,M,   314.6, ,
1991,    58.4, ,    20.5, ,    59.9, ,    97.7, ,    79.2, ,    65.8, , -9999.9,M,   216.7, ,    78.8, ,   107.7, , -9999.9,M,    58.5, , -9999.9,M,   193.9, ,   236.8, , -9999.9,M, -9999.9,M,
1992,    20.6, ,    54.8, , -9999.9,M,    42.7, ,    57.4, ,    54.4, ,   194.5, ,    85.3, ,    90.4, ,    62.9, , -9999.9,M,    43.8, , -9999.9,M,   134.0, , -9999.9,M,   334.2, , -9999.9,M,
1993,    79.6, ,    43.3, ,    91.0, ,   123.0, ,    93.1, ,    63.4, ,    79.7, ,    78.7, ,   103.7, ,   123.5, ,    90.7, ,    33.6, ,  1003.3, ,   166.8, ,   307.1, ,   221.8, ,   317.9, ,
1994,    95.8, ,    66.7, ,    43.0, ,   121.0, ,   109.9, ,   172.2, ,   143.5, ,    87.3, ,    62.6, ,    19.1, ,    80.8, ,    50.0, ,  1051.9, ,   196.1, ,   273.9, ,   403.0, ,   162.5, ,
1995,    62.3, ,    48.7, ,    64.0, ,    70.8, ,    79.6, ,    56.7, ,    96.9, ,    65.2, ,    62.6, ,    97.1, ,   124.8, ,   102.2, ,   930.9, ,   161.1, ,   214.3, ,   218.8, ,   284.5, ,
1996,    49.3, ,    65.9, ,    26.3, ,   109.0, ,    92.4, ,    76.9, ,   110.4, ,    77.4, ,    75.9, ,    87.6, ,   142.0, ,   125.1, ,  1038.2, ,   217.4, ,   227.8, ,   264.6, ,   305.5, ,
1997,    89.1, ,    83.8, ,    77.5, ,    41.8, ,    55.2, ,    36.6, ,    47.0, ,    44.0, ,    34.0, ,    42.6, ,   102.2, ,    80.7, ,   734.5, ,   298.0, ,   174.5, ,   127.6, ,   178.8, ,
1998,    85.9, ,    26.6, ,    71.7, ,    55.9, ,    65.1, ,    85.1, ,   132.4, ,    81.6, ,    46.1, ,    63.4, ,    54.7, ,    77.6, ,   846.1, ,   193.1, ,   192.8, ,   299.1, ,   164.1, ,
1999,   136.8, ,    46.3, ,    66.8, ,    37.2, ,    74.4, ,   182.0, ,    89.7, ,    55.2, ,   226.0, ,    45.3, ,    43.1, , -9999.9,M, -9999.9,M,   260.8, ,   178.4, ,   326.9, ,   314.4, ,
2000,   110.4, ,    46.2, ,    30.8, ,   110.4, ,   121.1, , -9999.9,M,    53.9, , -9999.9,M,   118.1, ,    60.0, ,    62.9, ,   132.0, , -9999.9,M, -9999.9,M,   262.3, , -9999.9,M,   241.0, ,
2001,    53.5, ,    65.3, ,    69.5, ,    21.6, ,    62.1, , -9999.9,M,   105.2, , -9999.9,M,    57.6, ,    97.9, ,    69.6, ,    34.1, , -9999.9,M,   250.8, ,   153.2, , -9999.9,M,   225.1, ,
2002,    66.8, , -9999.9,M,    80.5, ,    80.6, ,    88.2, , -9999.9,M,    86.3, ,    42.4, ,    83.8, ,    58.6, ,    88.4, ,    23.0, , -9999.9,M, -9999.9,M,   249.4, , -9999.9,M,   230.7, ,
2003,    47.4, ,    68.8, ,    51.7, ,    83.8, ,    96.1, ,    31.2, ,   101.7, ,    68.4, ,    69.3, ,   100.9, ,   101.0, ,   143.6, ,   963.9, ,   139.2, ,   231.6, ,   201.3, ,   271.2, ,
2004,    69.0, ,    68.6, ,    42.9, , -9999.9,M,    78.1, ,    31.3, ,   143.8, ,    67.8, ,   100.1, ,    61.9, ,    61.8, ,   156.9, , -9999.9,M,   281.2, , -9999.9,M,   242.8, ,   223.8, ,
2005,    42.3, ,    51.3, ,   110.8, ,   166.5, ,    30.0, ,   109.6, ,    97.7, ,   118.1, , -9999.9,M,    78.9, ,    73.7, ,    84.4, , -9999.9,M,   250.5, ,   307.2, ,   325.4, , -9999.9,M,
2006,   107.6, ,    67.5, ,    29.2, ,   122.9, ,   133.6, ,   105.7, ,   101.3, ,   106.1, ,    85.4, ,   163.3, ,    77.1, ,    42.2, ,  1142.1, ,   259.6, ,   285.7, ,   313.1, ,   325.8, ,
2007,    62.2, ,    49.5, ,    68.2, ,   124.3, ,    68.6, ,    50.9, ,   113.1, ,    92.1, ,   103.9, ,   109.9, ,    79.0, ,   170.5, ,  1092.3, ,   154.0, ,   261.1, ,   256.1, ,   292.8, ,
2008,    78.5, ,   127.3, ,   130.2, ,    41.8, ,    56.0, ,   119.4, ,   161.7, ,    94.3, ,    87.2, ,    97.7, ,    73.8, ,   108.9, ,  1176.8, ,   376.3, ,   228.0, ,   375.4, ,   258.8, ,
2009,   123.4, ,    74.5, ,    44.8, ,    67.0, ,    87.9, ,   141.9, ,   180.6, ,    74.5, ,    81.8, ,    89.1, ,    82.8, ,   128.1, ,  1176.3, ,   306.8, ,   199.6, ,   397.0, ,   253.6, ,
2010,    95.5, ,    44.5, ,    21.7, ,    70.6, ,    40.3, ,    97.3, ,    78.7, ,    35.9, ,   177.8, ,   108.1, ,   128.7, ,    93.8, ,   992.8, ,   268.0, ,   132.6, ,   211.9, ,   414.6, ,
2011,    28.7, ,    81.6, ,    86.9, ,   109.4, ,   133.5, , -9999.9,M,   125.0, ,   145.0, ,   114.4, ,    94.1, , -9999.9,M, -9999.9,M, -9999.9,M,   204.1, ,   329.8, , -9999.9,M, -9999.9,M,
