1972,    22.7, ,    22.7, ,    22.7, ,    24.4, ,    34.8, ,   135.7, ,    66.7, ,    86.5, ,    64.3, ,    21.8, ,    12.8, ,     4.4, ,   519.6, ,    71.2, ,    81.9, ,   288.9, ,    98.9, ,
1973,     3.1, ,    11.5, ,     6.3, ,    37.6, ,    56.3, ,   141.6, ,   164.8, ,    61.8, ,    74.5, ,    43.0, ,    48.4, ,    32.5, ,   681.4, ,    19.0, ,   100.2, ,   368.1, ,   165.9, ,
1974,    53.1, ,    33.1, ,    19.5, ,    48.3, ,   133.6, ,    18.1, ,    48.9, ,    82.6, ,    25.2, ,     8.9, ,     9.3, ,    22.7, ,   503.4, ,   118.7, ,   201.4, ,   149.6, ,    43.5, ,
1975,    50.0, ,    22.7, ,    54.1, ,    87.6, ,    46.9, ,   113.3, ,    54.0, ,   114.5, ,    68.0, ,    36.8, ,    41.6, ,    27.2, ,   716.6, ,    95.4, ,   188.6, ,   281.7, ,   146.4, ,
1976,    38.7, ,    62.7, ,    32.8, ,    33.5, ,     8.2, ,   113.8, ,    41.8, ,    82.1, ,     7.2, ,     4.6, ,     1.5, ,    29.1, ,   456.0, ,   128.6, ,    74.5, ,   237.7, ,    13.3, ,
1977,    16.9, ,    20.2, ,     3.6, ,     4.5, ,   204.6, ,    88.4, ,   158.8, ,    63.3, ,   138.1, ,    14.8, ,    40.3, ,    42.2, ,   795.7, ,    66.2, ,   212.7, ,   310.6, ,   193.2, ,
1978,    20.9, ,    26.6, ,    10.2, ,    32.5, ,    72.1, ,    36.7, ,   140.8, ,    50.3, ,    48.2, ,    13.5, ,    80.0, ,    54.8, ,   586.7, ,    89.7, ,   114.7, ,   227.9, ,   141.7, ,
1979,    24.4, ,    49.3, ,    64.0, ,   104.2, ,    87.8, ,    47.8, ,    93.5, ,    13.5, ,    56.6, ,    17.1, ,    29.5, ,    31.2, ,   618.8, ,   128.5, ,   255.9, ,   154.9, ,   103.1, ,
1980,    63.8, ,    44.0, ,    19.7, ,     0.0, ,    21.1, ,    83.5, ,    41.1, ,   194.8, ,    72.8, ,    31.7, ,    10.5, ,    18.4, ,   601.2, ,   138.9, ,    40.8, ,   319.4, ,   114.9, ,
1981,    23.4, ,    10.5, ,    11.1, ,    14.9, ,    25.2, ,   121.6, ,    87.2, ,   137.3, ,    58.8, ,    49.2, ,     1.5, ,    15.2, ,   555.9, ,    52.3, ,    51.3, ,   346.1, ,   109.5, ,
1982,    26.4, ,     4.6, ,    22.8, ,    15.0, ,    59.3, ,    62.2, ,   113.4, ,    50.9, ,    54.1, ,    64.5, ,     3.4, ,    44.3, ,   520.8, ,    46.2, ,    97.1, ,   226.4, ,   122.0, ,
1983,    17.4, ,    12.3, ,    37.9, ,     5.3, ,    43.7, ,    64.0, ,    65.6, ,    35.3, ,    72.6, ,    33.9, ,    16.9, ,    10.3, ,   415.4, ,    74.0, ,    87.0, ,   165.0, ,   123.4, ,
1984,     9.6, ,    15.8, ,     6.2, ,    53.3, ,    36.7, ,   125.8, ,    28.0, ,    30.3, ,    65.8, ,   137.8, ,    47.5, ,    38.5, ,   595.3, ,    35.7, ,    96.2, ,   184.1, ,   251.1, ,
1985,     9.7, ,    11.9, ,     8.7, ,     6.8, ,    54.3, ,   100.4, ,    33.8, ,   202.6, ,    41.3, ,    50.9, ,    58.1, ,    18.1, ,   596.5, ,    60.1, ,    69.7, ,   336.8, ,   150.3, ,
1986,    21.3, ,    14.9, ,    14.9, ,   100.6, ,    52.8, ,    80.5, ,   115.8, ,    40.7, ,    62.1, ,    25.6, ,    26.3, ,    11.6, ,   567.2, ,    54.3, ,   168.3, ,   237.1, ,   114.0, ,
1987,     8.1, ,    46.2, ,    19.1, ,     3.1, ,    44.5, ,    38.9, ,   124.9, ,   153.6, ,    57.4, ,    26.3, ,     0.4, ,     8.6, ,   531.2, ,    65.8, ,    66.8, ,   317.5, ,    84.2, ,
1988,    25.7, ,    15.8, ,    23.1, ,     3.3, ,    60.4, ,    46.8, ,    66.8, ,     7.7, ,    64.0, ,    19.8, ,    20.2, ,    31.4, ,   385.1, ,    50.1, ,    86.8, ,   121.3, ,   104.0, ,
1989,    62.3, ,     5.6, ,    19.8, ,    18.7, ,    35.4, ,   122.5, ,    40.2, ,    97.9, ,    59.7, ,    17.0, ,    28.7, ,    17.9, ,   525.7, ,    99.3, ,    73.8, ,   260.6, ,   105.4, ,
1990,    19.2, ,    14.7, ,    63.4, ,    49.1, ,    75.0, ,   142.5, ,    62.8, ,    40.4, ,    16.4, ,    13.4, ,    21.8, ,    45.1, ,   563.8, ,    51.8, ,   187.4, ,   245.8, ,    51.5, ,
1991,    19.0, ,    22.8, ,    30.1, ,    55.9, ,   100.3, ,   111.1, ,   144.1, ,    15.0, ,    58.7, ,    88.6, ,    34.8, ,    51.9, ,   732.2, ,    86.9, ,   186.3, ,   270.2, ,   182.1, ,
1992,    40.3, ,    16.9, ,    30.5, ,    36.6, ,    40.4, ,    76.6, ,    93.6, ,    52.4, ,    34.4, ,    15.0, ,    43.0, ,    51.9, ,   531.7, ,   109.1, ,   107.5, ,   222.5, ,    92.4, ,
1993,    12.5, ,     2.3, ,    20.4, ,    29.1, ,    60.4, ,   116.7, ,   163.6, ,   131.3, ,    19.4, ,    10.2, ,    30.3, ,    15.3, ,   611.3, ,    66.7, ,   109.8, ,   411.5, ,    59.9, ,
1994,    31.6, ,    12.7, ,    11.2, ,    17.2, ,    63.6, ,    88.2, ,    55.4, ,    84.6, ,    42.3, ,   134.4, ,    38.5, ,    24.9, ,   604.5, ,    59.6, ,    91.9, ,   228.3, ,   215.1, ,
1995,    47.6, ,    40.7, ,    66.6, ,    23.3, ,    81.1, ,    87.7, ,    67.9, ,    87.0, ,    40.6, ,    60.1, ,    69.3, ,    34.9, ,   707.0, ,   113.2, ,   171.1, ,   242.7, ,   170.0, ,
1996,    19.5, ,    20.9, ,    57.9, ,    33.2, ,    67.4, ,    96.9, ,    97.7, ,    17.7, ,    52.8, ,    26.5, ,    42.8, ,    51.1, ,   584.4, ,    75.3, ,   158.5, ,   212.3, ,   122.1, ,
1997,    33.4, ,    21.5, ,    18.4, ,    84.4, ,    26.9, ,    67.6, ,   101.5, ,    60.8, ,    20.2, ,    65.5, ,    12.2, ,    28.7, ,   541.0, ,   106.0, ,   129.6, ,   229.9, ,    97.9, ,
1998,    51.4, ,    82.7, ,     4.3, ,    42.9, ,    52.8, ,   143.5, ,    58.5, ,    37.6, ,    17.7, ,    58.3, ,    17.5, ,    43.8, ,   611.0, ,   162.8, ,   100.1, ,   239.5, ,    93.5, ,
1999,    30.0, ,    38.5, ,     8.4, ,    25.2, ,   166.4, ,    68.9, ,   108.3, ,    38.0, ,    47.5, ,    13.2, ,     2.7, ,    29.6, ,   576.6, ,   112.3, ,   200.0, ,   215.2, ,    63.4, ,
2000,    28.9, ,    36.8, ,    26.7, ,     9.7, ,    63.3, ,   105.4, ,    68.9, ,    95.5, ,    99.7, ,    26.0, ,   108.2, ,    61.1, ,   730.2, ,    95.3, ,    99.7, ,   269.9, ,   233.8, ,
2001,    11.8, ,    13.6, ,    13.3, ,    19.4, ,    80.9, ,   126.2, ,    81.9, ,    25.2, ,    33.2, ,    25.9, ,     9.7, ,    56.0, ,   497.0, ,    86.5, ,   113.6, ,   233.3, ,    68.7, ,
2002,    26.3, ,     4.0, ,    23.8, ,    16.9, ,    43.8, ,   130.6, ,    73.0, ,   103.3, ,    24.8, ,    28.3, ,    12.6, ,    33.8, ,   521.1, ,    86.3, ,    84.5, ,   306.9, ,    65.6, ,
2003,    18.1, ,    16.8, ,     4.1, ,    46.0, ,    76.7, ,    73.3, ,    34.2, ,    49.1, ,   109.4, ,    33.8, ,    20.2, ,    54.8, ,   536.4, ,    68.7, ,   126.8, ,   156.5, ,   163.4, ,
2004,    58.4, ,    18.1, ,    42.5, ,    23.7, ,   134.3, ,    36.5, ,   102.3, ,    91.9, ,    46.3, ,    48.7, ,    17.2, ,    70.1, ,   690.0, ,   131.3, ,   200.6, ,   230.7, ,   112.1, ,
2005,    42.2, ,     7.2, ,    27.1, ,    24.6, ,    98.0, ,   219.1, ,    89.6, ,    56.5, ,    25.1, ,    44.8, ,    51.8, ,    35.4, ,   721.5, ,   119.5, ,   149.7, ,   365.3, ,   121.6, ,
2006,    36.3, ,    42.6, ,    59.6, ,    54.2, ,    52.6, ,    51.8, ,    58.6, ,    75.5, ,    38.6, ,    47.8, ,    36.2, ,    32.8, ,   586.7, ,   114.4, ,   166.4, ,   185.9, ,   122.6, ,
2007,    16.8, ,    30.0, ,    44.9, ,     3.9, ,    97.6, ,   131.2, ,    80.7, ,    19.7, ,    28.4, , -9999.9,M,    29.6, ,    60.5, , -9999.9,M,    79.7, ,   146.4, ,   231.6, , -9999.9,M,
2008,    14.8, ,    11.0, ,    29.8, ,    37.4, ,    37.3, ,   123.1, , -9999.9,M,    91.2, ,    50.5, ,    55.4, ,    25.6, ,    59.6, , -9999.9,M,    86.3, ,   104.4, , -9999.9,M,   131.5, ,
2009,    36.4, ,    44.9, ,    45.0, ,    36.5, ,    82.8, ,    78.7, ,    84.6, ,    63.6, ,    42.5, ,    67.9, ,    18.0, ,    51.0, ,   651.9, ,   140.8, ,   164.3, ,   227.0, ,   128.4, ,
2010,    18.9, ,    40.6, ,     9.2, ,    46.5, , -9999.9,M,   115.0, ,    47.0, ,   115.8, ,    61.3, ,    64.0, ,    57.4, ,    51.9, , -9999.9,M,   110.5, , -9999.9,M,   277.9, ,   182.6, ,
2011,    57.8, ,    20.3, ,    15.3, ,    51.1, ,   161.6, ,    73.4, ,    47.1, ,    40.7, ,    26.1, ,     6.8, ,    29.4, ,    14.2, ,   543.7, ,   130.0, ,   227.9, ,   161.2, ,    62.3, ,
