1944,   444.0, ,   164.8, ,   256.4, ,   149.6, ,    30.6, ,     4.8, ,    17.5, ,    10.4, ,    36.4, ,   218.9, ,   375.8, ,   280.1, ,  1989.2, ,  1013.4, ,   436.6, ,    32.7, ,   631.0, ,
1945,   485.0, ,   311.3, ,   501.2, ,   213.8, ,   177.0, ,    33.6, ,   192.5, ,    36.7, ,   143.5, ,   296.6, ,   427.7, ,   352.7, ,  3171.8, ,  1076.5, ,   892.0, ,   262.8, ,   867.9, ,
1946,   485.5, ,   550.5, ,   392.6, ,   393.8, ,    21.3, ,   198.3, ,   100.1, ,    56.0, ,   152.1, ,   233.5, ,   336.7, ,   338.4, ,  3258.9, ,  1388.7, ,   807.8, ,   354.4, ,   722.3, ,
1947,   469.7, ,   243.7, ,   157.0, ,   304.1, ,    92.4, ,    43.7, ,   149.5, ,    20.9, ,   108.4, ,   620.2, ,   157.3, ,   593.7, ,  2960.6, ,  1051.9, ,   553.4, ,   214.1, ,   885.9, ,
1948,   249.5, ,   542.2, ,   238.3, ,   183.2, ,   249.8, ,    37.6, ,    60.2, ,   173.1, ,   217.6, ,   263.9, ,   773.4, ,   498.0, ,  3486.9, ,  1385.4, ,   671.2, ,   271.0, ,  1254.9, ,
1949,    85.7, ,   420.4, ,   276.9, ,   244.3, ,    77.4, ,    92.2, ,    76.0, ,   192.8, ,   122.5, ,   366.2, ,   581.2, ,   418.5, ,  2954.0, ,  1004.0, ,   598.6, ,   361.0, ,  1069.9, ,
1950,   229.5, ,   748.0, ,   594.8, ,   366.8, ,   196.4, ,    49.8, ,    80.7, ,   157.7, ,   105.0, ,   607.2, ,   457.0, ,   590.9, ,  4183.8, ,  1395.9, ,  1158.0, ,   288.2, ,  1169.2, ,
1951,   542.2, ,   473.4, ,   311.9, ,    64.4, ,    91.9, ,    24.9, ,    34.1, ,     9.8, ,   145.0, ,   332.4, ,   541.4, ,   316.3, ,  2887.9, ,  1606.5, ,   468.2, ,    68.9, ,  1018.8, ,
1952,   613.3, ,   412.3, ,   254.3, ,   269.5, ,   101.4, ,   251.4, ,    50.6, ,    87.8, ,   127.9, ,   111.4, ,   323.8, ,   687.5, ,  3291.1, ,  1341.9, ,   625.2, ,   389.8, ,   563.1, ,
1953,   673.3, ,   315.3, ,   381.2, ,   165.9, ,   142.2, ,    52.0, ,    62.0, ,   164.7, ,   216.7, ,   395.5, ,   712.6, ,   638.0, ,  3919.3, ,  1676.0, ,   689.3, ,   278.7, ,  1324.8, ,
1954,   407.1, ,   418.4, ,   150.5, ,   212.1, ,    63.8, ,   147.6, ,   103.1, ,    74.3, ,   189.9, ,   300.4, ,   824.4, ,   406.6, ,  3298.1, ,  1463.5, ,   426.4, ,   325.0, ,  1314.7, ,
1955,   313.4, ,   265.0, ,   227.6, ,   239.3, ,   143.6, ,   140.0, ,   178.9, ,    13.5, ,   133.5, ,   441.8, ,   527.0, ,   349.2, ,  2972.8, ,   985.0, ,   610.4, ,   332.4, ,  1102.3, ,
1956,   585.8, ,   366.7, ,   411.1, ,    37.0, ,    39.3, ,   247.6, ,    56.7, ,    20.5, ,   290.3, ,   422.3, ,   195.7, ,   576.6, ,  3249.5, ,  1301.7, ,   487.3, ,   324.8, ,   908.3, ,
1957,   144.9, ,   267.2, ,   399.4, ,   176.3, ,    71.5, ,   137.9, ,   187.6, ,   123.5, ,   138.9, ,   191.4, ,   214.4, ,   493.8, ,  2546.7, ,   988.8, ,   647.3, ,   448.9, ,   544.7, ,
1958,   687.4, ,   440.1, ,   260.7, ,   222.7, ,    34.1, ,    22.1, ,     5.9, ,    98.6, ,   286.9, ,   307.9, ,   449.4, ,   480.3, ,  3296.1, ,  1621.3, ,   517.5, ,   126.5, ,  1044.2, ,
1959,   449.5, ,   390.6, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    62.3, ,    75.9, ,   236.8, ,   249.2, ,   319.3, ,   439.0, , -9999.9,M,  1320.4, , -9999.9,M, -9999.9,M,   805.3, ,
1960,   547.0, ,   357.2, ,   287.1, ,   306.2, ,   272.4, ,    82.0, , -9999.9,M,   186.4, ,   125.7, ,   434.9, ,   401.9, ,   260.7, , -9999.9,M,  1343.2, ,   865.7, , -9999.9,M,   962.5, ,
1961,   548.6, ,   901.4, ,   408.9, ,   272.9, ,   121.1, ,   104.9, ,    43.0, ,   158.4, ,   106.0, ,   411.4, ,   361.1, ,   429.9, ,  3867.5, ,  1710.6, ,   802.9, ,   306.3, ,   878.5, ,
1962,   389.3, ,   166.0, ,   216.2, ,   416.0, ,    65.1, ,   105.7, ,    34.1, ,   278.8, ,   107.1, ,   329.5, ,   607.2, ,   521.0, ,  3235.8, ,   985.2, ,   697.2, ,   418.5, ,  1043.8, ,
1963,    64.8, ,   362.8, ,   261.8, ,   216.2, ,   112.6, ,    59.0, ,   155.2, ,    46.8, ,    76.1, ,   578.1, ,   513.0, ,   475.5, ,  2921.9, ,   948.6, ,   590.6, ,   261.0, ,  1167.2, ,
1964,   538.1, ,   264.8, ,   400.0, ,   195.9, ,   148.8, ,   145.3, ,   252.3, ,   136.1, ,   321.4, ,   220.5, ,   390.9, ,   275.4, ,  3289.3, ,  1278.4, ,   744.7, ,   533.7, ,   932.7, ,
1965,   298.3, ,   399.4, ,   135.1, ,   163.6, ,   117.8, ,    31.6, ,    30.9, ,   108.7, ,    58.8, ,   545.2, ,   528.3, ,   415.8, ,  2833.6, ,   973.1, ,   416.5, ,   171.2, ,  1132.3, ,
1966,   613.3, ,   194.0, ,   365.0, ,   107.4, ,    80.9, ,   146.2, ,    51.8, ,    99.0, ,   169.1, ,   331.1, ,   527.9, ,   713.6, ,  3399.2, ,  1223.1, ,   553.3, ,   297.0, ,  1028.1, ,
1967,   666.1, ,   420.6, ,   371.6, ,   130.5, ,   105.5, ,    27.7, ,    53.8, ,    25.8, ,   124.7, ,   885.9, ,   256.8, ,   512.2, ,  3581.3, ,  1800.3, ,   607.6, ,   107.3, ,  1267.5, ,
1968,   516.4, ,   334.5, ,   413.5, ,   184.6, ,    87.9, ,   119.5, ,    75.8, ,   183.8, ,   255.1, ,   640.8, ,   408.4, ,   492.8, ,  3713.0, ,  1363.1, ,   686.0, ,   379.1, ,  1304.2, ,
1969,   324.5, ,   294.9, ,   397.7, ,   287.8, ,   129.0, ,    44.2, ,    34.9, ,   178.2, ,   346.3, ,   213.6, ,   443.0, ,   447.8, ,  3142.1, ,  1112.1, ,   814.6, ,   257.3, ,  1003.0, ,
1970,   301.0, ,   143.1, ,   228.4, ,   302.3, ,   101.7, ,    28.1, ,    87.4, ,    31.1, ,   237.5, ,   271.2, ,   390.0, ,   574.0, ,  2695.8, ,   891.9, ,   632.4, ,   146.6, ,   898.7, ,
1971,   505.7, ,   341.3, ,   475.5, ,   184.2, ,   101.2, ,   213.8, ,    48.0, ,   116.4, ,   138.1, ,   447.2, ,   477.9, ,   325.3, ,  3374.6, ,  1421.1, ,   760.9, ,   378.2, ,  1063.2, ,
1972,   314.3, ,   424.7, ,   816.3, ,   333.7, ,    54.5, ,    70.4, ,   264.6, ,    42.2, ,   149.5, ,    57.2, ,   424.2, ,   565.6, ,  3517.3, ,  1064.2, ,  1204.6, ,   377.2, ,   630.9, ,
1973,   629.9, ,   300.5, ,   337.8, ,   105.7, ,   209.8, ,   199.4, ,    59.6, ,    30.7, ,   137.6, ,   382.0, ,   477.3, ,   600.8, ,  3470.9, ,  1495.9, ,   653.2, ,   289.8, ,   996.8, ,
1974,   418.8, ,   579.9, ,   582.8, ,   259.9, ,   318.9, ,   114.9, ,   167.3, ,     8.8, ,    94.7, ,   145.0, ,   507.6, ,   575.4, ,  3774.0, ,  1599.5, ,  1161.6, ,   291.0, ,   747.3, ,
1975,   381.6, ,   308.6, ,   251.9, ,   123.5, ,   177.2, ,   141.9, ,    22.5, ,   272.8, ,    13.2, ,   786.8, ,   535.6, ,   504.1, ,  3519.7, ,  1265.6, ,   552.6, ,   437.2, ,  1335.6, ,
1976,   519.7, ,   368.9, ,   443.4, ,   176.8, ,   223.1, ,   140.9, ,   120.3, ,   177.7, ,   130.6, ,   332.8, ,   172.7, ,   322.3, ,  3129.3, ,  1392.7, ,   843.3, ,   439.0, ,   636.1, ,
1977,   297.0, ,   382.6, ,   328.1, ,   190.2, ,   242.8, ,   111.2, ,    91.7, ,   105.8, ,   146.3, ,   393.2, ,   523.6, ,   351.9, ,  3164.6, ,  1001.9, ,   761.2, ,   308.8, ,  1063.2, ,
1978,   347.6, ,   238.2, ,   299.9, ,   228.7, ,   207.1, ,    84.5, ,    16.8, ,   319.6, ,   317.6, ,   155.6, ,   261.4, ,   281.0, ,  2757.9, ,   937.6, ,   735.7, ,   420.9, ,   734.6, ,
1979,   188.0, ,   538.5, ,   302.4, ,   178.6, ,   133.8, ,    82.6, ,   118.0, ,    46.9, ,   215.5, ,   295.4, ,   269.7, ,   691.4, ,  3060.9, ,  1007.6, ,   614.8, ,   247.5, ,   780.6, ,
1980,   270.6, ,   419.1, ,   287.1, ,   235.3, ,   108.9, ,    77.2, ,   169.8, ,   134.7, ,   194.4, ,   189.3, ,   661.8, ,   788.7, ,  3536.9, ,  1381.0, ,   631.3, ,   381.8, ,  1045.5, ,
1981,   156.4, ,   312.5, ,   290.3, ,   464.0, ,   169.6, ,   309.5, ,    33.2, ,    94.3, ,   295.6, ,   428.1, ,   470.4, ,   490.0, ,  3513.8, ,  1257.6, ,   923.9, ,   436.9, ,  1194.1, ,
1982,   509.8, ,   598.8, ,   170.6, ,   210.5, ,    60.3, ,    80.7, ,    89.3, ,    98.2, ,   111.6, ,   474.1, ,   479.7, ,   437.3, ,  3320.9, ,  1598.6, ,   441.4, ,   268.2, ,  1065.3, ,
1983,   577.3, ,   623.3, ,   536.7, ,   111.5, ,   110.9, ,   145.5, ,   229.6, ,    76.1, ,   104.8, ,   280.6, ,   743.9, ,   281.4, ,  3821.6, ,  1637.9, ,   759.1, ,   451.2, ,  1129.3, ,
1984,   573.3, ,   512.4, ,   300.9, ,   338.5, ,   288.7, ,   153.2, ,    27.5, ,    75.9, ,   186.8, ,   456.2, ,   498.1, ,   318.7, ,  3730.2, ,  1367.1, ,   928.1, ,   256.6, ,  1141.1, ,
1985,   103.5, ,   228.7, ,   323.2, ,   186.9, ,    85.5, ,    57.6, ,    11.3, ,    56.3, ,   122.2, ,   399.6, ,   145.5, ,   163.6, ,  1884.0, ,   651.0, ,   595.6, ,   125.2, ,   667.3, ,
1986,   403.6, ,   269.4, ,   358.2, ,   272.3, ,   318.2, ,   106.1, ,    76.3, ,    21.8, ,   121.3, ,   131.4, ,   341.2, ,   344.9, ,  2764.5, ,   836.6, ,   948.7, ,   204.2, ,   593.8, ,
1987,   345.0, ,   269.1, ,   320.9, ,   219.8, ,   248.7, ,    95.7, ,    47.8, ,    17.5, ,    73.0, ,   123.8, ,   268.9, ,   254.6, ,  2284.8, ,   959.0, ,   789.3, ,   161.0, ,   465.7, ,
1988,   308.7, ,   251.8, ,   402.5, ,   273.8, ,   304.5, ,   100.4, ,    49.9, ,    73.1, ,   170.8, ,   283.8, ,   677.9, ,   388.0, ,  3285.1, ,   815.1, ,   980.8, ,   223.4, ,  1132.4, ,
1989,   458.1, ,   202.3, ,   351.7, ,   153.2, ,   116.6, ,   166.8, ,   140.0, ,    58.8, ,     5.1, ,   359.7, ,   452.9, ,   318.1, ,  2783.2, ,  1048.4, ,   621.5, ,   365.6, ,   817.7, ,
1990,   430.5, ,   314.5, ,   256.2, ,   155.5, ,   163.3, ,   228.3, ,    28.8, ,    55.8, ,    32.5, ,   540.9, ,   612.0, ,   465.3, ,  3283.6, ,  1063.0, ,   575.0, ,   313.0, ,  1185.4, ,
1991,   393.8, ,   363.8, ,   175.3, ,   246.4, ,   155.0, ,    77.8, ,    91.7, ,   429.9, ,     6.7, ,    46.7, ,   548.1, ,   500.1, ,  3035.3, ,  1222.8, ,   576.7, ,   599.5, ,   601.5, ,
1992,   835.6, ,   244.8, ,    74.2, ,   303.0, , -9999.9,M,    81.4, ,    11.0, ,    79.0, ,   120.2, ,   268.0, ,   363.8, ,   268.4, , -9999.9,M,  1580.6, , -9999.9,M,   171.4, ,   752.0, ,
1993,   302.2, ,    47.7, ,   229.6, ,   297.0, ,   213.2, ,   120.0, ,    54.2, ,    61.3, ,     7.9, ,   142.4, ,   164.7, ,   335.9, ,  1976.0, ,   618.3, ,   739.8, ,   235.4, ,   315.0, ,
1994,   321.4, ,   353.4, ,   148.9, ,   124.9, ,   135.0, ,   156.1, ,    23.7, ,    31.5, ,    97.8, ,   205.3, ,   418.2, ,   366.4, ,  2382.7, ,  1010.7, ,   408.8, ,   211.3, ,   721.4, ,
1995,   353.4, ,   281.4, ,   279.1, ,   125.4, ,    34.9, ,    78.0, ,    78.1, ,    85.3, ,    46.8, ,   446.7, ,   603.2, ,   384.8, ,  2797.1, ,  1001.3, ,   439.3, ,   241.5, ,  1096.7, ,
1996,   339.4, ,   213.4, ,   164.3, ,   379.8, ,   128.5, ,    51.6, ,    34.2, ,    40.0, ,   116.8, ,   414.1, ,   327.3, ,   368.6, ,  2578.0, ,   937.6, ,   672.6, ,   125.8, ,   858.2, ,
1997,   432.4, ,   194.1, ,   376.5, ,   228.3, ,   145.6, ,   224.0, ,   125.1, ,   143.1, ,   254.4, ,   427.6, ,   315.2, ,   411.3, ,  3277.5, ,   995.2, ,   750.4, ,   492.1, ,   997.2, ,
1998,   494.7, ,   383.5, ,   238.5, ,    84.7, ,   106.9, ,    64.3, ,   130.1, ,    11.5, ,    35.1, ,   315.3, ,   651.0, ,   772.8, ,  3288.6, ,  1289.6, ,   430.1, ,   205.9, ,  1001.5, ,
1999,   588.1, ,   751.2, ,   439.1, ,   176.8, ,   116.6, ,   178.3, ,    23.8, , -9999.9,M,    72.6, ,   271.9, ,   594.1, ,   588.1, , -9999.9,M,  2112.2, ,   732.5, , -9999.9,M,   938.6, ,
2000,   372.3, ,   274.1, ,   340.6, ,   179.4, ,   207.2, ,   205.3, ,   138.3, ,    48.9, ,   170.3, ,   309.2, ,   248.5, ,   370.0, ,  2864.1, ,  1234.5, ,   727.2, ,   392.5, ,   728.1, ,
2001,   299.1, ,   109.4, ,   252.4, ,   260.2, ,   160.3, ,    81.8, ,    30.1, ,   348.4, ,   133.2, ,   330.4, ,   470.1, ,   480.2, ,  2955.6, ,   778.5, ,   672.9, ,   460.3, ,   933.6, ,
2002,   381.3, ,   312.0, ,   205.1, ,   257.1, ,   110.7, ,   139.1, ,    44.1, ,    12.8, ,   189.7, ,    52.6, ,   593.1, , -9999.9,M, -9999.9,M,  1173.4, ,   572.8, ,   196.0, ,   835.4, ,
2003,   555.8, ,   150.4, ,   522.1, ,   361.4, ,   160.7, ,    70.6, ,    90.2, ,    13.1, ,   170.6, ,   567.2, ,   328.8, ,   447.0, ,  3437.9, , -9999.9,M,  1044.2, ,   173.9, ,  1066.6, ,
2004,   449.6, ,   224.2, ,   391.8, ,    66.2, ,   103.9, ,   100.5, ,    45.9, ,   179.7, ,   180.9, ,   405.6, ,   712.7, ,   338.1, ,  3199.1, ,  1120.8, ,   561.9, ,   326.1, ,  1299.3, ,
2005, -9999.9,M,   143.3, ,   338.3, ,   426.0, ,   199.7, ,    73.5, ,   180.2, ,    77.0, ,   161.4, ,   533.8, ,   411.3, ,   396.1, , -9999.9,M, -9999.9,M,   964.0, ,   330.7, ,  1106.5, ,
2006,   668.1, ,   157.7, ,   385.2, ,   248.4, ,   109.6, ,    79.3, ,    55.1, ,    24.8, ,   188.7, ,   146.3, ,   650.0, ,   489.1, ,  3202.3, ,  1221.9, ,   743.2, ,   159.3, ,   985.0, ,
2007, -9999.9,M,   443.4, ,   638.0, ,   283.8, ,    99.7, ,   132.1, ,   111.4, ,    65.6, ,   173.1, ,   496.3, ,   399.4, ,   397.9, , -9999.9,M, -9999.9,M,  1021.5, ,   309.1, ,  1068.8, ,
2008,   396.8, ,   255.5, ,   330.1, ,   117.1, ,    90.6, ,    86.2, ,   114.4, ,   231.8, ,    81.3, ,   332.1, ,   507.7, ,   380.1, ,  2923.8, ,  1050.2, ,   537.8, ,   432.4, ,   921.2, ,
2009,   419.7, ,   140.1, ,   305.6, ,   100.1, ,   179.6, ,    46.3, ,    42.2, ,    73.0, ,   157.7, ,   392.9, ,   627.9, ,   213.4, ,  2698.5, ,   940.0, ,   585.3, ,   161.6, ,  1178.5, ,
2010,   399.6, ,   299.9, ,   257.9, ,   241.5, ,   179.4, ,   122.1, ,     7.0, ,   103.6, ,   255.6, ,   335.0, ,   304.6, ,   478.3, ,  2984.3, ,   912.9, ,   678.7, ,   232.7, ,   895.1, ,
