1923,    31.4, ,    28.3, ,    19.2, ,    10.9, ,    38.6, ,    57.5, ,    68.2, ,    26.8, ,    31.7, ,     9.1, ,    25.0, ,    31.6, ,   378.3, ,   102.0, ,    68.7, ,   152.6, ,    65.8, ,
1924,    46.0, ,    19.7, ,     7.0, ,    18.3, ,     9.7, ,    35.1, ,    28.9, ,    49.6, ,    36.8, ,    29.3, ,    40.8, ,   107.5, ,   428.8, ,    97.4, ,    35.0, ,   113.7, ,   106.9, ,
1925,    45.7, ,    32.2, ,    35.5, ,    10.1, ,     9.8, ,    36.3, ,    11.3, ,    61.7, ,    27.7, ,    37.0, ,    12.5, ,    45.6, ,   365.3, ,   185.4, ,    55.4, ,   109.2, ,    77.2, ,
1926,    23.9, ,     6.5, ,     8.9, ,    23.3, ,    21.9, ,    21.7, ,     4.4, ,    44.7, ,    63.6, ,    47.1, ,    33.4, ,    42.8, ,   342.1, ,    75.9, ,    54.1, ,    70.8, ,   144.1, ,
1927,    25.3, ,    18.6, ,    19.5, ,     8.6, ,    33.7, ,    74.2, ,    88.5, ,    68.8, ,    37.7, ,    46.1, ,    35.1, ,    68.1, ,   524.0, ,    86.6, ,    61.7, ,   231.5, ,   118.9, ,
1928,    36.1, ,     2.2, ,    22.2, ,     9.3, ,    20.5, ,    68.2, ,    47.4, ,    13.5, ,    16.8, ,    38.5, , -9999.9,M,    14.4, , -9999.9,M,   106.4, ,    52.0, ,   129.0, , -9999.9,M,
1929,    34.0, ,    13.5, ,    32.0, ,    19.5, ,    50.1, ,    55.4, ,    35.0, ,    26.2, ,    32.4, ,    11.2, ,    26.4, ,    34.7, ,   370.5, ,    61.9, ,   101.6, ,   116.7, ,    70.0, ,
1930,    20.3, ,    27.7, ,    20.4, ,    16.4, ,    35.8, ,    34.6, ,    33.1, ,    16.3, ,    28.2, ,    43.8, ,    15.0, ,    16.2, ,   307.8, ,    82.7, ,    72.6, ,    83.9, ,    87.1, ,
1931,    20.9, ,    14.7, ,    24.7, ,    23.0, ,    51.6, ,    65.7, ,    29.4, ,    24.1, ,    51.5, ,    41.4, ,    55.2, ,    42.5, ,   444.6, ,    51.8, ,    99.4, ,   119.1, ,   148.1, ,
1932,    27.3, ,    21.3, ,    38.0, ,    42.8, ,    20.4, ,    22.1, ,    20.7, ,    39.0, ,    47.7, ,    43.0, ,    69.0, ,    14.0, ,   405.4, ,    91.1, ,   101.3, ,    81.8, ,   159.7, ,
1933,    15.8, ,    25.9, ,    13.3, ,     8.1, ,    36.6, ,    61.0, ,    17.3, ,    56.9, ,    38.6, ,    62.6, ,    45.4, ,    45.9, ,   427.4, ,    55.8, ,    58.0, ,   135.2, ,   146.6, ,
1934,    32.0, ,     7.5, ,    22.2, ,    45.3, ,    44.4, ,    45.8, ,    32.8, ,    33.9, ,    54.4, ,    49.9, ,    43.3, ,    38.4, ,   450.1, ,    85.5, ,   111.9, ,   112.5, ,   147.6, ,
1935,   108.8, ,     9.2, ,    13.1, ,    15.7, ,    23.3, ,    32.5, ,    70.2, ,    58.2, ,    39.3, ,    31.8, ,    18.5, ,    12.3, ,   433.0, ,   156.4, ,    52.1, ,   160.9, ,    89.6, ,
1936,    44.0, ,    45.9, ,    21.4, ,    28.8, ,    49.6, ,    61.2, ,    28.1, ,    26.8, ,    66.7, ,    14.4, ,    21.9, ,    36.9, ,   445.8, ,   102.2, ,    99.8, ,   116.1, ,   103.0, ,
1937,    40.8, ,    43.2, ,    17.6, ,    28.9, ,    25.9, ,    31.4, ,    48.2, ,    48.8, ,    15.4, ,    24.8, ,    68.4, ,    49.0, ,   442.4, ,   120.9, ,    72.3, ,   128.4, ,   108.7, ,
1938,    33.3, ,    34.5, ,    27.1, ,    10.7, ,    24.3, ,    37.3, ,    23.2, ,    59.4, ,    39.5, ,    35.5, ,    42.6, ,    62.5, ,   430.0, ,   116.8, ,    62.1, ,   119.9, ,   117.7, ,
1939,    37.8, ,    29.0, ,    22.4, ,    14.8, ,    38.0, ,    86.1, ,    30.4, ,     2.6, ,    39.6, ,    89.5, ,    10.7, ,    39.6, ,   440.6, ,   129.3, ,    75.2, ,   119.2, ,   139.7, ,
1940,    26.5, ,    27.9, ,    31.1, ,    27.1, ,    45.5, ,    25.7, ,    61.3, ,    24.5, ,    15.6, ,    57.4, ,    31.1, ,    32.4, ,   406.2, ,    94.0, ,   103.7, ,   111.5, ,   104.1, ,
1941,    17.2, ,    19.2, ,    22.8, ,    20.1, ,    44.7, ,    66.9, ,    30.5, ,    37.0, ,    89.6, ,    64.6, ,    32.2, ,    36.1, ,   480.8, ,    68.8, ,    87.6, ,   134.4, ,   186.4, ,
1942,    10.7, ,     3.1, ,    17.0, ,    24.9, ,    96.8, ,    70.8, ,    86.7, ,    25.3, ,    36.9, ,    30.0, ,    46.4, ,    69.7, ,   518.4, ,    49.9, ,   138.7, ,   182.9, ,   113.3, ,
1943,    33.6, ,    20.5, ,    10.6, ,    18.0, ,    58.8, ,    83.1, ,    30.3, ,    66.3, ,    29.0, ,    42.6, ,    24.4, ,    31.0, ,   448.3, ,   123.8, ,    87.4, ,   179.7, ,    96.0, ,
1944,    14.0, ,    24.4, ,    25.3, ,    29.7, ,    32.6, ,    66.4, ,    76.9, ,    90.1, ,    73.3, ,    31.3, ,    45.4, ,    13.0, ,   522.5, ,    69.4, ,    87.6, ,   233.4, ,   150.0, ,
1945,    32.7, ,    10.7, ,    18.8, ,    20.3, ,    16.2, ,    33.7, ,    25.4, ,    41.0, ,    47.5, ,    48.8, ,    20.9, ,    42.8, ,   358.6, ,    56.4, ,    55.2, ,   100.0, ,   117.3, ,
1946,    43.1, ,    37.2, ,    15.3, ,    37.1, ,    18.5, ,    69.3, ,    17.6, ,    25.2, ,    19.4, ,    35.2, ,    36.8, ,    41.4, ,   396.1, ,   123.1, ,    70.9, ,   112.1, ,    91.4, ,
1947,    34.8, ,    49.3, ,    24.5, ,    38.3, ,    61.5, ,    80.2, ,    47.3, ,    52.8, ,    14.6, ,    60.3, ,    38.4, , -9999.9,M, -9999.9,M,   125.4, ,   124.4, ,   180.3, ,   113.3, ,
1948,    21.9, ,    28.2, ,    16.4, ,    73.2, ,    30.6, ,    23.7, ,    97.6, ,   141.4, ,    42.5, ,    37.9, ,    39.6, ,    13.7, ,   566.5, , -9999.9,M,   120.1, ,   262.7, ,   120.0, ,
1949,    14.6, ,    30.0, ,    12.0, ,    24.0, ,    11.7, ,    50.5, ,    61.5, ,    86.3, ,    12.6, ,    31.1, ,    22.3, ,    66.3, ,   422.8, ,    58.3, ,    47.6, ,   198.3, ,    66.0, ,
1950,    42.4, ,    34.7, ,    31.8, ,    29.6, ,    46.6, ,    12.3, ,    45.3, ,    24.6, ,     7.1, ,    71.5, ,    47.7, ,    20.8, ,   414.2, ,   143.4, ,   107.9, ,    82.2, ,   126.2, ,
1951,    56.8, ,    10.6, ,    20.9, ,     4.7, ,    32.0, ,    16.5, ,    18.1, ,    15.4, ,    34.4, ,    57.0, ,    33.7, ,    62.8, ,   362.9, ,    88.2, ,    57.6, ,    50.0, ,   125.1, ,
1952,    34.2, ,    17.6, ,    22.1, ,    17.7, ,    26.0, ,    96.3, ,    30.4, ,    21.0, ,    16.2, ,    18.9, ,    14.5, ,    33.0, ,   347.9, ,   114.6, ,    65.7, ,   147.8, ,    49.5, ,
1953,    66.8, ,    21.8, ,    19.5, ,    18.4, ,    21.2, ,    79.2, ,    31.5, ,    72.8, ,    37.7, ,    27.1, ,    37.0, ,    30.1, ,   463.1, ,   121.6, ,    59.1, ,   183.5, ,   101.8, ,
1954,    27.8, ,    42.8, ,    28.4, ,    46.6, ,    46.5, ,    72.0, ,    61.6, ,    83.7, ,    47.6, ,    22.4, ,    60.4, ,    33.7, ,   573.6, ,   100.8, ,   121.5, ,   217.4, ,   130.3, ,
1955,    25.4, ,    15.7, ,    27.9, ,     8.6, ,    47.6, ,    63.5, ,    72.0, ,    12.5, ,    25.9, ,    37.4, ,    36.7, ,    33.7, ,   406.9, ,    74.8, ,    84.1, ,   148.1, ,    99.9, ,
1956,    47.5, ,    27.9, ,    15.6, ,     7.5, ,    15.6, ,    60.1, ,    15.0, ,    76.5, ,    25.3, ,    31.2, ,    11.2, ,    70.2, ,   403.6, ,   109.1, ,    38.7, ,   151.6, ,    67.7, ,
1957,    37.8, ,    21.0, ,    20.5, ,    37.4, ,    49.2, ,    85.9, ,    79.4, ,    64.2, ,    16.5, ,    43.5, ,    24.5, ,    35.0, ,   515.0, ,   129.1, ,   107.2, ,   229.5, ,    84.5, ,
1958,    38.0, ,    26.0, ,    27.6, ,    40.7, ,    35.0, ,    60.7, ,    14.6, ,    23.8, ,    27.0, ,    16.5, ,    39.3, ,    37.3, ,   386.7, ,    99.0, ,   103.3, ,    99.1, ,    82.9, ,
1959,    65.8, ,    32.3, ,    24.9, ,     7.5, ,    65.1, ,    58.0, ,    23.2, ,    89.9, ,   124.0, ,    65.4, ,    61.4, ,    16.5, ,   634.2, ,   135.3, ,    97.5, ,   171.1, ,   250.9, ,
1960,    22.8, ,    24.4, ,    12.3, ,    17.9, ,    57.4, ,    58.6, ,    15.2, ,    61.1, ,    39.6, ,    35.3, ,    20.4, ,    35.6, ,   400.6, ,    63.8, ,    87.7, ,   134.9, ,    95.3, ,
1961,     6.4, ,    41.0, ,    27.9, ,    24.4, ,    41.9, ,    52.4, ,    31.1, ,    22.0, ,    45.1, ,    62.6, ,    23.9, ,    46.3, ,   425.0, ,    82.9, ,    94.2, ,   105.5, ,   131.7, ,
1962,    57.4, ,    10.0, ,    14.4, ,    36.6, ,    65.0, ,    66.3, ,    54.5, ,    52.1, ,    29.2, ,    47.1, ,    24.1, ,    45.7, ,   502.5, ,   113.7, ,   116.0, ,   173.0, ,   100.4, ,
1963,    21.5, ,    19.5, ,    21.5, ,    54.5, ,    16.3, ,    56.0, ,    54.5, ,    52.9, ,    35.1, ,    30.7, ,    31.0, ,    24.0, ,   417.3, ,    86.6, ,    92.3, ,   163.4, ,    96.7, ,
1964,    23.5, ,    17.6, ,    16.7, ,    28.6, ,    28.9, ,    57.1, ,    43.2, ,    56.2, ,    61.7, ,    17.3, ,    44.5, ,    42.7, ,   437.8, ,    65.0, ,    74.1, ,   156.5, ,   123.4, ,
1965,    54.0, ,    36.7, ,     2.3, ,    10.6, ,    11.4, ,    19.0, ,    33.5, ,    62.4, ,     9.0, ,    42.6, ,    39.4, ,    46.8, ,   367.7, ,   133.4, ,    24.3, ,   114.8, ,    91.0, ,
1966,    79.9, ,    20.8, ,     7.8, ,    38.7, ,    24.0, ,    52.5, ,    70.9, ,    35.8, ,    29.0, ,    47.8, ,    58.5, ,    49.3, ,   515.0, ,   147.5, ,    70.5, ,   159.2, ,   135.3, ,
1967,    46.3, ,    20.5, ,    29.4, ,    22.7, ,    40.2, ,     9.0, ,    24.1, ,    11.3, ,    18.6, ,   103.8, ,    26.1, ,    47.9, ,   399.9, ,   116.1, ,    92.3, ,    44.3, ,   148.5, ,
1968,    29.9, ,    18.2, ,    48.0, ,    24.3, ,    50.0, ,    32.8, ,    37.1, ,    73.5, ,    40.4, ,    49.4, ,    34.0, ,    59.5, ,   497.1, ,    96.0, ,   122.2, ,   143.4, ,   123.8, ,
1969,    55.9, ,     9.9, ,    11.1, ,    35.6, ,    26.3, ,    76.4, ,    74.6, ,    35.1, ,    57.5, ,    34.6, ,    45.2, ,    50.7, ,   513.0, ,   125.2, ,    73.0, ,   186.2, ,   137.3, ,
1970,    40.0, ,     5.2, ,    19.0, ,     2.5, ,    25.6, ,    18.2, ,    17.1, ,    27.8, ,    51.7, ,    40.7, ,    46.6, ,    34.7, ,   328.9, ,    95.9, ,    47.1, ,    63.1, ,   138.9, ,
1971,   148.9, ,    28.4, ,    32.4, ,    17.8, ,    37.2, ,    96.1, ,    45.1, ,    12.1, ,    34.9, ,    32.8, ,    39.4, ,    81.6, ,   606.7, ,   211.9, ,    87.4, ,   153.3, ,   107.0, ,
1972,    64.4, ,    57.0, ,    37.6, ,    15.4, ,    55.4, ,    90.8, ,    28.8, ,    11.3, ,    32.5, ,    20.2, ,    24.6, ,    30.4, ,   468.5, ,   203.0, ,   108.5, ,   130.9, ,    77.4, ,
1973,    12.3, ,    27.5, ,    21.0, ,    18.3, ,    22.6, ,    35.9, ,    33.4, ,    30.3, ,    25.8, ,    50.3, ,    54.3, ,    31.2, ,   362.9, ,    70.2, ,    61.9, ,    99.6, ,   130.4, ,
1974,    59.6, ,    21.7, ,    26.2, ,    25.2, ,    42.0, ,    14.9, ,    40.5, ,    26.0, ,    27.4, ,    12.6, ,    33.3, ,    41.1, ,   370.3, ,   112.5, ,    93.3, ,    81.3, ,    73.3, ,
1975,    43.4, ,    56.3, ,    16.1, ,    15.2, ,    30.4, ,    82.5, ,    16.7, ,    53.9, ,     5.4, ,    54.7, ,    59.5, ,    50.7, ,   484.9, ,   140.8, ,    61.8, ,   153.1, ,   119.6, ,
1976,    37.2, ,    23.9, ,    15.2, ,    18.8, ,    49.8, ,    61.1, ,    57.1, ,   144.1, ,    16.3, ,    35.8, ,    27.4, ,    26.6, ,   513.5, ,   111.9, ,    83.8, ,   262.4, ,    79.5, ,
1977,    28.9, ,    16.7, ,    24.1, ,    13.6, ,    24.6, ,    31.1, ,    52.6, ,    46.2, ,    42.8, ,    23.4, ,    53.1, ,    36.6, ,   393.7, ,    72.2, ,    62.2, ,   129.9, ,   119.3, ,
1978,    35.1, ,    23.8, ,    22.2, ,    36.8, ,    33.0, ,    59.8, ,    38.5, ,    59.4, ,    71.3, ,    51.0, ,    41.0, ,    31.3, ,   503.2, ,    95.5, ,    92.1, ,   157.8, ,   163.2, ,
1979,    23.8, ,    26.9, ,     8.1, ,    44.3, ,    40.1, ,    32.9, ,    18.1, ,    31.1, ,    48.1, ,    40.4, ,    10.8, ,    57.6, ,   382.2, ,    81.9, ,    92.5, ,    82.1, ,    99.2, ,
1980,    15.8, ,    20.7, ,    26.8, ,    13.0, ,    57.5, ,   106.3, ,    69.5, ,    65.8, ,    61.0, , -9999.9,M,    60.5, ,    96.6, , -9999.9,M,    94.0, ,    97.3, ,   241.7, , -9999.9,M,
1981,     8.1, ,    24.1, ,    26.4, ,    43.9, ,    35.6, ,    46.0, ,    35.9, ,    40.9, ,    21.2, ,    33.7, ,     8.3, ,    35.4, ,   359.5, ,   128.8, ,   105.9, ,   122.8, ,    63.2, ,
1982,    29.5, ,     8.9, ,    20.8, ,    11.6, ,    37.9, ,    45.8, ,   150.7, ,    74.2, ,    75.5, ,    50.0, ,     4.3, ,    14.3, ,   523.4, ,    73.8, ,    70.3, ,   270.7, ,   129.8, ,
1983,    41.7, ,    33.9, ,    39.6, ,    48.8, ,    30.5, ,    79.5, ,    74.7, ,    25.4, ,    69.0, ,    37.6, ,    66.8, ,    37.3, ,   584.8, ,    89.8, ,   118.9, ,   179.6, ,   173.4, ,
1984,   128.2, ,    14.7, ,    27.4, ,    42.2, ,    56.3, ,    65.1, ,    21.0, ,    29.5, ,    61.2, ,    64.9, ,    44.2, ,    64.0, ,   618.8, ,   180.2, ,   125.9, ,   115.7, ,   170.4, ,
1985,    25.1, ,    45.1, ,    11.7, ,    42.5, ,    21.5, ,    87.4, ,     8.8, ,    56.9, ,    77.2, ,    80.4, ,    18.6, ,    17.0, ,   492.2, ,   134.1, ,    75.7, ,   153.1, ,   176.2, ,
1986,    32.7, ,    27.3, ,    33.3, ,    33.4, ,    37.2, ,    48.0, ,    75.4, ,    14.9, ,    50.1, ,    15.3, ,    66.0, ,    17.7, ,   451.4, ,    77.1, ,   103.8, ,   138.3, ,   131.5, ,
1987,    14.3, ,    15.4, ,    21.1, ,    36.3, ,    36.7, ,    19.1, ,    55.7, ,    30.7, ,    15.8, ,    14.5, ,    51.2, ,    54.0, ,   364.9, ,    47.4, ,    94.1, ,   105.5, ,    81.5, ,
1988,    11.8, ,    53.1, ,    29.1, ,    39.2, ,    35.8, ,    56.2, ,    45.6, ,    46.1, ,    54.4, ,    24.6, ,    48.8, ,    59.8, ,   504.4, ,   118.9, ,   104.1, ,   147.8, ,   127.7, ,
1989,    19.4, ,    27.3, ,    29.2, ,    14.2, ,    67.1, ,    53.9, ,    52.9, ,   108.1, ,    28.0, ,    47.7, ,    79.2, ,    44.9, ,   571.8, ,   106.5, ,   110.4, ,   214.9, ,   154.8, ,
1990,    39.5, ,    22.5, ,    11.0, ,    28.6, ,    58.2, ,   116.2, ,    60.0, ,    48.0, ,     6.7, ,    72.3, ,    55.2, ,    72.7, ,   590.8, ,   106.8, ,    97.8, ,   224.2, ,   134.2, ,
1991,    15.7, ,    29.2, ,    20.3, ,    19.4, ,    42.6, ,    54.9, ,    48.1, ,    70.1, ,     5.5, ,    35.1, ,    73.8, ,    27.5, ,   442.2, ,   117.6, ,    82.3, ,   173.1, ,   114.4, ,
1992,    40.9, ,    18.3, ,    18.0, ,    37.0, ,    43.8, ,    44.0, ,    71.7, ,    22.1, ,    52.7, ,    32.6, ,    60.2, ,    47.4, ,   488.5, ,    86.7, ,    98.8, ,   137.7, ,   145.5, ,
1993,    19.9, ,     4.5, ,    18.0, ,    34.4, ,    30.9, ,    49.4, ,    58.3, ,    60.4, ,     5.9, ,    30.0, ,    27.6, ,    37.0, ,   376.0, ,    71.7, ,    83.2, ,   168.1, ,    63.4, ,
1994,    43.6, ,    36.7, ,    16.7, ,    60.7, ,    39.3, ,    48.4, ,    43.2, ,    50.9, ,    26.5, ,    51.3, ,    37.1, ,    32.4, ,   486.8, ,   117.2, ,   116.7, ,   142.5, ,   114.9, ,
1995,    39.6, ,    19.3, ,    31.5, ,    39.6, ,    43.4, ,    37.8, ,    67.0, ,   121.8, ,    31.5, ,    52.6, ,    65.7, ,    42.7, ,   592.6, ,    91.4, ,   114.5, ,   226.6, ,   149.9, ,
1996,    32.0, ,    18.2, ,    14.6, ,    38.1, ,    73.3, ,    63.3, ,    25.5, ,    42.6, ,    58.3, ,    48.0, ,    59.6, ,    53.0, ,   526.6, ,    92.9, ,   126.0, ,   131.4, ,   166.0, ,
1997,    39.7, ,    19.8, ,    21.7, ,    30.8, ,    25.8, ,    62.0, ,   125.3, ,    34.4, ,    67.8, ,    63.2, ,    33.0, ,    28.3, ,   551.8, ,   112.6, ,    78.2, ,   221.8, ,   164.1, ,
1998,    32.9, ,    31.1, ,    51.6, ,    22.9, ,    24.9, ,    42.9, ,    36.8, ,    19.5, ,    10.9, ,    49.9, ,    47.5, ,    50.1, ,   420.8, ,    92.2, ,    99.4, ,    99.1, ,   108.2, ,
1999,    70.5, ,    27.4, ,    35.9, ,    16.1, ,    59.6, ,    97.3, ,   114.7, ,    43.3, ,    41.3, ,    43.7, ,    53.4, ,    32.7, ,   636.0, ,   148.1, ,   111.6, ,   255.3, ,   138.4, ,
2000,    43.1, ,    14.0, ,    43.2, ,    41.7, ,    42.9, ,    43.4, ,    84.1, ,    33.3, ,    40.8, ,    49.4, ,    12.9, ,    50.7, ,   499.3, ,    89.8, ,   127.8, ,   160.8, ,   103.0, ,
2001,     8.5, ,    17.4, ,    42.3, ,    13.1, ,    25.9, ,    71.9, ,   102.1, ,     9.9, ,    22.3, ,    62.5, ,    25.1, ,    29.1, ,   430.2, ,    76.7, ,    81.3, ,   183.9, ,   109.9, ,
2002,    46.2, ,    20.7, ,    25.8, ,    31.7, ,    87.5, ,    27.9, ,    33.5, ,    36.5, ,    31.5, ,    17.3, ,    22.1, ,    45.2, ,   425.8, ,    96.0, ,   145.0, ,    97.9, ,    70.9, ,
2003,    31.5, ,    12.6, ,    41.5, ,    52.4, ,    61.2, ,    57.0, ,    10.7, ,     3.5, ,    20.7, ,    78.8, ,    40.5, ,    24.9, ,   435.4, ,    89.3, ,   155.1, ,    71.2, ,   140.0, ,
2004,    56.0, ,    17.1, ,    25.5, ,    32.9, ,    66.1, ,    51.6, ,    50.2, ,    83.1, ,    45.1, ,    54.3, ,    47.6, ,    41.4, ,   571.0, ,    98.0, ,   124.5, ,   185.0, ,   147.1, ,
2005,    58.7, ,    10.0, ,    29.2, ,    12.8, ,    44.0, ,   149.9, ,    72.4, ,    32.4, ,    78.3, ,    60.9, ,    39.4, ,    31.4, ,   619.5, ,   110.1, ,    86.0, ,   254.7, ,   178.6, ,
2006,    45.5, ,    19.2, ,    13.4, ,    23.4, ,    74.0, ,    45.8, ,    73.9, ,    48.5, ,    36.4, ,    27.4, ,    78.2, ,    37.8, ,   523.6, ,    96.1, ,   110.9, ,   168.2, ,   142.1, ,
2007,    25.3, ,    22.8, ,    21.6, ,    21.8, ,    12.4, ,    56.1, ,    21.9, ,    25.6, ,    65.0, ,    72.9, ,    37.0, ,    38.4, ,   420.9, ,    85.8, ,    55.9, ,   103.7, ,   174.9, ,
2008,    27.6, ,    13.8, ,    10.7, ,    27.0, ,    23.8, ,    55.7, ,    36.4, ,    27.9, ,    21.9, ,    49.4, , -9999.9,M, -9999.9,M, -9999.9,M,    79.9, ,    61.5, ,   120.0, , -9999.9,M,
2009, -9999.9,M, -9999.9,M,    24.6, ,    10.7, ,    27.9, ,    31.9, ,     4.6, ,     7.3, ,    49.9, ,    64.7, ,    49.4, ,    37.4, , -9999.9,M, -9999.9,M,    63.2, ,    43.8, ,   163.9, ,
2010,    10.7, ,    15.5, ,    23.8, ,    19.7, ,    64.4, ,    40.2, ,    27.0, ,    42.8, ,    60.6, ,    17.0, ,    40.0, ,    21.7, ,   383.5, ,    63.6, ,   107.9, ,   110.0, ,   117.7, ,
