1918,    31.5, ,     6.4, ,     7.3, ,     7.0, ,    13.2, ,    10.1, ,    59.4, ,    28.4, ,     4.2, ,    28.4, ,    29.6, ,    24.9, ,   250.5, ,   114.7, ,    27.6, ,    98.0, ,    62.2, ,
1919,    30.0, ,    24.7, ,    16.1, ,    19.4, ,    22.6, ,    14.9, ,     5.2, ,    11.5, ,    25.7, ,    20.4, ,    44.5, ,     5.9, ,   241.0, ,    79.6, ,    58.2, ,    31.6, ,    90.7, ,
1920,    31.2, ,     3.8, ,     9.9, ,    42.2, ,     7.3, ,    23.5, ,    21.2, ,    12.8, ,    52.8, ,    47.6, ,    18.5, ,    13.5, ,   284.2, ,    40.9, ,    59.4, ,    57.5, ,   118.8, ,
1921,    28.5, ,     4.8, ,    22.8, ,    38.4, ,    45.2, ,    45.0, ,     2.0, ,    20.4, ,    17.9, ,    14.8, ,    37.7, ,    39.4, ,   317.0, ,    46.8, ,   106.4, ,    67.5, ,    70.4, ,
1922,     2.2, ,    10.1, ,    36.3, ,    35.2, ,    16.7, ,     3.9, ,    12.7, ,    61.8, ,    25.3, ,    38.3, ,    11.9, ,    17.3, ,   271.6, ,    51.7, ,    88.2, ,    78.4, ,    75.5, ,
1923,    32.6, ,     4.7, ,    10.0, ,    40.0, ,    33.7, ,    86.3, ,    23.0, ,    45.7, ,    21.0, ,    28.1, ,    11.5, ,    34.3, ,   370.9, ,    54.6, ,    83.7, ,   155.0, ,    60.5, ,
1924,    12.3, ,    34.6, ,     6.7, ,     0.7, ,     2.3, ,    10.0, ,    11.1, ,    30.6, ,    22.0, ,    33.1, ,    34.4, ,    31.4, ,   229.3, ,    81.2, ,     9.8, ,    51.7, ,    89.5, ,
1925,    38.5, ,    13.9, ,    10.7, ,    12.6, ,    20.2, ,    26.5, ,     0.5, ,     8.0, ,    21.6, ,    23.7, ,    20.7, ,    42.3, ,   239.3, ,    83.8, ,    43.5, ,    35.0, ,    66.1, ,
1926,    13.6, ,    27.8, ,    15.6, ,    25.3, ,    14.0, ,    24.1, ,     5.2, ,    34.0, ,    24.9, ,    29.6, ,    21.6, ,    21.1, ,   256.8, ,    83.7, ,    54.8, ,    63.3, ,    76.1, ,
1927,    19.4, ,    13.9, ,     7.0, ,    11.7, ,    31.3, ,    21.2, ,    19.8, ,    44.7, ,    69.8, ,    36.4, ,    64.5, ,    49.9, ,   389.6, ,    54.4, ,    50.0, ,    85.7, ,   170.7, ,
1928,    29.6, ,     5.1, ,    26.6, ,    47.3, ,    37.1, ,    37.4, ,    30.9, ,    14.3, ,     0.0, ,    14.4, ,    12.3, ,    19.8, ,   274.6, ,    84.5, ,   110.9, ,    82.6, ,    26.8, ,
1929,     7.0, ,     7.8, ,    16.4, ,    16.6, ,     5.5, ,    34.5, ,     1.3, ,    12.3, ,    11.7, ,    20.7, ,     7.5, ,    28.0, ,   169.3, ,    34.7, ,    38.5, ,    48.1, ,    39.9, ,
1930,    17.0, ,    23.4, ,    27.5, ,    20.4, ,    27.3, ,    37.2, ,     4.7, ,    23.8, ,    29.6, ,    24.9, ,    17.9, ,     2.7, ,   256.4, ,    68.4, ,    75.2, ,    65.7, ,    72.4, ,
1931,     8.0, ,     1.8, ,     9.0, ,     4.7, ,    21.8, ,    37.0, ,    10.3, ,     7.0, ,    40.1, ,    16.5, ,    21.8, ,    20.6, ,   198.4, ,    12.5, ,    35.5, ,    54.3, ,    78.4, ,
1932,    56.3, ,     5.5, ,    66.5, ,    19.0, ,    15.1, ,     4.1, ,    29.6, ,    17.4, ,    19.5, ,    22.1, ,    64.5, ,    24.8, ,   344.3, ,    82.3, ,   100.6, ,    51.0, ,   106.1, ,
1933,    14.6, ,    19.2, ,    29.4, ,     3.9, ,    40.3, ,    26.0, ,    10.7, ,     4.4, ,    36.1, ,    53.8, ,    26.1, ,    92.7, ,   357.1, ,    58.6, ,    73.5, ,    41.1, ,   116.1, ,
1934,    19.4, ,     3.2, ,    32.8, ,     7.4, ,    31.1, ,     7.8, ,     6.6, ,    30.1, ,    50.4, ,    17.3, ,    43.7, ,    36.1, ,   285.8, ,   115.2, ,    71.3, ,    44.5, ,   111.4, ,
1935,    35.9, ,     8.6, ,    16.5, ,    13.3, ,    15.6, ,    29.1, ,    69.0, ,    26.7, ,     6.8, ,    27.2, ,     9.0, ,    18.4, ,   275.8, ,    80.6, ,    45.3, ,   124.8, ,    42.9, ,
1936,    42.4, ,    27.5, ,    17.0, ,    29.3, ,    48.4, ,    65.6, ,    26.5, ,    13.3, ,    15.0, ,     4.5, ,     2.0, ,    16.0, ,   307.6, ,    88.4, ,    94.7, ,   105.4, ,    21.5, ,
1937,    33.9, ,    52.4, ,    27.0, ,    19.4, ,    26.6, ,    78.8, ,    20.9, ,    11.1, ,    24.2, ,    17.5, ,    77.4, ,    48.3, ,   437.6, ,   102.3, ,    73.0, ,   110.8, ,   119.2, ,
1938,    27.9, ,    40.3, ,    13.0, ,     8.6, ,     5.6, ,    10.1, ,    14.3, ,    20.3, ,    35.9, ,    32.9, ,    13.2, ,    30.0, ,   252.1, ,   116.5, ,    27.2, ,    44.8, ,    82.0, ,
1939,    16.9, ,    10.8, ,    12.8, ,     2.8, ,    27.0, ,    40.1, ,    15.1, ,    13.1, ,     8.7, ,    22.2, ,    20.4, ,    28.2, ,   218.1, ,    57.7, ,    42.6, ,    68.3, ,    51.2, ,
1940,    16.1, ,    37.0, ,    28.7, ,    23.9, ,    64.6, ,     7.0, ,    15.6, ,     2.3, ,    28.2, ,    58.6, ,    30.2, ,    20.0, ,   332.2, ,    81.2, ,   117.2, ,    24.9, ,   117.1, ,
1941,    24.0, ,    13.1, ,    14.2, ,    61.6, ,    29.9, ,    68.5, ,    46.5, ,    42.8, ,    59.7, ,    11.8, ,    16.0, ,    40.0, ,   428.2, ,    57.1, ,   105.7, ,   157.9, ,    87.6, ,
1942,    41.7, ,    22.3, ,    12.3, ,    48.8, ,    65.6, ,    61.3, ,    70.4, ,    26.0, ,     1.4, ,    14.9, ,    39.7, ,    30.5, ,   435.0, ,   104.0, ,   126.8, ,   157.7, ,    56.0, ,
1943,    37.4, ,     6.9, ,    11.4, ,    19.6, ,    14.1, ,    51.8, ,    11.7, ,    38.5, ,     5.2, ,    37.8, ,     6.1, ,     3.6, ,   244.0, ,    74.8, ,    45.0, ,   102.0, ,    49.2, ,
1944,    16.8, ,    21.3, ,     6.3, ,    46.4, ,    54.9, ,    42.6, ,    14.9, ,    11.0, ,    59.5, ,    24.0, ,    44.4, ,    27.7, ,   369.8, ,    41.7, ,   107.7, ,    68.4, ,   127.9, ,
1945,    35.6, ,    47.8, ,    14.3, ,     4.3, ,    40.6, ,    40.5, ,     8.4, ,     2.7, ,    29.6, ,    88.9, ,    55.0, ,    40.5, ,   408.1, ,   111.1, ,    59.1, ,    51.6, ,   173.5, ,
1946,    31.7, ,    24.3, ,    19.6, ,    19.4, ,    28.3, ,    80.0, ,     6.4, ,    10.8, ,    19.8, ,    23.6, ,    28.8, ,    20.9, ,   313.5, ,    96.4, ,    67.3, ,    97.2, ,    72.2, ,
1947,    22.7, ,    12.4, ,    30.8, ,    11.9, ,     6.1, ,    57.5, ,    30.8, ,     6.3, ,    20.1, ,    37.0, ,    23.7, ,    32.3, ,   291.6, ,    56.1, ,    48.8, ,    94.6, ,    80.8, ,
1948,    11.2, ,    37.3, ,     9.3, ,    75.8, ,    64.6, ,    72.3, ,    56.1, ,    78.5, ,    23.9, ,    10.4, ,    22.2, ,    26.7, ,   488.3, ,    80.8, ,   149.7, ,   207.0, ,    56.5, ,
1949,    20.0, ,    50.1, ,    29.9, ,    19.6, ,    18.5, ,    16.1, ,    31.4, ,    25.4, ,    16.4, ,     9.9, ,    40.0, ,    67.8, ,   344.9, ,    96.7, ,    67.9, ,    72.9, ,    66.2, ,
1950,    26.7, ,    32.9, ,    35.8, ,    34.5, ,     9.5, ,    31.0, ,    49.0, ,    21.2, ,    12.8, ,    44.0, ,    50.9, ,    33.6, ,   381.6, ,   127.3, ,    79.7, ,   101.2, ,   107.6, ,
1951,    30.9, ,    20.2, ,    24.9, ,     8.2, ,    27.3, ,    17.6, ,    20.3, ,    37.3, ,     7.2, ,    53.8, ,    25.3, ,    44.9, ,   317.9, ,    84.6, ,    60.4, ,    75.2, ,    86.3, ,
1952,    65.5, ,    20.6, ,    17.2, ,    16.3, ,    53.1, ,    42.4, ,    23.3, ,    10.6, ,     5.7, ,     4.5, ,     6.8, ,    14.3, ,   280.2, ,   131.0, ,    86.6, ,    76.3, ,    16.9, ,
1953,    43.9, ,    15.3, ,    28.3, ,    26.9, ,    35.1, ,    37.3, ,    23.6, ,    49.4, ,     8.4, ,     8.4, ,    24.7, ,    25.3, ,   326.5, ,    73.5, ,    90.2, ,   110.2, ,    41.5, ,
1954,    33.7, ,    11.7, ,    15.6, ,     3.8, ,    45.3, ,    23.9, ,    40.6, ,    53.2, ,    27.9, ,     3.9, ,    21.1, ,    14.4, ,   294.9, ,    70.8, ,    64.6, ,   117.7, ,    52.8, ,
1955,    21.9, ,    18.7, ,    14.0, ,    23.3, ,    22.4, ,    36.3, ,    28.8, ,     1.3, ,    29.6, ,    28.2, ,    29.4, ,    41.5, ,   295.5, ,    55.0, ,    59.7, ,    66.3, ,    87.2, ,
1956,    63.2, ,    19.3, ,    23.2, ,     2.5, ,     7.1, ,    55.7, ,    36.5, ,    20.5, ,    16.3, ,    22.0, ,     8.6, ,    15.5, ,   290.4, ,   124.1, ,    32.8, ,   112.7, ,    47.0, ,
1957,    21.8, ,    26.6, ,    26.4, ,    18.2, ,    57.7, ,    41.6, ,    36.0, ,    22.1, ,     1.8, ,    28.8, ,    19.8, ,    23.5, ,   324.3, ,    63.9, ,   102.2, ,    99.7, ,    50.5, ,
1958,    27.1, ,    41.2, ,    46.0, ,    42.3, ,    26.3, ,    33.4, ,    32.9, ,     7.2, ,    18.4, ,    44.8, ,    53.5, ,    35.3, ,   408.3, ,    91.8, ,   114.6, ,    73.4, ,   116.6, ,
1959,    64.9, ,    37.2, ,     8.8, ,     9.8, ,    27.1, ,    38.6, ,    10.1, ,    14.7, ,    43.4, ,    28.8, ,    39.1, ,    10.3, ,   332.7, ,   137.4, ,    45.7, ,    63.4, ,   111.3, ,
1960,    19.4, ,    12.4, ,    13.9, ,    26.1, ,    46.1, ,     7.2, ,     0.6, ,    47.1, ,     8.9, ,    21.8, ,    44.7, ,    14.4, ,   262.5, ,    42.1, ,    86.1, ,    54.8, ,    75.4, ,
1961,    22.3, ,    33.8, ,    35.0, ,    28.3, ,    48.7, ,    38.2, ,    46.0, ,    27.2, ,     9.8, ,    12.2, ,    18.9, ,    51.8, ,   372.3, ,    70.5, ,   112.0, ,   111.5, ,    41.0, ,
1962,    36.6, ,    43.7, ,    23.6, ,    28.0, ,    46.4, ,    40.0, ,    17.8, ,    44.6, ,    23.7, ,    25.7, ,    26.5, ,    11.9, ,   368.6, ,   132.1, ,    98.0, ,   102.4, ,    75.9, ,
1963,    27.7, ,    13.4, ,    28.8, ,    66.0, ,    18.5, ,    43.5, ,    34.5, ,    28.6, ,    34.7, ,     8.2, ,    35.8, ,    65.0, ,   404.9, ,    53.1, ,   113.4, ,   106.7, ,    78.6, ,
1964,    32.2, ,     7.0, ,    15.3, ,     8.5, ,    16.0, ,    65.0, ,    63.0, ,    21.8, ,    41.9, ,     4.4, ,    37.5, ,    38.1, ,   350.6, ,   104.2, ,    39.7, ,   149.8, ,    83.8, ,
1965,    57.2, ,     9.8, ,     4.5, ,    41.7, ,    37.6, ,    20.6, ,    14.6, ,    37.4, ,     8.7, ,     4.4, ,    28.6, ,    38.4, ,   303.7, ,   105.2, ,    83.7, ,    72.7, ,    41.8, ,
1966,    33.7, ,     4.6, ,    15.2, ,    13.6, ,    11.2, ,    23.2, ,    35.5, ,    29.1, ,    22.5, ,    12.5, ,    45.9, ,    45.7, ,   292.7, ,    76.8, ,    40.0, ,    87.9, ,    80.8, ,
1967,    34.8, ,    17.7, ,    20.2, ,    16.0, ,    37.8, ,    36.1, ,     6.8, ,     1.3, ,     9.4, ,    39.8, ,    15.8, ,    43.6, ,   279.4, ,    98.2, ,    74.0, ,    44.2, ,    65.0, ,
1968,    19.9, ,    20.0, ,    21.0, ,    12.5, ,    28.7, ,    56.5, ,    19.4, ,    44.8, ,    14.0, ,    12.3, ,    17.8, ,    49.4, ,   316.3, ,    83.5, ,    62.2, ,   120.7, ,    44.1, ,
1969,    39.4, ,    32.4, ,    10.4, ,    63.8, ,    29.3, ,    15.3, ,    10.5, ,     2.8, ,    38.9, ,    24.7, ,    15.3, ,    51.5, ,   334.5, ,   121.3, ,   103.6, ,    28.6, ,    78.9, ,
1970,    51.2, ,    14.2, ,    13.0, ,    15.7, ,    12.8, ,    14.9, ,    14.1, ,     3.7, ,    12.9, ,    17.2, ,    44.1, ,    40.5, ,   254.1, ,   116.9, ,    41.5, ,    32.7, ,    74.1, ,
1971,    51.4, ,    21.6, ,    17.8, ,    20.3, ,    33.9, ,    66.8, ,    27.0, ,    36.6, ,    26.5, ,    15.7, ,    19.6, ,    87.1, ,   424.4, ,   113.5, ,    72.0, ,   130.4, ,    61.8, ,
1972,    52.9, ,    33.7, ,    37.3, ,    38.6, ,    43.7, ,    59.3, ,    10.8, ,    23.1, ,    22.0, ,     9.1, ,    18.6, ,    33.9, ,   383.0, ,   173.7, ,   119.7, ,    93.2, ,    49.7, ,
1973,     8.3, ,    36.5, ,    28.7, ,     8.0, ,    18.8, ,    16.9, ,     3.0, ,    11.5, ,    36.7, ,    53.2, ,    67.4, ,    42.8, ,   331.7, ,    78.7, ,    55.4, ,    31.4, ,   157.3, ,
1974,    46.7, ,    32.4, ,    28.7, ,    32.8, ,    39.2, ,     5.1, ,    27.6, ,    28.2, ,     3.9, ,     5.6, ,    20.6, ,    41.5, ,   312.3, ,   122.0, ,   100.7, ,    60.8, ,    30.1, ,
1975,    43.3, ,    45.1, ,    29.7, ,    22.6, ,    20.6, ,    24.3, ,     9.3, ,    50.6, ,     1.9, ,    16.5, ,    37.3, ,    33.9, ,   335.0, ,   129.9, ,    72.9, ,    84.1, ,    55.7, ,
1976,    39.1, ,    13.8, ,    15.4, ,    19.0, ,    34.3, ,    20.6, ,    26.5, ,    93.9, ,     4.4, ,    14.0, ,    12.5, ,     9.8, ,   303.3, ,    86.8, ,    68.6, ,   141.1, ,    30.9, ,
1977,    28.0, ,    10.3, ,    22.0, ,    17.7, ,    67.2, ,    10.9, ,    21.7, ,    32.5, ,    36.8, ,     4.6, ,    34.0, ,    64.3, ,   350.0, ,    48.1, ,   106.9, ,    65.0, ,    75.4, ,
1978,    49.8, ,    32.1, ,    15.8, ,    64.8, ,    24.3, ,    21.3, ,    28.1, ,    48.9, ,    41.2, ,     3.8, ,    24.9, ,    17.6, ,   372.5, ,   146.2, ,   104.9, ,    98.3, ,    69.9, ,
1979,    30.0, ,    21.3, ,    13.7, ,    13.3, ,    31.3, ,    16.4, ,    31.0, ,    51.1, ,    40.7, ,    29.6, ,     8.0, ,    35.1, ,   321.5, ,    68.9, ,    58.2, ,    98.5, ,    78.3, ,
1980,    26.0, ,    35.7, ,    17.7, ,    45.5, ,    63.5, ,    29.1, ,    28.0, ,    17.7, ,    27.9, ,     6.2, ,    26.3, ,    44.4, ,   367.9, ,    96.7, ,   126.7, ,    74.7, ,    60.4, ,
1981,    25.5, ,    56.0, ,    40.3, ,    14.6, ,    78.2, ,    49.1, ,    27.5, ,    31.4, ,    27.0, ,    46.1, ,    24.6, ,    32.5, ,   452.7, ,   125.9, ,   133.1, ,   108.0, ,    97.7, ,
1982,    53.5, ,    17.7, ,    45.3, ,    12.5, ,    22.1, ,    60.9, ,    61.9, ,    33.3, ,    36.8, ,    24.1, ,    40.7, ,    25.9, ,   434.7, ,   103.7, ,    80.0, ,   156.0, ,   101.6, ,
1983,    60.7, ,    51.2, ,    51.6, ,    38.4, ,    27.0, ,    71.3, ,    51.6, ,    35.4, ,    29.6, ,     7.7, ,    55.7, ,    40.6, ,   520.7, ,   137.8, ,   117.1, ,   158.3, ,    92.9, ,
1984,    22.5, ,    18.6, ,    55.9, ,    27.6, ,    43.5, ,    42.5, ,    12.8, ,    32.7, ,    13.0, ,    34.6, ,    38.2, ,    20.4, ,   362.4, ,    81.7, ,   127.0, ,    88.0, ,    85.9, ,
1985,    15.7, ,    18.5, ,    15.8, ,    13.1, ,    36.5, ,    41.4, ,     3.3, ,    24.5, ,    60.3, ,    40.8, ,    20.4, ,    13.5, ,   303.8, ,    54.5, ,    65.4, ,    69.2, ,   121.6, ,
1986,    27.8, ,    35.8, ,    18.4, ,    50.6, ,    20.3, ,    63.5, ,    27.4, ,     6.8, ,    66.5, ,    15.7, ,    22.3, ,    16.5, ,   371.5, ,    77.2, ,    89.2, ,    97.7, ,   104.5, ,
1987,    24.2, ,    21.1, ,    20.6, ,    39.7, ,    21.0, ,    15.7, ,    39.7, ,    18.8, ,     8.6, ,     6.8, ,    14.9, ,    45.0, ,   275.9, ,    61.8, ,    81.3, ,    74.1, ,    30.3, ,
1988,    12.5, ,    10.7, ,    23.3, ,    69.6, ,    68.8, ,    40.8, ,    30.2, ,    31.8, ,    16.2, ,    15.2, ,    26.9, ,    34.1, ,   380.1, ,    68.2, ,   161.7, ,   102.8, ,    58.2, ,
1989,    21.9, ,    29.9, ,    26.5, ,    13.2, ,    42.5, ,    48.6, ,    31.2, ,    52.0, ,    53.6, ,    30.6, ,    18.2, ,    21.8, ,   390.0, ,    85.9, ,    82.2, ,   131.8, ,   102.4, ,
1990,    32.3, ,     8.3, ,    12.2, ,    31.4, ,    91.2, ,    92.6, ,    27.8, ,    39.6, ,     8.2, ,    22.6, ,    34.8, ,    41.9, ,   443.1, ,    62.4, ,   134.9, ,   160.0, ,    65.7, ,
1991,    35.7, ,    20.5, ,    19.5, ,    16.7, ,    47.4, ,    44.6, ,    16.8, ,    47.1, ,     2.8, ,    11.3, ,    35.3, ,    14.6, ,   312.3, ,    98.1, ,    83.6, ,   108.4, ,    49.4, ,
1992,    14.1, ,    29.3, ,    14.3, ,    35.1, ,     9.6, ,    65.9, ,    56.9, ,    11.7, ,    10.5, ,    20.3, ,    54.5, ,    28.6, ,   350.9, ,    58.0, ,    59.0, ,   134.5, ,    85.3, ,
1993,    28.9, ,    16.7, ,    14.5, ,    53.8, ,    41.0, ,    72.7, ,   105.2, ,    24.3, ,    17.4, ,    30.1, ,    10.4, ,    31.3, ,   446.3, ,    74.2, ,   109.3, ,   202.2, ,    57.9, ,
1994,    16.2, ,    43.7, ,    16.1, ,    42.5, ,    22.1, ,    38.9, ,    14.3, ,    34.6, ,    19.9, ,    22.8, ,    48.5, ,    34.6, ,   354.3, ,    91.1, ,    80.7, ,    87.8, ,    91.3, ,
1995,    65.6, ,    16.4, ,    53.2, ,    38.1, ,    20.7, ,    73.9, ,    23.5, ,    51.2, ,    14.4, ,    25.6, ,    61.2, ,    42.5, ,   486.3, ,   116.6, ,   112.0, ,   148.6, ,   101.3, ,
1996,    39.7, ,    42.3, ,    15.0, ,    20.1, ,    73.4, ,    13.6, ,    22.4, ,    17.2, ,    74.6, ,    32.8, ,    37.1, ,    63.2, ,   451.4, ,   124.5, ,   108.5, ,    53.2, ,   144.5, ,
1997,    26.1, ,    12.0, ,    18.5, ,    26.2, ,    58.0, ,    87.4, ,    72.0, ,    36.3, ,    66.0, ,    38.2, ,    16.1, ,    10.0, ,   466.7, ,   101.2, ,   102.8, ,   195.6, ,   120.3, ,
1998,    45.0, ,    22.3, ,    37.4, ,    35.2, ,    51.1, ,    52.2, ,    25.4, ,     3.0, ,     8.9, ,    44.0, ,    44.6, ,    42.1, ,   411.1, ,    77.3, ,   123.6, ,    80.6, ,    97.6, ,
1999,    22.3, ,    25.3, ,    29.8, ,    18.6, ,    50.1, ,    42.4, ,    25.7, ,    61.7, ,     4.3, ,    14.3, ,    30.3, ,    13.9, ,   338.7, ,    89.6, ,    98.5, ,   129.8, ,    49.0, ,
2000,    30.0, ,    21.3, ,    13.8, ,    15.5, ,    27.8, ,    31.7, ,    28.1, ,    16.6, ,    33.8, ,    33.5, ,    14.3, ,    34.0, ,   300.4, ,    65.1, ,    57.1, ,    76.4, ,    81.7, ,
2001,    12.2, ,     9.0, ,    36.9, ,    31.1, ,    22.6, ,    54.3, ,    50.3, ,    37.2, ,    17.2, ,    34.6, ,    15.8, ,    27.2, ,   348.1, ,    55.2, ,    90.6, ,   141.7, ,    67.5, ,
2002,    13.8, ,    10.6, ,    22.9, ,    11.5, ,    51.6, ,    17.5, ,    12.7, ,     8.6, ,     9.0, ,     7.2, ,     9.9, ,    48.9, ,   224.2, ,    51.5, ,    86.0, ,    38.8, ,    26.2, ,
2003,    38.2, ,    10.7, ,    23.6, ,    48.5, ,    29.9, ,    21.3, ,     0.3, ,     4.9, ,    14.3, ,    57.5, ,    29.8, ,    28.3, ,   307.1, ,    97.8, ,   101.9, ,    26.5, ,   101.5, ,
2004,    52.4, ,    19.0, ,    20.4, ,    24.2, ,    59.4, ,    52.4, ,     9.7, ,    73.9, ,    51.0, ,    34.7, ,    30.8, ,    40.6, ,   468.6, ,    99.7, ,   104.1, ,   136.0, ,   116.4, ,
2005,    38.4, ,    11.3, ,    34.5, ,    11.3, ,    33.9, ,    73.6, ,    16.2, ,    12.6, ,    14.8, ,    30.4, ,    41.8, ,    24.3, ,   343.0, ,    90.3, ,    79.7, ,   102.4, ,    86.9, ,
2006,    60.2, ,    29.6, ,    32.8, ,    72.9, ,    51.4, ,    59.6, ,    30.1, ,    10.9, ,    14.5, ,    32.6, ,    58.6, ,    44.5, ,   497.7, ,   114.1, ,   157.2, ,   100.6, ,   105.7, ,
2007,    24.7, ,    27.8, ,    20.1, ,     3.4, ,    35.6, ,    64.3, ,    44.9, ,     5.7, ,    29.2, ,    40.2, ,    22.7, ,    34.1, ,   352.8, ,    97.1, ,    59.2, ,   114.9, ,    92.1, ,
2008,    27.3, ,    10.1, ,    10.1, ,    16.5, ,    38.1, ,    47.8, ,    13.8, ,    87.4, ,     5.3, ,    14.6, ,    44.2, ,    45.7, ,   360.9, ,    71.5, ,    64.7, ,   149.0, ,    64.0, ,
2009,    35.3, ,    14.7, ,    24.4, ,     8.3, ,    20.3, ,    30.3, ,    39.9, ,    49.2, ,    26.8, ,    74.4, ,    18.4, ,    36.0, ,   378.1, ,    95.8, ,    53.0, ,   119.4, ,   119.7, ,
2010,    38.8, ,    34.6, ,    20.3, ,    24.7, ,    80.3, ,    54.1, ,     9.0, ,    18.9, ,    48.5, ,    17.7, ,    24.6, ,    43.7, ,   415.3, ,   109.4, ,   125.4, ,    82.0, ,    90.8, ,
2011,    23.3, ,    34.5, ,    41.8, ,    21.0, ,    70.3, ,    28.4, ,    28.0, ,    10.3, ,     5.3, ,    53.6, ,    20.7, ,    14.1, ,   351.4, ,   101.5, ,   133.1, ,    66.7, ,    79.7, ,
