1946,   219.6, ,    98.7, ,    86.0, ,    50.3, ,    11.5, ,   116.9, ,    29.7, ,    20.6, ,    40.2, ,   102.5, ,   113.9, ,   106.1, ,   996.1, ,   555.7, ,   147.8, ,   167.2, ,   256.7, ,
1947,   133.1, ,   123.7, ,    72.3, ,    33.5, ,    15.2, ,    86.3, ,    33.0, ,    15.3, ,    26.3, ,   223.3, ,    74.6, ,   315.7, ,  1152.2, ,   362.9, ,   121.0, ,   134.5, ,   324.3, ,
1948,   145.3, ,   148.1, ,    70.2, ,    43.3, ,    95.4, ,    33.7, ,    49.1, ,    73.4, ,    82.9, ,    95.4, ,   325.1, ,   140.0, ,  1302.0, ,   609.1, ,   208.9, ,   156.3, ,   503.4, ,
1949,    32.5, ,   149.4, ,   106.6, ,    64.1, ,    19.6, ,    15.7, ,    68.7, ,    58.9, ,    38.5, ,    47.4, ,   183.6, ,   249.4, ,  1034.3, ,   321.9, ,   190.2, ,   143.2, ,   269.6, ,
1950,   248.2, ,   159.1, ,    87.7, ,   130.2, ,    31.4, ,    20.4, ,    30.0, ,    40.1, ,    26.5, ,   288.1, ,   187.4, ,   229.8, ,  1479.1, ,   656.8, ,   249.3, ,    90.5, ,   502.1, ,
1951,   226.2, ,   141.4, ,    89.8, ,    15.4, ,    43.8, ,     5.5, ,    32.3, ,     8.0, ,    48.7, ,   168.3, ,   270.0, ,   134.0, ,  1183.5, ,   597.5, ,   148.9, ,    45.9, ,   487.0, ,
1952,   208.9, ,   145.6, ,    72.1, ,    93.8, ,    34.7, ,    36.6, ,     3.4, ,    20.0, ,    15.0, ,    21.9, ,   125.8, ,   259.3, ,  1037.1, ,   488.4, ,   200.6, ,    60.1, ,   162.7, ,
1953,   251.6, ,    69.8, ,    87.5, ,    37.1, ,    55.2, ,    30.7, ,    24.1, ,    80.6, ,    76.1, ,    99.0, ,   369.2, ,   153.1, ,  1334.0, ,   580.7, ,   179.7, ,   135.5, ,   544.2, ,
1954,   267.2, ,   200.6, ,    57.4, ,    55.7, ,    39.0, ,    54.0, ,    47.4, ,    66.2, ,    73.6, ,   144.3, ,   306.5, ,   251.0, ,  1562.9, ,   620.9, ,   152.1, ,   167.7, ,   524.4, ,
1955,   156.4, ,    65.1, ,    72.3, ,    50.8, ,    61.9, ,    39.9, ,    62.7, ,    19.2, ,    50.5, ,   211.8, ,   251.5, ,   200.8, ,  1242.8, ,   472.5, ,   184.9, ,   121.8, ,   513.7, ,
1956,   242.1, ,    95.9, ,   171.1, ,     7.2, ,    16.3, ,   105.9, ,     9.0, ,    20.7, ,   101.8, ,   202.1, ,    66.9, ,   184.0, ,  1222.8, ,   538.8, ,   194.7, ,   135.5, ,   370.7, ,
1957,   119.7, ,   141.2, ,   211.4, ,   115.3, ,    40.2, ,    72.8, ,    46.9, ,   163.5, ,    44.9, ,    88.4, ,    62.7, ,   391.7, ,  1498.6, ,   444.9, ,   366.9, ,   283.1, ,   195.9, ,
1958,   371.6, ,   254.4, ,    77.7, ,   105.4, ,    23.1, ,    62.9, ,     0.3, ,    56.6, ,    55.3, ,   117.0, ,   199.4, ,   289.1, ,  1612.8, ,  1017.8, ,   206.2, ,   119.8, ,   371.8, ,
1959,   274.4, ,    87.3, ,   128.1, ,    45.3, ,    44.7, ,    52.2, ,     9.0, ,    22.1, ,    81.3, ,    99.3, ,   127.5, ,   134.3, ,  1105.3, ,   650.8, ,   218.1, ,    83.2, ,   308.1, ,
1960,   241.5, ,   220.2, ,    91.6, ,    91.1, ,    55.1, ,    10.3, ,     2.2, ,    59.6, ,    32.4, ,   142.6, ,   213.6, ,   148.8, ,  1309.0, ,   595.9, ,   237.8, ,    72.1, ,   388.6, ,
1961,   305.2, ,   283.0, ,   199.3, ,    80.1, ,    66.5, ,    18.7, ,    33.2, ,    13.4, ,    56.1, ,   114.0, ,   186.1, ,   199.8, ,  1555.5, ,   737.1, ,   345.9, ,    65.3, ,   356.3, ,
1962,   154.1, ,    62.9, ,   119.3, ,    88.0, ,    52.5, ,    51.0, ,    42.6, ,   148.1, ,    58.9, ,   132.2, ,   284.8, ,   201.8, ,  1396.2, ,   416.8, ,   259.8, ,   241.7, ,   475.9, ,
1963,    58.3, ,   178.6, ,   145.2, ,   115.0, ,    63.1, ,    59.9, ,    67.3, ,    34.9, ,    49.1, ,   251.8, ,   160.5, ,   266.0, ,  1449.9, ,   438.7, ,   323.4, ,   162.2, ,   461.4, ,
1964,   300.6, ,    62.0, ,   111.8, ,    21.2, ,    22.7, ,    55.1, ,    60.3, ,    25.0, ,    45.9, ,    49.5, ,   158.3, ,   250.5, ,  1162.9, ,   628.6, ,   155.8, ,   140.4, ,   253.6, ,
1965,   128.8, ,   100.8, ,    33.9, ,    58.2, ,    42.7, ,     4.7, ,    31.7, ,    79.0, ,     7.8, ,   224.8, ,   264.0, ,   266.5, ,  1243.0, ,   480.2, ,   134.8, ,   115.5, ,   496.6, ,
1966,   233.6, ,    82.5, ,   176.4, ,    11.7, ,    28.1, ,    39.6, ,    28.4, ,    29.1, ,    44.9, ,   101.4, ,   278.3, ,   297.6, ,  1351.4, ,   582.6, ,   216.2, ,    97.0, ,   424.5, ,
1967,   200.4, ,    94.7, ,   157.1, ,    59.8, ,    21.2, ,    15.3, ,     9.4, ,     0.6, ,    32.5, ,   281.5, ,    94.2, ,   232.6, ,  1199.3, ,   592.6, ,   238.1, ,    25.3, ,   408.2, ,
1968,   327.8, ,   106.5, ,   169.0, ,    32.3, ,    43.9, ,    32.2, ,    34.7, ,   102.2, ,    43.6, ,   232.6, ,   250.9, ,   275.9, ,  1651.7, ,   667.0, ,   245.2, ,   169.2, ,   527.1, ,
1969,   141.6, ,   146.9, ,    90.4, ,   113.2, ,    21.4, ,    28.9, ,    24.4, ,    46.4, ,   131.1, ,   119.8, ,   113.9, ,   293.4, ,  1271.5, ,   564.4, ,   225.0, ,    99.7, ,   364.8, ,
1970,   146.5, ,    68.1, ,    60.1, ,    72.2, ,    24.0, ,    16.3, ,    38.4, ,    13.4, ,    37.6, ,   110.9, ,   198.9, ,   236.2, ,  1022.6, ,   508.0, ,   156.3, ,    68.1, ,   347.4, ,
1971,   173.8, ,    65.4, ,   177.1, ,    53.9, ,    47.1, ,    66.3, ,    14.3, ,    28.4, ,    46.1, ,    86.2, ,   233.7, ,   216.9, ,  1209.2, ,   475.5, ,   278.1, ,   109.0, ,   366.0, ,
1972,    91.2, ,   135.2, ,   163.7, ,   110.6, ,    24.9, ,    67.2, ,    33.8, ,    31.9, ,    95.0, ,    25.8, ,   179.9, ,   222.5, ,  1181.7, ,   443.2, ,   299.2, ,   132.9, ,   300.7, ,
1973,   311.3, ,    70.2, ,    78.0, ,    11.3, ,    71.4, ,    50.8, ,    27.2, ,    15.6, ,    72.6, ,   171.7, ,   234.3, ,   283.8, ,  1398.4, ,   604.1, ,   160.7, ,    93.6, ,   478.7, ,
1974,   208.1, ,   141.9, ,   215.5, ,    69.6, ,    71.1, ,    21.8, ,    82.3, ,     2.1, ,    24.1, ,    48.2, ,   290.2, ,   232.4, ,  1407.2, ,   633.8, ,   356.1, ,   106.2, ,   362.4, ,
1975,   148.6, ,   117.4, ,    86.1, ,    35.9, ,    41.8, ,    22.0, ,    10.9, ,    85.4, ,     4.3, ,   279.5, ,   340.3, ,   130.3, ,  1302.4, ,   498.4, ,   163.8, ,   118.3, ,   624.1, ,
1976,   124.2, ,   115.6, ,    92.0, ,    50.3, ,    38.2, ,    25.3, ,    21.0, ,    77.9, ,    23.3, ,    85.6, ,    63.7, ,   108.9, ,   826.0, ,   370.0, ,   180.4, ,   124.2, ,   172.7, ,
1977,    63.5, ,   132.7, ,   121.3, ,    27.5, ,    46.5, ,    15.6, ,    50.8, ,    47.3, ,    67.2, ,   152.9, ,   231.6, ,   178.6, ,  1135.5, ,   305.1, ,   195.3, ,   113.7, ,   451.7, ,
1978,   226.9, ,    98.9, ,   112.2, ,   114.1, ,    45.6, ,    14.4, ,    18.5, ,    87.3, ,   107.4, ,    50.9, ,    93.0, ,   121.3, ,  1090.5, ,   504.3, ,   271.9, ,   120.2, ,   251.3, ,
1979,    57.5, ,   250.4, ,    62.4, ,    56.7, ,    35.9, ,    23.9, ,    25.1, ,    43.8, ,   111.4, ,   209.9, ,    95.6, ,   275.7, ,  1248.3, ,   429.2, ,   155.0, ,    92.8, ,   417.0, ,
1980,   148.9, ,   194.7, ,   107.2, ,    87.4, ,    37.5, ,    96.7, ,    40.2, ,    31.8, ,    55.8, ,    62.1, ,   262.7, ,   225.6, ,  1350.7, ,   619.3, ,   232.1, ,   168.7, ,   380.6, ,
1981,   130.4, ,   137.4, ,    74.8, ,    78.3, ,    99.9, ,    43.3, ,    57.8, ,    32.1, ,    90.3, ,   202.3, ,   228.2, ,   235.2, ,  1410.0, ,   493.5, ,   253.0, ,   133.2, ,   520.7, ,
1982,   165.6, ,   171.8, ,    68.3, ,    80.6, ,    27.6, ,    41.7, ,    41.0, ,    25.5, ,    34.6, ,   248.3, ,   196.2, ,   197.4, ,  1298.6, ,   572.6, ,   176.6, ,   108.2, ,   479.1, ,
1983,   184.0, ,   266.8, ,   185.1, ,    51.0, ,     9.1, ,    51.2, ,    36.8, ,    37.9, ,    59.7, ,    88.1, ,   392.7, ,    95.6, ,  1458.2, ,   648.2, ,   245.3, ,   125.9, ,   540.5, ,
1984,   108.0, ,   229.1, ,    84.8, ,    83.2, ,   120.4, ,    43.8, ,    12.3, ,    12.0, ,    65.0, ,   190.9, ,   301.4, ,    81.2, ,  1332.0, ,   432.7, ,   288.4, ,    68.1, ,   557.2, ,
1985,    28.7, ,    93.9, ,   108.2, ,    47.1, ,    25.9, ,    21.0, ,     1.2, ,    15.8, ,    62.9, ,   143.1, ,    71.3, ,    77.9, ,   696.9, ,   203.9, ,   181.2, ,    38.0, ,   277.2, ,
1986,   326.2, ,    90.8, ,   102.1, ,    56.9, ,    73.7, ,    44.1, ,    43.8, ,    16.0, ,    38.1, ,    29.3, ,   196.0, ,   297.0, ,  1314.0, ,   494.9, ,   232.7, ,   103.8, ,   263.4, ,
1987,   224.8, ,   113.1, ,   141.2, ,    51.1, ,    51.0, ,    13.1, ,    37.5, ,    11.4, ,    15.1, ,    19.4, ,   127.9, ,   199.3, ,  1004.8, ,   634.9, ,   243.2, ,    62.0, ,   162.4, ,
1988,   143.7, ,    41.2, ,   104.7, ,    72.7, ,    50.3, ,    43.7, ,    18.4, ,    19.6, ,    64.7, ,    94.7, ,   284.9, ,   155.3, ,  1093.9, ,   384.2, ,   227.7, ,    81.7, ,   444.3, ,
1989,    88.5, ,    94.7, ,   124.6, ,    60.0, ,    60.0, ,    78.4, ,    53.5, ,    56.8, ,    26.9, ,   124.6, ,    94.8, ,   132.5, ,   995.3, ,   338.5, ,   244.6, ,   188.8, ,   246.2, ,
1990,   192.9, ,    80.9, ,    87.3, ,    66.7, ,    62.4, ,   101.6, ,    17.1, ,    14.1, ,     1.9, ,   183.8, ,   232.4, ,   203.8, ,  1244.8, ,   406.3, ,   216.3, ,   132.8, ,   418.0, ,
1991,   119.7, ,   209.8, ,    71.1, ,    59.0, ,    29.4, ,    59.0, ,    40.3, ,   107.0, ,     5.5, ,    36.7, ,   231.3, ,   161.1, ,  1129.9, ,   533.3, ,   159.5, ,   206.3, ,   273.5, ,
1992,   370.9, ,   152.8, ,    34.8, ,   122.5, ,     8.7, ,    81.1, ,    18.8, ,    27.4, ,    49.5, ,   190.7, ,   150.3, ,   135.6, ,  1343.0, ,   684.7, ,   166.0, ,   127.3, ,   390.4, ,
1993,   116.2, ,     5.5, ,   131.5, ,   140.5, ,   110.8, ,    82.0, ,    51.7, ,    52.0, ,     2.0, ,    67.5, ,    70.0, ,   285.4, ,  1115.0, ,   257.3, ,   382.8, ,   185.7, ,   139.5, ,
1994,   156.9, ,   206.4, ,   105.2, ,    66.2, ,    29.9, ,    48.5, ,    26.2, ,    55.1, ,    39.4, ,   122.5, ,   147.8, ,   216.0, ,  1220.0, ,   648.7, ,   201.3, ,   129.8, ,   309.7, ,
1995,   252.7, ,   103.1, ,   183.3, ,    64.2, ,    36.1, ,    44.8, ,    38.7, ,    65.5, ,    24.0, ,   116.8, ,   317.3, ,   248.9, ,  1495.4, ,   571.8, ,   283.5, ,   149.0, ,   458.2, ,
1996,   150.1, ,   131.2, ,   126.9, ,   102.7, ,    49.4, ,    18.6, ,    28.5, ,    16.6, ,    82.8, ,   166.1, ,   125.2, ,   221.3, ,  1219.3, ,   530.2, ,   278.9, ,    63.7, ,   374.1, ,
1997,   157.9, ,    51.2, ,   202.3, ,    84.2, ,    79.7, ,    97.9, ,    29.2, ,    63.1, ,   141.5, ,   230.4, ,   147.2, ,   149.2, ,  1433.8, ,   430.4, ,   366.2, ,   190.1, ,   519.1, ,
1998,   260.4, ,   158.4, ,    80.0, ,    25.5, ,    41.4, ,    37.0, ,    28.8, ,     8.2, ,     4.6, ,   108.2, ,   370.6, ,   240.8, ,  1364.0, ,   568.1, ,   146.9, ,    74.1, ,   483.4, ,
1999,   239.3, ,   332.6, ,   124.6, ,    27.4, ,    59.0, ,    45.6, ,    30.2, ,    29.7, ,    20.3, ,    82.7, ,   259.2, ,   132.1, ,  1382.7, ,   812.8, ,   211.0, ,   105.5, ,   362.2, ,
2000,   119.3, ,    94.7, ,    90.4, ,    24.4, ,    30.1, ,    41.0, ,    36.3, ,     8.3, ,    22.5, ,   161.0, ,    96.2, ,   127.5, ,   851.7, ,   346.1, ,   144.9, ,    85.6, ,   279.6, ,
2001,    97.5, ,    61.5, ,    78.4, ,    50.7, ,    32.6, ,    23.9, ,    15.3, ,    37.8, ,    37.9, ,   101.8, ,   267.6, ,   228.0, ,  1033.1, ,   286.6, ,   161.6, ,    77.0, ,   407.3, ,
2002,   169.0, ,   109.3, ,    84.9, ,    57.6, ,    26.3, ,    37.7, ,    21.5, ,    25.3, ,    30.1, ,    30.3, ,   185.6, ,   237.6, ,  1015.1, ,   506.4, ,   168.8, ,    84.4, ,   246.0, ,
2003,   229.3, ,    19.7, ,   180.0, ,   151.9, ,    31.2, ,    22.3, ,     8.9, ,     3.5, ,    21.7, ,   204.6, ,    87.8, ,   253.4, ,  1214.3, ,   486.5, ,   363.1, ,    34.6, ,   314.1, ,
2004,   207.5, ,    97.5, ,    61.4, ,    21.4, ,    26.3, ,    15.4, ,    12.3, ,    47.6, ,   107.3, ,   162.3, ,   161.8, ,   186.2, ,  1107.1, ,   558.5, ,   109.1, ,    75.3, ,   431.5, ,
2005,   141.8, ,    37.1, ,   115.7, ,   116.2, ,    83.0, ,    44.4, ,    38.8, ,    36.7, ,    28.1, ,   192.3, ,   111.6, ,   225.0, ,  1170.6, ,   365.0, ,   314.8, ,   119.9, ,   332.1, ,
2006,   304.5, ,   108.6, ,   154.9, ,    47.2, ,    32.5, ,    24.0, ,    12.9, ,     7.3, ,    63.3, ,    38.8, ,   358.3, ,   239.8, ,  1392.1, ,   638.1, ,   234.5, ,    44.2, ,   460.4, ,
2007,   139.5, ,   123.6, ,    86.8, ,    90.3, ,    24.3, ,    74.0, ,    33.7, ,    27.9, ,    75.7, ,   130.2, ,   186.7, ,   212.5, ,  1205.3, ,   502.9, ,   201.4, ,   135.6, ,   392.7, ,
2008,   158.1, ,    49.9, ,    60.6, ,    34.3, ,    32.9, ,    32.1, ,    27.7, ,    50.4, ,    18.6, ,   129.5, ,   137.7, ,   132.2, ,   864.1, ,   420.5, ,   127.8, ,   110.3, ,   285.9, ,
2009,    58.5, ,    37.3, ,    98.5, ,    29.7, ,    55.2, ,    31.2, ,    52.6, ,     4.6, ,    53.1, ,   144.7, ,   383.0, ,   129.5, ,  1078.0, ,   227.9, ,   183.5, ,    88.5, ,   580.8, ,
2010,   250.3, ,   138.1, ,   130.9, ,   102.8, ,    79.9, ,    48.5, ,     2.7, ,    33.2, ,    71.0, ,   107.9, ,   213.4, ,   328.9, ,  1507.5, ,   517.8, ,   313.6, ,    84.4, ,   392.3, ,
2011,   122.9, ,   133.4, ,   208.4, ,    35.4, ,    72.8, ,    24.7, ,    37.8, ,     5.7, ,    89.0, ,    66.7, ,   165.4, ,    81.5, ,  1043.9, ,   585.2, ,   316.7, ,    68.2, ,   321.1, ,
