2202200,FORT SMITH A             ,NT  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2010
2202200,FORT SMITH A             ,NT  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1915,    32.0, ,    45.9, ,     5.4, ,    11.8, ,     6.9, ,    41.0, ,     2.1, ,    17.9, ,    37.1, ,    71.4, ,    25.9, ,     9.7, ,   307.0, , -9999.9,M,    24.0, ,    61.0, ,   134.4, ,
1916,    28.5, , -9999.9,M,    16.7, ,     3.0, ,    16.4, ,    52.4, ,   121.2, ,    50.5, ,    31.7, , -9999.9,M,    31.9, ,    10.9, , -9999.9,M, -9999.9,M,    36.1, ,   224.0, , -9999.9,M,
1917, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    18.7, ,    16.1, ,    93.0, ,    67.7, ,    22.4, ,    34.4, ,    39.4, ,     9.3, , -9999.9,M, -9999.9,M, -9999.9,M,   176.7, ,    96.2, ,
1918,    48.1, ,    13.3, ,     9.2, ,    27.6, ,    21.1, ,    52.0, ,    23.6, ,    37.8, ,    19.4, ,    62.6, ,     0.5, ,    25.6, ,   340.8, ,    70.7, ,    57.8, ,   113.4, ,    82.5, ,
1919,    41.6, ,     6.4, ,     0.0, ,    26.4, ,    80.8, ,    94.2, ,    67.5, ,    34.8, ,    20.1, ,    37.5, ,    27.8, ,     6.4, ,   443.5, ,    73.6, ,   107.3, ,   196.4, ,    85.4, ,
1920,     9.9, ,     9.2, ,     2.9, , -9999.9,M,    21.4, ,    70.1, ,     6.5, , -9999.9,M,    62.6, ,    21.9, ,    55.1, ,     2.9, , -9999.9,M,    25.4, , -9999.9,M, -9999.9,M,   139.5, ,
1921,     3.3, ,    29.7, ,    17.2, ,     0.0, ,    33.4, ,   112.7, ,    48.4, ,   179.8, ,    48.2, ,    22.0, ,    19.1, ,     4.0, ,   517.8, ,    35.9, ,    50.7, ,   340.8, ,    89.3, ,
1922,     8.5, ,     7.9, ,    16.7, , -9999.9,M,    39.9, ,    31.8, ,    75.7, ,    35.9, ,    35.1, ,    34.6, ,     9.5, ,    18.3, , -9999.9,M,    20.4, , -9999.9,M,   143.4, ,    79.2, ,
1923,    30.4, ,    11.5, ,     8.7, ,    16.5, ,    33.2, ,    58.3, ,    56.6, ,    29.8, ,    45.3, ,    15.0, ,    17.3, ,    24.6, ,   347.3, ,    60.2, ,    58.4, ,   144.8, ,    77.6, ,
1924,     8.7, ,    40.6, ,     8.7, ,     5.8, ,    17.7, ,    23.2, ,    27.3, , -9999.9,M, -9999.9,M,     5.8, ,     7.1, ,    11.5, , -9999.9,M,    74.0, ,    32.2, , -9999.9,M, -9999.9,M,
1925,     8.7, ,    31.8, ,    24.4, ,     5.7, ,    17.8, ,    65.5, ,    13.8, ,    27.1, ,    58.0, ,    14.8, ,    13.1, ,    24.6, ,   305.4, ,    52.0, ,    47.9, ,   106.4, ,    85.9, ,
1926,    13.0, ,    16.0, ,     4.8, ,    19.1, ,    35.0, ,    44.8, ,    32.6, ,    21.0, ,    15.2, ,    28.2, ,     5.0, ,    29.7, ,   264.3, ,    53.6, ,    59.0, ,    98.4, ,    48.3, ,
1927,     5.9, ,     2.2, ,     6.7, ,    16.1, ,     2.6, ,    20.8, ,    18.5, ,    18.6, ,    33.5, ,    30.3, ,    17.1, ,     8.9, ,   181.1, ,    37.8, ,    25.4, ,    57.9, ,    80.8, ,
1928,    13.0, ,    11.0, ,     2.4, ,     8.8, ,     9.1, ,    21.9, ,    24.4, ,    48.8, ,    15.5, ,    18.2, ,    10.9, ,    11.0, ,   194.9, ,    32.8, ,    20.3, ,    95.1, ,    44.6, ,
1929,    19.1, , -9999.9,M, -9999.9,M, -9999.9,M,    43.1, ,    90.7, ,   103.0, ,    47.7, ,    25.9, ,    15.7, ,    52.1, ,     9.3, , -9999.9,M, -9999.9,M, -9999.9,M,   241.4, ,    93.7, ,
1930,    15.7, ,    24.0, ,     3.7, ,    18.4, ,    26.6, ,    24.8, ,    89.5, ,   173.8, ,    56.5, ,    30.7, ,    64.6, ,    41.6, ,   569.9, ,    49.0, ,    48.7, ,   288.1, ,   151.8, ,
1931,    27.1, ,    16.3, ,    36.2, ,    19.0, ,    28.1, ,    53.7, ,    19.7, ,    19.1, ,    36.3, ,    17.2, ,    19.1, ,    13.1, ,   305.0, ,    85.0, ,    83.3, ,    92.5, ,    72.6, ,
1932,    10.5, ,    11.5, ,     5.4, ,    22.7, ,    31.3, ,    47.8, ,    27.9, ,    24.6, ,    43.3, ,    18.5, ,    28.1, ,    31.2, ,   302.8, ,    35.1, ,    59.4, ,   100.3, ,    89.9, ,
1933,    20.0, ,    83.7, ,    41.3, ,    49.5, ,    43.6, ,    32.5, ,   112.6, ,    45.2, ,   129.1, ,    28.1, ,    71.8, ,    28.4, ,   685.8, ,   134.9, ,   134.4, ,   190.3, ,   229.0, ,
1934,    16.6, ,    10.4, ,    14.4, ,    35.6, ,    50.9, ,    74.0, ,   116.0, ,    26.0, ,    46.6, ,    50.0, ,    14.1, ,    21.3, ,   475.8, ,    55.4, ,   100.8, ,   216.0, ,   110.7, ,
1935,     5.9, ,    29.8, ,    57.8, ,     5.2, ,    40.5, ,    42.0, ,    69.0, ,    39.0, ,   121.1, ,    34.9, ,    15.3, ,    31.4, ,   491.8, ,    57.0, ,   103.4, ,   150.0, ,   171.3, ,
1936,     2.1, ,     2.9, ,    25.6, ,     5.1, ,    16.6, ,    19.1, ,   115.8, ,    35.6, ,    60.9, ,    14.2, ,     8.9, ,    65.7, ,   372.3, ,    36.3, ,    47.2, ,   170.4, ,    84.1, ,
1937,    10.5, ,    11.1, ,    21.5, ,    15.9, ,    19.0, ,    30.4, ,    53.3, ,    58.5, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    87.3, ,    56.3, ,   142.3, , -9999.9,M,
1938, -9999.9,M,     7.1, ,     6.8, ,    38.5, ,    25.2, ,    92.3, ,    80.1, ,    55.9, ,    10.5, ,    30.5, ,    22.4, ,    21.0, , -9999.9,M, -9999.9,M,    70.5, ,   228.3, ,    63.4, ,
1939,    29.2, ,    19.4, ,    32.5, ,     9.3, ,    61.4, ,     9.2, ,    71.8, ,    54.0, ,    74.5, ,    85.1, ,    60.4, ,    51.9, ,   558.8, ,    69.6, ,   103.2, ,   135.0, ,   220.1, ,
1940,     7.5, ,    13.5, ,    27.3, ,     4.8, ,    44.3, ,    18.1, ,    20.9, ,    28.0, ,    18.4, ,    36.3, ,    12.6, ,    62.6, ,   294.2, ,    72.9, ,    76.5, ,    66.9, ,    67.3, ,
1941,    40.9, ,     9.9, ,    16.2, ,     3.7, ,    31.3, ,    16.1, ,    79.5, ,    33.5, ,    25.7, ,    23.6, ,    39.8, ,    33.1, ,   353.3, ,   113.4, ,    51.1, ,   129.1, ,    89.1, ,
1942,    25.8, ,    29.2, ,    42.2, ,     1.4, ,     1.9, ,    11.6, ,    18.3, ,    36.9, ,    48.9, ,    27.7, ,    16.9, ,    10.8, ,   271.6, ,    88.1, ,    45.5, ,    66.8, ,    93.4, ,
1943,    14.5, ,    18.2, ,    35.8, ,    21.0, ,    18.5, ,     2.9, ,    57.5, ,    60.3, ,    23.9, ,    20.0, ,     5.7, ,     5.0, ,   283.3, ,    43.5, ,    75.3, ,   120.8, ,    49.7, ,
1944,    10.2, ,     2.7, ,    19.4, ,     6.6, ,    37.9, ,    48.1, ,    51.3, ,     9.1, ,    19.4, ,    23.2, ,    26.0, ,    38.8, ,   292.7, ,    17.9, ,    63.9, ,   108.6, ,    68.6, ,
1945,    10.7, ,    28.0, ,    12.6, ,    20.8, ,     8.2, ,    21.2, ,    86.8, ,    15.1, ,    47.9, ,    45.6, ,    21.5, ,    14.7, ,   333.0, ,    77.5, ,    41.6, ,   123.1, ,   115.0, ,
1946,    15.5, ,    12.8, ,    16.4, ,    19.4, ,    32.6, ,    34.1, ,    62.6, ,    41.5, ,    32.3, ,    32.5, ,    18.3, ,    32.7, ,   350.7, ,    42.9, ,    68.4, ,   138.3, ,    83.1, ,
1947,    38.8, ,    11.4, ,    18.9, ,    16.4, ,    34.7, ,    43.2, ,    15.3, ,    72.1, ,    20.9, ,    30.2, ,    36.0, , -9999.9,M, -9999.9,M,    82.9, ,    70.0, ,   130.6, ,    87.2, ,
