1948, -9999.9,M,    14.7, ,    16.4, ,     8.8, ,    10.1, ,    42.7, ,    62.1, ,    45.2, ,    51.2, ,    13.7, ,    28.9, ,    30.9, , -9999.9,M, -9999.9,M,    35.3, ,   149.9, ,    93.8, ,
1949,    23.6, ,     9.4, ,    12.4, ,    40.9, ,    16.6, ,    44.6, ,    30.8, ,    40.4, ,    36.4, ,    63.1, ,    32.0, ,    17.2, ,   367.5, ,    63.9, ,    69.9, ,   115.9, ,   131.5, ,
1950,     6.6, ,    22.4, ,     6.6, ,    17.4, ,    44.4, ,     9.3, ,    31.2, ,    42.3, ,    57.2, ,    20.4, ,    46.3, ,    28.0, ,   332.2, ,    46.2, ,    68.5, ,    82.8, ,   123.9, ,
1951,    14.3, ,    21.2, ,    15.8, ,    20.6, ,    91.2, ,    28.9, ,    30.5, ,    16.7, ,    31.5, ,    23.6, ,    20.4, ,    13.6, ,   328.4, ,    63.5, ,   127.7, ,    76.1, ,    75.6, ,
1952,    16.5, ,    19.6, ,    18.7, ,    22.0, ,    23.0, ,    33.0, ,    27.9, ,    39.8, ,    33.1, ,    29.5, ,    24.8, ,    21.2, ,   309.0, ,    49.7, ,    63.7, ,   100.6, ,    87.4, ,
1953,    25.7, ,    15.8, ,    19.5, ,    21.3, ,     9.7, ,    12.1, ,    47.8, ,    23.2, ,    79.5, ,    26.7, ,    48.9, ,    53.8, ,   384.0, ,    62.7, ,    50.4, ,    83.1, ,   155.2, ,
1954,    22.5, ,    31.6, ,     8.0, ,    24.7, ,    13.2, ,     8.7, ,   148.0, ,    22.5, ,    31.9, ,    20.6, ,    45.3, ,    24.3, ,   401.1, ,   107.8, ,    45.9, ,   179.1, ,    97.8, ,
1955,    26.8, ,    17.5, ,    16.7, ,    30.9, ,    33.3, ,    12.1, ,    69.0, ,    52.2, ,    48.3, ,    30.2, ,    53.4, ,    35.1, ,   425.6, ,    68.6, ,    80.9, ,   133.3, ,   131.9, ,
1956,    19.5, ,    25.0, ,    10.5, ,    24.7, ,    30.4, ,    92.2, ,    57.6, ,    35.4, ,    52.3, ,    48.4, ,    58.2, ,    34.4, ,   488.6, ,    79.6, ,    65.6, ,   185.3, ,   158.9, ,
1957,    25.4, ,    25.0, ,    10.1, ,    16.0, ,    14.2, ,    24.7, ,   112.0, ,    14.3, ,    44.7, ,    65.7, ,    26.2, ,    31.0, ,   409.2, ,    84.7, ,    40.3, ,   151.0, ,   136.5, ,
1958,    25.2, ,    26.0, ,    25.9, ,    20.9, ,    37.5, ,     9.8, ,    27.4, ,    68.3, ,    51.5, ,    32.4, ,    18.6, ,    45.5, ,   389.0, ,    82.3, ,    84.3, ,   105.5, ,   102.5, ,
1959,    13.4, ,     8.6, ,    28.6, ,    15.9, ,    23.1, ,    39.3, ,    29.2, ,    84.7, ,    44.4, ,    40.3, ,    19.4, ,    29.8, ,   376.6, ,    67.5, ,    67.6, ,   153.2, ,   104.1, ,
1960,     4.8, ,    17.4, ,    19.1, ,    18.6, ,    32.7, ,    80.8, ,    59.2, ,    54.1, ,    53.3, ,    51.7, ,    32.4, ,    26.9, ,   450.9, ,    51.9, ,    70.3, ,   194.1, ,   137.4, ,
1961,    22.9, ,    15.3, ,    25.8, ,    10.3, ,     8.0, ,    19.1, ,    59.8, ,    48.7, ,    62.4, ,    38.6, ,    55.0, ,    43.0, ,   408.9, ,    65.2, ,    44.0, ,   127.6, ,   156.0, ,
1962,    29.5, ,    19.5, ,    22.2, ,     4.9, ,    30.4, ,    85.6, ,   102.0, ,    27.2, ,    52.9, ,    36.9, ,    22.4, ,    38.0, ,   471.5, ,    92.0, ,    57.5, ,   214.9, ,   112.2, ,
1963,    49.2, ,    23.4, ,    26.0, ,     8.1, ,    15.1, ,    85.4, ,    69.8, ,    38.8, ,    52.1, ,     9.2, ,    64.7, ,    24.0, ,   465.8, ,   110.6, ,    49.2, ,   194.0, ,   126.0, ,
1964,    18.7, ,    33.6, ,    12.9, ,    27.5, ,    54.7, ,    31.7, ,    28.3, ,    55.7, ,    43.4, ,    44.8, ,    31.4, ,     7.5, ,   390.3, ,    76.3, ,    95.2, ,   115.7, ,   119.7, ,
1965,    15.1, ,    16.4, ,    16.4, ,     7.3, ,    17.0, ,    57.1, ,    82.5, ,    54.2, ,    35.7, ,    49.5, ,    48.6, ,    29.6, ,   429.3, ,    39.0, ,    40.7, ,   193.8, ,   133.8, ,
1966,    41.3, ,    18.1, ,    25.6, ,    48.2, ,    25.8, ,    25.4, ,    44.6, ,    36.8, ,    42.8, ,    62.6, ,    23.7, ,    25.0, ,   419.8, ,    89.0, ,    99.6, ,   106.7, ,   129.1, ,
1967,    18.4, ,    24.0, ,    21.3, ,    22.6, ,    33.9, ,    66.1, ,    92.1, ,    36.8, ,    51.2, ,    35.3, ,    29.4, ,    32.1, ,   463.1, ,    67.4, ,    77.8, ,   195.0, ,   115.9, ,
1968,    42.9, ,    17.2, ,    42.0, ,    18.9, ,    65.7, ,    48.6, ,    73.9, ,    46.4, ,    34.3, ,    24.4, ,    35.1, ,     9.5, ,   458.9, ,    92.2, ,   126.5, ,   168.9, ,    93.9, ,
1969,    13.2, ,    22.2, ,    10.4, ,    26.8, ,    31.7, ,    24.1, ,    24.9, ,    65.5, ,    44.1, ,     5.4, ,    22.5, ,    35.1, ,   325.9, ,    45.0, ,    68.9, ,   114.5, ,    72.0, ,
1970,    31.9, ,    31.4, ,    16.0, ,    44.0, ,    30.9, ,    19.0, ,    57.0, ,    83.0, ,    43.0, ,    25.8, ,    19.1, ,    23.0, ,   424.0, ,    98.4, ,    90.9, ,   159.0, ,    87.8, ,
1971,    27.7, ,    35.9, ,    17.7, ,     6.2, ,    17.2, ,    10.8, ,    30.4, ,    25.1, ,    30.0, ,    24.5, ,    49.3, ,    15.1, ,   289.9, ,    86.7, ,    41.1, ,    66.3, ,   103.8, ,
1972,    18.1, ,    17.2, ,    18.6, ,    39.9, ,    31.9, ,    90.5, ,     8.1, ,    87.8, ,    61.0, ,    30.7, ,    18.2, ,    30.1, ,   452.2, ,    50.3, ,    90.4, ,   186.5, ,   110.0, ,
1973,    32.4, ,     8.0, ,    22.2, ,    29.0, ,    55.4, ,    48.5, ,   158.7, ,    70.0, ,    82.5, ,    28.3, ,    46.9, ,    23.3, ,   605.2, ,    70.5, ,   106.6, ,   277.3, ,   157.6, ,
1974,    35.7, ,    36.0, ,    21.5, ,    11.4, ,    45.1, ,    95.0, ,    69.5, ,    49.2, ,    33.0, ,    32.2, ,    23.3, ,    47.1, ,   499.0, ,    95.0, ,    78.1, ,   213.7, ,    88.5, ,
1975,    29.6, ,    13.1, ,     6.5, ,    11.1, ,    71.8, ,    44.5, ,    76.5, ,   115.4, ,    37.5, ,    25.3, ,    55.7, ,    25.6, ,   512.7, ,    89.8, ,    89.4, ,   236.4, ,   118.5, ,
1976,    34.2, ,    44.3, ,    29.4, ,     3.0, ,    16.7, ,    61.2, ,    74.3, ,     9.1, ,    36.4, ,    11.1, ,    37.1, ,    23.3, ,   379.8, ,   104.1, ,    49.1, ,   144.5, ,    84.5, ,
1977,    25.9, ,    24.0, ,    12.5, ,    13.8, ,    18.8, ,   125.1, ,    62.8, ,    53.0, ,    26.2, ,    19.1, ,    23.9, ,    24.9, ,   430.1, ,    73.2, ,    45.1, ,   240.9, ,    69.3, ,
1978,    15.2, ,     2.9, ,    11.9, ,    18.6, ,    18.3, ,    42.7, ,    69.2, ,    10.8, ,    73.1, ,    34.7, ,    12.7, ,    27.0, ,   337.0, ,    43.0, ,    48.7, ,   122.7, ,   120.5, ,
1979,     8.6, ,    12.0, ,    16.2, ,    27.5, ,    22.7, ,    26.4, ,    61.5, ,    29.5, ,    36.6, , -9999.9,M, -9999.9,M,    25.6, , -9999.9,M,    47.5, ,    66.3, ,   117.3, , -9999.9,M,
1980,    27.8, ,     9.8, ,     5.3, ,     3.3, ,    48.2, ,    31.4, ,    26.1, ,    79.2, ,    53.2, ,    13.9, ,    32.2, ,    26.9, ,   357.4, ,    63.2, ,    56.8, ,   136.8, ,    99.3, ,
1981,    19.2, ,    21.9, ,    23.2, ,    34.4, ,     3.9, ,    72.8, ,    46.7, ,    11.4, ,    33.4, ,    70.0, ,    47.9, ,    53.9, ,   438.7, ,    68.0, ,    61.4, ,   130.9, ,   151.4, ,
1982,    12.0, ,    25.0, ,    11.3, ,    23.9, ,    48.4, ,    18.5, ,    40.8, ,    35.0, ,    67.3, ,    22.0, ,    37.2, ,    42.3, ,   383.8, ,    90.9, ,    83.7, ,    94.3, ,   126.4, ,
1983,    42.9, ,    33.5, ,    24.4, ,     2.6, ,    41.2, ,    15.4, ,   104.4, ,    74.4, ,    20.9, ,    47.0, ,    26.1, ,    15.6, ,   448.3, ,   118.7, ,    68.2, ,   194.2, ,    93.9, ,
1984,    45.0, ,    24.5, ,    17.3, ,     7.6, ,    22.3, ,    62.0, ,    89.3, ,    61.1, ,    44.4, ,   109.5, ,    29.7, ,    26.6, ,   539.3, ,    85.1, ,    47.2, ,   212.4, ,   183.6, ,
1985,    27.0, ,    26.6, ,    15.6, ,    25.4, ,    16.9, ,    15.2, ,    49.8, ,    75.8, ,    11.0, ,    35.6, ,    40.1, ,    23.9, ,   362.9, ,    80.2, ,    57.9, ,   140.8, ,    86.7, ,
1986,    53.6, ,    10.8, ,    35.7, ,     8.1, ,    50.7, ,    68.6, ,    39.1, ,    68.3, ,    20.2, ,    22.7, ,    34.0, ,    50.0, ,   461.8, ,    88.3, ,    94.6, ,   175.9, ,    77.0, ,
1987,    48.4, ,    22.3, ,    43.9, ,    21.3, ,    25.9, ,    45.5, ,    28.6, ,    64.8, ,    53.3, ,    34.7, ,    42.2, ,    30.9, ,   461.9, ,   120.7, ,    91.0, ,   138.9, ,   130.3, ,
1988,    25.3, ,    19.7, ,    11.2, ,    15.7, ,    72.5, ,    86.9, ,    96.7, ,    68.5, ,    30.5, ,    17.4, ,    37.8, ,    10.2, ,   492.4, ,    75.9, ,    99.3, ,   252.2, ,    85.7, ,
1989,    27.5, ,    12.6, ,    11.8, ,     5.1, ,    42.8, ,    24.6, ,    48.0, ,    24.1, ,    24.7, ,    40.3, ,    65.5, ,    38.1, ,   365.2, ,    50.3, ,    59.7, ,    96.8, ,   130.5, ,
1990,    21.1, ,    29.6, ,    14.4, ,     6.5, ,    20.4, ,    45.3, ,    35.1, ,   106.3, ,    52.6, ,    44.0, ,    52.4, ,    24.2, ,   451.9, ,    88.7, ,    41.3, ,   186.6, ,   149.0, ,
1991,    29.4, ,    22.8, ,    20.2, ,     8.2, ,    30.4, ,   119.8, ,    90.6, ,    34.0, ,    36.9, ,    86.6, ,    36.8, ,    42.2, ,   557.9, ,    76.5, ,    58.7, ,   244.4, ,   160.3, ,
1992,    30.3, ,    25.8, ,    39.0, ,    12.9, ,    43.7, ,    63.6, ,    29.4, ,    59.5, ,    58.0, ,    22.7, ,    38.5, ,    18.8, ,   442.2, ,    98.3, ,    95.6, ,   152.5, ,   119.2, ,
1993,    13.4, ,    37.5, ,    15.7, ,    56.6, ,    46.4, ,    28.3, ,    74.5, ,    88.0, ,    23.9, ,    24.1, ,    69.5, ,    39.8, ,   517.6, ,    69.8, ,   118.7, ,   190.8, ,   117.5, ,
1994,    29.3, ,    21.9, ,    15.2, ,    21.1, ,    42.5, ,    25.5, ,    32.0, ,    22.3, ,    74.0, ,    56.4, ,    24.0, ,     8.7, ,   373.0, ,    90.9, ,    78.8, ,    79.8, ,   154.4, ,
1995,    15.9, ,    28.0, ,    18.4, ,    15.1, ,    15.2, ,    67.9, ,    40.7, ,    83.1, ,    18.1, ,    20.0, ,    47.1, ,    30.8, ,   400.1, ,    52.6, ,    48.6, ,   191.7, ,    85.1, ,
1996,    12.7, ,    17.9, ,    27.3, ,     8.8, ,    14.7, ,    60.8, ,    60.5, ,    54.3, ,   128.3, ,    60.5, ,    19.8, ,    19.5, ,   485.0, ,    61.4, ,    50.8, ,   175.6, ,   208.6, ,
1997,    33.9, ,     8.8, ,     8.3, ,     4.1, ,    23.7, ,    45.1, ,   120.7, ,    49.5, ,    48.9, ,    39.6, ,    25.6, ,    24.9, ,   433.1, ,    62.2, ,    36.1, ,   215.3, ,   114.1, ,
1998,    37.7, ,    44.8, ,    14.2, ,    14.8, ,    22.1, ,    29.6, ,    47.0, ,    51.2, ,    40.4, ,    13.1, ,    31.2, ,    18.6, ,   364.6, ,   107.3, ,    51.1, ,   127.8, ,    84.7, ,
1999,    28.8, ,    15.6, ,     5.1, ,    15.9, ,    37.1, ,   144.9, ,    49.3, ,    54.1, ,    65.8, ,    35.1, ,    43.1, ,    38.7, ,   533.4, ,    62.9, ,    58.2, ,   248.3, ,   143.9, ,
2000,    23.7, ,    10.0, ,    18.9, ,     4.4, ,    30.4, ,    25.1, ,    57.2, ,   150.1, ,    43.6, ,    60.0, ,    31.9, ,    21.7, ,   477.0, ,    72.3, ,    53.7, ,   232.5, ,   135.5, ,
2001,    22.7, ,    14.0, ,    30.4, ,    21.4, ,    53.3, ,    14.4, ,    60.1, ,    59.9, ,    71.0, ,    32.9, ,    33.3, ,    28.0, ,   441.5, ,    58.4, ,   105.2, ,   134.4, ,   137.2, ,
2002,     8.0, ,    31.0, ,    12.2, ,    24.1, ,    43.1, ,    19.1, ,   121.6, ,    31.7, ,    53.0, ,    25.3, ,    28.5, ,    19.2, ,   416.8, ,    67.1, ,    79.5, ,   172.4, ,   106.7, ,
2003,    11.0, ,    13.2, ,    31.1, ,    25.2, ,    41.6, ,    56.4, ,    43.9, ,    40.7, ,    37.9, ,    56.4, ,    20.4, ,    10.2, ,   387.7, ,    43.4, ,    97.9, ,   140.9, ,   114.6, ,
2004,    38.8, ,    19.4, ,    29.1, ,    11.7, ,    13.6, ,    17.4, ,    15.8, ,    50.5, ,    44.9, ,    25.9, ,    16.9, ,    30.9, ,   314.9, ,    68.3, ,    54.4, ,    83.8, ,    87.7, ,
2005,    41.0, ,    19.2, ,    23.8, ,    11.0, ,    15.7, ,    75.7, ,   102.1, ,    53.2, ,    49.6, ,    25.3, ,    36.7, ,    20.4, ,   473.6, ,    91.1, ,    50.5, ,   231.0, ,   111.5, ,
2006,    21.1, ,    26.4, ,     5.5, ,    13.3, ,    26.5, ,    46.0, ,    45.8, ,    24.1, ,    27.3, ,    31.4, ,    36.5, ,    22.9, ,   326.7, ,    67.9, ,    45.4, ,   115.8, ,    95.2, ,
2007,    16.2, ,    21.7, ,    37.5, ,    19.3, ,    29.9, ,     4.1, ,    63.0, ,    61.3, ,    74.7, ,    29.9, ,    34.0, ,    26.7, ,   418.4, ,    60.8, ,    86.7, ,   128.5, ,   138.6, ,
2008,    20.1, ,    19.4, ,     9.8, ,    20.0, ,     7.8, ,   101.4, ,    26.5, ,    49.8, ,    55.5, ,    33.3, , -9999.9,M,    22.5, , -9999.9,M,    66.3, ,    37.6, ,   177.7, , -9999.9,M,
2009,    34.8, ,     9.6, ,    26.1, ,    15.2, ,    12.4, ,   118.7, ,    89.9, , -9999.9,M,    41.9, ,    27.0, ,    29.1, ,    16.2, , -9999.9,M,    66.9, ,    53.7, , -9999.9,M,    98.0, ,
2010,    29.2, ,    11.1, ,     1.9, ,    11.8, ,    55.1, ,    41.4, ,    41.1, , -9999.9,M, -9999.9,M, -9999.9,M,    18.9, ,    43.7, , -9999.9,M,    56.5, ,    68.8, , -9999.9,M, -9999.9,M,
