1935,   132.1, ,     8.8, ,     5.5, ,    11.9, ,    14.2, ,    32.9, ,    60.2, ,    18.5, ,     1.6, ,    78.7, ,    11.1, ,    11.3, ,   386.6, ,   197.8, ,    31.5, ,   111.6, ,    91.4, ,
1936,    27.8, ,    37.9, ,    38.2, ,    22.7, ,     7.2, ,    47.3, ,     8.6, ,     6.5, ,    13.4, ,     6.3, ,     0.0, ,    57.6, ,   273.5, ,    77.0, ,    68.1, ,    62.4, ,    19.7, ,
1937,    37.0, ,    46.8, ,    38.0, ,    45.8, ,    49.3, ,    31.9, ,    26.3, ,    44.4, ,    34.1, ,    35.7, ,    63.0, ,    49.1, ,   501.5, ,   141.3, ,   133.2, ,   102.6, ,   132.8, ,
1938,    44.7, ,    33.5, ,    16.3, ,    13.7, ,    49.5, ,    35.5, ,    29.9, ,    12.2, ,    22.0, ,    42.7, ,    28.8, ,    22.6, ,   351.4, ,   127.3, ,    79.5, ,    77.7, ,    93.5, ,
1939,    13.4, ,    11.2, ,    15.6, ,    16.6, ,    24.4, ,   109.7, ,     0.5, ,     0.0, ,    84.1, ,    35.6, ,    37.4, ,    46.7, ,   395.1, ,    47.1, ,    56.6, ,   110.2, ,   157.0, ,
1940,     6.0, ,    33.8, ,    22.0, ,    35.7, ,    28.6, ,    18.9, ,    30.9, ,    27.6, ,    73.8, ,    40.3, ,    35.8, ,    18.2, ,   371.5, ,    86.5, ,    86.3, ,    77.4, ,   149.9, ,
1941,    12.3, ,    12.3, ,     4.5, ,     3.4, ,    44.9, ,    35.2, ,    11.7, ,    30.1, ,    66.8, ,    21.8, ,    28.2, ,    24.4, ,   295.6, ,    42.8, ,    52.8, ,    77.0, ,   116.7, ,
1942,     9.6, ,    12.9, ,     2.9, ,    30.0, ,   110.1, ,    70.9, ,    46.2, ,    34.8, ,    30.5, ,    24.3, ,    33.1, ,    14.6, ,   419.8, ,    46.9, ,   143.0, ,   151.9, ,    87.9, ,
1943,    37.6, ,    20.3, ,    42.7, ,    26.6, ,    41.2, ,    46.5, ,    42.2, ,    13.3, ,     1.3, ,    54.0, ,     4.0, ,     0.7, ,   330.4, ,    72.5, ,   110.5, ,   102.0, ,    59.3, ,
1944,     2.2, ,     8.4, ,     4.0, ,    30.9, ,    24.6, ,    58.7, ,     9.2, ,    44.8, ,    12.3, ,     6.0, ,    10.4, ,    12.3, ,   223.9, ,    11.3, ,    59.6, ,   112.6, ,    28.7, ,
1945,    10.7, ,    19.6, ,    17.6, ,    23.6, ,    32.8, ,    96.6, ,    14.3, ,    13.7, ,    50.5, ,    33.4, ,    31.5, ,    30.2, ,   374.5, ,    42.7, ,    74.0, ,   124.6, ,   115.4, ,
1946,    16.3, ,     4.5, ,    25.1, ,     5.5, ,    65.0, ,    84.1, ,    15.2, ,     8.6, ,    40.9, ,    35.5, ,    47.2, ,    15.6, ,   363.6, ,    51.0, ,    95.7, ,   108.0, ,   123.6, ,
1947,    13.4, , -9999.9,M, -9999.9,M,     1.6, ,    16.4, ,    54.9, ,     9.2, ,    77.0, ,    20.0, ,    81.0, ,    35.7, ,    10.7, , -9999.9,M, -9999.9,M, -9999.9,M,   141.1, ,   136.8, ,
1948,    12.2, ,    50.3, ,    22.5, ,    42.9, ,    92.2, ,    57.7, ,    46.2, ,    17.1, ,     5.5, ,     8.9, ,     4.8, ,    11.8, ,   372.3, ,    73.3, ,   157.6, ,   121.0, ,    19.3, ,
1949,    10.0, ,    13.9, ,     4.9, ,    17.3, ,    40.4, ,    38.0, ,    33.9, ,    27.3, ,    25.9, ,    37.5, ,    23.8, ,    85.0, ,   358.0, ,    35.7, ,    62.6, ,    99.3, ,    87.2, ,
1950,    55.3, ,     6.8, ,    53.3, ,    14.8, ,     6.0, ,    23.2, ,    31.2, ,    21.6, ,     6.6, ,    71.5, ,    20.7, ,    43.5, ,   354.3, ,   147.0, ,    74.1, ,    76.0, ,    98.7, ,
1951,    35.6, ,    30.3, ,    25.7, ,    18.4, ,   101.0, ,    34.4, ,    26.1, ,    68.6, ,    39.5, ,    67.4, ,    10.1, ,    57.8, ,   514.9, ,   109.4, ,   145.0, ,   129.1, ,   117.0, ,
1952,    22.4, ,     7.1, ,     4.9, ,    24.6, ,    25.4, ,    71.7, ,    12.5, ,    35.6, ,    31.2, ,     3.1, ,     3.8, ,    12.8, ,   255.3, ,    87.4, ,    54.9, ,   119.9, ,    38.1, ,
1953, -9999.9,M,    36.1, ,    12.0, ,    34.9, ,    15.6, ,   100.7, ,    10.9, ,    17.0, ,    14.4, ,     6.9, ,    28.6, ,    10.1, , -9999.9,M, -9999.9,M,    62.5, ,   128.6, ,    49.8, ,
1954,    90.2, , -9999.9,M,    27.4, ,    26.2, ,    50.6, ,    57.0, ,    29.9, ,    83.7, ,     8.3, ,    24.1, ,    20.6, ,     8.4, , -9999.9,M, -9999.9,M,   104.2, ,   170.6, ,    53.0, ,
1955,    23.9, ,    42.4, ,    21.2, ,    36.2, ,    48.2, ,    33.5, ,   106.5, ,     9.7, ,    20.7, ,    36.8, ,    31.5, ,    30.2, ,   440.8, ,    74.8, ,   105.6, ,   149.7, ,    89.0, ,
1956,    21.2, ,    26.9, ,    29.2, ,    24.7, ,    12.0, ,    60.4, ,    31.1, ,    33.1, ,    16.7, ,    31.2, ,     1.1, ,    36.9, ,   324.7, ,    78.3, ,    65.9, ,   124.7, ,    49.0, ,
1957,    29.2, ,    20.8, ,     4.2, ,    23.1, ,    38.7, ,   107.6, ,    14.7, ,    18.6, ,     5.2, ,    37.9, ,    13.8, ,    14.2, ,   328.2, ,    86.8, ,    66.1, ,   140.9, ,    56.9, ,
1958,    19.6, ,    40.1, ,    28.9, ,    43.7, ,     5.2, ,    75.9, ,    44.2, ,    11.3, ,    45.3, ,    20.0, ,    42.7, ,    27.3, ,   404.0, ,    73.9, ,    77.8, ,   131.3, ,   108.0, ,
1959,    55.7, ,    22.8, ,    37.0, ,    25.0, ,   141.1, ,    75.8, ,    17.0, ,    88.3, ,    92.9, ,    50.5, ,    40.7, ,    22.7, ,   669.4, ,   105.8, ,   203.1, ,   181.0, ,   184.0, ,
1960,     9.5, ,    21.2, ,    13.5, ,    18.9, ,    40.3, ,    12.8, ,    15.4, ,    43.0, ,    25.1, ,    22.1, ,    44.1, ,     7.5, ,   273.5, ,    53.4, ,    72.7, ,    71.3, ,    91.3, ,
1961,    26.5, ,    45.5, ,    26.1, ,    29.6, ,    62.0, ,    46.2, ,    52.8, ,    46.9, ,    62.2, ,    41.3, ,    25.6, ,    36.7, ,   501.4, ,    79.5, ,   117.7, ,   145.9, ,   129.2, ,
1962,    26.7, ,    22.4, ,    24.0, ,    22.4, ,    42.7, ,    20.9, ,    20.4, ,    59.5, ,    29.5, ,    25.9, ,    44.4, , -9999.9,M, -9999.9,M,    85.7, ,    89.2, ,   100.8, ,    99.8, ,
1963,    27.7, ,    15.3, , -9999.9,M,    24.7, ,    26.6, ,   188.6, ,    72.7, ,    25.1, ,    25.2, ,    11.3, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   286.4, , -9999.9,M,
1964,     6.9, ,    12.0, , -9999.9,M,    54.7, ,    29.1, ,    44.2, ,    23.4, ,    31.7, ,    58.9, , -9999.9,M,    18.2, ,    60.6, , -9999.9,M, -9999.9,M, -9999.9,M,    99.3, , -9999.9,M,
1965,    10.4, ,    11.8, ,     9.0, ,    19.3, ,    47.3, ,    59.8, ,    11.6, ,    62.6, ,    72.0, ,     5.0, ,    43.1, ,    29.8, ,   381.5, ,    82.7, ,    75.5, ,   134.0, ,   120.0, ,
1966, -9999.9,M,     4.4, ,     5.0, ,    27.3, ,    50.7, ,    35.5, ,    32.4, , -9999.9,M,     6.0, ,    22.4, ,    76.2, ,    12.6, , -9999.9,M, -9999.9,M,    83.0, , -9999.9,M,   104.6, ,
1967,    27.0, ,    18.9, ,    27.2, ,     1.9, ,    57.2, ,    53.3, ,    11.9, ,     0.1, ,     9.0, ,    38.9, ,     6.0, ,    23.3, ,   274.7, ,    58.4, ,    86.3, ,    65.3, ,    53.9, ,
1968,    25.8, ,     2.1, ,    13.1, ,    28.6, ,   100.2, ,    61.4, ,    42.5, ,    44.6, ,    46.7, ,    35.9, ,    42.6, ,    65.7, ,   509.1, ,    51.2, ,   141.8, ,   148.5, ,   125.1, ,
1969,    53.7, ,    11.4, ,     5.3, ,    66.3, ,    87.0, ,   163.4, ,     8.9, ,     4.5, ,    45.7, ,    11.2, ,     5.7, ,    15.9, ,   479.0, ,   130.8, ,   158.6, ,   176.8, ,    62.6, ,
1970,    36.9, ,    13.1, ,    10.9, ,    33.3, ,    36.5, ,    84.9, ,    33.1, ,    26.0, ,    52.8, ,    36.3, ,    37.6, ,    29.0, ,   430.4, ,    65.9, ,    80.7, ,   144.0, ,   126.7, ,
1971,    58.4, ,    11.5, ,    11.1, ,    42.6, ,    40.7, ,    68.4, ,    33.5, ,    31.4, ,    47.9, ,    29.8, ,    14.9, ,    50.6, ,   441.0, ,    98.8, ,    94.5, ,   133.4, ,    92.7, ,
1972,    36.7, ,    19.2, ,    18.2, ,    36.0, ,    31.0, ,    79.5, ,    41.9, ,    42.0, ,    67.7, ,    29.5, ,    12.5, ,    42.0, ,   456.1, ,   106.5, ,    85.2, ,   163.4, ,   109.6, ,
1973,    14.8, ,    16.7, ,    38.5, ,    17.8, ,    44.2, ,    36.4, ,     9.0, ,    54.1, ,    22.1, ,    25.3, ,    51.4, ,    20.3, ,   350.5, ,    73.5, ,   100.4, ,    99.6, ,    98.7, ,
1974,    37.9, ,    19.8, ,    28.0, ,    73.8, ,    65.4, ,    38.9, ,    48.2, ,    35.9, ,    15.6, ,     2.3, ,    43.7, ,    11.5, ,   421.0, ,    77.9, ,   167.3, ,   122.9, ,    61.6, ,
1975,    31.6, ,    50.0, ,    24.8, ,    17.9, ,    24.7, ,    33.2, ,    59.7, ,   121.8, ,    29.9, ,    44.7, ,    13.8, ,    33.1, ,   485.2, ,    93.1, ,    67.3, ,   214.7, ,    88.5, ,
1976,    16.9, ,    20.7, ,    17.5, ,    31.6, ,    56.6, ,    69.6, ,    32.9, ,   108.3, ,    22.7, ,    23.7, ,     5.9, ,     9.2, ,   415.6, ,    70.7, ,   105.7, ,   210.8, ,    52.3, ,
1977,    12.6, ,     5.1, ,    31.3, ,     1.9, ,    77.2, ,    28.0, ,    35.8, ,    41.1, ,    74.6, ,     8.9, ,    29.0, ,    38.2, ,   383.5, ,    26.9, ,   110.4, ,   104.9, ,   112.4, ,
1978,    29.9, ,     8.7, ,    15.2, ,    56.7, ,    79.7, ,    44.6, ,    70.4, ,    88.9, ,    51.4, ,     6.0, ,    30.2, ,    10.3, ,   492.1, ,    76.7, ,   151.6, ,   203.9, ,    87.6, ,
1979,    15.3, ,    13.8, ,    14.1, ,    39.9, ,    63.7, ,     8.9, ,    29.9, ,    28.3, ,    13.8, ,    28.0, ,     9.8, ,    48.4, ,   314.0, ,    39.5, ,   117.7, ,    67.1, ,    51.6, ,
1980,    35.2, ,    28.3, ,    40.6, ,    26.7, ,    84.8, ,    61.9, ,    26.2, ,    61.8, ,    24.4, ,    36.8, ,    45.5, ,    61.8, ,   534.0, ,   111.9, ,   152.1, ,   149.9, ,   106.7, ,
1981,    34.6, ,    18.5, ,    23.3, ,    23.4, ,   107.9, ,   100.1, ,   104.1, ,    21.3, ,    32.4, ,    23.7, ,    16.5, ,    30.5, ,   536.2, ,   114.9, ,   154.6, ,   225.5, ,    72.5, ,
1982,    25.8, ,    24.6, ,    25.4, ,    12.6, ,    46.0, ,    73.5, ,    58.2, ,    39.4, ,    89.4, ,    17.4, ,    22.4, ,    38.5, ,   473.1, ,    80.9, ,    84.0, ,   171.0, ,   129.2, ,
1983,    15.8, ,    19.8, ,    26.7, ,    82.2, ,     8.5, ,    96.3, ,    64.5, ,    57.4, ,    20.1, ,    23.5, ,    54.8, ,    35.7, ,   505.4, ,    74.1, ,   117.4, ,   218.2, ,    98.5, ,
1984,    10.5, ,    11.9, ,    24.1, ,    25.4, ,    63.3, ,   104.2, ,    20.3, ,    30.1, ,    49.7, ,    13.9, ,    45.9, ,    36.6, ,   436.0, ,    58.2, ,   112.8, ,   154.6, ,   109.5, ,
1985,     4.0, ,     8.3, ,     5.7, ,    24.3, ,    40.4, ,    44.7, ,    10.7, ,    52.3, ,    73.9, ,    54.1, ,     8.6, ,    10.9, ,   338.0, ,    49.0, ,    70.4, ,   107.6, ,   136.7, ,
1986,    20.3, ,    48.4, ,    25.4, ,    37.4, ,    52.0, ,    50.0, ,    55.2, ,    14.2, ,    60.6, ,    34.9, ,    65.8, ,    10.5, ,   474.6, ,    79.6, ,   114.8, ,   119.4, ,   161.2, ,
1987,     7.0, ,    17.0, ,    21.3, ,    49.4, ,    18.1, ,    29.9, ,    78.8, ,    36.4, ,    21.9, ,     6.0, ,     8.3, ,    31.0, ,   325.3, ,    34.5, ,    88.8, ,   145.1, ,    36.3, ,
1988,    13.2, ,     2.5, ,    28.1, ,    37.4, ,    46.1, ,    91.8, ,    26.9, ,    34.7, ,    49.3, ,    16.8, ,    41.1, ,    21.1, ,   409.2, ,    46.7, ,   111.7, ,   153.5, ,   107.3, ,
1989,    34.6, ,    22.9, ,    48.5, ,    34.6, ,    40.4, ,    56.9, ,    36.6, ,   117.2, ,    25.6, ,    44.6, ,    17.7, ,    33.3, ,   512.9, ,    78.6, ,   123.5, ,   210.7, ,    87.8, ,
1990,    30.9, ,    16.1, ,    10.0, ,    37.8, ,   129.7, ,    55.5, ,    80.3, ,    45.9, ,     3.7, ,    53.2, ,    62.1, ,    23.7, ,   548.9, ,    80.3, ,   177.4, ,   181.7, ,   119.1, ,
1991,    14.1, ,    25.8, ,    38.2, ,    25.1, ,    64.9, ,    47.5, ,    45.3, ,    25.3, ,    35.1, ,    23.7, ,    33.2, ,     6.2, ,   384.4, ,    63.6, ,   128.2, ,   118.1, ,    91.9, ,
1992,    25.6, ,    20.0, ,    10.5, ,    44.8, ,    47.6, ,    55.9, ,    91.9, ,    15.5, ,    35.6, ,    30.6, ,    36.5, ,    31.3, ,   445.8, ,    51.9, ,   102.9, ,   163.3, ,   102.7, ,
1993,     7.8, ,    16.8, ,    19.0, ,    53.3, ,    57.6, ,   139.7, ,   124.6, ,    46.4, ,    44.8, ,    14.2, ,    19.2, ,    30.8, ,   574.1, ,    55.8, ,   129.9, ,   310.7, ,    78.2, ,
1994, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   101.0, ,    11.1, ,    31.7, ,    14.5, ,    37.2, , -9999.9,M,    25.7, , -9999.9,M, -9999.9,M, -9999.9,M,   143.8, , -9999.9,M,
1995,    28.4, ,    17.9, ,    58.9, ,    41.4, ,    40.1, ,   165.0, ,    90.9, ,    52.7, ,    36.4, ,    35.7, ,    67.2, ,    46.6, ,   681.2, ,    71.9, ,   140.4, ,   308.6, ,   139.3, ,
1996,    26.3, ,    37.1, ,    30.0, ,    54.2, ,    57.8, ,    65.3, ,    70.2, ,     7.7, ,    59.1, ,    34.6, ,    93.1, ,    76.3, ,   611.6, ,   109.9, ,   142.0, ,   143.2, ,   186.9, ,
1997,    31.3, ,    11.0, ,    27.8, ,    18.7, ,    52.7, ,    65.0, ,    32.6, ,    30.8, ,    51.6, ,    22.9, ,     5.4, ,     9.9, ,   359.7, ,   118.6, ,    99.2, ,   128.4, ,    79.8, ,
1998,    56.3, ,    10.6, ,    59.1, ,    24.9, ,   121.0, ,    87.2, ,    39.9, ,    23.5, ,    32.6, ,    20.1, ,    33.0, ,    24.4, ,   532.5, ,    76.7, ,   205.0, ,   150.6, ,    85.7, ,
1999,    24.2, ,    18.1, ,    28.2, ,    33.2, ,    34.1, ,    59.8, ,    45.3, ,    59.3, ,     9.0, ,    31.2, ,    67.4, , -9999.9,M, -9999.9,M,    66.7, ,    95.5, ,   164.4, ,   107.7, ,
2000,    31.7, ,    15.6, ,    37.1, ,    41.9, ,    38.9, ,    36.7, ,    14.7, ,    43.3, ,    14.1, ,    14.3, ,    18.1, ,    27.3, ,   333.8, , -9999.9,M,   117.9, ,    94.7, ,    46.5, ,
2001,     8.5, ,    11.3, ,    40.8, ,    40.0, ,    27.9, ,    49.5, ,    39.9, ,    14.8, ,    22.3, ,    13.6, ,    31.5, ,    12.6, ,   312.9, ,    47.2, ,   108.8, ,   104.3, ,    67.4, ,
2002,    29.4, ,    28.3, ,    39.9, ,    57.3, ,   109.9, ,    68.8, ,    49.4, ,    23.3, ,    48.4, ,    15.1, ,    17.3, , -9999.9,M, -9999.9,M,    70.3, ,   207.2, ,   141.4, ,    80.8, ,
2003, -9999.9,M, -9999.9,M, -9999.9,M,    65.3, ,    51.0, ,    87.5, ,     8.9, ,    17.0, ,    39.2, ,    27.5, ,    29.3, ,    17.3, , -9999.9,M, -9999.9,M, -9999.9,M,   113.4, ,    96.0, ,
2004,    34.3, ,     6.0, ,    13.3, ,    31.3, ,    43.8, ,    50.3, ,    53.9, ,   106.2, ,    74.7, ,    22.1, ,    12.3, ,    33.6, ,   481.8, ,    57.6, ,    88.4, ,   210.4, ,   109.1, ,
2005,    19.5, ,     8.3, ,    14.9, ,    24.2, ,    52.5, ,   159.1, ,    37.3, ,    54.6, ,    86.6, ,    45.8, ,    54.7, ,    26.5, ,   583.9, ,    61.4, ,    91.5, ,   251.0, ,   187.2, ,
2006,    48.7, ,    11.3, ,    18.0, ,    53.4, ,    58.4, ,    68.4, ,    45.1, ,    36.6, ,    27.9, ,    24.0, ,    86.9, ,    40.9, ,   519.7, ,    86.4, ,   129.8, ,   150.2, ,   138.8, ,
2007,    28.9, ,    23.5, ,    26.6, ,    28.9, ,    99.8, ,    94.7, ,    26.2, ,    19.9, ,    18.5, ,    37.2, ,    19.3, ,    23.0, ,   446.4, ,    93.3, ,   155.3, ,   140.9, ,    75.0, ,
2008,    30.4, ,     7.1, ,    18.3, ,    21.7, ,    74.2, ,    70.4, ,    54.0, ,    25.7, ,    47.7, ,    21.5, ,     6.0, ,    30.2, ,   407.3, ,    60.4, ,   114.3, ,   150.1, ,    75.1, ,
2009,     6.7, ,    14.9, ,    40.5, ,    33.2, ,    26.6, ,    58.4, ,   134.7, ,    60.3, ,    23.4, ,    53.7, ,    18.4, ,    23.4, ,   494.3, ,    51.8, ,   100.3, ,   253.4, ,    95.6, ,
2010,    19.1, ,     2.4, , -9999.9,M,    45.4, ,    74.0, ,    71.2, ,    40.8, ,    56.0, ,    61.1, ,    35.0, ,    46.3, ,    11.4, , -9999.9,M,    45.0, , -9999.9,M,   168.0, ,   142.4, ,
2011,    30.3, ,    14.6, ,    21.3, ,    39.0, ,    67.1, ,   108.3, ,    33.7, ,    29.4, ,    19.7, ,    23.0, , -9999.9,M,    14.5, , -9999.9,M,    56.3, ,   127.5, ,   171.4, , -9999.9,M,
