1951,   135.0, ,    72.0, ,   112.8, ,   124.0, ,    39.2, ,   111.5, ,    68.5, ,    75.5, ,    51.8, ,    46.7, ,   105.9, ,   153.3, ,  1096.1, ,   322.4, ,   276.0, ,   255.4, ,   204.4, ,
1952,   103.9, ,    73.8, ,    90.6, ,    39.3, ,   145.0, ,   112.4, ,   138.4, ,   127.3, ,    65.7, ,    45.9, ,    69.1, ,   114.7, ,  1126.1, ,   330.9, ,   275.0, ,   378.0, ,   180.8, ,
1953,    85.4, ,    35.8, ,   130.2, ,    59.5, ,    49.7, ,    74.9, ,    58.9, ,    56.3, ,   104.1, ,    20.6, ,    41.8, ,   132.4, ,   849.5, ,   235.9, ,   239.4, ,   190.1, ,   166.5, ,
1954,   116.2, ,    96.5, ,    80.2, ,   133.1, ,    84.4, ,   121.8, ,    47.1, ,    75.9, ,   140.3, ,    73.9, ,   115.8, ,   194.1, ,  1279.4, ,   345.1, ,   297.7, ,   244.9, ,   330.0, ,
1955,    89.6, ,    68.3, ,   134.0, ,    49.2, ,    49.6, ,    58.1, ,    29.6, ,    93.5, ,    79.7, ,   167.5, ,    48.2, ,    63.8, ,   931.1, ,   351.9, ,   232.9, ,   181.2, ,   295.4, ,
1956,    61.4, ,   106.9, ,    74.9, ,   119.1, ,   113.7, ,    54.0, ,    91.7, ,   139.6, ,    38.3, ,    40.8, ,   111.6, ,    72.4, ,  1024.5, ,   232.1, ,   307.7, ,   285.3, ,   190.7, ,
1957,   124.0, ,    60.8, ,    11.6, ,    57.7, ,    52.1, ,   181.0, ,    74.7, ,    20.1, ,   201.9, ,    91.7, ,    90.0, ,    99.8, ,  1065.3, ,   257.1, ,   121.4, ,   275.8, ,   383.6, ,
1958,    54.8, ,    98.7, ,    43.4, ,    44.0, ,    45.6, ,    87.5, ,   133.4, ,   106.1, ,   163.7, ,    70.9, ,    90.8, ,   120.3, ,  1059.2, ,   253.3, ,   133.0, ,   327.0, ,   325.4, ,
1959,   113.9, ,    83.6, ,    58.5, ,    37.6, ,    54.6, ,    43.7, ,    66.8, ,   147.8, ,   163.6, ,    90.9, ,   107.3, ,   105.4, ,  1073.7, ,   317.8, ,   150.7, ,   258.2, ,   361.9, ,
1960,    76.2, ,   156.3, ,    44.2, ,    91.2, ,   115.2, ,    54.1, ,    72.1, ,    44.8, ,    45.6, ,    66.0, ,    71.5, ,    91.0, ,   928.1, ,   338.0, ,   250.5, ,   171.0, ,   183.1, ,
1961,    35.8, ,    69.8, ,    58.2, ,    88.4, ,    74.3, ,   100.7, ,   116.0, ,    92.3, ,    51.0, ,    29.8, ,    71.2, ,    86.8, ,   874.2, ,   196.6, ,   220.9, ,   308.9, ,   152.0, ,
1962,    89.5, ,   103.7, ,    49.3, ,   104.4, ,    54.1, ,    90.9, ,    85.8, ,    56.3, ,    81.5, ,   123.0, ,    65.6, ,    79.9, ,   983.9, ,   279.9, ,   207.8, ,   233.0, ,   270.1, ,
1963,    48.1, ,    78.0, ,    91.5, ,    95.0, ,    73.0, ,    58.5, ,    91.5, ,    91.5, ,   116.4, ,    17.2, ,   170.3, ,    67.0, ,   998.0, ,   206.0, ,   259.5, ,   241.5, ,   303.9, ,
1964,    88.5, ,    29.4, ,    59.1, ,    62.0, ,    64.7, ,    40.5, ,    86.4, ,    78.9, ,    50.3, ,    58.0, ,    83.8, ,   115.3, ,   817.0, ,   185.0, ,   185.8, ,   205.8, ,   192.1, ,
1965,    79.5, ,    88.3, ,    27.9, ,    54.6, ,    40.1, ,    35.3, ,    83.4, ,   213.3, ,   109.3, ,   141.3, ,   105.2, ,    94.0, ,  1072.2, ,   283.1, ,   122.6, ,   332.0, ,   355.8, ,
1966,    70.3, ,    50.7, ,    71.1, ,    27.4, ,    74.3, ,   102.5, ,    77.7, ,    91.1, ,    57.2, ,    49.1, ,   154.7, ,   162.3, ,   988.4, ,   215.0, ,   172.8, ,   271.3, ,   261.0, ,
1967,   124.9, ,    82.0, ,    38.8, ,    82.9, ,    70.0, ,   156.6, ,    72.3, ,    77.8, ,   142.3, ,   112.5, ,   118.4, ,    69.7, ,  1148.1, ,   369.2, ,   191.7, ,   306.6, ,   373.2, ,
1968,   105.6, ,    56.4, ,   116.7, ,    47.0, ,    68.6, ,   111.4, ,    67.1, ,    84.3, ,   132.2, ,    70.5, ,    99.9, ,    77.2, ,  1037.1, ,   231.7, ,   232.4, ,   262.8, ,   302.6, ,
1969,    81.5, ,    32.2, ,    47.1, ,   143.2, ,   100.0, ,    82.9, ,   115.5, ,    48.5, ,    34.3, ,    59.9, ,   125.6, ,    93.6, ,   964.2, ,   190.9, ,   290.3, ,   246.9, ,   219.8, ,
1970,    41.4, ,   106.1, ,    66.9, ,    70.6, ,    89.9, ,    34.0, ,    84.2, ,    46.8, ,   111.6, ,    97.9, ,   109.8, ,   138.1, ,   997.4, ,   241.1, ,   227.4, ,   165.1, ,   319.3, ,
1971,    93.8, ,   161.1, ,    81.5, ,    50.2, ,    37.8, ,   122.4, ,   130.5, ,    80.8, ,    60.6, ,    68.0, ,    91.8, ,   114.0, ,  1092.7, ,   392.9, ,   169.6, ,   333.8, ,   220.5, ,
1972,    97.6, ,   158.4, ,   106.1, ,    52.1, ,    67.8, ,   196.6, ,   125.8, ,   193.7, ,    86.3, ,   105.7, ,   112.0, ,   208.3, ,  1510.4, ,   369.9, ,   226.0, ,   516.1, ,   304.0, ,
1973,    71.9, ,    76.0, ,   121.3, ,   110.0, ,   121.3, ,   136.1, ,   114.0, ,   121.5, ,    45.8, ,    76.2, ,    82.4, ,   167.4, ,  1243.8, ,   356.2, ,   352.5, ,   371.5, ,   204.5, ,
1974,    79.9, ,    53.9, ,   127.3, ,    83.0, ,   161.3, ,    88.3, ,    70.4, ,    30.3, ,    74.7, ,    58.7, ,   110.7, ,   158.9, ,  1097.3, ,   301.1, ,   371.6, ,   188.9, ,   244.2, ,
1975,   110.9, ,    56.0, ,    93.7, ,    68.4, ,    38.7, ,    66.8, ,    95.5, ,    27.3, ,   119.2, ,    92.1, ,   105.3, ,   117.3, ,   991.2, ,   325.8, ,   200.7, ,   189.6, ,   316.7, ,
1976,    91.6, ,   151.6, ,   153.9, ,    45.4, ,   106.6, ,   144.5, , -9999.9,M,    91.3, ,   119.9, ,    81.2, , -9999.9,M,    76.0, , -9999.9,M,   360.6, ,   305.8, , -9999.9,M, -9999.9,M,
1977,    97.3, ,    79.6, ,   140.9, ,    61.8, ,    76.8, ,    79.5, ,   112.0, ,   120.7, ,   115.1, ,    90.7, ,   129.3, ,   150.2, ,  1253.8, ,   252.9, ,   279.5, ,   312.1, ,   335.1, ,
1978,   151.6, ,    11.4, ,   105.7, ,    86.1, ,    58.0, ,    55.1, ,    26.4, ,   107.6, ,    74.0, ,    49.4, ,    80.1, ,   132.7, ,   938.2, ,   313.2, ,   249.8, ,   189.1, ,   203.5, ,
1979,   120.7, ,    34.0, ,    62.7, ,   112.3, ,   103.3, ,    92.1, ,   114.9, ,    86.8, ,    56.0, ,   121.0, ,   108.5, ,   105.0, ,  1117.3, ,   287.4, ,   278.3, ,   293.7, ,   285.5, ,
1980,    42.3, ,    50.3, ,   126.3, ,   105.1, ,    57.9, ,    88.2, ,   160.8, ,    45.9, ,    91.6, ,   114.1, ,    54.0, ,   118.5, ,  1055.0, ,   197.5, ,   289.3, ,   294.9, ,   259.7, ,
1981,    43.7, ,   121.3, ,    46.8, ,    72.6, ,   125.6, ,   132.3, ,    46.9, ,   107.1, ,   102.2, ,   129.7, ,    53.8, ,    46.5, ,  1028.5, ,   283.5, ,   245.0, ,   286.3, ,   285.7, ,
1982,    83.1, ,    40.9, ,    61.9, ,    70.3, ,    47.0, ,    81.6, ,    71.1, ,    66.8, ,   115.1, ,    54.4, ,   137.2, ,   112.6, ,   942.3, ,   170.6, ,   179.3, ,   219.5, ,   306.8, ,
1983,    94.6, ,    69.7, ,    61.1, ,    92.1, ,   147.7, ,    57.3, ,    67.3, ,    45.1, ,    60.7, ,   123.8, ,   111.9, ,   139.1, ,  1070.5, ,   276.9, ,   300.9, ,   169.7, ,   296.4, ,
1984,    58.9, ,   104.6, ,    35.0, ,   118.1, ,   119.1, ,    73.6, ,    61.0, ,   210.7, ,    17.6, ,    53.6, ,    83.7, ,   122.9, ,  1058.8, ,   302.7, ,   272.2, ,   345.3, ,   154.9, ,
1985,    65.5, ,    87.1, ,   111.4, ,    58.5, ,    73.7, ,    87.7, ,   102.4, ,    50.0, ,    64.1, ,    75.3, ,    72.2, ,    78.1, ,   926.1, ,   275.6, ,   243.6, ,   240.1, ,   211.7, ,
1986,    65.9, ,    43.6, ,    69.5, ,    36.0, ,   206.5, ,    88.5, ,   123.4, ,   140.0, ,   150.8, ,    64.1, ,    52.5, ,    95.5, ,  1136.2, ,   187.5, ,   312.0, ,   351.9, ,   267.4, ,
1987,    65.0, ,    39.8, ,    76.0, ,    56.3, ,    93.5, ,   101.0, ,   140.6, ,    85.3, ,   128.2, ,    82.3, ,   126.6, ,    92.8, ,  1087.6, ,   200.3, ,   225.9, ,   327.0, ,   337.2, ,
1988,    76.2, ,    97.9, ,    36.1, ,    90.4, ,    27.2, ,    88.2, ,    71.6, ,   154.9, ,    60.4, ,   120.3, ,    80.6, ,    64.7, ,   968.6, ,   266.9, ,   153.8, ,   314.7, ,   261.4, ,
1989,    78.6, ,    40.0, ,    76.2, ,    24.3, ,    99.8, ,    94.9, ,    65.5, ,    57.8, ,    62.5, ,   107.1, ,   144.1, ,    70.6, ,   921.5, ,   183.3, ,   200.2, ,   218.2, ,   313.8, ,
1990,   102.2, ,    81.3, ,    37.3, ,    85.9, ,    50.5, ,    75.7, ,    73.2, ,    63.7, ,   107.9, ,   118.2, ,    86.0, ,   148.7, ,  1030.5, ,   254.1, ,   173.7, ,   212.6, ,   312.0, ,
1991,    77.7, ,    62.8, ,    92.4, ,   122.6, ,    86.7, ,    15.5, ,    78.0, ,    85.5, ,   100.8, ,   123.7, ,    53.0, ,    80.7, ,   979.4, ,   289.2, ,   301.8, ,   179.0, ,   277.5, ,
1992,    93.6, ,   113.9, ,    95.9, ,    66.1, ,    74.3, ,    43.5, ,   187.5, ,   128.5, ,    70.9, ,    46.7, ,   118.7, ,    63.0, ,  1102.7, ,   288.2, ,   236.4, ,   359.5, ,   236.4, ,
1993,   161.3, ,    80.6, ,   110.8, ,   127.3, ,    99.1, ,   100.4, ,    51.9, ,   143.9, ,   107.6, ,   141.5, ,   116.5, ,    83.9, ,  1324.9, ,   305.0, ,   337.2, ,   296.2, ,   365.6, ,
1994,    74.8, ,    57.1, ,    76.6, ,    86.3, ,   110.2, ,   147.0, ,    93.2, ,   131.4, ,    65.6, ,    24.7, ,    95.2, ,    68.4, ,  1030.5, ,   215.8, ,   273.1, ,   371.6, ,   185.5, ,
1995,   132.1, ,    30.0, ,    40.5, ,    59.6, ,    97.7, ,    65.4, , -9999.9,M,    98.3, ,    48.2, ,   166.8, ,   141.7, ,    79.2, , -9999.9,M,   230.5, ,   197.8, , -9999.9,M,   356.6, ,
1996,   102.6, ,    93.2, ,    30.6, ,   117.6, ,    66.6, ,    60.8, ,   146.1, ,    76.7, ,   175.6, ,    79.5, ,    68.3, ,   113.6, ,  1131.4, ,   274.9, ,   214.9, ,   283.6, ,   323.5, ,
1997,   125.8, ,   130.7, ,   104.8, ,    48.9, ,    73.9, ,   104.9, ,    75.0, ,    74.3, ,    97.6, ,    44.7, ,    64.2, , -9999.9,M, -9999.9,M,   370.1, ,   227.6, ,   254.2, ,   206.6, ,
1998, -9999.9,M,    10.4, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    96.6, ,    62.8, ,    69.2, ,    67.8, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   228.5, ,
1999,   132.3, ,    41.8, ,    39.1, ,    25.6, ,    80.5, ,    45.5, , -9999.9,M,    51.3, ,   151.7, ,    75.6, ,    71.5, ,    95.4, , -9999.9,M,   241.9, ,   145.2, , -9999.9,M,   298.9, ,
2000,    65.6, ,    94.7, ,    86.4, ,   112.0, ,   110.0, , -9999.9,M,    81.6, ,   145.9, ,    87.4, ,    32.5, ,   108.3, ,   146.7, , -9999.9,M,   255.7, ,   308.3, , -9999.9,M,   228.2, ,
2001,    62.8, ,   103.6, ,    36.7, ,    13.6, ,   116.3, , -9999.9,M,    70.8, , -9999.9,M,    87.5, ,   104.8, ,    88.3, ,   108.6, , -9999.9,M,   313.1, ,   166.6, , -9999.9,M,   280.7, ,
2002,    48.8, ,    31.0, ,    97.8, ,    56.8, ,   162.1, , -9999.9,M,    42.1, ,    70.4, ,    48.7, ,    93.6, ,   109.6, ,    32.3, , -9999.9,M,   188.4, ,   316.8, , -9999.9,M,   251.8, ,
2003,    29.5, ,    60.7, ,    54.7, ,    55.9, ,   121.5, , -9999.9,M,    74.7, , -9999.9,M,    88.1, ,   148.2, ,   125.9, ,   120.7, , -9999.9,M,   122.5, ,   232.1, , -9999.9,M,   362.2, ,
2004,    72.6, ,    36.7, ,    99.1, ,    12.7, ,    95.8, ,    58.9, ,    88.6, ,    98.8, ,   119.7, ,    96.1, ,    85.4, ,   109.3, ,   973.6, ,   230.0, ,   207.6, ,   246.3, ,   301.1, ,
2005,    38.2, ,    28.1, ,    30.2, ,   127.1, ,    46.6, ,    94.5, ,    79.0, ,    75.0, ,   130.9, ,    75.6, ,   133.8, ,   105.9, ,   964.8, ,   175.6, ,   203.8, ,   248.5, ,   340.3, ,
2006,    91.0, ,    64.6, ,    28.7, ,    96.2, ,   130.6, ,   116.5, ,   162.3, ,   119.3, ,   178.2, ,   170.6, ,   126.8, ,    62.4, ,  1347.3, ,   261.5, ,   255.5, ,   398.1, ,   475.6, ,
2007,    78.2, ,    26.7, ,    82.8, ,   122.6, ,    43.1, ,    82.3, ,   233.5, ,    68.1, ,    50.4, ,   128.9, ,   101.9, ,   183.5, ,  1202.0, ,   167.3, ,   248.5, ,   383.9, ,   281.2, ,
2008,   106.2, ,   125.6, ,   138.7, ,    77.6, ,    93.5, ,   163.2, ,    95.7, ,    79.8, ,    65.1, ,    75.8, ,    80.5, ,   161.3, ,  1263.2, ,   415.3, ,   309.9, ,   338.7, ,   221.5, ,
2009,    74.1, ,    55.6, ,    54.1, ,   125.7, ,    85.6, ,    56.0, , -9999.9,M,    79.9, ,    64.5, ,   131.5, ,    56.5, ,   122.3, , -9999.9,M,   291.1, ,   265.5, , -9999.9,M,   252.5, ,
2010,    83.8, ,    73.4, ,    48.2, ,    72.2, ,    49.1, ,   135.5, , -9999.9,M,   122.2, ,   159.8, ,    71.6, ,   139.3, ,    84.3, , -9999.9,M,   279.5, ,   169.5, , -9999.9,M,   370.7, ,
