1958,    10.6, ,     2.7, ,     2.8, ,     2.1, ,     3.4, ,     3.0, ,     5.3, ,     0.7, ,    12.5, ,    17.6, ,     3.0, ,     5.9, ,    69.7, ,    17.6, ,     8.3, ,     9.0, ,    33.2, ,
1959,     5.6, ,     2.3, ,     2.4, ,     2.8, ,     4.8, ,     1.0, ,     5.7, ,     1.3, ,    17.5, ,     4.2, ,     3.2, ,     3.8, ,    54.5, ,    13.8, ,    10.0, ,     7.9, ,    24.9, ,
1960,     2.0, ,     1.6, ,     0.9, ,     2.0, ,     7.9, ,     1.7, ,    32.9, ,     7.8, ,    12.5, ,     8.2, ,     3.5, ,     3.5, ,    84.6, ,     7.4, ,    10.8, ,    42.4, ,    24.2, ,
1961,     5.6, ,     3.1, ,     0.4, ,     3.5, ,     0.4, ,     9.1, ,    50.1, ,     1.4, ,    10.3, ,     1.5, ,     2.8, ,     5.4, ,    93.7, ,    12.3, ,     4.3, ,    60.6, ,    14.7, ,
1962,     3.3, ,     3.4, ,     6.2, ,     1.4, ,     3.3, ,    16.0, ,    10.8, ,    10.4, ,    32.3, ,     7.4, ,     1.2, ,     2.8, ,    98.7, ,    12.2, ,    10.9, ,    37.2, ,    41.0, ,
1963,     6.4, ,     9.5, ,     3.9, ,     3.3, ,     2.7, ,     6.2, ,     1.7, ,     9.8, ,     7.5, ,     7.8, ,    13.3, ,     3.4, ,    75.6, ,    18.8, ,     9.9, ,    17.7, ,    28.6, ,
1964,    11.5, ,    10.1, ,     7.8, ,    10.0, ,     1.5, ,     3.1, ,    12.3, ,    16.2, ,     9.2, ,     8.3, ,    16.2, ,     3.6, ,   109.9, ,    25.0, ,    19.3, ,    31.7, ,    33.6, ,
1965,     3.6, ,     9.0, ,     2.7, ,     4.4, ,     5.4, ,     6.0, ,    18.6, ,     6.9, ,     8.1, ,     6.4, ,     2.8, ,     2.4, ,    76.2, ,    16.2, ,    12.5, ,    31.5, ,    17.3, ,
1966,     4.3, ,     3.0, ,     3.3, ,     2.2, ,    15.5, ,    10.4, ,     5.1, ,    13.2, ,    25.3, ,    14.1, ,     3.2, ,     5.1, ,   104.7, ,     9.6, ,    21.0, ,    28.7, ,    42.6, ,
1967,     5.6, ,     2.2, ,     2.6, ,     1.5, ,     5.3, ,    16.8, ,    27.6, ,     7.0, ,    16.1, ,     3.9, ,     3.8, ,     8.1, ,   100.7, ,    12.9, ,     9.5, ,    51.4, ,    23.9, ,
1968,     6.4, ,     6.0, ,     2.8, ,     5.9, ,     3.2, ,     3.9, ,     6.1, ,    12.4, ,     6.7, ,     6.7, ,     6.2, ,     1.5, ,    67.7, ,    20.5, ,    11.9, ,    22.3, ,    19.6, ,
1969,     4.7, ,     4.4, ,     3.1, ,     7.9, ,     5.9, ,     2.9, ,    19.4, ,     4.5, ,    13.1, ,     7.6, ,    10.6, ,     5.7, ,    89.8, ,    10.7, ,    17.0, ,    26.8, ,    31.2, ,
1970,     6.4, ,     4.5, ,     4.1, ,     5.1, ,     2.4, ,    10.9, ,     7.5, ,     7.8, ,     4.8, ,    16.7, ,     4.2, ,     4.9, ,    79.3, ,    16.6, ,    11.6, ,    26.2, ,    25.7, ,
1971,     2.3, ,    11.0, ,     2.8, ,     5.1, ,    14.8, ,     4.6, ,     7.2, ,    23.6, ,    12.3, ,     8.9, ,     2.0, ,     5.8, ,   100.4, ,    18.2, ,    22.6, ,    35.4, ,    23.2, ,
1972,     9.1, ,     5.6, ,     5.9, ,     3.4, ,     6.5, ,     2.1, ,     8.1, ,    15.3, ,    15.0, ,    11.1, ,     3.4, ,     3.7, ,    89.2, ,    20.5, ,    15.9, ,    25.4, ,    29.5, ,
1973,    11.5, ,     6.6, ,    14.9, ,     5.5, ,     1.2, ,     8.9, ,    18.5, ,    23.8, ,     9.0, ,    18.7, ,     3.2, ,     4.7, ,   126.4, ,    21.7, ,    21.6, ,    51.2, ,    30.9, ,
1974,     2.3, ,     3.6, ,     4.2, ,    10.1, ,     4.4, ,    14.7, ,    20.6, ,    11.7, ,    12.0, ,    16.8, ,     4.7, ,     6.8, ,   112.0, ,    10.7, ,    18.7, ,    47.0, ,    33.6, ,
1975,     3.2, ,     3.3, ,     3.6, ,     4.0, ,     4.9, ,    16.8, ,    10.5, ,    27.4, ,    22.2, ,    11.7, ,     4.9, ,     3.6, ,   116.2, ,    13.4, ,    12.6, ,    54.7, ,    38.8, ,
1976,     5.8, ,     2.9, ,     7.8, ,     3.6, ,     5.6, ,    16.1, ,    26.6, ,    18.6, ,    13.9, ,     8.4, ,     5.2, ,     8.9, ,   123.2, ,    12.3, ,    16.9, ,    61.2, ,    27.5, ,
1977,     7.3, ,     2.3, ,     2.0, ,     6.6, ,     7.9, ,     7.3, ,     9.5, ,     4.8, ,    31.5, ,     7.2, ,     2.7, ,     2.9, ,    92.2, ,    18.5, ,    16.5, ,    21.6, ,    41.4, ,
1978,     3.6, ,     5.9, ,     6.2, ,    13.7, ,    12.7, ,    10.1, ,     4.6, ,    37.1, ,    10.4, ,     3.9, ,     2.9, ,    14.3, ,   125.5, ,    12.5, ,    32.6, ,    51.8, ,    17.2, ,
1979,     3.7, ,     2.3, ,     3.8, ,     5.1, ,     3.1, ,     8.2, ,    13.4, ,    24.1, ,    11.9, ,    21.2, ,    22.6, ,     5.5, ,   124.8, ,    20.2, ,    11.9, ,    45.7, ,    55.7, ,
1980,     7.3, ,     6.6, ,    14.6, ,     3.4, ,     4.6, ,    17.7, ,     7.7, ,    15.2, ,     4.0, ,     7.6, ,     2.9, ,     4.4, ,    96.0, ,    19.4, ,    22.6, ,    40.6, ,    14.5, ,
1981,    10.3, ,     3.0, ,     4.9, ,     6.0, ,     4.5, ,     6.3, ,    12.2, ,    36.1, ,    21.1, ,     7.4, ,     9.6, ,     4.0, ,   125.4, ,    17.7, ,    15.4, ,    54.6, ,    38.1, ,
1982,     5.2, ,     2.0, ,     4.1, ,     5.5, ,     3.8, ,    10.8, ,     9.8, ,    18.8, ,    15.2, ,    35.0, ,     7.2, ,     6.3, ,   123.7, ,    11.2, ,    13.4, ,    39.4, ,    57.5, ,
1983,     8.9, ,     5.7, ,     5.5, ,     7.2, ,     5.2, ,    16.6, ,    10.8, ,    16.2, ,    28.1, ,    22.7, ,     5.5, ,    32.6, ,   165.0, ,    20.9, ,    17.9, ,    43.7, ,    56.2, ,
1984,     3.5, ,     5.0, ,     4.4, ,     3.3, ,     7.0, ,    22.2, ,    12.0, ,    11.2, ,    23.1, ,    30.0, ,     5.1, ,     6.3, ,   133.1, ,    41.0, ,    14.7, ,    45.4, ,    58.2, ,
1985,     4.9, ,     4.0, ,     8.6, ,     6.9, ,     6.2, ,     2.1, ,    23.1, ,    14.2, ,    36.0, ,    18.4, ,     3.3, ,     3.5, ,   131.4, ,    15.3, ,    21.7, ,    39.4, ,    57.8, ,
1986,     4.7, ,    14.1, ,     5.0, ,     3.4, ,     3.1, ,     2.6, ,     9.4, ,    27.2, ,    13.6, ,     9.2, ,     6.5, ,     9.1, ,   108.0, ,    22.3, ,    11.5, ,    39.3, ,    29.3, ,
1987,    11.4, ,     3.6, ,     4.3, ,     4.5, ,     1.0, ,     3.6, ,    17.5, ,    12.7, ,     9.2, ,     7.5, ,     8.9, ,     8.5, ,    92.8, ,    24.1, ,     9.9, ,    33.8, ,    25.7, ,
1988,     6.7, ,     7.1, ,     3.1, ,     9.6, ,     0.8, ,     7.0, ,     0.9, ,     9.1, ,    12.4, ,    22.0, ,     9.8, ,     4.7, ,    93.3, ,    22.3, ,    13.5, ,    17.0, ,    44.2, ,
1989,     4.9, ,    18.0, ,     4.9, ,     4.1, ,     2.7, ,    16.8, ,    46.0, ,    22.1, ,    18.7, ,    16.8, ,    25.4, ,     4.7, ,   185.0, ,    27.6, ,    11.6, ,    84.8, ,    60.9, ,
1990,     5.0, ,     4.6, ,     4.8, ,    28.0, ,     6.8, ,     4.1, ,    12.0, ,    10.0, ,     8.0, ,    13.7, ,     4.8, ,     4.3, ,   106.0, ,    14.3, ,    39.6, ,    26.0, ,    26.4, ,
1991,     3.8, ,     4.4, ,     3.0, ,     3.7, ,     1.2, ,    22.2, , -9999.9,M,    31.3, ,    17.7, ,    11.6, ,     8.6, ,     5.8, , -9999.9,M,    12.6, ,     7.8, , -9999.9,M,    37.9, ,
1992,     5.1, ,     6.2, ,     6.0, ,     1.7, ,     4.4, ,     6.6, ,    28.5, ,    20.5, ,     7.1, ,     4.2, ,     6.7, ,     5.6, ,   102.5, ,    17.1, ,    12.1, ,    55.6, ,    17.9, ,
1993,     6.6, ,     2.7, ,     6.0, ,     2.6, ,     8.5, ,    11.5, ,    12.8, ,    14.8, ,    10.9, ,     6.0, ,     9.4, ,     4.3, ,    96.2, ,    14.9, ,    17.2, ,    39.2, ,    26.3, ,
1994,     2.4, ,     3.8, ,     5.0, ,     6.5, ,     4.9, ,     8.5, ,    20.7, ,    31.9, ,     4.3, ,     9.0, ,     5.1, ,     7.2, ,   109.4, ,    10.5, ,    16.4, ,    61.1, ,    18.4, ,
1995,     3.6, ,     6.6, ,     8.7, ,     1.6, ,    13.3, ,     9.6, ,     4.6, ,    15.6, ,    28.8, ,    21.0, ,    18.7, ,     5.7, ,   137.6, ,    17.3, ,    23.6, ,    29.8, ,    68.5, ,
1996,     2.9, ,     6.3, ,     6.2, ,     3.9, ,     2.0, ,    34.0, ,    28.6, ,    18.3, ,    24.9, ,    13.3, ,     9.6, ,    13.5, ,   163.5, ,    14.9, ,    12.1, ,    80.9, ,    47.7, ,
1997,    18.1, ,     4.4, ,     4.8, ,     5.0, ,     2.8, ,     6.8, ,    45.3, ,    37.4, ,    29.5, ,     2.6, ,     9.2, ,     5.8, ,   171.7, ,    36.1, ,    12.5, ,    89.6, ,    41.3, ,
1998,     3.5, ,     2.4, ,     2.6, ,    12.6, ,    13.4, ,    11.4, ,    24.4, ,    14.4, ,     0.8, ,    22.0, ,     4.3, ,     1.8, ,   113.5, ,    11.7, ,    28.5, ,    50.2, ,    27.1, ,
1999,     3.6, ,     3.7, ,     4.8, ,    10.8, ,    14.0, ,    13.9, ,     5.7, ,     2.2, ,     8.2, ,     7.1, ,    14.6, ,     3.8, ,    92.4, ,     9.1, ,    29.6, ,    21.8, ,    29.9, ,
2000,     5.3, ,     6.5, ,     8.7, ,     6.0, ,     2.2, ,     2.8, ,    12.6, ,    42.9, ,    14.7, ,    13.7, ,     4.7, ,    11.6, ,   131.6, ,    15.6, ,    16.8, ,    58.3, ,    33.2, ,
2001,     8.9, ,     3.1, ,    12.1, ,     8.5, ,    10.4, ,    11.2, ,    20.4, ,    14.6, ,    11.7, ,    18.0, ,     7.3, ,    11.1, ,   137.1, ,    23.5, ,    31.0, ,    46.2, ,    37.0, ,
2002,     6.4, ,     4.5, ,    10.8, ,     7.4, ,     5.0, ,    35.3, ,    46.1, ,    28.7, ,     6.9, ,    14.3, ,     4.3, ,    16.0, ,   185.6, ,    22.0, ,    23.2, ,   110.1, ,    25.5, ,
2003,     7.5, ,    24.3, ,     3.3, ,     3.9, ,    11.5, ,     5.8, ,     8.9, ,    11.7, ,    24.9, ,     6.6, ,     2.7, ,    13.7, ,   125.0, ,    47.8, ,    18.8, ,    26.5, ,    34.2, ,
2004,     4.6, ,     6.3, ,     3.6, ,     3.1, ,     2.4, ,    12.3, ,    26.7, ,    18.1, ,    37.5, ,    26.0, ,     6.6, ,     5.0, ,   152.3, ,    24.6, ,     9.2, ,    57.2, ,    70.1, ,
2005,     5.9, ,     6.7, ,     5.1, ,     8.0, ,     4.2, ,     8.3, ,    14.9, ,    12.5, ,     4.8, ,    10.6, ,    19.8, ,     2.8, ,   103.6, ,    17.6, ,    17.2, ,    35.7, ,    35.2, ,
2006,    10.8, ,     3.1, ,     6.8, ,     4.4, ,     3.4, ,    18.4, ,    23.5, ,    34.6, ,     6.6, ,    12.7, ,     5.7, ,     8.8, ,   138.8, ,    16.7, ,    14.5, ,    76.5, ,    25.1, ,
2007,     3.0, ,     4.4, ,     4.2, ,     2.6, ,     3.5, ,     6.1, ,     3.3, ,     7.8, ,    20.4, ,    19.7, ,     7.6, ,    14.1, ,    96.7, ,    16.2, ,    10.4, ,    17.1, ,    47.7, ,
2008,     3.5, ,    10.4, ,     2.8, ,     2.7, ,     6.5, ,     1.6, ,    10.8, ,    30.9, ,     6.1, ,    17.7, ,    10.0, ,     5.9, ,   108.9, ,    28.0, ,    12.0, ,    43.3, ,    33.8, ,
2009,     5.2, ,     6.7, ,     7.0, ,     9.4, ,     9.6, ,     1.5, ,    24.5, ,    17.9, ,    21.0, ,    12.7, ,     6.5, ,    10.1, ,   132.1, ,    17.8, ,    26.0, ,    44.0, ,    40.1, ,
2010,     3.7, ,    11.2, ,     4.7, ,    24.2, ,    14.9, ,     4.3, ,    19.7, ,    39.5, ,    12.8, ,     9.5, ,    13.9, ,    20.7, ,   179.1, ,    25.0, ,    43.8, ,    63.5, ,    36.2, ,
2011,    22.6, ,     9.0, ,    12.0, ,     5.9, ,     2.1, ,    10.7, ,     0.3, ,     7.3, ,    29.1, ,    16.6, ,     5.4, ,     7.1, ,   128.1, ,    52.3, ,    20.0, ,    18.3, ,    51.1, ,
