3031093,CALGARY                  ,AB  ,station not joined, Monthly total of daily adjusted precipitation, mm, Updated to December 2011
3031093,CALGARY                  ,AB  ,station pas jointe, Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1885,    16.1, ,    24.1, ,    21.2, ,    12.3, ,    12.5, ,    57.2, ,    99.2, ,    83.5, ,     0.9, ,     0.3, ,     7.8, ,     9.3, ,   344.4, , -9999.9,M,    46.0, ,   240.0, ,     9.0, ,
1886,     5.0, ,     7.2, ,    26.3, ,    29.5, ,    47.0, ,    88.8, ,     6.0, ,     0.0, ,    22.9, ,    20.9, ,     8.6, ,    38.2, ,   300.4, ,    21.5, ,   102.8, ,    94.8, ,    52.4, ,
1887,    22.5, ,     4.8, ,     8.8, ,     5.9, ,    20.4, ,    61.4, ,    96.5, ,    61.2, ,    43.4, ,     3.9, ,    24.0, ,    18.8, ,   371.6, ,    65.5, ,    35.0, ,   219.2, ,    71.3, ,
1888,     7.1, ,    44.7, ,    22.7, ,    44.9, ,    57.4, ,   101.6, ,    89.6, ,    59.6, ,     8.3, ,    27.4, ,    10.1, ,     5.7, ,   479.2, ,    70.6, ,   125.0, ,   250.8, ,    45.8, ,
1889,    22.7, ,    18.3, ,    37.2, ,     0.5, ,    54.8, ,    16.9, ,    65.1, ,     0.3, ,    49.4, ,     2.4, ,     3.4, ,    33.6, ,   304.5, ,    46.6, ,    92.4, ,    82.4, ,    55.1, ,
1890,    21.6, ,    20.6, ,    20.2, ,    17.8, ,    58.6, ,    63.4, ,    61.3, ,    93.7, ,    30.5, ,     8.2, ,     2.1, ,    18.1, ,   416.2, ,    75.9, ,    96.6, ,   218.5, ,    40.7, ,
1891,     5.1, ,    13.3, ,     1.9, ,     4.0, ,    39.1, ,    62.2, ,    76.9, ,    43.6, ,    21.1, ,     7.7, ,     5.9, ,    11.5, ,   292.4, ,    36.5, ,    45.1, ,   182.7, ,    34.8, ,
1892,     1.4, ,     1.6, ,     3.2, ,    16.7, ,     3.9, ,    31.8, ,    66.4, ,    31.5, ,    14.6, ,    17.1, ,    32.2, ,     3.0, ,   223.2, ,    14.5, ,    23.7, ,   129.6, ,    63.8, ,
1893,    13.9, ,     5.8, ,     4.5, ,    13.4, ,    69.5, ,    32.7, ,    53.7, ,    24.4, ,    21.4, ,    19.1, ,    29.8, ,    14.6, ,   302.9, ,    22.8, ,    87.4, ,   110.8, ,    70.4, ,
1894,    11.1, ,     1.3, ,    17.3, ,    25.8, ,   109.2, ,    32.3, ,     3.6, ,    40.3, ,    35.2, ,     2.7, ,    27.2, ,     9.7, ,   315.7, ,    27.0, ,   152.3, ,    76.2, ,    65.1, ,
1895,    23.8, ,    14.6, ,    17.1, ,    16.3, ,    10.4, ,    55.6, ,   134.7, ,    33.8, ,    67.4, ,     6.3, ,    11.9, ,    15.6, ,   407.4, ,    48.0, ,    43.8, ,   224.1, ,    85.6, ,
1896,    21.8, ,    47.2, ,    27.7, ,    17.1, ,    53.8, ,    33.7, ,    50.5, ,    46.2, ,    40.9, ,    18.6, ,    55.4, ,     8.8, ,   421.8, ,    84.6, ,    98.5, ,   130.4, ,   114.9, ,
1897,    13.2, ,    11.6, ,     6.8, ,     9.7, ,     6.7, ,   165.8, ,   149.9, ,    58.3, ,    28.9, ,    19.9, ,    62.0, ,    17.5, ,   550.3, ,    33.6, ,    23.1, ,   374.0, ,   110.9, ,
1898,     1.1, ,    22.9, ,    38.9, ,     9.1, ,    55.9, ,    87.5, ,   105.6, ,    59.4, ,    15.6, ,     8.6, ,     7.5, ,    10.2, ,   422.5, ,    41.5, ,   104.0, ,   252.6, ,    31.8, ,
1899,    20.6, ,     8.1, ,    27.6, ,    11.0, ,   146.0, ,    95.6, ,    58.6, ,   252.6, ,    27.8, ,    33.4, ,     6.6, ,    11.9, ,   700.0, ,    39.0, ,   184.7, ,   406.8, ,    67.8, ,
1900,     6.2, ,    10.2, ,     9.8, ,    54.8, ,    36.7, ,    96.7, ,    56.7, ,    35.2, ,   106.6, ,    11.2, ,    43.9, ,     2.6, ,   470.4, ,    28.3, ,   101.2, ,   188.6, ,   161.6, ,
1901,     9.9, ,    25.0, ,    28.4, ,    22.5, ,    53.0, ,   188.8, ,   105.4, ,    17.7, ,    80.2, ,     3.3, ,    10.0, ,    45.1, ,   589.3, ,    37.5, ,   103.9, ,   311.8, ,    93.5, ,
1902,    10.7, ,    14.9, ,    15.3, ,    15.4, ,   233.0, ,   237.5, ,   137.0, ,   170.8, ,    42.8, ,    17.0, ,    10.0, ,    14.8, ,   919.4, ,    70.8, ,   263.7, ,   545.4, ,    69.8, ,
1903,     1.3, ,    12.6, ,    25.0, ,    12.0, ,   107.6, ,    57.2, ,   111.7, ,   207.0, ,    49.7, ,     0.5, ,    14.6, ,     6.7, ,   605.9, ,    28.7, ,   144.6, ,   376.0, ,    64.8, ,
1904,     4.1, ,     4.3, ,    22.2, ,     4.3, ,    43.8, ,    56.1, ,    47.5, ,    74.9, ,    20.3, ,    33.2, ,     4.9, ,     8.0, ,   323.5, ,    15.0, ,    70.3, ,   178.5, ,    58.3, ,
1905,    25.6, ,     7.3, ,    16.4, ,    19.4, ,    55.5, ,   161.6, ,    26.1, ,    20.1, ,    10.0, ,     8.9, ,    29.5, ,     0.2, ,   380.7, ,    40.9, ,    91.3, ,   207.9, ,    48.5, ,
1906,     1.4, ,     3.8, ,    17.0, ,    10.6, ,   186.6, ,    65.3, ,    32.2, ,    81.2, ,     1.3, ,    25.5, ,     8.3, ,     6.1, ,   439.1, ,     5.4, ,   214.1, ,   178.7, ,    35.0, ,
1907,     9.7, ,     4.8, ,    18.6, ,    44.3, ,    29.7, ,   102.8, ,    24.4, ,    91.1, ,    65.5, ,     4.5, ,     2.2, ,     2.4, ,   400.0, ,    20.6, ,    92.6, ,   218.3, ,    72.2, ,
1908,     1.9, ,     7.1, ,    14.0, ,    22.6, ,   116.9, ,   196.6, ,    47.2, ,    42.3, ,    14.4, ,    15.0, ,     0.8, ,     4.9, ,   483.5, ,    11.4, ,   153.5, ,   286.1, ,    30.1, ,
1909,    14.1, ,     8.6, ,    16.3, ,    27.9, ,   121.3, ,    56.8, ,   110.2, ,    16.7, ,    10.6, ,    16.4, ,     4.6, ,    10.9, ,   414.3, ,    27.7, ,   165.4, ,   183.7, ,    31.5, ,
1910,     4.8, ,    21.1, ,    28.5, ,     7.6, ,    28.9, ,    40.3, ,    13.2, ,   108.1, ,    41.9, ,    13.3, ,     8.8, ,     3.9, ,   320.3, ,    36.7, ,    65.0, ,   161.6, ,    63.9, ,
1911,     6.2, ,    13.5, ,    24.2, ,    25.6, ,   130.8, ,    72.4, ,    61.0, ,   117.6, ,    14.6, ,    13.0, ,    14.7, ,     3.9, ,   497.4, ,    23.5, ,   180.5, ,   251.1, ,    42.3, ,
1912,    11.3, ,     2.3, ,     8.8, ,    54.5, ,    49.6, ,   116.3, ,   141.1, ,    74.7, ,    76.4, ,    28.0, ,    16.5, ,     0.2, ,   579.7, ,    17.5, ,   112.8, ,   332.1, ,   121.0, ,
1913,    31.5, ,    13.7, ,    12.3, ,     5.4, ,    63.6, ,   106.6, ,    17.5, ,   140.2, ,    23.6, ,    17.0, ,    24.7, ,     0.2, ,   456.5, ,    45.4, ,    81.3, ,   264.4, ,    65.3, ,
1914,    22.7, ,    28.7, ,    19.2, ,    16.7, ,    15.6, ,    72.4, ,    68.2, ,    59.5, ,    30.4, ,    44.4, ,    67.0, ,    19.1, ,   463.8, ,    51.6, ,    51.5, ,   200.1, ,   141.8, ,
1915,    10.3, ,     5.8, ,     2.1, ,    12.8, ,    85.2, ,   110.5, ,   109.5, ,    21.7, ,    63.6, ,    58.4, ,    11.4, ,     7.6, ,   498.8, ,    35.2, ,   100.1, ,   241.6, ,   133.4, ,
1916,    19.5, ,    15.3, ,    19.6, ,    23.8, ,    85.5, ,    41.2, ,    41.4, ,    55.7, ,    24.5, ,    29.8, ,     6.9, ,    13.3, ,   376.5, ,    42.4, ,   129.0, ,   138.3, ,    61.2, ,
1917,     8.7, ,    13.2, ,     4.5, ,    22.9, ,    49.9, ,    55.5, ,    13.1, ,    42.0, ,    27.6, ,    33.9, ,     0.2, ,    38.6, ,   310.1, ,    35.2, ,    77.2, ,   110.6, ,    61.8, ,
1918,     7.2, ,    14.7, ,    11.3, ,     8.8, ,    36.4, ,     8.3, ,    37.6, ,    70.7, ,    26.9, ,     3.3, ,     2.6, ,    20.5, ,   248.3, ,    60.5, ,    56.4, ,   116.7, ,    32.8, ,
