1060841,BELLA COOLA              ,BC  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2011
1060841,BELLA COOLA              ,BC  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2011
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1899,    65.5, ,   102.9, ,    94.4, ,    73.5, ,    58.7, ,    23.7, ,    17.7, ,    26.0, ,   125.0, ,   135.9, ,   108.1, ,   228.6, ,  1060.0, , -9999.9,M,   226.6, ,    67.4, ,   368.9, ,
1900,    87.5, ,   143.5, ,    93.4, ,    53.4, ,    77.0, ,    50.3, ,    37.3, ,    62.0, ,    36.1, , -9999.9,M, -9999.9,M,    90.1, , -9999.9,M,   459.6, ,   223.8, ,   149.6, , -9999.9,M,
1901,    83.4, ,    27.8, ,    76.5, ,    57.1, ,    66.0, ,    30.8, ,    76.8, ,    47.3, ,    14.1, ,   240.5, ,   264.9, ,   260.3, ,  1245.5, ,   201.3, ,   199.7, ,   154.9, ,   519.5, ,
1902,   144.8, ,    52.6, ,    92.4, ,    23.9, ,    49.3, ,    53.0, ,    73.3, ,    74.5, ,   106.0, ,    97.9, ,   125.5, ,   191.7, ,  1084.7, ,   457.7, ,   165.5, ,   200.8, ,   329.4, ,
1903,    55.1, ,     0.0, ,     0.0, ,    33.4, , -9999.9,M,    86.8, ,    42.4, ,    67.0, ,   186.5, ,   235.1, ,   256.1, ,   172.6, , -9999.9,M,   246.7, , -9999.9,M,   196.3, ,   677.8, ,
1904,   150.4, ,    83.7, ,    11.7, ,    96.4, ,    16.4, ,    53.2, ,    33.4, ,     5.1, ,   135.9, ,   159.3, ,   209.4, ,   164.2, ,  1119.3, ,   406.7, ,   124.6, ,    91.8, ,   504.7, ,
1905,    62.1, ,    80.2, ,    96.1, ,    27.7, ,    26.5, ,    16.1, ,    10.8, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   306.4, ,   150.3, , -9999.9,M, -9999.9,M,
1906, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    53.4, ,    23.3, ,    61.1, ,   266.5, ,   341.4, ,   107.4, ,   137.3, , -9999.9,M, -9999.9,M, -9999.9,M,   137.8, ,   715.3, ,
1907,    39.1, ,   112.3, ,    38.8, ,    58.2, ,    41.7, ,    44.1, ,    28.7, ,    81.7, ,    86.5, ,   144.8, ,   308.4, ,   102.8, ,  1087.0, ,   288.7, ,   138.7, ,   154.5, ,   539.7, ,
1908,    63.3, ,   103.2, ,   185.7, ,   102.2, ,    57.2, ,    44.8, ,    76.0, ,    20.8, ,   166.8, ,   110.1, ,   302.0, ,   123.6, ,  1355.5, ,   269.3, ,   345.1, ,   141.6, ,   578.8, ,
1909,    68.6, ,    93.6, ,    33.8, ,    21.5, ,    70.4, ,    43.5, ,    48.5, ,   107.2, ,   110.1, ,   193.2, ,   176.6, ,    61.8, ,  1028.8, ,   285.9, ,   125.6, ,   199.2, ,   479.9, ,
