4019082,TONKIN                   ,SK  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2010
4019082,TONKIN                   ,SK  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1941, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    20.3, ,     6.8, ,     1.2, , -9999.9,M, -9999.9,M,    17.5, ,   105.5, ,    19.4, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
1942,    20.3, ,    31.4, ,    40.6, ,    49.1, ,    24.9, ,   105.8, ,    86.1, ,   197.6, ,    36.1, ,     9.4, ,    24.8, ,    29.3, ,   655.6, ,    71.1, ,   114.7, ,   389.5, ,    70.4, ,
1943,    26.3, ,    72.3, ,    18.1, ,     6.6, ,    58.0, ,    52.4, ,    49.9, ,    89.3, ,    22.2, ,    38.2, ,    31.0, ,     5.2, ,   469.3, ,   127.9, ,    82.6, ,   191.6, ,    91.4, ,
1944,    14.1, ,    18.3, ,    35.6, ,    24.0, ,    42.9, ,    53.6, ,    63.1, ,   100.8, ,    26.9, ,    14.5, ,     9.5, ,    15.2, ,   418.5, ,    37.6, ,   102.5, ,   217.5, ,    50.9, ,
1945,    17.4, ,    19.5, ,    56.7, ,    35.6, ,    55.5, ,   104.2, ,    48.6, ,    20.7, ,   129.9, ,    11.8, ,    35.4, ,    14.2, ,   549.6, ,    52.1, ,   147.9, ,   173.4, ,   177.1, ,
1946,    14.2, ,     8.2, ,    13.4, ,    16.0, ,    33.8, ,    52.7, ,   146.9, ,    54.1, ,    67.4, ,    18.1, ,    29.6, ,    20.1, ,   474.5, ,    36.6, ,    63.2, ,   253.7, ,   115.1, ,
1947,    36.7, ,    16.3, ,    15.1, ,    18.7, ,     9.9, ,   159.8, ,    22.3, ,    91.9, ,    66.1, ,    13.6, ,    88.2, ,    34.3, ,   572.9, ,    73.1, ,    43.7, ,   274.0, ,   167.9, ,
1948,    21.9, ,    14.5, ,    30.2, ,    46.7, ,    22.0, ,    27.5, ,   136.2, ,    32.0, ,    10.6, ,    15.2, ,    36.9, ,    44.6, ,   438.2, ,    70.6, ,    98.9, ,   195.7, ,    62.7, ,
1949,     7.9, ,    22.0, ,    21.1, ,     3.2, ,    83.2, ,   103.6, ,   125.2, ,    30.1, ,    23.3, ,    22.1, ,    38.0, ,    24.8, ,   504.5, ,    74.6, ,   107.6, ,   258.8, ,    83.4, ,
1950,    29.1, ,    10.7, ,    18.4, ,    23.1, ,    26.8, ,    53.9, ,   149.8, ,    26.7, ,    22.4, ,    51.2, ,    33.6, ,    27.0, ,   472.7, ,    64.6, ,    68.3, ,   230.4, ,   107.2, ,
1951,    13.1, ,    34.3, ,    34.8, ,    18.3, ,    70.1, ,    95.3, ,    24.7, ,    99.3, ,    56.3, ,    43.7, ,    30.3, ,    20.5, ,   540.7, ,    74.4, ,   123.2, ,   219.3, ,   130.3, ,
1952,    25.1, ,     4.0, ,     8.6, ,     9.1, ,    22.4, ,    49.4, ,    76.1, ,    81.2, ,    44.1, ,     9.3, ,    22.7, ,     7.8, ,   359.7, ,    49.5, ,    40.0, ,   206.7, ,    76.1, ,
1953,    49.1, ,    27.0, ,    66.5, ,    18.6, ,   106.0, ,   170.4, ,   174.4, ,    72.9, ,    65.3, ,    25.1, ,    16.7, ,    28.4, ,   820.5, ,    83.9, ,   191.1, ,   417.7, ,   107.1, ,
1954,    34.1, ,    12.6, ,    10.2, ,    74.7, ,    51.0, ,   148.9, ,    47.4, ,    59.1, ,    82.4, ,    21.9, ,    24.5, ,     7.3, ,   574.0, ,    75.2, ,   135.9, ,   255.3, ,   128.8, ,
1955,    36.8, ,     9.6, ,    51.2, ,    68.4, ,    63.9, ,    50.5, ,    92.5, ,    48.5, ,    59.3, ,    22.3, ,    65.8, ,    24.5, ,   593.5, ,    53.8, ,   183.6, ,   191.6, ,   147.4, ,
1956,    44.1, ,    45.7, ,    66.0, ,    13.4, ,    35.3, ,   106.4, ,    67.1, ,    66.8, ,    15.7, ,    39.0, ,    54.1, ,    64.1, ,   617.7, ,   114.2, ,   114.8, ,   240.3, ,   108.8, ,
1957,    11.6, ,    11.1, ,    53.5, ,    18.2, ,    21.5, ,    38.3, ,    29.1, ,    85.1, ,    13.2, ,    21.6, ,    17.4, ,    22.0, ,   342.4, ,    86.7, ,    93.1, ,   152.5, ,    52.1, ,
1958,    10.3, ,    42.2, ,    16.9, ,    26.7, ,    12.5, ,    33.5, ,    41.3, ,    70.0, ,    41.9, ,    17.4, ,    44.7, ,    35.3, ,   392.6, ,    74.4, ,    56.1, ,   144.8, ,   104.0, ,
1959,    10.5, ,     8.5, ,     9.6, ,    42.9, ,    17.8, ,   157.6, ,    27.4, ,    78.6, ,   105.2, ,    65.6, ,    28.3, ,    45.5, ,   597.5, ,    54.2, ,    70.3, ,   263.6, ,   199.1, ,
1960,    27.3, ,    12.1, ,    29.8, ,    24.4, ,    51.6, ,    48.1, ,    14.4, ,    24.9, ,    15.5, ,    12.5, ,    16.1, ,    33.9, ,   310.7, ,    84.8, ,   105.8, ,    87.4, ,    44.1, ,
1961,    17.2, ,    19.7, ,    33.9, ,    18.7, ,    54.9, ,    12.9, ,    16.7, ,    15.2, ,    38.5, ,    35.6, ,    38.9, ,    24.7, ,   326.7, ,    70.7, ,   107.5, ,    44.7, ,   113.1, ,
1962,    67.8, ,    53.7, ,    55.6, ,    28.3, ,    72.1, ,    35.8, ,    38.3, ,    96.3, ,    38.5, ,    40.9, ,    30.6, ,    24.4, ,   582.2, ,   146.1, ,   156.0, ,   170.4, ,   110.0, ,
1963,    13.2, ,    23.2, ,    34.4, ,    25.9, ,    65.3, ,   127.6, ,   103.6, ,    72.2, ,    49.7, ,    14.5, ,    26.0, ,    48.1, ,   603.8, ,    60.8, ,   125.7, ,   303.4, ,    90.2, ,
1964,    68.4, ,    22.0, ,    30.0, ,     9.4, ,    81.5, ,    33.2, ,    74.7, ,   138.6, ,    46.9, ,    11.1, ,    28.8, ,    39.9, ,   584.5, ,   138.4, ,   120.9, ,   246.5, ,    86.8, ,
1965,    16.2, ,    60.7, ,    29.0, ,    39.8, ,    91.7, ,    94.6, ,    81.6, ,    35.1, ,    99.9, ,     1.6, ,    47.8, ,    23.7, ,   621.7, ,   116.7, ,   160.5, ,   211.3, ,   149.3, ,
1966,    36.2, ,    40.5, ,    30.8, ,    53.8, ,    27.2, ,    80.4, ,    67.4, ,    64.5, ,     3.9, ,    17.7, ,    66.5, ,    42.7, ,   531.6, ,   100.4, ,   111.8, ,   212.3, ,    88.1, ,
1967,    65.6, ,    20.5, ,    68.4, ,    14.7, ,    14.9, ,    11.5, ,    30.2, ,    27.2, ,    43.8, ,    55.1, ,    27.7, ,    47.2, ,   426.9, ,   128.8, ,    98.0, ,    68.9, ,   126.6, ,
1968,    69.4, ,     7.5, ,    23.0, ,     3.6, ,   103.7, ,    46.1, ,    95.0, ,    43.2, ,    16.1, ,    39.1, ,    11.3, ,    25.4, ,   483.4, ,   124.1, ,   130.3, ,   184.3, ,    66.5, ,
1969,    48.7, ,    37.3, ,    16.4, ,     9.9, ,    42.1, ,    54.8, ,    82.8, ,    73.2, ,    68.2, ,    39.9, ,    13.2, ,    20.8, ,   507.3, ,   111.5, ,    68.3, ,   210.7, ,   121.4, ,
1970,    16.3, ,    33.5, ,    45.3, ,    44.7, ,    60.2, ,    79.7, ,   100.3, ,    21.4, ,    67.7, ,    86.3, ,    34.5, ,    49.6, ,   639.6, ,    70.6, ,   150.2, ,   201.4, ,   188.6, ,
1971,    23.6, ,    16.6, ,    19.9, ,    16.1, ,     3.7, ,   148.8, ,   100.5, ,    18.1, ,    35.9, ,    46.5, ,    28.9, ,    15.1, ,   473.7, ,    89.9, ,    39.7, ,   267.4, ,   111.2, ,
1972,    48.0, ,    24.2, ,    38.0, ,    19.8, ,    35.7, ,    43.6, ,    63.2, ,    19.3, ,    28.9, ,    15.0, ,    18.7, ,    29.3, ,   383.8, ,    87.3, ,    93.5, ,   126.1, ,    62.6, ,
1973,     3.6, ,    21.4, ,    24.6, ,    49.1, ,    51.2, ,   128.7, ,    75.3, ,   131.8, ,    48.9, ,    14.6, ,    27.3, ,    31.5, ,   607.9, ,    54.3, ,   124.9, ,   335.7, ,    90.8, ,
1974,    54.1, ,    23.9, ,    53.1, ,    31.9, ,    87.2, ,    51.5, ,    35.8, ,   146.3, ,    64.2, ,     9.8, ,    11.8, ,    29.8, ,   599.5, ,   109.5, ,   172.1, ,   233.7, ,    85.8, ,
1975,    42.1, ,    25.0, ,    20.0, ,    94.2, ,    18.5, ,    99.3, ,    40.1, ,   102.4, ,    68.9, ,    10.8, ,    14.0, ,    27.8, ,   563.2, ,    96.9, ,   132.7, ,   241.9, ,    93.8, ,
1976,    24.6, ,    45.6, ,    64.8, ,    16.5, ,    21.3, ,   160.0, ,    38.6, ,    29.2, ,     3.4, ,     7.6, ,     5.7, ,    51.7, ,   468.9, ,    98.0, ,   102.6, ,   227.7, ,    16.6, ,
1977,     9.2, ,    22.9, ,    28.9, ,     6.8, ,   122.3, ,    36.8, ,    59.1, ,    49.4, ,   115.5, ,    17.8, ,    22.3, ,    48.6, ,   539.7, ,    83.8, ,   158.0, ,   145.3, ,   155.6, ,
1978,    16.4, ,     8.3, ,     7.1, ,    32.6, ,    37.6, ,    58.5, ,    94.0, ,    61.4, ,   101.4, ,    35.5, ,    35.2, ,    25.6, ,   513.6, ,    73.3, ,    77.3, ,   213.9, ,   172.2, ,
1979,    19.1, ,    26.0, ,    43.2, ,    32.6, ,    32.8, ,    25.6, ,    13.6, ,    27.9, ,    63.9, , -9999.9,M, -9999.9,M,    34.7, , -9999.9,M,    70.7, ,   108.6, ,    67.2, , -9999.9,M,
1980,    33.2, ,    19.0, ,    31.8, ,     0.6, ,    22.4, ,    88.9, ,    68.8, ,   140.7, ,    52.2, ,    18.1, ,    13.8, ,    16.8, ,   506.3, ,    86.8, ,    54.8, ,   298.4, ,    84.2, ,
1981,    12.0, ,    13.8, ,     8.8, ,    37.8, ,    56.3, ,   119.0, ,   136.9, ,    82.6, ,    79.0, ,    71.5, ,     2.7, ,    24.9, ,   645.1, ,    42.5, ,   102.9, ,   338.4, ,   153.2, ,
1982,    30.4, ,    14.9, ,    28.3, ,    10.9, ,    47.6, ,    55.1, ,   143.8, ,    37.0, ,    79.3, ,    33.5, ,     4.3, ,    30.9, ,   515.9, ,    70.1, ,    86.9, ,   235.8, ,   117.0, ,
1983,    15.4, ,    24.2, ,    43.3, ,    13.2, ,    78.2, ,   111.3, ,   144.9, ,    30.3, ,    33.4, ,    33.9, ,    34.5, ,    11.2, ,   573.6, ,    70.4, ,   134.7, ,   286.4, ,   101.7, ,
1984,    15.9, ,    10.6, ,    31.5, ,    37.1, ,    63.5, ,    93.8, ,    33.9, ,    21.5, ,   109.6, ,    63.2, ,    50.5, ,    31.3, ,   562.3, ,    37.7, ,   132.1, ,   149.1, ,   223.3, ,
1985,    25.2, ,    23.6, ,    22.5, ,    20.8, ,    66.5, ,   109.3, ,    29.2, ,    73.0, ,    82.7, ,     8.6, ,    33.1, ,    23.4, ,   517.9, ,    80.0, ,   109.8, ,   211.6, ,   124.4, ,
1986,    39.9, ,    25.7, ,    35.3, ,    37.4, ,    66.1, ,    64.0, ,   130.3, ,    37.2, ,    54.4, ,    17.3, ,    14.7, ,    17.1, ,   539.3, ,    89.0, ,   138.7, ,   231.5, ,    86.4, ,
1987,    12.2, ,    15.9, ,    54.7, ,    21.4, ,    45.1, ,    60.5, ,   103.3, ,    42.1, ,    28.5, ,    33.2, ,     6.5, ,    15.2, ,   438.6, ,    45.2, ,   121.2, ,   205.9, ,    68.2, ,
1988,    24.0, ,    14.1, ,    47.2, ,    39.1, ,   106.4, ,    42.3, ,    27.3, ,   101.3, ,    15.1, ,     6.7, ,    25.4, ,    32.5, ,   481.3, ,    53.3, ,   192.6, ,   170.9, ,    47.2, ,
1989,    24.7, ,     7.7, ,    17.0, ,     8.1, ,    65.4, ,   117.5, ,    43.7, ,    78.8, ,    30.7, ,    49.5, ,    35.7, ,    29.1, ,   508.0, ,    64.9, ,    90.4, ,   240.0, ,   116.0, ,
1990,    37.4, ,    12.5, ,    43.0, ,    25.8, ,    42.3, ,    43.4, ,    90.3, ,    57.3, ,     9.3, ,    13.0, ,    23.7, ,    35.6, ,   433.7, ,    79.0, ,   111.2, ,   191.0, ,    46.0, ,
1991,    27.0, ,    28.1, ,    22.0, ,    53.4, ,    82.7, ,   108.4, ,   107.0, ,    42.0, ,    50.0, ,    38.0, ,    21.7, ,    46.3, ,   626.5, ,    90.6, ,   158.1, ,   257.4, ,   109.6, ,
1992,    25.3, ,    29.1, ,     4.5, ,    27.8, ,    50.1, ,    37.7, ,   189.4, ,    50.7, ,    91.2, ,    14.3, ,    20.9, ,    39.3, ,   580.2, ,   100.6, ,    82.4, ,   277.8, ,   126.4, ,
1993,     7.1, ,     4.9, ,    24.0, ,    16.6, ,    34.6, ,   104.1, ,   120.6, ,    87.7, ,    46.5, ,    15.4, ,    19.5, ,    28.1, ,   509.0, ,    51.2, ,    75.2, ,   312.4, ,    81.3, ,
1994,    33.5, ,    20.4, ,     7.2, ,    12.7, ,    74.6, ,   148.6, ,    35.4, ,    93.6, ,    43.7, ,    22.9, ,    19.2, ,    28.4, ,   540.1, ,    81.9, ,    94.5, ,   277.6, ,    85.8, ,
1995,    35.9, ,    39.6, ,    78.0, ,    54.5, ,    39.3, ,    85.8, ,    63.7, ,   128.3, ,     6.2, ,    57.3, ,    53.6, ,    51.0, ,   693.4, ,   103.9, ,   171.9, ,   277.8, ,   117.1, ,
1996,    35.0, ,    19.4, ,    20.9, ,    46.1, ,    27.1, ,    28.1, ,   131.6, ,    51.0, ,    59.5, ,    28.7, ,    47.1, ,    52.5, ,   547.0, ,   105.4, ,    94.1, ,   210.6, ,   135.3, ,
1997,    32.2, ,    19.0, ,    25.8, ,    13.6, ,    25.7, ,    77.1, ,    21.5, ,    84.5, ,    40.6, ,    50.9, ,     9.2, ,    21.6, ,   421.8, ,   103.7, ,    65.1, ,   183.2, ,   100.7, ,
1998,    49.1, ,    28.6, ,    14.6, ,     7.6, ,    20.8, ,   124.1, ,   173.6, ,    31.1, ,    79.5, ,    55.6, ,    20.3, ,    27.7, ,   632.7, ,    99.3, ,    43.1, ,   328.8, ,   155.4, ,
1999,    35.6, ,    25.0, ,    13.2, ,    25.4, ,   127.3, ,    73.8, ,    58.3, ,    92.2, ,    46.7, ,    32.7, ,    17.3, ,    19.6, ,   567.2, ,    88.3, ,   165.9, ,   224.4, ,    96.7, ,
2000,    41.1, ,     3.2, ,    10.9, ,    35.1, ,    33.1, ,    98.0, ,    62.2, ,    50.7, ,    59.3, ,     7.1, ,    67.5, ,    56.4, ,   524.5, ,    63.9, ,    79.0, ,   210.8, ,   133.9, ,
2001,     9.5, ,    25.1, ,    11.1, ,    26.8, ,    22.3, ,    39.4, ,    35.4, ,    16.8, ,    51.5, ,    30.1, ,    17.9, ,    30.0, ,   316.0, ,    91.1, ,    60.2, ,    91.6, ,    99.5, ,
2002,    24.8, ,     5.2, ,    26.9, ,    30.8, ,    23.0, ,   108.7, ,    41.8, ,   108.5, ,    40.1, ,    35.9, ,    22.8, ,    58.8, ,   527.2, ,    59.9, ,    80.8, ,   259.0, ,    98.8, ,
2003,    13.1, ,    21.1, ,    25.8, ,    62.4, ,    44.9, ,    30.3, ,    49.4, ,    33.9, ,    36.1, ,    29.9, ,    23.6, ,    33.4, ,   404.1, ,    92.9, ,   133.2, ,   113.6, ,    89.7, ,
2004,    43.6, ,    16.8, ,    43.9, ,    15.1, ,    89.9, ,    55.4, ,    66.3, ,   104.3, ,    22.1, ,    26.3, ,     9.1, ,    48.1, ,   540.9, ,    93.8, ,   148.8, ,   226.1, ,    57.5, ,
2005,    25.0, ,     9.4, ,    23.0, ,     9.8, ,    64.4, ,   181.4, , -9999.9,M,   110.5, ,    13.3, ,    18.4, ,    52.2, ,    26.4, , -9999.9,M,    82.5, ,    97.2, , -9999.9,M,    83.8, ,
2006,    36.0, ,    25.5, ,    20.6, ,    57.7, ,    74.7, ,    89.6, ,    33.6, ,    56.2, ,    69.0, ,    27.6, ,    99.3, ,    19.3, ,   609.3, ,    87.9, ,   152.9, ,   179.4, ,   196.0, ,
2007,    35.1, ,    36.0, ,    30.2, ,     8.8, ,   100.8, ,    86.5, ,    43.7, ,    79.7, ,    32.2, ,    32.0, ,    18.4, ,    47.7, ,   551.2, ,    90.4, ,   139.8, ,   209.9, ,    82.6, ,
2008,    18.0, ,    15.9, ,    16.7, ,     8.6, ,    18.7, , -9999.9,M, -9999.9,M,    53.5, ,    22.1, ,    36.5, ,    11.9, ,    54.0, , -9999.9,M,    81.7, ,    44.0, , -9999.9,M,    70.5, ,
2009,    25.4, ,    43.6, ,    21.4, ,    38.4, ,    52.1, ,    32.0, ,    72.2, ,    74.6, ,    17.9, ,    67.2, ,     0.0, ,    16.0, ,   460.9, ,   123.0, ,   111.9, ,   178.8, ,    85.1, ,
2010,    40.1, ,     9.8, ,     2.7, ,    88.7, ,    95.4, ,   117.9, ,   104.0, , -9999.9,M,    47.5, ,    59.5, ,    62.8, ,    27.8, , -9999.9,M,    65.9, ,   186.8, , -9999.9,M,   169.7, ,
