1942,   122.0, ,   102.7, ,   104.7, ,    56.2, ,    85.3, ,    33.3, ,    83.1, ,    69.1, ,   157.3, ,    59.7, ,   144.9, ,   239.9, ,  1257.9, ,   336.0, ,   246.1, ,   185.4, ,   361.8, ,
1943,   123.8, ,   167.4, ,   187.7, ,    87.3, ,   137.4, ,   227.0, ,   124.5, ,   140.0, ,    37.8, ,   124.7, ,    93.5, ,    86.4, ,  1537.4, ,   531.0, ,   412.4, ,   491.6, ,   256.0, ,
1944,    81.3, ,    71.2, ,    67.6, ,    60.0, ,    41.9, ,    87.1, ,    94.6, ,    41.1, ,   131.0, ,    39.9, ,    74.7, ,   124.0, ,   914.3, ,   238.8, ,   169.4, ,   222.8, ,   245.7, ,
1945,    86.9, ,    64.8, ,   104.8, ,   146.9, ,   185.7, ,    78.3, ,   120.0, ,    73.0, ,   170.3, ,   131.6, ,   107.8, ,    63.5, ,  1333.7, ,   275.7, ,   437.4, ,   271.4, ,   409.7, ,
1946,   119.4, ,    92.7, ,    29.7, ,    67.7, ,   124.4, ,    63.8, ,    47.8, ,   114.9, ,    86.8, ,   112.8, ,    97.1, ,   214.5, ,  1171.7, ,   275.7, ,   221.8, ,   226.5, ,   296.8, ,
1947,   147.4, ,    62.2, ,   110.8, ,    85.5, ,   133.1, ,   121.4, ,   169.7, ,    44.4, ,   131.5, ,    13.1, ,   132.0, ,    56.7, ,  1207.8, ,   424.1, ,   329.4, ,   335.5, ,   276.6, ,
1948,    84.8, ,    57.3, ,   154.0, ,    96.7, ,    80.9, ,    63.6, ,    80.2, ,   102.8, ,    59.6, ,    66.6, ,   168.2, ,   100.9, ,  1115.5, ,   198.8, ,   331.6, ,   246.6, ,   294.4, ,
1949,   101.5, ,    67.0, ,   111.0, ,    73.1, ,    94.5, ,    74.8, ,    83.0, ,    38.9, ,   167.6, ,    45.8, ,   143.6, ,   155.5, ,  1156.3, ,   269.4, ,   278.5, ,   196.7, ,   357.0, ,
1950,   143.3, ,   150.1, ,   115.4, ,    75.4, ,    46.5, ,    97.8, ,    77.3, ,   184.2, ,    51.8, ,    77.3, ,   136.0, ,   109.1, ,  1264.2, ,   448.9, ,   237.3, ,   359.3, ,   265.1, ,
1951,   146.8, ,    87.6, ,   103.8, ,   133.9, ,    58.1, ,    83.6, ,    94.9, ,   100.7, ,    62.0, ,    66.1, ,   107.5, ,   173.0, ,  1217.9, ,   343.4, ,   295.8, ,   279.3, ,   235.5, ,
1952,   153.1, ,   102.3, ,    92.6, ,    74.5, ,   211.5, ,    56.2, ,   163.3, ,   143.9, ,    98.3, ,   107.6, ,    46.1, ,   108.6, ,  1358.0, ,   428.4, ,   378.6, ,   363.4, ,   252.0, ,
1953,   106.2, ,    64.6, ,   124.1, ,    83.1, ,    80.0, ,    99.8, ,   120.8, ,    42.7, ,   152.9, ,    25.5, ,    69.7, ,   135.2, ,  1104.6, ,   279.4, ,   287.2, ,   263.3, ,   248.0, ,
1954,   142.7, ,   167.9, ,    86.0, ,   146.2, ,   135.9, ,   108.3, ,    93.4, ,    90.5, ,   168.0, ,   116.7, ,   162.6, ,   182.3, ,  1600.5, ,   445.7, ,   368.1, ,   292.2, ,   447.3, ,
1955,    58.9, ,    49.3, ,   147.1, ,    52.7, ,    84.6, ,    65.6, ,    38.3, ,   120.4, ,    55.0, ,   149.0, ,    69.7, ,    38.1, ,   928.5, ,   290.5, ,   284.3, ,   224.2, ,   273.7, ,
1956,    50.4, ,   100.1, ,   107.5, ,   116.8, ,   155.0, ,    95.3, ,   125.8, ,   146.7, ,   122.5, ,    45.1, ,   108.5, ,    58.5, ,  1232.3, ,   188.6, ,   379.3, ,   367.8, ,   276.1, ,
1957,   102.9, ,    31.9, ,    10.2, ,    67.5, ,    55.5, ,   149.5, ,   106.5, ,     7.7, ,   119.9, ,    85.6, ,   152.2, ,   145.6, ,  1034.9, ,   193.3, ,   133.2, ,   263.6, ,   357.7, ,
1958,    77.3, ,   180.4, ,    57.1, ,    56.4, ,    55.2, ,   136.9, ,   151.1, ,   130.6, ,   149.0, ,   111.6, ,    91.2, ,    95.1, ,  1291.9, ,   403.3, ,   168.7, ,   418.6, ,   351.7, ,
1959,   144.6, ,    73.7, ,    77.2, ,    38.9, ,    57.0, ,    79.7, ,   110.5, ,   234.0, ,    80.9, ,   115.9, ,   105.6, ,   102.5, ,  1220.5, ,   313.4, ,   173.2, ,   424.2, ,   302.5, ,
1960,    94.0, , -9999.9,M,    56.7, ,    87.5, ,    69.3, ,    87.7, ,   107.9, ,    50.0, ,    75.3, ,   115.2, ,   151.7, ,   114.6, , -9999.9,M, -9999.9,M,   213.5, ,   245.7, ,   342.2, ,
1961,    39.9, ,    63.3, ,    62.2, ,   129.8, ,    67.9, ,   100.3, ,   153.9, ,   128.4, ,    36.4, ,    46.2, ,    52.0, ,   131.2, ,  1011.4, ,   217.7, ,   259.9, ,   382.5, ,   134.6, ,
1962,   139.6, ,   107.0, ,    75.4, ,   130.1, ,    50.6, ,    63.3, ,    91.2, ,    77.4, ,    94.8, ,   103.4, ,    54.7, ,   111.9, ,  1099.5, ,   377.8, ,   256.1, ,   232.0, ,   252.9, ,
1963,    50.0, ,    78.5, ,    51.2, , -9999.9,M, -9999.9,M, -9999.9,M,    89.5, ,   179.6, ,   142.4, ,    14.9, ,   150.2, ,    57.0, , -9999.9,M,   240.5, , -9999.9,M, -9999.9,M,   307.5, ,
1964,   124.5, ,    55.2, ,    44.6, ,    76.2, ,    53.1, , -9999.9,M,    77.0, ,    66.7, ,    32.7, ,    27.7, ,    92.5, ,   111.1, , -9999.9,M,   236.7, ,   173.9, , -9999.9,M,   152.9, ,
1965,    99.5, ,   115.0, ,    38.9, ,    46.0, ,    49.6, ,    50.0, ,    55.7, ,   210.0, ,   104.9, ,   201.4, ,    91.5, , -9999.9,M, -9999.9,M,   325.7, ,   134.5, ,   315.6, ,   397.7, ,
1966,   166.6, ,    92.1, ,    71.2, ,    12.4, ,    59.0, ,    37.2, ,    34.4, ,    98.6, ,    82.2, ,    47.1, ,   147.4, ,   146.3, ,   994.4, , -9999.9,M,   142.5, ,   170.2, ,   276.7, ,
1967,   129.8, ,   105.2, ,    20.1, ,   108.2, ,    87.5, ,   128.2, ,    85.4, ,    77.6, ,    84.0, ,   100.1, ,   129.6, ,   176.5, ,  1232.3, ,   381.3, ,   215.8, ,   291.2, ,   313.8, ,
1968,    88.2, ,    60.7, ,   148.0, ,    62.3, ,    53.8, ,   107.0, ,    94.4, ,    73.7, ,    91.2, ,    97.5, ,   144.8, ,   157.3, ,  1178.9, ,   325.4, ,   264.0, ,   275.2, ,   333.5, ,
1969,    76.8, ,    49.6, ,    72.5, ,   133.6, ,   128.6, ,    96.4, ,    97.4, ,    86.9, ,    33.1, ,    82.5, ,   112.5, ,   136.2, ,  1106.2, ,   283.7, ,   334.7, ,   280.7, ,   228.2, ,
1970,    53.2, ,   157.7, ,    85.5, ,    68.1, ,    93.6, ,    55.2, ,   124.3, ,    50.4, ,   163.5, ,   107.8, ,   111.9, ,   121.4, ,  1192.5, ,   347.1, ,   247.2, ,   229.9, ,   383.2, ,
1971,   111.5, ,   217.2, ,   129.8, ,    36.3, ,    66.8, ,    41.9, ,    98.6, ,    75.7, ,    94.8, ,    62.3, ,    79.5, ,   128.4, ,  1142.9, ,   450.1, ,   232.9, ,   216.3, ,   236.6, ,
1972,   100.7, ,   136.6, ,    75.9, ,    63.4, ,    91.9, ,   149.2, ,   199.7, ,   131.4, ,    77.5, ,    98.8, ,   125.5, ,   151.5, ,  1402.1, ,   365.7, ,   231.3, ,   480.2, ,   301.7, ,
1973,    99.9, ,    97.8, ,   108.9, ,    88.5, ,   148.9, ,    62.7, ,    61.1, ,    98.3, ,    63.9, ,   107.6, ,    85.7, ,   173.2, ,  1196.6, ,   349.2, ,   346.4, ,   222.2, ,   257.2, ,
1974,   103.1, ,    38.8, ,   137.4, ,   154.5, ,   198.8, , -9999.9,M, -9999.9,M,    57.0, ,   115.3, ,    85.2, ,   103.6, ,    92.7, , -9999.9,M,   315.1, ,   490.8, , -9999.9,M,   304.1, ,
1975,    96.4, ,    73.7, ,    76.0, ,    92.3, ,   101.2, ,    99.8, ,   122.1, ,    58.0, ,   224.5, ,    99.2, ,   133.1, ,    84.7, ,  1260.9, ,   262.9, ,   269.4, ,   279.8, ,   456.8, ,
1976,   131.5, ,   121.6, ,   110.7, ,    36.2, ,   120.9, ,   104.9, ,    68.5, ,    70.9, ,   117.7, ,    89.9, ,    61.7, ,   102.1, ,  1136.8, ,   337.8, ,   267.9, ,   244.3, ,   269.4, ,
1977,    92.7, ,    74.7, , -9999.9,M,    81.9, ,    24.3, ,   101.4, ,    56.5, ,   110.9, ,   130.2, ,   137.2, ,   141.3, ,   154.3, , -9999.9,M,   269.5, , -9999.9,M,   268.7, ,   408.7, ,
1978,   150.1, ,     2.1, ,    96.9, ,    47.0, ,    32.6, ,    76.2, ,    66.7, ,   130.4, ,    40.2, ,    77.1, ,   104.4, ,   172.0, ,   995.7, ,   306.6, ,   176.5, ,   273.3, ,   221.7, ,
1979,   111.4, ,    22.3, ,    57.5, ,   105.6, ,    96.5, ,    45.9, , -9999.9,M,   128.7, ,    96.7, ,   144.7, ,    87.8, ,   101.8, , -9999.9,M,   305.7, ,   259.6, , -9999.9,M,   329.2, ,
1980,    70.8, ,    23.9, ,    82.0, ,    97.8, ,    82.8, ,    47.1, ,   149.6, ,   136.0, ,   177.4, ,   126.9, ,    52.0, ,    96.1, ,  1142.3, ,   196.4, ,   262.6, ,   332.7, ,   356.3, ,
1981,    30.9, ,   206.3, ,    35.6, ,   122.7, ,   149.6, ,   231.6, ,    49.3, ,   141.7, ,   128.1, ,    97.6, ,    82.7, ,    65.2, ,  1341.2, ,   333.2, ,   307.9, ,   422.6, ,   308.3, ,
1982,   103.0, ,    36.0, ,   108.5, ,    66.2, ,    46.0, ,   142.3, ,    64.9, ,    96.8, ,   104.7, ,    50.1, ,    99.7, ,    94.0, ,  1012.2, ,   204.2, ,   220.8, ,   304.0, ,   254.5, ,
1983,    77.4, ,    84.7, ,    77.9, ,   173.1, ,   187.6, ,    38.3, ,    78.1, ,    38.3, ,    60.3, ,   117.0, ,   187.1, ,   187.9, ,  1307.6, ,   256.1, ,   438.6, ,   154.7, ,   364.3, ,
1984,    40.0, ,    79.0, ,    41.0, ,   106.1, ,   121.4, ,    83.1, ,   107.7, ,   116.4, ,    30.9, ,    57.2, ,    95.8, ,   100.7, ,   979.2, ,   306.8, ,   268.4, ,   307.3, ,   183.9, ,
1985,    39.9, ,    66.8, ,   117.7, ,    57.2, ,    34.9, ,    93.5, ,   103.8, ,    64.5, ,    85.6, ,   104.4, ,    64.9, ,   101.6, ,   934.6, ,   207.4, ,   209.7, ,   261.8, ,   254.9, ,
1986,    94.4, ,    28.4, ,    65.8, ,    72.3, ,   129.1, ,   121.4, ,    56.0, ,   138.6, ,   158.9, ,    73.4, ,    87.5, ,    75.8, ,  1101.7, ,   224.4, ,   267.2, ,   316.0, ,   319.9, ,
1987,    66.8, ,    42.0, ,    84.6, ,    50.8, ,    78.8, ,   163.3, ,    78.5, ,    47.9, ,   147.6, ,   103.0, ,   120.4, ,    67.3, ,  1050.9, ,   184.7, ,   214.2, ,   289.7, ,   371.0, ,
1988,    38.9, ,   125.7, ,    11.1, ,   107.9, ,    70.7, ,   107.9, ,   110.4, ,   190.4, ,    61.7, ,   151.6, ,   147.2, ,    28.2, ,  1151.8, ,   231.9, ,   189.7, ,   408.8, ,   360.5, ,
1989,   101.8, ,    33.8, ,    69.3, ,    38.6, ,   105.5, ,   104.3, ,    73.1, ,    85.2, ,   102.6, ,   157.0, ,   193.7, ,    59.1, ,  1124.0, ,   163.8, ,   213.4, ,   262.7, ,   453.3, ,
1990,   148.7, ,    84.6, ,    52.9, ,   112.6, ,    88.7, ,   137.9, ,    99.9, ,   106.1, ,    98.8, ,   135.9, ,    92.9, ,    89.9, ,  1248.7, ,   292.4, ,   254.2, ,   343.8, ,   327.5, ,
1991,    84.0, ,    43.7, ,    78.7, ,   127.0, ,    85.3, ,    46.2, ,    98.4, ,   115.0, ,    64.7, ,   111.4, ,    21.3, , -9999.9,M, -9999.9,M,   217.6, ,   290.9, ,   259.6, ,   197.4, ,
1992,    76.7, ,    85.8, ,    65.9, ,    38.1, ,    85.5, ,   114.8, ,   202.6, ,    81.5, ,   126.2, ,    65.3, ,   125.0, , -9999.9,M, -9999.9,M, -9999.9,M,   189.6, ,   398.9, ,   316.5, ,
1993,   100.0, ,    76.1, ,    81.2, ,   189.3, ,   120.2, ,    96.6, ,    86.0, ,   138.4, ,   121.9, ,   178.7, ,   127.6, ,    47.1, ,  1362.9, , -9999.9,M,   390.6, ,   321.0, ,   428.1, ,
1994,    98.8, ,    83.6, ,    31.0, ,   101.9, ,    93.7, ,   189.2, ,   152.3, ,   105.9, ,    61.9, ,    38.1, ,   122.2, ,    88.1, ,  1166.7, ,   229.5, ,   226.6, ,   447.4, ,   222.2, ,
1995,   136.7, ,    58.6, ,    51.5, ,    74.0, ,   121.1, ,    63.3, ,   145.8, ,    73.5, ,    66.2, ,   202.3, ,   129.5, ,    85.0, ,  1207.6, ,   283.4, ,   246.6, ,   282.6, ,   398.0, ,
1996,    91.5, ,   108.9, , -9999.9,M,   178.8, ,    71.9, ,    87.3, ,   123.8, ,    28.3, ,   164.0, ,   116.1, ,    70.5, ,   118.3, , -9999.9,M,   285.4, , -9999.9,M,   239.3, ,   350.7, ,
1997,   146.1, ,    98.4, ,   114.7, ,    79.2, ,    72.4, ,    66.9, ,   114.2, ,    73.5, ,    98.4, ,    31.0, ,   111.3, ,    55.0, ,  1061.1, ,   362.9, ,   266.2, ,   254.5, ,   240.7, ,
1998,   137.0, ,    34.0, ,   184.8, ,    56.3, ,    69.1, ,   253.5, ,    90.7, ,    85.5, ,    64.1, ,    46.2, ,    74.8, ,    70.1, ,  1166.2, ,   226.0, ,   310.2, ,   429.8, ,   185.2, ,
1999,   117.8, ,    65.2, ,    89.6, ,    30.4, ,    86.9, ,   137.6, ,   149.2, ,    41.1, ,   209.9, ,   117.6, , -9999.9,M,   101.2, , -9999.9,M,   253.1, ,   206.9, ,   327.9, , -9999.9,M,
2000,   145.9, ,    61.6, , -9999.9,M,   141.1, ,   142.8, ,   185.9, ,    46.2, ,    82.6, ,   121.5, ,    36.1, ,    86.5, , -9999.9,M, -9999.9,M,   308.8, , -9999.9,M,   314.6, ,   244.1, ,
2001,    65.4, ,    80.9, ,    55.6, ,    17.4, ,    65.3, ,    90.0, ,    82.6, ,    52.6, ,    99.2, ,   112.7, ,    63.9, ,    52.3, ,   837.9, , -9999.9,M,   138.3, ,   225.2, ,   275.8, ,
2002,    33.8, ,    25.6, ,   104.3, ,    86.6, ,   123.6, ,    91.7, ,    84.5, ,    39.9, ,    89.8, ,    91.7, ,   112.2, ,    25.1, ,   908.9, ,   111.7, ,   314.5, ,   216.0, ,   293.7, ,
2003,    59.1, ,    24.1, ,    73.8, ,   103.5, ,   135.8, ,    24.8, ,    73.4, ,    74.8, ,    72.9, ,   159.6, ,   132.6, ,   164.1, ,  1098.8, ,   108.3, ,   313.2, ,   173.0, ,   365.2, ,
2004,    19.0, ,    54.0, ,    48.5, ,     8.7, ,    74.5, ,    63.7, ,    75.0, ,   120.8, ,   113.4, ,    66.0, ,    91.7, ,   112.0, ,   847.3, ,   237.1, ,   131.7, ,   259.6, ,   271.1, ,
2005,    31.2, ,    37.4, ,    50.0, ,   161.5, ,    50.8, ,   146.4, ,    53.4, ,   115.2, ,   160.2, ,   128.0, ,   108.2, ,   143.6, ,  1185.9, ,   180.7, ,   262.3, ,   315.0, ,   396.4, ,
2006,   164.3, ,    64.5, ,    33.6, ,   108.0, ,   163.4, ,    95.6, ,   121.8, ,    50.7, ,   113.8, ,   174.0, ,   132.6, ,    72.2, ,  1294.4, ,   372.4, ,   305.0, ,   268.1, ,   420.4, ,
2007,    48.6, ,    14.7, ,    63.2, ,    89.6, ,    61.4, ,   113.0, ,    97.1, ,    79.7, ,    71.9, ,   136.4, , -9999.9,M,   143.2, , -9999.9,M,   135.5, ,   214.2, ,   289.7, , -9999.9,M,
2008,    96.8, ,   115.7, , -9999.9,M,    77.1, ,    82.6, ,    90.7, ,   135.6, ,    98.7, ,    77.1, ,    96.4, , -9999.9,M,   124.8, , -9999.9,M,   355.6, , -9999.9,M,   324.9, , -9999.9,M,
2009, -9999.9,M,    75.4, ,    47.6, ,    91.4, ,   116.9, , -9999.9,M,   122.5, ,    74.0, ,    55.8, ,   116.8, , -9999.9,M,    87.6, , -9999.9,M, -9999.9,M,   255.9, , -9999.9,M, -9999.9,M,
2010,    58.5, ,    54.0, ,    43.1, ,    72.9, ,    43.3, ,   133.1, ,    72.0, ,    97.5, ,   183.7, ,    81.2, ,   115.2, ,    46.5, ,  1001.0, ,   200.1, ,   159.4, ,   302.6, ,   380.1, ,
