1166R45,SALMON ARM A             ,BC  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2010
1166R45,SALMON ARM A             ,BC  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1993,    81.5, ,     5.9, ,    46.4, ,    75.2, ,    53.8, ,    64.2, ,    61.3, ,    33.1, ,    16.4, ,    56.7, , -9999.9,M, -9999.9,M, -9999.9,M,   204.6, ,   175.4, ,   158.6, , -9999.9,M,
1994, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    72.2, ,    23.0, ,    69.5, ,    71.4, ,    66.7, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   163.9, ,
1995,    92.4, ,    33.8, ,    58.2, ,    51.3, ,    21.1, ,    65.8, ,    35.0, ,    66.6, , -9999.9,M,    88.4, ,   120.9, , -9999.9,M, -9999.9,M,   192.9, ,   130.6, ,   167.4, , -9999.9,M,
1996,    51.5, ,    49.1, ,    39.3, ,    59.2, ,   124.8, ,    34.9, ,    36.2, ,    32.7, ,   118.5, ,   122.5, ,   141.6, ,   126.6, ,   936.9, , -9999.9,M,   223.3, ,   103.8, ,   382.6, ,
1997,    72.3, ,    43.3, ,    47.6, ,    49.5, ,    74.9, ,    73.3, ,   155.3, ,    22.7, ,   101.3, ,    79.4, ,    50.1, ,    54.8, ,   824.5, ,   242.3, ,   172.0, ,   251.3, ,   230.7, ,
1998,    82.6, ,    33.3, ,    50.5, ,    38.6, ,    12.5, ,    53.9, ,     8.6, ,     8.0, ,    23.6, ,    65.3, ,   105.5, ,   102.9, ,   585.1, ,   170.6, ,   101.5, ,    70.4, ,   194.4, ,
1999, -9999.9,M, -9999.9,M,    51.5, ,    36.2, ,    75.6, ,   103.8, ,    60.9, ,    62.5, ,    38.8, ,    62.7, ,    92.3, ,    85.2, , -9999.9,M, -9999.9,M,   163.2, ,   227.2, ,   193.8, ,
2000,    73.6, ,    37.1, ,    92.7, ,    37.9, ,    80.9, ,    64.5, ,    57.6, ,    31.2, ,    25.9, ,    52.8, ,    25.4, ,    77.5, ,   657.2, ,   195.9, ,   211.5, ,   153.2, ,   104.2, ,
2001,    35.8, ,    16.3, ,    30.6, ,    41.6, ,    70.1, ,    83.4, ,    63.5, ,    36.5, ,    19.7, ,    86.9, ,    57.2, ,   123.8, ,   665.5, ,   129.6, ,   142.3, ,   183.5, ,   163.8, ,
2002,    52.1, ,    32.7, ,    21.4, ,    43.7, ,    91.0, ,    54.8, ,    11.8, ,    10.4, ,    20.9, ,    17.9, ,    48.9, ,    55.5, ,   461.1, ,   208.6, ,   156.1, ,    77.0, ,    87.7, ,
2003,    76.5, ,     9.1, ,    42.7, ,    61.0, ,    55.0, ,    86.6, ,     6.7, ,     6.2, ,    43.6, ,    66.1, ,    41.6, ,    46.3, ,   541.4, ,   141.1, ,   158.8, ,    99.4, ,   151.4, ,
2004,    74.7, ,    11.6, ,    15.9, ,    30.1, ,    85.0, ,    70.5, ,    22.5, ,    73.4, ,    54.2, ,    42.4, , -9999.9,M,    84.5, , -9999.9,M,   132.6, ,   131.1, ,   166.4, , -9999.9,M,
2005,    77.5, ,    24.3, ,    20.7, ,    33.1, ,    54.5, ,   105.3, ,    26.0, ,    46.8, ,    42.9, ,   106.6, ,    49.1, ,    29.0, ,   615.7, ,   186.4, ,   108.2, ,   178.0, ,   198.6, ,
2006,    51.3, ,    30.8, ,    26.9, ,    50.0, ,    72.9, ,    56.8, ,    19.5, ,     9.5, ,    41.0, ,    21.1, ,   131.1, ,    89.1, ,   600.1, ,   111.1, ,   149.8, ,    85.8, ,   193.2, ,
2007,    85.9, ,    19.2, ,    42.5, ,    19.4, ,    17.9, ,   132.4, ,    36.7, ,    33.3, ,    72.3, ,    98.1, ,    26.1, ,   112.9, ,   696.8, ,   194.1, ,    79.9, ,   202.4, ,   196.6, ,
2008,    70.5, ,    37.3, ,    16.8, ,    16.3, ,    60.8, ,    40.0, ,    23.7, ,    55.1, ,    15.2, ,    81.7, ,    50.0, ,    77.3, ,   544.7, ,   220.8, ,    93.8, ,   118.8, ,   146.9, ,
2009,    66.6, ,    48.8, ,     5.4, ,    21.5, ,    49.8, ,    16.8, ,    23.1, ,    34.9, ,    18.3, ,   109.4, ,    36.8, ,    30.1, ,   461.4, ,   192.7, ,    76.7, ,    74.8, ,   164.5, ,
2010,    13.0, ,     2.3, ,    28.1, ,    30.6, ,    48.5, ,    49.3, ,    31.9, ,    33.9, ,    73.7, ,    27.9, ,    61.8, ,    50.7, ,   451.7, ,    45.5, ,   107.2, ,   115.1, ,   163.3, ,
