1026270,PORT HARDY A             ,BC  ,station not joined, Monthly total of daily adjusted precipitation, mm, Updated to December 2010
1026270,PORT HARDY A             ,BC  ,station pas jointe, Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1944, -9999.9,M,   110.2, ,   132.5, ,    60.0, ,    46.4, ,     7.1, ,    62.4, ,    25.9, ,   196.8, ,   151.4, ,   222.7, ,    90.8, , -9999.9,M, -9999.9,M,   238.9, ,    95.4, ,   570.9, ,
1945,   163.7, ,   116.6, ,   237.3, ,   134.3, ,    26.1, ,    83.3, ,    52.5, ,    32.0, ,    86.4, ,   147.9, ,   297.9, ,   187.8, ,  1565.8, ,   371.1, ,   397.7, ,   167.7, ,   532.3, ,
1946,   326.4, ,   175.3, ,   203.9, ,   138.0, ,    25.0, ,    60.8, ,    69.6, ,    24.4, ,   176.4, ,   183.1, ,   179.2, ,   259.7, ,  1821.6, ,   689.5, ,   366.9, ,   154.7, ,   538.7, ,
1947,   353.8, ,   141.2, ,    63.8, ,   102.8, ,    98.6, ,    90.8, ,   131.2, ,    41.1, ,    59.6, ,   431.1, ,   172.5, ,   335.4, ,  2021.8, ,   754.7, ,   265.1, ,   263.0, ,   663.3, ,
1948,   259.6, ,   152.5, ,   211.2, ,    49.5, ,    77.2, ,    38.8, ,    86.5, ,   178.1, ,   140.3, ,   260.7, ,   370.1, ,   231.0, ,  2055.5, ,   747.6, ,   337.9, ,   303.4, ,   771.1, ,
1949,    85.4, ,   140.1, ,    71.0, ,   168.1, ,    51.7, ,    58.1, ,    82.1, ,    88.8, ,    96.0, ,   200.9, ,   278.2, ,   212.1, ,  1532.4, ,   456.4, ,   290.8, ,   229.0, ,   575.1, ,
1950,    75.5, ,   227.5, ,   139.0, ,   138.8, ,   123.6, ,    33.8, ,    58.3, ,   112.9, ,    64.4, ,   285.1, ,   264.4, ,   288.7, ,  1812.1, ,   515.1, ,   401.5, ,   204.9, ,   613.9, ,
1951,   132.3, ,   136.9, ,   123.2, ,    27.2, ,   121.9, ,    10.6, ,    49.9, ,    28.9, ,    92.4, ,   151.2, ,   234.1, ,   183.0, ,  1291.5, ,   557.8, ,   272.2, ,    89.4, ,   477.6, ,
1952,   222.1, ,   156.9, ,   121.3, ,   146.9, ,    54.1, ,    88.6, ,    31.7, ,    33.4, ,   166.5, ,    92.5, ,   178.8, ,   300.7, ,  1593.5, ,   562.0, ,   322.4, ,   153.7, ,   437.8, ,
1953,   291.2, ,   153.2, ,   153.3, ,    66.0, ,    32.6, ,    81.0, ,    57.1, ,   121.9, ,   122.1, ,   249.2, ,   383.8, ,   298.5, ,  2009.9, ,   745.1, ,   251.8, ,   260.1, ,   755.1, ,
1954,   216.9, ,   356.5, ,    45.7, ,   138.9, ,    45.3, ,    83.1, ,    43.3, ,    73.7, ,   130.9, ,   213.7, ,   342.4, ,   386.8, ,  2077.4, ,   872.0, ,   229.8, ,   200.2, ,   687.1, ,
1955,   155.3, ,   124.4, ,   154.9, ,    94.7, ,   104.6, ,    99.8, ,    56.3, ,    21.1, ,   113.3, ,   270.5, ,   185.5, ,   173.7, ,  1554.2, ,   666.5, ,   354.2, ,   177.2, ,   569.4, ,
1956,   195.5, ,   141.4, ,   165.1, ,    45.7, ,    16.9, ,    97.1, ,    17.8, ,    38.8, ,   144.6, ,   272.0, ,   241.6, ,   463.0, ,  1839.4, ,   510.6, ,   227.7, ,   153.7, ,   658.1, ,
1957,   112.1, ,   146.2, ,   117.2, ,    81.1, ,    35.0, ,   157.3, ,   135.1, ,    69.0, ,   124.1, ,   138.2, ,   176.9, ,   418.9, ,  1711.2, ,   721.3, ,   233.2, ,   361.5, ,   439.3, ,
1958,   233.2, ,   105.2, ,   105.3, ,   121.7, ,    37.4, ,    18.7, ,     5.2, ,   125.7, ,   177.8, ,   280.5, ,   214.4, ,   242.8, ,  1667.9, ,   757.3, ,   264.4, ,   149.6, ,   672.7, ,
1959,   190.4, ,   155.7, ,   209.1, ,   155.6, ,    49.5, ,   111.0, ,    51.9, ,    71.9, ,   135.6, ,   195.3, ,   240.0, ,   289.1, ,  1855.1, ,   588.9, ,   414.2, ,   234.9, ,   570.9, ,
1960,   153.5, ,   209.6, ,   204.8, ,   157.3, ,   173.2, ,    74.7, ,    17.1, ,   154.0, ,   113.4, ,   321.2, ,   234.5, ,   120.6, ,  1933.8, ,   652.1, ,   535.3, ,   245.9, ,   669.1, ,
1961,   272.1, ,   313.5, ,   155.4, ,    78.2, ,    45.3, ,    52.1, ,    29.6, ,    87.6, ,   139.4, ,   300.3, ,   171.5, ,   260.4, ,  1905.4, ,   706.2, ,   278.8, ,   169.3, ,   611.2, ,
1962,   299.5, ,    50.8, ,    84.9, ,   177.1, ,    52.7, ,   119.0, ,    46.8, ,   119.8, ,   177.4, ,   280.6, ,   476.3, ,   445.3, ,  2330.3, ,   610.7, ,   314.7, ,   285.6, ,   934.4, ,
1963,    84.9, ,   187.5, ,   128.3, ,   122.2, ,    76.8, ,    71.0, ,   135.6, ,    59.8, ,   243.3, ,   384.2, ,   319.8, ,   283.7, ,  2097.2, ,   717.7, ,   327.4, ,   266.3, ,   947.3, ,
1964,   303.9, ,   205.0, ,   196.1, ,   202.0, ,    83.5, ,    66.1, ,   123.0, ,    82.4, ,   151.5, ,   283.4, ,   156.7, ,   139.4, ,  1993.0, ,   792.7, ,   481.7, ,   271.4, ,   591.5, ,
1965,   213.7, ,   250.4, ,    35.6, ,   133.1, ,    51.6, ,    23.2, ,    30.1, ,    41.2, ,    61.1, ,   395.4, ,   214.9, ,   304.3, ,  1754.5, ,   603.4, ,   220.3, ,    94.5, ,   671.4, ,
1966,   339.4, ,   159.5, ,   222.8, ,    66.3, ,   110.0, ,    59.3, ,    59.1, ,    88.9, ,    72.2, ,   339.9, ,   219.0, ,   249.5, ,  1985.9, ,   803.2, ,   399.1, ,   207.3, ,   631.1, ,
1967,   342.4, ,   241.1, ,   153.3, ,    32.0, ,   115.0, ,    19.9, ,    58.0, ,    72.1, ,   212.9, ,   512.2, ,   199.6, ,   418.1, ,  2376.5, ,   833.0, ,   300.4, ,   150.0, ,   924.6, ,
1968,   415.7, ,    99.6, ,   136.8, ,   187.5, ,    65.8, ,    99.1, ,    61.9, ,    67.9, ,   275.8, ,   511.0, ,   325.2, ,   250.2, ,  2496.7, ,   933.5, ,   390.1, ,   229.0, ,  1112.0, ,
1969,   135.7, ,   163.6, ,    96.4, ,   187.3, ,    35.5, ,    39.3, ,    38.2, ,   135.3, ,   202.0, ,   240.6, ,   292.9, ,   252.5, ,  1819.2, ,   549.5, ,   319.2, ,   212.7, ,   735.4, ,
1970,   142.8, ,    86.9, ,   153.8, ,   192.4, ,   136.7, ,    26.5, ,    39.5, ,    37.7, ,   150.5, ,   170.3, ,   125.9, ,   248.5, ,  1511.4, ,   482.2, ,   482.9, ,   103.6, ,   446.7, ,
1971,   425.3, ,   126.6, ,   155.8, ,    99.5, ,    54.1, ,   125.7, ,    42.9, ,   115.3, ,   226.7, ,   363.4, ,   411.5, ,   208.7, ,  2355.6, ,   800.3, ,   309.5, ,   283.9, ,  1001.6, ,
1972,   222.8, ,   193.2, ,   168.2, ,   149.3, ,    36.5, ,    93.8, ,    28.7, ,    24.5, ,   142.4, ,   104.8, ,   136.0, ,   208.4, ,  1508.5, ,   624.6, ,   354.0, ,   147.0, ,   383.2, ,
1973,   292.6, ,   121.9, ,   144.0, ,   105.9, ,    97.9, ,    83.6, ,    82.0, ,    32.6, ,   112.7, ,   229.4, ,   134.6, ,   296.4, ,  1733.5, ,   622.8, ,   347.7, ,   198.2, ,   476.7, ,
1974,   343.7, ,   258.2, ,   141.8, ,   109.7, ,    94.5, ,   105.6, ,    97.3, ,    16.5, ,    51.0, ,   152.8, ,   265.8, ,   349.8, ,  1986.6, ,   898.3, ,   345.9, ,   219.4, ,   469.6, ,
1975,   235.7, ,    85.9, ,   135.8, ,    56.6, ,    84.3, ,    96.7, ,    17.1, ,   170.9, ,    28.0, ,   250.4, ,   586.3, ,   229.6, ,  1977.4, ,   671.4, ,   276.8, ,   284.8, ,   864.8, ,
1976,   215.7, ,   180.5, ,   216.9, ,   109.7, ,   139.8, ,   177.2, ,   103.7, ,   105.9, ,    50.0, ,   190.0, ,   194.7, ,   443.3, ,  2127.5, ,   625.8, ,   466.4, ,   386.8, ,   434.8, ,
1977,    69.0, ,   204.9, ,   272.6, ,    88.8, ,    56.8, ,    58.5, ,    65.6, ,    25.3, ,   101.8, ,   320.0, ,   367.0, ,   168.8, ,  1799.3, ,   717.2, ,   418.3, ,   149.5, ,   788.8, ,
1978,    67.3, ,    88.0, ,   179.3, ,    65.2, ,    80.6, ,    44.8, ,    15.5, ,   158.2, ,   214.4, ,   230.6, ,   247.5, ,   227.8, ,  1619.2, ,   324.1, ,   325.1, ,   218.4, ,   692.5, ,
1979,    77.4, ,   228.3, ,    77.5, ,   101.6, ,   120.8, ,    83.5, ,    76.8, ,    32.4, ,   217.1, ,   184.7, ,   145.1, ,   379.4, ,  1724.5, ,   533.5, ,   299.9, ,   192.7, ,   547.0, ,
1980,   197.8, ,    95.4, ,   169.3, ,   173.1, ,    45.1, ,    57.5, ,   113.8, ,    55.3, ,   207.5, ,   113.5, ,   275.7, ,   411.6, ,  1915.6, ,   672.7, ,   387.5, ,   226.5, ,   596.7, ,
1981,   178.0, ,   251.8, ,   101.1, ,   219.2, ,    90.5, ,   148.8, ,    36.9, ,    56.3, ,   199.6, ,   257.0, ,   265.9, ,   180.6, ,  1985.6, ,   841.4, ,   410.7, ,   242.0, ,   722.5, ,
1982,   307.7, ,   265.4, ,    67.7, ,   113.0, ,    57.6, ,    22.8, ,    73.0, ,    51.9, ,   156.2, ,   345.6, ,   112.0, ,   207.7, ,  1780.5, ,   753.6, ,   238.2, ,   147.7, ,   613.8, ,
1983,   282.8, ,   223.5, ,   158.8, ,    71.4, ,    37.2, ,   170.2, ,   157.3, ,    59.4, ,   123.8, ,   176.8, ,   296.8, ,   124.9, ,  1882.9, ,   714.0, ,   267.5, ,   386.8, ,   597.3, ,
1984,   372.5, ,   209.5, ,   136.0, ,   141.9, ,   194.5, ,    81.6, ,    60.1, ,   106.7, ,   126.7, ,   303.8, ,   223.2, ,   248.0, ,  2204.4, ,   706.9, ,   472.4, ,   248.4, ,   653.7, ,
1985,   105.3, ,   240.3, ,   122.7, ,   154.6, ,    47.9, ,    40.7, ,    18.1, ,    14.5, ,    56.8, ,   317.8, ,   105.2, ,    95.3, ,  1319.0, ,   593.5, ,   325.1, ,    73.3, ,   479.8, ,
1986,   396.4, ,   107.1, ,   177.6, ,   166.9, ,   141.5, ,   121.9, ,    48.4, ,    14.5, ,   100.5, ,   115.3, ,   477.3, ,   307.3, ,  2174.5, ,   598.8, ,   485.9, ,   184.8, ,   693.0, ,
1987,   357.6, ,   243.9, ,   155.3, ,   186.2, ,    90.0, ,   127.0, ,    43.7, ,    24.3, ,   119.9, ,   127.8, ,   351.4, ,   320.3, ,  2147.4, ,   908.7, ,   431.6, ,   195.0, ,   599.1, ,
1988,   226.9, ,   259.8, ,   287.5, ,   131.4, ,    89.1, ,    81.1, ,    48.1, ,    74.6, ,   180.3, ,   187.2, ,   375.7, ,   210.1, ,  2151.7, ,   807.1, ,   508.0, ,   203.8, ,   743.1, ,
1989,   364.4, ,    43.2, ,   134.3, ,   120.8, ,    51.6, ,    83.2, ,    65.3, ,    52.6, ,    23.9, ,   253.0, ,   338.0, ,   212.5, ,  1742.8, ,   617.7, ,   306.7, ,   201.0, ,   614.9, ,
1990,   319.0, ,   198.3, ,    90.8, ,    80.7, ,    58.8, ,   136.6, ,    17.5, ,    64.7, ,    41.8, ,   477.5, ,   493.2, ,   280.3, ,  2259.2, ,   729.8, ,   230.4, ,   218.8, ,  1012.5, ,
1991,   150.3, ,   211.2, ,    85.8, ,    96.4, ,    52.4, ,    50.5, ,    96.3, ,   151.2, ,    22.0, ,   114.5, ,   367.6, ,   407.7, ,  1805.9, ,   641.8, ,   234.6, ,   298.1, ,   504.1, ,
1992,   469.1, ,   176.0, ,    39.5, ,   103.5, ,    90.8, ,    71.7, ,    13.5, ,    77.2, ,   160.4, ,   308.5, ,   274.9, ,   192.1, ,  1977.2, ,  1052.8, ,   233.8, ,   162.5, ,   743.7, ,
1993,   119.0, ,    17.2, ,   242.9, ,   121.2, ,   128.3, ,   145.7, ,    35.6, ,    85.3, ,    11.9, ,   113.5, ,   290.5, ,   265.7, ,  1577.0, ,   328.3, ,   492.5, ,   266.5, ,   416.0, ,
1994,   155.6, ,   240.8, ,   177.8, ,   133.0, ,    53.6, ,    61.0, ,    40.2, ,    75.4, ,   186.6, ,   368.6, ,   383.8, ,   377.6, ,  2254.0, ,   662.1, ,   364.5, ,   176.6, ,   939.0, ,
1995,   139.6, ,   120.3, ,   121.3, ,    81.4, ,    29.6, ,    64.2, ,    99.8, ,    74.1, ,    49.8, ,   396.6, ,   488.3, ,   255.1, ,  1920.1, ,   637.6, ,   232.3, ,   238.1, ,   934.7, ,
1996,   400.4, ,   151.1, ,    80.2, ,   253.8, ,    73.2, ,    71.6, ,    36.5, ,    90.9, ,   101.4, ,   333.7, ,   208.8, ,   316.3, ,  2118.0, ,   806.6, ,   407.3, ,   199.1, ,   643.9, ,
1997,   243.3, ,   156.3, ,   258.6, ,   162.6, ,   132.4, ,   121.6, ,    77.9, ,   113.9, ,   163.1, ,   416.8, ,   268.4, ,   518.5, ,  2633.5, ,   715.9, ,   553.6, ,   313.5, ,   848.4, ,
1998,   288.9, ,   168.6, ,   116.6, ,    91.1, ,    48.9, ,    62.9, ,    60.5, ,    58.0, ,    66.1, ,   220.5, ,   292.0, ,   380.9, ,  1854.8, ,   975.9, ,   256.5, ,   181.4, ,   578.6, ,
1999,   334.1, ,   377.9, ,   180.5, ,   134.5, ,    96.8, ,   100.4, ,    20.7, ,    83.0, ,    92.7, ,   182.8, ,   306.0, ,   207.8, ,  2117.2, ,  1092.9, ,   411.8, ,   204.1, ,   581.5, ,
2000,   137.0, ,   110.5, ,   161.2, ,   116.7, ,   100.3, ,    90.2, ,    78.1, ,    99.7, ,   108.3, ,   234.0, ,   192.5, ,   144.2, ,  1573.0, ,   455.4, ,   378.3, ,   268.0, ,   534.9, ,
2001,   165.6, ,    84.3, ,   203.6, ,   151.2, ,   132.8, ,    98.0, ,    25.5, ,   139.6, ,   104.2, ,   317.9, ,   376.1, ,   286.5, ,  2085.1, ,   394.1, ,   487.5, ,   263.1, ,   798.2, ,
2002,   223.1, ,   151.7, ,   193.9, ,    91.6, ,    58.0, ,   130.0, ,    37.3, ,    35.1, ,   164.6, ,    82.8, ,   322.2, ,   229.1, ,  1719.4, ,   661.3, ,   343.5, ,   202.3, ,   569.6, ,
2003,   249.4, ,    63.4, ,   244.9, ,   200.2, ,    93.0, ,    44.0, ,   112.1, ,    69.0, ,   139.6, ,   378.1, ,   166.8, ,   275.4, ,  2036.0, ,   541.9, ,   538.0, ,   225.2, ,   684.5, ,
2004,   211.9, ,    89.6, ,   223.6, ,    52.7, ,    74.9, ,    47.1, ,    67.3, ,   224.4, ,   144.6, ,   237.1, ,   512.5, ,   257.9, ,  2143.5, ,   577.0, ,   351.2, ,   338.8, ,   894.2, ,
2005,   259.1, ,   113.7, ,   209.1, ,   186.1, ,   143.8, ,    70.3, ,   160.6, ,    74.8, ,   145.4, ,   430.2, ,   284.9, ,   198.4, ,  2276.4, ,   630.6, ,   539.0, ,   305.8, ,   860.5, ,
2006,   288.3, ,   173.2, ,   160.4, ,   117.6, ,    64.9, ,    31.3, ,    51.2, ,    24.1, ,    56.1, ,   193.5, ,   394.3, ,   324.4, ,  1879.2, ,   659.9, ,   342.8, ,   106.6, ,   643.9, ,
2007,   469.9, ,   182.9, ,   327.5, ,   138.6, ,    57.5, ,    80.2, ,   101.3, ,    83.2, ,    92.8, ,   338.0, ,   317.1, ,   264.7, ,  2453.6, ,   977.2, ,   523.6, ,   264.7, ,   747.8, ,
2008,   189.6, ,   156.0, ,   138.0, ,    48.3, ,    69.0, ,    79.8, ,    31.5, ,   135.4, ,    35.3, ,   242.6, ,   298.1, ,   192.5, ,  1616.0, ,   610.2, ,   255.4, ,   246.7, ,   575.9, ,
2009,   190.0, ,    53.8, ,   147.4, ,   115.6, ,    84.1, ,    57.0, ,    22.4, ,    54.3, ,   174.3, ,   264.2, ,   581.5, ,    90.3, ,  1834.9, ,   436.2, ,   347.1, ,   133.7, ,  1020.0, ,
