1952,    40.8, ,     8.3, ,    52.5, ,    20.6, ,    22.7, ,    63.0, ,    54.9, ,    55.6, ,    35.9, ,    21.9, ,    18.0, ,    17.2, ,   411.4, ,    63.8, ,    95.8, ,   173.5, ,    75.9, ,
1953,    24.4, ,     5.9, ,    49.6, ,    13.7, ,    42.4, ,   108.3, ,    63.2, ,    23.4, ,    29.7, ,    31.4, ,    27.0, ,    49.2, ,   468.1, ,    47.4, ,   105.8, ,   194.8, ,    88.1, ,
1954,    19.8, ,    30.1, ,    30.1, ,    15.4, ,    35.2, ,    41.6, ,    43.8, ,    81.8, ,    48.7, ,    19.7, ,    22.0, ,    33.6, ,   421.8, ,    99.1, ,    80.6, ,   167.1, ,    90.4, ,
1955,    19.1, ,    17.7, ,    49.7, ,    49.0, ,    35.3, ,    68.2, ,   132.4, ,    68.4, ,    38.9, ,    10.0, ,    13.1, ,    28.1, ,   529.8, ,    70.4, ,   133.9, ,   269.0, ,    62.0, ,
1956,    26.9, ,    27.9, ,    22.6, ,     1.5, ,    13.2, ,   175.8, ,   136.1, ,    47.7, ,    89.8, ,    40.2, ,    20.6, ,    26.9, ,   629.0, ,    82.9, ,    37.3, ,   359.6, ,   150.5, ,
1957,    16.4, ,    35.3, ,    29.5, ,    22.9, ,    97.1, ,   100.4, ,   146.5, ,    51.4, ,    12.3, ,    21.4, ,    26.9, ,    23.6, ,   583.7, ,    78.6, ,   149.5, ,   298.3, ,    60.6, ,
1958,    21.0, ,    39.6, ,    22.8, ,     9.0, ,    23.9, ,    30.3, ,    47.6, ,    41.9, ,    35.4, ,    21.4, ,    44.1, ,    28.4, ,   365.3, ,    84.2, ,    55.6, ,   119.8, ,   100.9, ,
1959,    54.8, ,    15.3, ,    18.6, ,    31.2, ,    62.4, ,    56.9, ,    36.9, ,   180.0, ,    32.0, ,    36.0, ,    27.5, ,    14.2, ,   565.7, ,    98.5, ,   112.1, ,   273.8, ,    95.5, ,
1960,    36.3, ,    18.5, ,    44.5, ,     8.8, ,    55.0, ,    69.7, ,    74.9, ,   118.2, ,    52.4, ,    29.7, ,    42.0, ,    14.9, ,   564.8, ,    69.0, ,   108.3, ,   262.8, ,   124.0, ,
1961,    21.0, ,    26.9, ,    40.1, ,    59.7, ,    29.5, ,   112.8, ,    36.3, ,    29.5, ,    46.1, ,    65.3, ,    27.6, ,    45.4, ,   540.2, ,    62.9, ,   129.3, ,   178.6, ,   139.0, ,
1962,    80.3, ,    34.4, ,    42.6, ,    29.9, ,    68.7, ,   128.4, ,   139.9, ,   142.7, ,    68.1, ,    32.2, ,    21.5, ,    36.1, ,   825.0, ,   160.1, ,   141.2, ,   411.0, ,   121.9, ,
1963,    90.9, ,    29.4, ,    44.9, ,    15.6, ,    21.6, ,    45.0, ,   121.9, ,    18.1, ,    43.1, ,     2.8, ,    36.8, ,    59.0, ,   529.0, ,   156.5, ,    82.1, ,   184.9, ,    82.7, ,
1964,    16.0, ,    16.5, ,    32.5, ,    28.3, ,    89.6, ,    25.8, ,    74.9, ,   163.9, ,    37.9, ,    64.1, ,    20.7, ,    15.0, ,   585.4, ,    91.6, ,   150.4, ,   264.6, ,   122.8, ,
1965,    37.8, ,    34.7, ,     5.6, ,    24.0, ,    27.0, ,    45.9, ,    59.9, ,    48.6, ,    46.2, ,    24.6, ,    48.3, ,    13.3, ,   415.9, ,    87.5, ,    56.5, ,   154.5, ,   119.1, ,
1966,    15.1, ,    25.9, ,    14.8, ,    40.5, ,    35.8, ,    71.6, ,   114.5, ,    46.8, ,    11.1, ,    29.9, ,    50.6, ,    32.9, ,   489.6, ,    54.4, ,    91.1, ,   233.0, ,    91.7, ,
1967,    24.4, ,    32.7, ,    45.8, ,    13.5, ,    12.6, ,    25.0, ,   123.7, ,    32.6, ,    42.2, ,    25.4, ,    32.7, ,    20.6, ,   431.3, ,    90.0, ,    72.0, ,   181.3, ,   100.4, ,
1968,    55.4, ,     8.7, ,    38.2, ,    11.0, ,    21.1, ,    86.7, ,   113.6, ,    41.8, ,    43.4, ,    41.3, ,    22.8, ,    22.5, ,   506.7, ,    84.7, ,    70.3, ,   242.2, ,   107.6, ,
1969,    17.0, ,    18.1, ,    22.4, ,    62.5, ,    34.9, ,    26.6, ,    83.9, ,    60.2, ,    77.9, ,    38.6, ,    32.9, ,     8.5, ,   483.4, ,    57.6, ,   119.8, ,   170.7, ,   149.3, ,
1970,    40.4, ,    21.7, ,    10.7, ,    60.5, ,    82.0, ,    70.4, ,    50.2, ,    47.2, ,    77.5, ,    23.1, ,    28.4, ,    30.8, ,   543.0, ,    70.7, ,   153.1, ,   167.8, ,   129.0, ,
1971,    29.5, ,    31.6, ,    13.5, ,    29.7, ,    25.2, ,   108.3, ,    49.5, ,    67.1, ,    41.1, ,    14.7, ,    56.4, ,    19.8, ,   486.4, ,    91.8, ,    68.5, ,   224.9, ,   112.1, ,
1972,    29.9, ,    42.1, ,    18.5, ,    17.4, ,    25.0, ,    38.1, ,   148.1, ,    49.1, ,    50.1, ,    37.6, ,    30.4, ,    41.9, ,   528.1, ,    91.8, ,    60.9, ,   235.2, ,   118.1, ,
1973,    28.1, ,    26.6, ,     8.8, ,     8.6, ,    83.1, ,   144.6, ,    58.7, ,    66.1, ,    39.2, ,    27.0, ,    45.6, ,    31.4, ,   567.8, ,    96.6, ,   100.4, ,   269.4, ,   111.9, ,
1974,    48.2, ,    14.7, ,    45.4, ,    24.0, ,    34.8, ,    25.9, ,    80.3, ,    52.7, ,    51.4, ,    21.5, ,    14.8, ,    21.1, ,   435.0, ,    94.2, ,   104.3, ,   159.0, ,    87.8, ,
1975,    29.8, ,     7.5, ,    32.9, ,    12.2, ,    31.0, ,   132.7, ,   121.0, ,    69.2, ,    17.2, ,    16.4, ,    46.1, ,    21.7, ,   537.9, ,    58.5, ,    76.2, ,   323.0, ,    79.8, ,
1976,    24.0, ,    21.4, ,    15.1, ,     3.6, ,    34.2, ,   132.3, ,   206.4, ,   131.8, ,    26.2, ,    34.7, ,    12.3, ,    55.8, ,   697.8, ,    67.1, ,    52.9, ,   470.4, ,    73.3, ,
1977,    48.1, ,    14.0, ,    32.0, ,    12.4, ,   133.8, ,   123.0, ,   113.3, ,    54.3, ,    28.2, ,    19.0, ,    22.1, ,    20.2, ,   620.5, ,   117.9, ,   178.2, ,   290.6, ,    69.3, ,
1978,    16.0, ,    12.0, ,    55.7, ,     9.8, ,    62.1, ,    37.6, ,    69.5, ,    99.1, ,    78.8, ,    12.3, ,    49.1, ,    12.8, ,   514.7, ,    48.2, ,   127.6, ,   206.1, ,   140.2, ,
1979,    10.8, ,    49.6, ,     6.4, ,     2.8, ,    39.7, ,    44.4, ,    82.6, ,    36.4, ,    78.2, ,     7.4, ,     6.7, ,    34.4, ,   399.2, ,    73.1, ,    48.9, ,   163.4, ,    92.2, ,
1980,    22.0, ,    18.1, ,    19.9, ,     5.6, ,    44.9, ,    85.2, ,   103.1, ,    22.4, ,    96.8, ,    18.6, ,    21.9, ,    45.3, ,   503.7, ,    74.5, ,    70.4, ,   210.7, ,   137.3, ,
1981,     6.9, ,    12.2, ,    12.2, ,    70.1, ,    38.2, ,    40.1, ,    22.2, ,    71.3, ,    10.2, ,   107.1, ,    44.1, ,    11.0, ,   445.4, ,    64.3, ,   120.5, ,   133.5, ,   161.4, ,
1982,    41.6, ,    32.8, ,    33.7, ,    27.5, ,    92.5, ,    22.0, ,    37.0, ,    86.6, ,    26.6, ,    40.7, ,    34.1, ,    43.8, ,   518.7, ,    85.3, ,   153.6, ,   145.7, ,   101.3, ,
1983,    16.4, ,    25.4, ,    18.7, ,    31.6, ,    72.2, ,    60.7, ,    68.7, ,    30.7, ,    65.5, ,    16.4, ,     9.7, ,    18.0, ,   433.9, ,    85.6, ,   122.5, ,   160.1, ,    91.5, ,
1984,    20.6, ,     8.5, ,    21.4, ,    20.1, ,    75.6, ,   107.5, ,   113.3, ,   101.3, ,    49.6, ,    53.9, ,    21.2, ,    24.9, ,   617.8, ,    47.0, ,   117.1, ,   322.1, ,   124.6, ,
1985,    20.5, ,    30.9, ,    18.6, ,     3.9, ,    10.9, ,    25.8, ,    66.3, ,   165.8, ,    88.4, ,    34.5, ,    17.8, ,    32.3, ,   515.7, ,    76.2, ,    33.4, ,   258.0, ,   140.7, ,
1986,    27.7, ,    11.3, ,    23.6, ,    22.5, ,    62.6, ,    27.8, ,    66.8, ,    31.4, ,    56.9, ,    78.4, ,    30.6, ,    15.0, ,   454.6, ,    71.2, ,   108.8, ,   126.0, ,   165.9, ,
1987,    24.3, ,    25.6, ,    24.3, ,     7.2, ,    54.4, ,    99.5, ,   131.8, ,    99.6, ,    15.5, ,    23.3, ,    22.9, ,    21.8, ,   550.2, ,    64.9, ,    85.9, ,   330.9, ,    61.7, ,
1988,    28.8, ,    12.0, ,    11.4, ,    75.6, ,   118.8, ,    68.4, ,   165.6, ,    81.7, ,    28.3, ,    68.0, ,    60.8, ,    18.0, ,   737.3, ,    62.5, ,   205.7, ,   315.7, ,   157.2, ,
1989,    25.6, ,    13.4, ,    44.4, ,    17.3, ,    54.3, ,    52.8, ,    45.8, ,    70.8, ,    70.4, ,    35.5, ,    31.1, ,    27.4, ,   488.7, ,    57.0, ,   116.0, ,   169.4, ,   136.9, ,
1990,    22.2, ,    19.8, ,    15.4, ,    39.3, ,    82.1, ,    77.6, ,    26.0, ,    29.7, ,    18.1, ,    55.7, ,    44.4, ,    42.5, ,   472.7, ,    69.4, ,   136.8, ,   133.3, ,   118.2, ,
1991,    10.4, ,    30.8, ,    17.0, ,     9.4, ,    57.8, ,    50.8, ,   102.7, ,    58.6, ,    39.8, ,    43.8, ,    56.8, ,    37.6, ,   515.6, ,    83.7, ,    84.3, ,   212.1, ,   140.4, ,
1992,    24.9, ,    21.8, ,     6.1, ,    46.6, ,    15.9, ,    81.4, ,    62.4, ,    39.7, ,    77.0, ,    35.0, ,    21.2, ,    11.9, ,   443.8, ,    84.2, ,    68.5, ,   183.5, ,   133.2, ,
1993,    19.5, ,    20.1, ,     2.6, ,    14.2, ,    43.8, ,    54.8, ,    63.9, ,   105.4, ,    27.0, ,    26.7, ,    56.9, ,    16.1, ,   450.8, ,    51.4, ,    60.5, ,   224.1, ,   110.5, ,
1994,    68.9, ,    36.3, ,    24.7, ,     3.2, ,    42.1, ,    69.9, ,   135.7, ,    21.2, ,    35.4, ,    19.0, ,    41.1, ,    20.6, ,   518.0, ,   121.2, ,    69.9, ,   226.8, ,    95.5, ,
1995,    14.8, ,    32.9, ,    28.1, ,    23.5, ,    16.4, ,    54.4, ,    68.3, ,   107.0, ,    15.4, ,    29.2, ,    97.1, ,    19.0, ,   506.2, ,    68.3, ,    68.0, ,   229.7, ,   141.8, ,
1996,    58.7, ,    23.6, ,    24.3, ,    26.2, ,    16.2, ,    23.2, ,   111.3, ,   143.3, ,    53.9, ,    59.6, ,    32.3, ,    20.7, ,   593.3, ,   101.3, ,    66.7, ,   277.8, ,   145.8, ,
1997,    23.8, ,    28.5, ,    27.7, ,    18.9, ,    47.5, ,   189.6, ,   157.4, ,    91.0, ,    54.0, ,    51.2, ,    10.7, ,     2.5, ,   702.9, ,    73.0, ,    94.0, ,   438.1, ,   116.0, ,
1998,    15.7, ,    19.1, ,    10.0, ,    32.2, ,    28.2, ,    91.2, ,   102.5, ,    56.6, ,    13.7, ,    42.9, ,    21.3, ,    39.3, ,   472.8, ,    37.4, ,    70.4, ,   250.3, ,    77.9, ,
1999,    56.7, ,    27.1, ,    32.8, ,    51.1, ,    71.2, ,    60.8, ,    65.3, ,    50.9, ,    31.9, ,    11.3, ,    43.0, ,    38.9, ,   540.9, ,   123.1, ,   155.1, ,   177.0, ,    86.2, ,
2000,    11.8, ,    31.0, ,     8.6, ,    29.9, ,    41.8, ,    30.7, ,    51.7, ,   103.7, ,    46.5, ,    31.9, ,     9.2, ,    18.9, ,   415.7, ,    81.7, ,    80.3, ,   186.1, ,    87.6, ,
2001,    10.2, ,    20.1, ,    11.3, ,     3.6, ,    91.3, ,   104.4, ,    60.5, ,    42.7, ,    41.5, ,    32.2, ,    47.2, ,    41.5, ,   506.3, ,    49.1, ,   106.2, ,   207.5, ,   120.8, ,
2002,    26.4, ,     8.1, ,    25.6, ,    11.7, ,     9.7, ,    68.6, ,   126.5, ,    24.2, ,    29.0, ,    14.7, ,    58.1, ,     6.8, ,   409.4, ,    76.0, ,    47.0, ,   219.3, ,   101.7, ,
2003,    53.1, ,    33.7, ,    51.2, ,    25.3, ,    33.7, ,    32.5, ,    70.1, ,   122.8, ,    43.1, ,    24.1, ,    15.5, ,    26.4, ,   531.5, ,    93.7, ,   110.2, ,   225.4, ,    82.7, ,
2004,    31.5, ,     6.3, ,    30.3, ,    29.1, ,    28.9, ,    36.7, ,    61.3, ,    41.6, ,    45.1, ,    17.2, ,    12.9, ,    48.3, ,   389.2, ,    64.3, ,    88.3, ,   139.6, ,    75.2, ,
2005,    37.8, ,    11.6, ,    45.4, ,    26.0, ,    51.9, ,    42.0, ,    84.6, ,   112.3, ,    36.1, ,    31.7, ,    23.5, ,     9.0, ,   511.9, ,    97.6, ,   123.3, ,   239.0, ,    91.3, ,
2006,    36.7, ,    36.6, ,    37.1, ,    11.9, ,    52.7, ,    85.2, ,   118.6, ,    33.2, ,    11.8, ,    27.2, ,    83.1, ,     9.0, ,   543.1, ,    82.2, ,   101.7, ,   237.0, ,   122.1, ,
2007,    14.1, ,    44.0, ,    93.8, ,    13.3, ,   117.0, ,   102.1, ,    89.2, ,    63.2, ,   115.7, ,    41.6, ,    23.9, ,    31.7, ,   749.6, ,    67.1, ,   224.1, ,   254.5, ,   181.2, ,
2008,    37.6, ,    31.6, ,    29.9, ,    22.8, ,    73.6, ,    76.2, ,   129.7, ,    83.5, ,     8.4, ,    28.8, ,    59.3, ,    53.1, ,   634.5, ,   101.0, ,   126.3, ,   289.4, ,    96.6, ,
2009,    55.3, ,    15.5, ,    76.1, ,    13.5, ,    22.9, ,    91.3, ,    26.6, ,    81.1, ,   127.8, ,    65.8, ,    18.7, ,    29.4, ,   623.8, ,   123.8, ,   112.4, ,   199.1, ,   212.3, ,
2010,    38.1, ,    17.6, ,    29.3, ,     6.9, ,    40.0, ,    43.1, ,    64.0, ,   113.7, ,    47.8, ,    12.3, ,    23.3, ,    62.7, ,   498.9, ,    85.0, ,    76.2, ,   220.8, ,    83.4, ,
2011,    33.4, ,    16.2, ,    34.3, ,     8.5, ,    72.8, ,   126.8, ,    49.7, ,    92.9, ,    23.5, ,    16.3, ,    49.4, ,    18.8, ,   542.7, ,   112.3, ,   115.7, ,   269.4, ,    89.2, ,
