1962,     6.7, ,     4.1, ,     2.5, ,     3.7, ,    14.3, ,     7.2, ,    32.1, ,    29.5, ,    36.7, ,    14.5, ,    22.6, ,     5.4, ,   179.3, ,    14.3, ,    20.5, ,    68.9, ,    73.9, ,
1963,     7.1, ,     7.3, ,     2.1, ,     3.6, ,    19.4, ,    15.3, ,     3.4, ,    27.8, ,    38.8, ,     6.9, ,    11.0, ,    28.7, ,   171.4, ,    19.8, ,    25.1, ,    46.5, ,    56.7, ,
1964,    11.4, ,     7.1, ,     9.4, ,     3.5, ,    32.8, ,    21.5, ,    56.2, ,    25.2, ,    22.3, ,    43.7, ,     7.8, ,     7.3, ,   248.3, ,    47.2, ,    45.7, ,   102.9, ,    73.8, ,
1965,    40.3, ,     9.0, ,    13.7, ,    14.7, ,     4.1, ,    19.4, ,    30.3, ,    34.5, ,    10.1, ,    13.2, ,    20.0, ,    11.4, ,   220.6, ,    56.6, ,    32.5, ,    84.2, ,    43.3, ,
1966,    10.2, ,     2.2, ,    13.7, ,     4.0, ,    26.0, ,    14.9, ,    36.0, ,    18.9, ,    80.6, ,     8.9, ,    16.0, ,    16.8, ,   248.2, ,    23.8, ,    43.7, ,    69.8, ,   105.5, ,
1967,     7.7, ,    14.8, ,     7.5, ,     4.8, ,    15.9, ,    20.1, ,     5.6, ,    58.0, ,    36.3, ,    18.0, ,    17.4, ,    13.3, ,   219.1, ,    39.3, ,    28.2, ,    83.6, ,    71.6, ,
1968,    14.0, ,    17.2, ,    31.2, ,    14.5, ,    10.6, ,    39.0, ,    53.9, ,    64.3, ,    52.4, ,    22.0, ,    24.1, ,     9.4, ,   352.6, ,    44.5, ,    56.3, ,   157.3, ,    98.4, ,
1969,    17.1, ,     5.6, ,     8.5, ,    23.8, ,    15.9, ,    11.0, ,    33.5, ,    19.1, ,    56.3, ,    40.5, ,     7.1, ,    21.8, ,   260.2, ,    32.2, ,    48.1, ,    63.7, ,   103.9, ,
1970,     8.6, ,     3.7, ,     7.9, ,    15.4, ,    37.0, ,    17.3, ,    16.4, ,    56.9, ,    36.6, ,    21.5, ,    12.6, ,    20.5, ,   254.4, ,    34.2, ,    60.3, ,    90.6, ,    70.7, ,
1971,    17.2, ,     6.6, ,     4.6, ,    15.4, ,    36.8, ,     7.3, ,    22.9, ,    49.8, ,     8.7, ,    11.5, ,    17.2, ,     9.8, ,   207.8, ,    44.3, ,    56.8, ,    80.0, ,    37.4, ,
1972,    14.3, ,    10.5, ,    12.5, ,     3.5, ,    10.9, ,    12.5, ,    46.1, ,    34.4, ,    49.8, ,    52.3, ,     7.8, ,    12.6, ,   267.2, ,    34.6, ,    26.9, ,    93.0, ,   109.9, ,
1973,     7.2, ,     6.6, ,     9.0, ,    30.3, ,    22.9, ,    54.5, ,    28.0, ,    29.7, ,    40.6, ,     9.4, ,    15.1, ,    12.4, ,   265.7, ,    26.4, ,    62.2, ,   112.2, ,    65.1, ,
1974,    10.1, ,     4.1, ,    12.4, ,     7.3, ,    11.4, ,     9.8, ,    45.7, ,    23.6, ,    39.1, ,    17.0, ,     9.9, ,     8.9, ,   199.3, ,    26.6, ,    31.1, ,    79.1, ,    66.1, ,
1975,     8.0, ,    19.4, ,    19.6, ,     6.3, ,    25.0, ,    22.0, ,     6.4, ,    35.7, ,    69.9, ,    13.0, ,    17.8, ,     9.5, ,   252.5, ,    36.3, ,    50.9, ,    64.1, ,   100.7, ,
1976,    15.1, ,    16.9, ,    10.1, ,    40.0, ,     5.0, ,     3.1, ,    12.3, ,    37.4, ,    18.1, ,    16.3, ,    13.7, ,    19.8, ,   207.8, ,    41.5, ,    55.2, ,    52.7, ,    48.1, ,
1977,    14.9, ,     6.9, ,     7.5, ,     8.0, ,    14.6, ,    11.6, ,    47.8, ,    10.5, ,    34.7, ,    13.1, ,    13.9, ,     8.1, ,   191.7, ,    41.6, ,    30.1, ,    69.9, ,    61.8, ,
1978,    10.9, ,    15.1, ,    20.5, ,     8.5, ,    23.3, ,     6.3, ,    11.2, ,    10.3, ,    66.9, ,     8.6, ,    14.2, ,    11.2, ,   206.9, ,    34.1, ,    52.2, ,    27.8, ,    89.7, ,
1979,    13.3, ,     2.3, ,     3.4, ,     5.2, ,     6.4, ,     9.9, ,    13.4, ,    27.8, ,    15.3, ,    14.9, ,    12.1, ,     8.6, ,   132.6, ,    26.9, ,    15.0, ,    51.1, ,    42.2, ,
1980,     7.5, ,    10.5, ,     9.1, ,    10.7, ,    21.3, ,     9.3, ,    16.0, ,    46.7, ,    58.7, ,    17.6, ,     7.9, ,    13.0, ,   228.3, ,    26.6, ,    41.1, ,    72.0, ,    84.3, ,
1981,    16.1, ,     7.4, ,     5.5, ,    10.9, ,     5.6, ,     8.2, ,    37.0, ,    18.3, ,    44.6, ,    40.4, ,     9.5, ,    10.4, ,   213.9, ,    36.5, ,    21.9, ,    63.5, ,    94.5, ,
1982,    11.0, ,     7.0, ,    13.8, ,    26.3, ,    16.7, ,     7.0, ,    26.4, ,    28.4, ,    58.8, ,     9.1, ,    22.4, ,     7.8, ,   234.6, ,    28.4, ,    56.8, ,    61.8, ,    90.3, ,
1983,    15.8, ,     9.4, ,    17.8, ,     9.1, ,    22.0, ,    44.5, ,    72.3, ,    35.0, ,    54.8, ,    18.4, ,    12.5, ,    12.0, ,   323.5, ,    33.0, ,    48.9, ,   151.7, ,    85.7, ,
1984,    15.2, ,    12.5, ,     5.9, ,     8.0, ,    25.9, ,    10.9, ,    50.3, ,    27.0, ,    42.5, ,    44.6, ,     7.8, ,    13.7, ,   264.3, ,    39.7, ,    39.8, ,    88.2, ,    94.9, ,
1985,     7.7, ,     6.4, ,    10.1, ,    11.1, ,     6.3, ,    10.2, ,    33.7, ,    16.6, ,     4.7, ,    28.6, ,    21.0, ,     9.2, ,   165.6, ,    27.8, ,    27.5, ,    60.5, ,    54.3, ,
1986,     9.6, ,    11.0, ,    12.7, ,     8.8, ,    31.1, ,    12.9, ,    44.8, ,     9.2, ,    19.1, ,    24.4, ,    33.4, ,    10.7, ,   227.6, ,    29.8, ,    52.6, ,    66.8, ,    76.9, ,
1987,    19.5, ,     6.6, ,     8.6, ,    11.3, ,     6.7, ,    16.7, ,    55.8, ,    12.0, ,    12.6, ,    46.1, ,     8.6, ,    13.2, ,   217.7, ,    36.8, ,    26.6, ,    84.5, ,    67.3, ,
1988,    16.7, ,    12.8, ,    14.5, ,    17.9, ,     7.3, ,    54.4, ,    37.0, ,    28.7, ,    40.1, ,    24.2, ,    19.6, ,    11.2, ,   284.3, ,    42.6, ,    39.7, ,   120.1, ,    83.9, ,
1989,    12.9, ,    27.7, ,    12.7, ,     8.4, ,     7.3, ,    29.6, ,    34.9, ,    37.6, ,    35.0, ,    21.9, ,    10.4, ,    12.1, ,   250.6, ,    51.9, ,    28.4, ,   102.1, ,    67.3, ,
1990,    23.4, ,     9.9, ,    15.0, ,    42.7, ,    17.2, ,     7.4, ,    33.7, ,     9.8, ,    29.0, ,     7.1, ,     9.6, ,    13.1, ,   217.9, ,    45.5, ,    74.9, ,    50.9, ,    45.7, ,
1991,     8.6, ,     7.7, ,     3.5, ,     4.3, ,    48.9, ,    31.4, ,    36.4, ,    36.8, ,    37.5, ,    23.0, ,     9.4, ,     8.7, ,   256.0, ,    29.3, ,    56.6, ,   104.5, ,    69.9, ,
1992,     6.0, ,    16.1, ,    14.6, ,    15.7, ,     5.0, ,    17.1, ,    45.9, ,    23.7, ,    16.4, ,    16.7, ,    26.2, ,    12.8, ,   216.2, ,    30.9, ,    35.4, ,    86.7, ,    59.2, ,
1993,    12.2, ,    21.3, ,     8.7, ,    12.0, ,    29.2, ,     5.4, ,    18.9, ,    12.4, ,    18.5, ,     5.6, ,     9.9, ,    16.0, ,   170.2, ,    46.3, ,    50.0, ,    36.6, ,    34.0, ,
1994,    10.3, ,    18.3, ,    10.1, ,    10.2, ,    13.6, ,     5.6, ,    14.1, ,    49.7, ,     6.7, ,    14.4, ,    13.5, ,     6.6, ,   173.1, ,    44.6, ,    33.9, ,    69.4, ,    34.6, ,
1995,     7.1, ,     4.5, ,     5.3, ,    34.6, ,    50.5, ,    28.3, ,    43.7, ,    16.9, ,    77.6, ,    11.6, ,     6.0, ,     3.6, ,   289.7, ,    18.2, ,    90.3, ,    88.9, ,    95.2, ,
1996,     7.0, ,     4.4, ,    10.5, ,     3.0, ,    28.0, ,     4.7, ,    60.3, ,     7.8, ,    36.1, ,    25.4, ,    10.9, ,     4.6, ,   202.7, ,    15.0, ,    41.5, ,    72.8, ,    72.4, ,
1997,     9.2, ,     5.8, ,    12.6, ,    22.4, ,     2.9, ,     1.5, ,    50.5, ,    25.1, ,    82.9, ,    17.8, ,    55.7, ,    18.7, ,   305.1, ,    19.6, ,    38.0, ,    77.2, ,   156.3, ,
1998,    20.3, ,    12.5, ,    27.6, ,    20.4, ,    40.7, ,    16.3, ,    20.6, ,    29.3, ,    28.6, ,    32.9, ,    31.0, ,    38.1, ,   318.2, ,    51.4, ,    88.7, ,    66.2, ,    92.5, ,
1999,     9.2, ,    14.9, ,    12.1, ,    12.0, ,    38.1, ,    24.8, ,    36.3, ,    34.1, ,    63.3, ,    38.5, ,    41.1, ,    16.8, ,   341.3, ,    62.2, ,    62.2, ,    95.2, ,   143.0, ,
2000,     5.6, ,     3.8, ,    13.1, ,     2.4, ,     8.7, ,    24.0, ,    48.3, ,    38.9, ,    49.5, ,    19.9, ,     4.2, ,    19.0, ,   237.3, ,    26.2, ,    24.2, ,   111.2, ,    73.5, ,
2001,    24.2, ,     8.7, ,     8.1, ,     5.9, ,    11.1, ,    44.2, ,    42.1, ,     4.4, ,    12.1, ,    30.3, ,    20.1, ,    14.6, ,   226.0, ,    51.9, ,    25.1, ,    90.8, ,    62.5, ,
2002,    31.4, ,     8.0, ,    23.1, ,    28.5, ,     7.0, ,    17.7, ,     3.6, ,     6.7, ,    17.2, ,    20.1, ,    46.2, ,    19.1, ,   228.6, ,    54.0, ,    58.7, ,    28.0, ,    83.5, ,
2003,    12.9, ,    12.2, ,    13.5, ,    17.6, ,    33.2, ,     3.8, ,     2.4, ,     5.5, ,    12.5, ,    27.7, ,     8.0, ,    13.8, ,   163.1, ,    44.2, ,    64.3, ,    11.7, ,    48.2, ,
2004,    22.0, ,    12.4, ,     1.0, ,    32.2, ,     3.6, ,    26.2, ,    21.5, ,    35.3, ,    16.0, ,    31.1, ,    16.5, ,    30.2, ,   248.1, ,    48.3, ,    36.8, ,    83.1, ,    63.6, ,
2005,    11.9, ,     9.1, ,    17.8, ,    18.6, ,    13.2, ,     3.3, ,    11.7, ,    13.5, ,    24.1, ,    51.7, ,    17.5, ,    25.7, ,   218.0, ,    51.2, ,    49.7, ,    28.5, ,    93.2, ,
2006,    34.2, ,    15.6, ,     7.2, ,    27.3, ,    10.8, ,    24.1, ,    33.2, ,    38.2, ,    33.4, ,    11.7, ,    46.2, ,    16.5, ,   298.3, ,    75.5, ,    45.3, ,    95.5, ,    91.3, ,
2007,    27.8, ,    14.4, ,    20.1, ,    27.2, ,     7.2, ,    22.9, ,    45.9, ,    21.2, ,    37.8, ,    53.0, ,     8.8, ,    38.4, ,   324.7, ,    58.7, ,    54.5, ,    90.1, ,    99.5, ,
2008,    15.0, ,    17.7, ,     4.3, ,     9.4, ,     4.1, ,    10.1, ,     5.8, ,    23.0, ,    77.5, ,    41.8, ,    20.0, ,    12.1, ,   240.7, ,    71.1, ,    17.8, ,    38.8, ,   139.3, ,
2009,    12.9, ,     9.0, ,     9.3, ,    11.9, ,    29.1, ,    17.6, ,     2.7, ,     2.0, ,    37.5, ,    32.5, ,    16.7, ,     9.6, ,   190.7, ,    33.9, ,    50.3, ,    22.3, ,    86.7, ,
2010,    12.3, ,     5.6, ,    14.4, ,     9.4, ,    26.2, ,     3.9, ,    36.6, ,    34.4, ,    27.6, ,     9.9, ,    30.1, ,    23.3, ,   233.7, ,    27.5, ,    49.9, ,    74.9, ,    67.6, ,
