1968,   629.5, ,   319.3, ,   398.8, ,   204.2, ,   101.0, ,   121.6, ,    76.6, ,   149.9, ,   246.1, ,   562.3, ,   475.9, ,   486.4, ,  3771.7, ,  1504.6, ,   704.0, ,   348.1, ,  1284.3, ,
1969,   283.4, ,   266.1, ,   422.1, ,   305.1, ,    98.8, ,    30.7, ,    36.7, ,   170.0, ,   286.9, ,   237.2, ,   532.4, ,   415.7, ,  3085.2, ,  1036.0, ,   826.0, ,   237.4, ,  1056.6, ,
1970,   279.8, ,   131.7, ,   207.2, ,   244.0, ,   112.6, ,    44.4, ,    79.7, ,    48.4, ,   195.9, ,   216.6, ,   367.9, ,   490.2, ,  2418.4, ,   827.2, ,   563.7, ,   172.5, ,   780.4, ,
1971,   515.5, ,   322.2, ,   495.1, ,   211.4, ,    90.3, ,   178.2, ,    32.3, ,   107.4, ,   210.4, ,   491.4, ,   416.6, ,   448.2, ,  3519.1, ,  1328.0, ,   796.8, ,   317.9, ,  1118.4, ,
1972,   302.5, ,   412.7, ,   727.3, ,   299.5, ,    59.6, ,    89.9, ,   188.6, ,    37.8, ,   122.4, ,    82.8, ,   409.9, ,   575.5, ,  3308.6, ,  1163.4, ,  1086.4, ,   316.3, ,   615.2, ,
1973,   684.9, ,   302.7, ,   333.3, ,    65.7, ,   239.4, ,   200.1, ,    64.1, ,    44.2, ,   120.2, ,   424.6, ,   466.2, ,   581.9, ,  3527.1, ,  1563.0, ,   638.3, ,   308.4, ,  1011.0, ,
1974,   394.3, ,   631.1, ,   531.1, ,   239.3, ,   267.5, ,   110.8, ,   148.3, ,    10.2, ,   102.0, ,   139.6, ,   411.1, ,   617.9, ,  3603.3, ,  1607.2, ,  1037.8, ,   269.4, ,   652.8, ,
1975,   373.6, ,   293.8, ,   213.4, ,   132.7, ,   147.7, ,   109.5, ,    18.4, ,   302.0, ,    23.6, ,   669.6, ,   558.2, ,   400.8, ,  3243.3, ,  1285.3, ,   493.9, ,   429.9, ,  1251.4, ,
1976,   473.1, ,   362.2, ,   419.6, ,   156.9, ,   190.2, ,   136.7, ,   121.5, ,   184.8, ,   105.8, ,   287.7, ,   129.5, ,   301.3, ,  2869.3, ,  1236.0, ,   766.8, ,   443.0, ,   523.0, ,
1977,   255.2, ,   380.3, ,   343.5, ,   205.6, ,   229.8, ,    96.1, ,    89.8, ,    87.4, ,   119.4, ,   359.6, ,   493.2, ,   381.9, ,  3041.6, ,   936.8, ,   778.9, ,   273.2, ,   972.1, ,
1978,   328.1, ,   253.1, ,   281.2, ,   178.8, ,   174.8, ,    88.6, ,    11.1, ,   283.2, ,   276.4, ,   159.2, ,   306.8, ,   324.7, ,  2666.1, ,   963.2, ,   634.8, ,   382.9, ,   742.3, ,
1979,   195.8, ,   512.5, ,   267.2, ,   151.8, ,   121.5, ,    90.2, ,    80.3, ,    61.6, ,   255.4, ,   254.2, ,   256.4, ,   568.0, ,  2815.0, ,  1033.1, ,   540.6, ,   232.1, ,   766.0, ,
1980,   267.0, ,   321.4, ,   272.0, ,   220.8, ,   102.2, ,    94.4, ,   117.3, ,    54.0, ,   296.4, ,   174.9, ,   552.0, ,   808.9, ,  3281.3, ,  1156.5, ,   595.0, ,   265.6, ,  1023.4, ,
1981,   169.9, ,   321.7, ,   283.9, ,   429.8, ,   144.4, ,   300.8, ,    21.2, ,    83.9, ,   251.7, ,   382.1, ,   514.4, ,   475.6, ,  3379.4, ,  1300.4, ,   858.0, ,   406.0, ,  1148.2, ,
1982,   541.4, ,   633.1, ,   215.4, ,   219.1, ,    66.7, ,    58.5, ,    68.0, ,    66.0, ,   117.4, ,   433.9, ,   477.8, ,   446.3, ,  3343.4, ,  1650.1, ,   501.1, ,   192.5, ,  1029.1, ,
1983,   601.4, ,   619.2, ,   481.8, ,   127.1, ,    75.4, ,   167.9, ,   249.5, ,    67.2, ,   112.1, ,   280.3, ,   593.6, ,   194.6, ,  3570.1, ,  1666.9, ,   684.3, ,   484.6, ,   986.0, ,
1984,   588.3, ,   576.6, ,   323.7, ,   398.2, ,   269.0, ,   139.4, ,    55.7, ,    71.5, ,   151.5, ,   473.2, ,   525.9, ,   345.3, ,  3918.4, ,  1359.6, ,   990.8, ,   266.6, ,  1150.5, ,
1985,    85.3, ,   250.4, ,   314.5, ,   223.4, ,   102.3, ,    64.9, ,    13.7, ,    24.7, ,    86.0, ,   537.9, ,   189.4, ,   198.9, ,  2091.4, ,   681.0, ,   640.1, ,   103.4, ,   813.3, ,
1986,   619.2, ,   255.5, ,   487.5, ,   348.2, ,   378.9, ,   130.8, ,   122.8, ,    16.5, ,   146.4, ,   166.8, ,   474.0, ,   477.8, ,  3624.4, ,  1073.6, ,  1214.7, ,   270.0, ,   787.2, ,
1987,   575.8, ,   393.7, ,   393.1, ,   319.5, ,   331.5, ,   204.8, ,    52.7, ,    12.5, ,    82.2, ,   136.6, ,   408.4, ,   349.9, ,  3260.7, ,  1447.3, ,  1044.1, ,   270.0, ,   627.2, ,
1988,   394.8, ,   301.8, ,   408.5, ,   224.4, ,   337.2, ,   116.1, ,    56.6, ,    40.2, ,   182.9, ,   313.8, ,   614.6, ,   385.3, ,  3376.3, ,  1046.5, ,   970.1, ,   213.0, ,  1111.3, ,
1989,   480.6, ,   188.0, ,   369.5, ,   180.0, ,    92.5, ,   177.2, ,   127.4, ,    54.1, ,     9.1, ,   277.9, ,   477.1, ,   340.6, ,  2773.7, ,  1053.9, ,   641.9, ,   358.6, ,   764.0, ,
1990,   470.8, ,   350.6, ,   294.2, ,   192.7, ,   112.8, ,   260.0, ,    21.8, ,    58.9, ,    22.7, ,   571.8, ,   607.0, ,   540.2, ,  3503.5, ,  1162.0, ,   599.7, ,   340.7, ,  1201.5, ,
1991,   450.3, ,   432.5, ,   200.4, ,   258.7, ,   189.6, ,    98.9, ,   104.3, ,   371.7, ,     8.8, ,    50.2, ,   663.3, ,   562.6, ,  3391.3, ,  1423.0, ,   648.7, ,   574.9, ,   722.3, ,
1992,   832.5, ,   280.8, ,    65.3, ,   284.5, ,    50.1, ,    79.0, ,     7.3, ,    96.1, ,   167.7, ,   421.0, ,   467.3, ,   336.7, ,  3088.4, ,  1675.9, ,   400.0, ,   182.4, ,  1056.0, ,
1993,   437.0, ,    71.4, ,   363.5, ,   462.9, ,   279.3, ,   143.4, ,    48.4, ,   145.3, ,     6.4, ,   149.6, ,   217.4, ,   522.1, ,  2846.7, ,   845.1, ,  1105.7, ,   337.1, ,   373.3, ,
1994,   343.5, ,   524.6, ,   217.9, ,   206.3, ,   153.5, ,   243.4, ,    19.2, ,    44.6, ,   204.7, ,   247.3, ,   534.7, ,   491.2, ,  3231.1, ,  1390.2, ,   577.8, ,   307.2, ,   986.8, ,
1995,   438.2, ,   385.8, ,   288.5, ,   195.9, ,    54.2, ,   108.6, ,    77.7, ,    98.8, ,    93.0, ,   555.9, ,   780.8, ,   437.3, ,  3514.7, ,  1315.1, ,   538.7, ,   285.1, ,  1429.7, ,
1996,   417.8, ,   260.8, ,   214.3, ,   528.0, ,   112.0, ,    68.7, ,    52.3, ,    67.6, ,   161.1, ,   493.7, ,   327.7, ,   422.0, ,  3126.0, ,  1115.8, ,   854.4, ,   188.6, ,   982.5, ,
1997,   588.1, ,   276.6, ,   531.1, ,   358.7, ,   190.0, ,   352.7, ,   125.7, ,   115.1, ,   330.6, ,   495.7, ,   365.0, ,   656.1, ,  4385.3, ,  1286.7, ,  1079.8, ,   593.5, ,  1191.3, ,
1998,   613.4, ,   518.4, ,   260.4, ,    94.2, ,   104.6, ,    55.0, ,   158.0, ,    15.7, ,    55.0, ,   382.1, ,   571.5, ,   790.7, ,  3619.0, ,  1787.8, ,   459.1, ,   228.7, ,  1008.7, ,
1999,   578.2, ,   836.7, ,   388.6, ,   180.6, ,   131.2, ,   208.7, ,    12.5, ,   126.3, ,    84.8, ,   287.8, ,   507.0, ,   571.2, ,  3913.5, ,  2205.6, ,   700.4, ,   347.4, ,   879.6, ,
2000,   359.0, ,   331.2, ,   381.6, ,   211.9, ,   220.6, ,   208.2, ,   157.7, ,    61.2, ,   221.5, ,   312.6, ,   301.6, ,   346.5, ,  3113.8, ,  1261.4, ,   814.1, ,   427.2, ,   835.8, ,
2001,   351.3, ,   149.2, ,   312.9, ,   289.3, ,   201.1, ,    90.4, ,    33.8, ,   377.6, ,   143.0, ,   394.3, ,   484.3, ,   566.4, ,  3393.7, ,   847.0, ,   803.2, ,   501.9, ,  1021.6, ,
2002,   408.6, ,   335.4, ,   215.4, ,   221.7, ,   126.8, ,   152.4, ,    70.3, ,    18.1, ,   176.9, ,    62.8, ,   669.9, ,   447.2, ,  2905.5, ,  1310.4, ,   563.9, ,   240.8, ,   909.5, ,
2003,   483.5, ,   143.0, , -9999.9,M,   432.0, ,   204.0, ,    50.5, , -9999.9,M, -9999.9,M,   179.3, , -9999.9,M,   317.3, ,   590.9, , -9999.9,M,  1073.8, , -9999.9,M, -9999.9,M, -9999.9,M,
2004,   474.8, ,   191.5, ,   397.0, ,    99.1, ,   125.6, ,   101.4, ,    66.0, ,   130.6, ,   282.3, ,   393.2, ,   723.0, ,   379.3, ,  3363.7, ,  1257.2, ,   621.7, ,   297.9, ,  1398.5, ,
2005,  1043.0, ,   191.9, ,   400.9, ,   451.6, ,   224.3, , -9999.9,M,   293.2, ,    75.8, ,   217.6, ,   591.4, ,   502.8, ,   408.3, , -9999.9,M,  1614.2, ,  1076.8, , -9999.9,M,  1311.9, ,
2006,   637.6, ,   203.1, ,   431.1, ,   231.6, ,   104.0, ,    82.6, ,    56.8, ,    10.2, ,   158.9, ,   176.3, ,   702.3, ,   624.4, ,  3418.9, ,  1249.0, ,   766.7, ,   149.6, ,  1037.4, ,
2007,   891.6, ,   501.7, ,   726.2, ,   379.9, ,   109.6, ,   190.5, ,   132.9, ,    56.4, ,   217.6, ,   551.4, ,   437.3, ,   522.1, ,  4717.3, ,  2017.8, ,  1215.7, ,   379.8, ,  1206.3, ,
2008,   479.4, ,   342.4, ,   334.9, ,   115.1, ,   119.3, ,   106.7, ,   121.8, ,   259.1, ,    68.3, ,   375.0, ,   496.6, ,   370.2, ,  3188.9, ,  1343.9, ,   569.3, ,   487.6, ,   940.0, ,
2009,   524.5, ,   209.0, ,   336.0, ,   125.8, ,   225.3, ,    60.3, ,    58.1, ,    62.1, ,   284.1, ,   336.2, ,   807.2, ,   196.9, ,  3225.5, ,  1103.8, ,   687.1, ,   180.5, ,  1427.5, ,
2010,   512.4, ,   338.6, ,   362.1, ,   335.1, ,   227.6, ,   136.6, ,     3.8, ,    86.7, ,   316.6, ,   445.1, ,   418.9, ,   624.1, ,  3807.6, ,  1047.9, ,   924.8, ,   227.2, ,  1180.5, ,
2011,   473.4, ,   388.1, ,   571.4, ,   253.0, ,   248.0, ,    71.6, ,   113.7, ,    61.6, ,   286.4, ,   364.0, ,   407.5, ,   444.2, ,  3682.9, ,  1485.5, ,  1072.5, ,   246.9, ,  1057.9, ,
