6130257,AMHERSTBURG              ,ON  ,station joined    , Monthly total of daily adjusted precipitation, mm, Updated to December 2010
6130257,AMHERSTBURG              ,ON  ,station jointe    , Total mensuel des chutes de précipitations quotidiennes ajustées, mm, Mise à jour jusqu à décembre 2010
Year,     Jan, ,     Feb, ,     Mar, ,     Apr, ,     May, ,     Jun, ,     Jul, ,     Aug, ,     Sep, ,     Oct, ,     Nov, ,     Dec, ,  Annual, ,  Winter, ,  Spring, ,  Summer, ,  Autumn
An  ,    Janv, ,     Fév, ,    Mars, ,     Avr, ,     Mai, ,    Juin, ,    Juil, ,    Août, ,    Sept, ,     Oct, ,     Nov, ,     Déc, ,  Annuel, ,   Hiver, ,Printemp, ,     Eté, , Automne
1917, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   118.2, ,   161.1, ,   118.7, ,    41.8, ,    55.6, ,   130.1, ,    15.9, ,    22.2, , -9999.9,M, -9999.9,M, -9999.9,M,   321.5, ,   201.6, ,
1918,    52.8, ,    49.9, ,    84.0, ,    67.3, ,    45.3, ,    50.2, ,    27.2, ,    13.3, ,    89.8, ,    43.1, ,    72.9, ,    79.0, ,   674.8, ,   124.8, ,   196.6, ,    90.6, ,   205.8, ,
1919,    25.8, ,    39.7, ,    80.1, ,   133.8, ,    95.7, ,    45.4, ,     9.5, ,    75.0, ,    42.9, ,    84.0, ,    42.1, ,    10.9, ,   685.0, ,   144.5, ,   309.6, ,   129.9, ,   169.1, ,
1920,    34.8, ,    17.8, ,    51.6, ,   115.4, ,    25.5, ,   139.0, ,    63.0, ,   110.5, ,    28.3, ,    51.8, ,    58.8, ,    58.0, ,   754.7, ,    63.5, ,   192.6, ,   312.6, ,   139.0, ,
1921,    14.3, ,    65.4, ,   139.7, ,   120.6, ,    71.1, ,    65.2, ,    74.0, ,   160.2, ,    87.6, ,    54.2, ,    49.3, ,    68.2, ,   969.8, ,   137.7, ,   331.4, ,   299.5, ,   191.1, ,
1922,    39.1, ,    47.6, ,    96.2, ,    84.1, ,    68.0, ,    49.8, ,    28.6, ,    42.4, ,    38.5, ,    34.4, ,    34.2, ,    53.7, ,   616.6, ,   154.8, ,   248.3, ,   120.8, ,   107.1, ,
1923,    69.7, ,    45.6, ,    65.6, ,    61.6, ,    65.6, ,    81.5, ,    75.8, ,    25.7, ,    56.4, ,    63.9, ,    37.1, ,   103.0, ,   751.4, ,   168.9, ,   192.9, ,   183.0, ,   157.4, ,
1924,    70.3, ,    44.9, ,    75.0, ,    64.5, ,    46.0, ,   111.7, ,    23.0, ,    36.6, ,   109.7, ,    10.1, ,    13.4, ,    46.3, ,   651.2, ,   218.2, ,   185.4, ,   171.2, ,   133.2, ,
1925,    29.4, ,    45.6, ,    90.8, ,    37.1, ,    20.6, ,    46.7, ,    96.6, ,    46.4, ,    88.9, ,    79.2, ,   100.2, ,    44.0, ,   725.4, ,   121.4, ,   148.5, ,   189.7, ,   268.3, ,
1926,    85.3, ,   123.9, ,    61.8, ,   116.2, ,    51.6, ,    97.8, ,    19.7, ,   120.3, ,   190.9, ,    70.2, ,    49.9, ,    31.0, ,  1018.6, ,   253.1, ,   229.7, ,   237.8, ,   310.9, ,
1927, -9999.9,M,    40.3, ,    36.6, ,    36.3, ,    64.1, ,    45.0, ,    66.2, ,    29.3, ,    52.2, ,    15.0, ,    47.1, ,    72.6, , -9999.9,M, -9999.9,M,   137.0, ,   140.5, ,   114.2, ,
1928,    49.3, ,    31.2, ,    31.6, ,    22.4, ,    52.5, ,    69.3, ,    51.2, ,    45.1, ,    11.8, ,    53.6, ,    60.0, ,    16.5, ,   494.6, ,   153.1, ,   106.6, ,   165.7, ,   125.4, ,
1929,    86.9, ,    55.5, ,    48.7, ,    91.3, ,    47.5, ,    48.0, ,    59.8, ,    17.5, ,    55.7, ,    39.5, ,    71.2, ,    94.7, ,   716.5, ,   158.9, ,   187.6, ,   125.3, ,   166.5, ,
1930,    68.4, ,    30.5, ,    27.6, ,    27.5, ,    27.1, ,    38.7, ,    16.3, ,     9.8, ,    55.9, ,    33.8, ,    12.6, ,    12.5, ,   360.7, ,   193.6, ,    82.3, ,    64.8, ,   102.3, ,
1931,    42.6, ,    33.4, ,    35.1, ,    48.7, ,    22.6, ,    51.5, ,    43.7, ,    39.6, ,    65.3, ,    27.1, ,    27.9, ,    47.2, ,   484.5, ,    88.4, ,   106.3, ,   134.8, ,   120.3, ,
1932,    50.6, ,    24.9, ,    36.5, ,    15.8, ,    63.1, ,    29.0, ,    51.5, ,    47.9, ,    59.4, ,    44.7, ,    58.1, ,    60.6, ,   541.9, ,   122.7, ,   115.4, ,   128.3, ,   162.1, ,
1933,    32.0, ,    23.6, ,    44.7, ,    42.6, ,    42.8, ,    19.8, ,    25.6, ,    23.5, ,    52.6, ,    14.5, ,    62.7, ,    34.4, ,   418.9, ,   116.2, ,   130.1, ,    68.9, ,   129.8, ,
1934,    39.3, ,    17.2, ,    75.6, ,    90.5, ,    13.9, ,    39.6, ,    29.1, ,    32.3, ,   115.8, ,    24.3, ,    46.0, ,    58.3, ,   582.0, ,    91.0, ,   180.1, ,   101.0, ,   186.1, ,
1935,    61.0, ,    55.3, ,    54.9, ,    56.5, ,    79.5, ,    83.9, ,    52.6, ,   111.1, ,    42.1, ,    35.1, ,    76.8, ,    68.2, ,   777.0, ,   174.7, ,   190.9, ,   247.6, ,   154.0, ,
1936,    40.0, ,    77.5, ,    46.2, ,    60.5, ,    34.5, ,    86.9, ,    27.3, ,    56.4, ,   123.9, ,    74.3, ,    40.1, ,    57.0, ,   724.6, ,   185.7, ,   141.3, ,   170.6, ,   238.3, ,
1937,   144.6, ,    40.6, ,    23.4, ,   136.2, ,    67.9, ,   180.7, ,   116.5, ,    80.5, ,    62.3, ,    93.1, ,    46.7, ,    67.0, ,  1059.5, ,   242.1, ,   227.5, ,   377.6, ,   202.1, ,
1938,    35.6, ,   142.9, ,   116.1, ,    88.6, ,   112.1, ,    92.3, ,   107.8, ,    16.7, ,   109.2, ,    30.3, ,    57.6, ,    77.0, ,   986.3, ,   245.6, ,   316.8, ,   216.8, ,   197.1, ,
1939,    86.6, ,   123.3, ,    45.5, ,   112.0, ,    57.3, ,    82.0, ,   131.5, ,    41.9, ,    42.7, ,    45.3, ,    13.0, ,    26.9, ,   807.9, ,   286.9, ,   214.8, ,   255.4, ,   101.0, ,
1940,    42.9, ,    56.4, ,    61.3, ,    51.3, ,    70.3, ,   156.9, ,   107.5, ,   138.1, ,    43.0, ,    59.5, ,    48.6, ,    84.3, ,   920.1, ,   126.1, ,   182.9, ,   402.5, ,   151.1, ,
1941,    53.2, ,    22.6, ,    40.5, ,    37.3, ,    77.1, ,   122.3, ,    63.4, ,    95.9, ,    47.8, ,   120.2, ,    40.0, ,    44.7, ,   764.9, ,   160.1, ,   154.9, ,   281.6, ,   207.9, ,
1942,    62.8, ,    85.9, ,    49.5, ,    36.0, ,   119.6, ,    72.9, ,    97.8, ,    73.4, ,    59.6, ,    69.1, ,    81.1, ,    62.4, ,   870.1, ,   193.4, ,   205.1, ,   244.1, ,   209.8, ,
1943,    71.6, ,    46.7, ,    55.3, ,    73.4, ,   164.7, ,    94.0, ,   114.9, ,    20.9, ,    37.7, ,    38.7, ,    50.1, ,    18.3, ,   786.3, ,   180.7, ,   293.4, ,   229.8, ,   126.5, ,
1944,    39.9, ,    63.9, ,    82.7, ,    75.7, ,    50.5, ,    58.8, ,    49.9, ,    40.9, ,    49.1, ,     1.2, ,    40.1, ,    65.9, ,   618.5, ,   122.1, ,   208.8, ,   149.6, ,    90.4, ,
1945,    37.3, ,    53.3, ,   100.6, ,    65.0, ,   114.9, ,   139.7, ,    51.4, ,    37.8, ,   107.9, ,    88.1, ,    29.5, ,    49.7, ,   875.0, ,   156.4, ,   280.5, ,   228.8, ,   225.5, ,
1946,    37.9, ,    43.7, ,    57.6, ,    13.9, ,    86.9, ,    60.1, ,    15.3, ,    41.9, ,    19.8, ,    57.1, ,    32.7, ,    48.4, ,   515.3, ,   131.3, ,   158.4, ,   117.3, ,   109.6, ,
1947,    70.8, ,    28.8, ,    75.5, ,   137.1, ,   106.6, ,    77.7, ,    37.1, ,   150.9, ,    48.8, ,    40.1, ,    53.1, ,    68.4, ,   895.1, ,   148.1, ,   319.2, ,   265.8, ,   142.0, ,
1948,    33.8, ,    48.4, ,    92.7, ,    90.8, ,   107.5, ,   118.8, ,    46.4, ,    81.3, ,    55.0, ,    46.1, ,   107.1, ,    50.4, ,   878.3, ,   150.6, ,   291.1, ,   246.4, ,   208.2, ,
1949,    61.1, ,    45.7, ,    50.4, ,    56.9, ,    64.7, ,   105.7, ,    96.1, ,    68.8, ,    83.4, ,    76.0, , -9999.9,M,    79.9, , -9999.9,M,   157.2, ,   172.0, ,   270.6, , -9999.9,M,
1950,   148.6, ,   104.9, ,    82.8, ,   111.6, ,    36.7, ,    82.2, ,    59.6, ,    82.8, ,    34.2, ,    78.2, ,   106.1, ,    77.0, ,  1004.6, ,   333.4, ,   231.1, ,   224.6, ,   218.5, ,
1951,    57.6, ,    94.5, ,    62.7, ,    54.2, ,    54.6, ,   103.9, ,    46.7, ,    85.8, ,    38.7, ,    81.9, ,    84.6, ,    81.4, ,   846.5, ,   229.0, ,   171.5, ,   236.3, ,   205.2, ,
1952,    91.5, ,    55.9, ,    60.3, ,    86.2, ,    79.7, ,    33.5, ,    49.1, ,    52.6, ,    74.0, ,    16.9, ,    92.0, ,    59.3, ,   751.0, ,   228.8, ,   226.2, ,   135.2, ,   182.9, ,
1953,    73.3, ,    24.1, ,    75.2, ,    59.2, ,    49.8, ,    58.7, ,    24.9, ,    58.9, ,    46.9, ,    23.9, ,    31.0, ,    54.8, ,   580.9, ,   156.7, ,   184.3, ,   142.6, ,   101.8, ,
1954,    50.3, ,    86.9, ,   117.6, ,    66.4, ,    34.0, ,    48.6, ,    45.1, ,    85.1, ,    41.3, ,   171.4, ,    48.8, ,    52.0, ,   847.5, ,   192.0, ,   218.0, ,   178.7, ,   261.5, ,
1955,    51.6, ,    72.3, ,    66.2, ,    69.3, ,    62.3, ,    50.6, ,    46.4, ,    79.2, ,    60.8, ,   103.9, ,    76.1, ,    24.1, ,   762.7, ,   176.0, ,   197.7, ,   176.2, ,   240.8, ,
1956,    47.8, ,    56.2, ,   110.6, ,    90.2, ,   123.7, ,   111.1, ,    48.5, ,   152.7, ,    26.1, ,    32.6, ,    58.7, ,    72.9, ,   931.0, ,   128.1, ,   324.5, ,   312.2, ,   117.4, ,
1957,    61.6, ,    60.3, ,    36.6, ,   165.6, ,    62.0, ,   101.5, ,   206.4, ,    88.1, ,   132.3, ,    97.7, ,    74.7, ,    99.4, ,  1186.3, ,   194.8, ,   264.3, ,   396.0, ,   304.8, ,
1958,    21.8, ,    25.9, ,    28.0, ,    51.8, ,    77.5, ,    77.9, ,   113.4, ,    78.5, ,    58.5, ,    33.7, ,    97.5, ,    40.5, ,   704.9, ,   147.1, ,   157.3, ,   269.8, ,   189.6, ,
1959,   120.3, ,    67.1, ,    87.4, ,   117.1, ,    83.8, ,    34.6, ,    95.5, ,   116.1, ,    74.7, ,   151.5, ,    77.5, ,    88.5, ,  1113.9, ,   227.9, ,   288.3, ,   246.1, ,   303.7, ,
1960,    88.0, ,    86.2, ,    40.5, ,    51.6, ,    82.5, ,   140.5, ,    57.3, ,    46.5, ,    23.6, ,    42.5, ,    38.3, ,    21.4, ,   718.9, ,   262.7, ,   174.6, ,   244.3, ,   104.4, ,
1961,    10.2, ,   101.9, ,    70.8, ,   159.4, ,    62.2, ,    73.6, ,    53.0, ,    84.8, ,    98.5, ,    27.7, ,    78.5, ,    47.6, ,   868.1, ,   133.5, ,   292.3, ,   211.4, ,   204.7, ,
1962,    70.6, ,    67.2, ,    42.8, ,    34.6, ,    39.1, ,    56.2, ,   162.5, ,    92.1, ,    73.2, ,    62.8, ,    61.8, ,    36.4, ,   799.3, ,   185.4, ,   116.5, ,   310.9, ,   197.8, ,
1963,    31.4, ,    20.3, ,   102.4, ,    94.4, ,    54.4, ,    59.1, ,    42.4, ,    52.3, ,    41.2, ,    29.8, ,    33.2, ,    61.8, ,   622.5, ,    88.0, ,   251.2, ,   153.8, ,   104.1, ,
