1964,    95.5, ,    22.2, ,   132.2, ,   138.3, ,    57.8, ,   100.8, ,    55.3, ,   129.8, ,    43.5, ,     9.3, ,    26.0, ,    72.1, ,   882.7, ,   179.5, ,   328.3, ,   285.8, ,    78.8, ,
1965,   141.4, ,    83.6, ,    72.5, ,    48.1, ,    72.2, ,    59.9, ,    48.5, ,   127.4, ,    89.4, ,    80.4, ,    40.1, ,   128.3, ,   991.8, ,   297.1, ,   192.8, ,   235.8, ,   209.9, ,
1966,    24.8, ,    41.6, ,    48.2, ,    95.4, ,    49.9, ,    79.2, ,   166.7, ,   118.4, ,    83.0, ,    38.6, ,   131.3, ,   147.1, ,  1024.2, ,   194.6, ,   193.5, ,   364.3, ,   252.9, ,
1967,    40.5, ,    38.0, ,    37.0, ,    78.5, ,    52.5, ,    68.6, ,    70.9, ,    35.2, ,    59.2, ,   103.4, ,    81.7, ,   137.2, ,   802.8, ,   225.7, ,   167.9, ,   174.8, ,   244.3, ,
1968,   117.2, ,    25.8, ,    91.7, ,    58.4, ,   184.6, ,   106.5, ,   130.7, ,    45.9, ,    38.7, ,    56.4, ,   112.5, ,   129.5, ,  1097.9, ,   280.2, ,   334.7, ,   283.1, ,   207.6, ,
1969,    97.5, ,    11.5, ,    56.3, ,   123.2, ,   147.5, ,   105.1, ,   232.5, ,    66.8, ,    65.4, ,    61.2, ,   100.6, ,    68.5, ,  1136.1, ,   238.4, ,   327.0, ,   404.4, ,   227.2, ,
1970,    28.6, ,    34.7, ,    73.5, ,   106.8, ,    78.5, ,    90.8, ,   132.7, ,    21.8, ,    52.7, ,    59.2, ,    79.4, ,    52.1, ,   810.8, ,   131.8, ,   258.8, ,   245.3, ,   191.3, ,
1971,    35.4, ,   130.8, ,    60.9, ,    28.6, ,    47.9, ,    81.8, ,    55.4, ,    47.1, ,    68.1, ,    28.3, ,    54.0, ,   126.8, ,   765.0, ,   218.3, ,   137.5, ,   184.3, ,   150.3, ,
1972,    55.2, ,    34.6, ,    93.4, ,   103.8, ,    58.9, ,    62.6, ,    70.7, ,   166.3, ,    92.5, ,    57.9, ,   128.9, ,   101.6, ,  1026.3, ,   216.6, ,   256.1, ,   299.6, ,   279.2, ,
1973,    42.5, ,    39.5, ,   145.1, ,    47.8, ,   101.3, ,   118.4, ,   102.1, ,    22.6, ,    84.7, ,    54.6, ,    78.4, ,   102.0, ,   938.9, ,   183.5, ,   294.2, ,   243.0, ,   217.7, ,
1974,    70.1, ,    63.9, ,   113.9, ,    64.9, ,   104.0, ,    59.5, ,    35.5, ,    31.1, ,    57.1, ,    22.0, ,   114.8, ,   118.4, ,   855.3, ,   236.0, ,   282.8, ,   126.2, ,   193.9, ,
1975,    82.2, ,    74.0, ,    75.3, ,    59.2, ,    47.8, ,    78.4, ,    50.5, ,   198.1, ,    94.6, ,    33.2, ,    51.2, ,   105.3, ,   949.9, ,   274.7, ,   182.3, ,   327.0, ,   179.0, ,
1976,    85.1, ,   165.9, ,   119.2, ,    67.2, ,   106.6, ,    85.0, ,    48.9, ,    12.5, ,   105.4, ,    71.2, ,    17.2, ,    28.9, ,   913.2, ,   356.3, ,   293.0, ,   146.4, ,   193.8, ,
1977,    29.9, ,    57.6, ,   116.7, ,   132.3, ,    51.8, ,    85.0, ,    69.1, ,   132.9, ,   177.5, ,    45.9, ,    77.5, ,    89.9, ,  1066.0, ,   116.4, ,   300.8, ,   287.0, ,   300.9, ,
1978,   110.6, ,     8.5, ,    97.2, ,   126.0, ,   104.6, ,    75.1, ,    27.1, ,    25.3, ,    80.5, ,    69.6, ,    74.8, ,    73.8, ,   873.2, ,   209.1, ,   327.9, ,   127.5, ,   224.9, ,
1979,    42.8, ,    28.5, ,    67.3, ,   135.8, ,   114.0, ,    75.6, ,    46.4, ,    80.6, ,    36.6, ,    77.0, ,   113.2, ,    79.5, ,   897.2, ,   145.1, ,   317.0, ,   202.6, ,   226.7, ,
1980,    23.6, ,    29.5, ,   101.9, ,    74.0, ,    83.8, ,   127.3, ,   163.2, ,   182.0, ,    89.5, ,    49.4, ,    25.1, ,    69.9, ,  1019.2, ,   132.6, ,   259.6, ,   472.5, ,   164.0, ,
1981,    12.5, ,    74.9, ,    22.8, ,   126.6, ,    76.8, ,   125.6, ,   162.0, ,    43.6, ,   183.8, ,    95.8, ,    36.6, ,    82.2, ,  1043.3, ,   157.3, ,   226.2, ,   331.1, ,   316.3, ,
1982,   104.6, ,    49.6, ,   120.9, ,    76.8, ,    42.8, ,    60.0, ,    86.2, ,    38.2, ,    71.9, ,    29.5, ,   172.9, ,    90.7, ,   943.9, ,   236.4, ,   240.4, ,   184.3, ,   274.2, ,
1983,    24.7, ,    39.2, ,    72.1, ,   119.8, ,   175.1, ,    87.4, ,    63.9, ,    69.7, ,    56.9, ,    88.7, ,   128.0, ,   115.4, ,  1040.8, ,   154.6, ,   367.0, ,   221.0, ,   273.5, ,
1984,    24.9, ,    39.3, ,    95.3, ,    87.4, ,   121.8, ,    71.6, ,    29.6, ,    73.8, ,    95.8, ,    70.0, ,    72.3, ,    87.5, ,   869.3, ,   179.7, ,   304.5, ,   175.0, ,   238.1, ,
1985,    41.4, ,   125.5, ,   130.2, ,    39.4, ,    66.9, ,    53.4, ,    67.3, ,   117.8, ,    57.2, ,    96.5, ,   199.3, ,    35.8, ,  1030.7, ,   254.4, ,   236.6, ,   238.4, ,   353.0, ,
1986,    24.4, ,    98.1, ,    46.7, ,    80.7, ,    81.9, ,   169.9, ,    83.9, ,   120.4, ,   225.3, ,   122.5, ,    77.4, ,    94.0, ,  1225.3, ,   158.3, ,   209.3, ,   374.2, ,   425.3, ,
1987,    68.4, ,    10.3, ,    60.8, ,    62.5, ,    40.9, ,   115.4, ,   106.9, ,   175.5, ,   101.9, ,    68.3, ,    84.2, ,   101.8, ,   997.0, ,   172.7, ,   164.2, ,   397.9, ,   254.4, ,
1988,    25.4, ,    58.1, ,    32.0, ,    51.0, ,    15.4, ,    23.9, ,   113.1, ,   100.6, ,    93.3, ,    99.5, ,   107.9, ,    59.3, ,   779.3, ,   185.3, ,    98.3, ,   237.5, ,   300.7, ,
1989,    40.7, ,    16.8, ,    50.6, ,    70.4, ,   136.6, ,   114.2, ,   203.4, ,    72.7, ,    77.3, ,    42.7, ,    59.5, ,    59.4, ,   944.4, ,   116.8, ,   257.6, ,   390.3, ,   179.5, ,
1990,    50.2, ,   135.9, ,    63.8, ,    80.8, ,   109.9, ,   111.1, ,    70.7, ,   121.1, ,   192.7, ,   102.6, ,    62.9, ,   158.2, ,  1259.8, ,   245.5, ,   254.5, ,   302.9, ,   358.2, ,
1991,    48.6, ,    42.9, ,    46.2, ,    89.9, ,    90.1, ,    37.2, ,    26.2, ,    96.3, ,    29.3, ,   150.4, ,    72.1, ,    46.8, ,   776.1, ,   249.7, ,   226.2, ,   159.7, ,   251.8, ,
1992,    63.3, ,    55.7, ,   105.7, ,    99.2, ,    97.4, ,    52.0, ,   147.5, ,    93.7, ,   132.4, ,    63.7, ,   147.4, ,    72.9, ,  1130.8, ,   165.8, ,   302.3, ,   293.1, ,   343.5, ,
1993,   116.8, ,    39.2, ,   105.0, ,    99.7, ,    71.3, ,   119.7, ,    89.2, ,    30.1, ,   127.8, ,    67.5, ,    63.9, ,    31.2, ,   961.3, ,   228.8, ,   276.0, ,   239.0, ,   259.2, ,
1994,    95.4, ,    54.8, ,    71.6, ,   114.1, ,    31.7, ,   109.3, ,    44.6, ,    98.0, ,    56.8, ,    46.2, ,    68.5, ,    72.0, ,   863.0, ,   181.4, ,   217.5, ,   251.8, ,   171.5, ,
1995,    75.7, ,    35.9, ,    50.3, ,   109.1, ,    81.1, ,    89.6, ,    94.3, ,   146.2, ,    30.0, ,   104.9, ,    82.3, ,    28.5, ,   927.9, ,   183.6, ,   240.5, ,   330.1, ,   217.2, ,
1996,    69.3, ,    61.3, ,    72.0, ,   114.1, ,    69.2, ,   142.1, ,    76.3, ,    17.8, ,   169.9, ,    67.3, ,    62.1, ,    85.4, ,  1006.7, ,   159.1, ,   255.2, ,   236.2, ,   299.3, ,
1997,    75.6, ,   114.4, ,    88.0, ,    64.1, ,   141.9, ,   100.4, ,    68.0, ,    97.0, ,    86.6, ,    45.5, ,    39.4, ,    71.9, ,   992.9, ,   275.4, ,   294.0, ,   265.4, ,   171.6, ,
1998,    76.5, ,    94.9, ,   120.3, ,   128.5, ,    30.6, ,    55.4, ,    53.8, ,   104.7, ,    31.9, ,    38.7, ,    33.3, ,    31.2, ,   799.6, ,   243.3, ,   279.4, ,   213.8, ,   103.8, ,
1999,   145.5, ,    60.1, ,    58.6, ,   143.2, ,    57.0, ,    38.7, ,    67.6, ,    52.5, ,    55.5, ,    40.1, ,    48.1, ,    52.6, ,   819.6, ,   236.8, ,   258.7, ,   158.8, ,   143.7, ,
2000,    48.4, ,    42.3, ,    53.2, ,    85.1, ,   149.4, ,    99.0, ,    71.8, ,    88.5, ,   110.9, ,    76.6, ,    65.1, ,   106.2, ,   996.5, ,   143.3, ,   287.7, ,   259.4, ,   252.5, ,
2001,    27.1, ,    78.1, ,    35.5, ,    90.5, ,    73.2, ,    55.2, ,    32.1, ,    42.6, ,   153.2, ,   170.0, ,    78.6, ,    65.0, ,   901.2, ,   211.3, ,   199.3, ,   129.9, ,   401.8, ,
2002,   104.1, ,    40.0, ,    58.7, ,   112.0, ,   175.8, ,    54.5, ,    96.3, ,    29.9, ,    50.5, ,    42.5, ,    79.8, ,    71.9, ,   916.0, ,   209.1, ,   346.5, ,   180.7, ,   172.8, ,
2003,    33.1, ,    76.8, ,    60.3, ,    78.0, ,   143.8, ,    88.6, ,    72.3, ,   133.8, ,    74.6, ,    68.7, ,    86.0, ,    86.7, ,  1002.7, ,   181.8, ,   282.1, ,   294.7, ,   229.3, ,
2004,    69.8, ,    19.7, ,   112.3, ,    49.2, ,   174.4, ,   104.1, ,   114.2, ,   184.2, ,    24.6, ,    82.5, ,   101.4, ,    81.9, ,  1118.4, ,   176.2, ,   336.0, ,   402.5, ,   208.5, ,
2005,   143.5, ,    89.2, ,    30.2, ,    92.2, ,    34.6, ,    33.7, ,    96.4, ,    53.5, ,    60.0, ,    26.5, ,   100.5, ,    86.7, ,   847.0, ,   314.5, ,   157.0, ,   183.7, ,   186.9, ,
2006,    87.0, ,    55.6, ,    71.1, ,    70.6, ,   144.0, ,    60.9, ,    80.1, ,   112.7, ,   115.9, ,   129.3, ,   106.2, ,    73.9, ,  1107.3, ,   229.4, ,   285.7, ,   253.7, ,   351.4, ,
2007,   121.3, ,    19.0, ,    90.6, ,   111.0, ,    66.4, ,    67.2, ,    41.0, ,   193.0, ,    67.0, ,    74.2, ,    21.0, ,   116.0, ,   987.7, ,   214.3, ,   268.1, ,   301.1, ,   162.2, ,
2008,    54.4, ,   115.4, ,   129.6, ,    29.8, ,    47.2, ,   203.0, ,   105.1, ,    15.1, ,   159.9, ,    33.2, ,   113.2, ,    98.2, ,  1104.2, ,   285.8, ,   206.6, ,   323.2, ,   306.4, ,
2009,    54.5, ,    87.5, ,   123.2, ,   137.7, ,    78.8, ,    78.6, ,    59.8, ,    90.9, ,    61.4, ,    91.7, ,    19.7, ,    88.4, ,   972.1, ,   240.2, ,   339.6, ,   229.3, ,   172.8, ,
2010,    37.8, ,    63.7, ,    55.7, ,    78.8, ,   155.3, ,   109.3, ,   165.4, ,    15.2, ,   101.9, ,    50.6, ,    97.9, ,    59.4, ,   991.0, ,   189.9, ,   289.8, ,   289.9, ,   250.4, ,
