1955,    30.0, ,     9.1, ,     8.7, ,     9.3, ,    77.8, ,    27.7, ,    23.5, ,    56.5, ,    31.8, ,    81.9, ,    19.7, ,    20.1, ,   396.0, ,    81.0, ,    95.8, ,   107.7, ,   133.4, ,
1956,    28.4, ,    29.4, ,    19.9, ,    26.1, ,    20.3, ,     6.1, ,    38.6, ,    27.5, ,    46.3, ,    90.5, ,    34.5, ,    24.2, ,   391.8, ,    77.8, ,    66.3, ,    72.2, ,   171.3, ,
1957,     7.7, ,    36.3, ,    31.7, ,    27.1, ,    48.6, ,    95.0, ,    42.0, ,    29.8, ,    74.0, ,    40.9, ,    26.7, ,    11.5, ,   471.4, ,    68.2, ,   107.5, ,   166.8, ,   141.6, ,
1958,    33.1, ,    16.2, ,    15.4, ,    19.1, ,    43.1, ,    35.8, ,    62.2, ,    67.7, ,    63.1, ,    24.4, ,    23.6, ,    10.6, ,   414.3, ,    60.8, ,    77.6, ,   165.7, ,   111.1, ,
1959,    13.8, ,     6.7, ,     4.9, ,    14.0, ,    39.1, ,    68.9, ,    49.1, ,    51.8, ,    35.0, ,    61.1, ,    12.1, ,    24.3, ,   380.9, ,    31.2, ,    58.1, ,   169.8, ,   108.2, ,
1960,     9.5, ,    31.1, ,    11.3, ,    21.5, ,    47.5, ,    16.4, ,    70.7, ,    59.2, ,    68.3, ,    32.5, ,    50.2, ,    22.8, ,   441.0, ,    64.9, ,    80.3, ,   146.3, ,   151.0, ,
1961,    10.3, ,    17.4, ,    10.5, ,    22.1, ,    26.1, ,    18.5, ,    26.2, ,    63.3, ,    64.0, ,    37.9, ,    25.5, ,    26.3, ,   348.1, ,    50.4, ,    58.7, ,   108.0, ,   127.4, ,
1962,     3.9, ,     4.6, ,    20.3, ,     9.9, ,    27.7, ,     5.5, ,    87.6, ,    63.9, ,    29.2, ,    39.0, ,    16.6, ,     5.5, ,   313.7, ,    34.8, ,    57.9, ,   157.0, ,    84.8, ,
1963,    14.2, ,     9.5, ,     4.9, ,    16.0, ,     7.1, ,    34.6, ,    29.4, ,    50.1, ,    21.4, ,    42.9, ,    25.3, ,    16.4, ,   271.7, ,    29.2, ,    27.9, ,   114.1, ,    89.6, ,
1964,    10.0, ,    35.3, ,     6.8, ,    24.7, ,     6.5, ,    34.0, ,    23.7, ,    76.3, ,    38.4, ,    38.0, ,    47.9, ,    28.9, ,   370.5, ,    61.7, ,    38.0, ,   133.9, ,   124.4, ,
1965,     9.5, ,     9.8, ,    26.7, ,    29.7, ,    48.5, ,     6.0, ,    46.9, ,    26.4, ,    68.8, ,    24.0, ,    22.2, ,    19.1, ,   337.5, ,    48.1, ,   104.9, ,    79.3, ,   114.9, ,
1966,    29.0, ,    27.7, ,    19.5, ,    20.1, ,    15.1, ,    35.7, ,    19.1, ,    73.7, ,    33.9, ,    91.1, ,    18.2, ,     6.2, ,   389.4, ,    75.9, ,    54.7, ,   128.6, ,   143.2, ,
1967,    17.2, ,     2.5, ,    29.1, ,    17.7, ,    31.4, ,    45.1, ,    37.6, ,    34.2, ,    72.7, ,    55.0, ,    22.4, ,    35.6, ,   400.4, ,    25.9, ,    78.1, ,   116.8, ,   150.1, ,
1968,    19.1, ,    44.8, ,    79.1, ,    95.7, ,    33.7, ,    62.5, ,   118.3, ,    58.8, ,    87.5, ,    33.2, ,    33.0, ,    14.0, ,   679.8, ,    99.6, ,   208.5, ,   239.7, ,   153.7, ,
1969,    32.3, ,    24.1, ,    12.8, ,     7.1, ,    47.7, ,    24.0, ,    57.8, ,    38.6, ,     8.8, ,    18.7, ,    41.9, ,    18.8, ,   332.8, ,    70.4, ,    67.7, ,   120.4, ,    69.5, ,
1970,     6.5, ,    10.4, ,    22.8, ,    11.6, ,    13.0, ,    55.1, ,    58.9, ,    88.0, ,    37.4, ,    80.1, ,    29.0, ,     9.7, ,   422.4, ,    35.7, ,    47.3, ,   201.9, ,   146.5, ,
1971,    31.2, ,    33.7, ,    15.3, ,    21.6, ,    13.0, ,    18.6, ,    24.9, ,    28.8, ,    23.0, ,   114.8, ,    34.4, ,    10.0, ,   369.3, ,    74.6, ,    50.0, ,    72.3, ,   172.2, ,
1972,    10.8, ,    10.9, ,    18.0, ,    33.2, ,    41.8, ,    13.4, ,    36.7, ,    16.3, ,    42.7, ,    51.8, ,    20.9, ,     5.1, ,   301.5, ,    31.7, ,    92.9, ,    66.4, ,   115.4, ,
1973,    16.3, ,    15.4, ,    31.7, ,    16.7, ,    19.9, ,    45.8, ,    18.5, ,    70.0, ,    49.1, ,   177.5, ,    27.2, ,     4.2, ,   492.3, ,    36.8, ,    68.4, ,   134.3, ,   253.7, ,
1974,     9.4, ,    14.9, ,     2.1, ,    26.4, ,    10.7, ,    48.2, ,    52.4, ,    62.8, ,    36.8, ,    51.6, ,    31.0, ,    13.8, ,   360.2, ,    28.5, ,    39.2, ,   163.4, ,   119.4, ,
1975,     6.0, ,    20.5, ,     6.5, ,    11.3, ,     8.4, ,    10.5, ,    30.9, ,    72.4, ,    60.0, ,    85.0, ,    22.6, ,    28.7, ,   362.8, ,    40.3, ,    26.3, ,   113.8, ,   167.6, ,
1976,    16.4, ,     6.6, ,     8.4, ,    31.3, ,     8.8, ,    21.1, ,    42.8, ,    50.6, ,    74.6, ,    26.2, ,    38.8, ,     8.0, ,   333.6, ,    51.6, ,    48.5, ,   114.5, ,   139.6, ,
1977,    31.7, ,     5.8, ,    23.0, ,    20.4, ,    14.5, ,    65.1, ,    66.1, ,    45.3, ,    13.1, ,    65.5, ,    48.7, ,    19.6, ,   418.6, ,    45.5, ,    57.8, ,   176.4, ,   127.3, ,
1978,     4.4, ,     6.1, ,     9.1, ,    29.8, ,    19.7, ,    72.8, ,    87.8, ,    33.3, ,     6.9, ,    31.1, ,    16.3, ,    12.7, ,   330.1, ,    30.1, ,    58.6, ,   193.9, ,    54.4, ,
1979,    10.9, ,     1.4, ,    26.8, ,     8.6, ,    36.8, ,    60.1, ,    28.6, ,    58.8, ,    38.2, , -9999.9,M, -9999.9,M,    32.0, , -9999.9,M,    25.0, ,    72.2, ,   147.5, , -9999.9,M,
1980,     8.8, ,     2.5, ,     9.6, ,    31.6, ,    30.3, ,    18.3, ,   107.8, ,    49.5, ,    26.4, ,    16.9, ,    27.1, ,    21.5, ,   350.3, ,    43.4, ,    71.4, ,   175.5, ,    70.3, ,
1981,    15.0, ,    17.0, ,    20.5, ,    15.9, ,    21.6, ,    42.4, ,    35.1, ,    40.0, ,    71.0, ,    38.3, ,    43.2, ,    28.1, ,   388.4, ,    53.6, ,    58.1, ,   117.6, ,   152.6, ,
1982,     5.8, ,    16.4, ,    14.8, ,    18.3, ,    30.9, ,    34.5, ,    55.2, ,    29.2, ,    71.8, ,    71.9, ,    17.9, ,    17.1, ,   383.9, ,    50.4, ,    64.1, ,   118.9, ,   161.6, ,
1983,     9.2, ,    18.9, ,    25.8, ,    23.8, ,    39.0, ,    34.8, ,     6.5, ,    71.1, ,     9.5, ,    38.4, ,    43.6, ,    13.7, ,   334.3, ,    45.2, ,    88.6, ,   112.5, ,    91.4, ,
1984,    18.8, ,    28.4, ,    10.5, ,    34.3, ,    11.1, ,    38.2, ,     5.5, ,   103.8, ,    41.6, ,    55.9, ,    23.8, ,    26.3, ,   398.2, ,    61.0, ,    55.9, ,   147.5, ,   121.2, ,
1985,     5.4, ,    15.3, ,    17.9, ,    25.2, ,    16.8, ,    37.7, ,    29.7, ,   135.2, ,    59.9, ,    42.7, ,    66.6, ,    30.5, ,   482.8, ,    47.0, ,    59.9, ,   202.6, ,   169.2, ,
1986,    18.6, ,     7.0, ,    19.8, ,    21.1, ,    32.0, ,    46.7, ,    13.9, ,    95.1, ,    69.7, ,    31.1, ,    12.4, ,    47.7, ,   415.0, ,    56.0, ,    72.9, ,   155.7, ,   113.1, ,
1987,     4.9, ,     4.2, ,    33.1, ,    51.8, ,    36.9, ,    21.5, ,    64.7, ,    47.7, ,    49.4, ,    30.2, ,    48.8, ,    22.2, ,   415.4, ,    56.8, ,   121.8, ,   133.8, ,   128.4, ,
1988,     9.1, ,    10.3, ,    10.5, ,    34.2, ,    22.8, ,    42.8, ,    55.6, ,    35.7, ,    39.2, ,    42.4, ,    49.6, ,     8.9, ,   361.3, ,    41.6, ,    67.5, ,   134.1, ,   131.3, ,
1989,     7.0, ,     8.6, ,    22.7, ,    40.3, ,    66.6, ,    15.5, ,    61.1, ,    27.8, ,    43.4, ,    54.3, ,    27.5, ,    19.7, ,   394.5, ,    24.5, ,   129.6, ,   104.4, ,   125.2, ,
1990,    22.7, ,    15.8, ,    39.9, ,    30.4, ,    40.6, ,    27.6, ,   107.1, ,    59.0, ,    66.4, ,    57.0, ,    48.6, ,    20.7, ,   535.8, ,    58.2, ,   110.9, ,   193.8, ,   172.0, ,
1991,    13.1, ,    40.8, ,    22.2, ,    64.5, ,    45.4, ,    11.8, ,    39.0, ,    27.3, ,    93.5, ,    59.0, ,    35.9, ,    20.3, ,   472.8, ,    74.6, ,   132.2, ,    78.0, ,   188.4, ,
1992,    38.3, ,    13.8, ,    13.5, ,    11.5, ,    51.2, ,    30.6, ,    23.6, ,    46.0, ,    89.3, ,    42.8, ,    13.6, ,    22.0, ,   396.2, ,    72.4, ,    76.3, ,   100.2, ,   145.7, ,
1993,    18.7, ,     5.2, ,    19.9, ,    16.6, ,    45.9, ,    37.2, ,    27.0, ,    80.6, ,    58.0, ,    51.5, ,    14.1, ,    34.2, ,   409.0, ,    45.9, ,    82.5, ,   144.8, ,   123.5, ,
1994,    10.3, ,    12.1, ,     6.6, ,    34.5, ,    28.0, ,    49.8, ,    27.6, ,    52.1, ,    49.4, ,    29.7, ,    20.7, ,    26.3, ,   347.2, ,    56.6, ,    69.1, ,   129.6, ,    99.8, ,
1995,    17.5, ,     6.2, ,    10.5, ,    20.0, ,    15.2, ,    10.7, ,    98.6, ,    56.2, ,    81.9, ,    90.6, ,    31.7, ,    11.6, ,   450.7, ,    50.0, ,    45.7, ,   165.6, ,   204.2, ,
1996,     8.0, ,     9.8, ,    19.2, ,    36.1, ,     9.6, ,    37.6, ,    30.0, ,    43.2, ,    74.2, ,    29.8, ,    29.4, ,    47.0, ,   373.9, ,    29.5, ,    64.9, ,   110.7, ,   133.4, ,
1997,     7.2, ,    14.2, ,    26.9, ,    11.1, , -9999.9,M,    61.6, ,    17.4, ,    69.2, ,    13.3, ,   103.0, ,    38.0, ,    24.5, , -9999.9,M,    68.4, , -9999.9,M,   148.1, ,   154.2, ,
1998,    11.9, ,    34.9, ,    11.9, ,    17.6, ,    44.0, ,    20.4, ,    50.7, ,    77.1, ,    74.5, ,    60.2, ,    37.7, ,    24.0, ,   465.0, ,    71.4, ,    73.5, ,   148.2, ,   172.3, ,
1999,    15.2, ,    14.1, ,    28.8, ,    48.0, ,    33.6, ,    19.4, ,    65.0, ,    50.3, ,    23.8, ,    12.1, ,    15.3, ,    33.0, ,   358.5, ,    53.3, ,   110.4, ,   134.6, ,    51.2, ,
2000,    16.4, ,    22.2, ,    22.9, ,    32.3, ,     8.4, ,    21.1, ,    24.7, ,    57.4, ,    57.9, ,    45.0, ,    48.4, ,    25.5, ,   382.2, ,    71.6, ,    63.6, ,   103.2, ,   151.3, ,
2001,    11.3, ,    13.2, ,    18.9, ,    27.7, ,    14.0, ,    93.6, ,     8.2, ,    33.6, ,    30.5, ,    75.2, ,    27.6, ,    17.0, ,   370.8, ,    50.1, ,    60.7, ,   135.3, ,   133.3, ,
2002,    10.2, ,     6.9, ,    35.1, ,    19.2, ,    14.8, ,    32.6, ,    27.0, ,    53.4, ,    65.1, ,    48.4, ,    31.1, ,    26.4, ,   370.2, ,    34.2, ,    69.1, ,   113.0, ,   144.6, ,
2003,    24.6, ,     4.9, ,    20.9, ,    31.0, ,    69.8, ,    39.2, ,    27.8, ,    50.6, ,    34.5, ,    85.6, ,    57.8, ,    20.5, ,   467.3, ,    56.0, ,   121.7, ,   117.7, ,   177.9, ,
2004,    15.0, ,     9.3, ,     9.3, ,    22.9, ,    19.2, ,    12.2, ,    19.7, ,    57.4, ,    54.1, ,    93.2, ,    36.7, ,    19.6, ,   368.6, ,    44.9, ,    51.4, ,    89.2, ,   184.0, ,
2005,     7.8, ,    23.4, ,    29.2, ,    32.7, ,    32.9, ,    30.6, ,   108.2, ,    70.3, ,    29.3, ,    32.3, ,    70.1, ,    28.9, ,   495.7, ,    50.8, ,    94.7, ,   209.2, ,   131.7, ,
2006,    29.4, ,    19.8, ,     5.9, ,    35.4, ,    20.9, ,    29.3, ,    86.3, ,    63.9, ,    16.1, ,    45.5, ,    51.6, ,    27.5, ,   431.6, ,    78.1, ,    62.2, ,   179.5, ,   113.3, ,
2007,     5.8, ,     8.2, ,    12.4, ,    28.3, ,    21.0, ,    46.5, ,    58.1, ,    89.5, ,    49.2, ,    36.2, ,    30.1, ,    23.2, ,   408.4, ,    41.4, ,    61.6, ,   194.1, ,   115.5, ,
2008,    48.5, ,     8.6, ,    30.2, ,    28.9, ,    23.9, ,    39.5, ,     5.4, ,   163.9, ,    38.7, ,    65.3, ,    25.0, ,    18.7, ,   496.7, ,    80.4, ,    83.0, ,   208.9, ,   129.0, ,
2009,    34.5, ,    27.0, ,    20.6, ,    13.5, ,    22.2, ,     4.8, ,    10.7, ,    42.1, ,   105.5, ,    35.0, ,    49.6, ,    22.1, ,   387.6, ,    80.2, ,    56.4, ,    57.6, ,   190.0, ,
2010,    16.9, ,    22.0, ,    27.0, ,    18.9, ,    30.8, ,    28.5, ,     3.9, ,    90.3, ,    53.8, ,    89.3, ,   131.3, ,    34.4, ,   547.2, ,    61.0, ,    76.7, ,   122.8, ,   274.4, ,
2011,    21.8, ,    15.3, ,     9.7, ,    55.3, ,    14.5, ,    37.6, ,    39.7, ,    74.9, ,    29.5, ,    70.7, ,    69.5, ,    14.1, ,   452.5, ,    71.5, ,    79.5, ,   152.2, ,   169.6, ,
