1956,    34.4, ,    60.4, ,    29.4, ,    25.7, ,    21.0, ,   148.1, ,    58.6, ,    89.6, ,    28.0, ,    31.0, ,    17.5, ,   117.7, ,   661.2, ,   120.1, ,    76.1, ,   296.3, ,    76.4, ,
1957,    81.7, ,    27.6, ,    17.4, ,    19.6, ,    40.7, ,    99.6, ,    84.8, ,    68.5, ,    33.2, ,    28.4, ,    53.7, ,    46.0, ,   601.2, ,   227.0, ,    77.6, ,   252.9, ,   115.3, ,
1958,    47.0, ,    48.0, ,    24.1, ,    19.7, ,    44.7, ,    84.9, ,    10.4, ,    16.6, ,    33.1, ,    18.2, ,     6.4, ,    40.6, ,   393.8, ,   141.0, ,    88.5, ,   111.9, ,    57.7, ,
1959,    60.3, ,    33.9, ,    16.7, ,     3.0, ,    22.7, ,    74.2, ,    26.2, ,   108.5, ,   126.0, ,    76.9, ,    70.5, ,    14.2, ,   633.1, ,   134.8, ,    42.5, ,   208.9, ,   273.4, ,
1960,    31.2, ,    19.1, ,    18.9, ,    13.3, ,    68.8, , -9999.9,M,     3.5, ,    91.0, ,    33.9, ,    43.9, ,    40.9, ,    40.1, , -9999.9,M,    64.5, ,   101.0, , -9999.9,M,   118.7, ,
1961,    21.1, ,    31.1, ,    25.5, ,    22.3, ,    30.8, ,    18.1, ,    14.0, ,    11.9, ,    49.1, ,    75.8, ,    37.7, ,    58.7, ,   396.1, ,    92.3, ,    78.6, ,    44.1, ,   162.5, ,
1962,    97.1, ,    25.5, ,    25.8, ,    19.5, ,    42.7, ,    40.5, ,    66.7, ,   108.5, ,     5.3, ,    79.0, ,    15.2, ,    34.8, ,   560.7, ,   181.3, ,    88.0, ,   215.8, ,    99.5, ,
1963,    29.6, ,    24.9, ,    10.4, ,    27.8, ,    23.0, ,    35.6, ,   106.0, ,    41.9, ,    26.5, ,    16.8, ,    11.9, ,    36.0, ,   390.1, ,    89.3, ,    61.2, ,   183.4, ,    55.1, ,
1964,    48.3, ,    19.7, ,    38.5, ,    17.3, ,    38.5, ,   130.1, ,    83.8, ,    63.0, ,    69.9, ,    14.1, ,    46.6, ,    46.1, ,   615.9, ,   104.0, ,    94.2, ,   276.9, ,   130.6, ,
1965,    81.6, ,    57.1, ,     6.0, ,    26.6, ,    27.8, ,    30.5, ,    88.3, ,    76.8, ,    16.0, ,    30.9, ,    17.9, ,    30.6, ,   490.1, ,   184.8, ,    60.4, ,   195.6, ,    64.8, ,
1966,    83.3, ,    28.9, ,    10.6, ,    41.3, ,    29.1, ,    63.6, ,    86.3, ,    39.3, ,    24.1, ,    40.8, ,    39.8, ,    30.9, ,   518.0, ,   142.8, ,    81.0, ,   189.2, ,   104.7, ,
1967,    45.7, ,    37.3, ,    16.5, ,    10.6, ,    60.1, ,    14.4, ,    46.1, ,     7.3, ,    14.8, ,    84.0, ,    34.7, ,    60.3, ,   431.8, ,   114.0, ,    87.2, ,    67.8, ,   133.5, ,
1968,    37.4, ,    19.2, ,    38.0, ,    33.0, ,    34.0, ,    29.4, ,    54.6, ,    30.8, ,    29.5, ,    30.6, ,    55.0, ,    87.7, ,   479.2, ,   117.0, ,   105.0, ,   114.8, ,   115.0, ,
1969,    31.4, ,     9.1, ,    12.8, ,    63.7, ,    16.8, ,    57.9, ,    56.1, ,    58.3, ,    85.8, ,    40.4, ,    18.3, ,    34.5, ,   485.1, ,   128.1, ,    93.2, ,   172.4, ,   144.5, ,
1970,    32.9, ,    14.2, ,    24.8, ,     4.9, ,    20.6, ,    32.9, ,    17.9, ,    13.9, ,    34.1, ,    18.1, ,    40.0, ,    33.0, ,   287.3, ,    81.6, ,    50.3, ,    64.7, ,    92.3, ,
1971,   141.5, ,    35.5, ,    22.5, ,     6.4, ,    23.3, ,    52.6, ,    47.0, ,    18.5, ,    27.9, ,    30.9, ,    31.0, ,    82.4, ,   519.4, ,   210.0, ,    52.2, ,   118.1, ,    89.8, ,
1972,    81.2, ,    40.8, ,    20.8, ,    21.4, ,    11.2, ,    70.5, ,    43.6, ,    10.8, ,    56.9, ,    20.9, ,    41.5, ,    47.6, ,   467.3, ,   204.4, ,    53.4, ,   125.0, ,   119.3, ,
1973,    22.9, ,    21.1, ,    35.9, ,    21.2, ,    27.8, ,    18.0, ,    22.8, ,    24.9, ,    32.9, ,    26.3, ,    63.3, ,    18.9, ,   335.9, ,    91.5, ,    84.9, ,    65.7, ,   122.5, ,
1974,    62.2, ,    30.8, ,    39.6, ,    14.4, ,    57.7, ,    18.1, ,    46.9, ,     9.5, ,    25.4, ,    29.4, ,    52.3, ,    38.7, ,   425.0, ,   112.0, ,   111.7, ,    74.4, ,   107.1, ,
1975,    65.7, ,    60.3, ,    20.1, ,     3.3, ,    28.8, ,    69.2, ,    36.1, ,    73.0, ,    16.7, ,    47.9, ,    59.1, ,    77.6, ,   557.6, ,   164.7, ,    52.2, ,   178.2, ,   123.6, ,
1976,    45.9, ,    28.9, ,    27.1, ,    32.7, ,    12.5, ,    86.4, ,    40.8, ,    91.7, ,    23.5, ,    23.8, ,    40.8, ,    54.4, ,   508.5, ,   152.3, ,    72.3, ,   218.8, ,    88.1, ,
1977,    24.1, ,    14.6, ,    41.9, ,    38.9, ,    79.4, ,    43.5, ,    77.9, ,    68.2, ,    44.5, ,    23.0, ,    45.0, ,    50.6, ,   551.6, ,    93.1, ,   160.2, ,   189.6, ,   112.5, ,
1978,    36.8, ,    17.7, ,    23.2, ,    44.5, ,    43.2, ,    57.8, ,    52.5, ,    79.4, ,    45.2, ,    23.3, ,    39.1, ,    51.6, ,   514.4, ,   105.1, ,   111.0, ,   189.7, ,   107.6, ,
1979,    42.7, ,    27.9, ,    15.9, ,    44.0, ,    39.8, ,    35.9, ,    13.8, ,    31.9, ,    17.2, , -9999.9,M, -9999.9,M,    58.4, , -9999.9,M,   122.2, ,    99.7, ,    81.6, , -9999.9,M,
1980,    17.1, ,    32.0, ,    68.7, ,     7.2, ,    82.9, ,   107.6, ,    71.4, ,    89.3, ,    49.7, ,    12.5, ,    45.1, ,    85.3, ,   668.7, ,   107.4, ,   158.8, ,   268.2, ,   107.3, ,
1981,    18.3, ,    18.6, ,     8.8, ,    25.1, ,    62.3, ,    80.7, ,    45.3, ,    20.6, ,    56.2, ,    25.8, ,    26.3, ,    40.3, ,   428.5, ,   122.1, ,    96.3, ,   146.7, ,   108.4, ,
1982,   111.1, ,    40.7, ,    22.2, ,    25.1, ,    81.3, ,    24.2, ,   204.1, ,    75.9, ,    77.2, ,    23.1, ,    12.8, ,    11.6, ,   709.3, ,   192.0, ,   128.6, ,   304.2, ,   113.2, ,
1983,    27.5, ,    18.5, ,    17.0, ,    12.5, ,    29.5, ,    94.6, ,    59.8, ,    26.6, ,    43.2, ,    55.3, ,    32.6, ,    45.2, ,   462.3, ,    57.5, ,    58.9, ,   181.0, ,   131.1, ,
1984,    52.2, ,     9.2, ,    25.5, ,    19.3, ,    45.8, ,    75.5, ,    43.7, ,    49.5, ,    98.8, ,    38.5, ,    49.3, ,    70.8, ,   578.2, ,   106.6, ,    90.7, ,   168.7, ,   186.6, ,
1985,    18.3, ,    62.2, ,    10.0, ,    28.3, ,    16.0, ,    65.7, ,     6.5, ,    27.2, ,    79.8, ,   100.6, ,    42.1, ,    21.6, ,   478.3, ,   151.3, ,    54.3, ,    99.4, ,   222.5, ,
1986,    33.4, ,    24.6, ,     7.4, ,    16.5, ,    52.6, ,    39.9, ,    70.6, ,    28.4, ,    60.7, ,    21.5, ,    56.6, ,    37.1, ,   449.4, ,    79.5, ,    76.6, ,   138.9, ,   138.9, ,
1987,    12.4, ,    23.9, ,    33.4, ,     5.6, ,    41.7, ,    21.6, ,    49.8, ,    41.6, ,     5.8, ,     6.8, ,    31.2, ,    24.2, ,   298.0, ,    73.4, ,    80.7, ,   113.0, ,    43.9, ,
1988,     8.7, ,    38.5, ,    24.9, ,    63.2, ,    51.9, ,    25.7, ,    38.1, ,    83.6, ,    47.3, ,    28.1, ,    29.6, ,    52.2, ,   491.8, ,    71.4, ,   140.0, ,   147.4, ,   105.0, ,
1989,    37.6, ,    12.7, ,     9.6, ,    22.9, ,    71.4, ,    51.2, ,    47.2, ,   129.5, ,    18.0, ,    36.0, ,    79.6, ,    99.0, ,   614.9, ,   102.6, ,   103.9, ,   228.0, ,   133.6, ,
1990,    47.8, ,    37.1, ,    12.5, ,    28.7, ,    46.8, ,    60.3, ,    44.6, ,    31.1, ,    21.6, ,    65.1, ,    98.2, ,    85.1, ,   578.9, ,   183.9, ,    88.1, ,   135.9, ,   184.9, ,
1991,    37.0, ,     8.3, ,    36.4, ,    13.9, ,    24.9, ,    76.9, ,    60.3, ,    41.7, ,    26.3, ,    55.1, ,    53.2, ,    24.1, ,   458.2, ,   130.4, ,    75.3, ,   178.9, ,   134.6, ,
1992,    42.1, ,    21.0, ,    10.4, ,    33.9, ,    32.5, ,    36.8, ,    40.1, ,    48.0, ,    50.2, ,    30.6, ,    61.2, ,    88.2, ,   495.0, ,    87.1, ,    76.8, ,   124.9, ,   141.9, ,
1993,    42.3, ,     5.1, ,    22.9, ,    47.1, ,    52.7, ,   110.5, ,    46.4, ,    67.6, ,     6.7, ,    29.1, ,    37.9, ,    30.2, ,   498.5, ,   135.6, ,   122.7, ,   224.5, ,    73.6, ,
1994,    76.8, ,    29.8, ,    16.9, ,    15.6, ,    31.3, ,    89.8, ,    29.6, ,    29.3, ,    34.8, ,    47.7, ,    37.4, ,    23.9, ,   462.8, ,   136.8, ,    63.8, ,   148.6, ,   120.0, ,
1995,    17.7, ,    11.7, ,    16.0, ,    46.6, ,    31.6, ,    69.0, ,   103.3, ,    96.0, ,    11.1, ,    79.4, ,   105.4, ,    47.7, ,   635.6, ,    53.3, ,    94.3, ,   268.3, ,   195.9, ,
1996,    65.8, ,     8.5, ,    26.5, ,    23.8, ,    58.4, ,    65.9, ,    67.4, ,    85.7, ,    92.9, ,    48.7, ,    98.9, ,    50.1, ,   692.7, ,   122.1, ,   108.7, ,   219.0, ,   240.5, ,
1997,    41.4, ,    22.9, ,    32.4, ,    23.3, ,    27.5, ,    26.4, ,    74.5, ,    28.8, ,    58.6, ,    52.5, ,    23.1, ,    23.6, ,   435.0, ,   114.4, ,    83.3, ,   129.7, ,   134.2, ,
1998,    24.9, ,    14.3, ,    24.8, ,    33.0, ,    38.5, ,    52.2, ,    45.6, ,    31.7, ,    21.7, ,    41.1, ,    39.6, ,    47.0, ,   414.3, ,    62.8, ,    96.3, ,   129.5, ,   102.3, ,
1999,    95.5, ,    18.6, ,    28.5, ,    31.5, ,    65.4, ,   102.6, ,    76.5, ,    40.7, ,    40.6, ,    29.7, ,    37.0, ,    51.7, ,   618.2, ,   161.1, ,   125.4, ,   219.8, ,   107.2, ,
2000,    36.5, ,    15.9, ,    42.8, ,     9.1, ,    39.5, ,    79.2, ,   115.9, ,    41.4, ,    36.8, ,    54.4, ,    29.7, ,    44.2, ,   545.3, ,   104.1, ,    91.4, ,   236.5, ,   120.9, ,
2001,    28.9, ,    14.8, ,    37.1, ,    14.1, ,    12.1, ,   103.0, ,    89.3, ,    27.5, ,    34.1, ,    39.0, ,    31.3, ,    34.0, ,   465.1, ,    87.8, ,    63.3, ,   219.8, ,   104.3, ,
2002,    36.4, ,    24.2, ,    22.6, ,    25.6, ,    73.0, ,    42.3, ,    32.1, ,    53.7, ,    39.5, ,    32.8, ,    30.6, ,    19.8, ,   432.7, ,    94.7, ,   121.2, ,   128.2, ,   102.9, ,
2003,    27.3, ,    32.0, ,    25.8, ,    67.7, ,    18.2, ,    46.0, ,    14.6, ,    41.8, ,    41.8, ,    60.4, ,    30.4, ,    38.8, ,   444.7, ,    79.1, ,   111.7, ,   102.4, ,   132.6, ,
2004,    72.2, ,    18.8, ,    31.8, ,    32.7, ,    61.8, ,    41.2, ,    19.0, ,    98.1, ,    78.5, ,    47.5, ,    74.1, ,    86.5, ,   662.1, ,   129.7, ,   126.2, ,   158.3, ,   200.1, ,
2005,    41.2, ,    19.7, ,    32.2, ,     6.7, ,    40.1, ,   102.7, ,    56.3, ,    23.9, ,    40.5, ,    62.7, ,    46.8, ,    25.5, ,   498.4, ,   147.5, ,    79.1, ,   182.9, ,   150.0, ,
2006,    30.4, ,    25.5, ,    20.8, ,    16.7, ,    25.1, ,    65.2, ,    51.2, ,    13.6, ,    31.4, ,    46.6, ,    54.5, ,    26.3, ,   407.3, ,    81.4, ,    62.6, ,   130.0, ,   132.6, ,
2007,    57.8, ,    31.7, ,    15.0, ,    24.7, ,    16.0, ,    96.2, ,    13.9, ,    58.4, ,    52.8, ,    62.8, ,    43.5, ,    46.1, ,   519.0, ,   115.7, ,    55.8, ,   168.5, ,   159.1, ,
2008,    42.0, ,    44.7, ,    25.4, ,    19.8, ,    48.5, ,    57.4, ,    50.7, ,    77.3, ,    33.0, ,    32.4, ,    42.7, ,    95.5, ,   569.3, ,   132.9, ,    93.6, ,   185.4, ,   108.1, ,
2009,    34.6, ,    34.5, ,    25.4, ,    22.4, ,    44.8, ,    35.9, ,    69.9, ,     7.4, ,    64.0, ,    70.1, ,    39.7, ,    36.1, ,   484.7, ,   164.6, ,    92.6, ,   113.2, ,   173.8, ,
2010,    17.4, ,    12.6, ,    13.9, ,    11.5, ,    40.6, , -9999.9,M, -9999.9,M,    46.9, ,    38.8, ,    18.6, ,    54.7, , -9999.9,M, -9999.9,M,    66.1, ,    66.1, , -9999.9,M,   112.1, ,
