1956,    27.1, ,    35.7, ,    16.7, ,     2.4, ,    41.1, ,    36.4, ,    60.5, ,    63.8, ,    27.6, ,    55.9, ,    52.1, ,    23.1, ,   442.4, ,   103.2, ,    60.2, ,   160.7, ,   135.7, ,
1957,    38.1, ,    17.2, ,    10.0, ,     6.4, ,     8.3, ,    20.9, ,    85.3, ,    10.2, ,    40.9, ,    20.8, ,    41.8, ,    20.2, ,   320.0, ,    78.3, ,    24.7, ,   116.3, ,   103.5, ,
1958,    23.4, ,    14.1, ,    18.8, ,    22.7, ,    14.9, ,    37.2, ,    26.2, ,   107.9, ,    14.2, ,    31.3, ,    57.7, ,    45.7, ,   414.0, ,    57.8, ,    56.3, ,   171.3, ,   103.2, ,
1959,    26.1, ,    44.8, ,    15.4, ,     5.5, ,    10.1, ,     3.3, ,    61.1, ,    52.0, ,    83.0, ,    45.3, ,    12.9, ,    24.0, ,   383.4, ,   116.6, ,    31.0, ,   116.3, ,   141.2, ,
1960,    40.4, ,    14.3, ,    30.1, ,    11.8, ,    18.8, ,    32.6, ,    73.3, ,   100.9, ,    48.4, ,    42.7, ,    32.7, ,    45.8, ,   491.7, ,    78.7, ,    60.7, ,   206.7, ,   123.8, ,
1961,    22.0, ,    17.1, ,    24.1, ,    41.3, ,    10.6, ,    74.1, ,    58.7, ,   121.3, ,    37.0, ,    39.1, ,    20.5, ,    25.8, ,   491.7, ,    84.9, ,    76.0, ,   254.1, ,    96.7, ,
1962,    73.0, ,    80.9, ,    33.2, ,    23.9, ,    30.8, ,    66.9, ,    99.6, ,    40.7, ,    30.2, ,    21.7, ,    36.8, ,    34.7, ,   572.4, ,   179.7, ,    87.9, ,   207.3, ,    88.7, ,
1963,    71.2, ,    14.0, ,    42.7, ,    10.9, ,    13.2, ,    49.3, ,    43.1, ,    70.7, ,    21.6, ,    52.9, ,    20.8, ,    28.6, ,   439.0, ,   119.9, ,    66.9, ,   163.2, ,    95.3, ,
1964,    30.5, ,    78.0, ,    14.9, ,    36.0, ,    20.2, ,    42.3, ,    73.2, ,    26.5, ,    30.7, ,    31.2, ,    16.6, ,    22.0, ,   422.2, ,   137.0, ,    71.2, ,   142.0, ,    78.5, ,
1965,    16.0, ,    16.7, ,     9.2, ,    40.2, ,    11.3, ,    42.3, ,    78.5, ,    30.1, ,    39.1, ,    58.9, ,    24.4, ,    19.8, ,   386.5, ,    54.7, ,    60.6, ,   150.9, ,   122.4, ,
1966,     2.5, ,    13.1, ,     9.9, ,    17.7, ,    34.2, ,    42.0, ,    43.0, ,    64.8, ,    41.3, ,    46.2, ,    22.7, ,    17.6, ,   355.0, ,    35.4, ,    61.9, ,   149.8, ,   110.1, ,
1967,    17.5, ,     9.6, ,    24.5, ,    26.8, ,    22.8, ,    42.1, ,   121.7, ,    61.0, ,    51.3, ,    28.1, ,     7.6, ,    19.5, ,   432.4, ,    44.8, ,    74.1, ,   224.7, ,    87.0, ,
1968,    36.1, ,     6.7, ,     6.1, ,     3.3, ,    18.2, ,    24.0, ,    35.1, ,    41.3, ,    19.8, ,    20.5, ,    26.8, ,    10.7, ,   248.4, ,    62.2, ,    27.6, ,   100.4, ,    67.1, ,
1969,    16.4, ,     8.1, ,    14.5, ,     7.6, ,    20.3, ,     7.3, ,   120.0, ,   107.5, ,     6.7, ,    19.7, ,    33.4, ,    12.5, ,   373.8, ,    35.1, ,    42.4, ,   234.7, ,    59.8, ,
1970,    16.4, ,    38.4, ,    10.4, ,     3.5, ,    16.5, ,    74.7, ,    77.9, ,    88.3, ,    41.6, ,    45.9, ,    22.7, ,    39.8, ,   476.0, ,    67.3, ,    30.3, ,   240.9, ,   110.2, ,
1971,    10.7, ,    30.4, ,    14.5, ,    23.9, ,    16.5, ,    54.8, ,    77.5, ,   111.6, ,    34.6, ,    18.5, ,    26.4, ,    32.1, ,   451.5, ,    80.9, ,    54.9, ,   243.9, ,    79.4, ,
1972,    34.2, ,    20.6, ,    16.7, ,    74.5, ,    67.7, ,    41.8, ,    39.6, ,    18.7, ,    38.6, ,    33.0, ,    21.8, ,    29.8, ,   437.0, ,    86.8, ,   158.9, ,   100.2, ,    93.3, ,
1973,    25.2, ,    23.8, ,    21.9, ,    12.9, ,    22.0, ,    18.6, ,    37.9, ,    75.8, ,    19.0, ,    16.2, ,    24.7, ,    13.1, ,   311.1, ,    78.9, ,    56.8, ,   132.3, ,    59.9, ,
1974,    33.6, ,    18.6, ,    16.2, ,    13.5, ,    18.1, ,    45.9, ,    96.3, ,   111.3, ,    41.8, ,    65.9, ,    13.4, ,    24.2, ,   498.7, ,    65.2, ,    47.8, ,   253.5, ,   121.1, ,
1975,    36.7, ,    12.1, ,    14.9, ,    11.8, ,    15.2, ,    18.5, ,    30.4, ,    43.7, ,    48.3, ,    26.6, ,    24.4, ,     8.9, ,   291.5, ,    73.1, ,    41.9, ,    92.5, ,    99.3, ,
1976,    20.5, ,    11.3, ,    25.3, ,     5.6, ,    58.0, ,    15.2, ,    29.4, ,    31.5, ,    30.8, ,    27.2, ,    15.5, ,    24.2, ,   294.5, ,    40.7, ,    88.9, ,    76.1, ,    73.5, ,
1977,    50.0, ,    14.5, ,    10.1, ,    14.6, ,    22.0, ,    29.4, ,    54.0, ,     3.7, ,    12.6, ,    25.3, ,    18.3, ,    18.6, ,   273.1, ,    88.7, ,    46.7, ,    87.1, ,    56.2, ,
1978,    20.4, ,     4.8, ,     2.4, ,     9.7, ,    29.3, ,    75.2, ,    25.9, ,    76.6, ,    17.5, ,    53.9, ,    23.2, ,    22.3, ,   361.3, ,    43.8, ,    41.4, ,   177.7, ,    94.6, ,
1979,    10.7, ,     3.6, ,    44.0, ,     5.7, ,     2.8, ,    28.4, ,    56.5, ,    31.3, ,    34.0, , -9999.9,M, -9999.9,M,    20.3, , -9999.9,M,    36.6, ,    52.6, ,   116.2, , -9999.9,M,
1980,    11.0, ,     5.6, ,     9.6, ,    36.2, ,    25.9, ,    63.5, ,    33.1, ,    71.7, ,    22.2, ,    17.1, ,    28.8, ,    11.9, ,   336.5, ,    36.9, ,    71.7, ,   168.2, ,    68.1, ,
1981,    10.3, ,    10.0, ,    16.0, ,     6.4, ,    25.9, ,   105.7, ,    59.5, ,    41.2, ,    46.2, ,    98.1, ,    30.0, ,    16.8, ,   466.0, ,    32.2, ,    48.2, ,   206.3, ,   174.3, ,
1982,     6.2, ,    22.0, ,    12.7, ,    37.8, ,    35.8, ,    59.6, ,    55.4, ,    50.8, ,    31.9, ,    46.3, ,    19.4, ,    28.8, ,   406.6, ,    44.9, ,    86.3, ,   165.8, ,    97.5, ,
1983,    28.1, ,    12.7, ,     6.5, ,    15.7, ,    10.8, ,    27.7, ,    26.0, ,    16.0, ,    31.5, ,    34.2, ,     6.9, ,    14.9, ,   230.8, ,    69.6, ,    32.9, ,    69.7, ,    72.5, ,
1984,    18.4, ,    22.1, ,     8.1, ,     9.6, ,    34.5, ,    53.3, ,    69.9, ,    50.9, ,    17.8, ,    49.8, ,    17.7, ,    44.6, ,   396.4, ,    55.4, ,    52.1, ,   174.0, ,    85.3, ,
1985,    32.6, ,    30.3, ,    11.1, ,    26.5, ,    32.0, ,    57.7, ,    51.3, ,    20.6, ,    59.4, ,    30.1, ,    35.8, ,    50.8, ,   438.3, ,   107.4, ,    69.7, ,   129.6, ,   125.4, ,
1986,    30.5, ,    23.7, ,    20.2, ,    17.6, ,    20.4, ,    25.1, ,    14.7, ,    51.2, ,    31.0, ,    27.5, ,    23.0, ,    42.3, ,   327.1, ,   105.0, ,    58.2, ,    91.0, ,    81.5, ,
1987,    26.1, ,    33.2, ,     7.3, ,    21.6, ,    25.3, ,    32.8, ,    14.0, ,    53.4, ,    24.0, ,    58.9, ,    45.8, ,    15.5, ,   358.1, ,   101.6, ,    54.2, ,   100.2, ,   128.8, ,
1988,    29.0, ,     8.0, ,    16.9, ,    10.3, ,    28.6, ,    67.9, ,    58.8, ,    25.4, ,    89.5, ,    49.7, ,    37.5, ,    13.2, ,   434.8, ,    52.5, ,    55.8, ,   152.0, ,   176.8, ,
1989,    31.8, ,    41.0, ,    39.5, ,     7.6, ,    22.1, ,    73.5, ,    55.8, ,    26.9, ,    39.4, ,    33.0, ,    40.4, ,    60.9, ,   472.0, ,    86.0, ,    69.2, ,   156.3, ,   112.8, ,
1990,    26.9, ,     9.9, ,     9.2, ,    12.9, ,    20.2, ,    73.9, ,    25.1, ,    30.5, ,    80.6, ,    37.6, ,    27.5, ,    43.1, ,   397.4, ,    97.8, ,    42.3, ,   129.5, ,   145.7, ,
1991,    59.9, ,    20.8, ,    27.7, ,     9.9, ,    23.3, ,    23.9, ,    69.1, ,    18.9, ,    27.6, ,    32.8, ,    33.7, ,    22.1, ,   369.7, ,   123.8, ,    60.9, ,   111.9, ,    94.1, ,
1992,    53.3, ,    37.8, ,     7.6, ,    44.9, ,     9.4, ,    35.5, ,    39.5, ,    46.1, ,    46.9, ,    26.8, ,    26.0, ,    16.9, ,   390.8, ,   113.2, ,    61.9, ,   121.1, ,    99.7, ,
1993,    43.2, ,    24.7, ,     8.4, ,    11.7, ,    36.3, ,    13.8, ,    33.8, ,    16.4, ,    51.1, ,    19.5, ,    47.2, ,    52.4, ,   358.5, ,    84.8, ,    56.4, ,    64.0, ,   117.9, ,
1994,    21.2, ,    29.2, ,    19.6, ,    12.1, ,    31.5, ,    47.0, ,    32.6, ,    11.3, ,    29.2, ,    30.7, ,    31.6, ,    15.0, ,   311.2, ,   102.8, ,    63.3, ,    91.0, ,    91.6, ,
1995,    15.0, ,    39.6, ,    45.6, ,     2.6, ,     9.0, ,    26.7, ,    21.5, ,    45.6, ,    20.4, ,    33.6, ,    17.8, ,    27.4, ,   304.6, ,    69.5, ,    57.1, ,    93.8, ,    71.8, ,
1996,    44.5, ,    33.8, ,    54.9, ,     9.4, ,    34.8, ,    30.8, ,    34.7, ,    57.5, ,    25.7, ,    55.0, ,    35.9, ,    41.2, ,   458.2, ,   105.6, ,    99.1, ,   123.0, ,   116.6, ,
1997,    27.5, ,    37.9, ,    28.4, ,    15.3, ,    40.0, ,    42.0, ,    67.2, ,    18.0, ,    46.9, ,    53.2, ,    14.2, ,    67.6, ,   458.2, ,   106.6, ,    83.7, ,   127.2, ,   114.3, ,
1998,    11.9, ,    26.0, ,     5.3, ,    12.5, ,    22.1, ,    86.2, ,    12.8, ,    62.5, ,    29.9, ,    26.8, ,    21.2, ,    47.3, ,   364.6, ,   105.5, ,    39.9, ,   161.6, ,    78.0, ,
1999,    32.7, ,    13.1, ,    12.9, ,    18.3, ,    22.6, ,    15.5, ,    65.7, ,    66.9, ,    24.9, ,    24.5, ,    28.1, ,    29.1, ,   354.0, ,    93.0, ,    53.7, ,   148.1, ,    77.4, ,
2000,    17.4, ,    29.6, ,    12.2, ,     4.9, ,    11.1, ,    51.7, ,    60.4, ,    68.6, ,    35.0, ,    26.6, ,    24.7, ,    39.0, ,   381.1, ,    76.1, ,    28.2, ,   180.7, ,    86.3, ,
2001,    33.7, ,    16.8, ,    36.6, ,    19.0, ,     5.2, ,    31.8, ,    58.3, ,    69.8, ,    35.3, ,    27.6, ,    29.3, ,    11.6, ,   374.9, ,    89.4, ,    60.8, ,   159.9, ,    92.1, ,
2002,    11.6, ,    33.6, ,    10.3, ,    38.1, ,     5.2, ,    66.1, ,    64.4, ,    91.3, ,    43.8, ,    42.4, ,    16.5, ,    28.5, ,   451.8, ,    56.9, ,    53.6, ,   221.8, ,   102.7, ,
2003,     8.4, ,    48.7, ,    24.4, ,    14.7, ,    51.0, ,    35.1, ,    49.4, ,    62.8, ,    41.6, ,    27.9, ,    54.8, ,    28.4, ,   447.1, ,    85.6, ,    90.1, ,   147.3, ,   124.3, ,
2004,    26.8, ,    20.4, ,    19.2, ,     5.9, ,    16.2, ,    22.9, ,    35.5, ,    12.4, ,    50.9, ,    40.4, ,    41.4, ,    44.2, ,   336.1, ,    75.6, ,    41.3, ,    70.8, ,   132.7, ,
2005,    50.3, ,    23.2, ,    15.4, ,     8.2, ,    16.2, ,    33.9, ,    21.9, ,    84.9, ,    50.5, ,    74.1, ,    50.2, ,    24.2, ,   452.9, ,   117.7, ,    39.8, ,   140.7, ,   174.8, ,
2006,    15.7, ,    36.8, ,    17.3, ,    11.5, ,    16.1, ,    33.1, ,    54.7, ,    20.6, ,    18.8, ,    14.9, ,    33.8, ,    18.8, ,   292.0, ,    76.7, ,    44.9, ,   108.3, ,    67.5, ,
2007,    24.3, ,     7.6, ,    16.3, ,    20.8, ,    12.8, ,    16.2, ,    36.0, ,    39.5, ,    36.8, ,    40.6, ,    47.3, ,    21.3, ,   319.4, ,    50.8, ,    49.9, ,    91.6, ,   124.6, ,
2008,    15.8, ,     9.2, ,    16.0, ,    52.4, ,    34.8, ,    49.9, ,    48.9, ,    88.6, ,    32.6, ,    36.4, ,    22.6, ,    19.3, ,   426.5, ,    46.3, ,   103.2, ,   187.4, ,    91.6, ,
2009,    26.6, ,    19.2, ,    15.2, ,    12.8, ,    11.7, ,    88.3, ,    89.1, ,    78.4, ,    23.8, ,    28.2, ,    18.0, ,    42.4, ,   453.6, ,    65.1, ,    39.6, ,   255.8, ,    69.9, ,
2010,    18.9, ,    19.9, ,     2.8, , -9999.9,M,    28.4, ,    63.5, , -9999.9,M, -9999.9,M, -9999.9,M,    27.2, ,    84.5, ,    33.9, , -9999.9,M,    81.2, , -9999.9,M, -9999.9,M, -9999.9,M,
