1982,   231.7, ,   126.7, ,   149.7, ,   162.5, ,    77.5, ,    74.6, ,   110.1, ,    95.4, ,   128.7, ,    64.6, ,   149.5, ,   139.4, ,  1510.4, ,   502.0, ,   389.6, ,   280.0, ,   342.9, ,
1983,   127.3, ,    65.6, ,   217.5, ,    78.1, ,    83.8, ,    95.6, ,   155.6, ,   128.5, ,    74.8, ,   138.4, ,   106.6, ,   157.9, ,  1429.7, ,   332.4, ,   379.4, ,   379.7, ,   319.8, ,
1984,   128.4, ,   156.8, ,   147.3, ,    61.9, ,   102.7, ,   223.9, ,   159.3, ,   104.4, ,    87.9, ,    69.2, ,   112.0, ,   161.7, ,  1515.5, ,   443.1, ,   311.9, ,   487.6, ,   269.1, ,
1985,   228.7, ,   116.9, ,   101.1, ,   118.5, ,   110.5, ,   131.3, ,   124.9, ,    67.4, ,    98.8, ,   119.1, ,    60.2, ,   122.8, ,  1400.2, ,   507.2, ,   330.1, ,   323.6, ,   278.2, ,
1986,   205.1, ,    66.2, ,   113.0, ,    96.3, ,    38.9, ,   146.0, ,    47.9, ,    51.9, ,   114.0, ,    86.7, ,   116.5, ,   125.1, ,  1207.5, ,   394.0, ,   248.2, ,   245.7, ,   317.2, ,
1987,    90.1, ,   183.5, ,    61.5, ,    81.1, ,    60.1, ,   103.8, ,    86.5, ,    88.9, ,    88.8, ,   157.1, ,    92.6, ,   145.0, ,  1239.1, ,   398.7, ,   202.7, ,   279.3, ,   338.6, ,
1988,   188.7, ,   191.8, ,   114.0, ,    46.4, ,    94.2, ,   149.5, ,   101.3, ,   111.3, ,   106.9, ,   139.6, ,   142.3, ,   130.2, ,  1516.0, ,   525.5, ,   254.6, ,   362.0, ,   388.7, ,
1989,   139.3, ,   109.8, ,   128.2, ,   100.7, ,    71.6, ,    71.5, ,    92.1, ,   219.2, ,   127.9, ,   133.8, ,   127.2, ,   150.5, ,  1471.6, ,   379.3, ,   300.5, ,   382.8, ,   388.9, ,
1990,   184.4, ,    65.5, ,    83.5, ,    92.9, ,    96.7, ,   127.0, ,    55.0, ,   164.3, ,   102.6, ,   201.7, ,   162.7, ,   168.5, ,  1505.0, ,   400.4, ,   273.2, ,   346.4, ,   467.0, ,
1991,   147.1, ,    75.5, ,   141.2, ,    89.9, ,    54.9, ,   129.1, ,    90.1, ,    94.4, ,   117.1, ,    94.3, ,    95.1, ,    94.9, ,  1223.4, ,   391.1, ,   286.0, ,   313.5, ,   306.5, ,
1992,   117.9, ,   161.5, ,   139.2, ,    97.7, ,    80.3, ,    71.3, ,    75.8, ,   203.1, ,    81.0, ,   161.5, ,    58.1, ,   121.9, ,  1369.2, ,   374.3, ,   317.1, ,   350.2, ,   300.6, ,
1993,   114.3, ,   101.9, ,   112.8, ,    71.8, ,   172.1, ,    80.1, ,   145.5, ,    94.9, ,   116.8, ,   140.3, ,    74.7, ,   112.2, ,  1337.3, ,   338.1, ,   356.7, ,   320.5, ,   331.7, ,
1994,   178.0, ,    73.3, ,    97.1, ,   122.8, ,   104.1, ,   227.6, ,   144.5, ,   123.5, ,    61.5, ,    70.0, ,   149.5, ,   100.5, ,  1452.5, ,   363.5, ,   324.1, ,   495.6, ,   281.1, ,
1995,   136.4, ,   127.8, ,   204.2, ,   119.9, ,    30.3, ,   182.3, ,    88.4, ,    89.7, ,   116.2, ,   107.4, ,   132.7, ,   146.7, ,  1482.0, ,   364.8, ,   354.4, ,   360.3, ,   356.4, ,
1996,    80.9, ,   148.4, ,    67.8, ,    70.1, ,   137.2, ,   114.6, ,   221.1, ,    98.2, ,    97.6, ,   103.7, ,   106.8, ,   141.7, ,  1388.1, ,   376.0, ,   275.2, ,   433.9, ,   308.0, ,
1997,   163.4, ,    87.1, ,   128.0, ,   174.1, ,    92.6, ,   114.1, ,   180.1, ,   116.3, ,   128.5, ,   112.3, ,    96.2, ,   108.6, ,  1501.2, ,   392.1, ,   394.6, ,   410.5, ,   337.1, ,
1998,   124.2, ,    37.8, ,   102.9, ,    96.8, ,    82.7, ,    68.4, ,   124.1, ,   148.1, ,   238.1, ,    76.0, ,    98.6, ,   132.9, ,  1330.7, ,   270.5, ,   282.5, ,   340.6, ,   412.7, ,
1999,   210.9, ,   190.9, ,    79.2, ,    50.9, ,    63.6, ,    65.9, ,    85.1, ,   162.6, ,    98.4, ,   115.9, ,   166.3, ,   127.7, ,  1417.4, ,   534.7, ,   193.7, ,   313.6, ,   380.6, ,
2000,   234.5, ,   144.8, ,    99.3, ,    96.5, ,   198.6, ,    54.3, ,   129.9, ,    79.0, ,   126.6, ,   170.6, ,    54.0, ,   182.2, ,  1570.3, ,   507.0, ,   394.4, ,   263.2, ,   351.2, ,
2001,    79.3, ,   154.1, ,    78.0, ,    87.3, ,    16.6, ,   109.6, ,    93.8, ,   118.8, ,   149.6, ,    73.8, ,   148.2, ,    74.1, ,  1183.2, ,   415.5, ,   181.8, ,   322.2, ,   371.7, ,
2002,    35.9, ,   126.7, ,   140.9, ,   126.1, ,    86.3, ,    80.7, ,   147.3, ,   147.1, ,   178.8, ,   101.2, ,   125.1, ,   122.9, ,  1419.1, ,   236.7, ,   353.4, ,   375.1, ,   405.1, ,
2003,   121.2, ,   183.9, ,   120.3, ,    63.3, ,    39.8, ,    71.3, ,   180.5, ,   130.1, ,    53.3, ,   171.2, ,    76.0, ,   105.8, ,  1316.7, ,   428.1, ,   223.4, ,   381.9, ,   300.4, ,
2004,   262.4, ,   110.0, ,    64.9, ,   134.5, ,    81.6, ,    99.4, ,    57.5, ,   120.5, ,   107.6, ,    98.9, ,    86.7, ,   223.2, ,  1447.2, ,   478.2, ,   281.0, ,   277.3, ,   293.3, ,
2005,   154.0, ,    99.4, ,   108.9, ,    56.2, ,    38.3, ,    60.9, ,   114.1, ,   177.2, ,   104.3, ,    96.8, ,    90.2, ,   194.0, ,  1294.1, ,   476.5, ,   203.4, ,   352.2, ,   291.2, ,
2006,   105.8, ,   124.9, ,   142.7, , -9999.9,M,   101.6, ,    75.1, ,    85.9, ,   131.4, ,   117.7, ,   100.1, , -9999.9,M, -9999.9,M, -9999.9,M,   424.7, , -9999.9,M,   292.4, , -9999.9,M,
2007, -9999.9,M, -9999.9,M, -9999.9,M,    28.6, ,   119.6, ,    42.7, ,    43.6, ,   159.8, ,    64.6, ,    95.0, ,   168.1, ,    68.1, , -9999.9,M, -9999.9,M, -9999.9,M,   246.1, ,   327.8, ,
2008,    88.5, ,   123.8, ,   138.7, ,    41.8, ,    54.7, ,   104.8, ,    87.2, ,    70.1, ,    95.5, ,    65.4, ,   106.2, ,   150.2, ,  1126.8, ,   280.3, ,   235.2, ,   262.0, ,   267.1, ,
2009,   162.4, ,    92.4, ,    74.4, ,   114.4, ,    71.7, ,    93.0, ,   156.4, ,    73.9, ,    93.4, ,    97.0, ,   136.3, ,   117.2, ,  1282.6, ,   405.0, ,   260.5, ,   323.4, ,   326.8, ,
2010,   143.8, ,   104.1, ,    32.0, ,    60.8, ,   140.1, ,   100.7, ,   179.0, ,    57.6, ,   104.2, ,   250.9, ,    84.6, ,    97.1, ,  1354.8, ,   365.0, ,   232.9, ,   337.2, ,   439.7, ,
